"Pujol 2002, No. 10-3-2.25N"	
1.67	-17.751
1.66	-17.684
0.84	-20.470
0.77	-20.515
0.87	-20.492
0.79	-20.492
0.85	-20.470
0.16	-22.676
0.14	-22.676
0.20	-22.676
0.10	-22.654
0.15	-22.654
0.14	-21.517
0.16	-21.517
0.09	-21.473
0.16	-21.495
0.14	-21.540
0.10	-21.361
0.10	-21.361
0.14	-21.361
0.12	-21.384
0.13	-21.384
-0.36	-24.303
-0.36	-24.348
-0.37	-24.348
-0.34	-24.326
-0.34	-24.326
-0.99	-26.978
-0.93	-26.955
-0.98	-26.955
-0.94	-26.933
-1.02	-26.955
-1.42	-28.783
-1.42	-28.761
-1.40	-28.738
-1.45	-28.783
-1.39	-28.738
-2.03	-31.279
-2.00	-31.279
-1.96	-31.190
-2.00	-31.234
-1.99	-31.190
-2.56	-33.574
-2.54	-33.530
-2.55	-33.530
-2.53	-33.508
-2.52	-33.508
-2.93	-35.357
-3.04	-35.313
-3.00	-35.335
-2.99	-35.335
-2.96	-35.291
-3.59	-38.411
-3.55	-38.388
-3.58	-38.388
-3.57	-38.321
-3.53	-38.299
-4.08	-40.127
-4.02	-40.104
-4.00	-40.104
-4.02	-40.104
-4.10	-40.060
-4.46	-42.066
-4.50	-42.021
-4.47	-42.043
-4.48	-42.043
-4.45	-42.021
-5.05	-44.896
-5.01	-44.918
-5.08	-44.896
-4.97	-44.829
-5.08	-44.851
-5.05	-43.024
-5.03	-43.069
-5.09	-43.024
-5.03	-43.046
-5.07	-43.024
-5.54	-46.857
-5.57	-46.857
-5.52	-46.835
-5.52	-46.857
-5.52	-46.880
-5.89	-48.863
-5.99	-48.885
-5.90	-48.818
-5.95	-48.818
-5.88	-48.818
-6.45	-51.471
-6.48	-51.471
-6.44	-51.426
-6.47	-51.426
-6.43	-51.426
-6.96	-53.588
-6.95	-53.588
-6.95	-53.566
-6.99	-53.566
-6.97	-53.521
-7.45	-55.972
-7.38	-55.928
-7.45	-55.950
-7.38	-55.928
-7.46	-55.950
-7.88	-57.867
-7.83	-57.867
-7.80	-57.845
-7.86	-57.822
-7.88	-57.845
-8.27	-59.917
-8.32	-59.850
-8.31	-59.873
-8.26	-59.850
-8.27	-59.873
-8.56	-60.898
-8.57	-60.853
-8.59	-60.876
-8.54	-60.831
-8.60	-60.831
-8.98	-62.636
-8.90	-62.636
-8.95	-62.569
-8.93	-62.547
-8.93	-62.525
-9.27	-64.375
-9.25	-64.375
-9.26	-64.352
-9.21	-64.352
-9.30	-64.375
-9.32	-62.881
-9.27	-62.859
-9.25	-62.881
-9.27	-62.837
-9.27	-62.859
-9.54	-64.776
-9.46	-64.753
-9.48	-64.753
-9.48	-64.776
-9.52	-64.753
-9.79	-66.625
-9.83	-66.603
-9.79	-66.603
-9.80	-66.625
-9.79	-66.603
-9.79	-65.266
-9.86	-65.333
-9.81	-65.266
-9.80	-65.266
-9.76	-65.288
-9.87	-64.731
-9.80	-64.776
-9.81	-64.798
-9.84	-64.798
-9.87	-64.798
-9.81	-64.709
-9.79	-64.709
-9.90	-64.687
-9.81	-64.709
-9.82	-64.709
-9.85	-63.419
-9.88	-63.419
-9.82	-63.375
-9.90	-63.397
-9.83	-63.375
-10.21	-67.921
-10.21	-67.921
-10.20	-67.921
-10.21	-67.899
-10.21	-67.899
-10.38	-69.236
-10.45	-69.191
-10.42	-69.214
-10.43	-69.169
-10.35	-69.191
-10.44	-67.520
-10.45	-67.565
-10.41	-67.520
-10.52	-67.565
-10.44	-67.520
-10.84	-71.220
-10.79	-71.153
-10.81	-71.175
-10.76	-71.197
-10.84	-71.175
-11.27	-73.381
-11.25	-73.359
-11.28	-73.359
-11.22	-73.314
-11.30	-73.314
-11.72	-75.387
-11.72	-75.365
-11.72	-75.387
-11.80	-75.320
-11.73	-75.320
-12.26	-77.906
-12.28	-77.861
-12.28	-77.883
-12.30	-77.861
-12.28	-77.839
-12.30	-76.323
-12.29	-76.279
-12.39	-76.301
-12.30	-76.301
-12.31	-76.279
-12.93	-79.443
-12.89	-79.466
-12.89	-79.443
-12.85	-79.399
-12.85	-79.421
-13.26	-81.717
-13.28	-81.694
-13.21	-81.650
-13.30	-81.650
-13.25	-81.650
-13.84	-84.123
-13.81	-84.101
-13.82	-84.101
-13.87	-84.057
-13.80	-84.079
-13.89	-82.140
-13.82	-82.118
-13.90	-82.140
-13.84	-82.118
-13.88	-82.118
-14.46	-86.152
-14.45	-86.129
-14.42	-86.107
-14.42	-86.107
-14.51	-86.107
-15.13	-89.160
-15.10	-89.116
-15.10	-89.093
-15.16	-89.093
-15.14	-89.071
-15.15	-86.664
-15.23	-86.686
-15.14	-86.686
-15.17	-86.664
-15.11	-86.686
-15.18	-85.884
-15.20	-85.862
-15.20	-85.884
-15.20	-85.862
-15.19	-85.862
-15.57	-89.717
-15.50	-89.717
-15.57	-89.695
-15.52	-89.673
-15.59	-89.695
-16.06	-90.921
-16.06	-90.921
-16.04	-90.899
-16.07	-90.921
-16.05	-90.899
-16.07	-89.561
-16.08	-89.584
-16.02	-89.539
-16.06	-89.561
-16.01	-89.539
-16.53	-93.261
-16.49	-93.239
-16.62	-93.261
-16.53	-93.239
-16.55	-93.216
-16.96	-95.244
-16.97	-95.222
-16.94	-95.200
-16.97	-95.155
-16.98	-95.155
-17.04	-93.350
-16.95	-93.350
-17.01	-93.328
-16.96	-93.328
-17.01	-93.350
-17.49	-96.203
-17.52	-96.181
-17.55	-96.136
-17.49	-96.158
-17.53	-96.136
-17.51	-93.974
-17.56	-93.996
-17.51	-93.974
-17.52	-94.019
-17.54	-94.041
-17.52	-93.484
-17.52	-93.506
-17.59	-93.484
-17.55	-93.484
-17.54	-93.484
-17.89	-97.473
-17.93	-97.473
-17.87	-97.429
-17.92	-97.406
-17.95	-97.362
-18.43	-98.186
-18.42	-98.186
-18.42	-98.209
-18.41	-98.209
-18.46	-98.209
-18.44	-96.582
-18.50	-96.582
-18.42	-96.582
-18.45	-96.559
-18.39	-96.559
-18.42	-96.381
-18.46	-96.359
-18.40	-96.359
-18.45	-96.381
-18.48	-96.359
-18.96	-100.259
-18.94	-100.259
-18.99	-100.281
-18.89	-100.237
-19.00	-100.237
-18.98	-98.365
-19.01	-98.342
-18.98	-98.342
-18.99	-98.365
-18.96	-98.409
-19.51	-102.153
-19.47	-102.131
-19.48	-102.086
-19.50	-102.086
-19.51	-102.064
-19.57	-100.103
-19.51	-100.125
-19.54	-100.125
-19.51	-100.125
-19.55	-100.103
-19.63	-97.246
-19.61	-97.246
-19.64	-97.246
-19.57	-97.224
-19.58	-97.246
-19.66	-96.354
-19.61	-96.376
-19.63	-96.354
-19.62	-96.354
-19.67	-96.398
-19.62	-96.242
-19.63	-96.175
-19.66	-96.175
-19.63	-96.242
-19.65	-96.175
-19.69	-92.832
-19.65	-92.788
-19.66	-92.832
-19.67	-92.832
-19.61	-92.855
-19.46	-89.021
-19.44	-89.044
-19.45	-89.044
-19.50	-89.044
-19.46	-89.044
-19.46	-89.155
-19.42	-89.177
-19.44	-89.222
-19.43	-89.177
-19.46	-89.200
-19.04	-82.380
-19.06	-82.358
-19.00	-82.313
-19.05	-82.291
-19.00	-82.313
-19.01	-83.182
-18.99	-83.160
-19.00	-83.182
-19.03	-83.182
-18.97	-83.204
-19.00	-83.516
-19.01	-83.539
-19.00	-83.561
-18.98	-83.561
-19.01	-83.583
-18.68	-77.900
-18.65	-77.945
-18.65	-77.878
-18.73	-77.878
-18.66	-77.833
-18.12	-69.788
-18.06	-69.832
-18.05	-69.855
-18.04	-69.832
-18.09	-69.855
-17.76	-66.244
-17.74	-66.222
-17.80	-66.200
-17.76	-66.244
-17.77	-66.244
-17.72	-67.381
-17.82	-67.336
-17.72	-67.359
-17.77	-67.359
-17.76	-67.292
-17.68	-67.648
-17.80	-67.693
-17.76	-67.671
-17.76	-67.648
-17.73	-67.693
-17.25	-60.829
-17.35	-60.873
-17.26	-60.829
-17.32	-60.851
-17.31	-60.806
-16.81	-55.881
-16.84	-55.903
-16.84	-55.948
-16.87	-55.903
-16.84	-55.970
-16.37	-50.287
-16.30	-50.287
-16.32	-50.265
-16.26	-50.309
-16.35	-50.309
-16.31	-50.867
-16.35	-50.889
-16.31	-50.844
-16.31	-50.844
-16.32	-50.867
-16.31	-51.468
-16.33	-51.401
-16.30	-51.446
-16.33	-51.424
-16.30	-51.401
-15.77	-45.005
-15.81	-45.050
-15.80	-45.028
-15.78	-45.005
-15.75	-45.028
-15.73	-45.763
-15.83	-45.785
-15.77	-45.785
-15.80	-45.785
-15.75	-45.785
-15.81	-46.341
-15.76	-46.319
-15.77	-46.386
-15.76	-46.386
-15.78	-46.341
-15.76	-46.609
-15.80	-46.653
-15.74	-46.609
-15.80	-46.676
-15.73	-46.631
-15.17	-38.430
-15.07	-38.452
-15.11	-38.407
-15.04	-38.452
-15.12	-38.430
-14.65	-34.507
-14.64	-34.507
-14.64	-34.507
-14.63	-34.485
-14.67	-34.485
-13.89	-27.465
-13.92	-27.487
-13.86	-27.465
-13.93	-27.465
-13.86	-27.509
-13.90	-28.824
-13.84	-28.846
-13.87	-28.802
-13.87	-28.824
-13.87	-28.802
-13.32	-22.829
-13.23	-22.784
-13.26	-22.784
-13.23	-22.762
-13.25	-22.807
-13.23	-23.208
-13.22	-23.208
-13.26	-23.186
-13.31	-23.208
-13.25	-23.208
-13.24	-23.453
-13.31	-23.475
-13.22	-23.453
-13.23	-23.498
-13.23	-23.475
-12.55	-17.681
-12.59	-17.748
-12.56	-17.681
-12.58	-17.748
-12.60	-17.725
-11.91	-13.535
-12.01	-13.558
-11.93	-13.558
-11.96	-13.580
-11.92	-13.580
-11.33	-10.304
-11.40	-10.326
-11.31	-10.348
-11.37	-10.326
-11.28	-10.371
-10.65	-6.916
-10.61	-6.872
-10.70	-6.916
-10.65	-6.894
-10.63	-6.916
-10.59	-7.674
-10.69	-7.652
-10.61	-7.696
-10.65	-7.674
-10.60	-7.719
-7.70	-0.030
-7.72	-0.074
-7.71	-0.052
-7.70	-0.030
-7.72	-0.074
-7.93	-0.632
-7.93	-0.654
-7.88	-0.520
-7.92	-0.609
-7.91	-0.587
-6.62	2.823
-6.66	2.845
-6.63	2.778
-6.62	2.823
-6.66	2.778
-6.62	1.971
-6.60	1.971
-6.63	1.948
-6.59	1.993
-6.70	1.971
-6.25	2.974
-6.30	2.884
-6.31	2.929
-6.30	2.929
-6.25	2.907
-6.29	2.795
-6.24	2.751
-6.30	2.773
-6.24	2.795
-6.30	2.751
-6.25	2.639
-6.23	2.684
-6.31	2.639
-6.26	2.595
-6.27	2.684
-6.24	2.416
-6.23	2.416
-6.25	2.595
-6.33	2.483
-6.24	2.506
-6.27	2.283
-6.26	2.283
-6.27	2.327
-6.34	2.260
-6.26	2.238
-6.30	2.104
-6.34	2.082
-6.28	2.104
-6.33	2.104
-6.34	2.060
-6.30	2.104
-6.32	2.060
-6.25	2.082
-6.40	2.082
-6.31	2.104
-6.30	2.060
-6.35	2.038
-6.31	2.060
-6.30	2.060
-6.29	2.038
-6.50	1.168
-6.58	1.191
-6.55	1.146
-6.52	1.168
-6.50	1.124
-6.49	1.280
-6.55	1.258
-6.55	1.280
-6.54	1.235
-6.58	1.280
-6.49	1.458
-6.62	1.436
-6.54	1.458
-6.54	1.436
-6.52	1.436
-6.56	1.592
-6.49	1.547
-6.56	1.592
-6.54	1.592
-6.59	1.592
-6.54	1.815
-6.48	1.859
-6.52	1.837
-6.47	1.859
-6.51	1.837
-6.46	1.971
-6.43	1.926
-6.48	1.971
-6.49	1.948
-6.43	1.993
-6.48	2.104
-6.41	2.082
-6.45	2.060
-6.46	2.082
-6.43	2.038
-6.37	2.327
-6.38	2.305
-6.42	2.350
-6.38	2.327
-6.42	2.372
-6.38	2.572
-6.31	2.572
-6.40	2.550
-6.32	2.572
-6.35	2.506
-6.24	2.773
-6.26	2.728
-6.27	2.773
-6.28	2.773
-6.24	2.773
-6.23	2.773
-6.27	2.751
-6.24	2.773
-6.28	2.773
-6.30	2.818
-5.77	2.996
-5.81	3.018
-5.82	3.040
-5.78	3.018
-5.81	2.974
-5.73	1.414
-5.76	1.414
-5.76	1.436
-5.77	1.391
-5.84	1.458
-5.79	1.414
-5.76	1.436
-5.69	1.369
-5.78	1.391
-5.71	1.369
-5.37	2.662
-5.43	2.662
-5.35	2.639
-5.47	2.684
-5.43	2.639
-4.53	4.578
-4.53	4.623
-4.56	4.578
-4.56	4.601
-4.53	4.556
-3.20	6.673
-3.19	6.629
-3.19	6.606
-3.24	6.651
-3.23	6.651
-3.20	6.339
-3.17	6.406
-3.16	6.361
-3.17	6.383
-3.14	6.361
-3.18	6.183
-3.21	6.183
-3.11	6.205
-3.17	6.227
-3.19	6.205
-3.16	5.759
-3.09	5.737
-3.22	5.782
-3.18	5.737
-3.15	5.804
-2.87	6.963
-2.79	6.963
-2.79	6.963
-2.82	6.941
-2.78	6.941
-2.04	8.746
-2.06	8.746
-2.00	8.768
-2.05	8.724
-1.98	8.724
-1.04	11.353
-1.00	11.376
-0.93	11.376
-1.03	11.376
-0.94	11.398
-0.20	13.827
-0.22	13.827
-0.19	13.783
-0.13	13.783
-0.21	13.738
0.56	15.878
0.58	15.878
0.53	15.878
0.55	15.922
0.57	15.878
1.08	18.106
1.06	18.106
1.14	18.084
1.11	18.017
1.07	18.084
1.76	20.736
1.84	20.736
1.80	20.736
1.82	20.803
1.81	20.691
2.30	22.564
2.28	22.586
2.21	22.586
2.27	22.608
2.23	22.541
2.30	21.048
2.42	21.093
2.34	21.070
2.34	21.115
2.39	21.115
2.89	24.993
2.87	24.970
2.83	24.948
2.84	24.970
2.92	24.948
3.28	26.843
3.35	26.865
3.29	26.820
3.30	26.843
3.29	26.820
3.86	29.428
3.86	29.428
3.84	29.428
3.83	29.405
3.86	29.383
4.33	31.567
4.28	31.567
4.40	31.500
4.34	31.567
4.35	31.456
4.75	33.038
4.78	33.038
4.73	32.994
4.78	32.994
4.79	32.994
4.78	32.013
4.77	31.991
4.75	31.968
4.78	31.991
4.80	32.013
5.31	35.646
5.35	35.646
5.25	35.646
5.30	35.646
5.29	35.623
5.74	37.562
5.66	37.496
5.70	37.518
5.68	37.518
5.62	37.496
6.35	41.217
6.33	41.173
6.38	41.195
6.35	41.106
6.30	41.151
6.80	43.335
6.70	43.290
6.81	43.312
6.77	43.335
6.75	43.268
7.10	44.761
7.12	44.806
7.15	44.761
7.09	44.761
7.09	44.739
7.19	42.956
7.15	42.978
7.18	42.978
7.20	42.956
7.15	42.978
7.15	42.599
7.17	42.599
7.13	42.599
7.14	42.599
7.18	42.577
7.69	47.034
7.57	46.990
7.67	46.990
7.67	46.967
7.67	46.967
8.18	49.976
8.20	49.976
8.13	49.909
8.15	49.909
8.25	49.909
8.72	52.494
8.66	52.472
8.67	52.472
8.69	52.450
8.72	52.428
8.98	53.341
9.02	53.319
8.96	53.274
8.95	53.319
9.03	53.252
9.49	55.503
9.45	55.481
9.37	55.503
9.42	55.525
9.52	55.525
9.91	57.821
9.89	57.799
9.83	57.799
9.92	57.799
9.95	57.776
10.38	60.763
10.42	60.740
10.44	60.740
10.41	60.763
10.40	60.674
10.94	62.501
10.99	62.501
10.90	62.546
10.94	62.546
10.99	62.479
11.44	65.109
11.47	65.086
11.47	65.042
11.40	64.997
11.46	64.908
12.06	67.471
12.03	67.493
12.01	67.404
12.03	67.404
12.09	67.382
12.11	65.042
12.09	65.086
12.06	65.042
12.11	65.086
12.08	65.064
12.09	63.279
12.13	63.235
12.12	63.257
12.08	63.235
12.17	63.235
12.44	68.026
12.38	68.026
12.41	68.004
12.39	68.004
12.37	68.026
12.66	70.567
12.70	70.523
12.73	70.523
12.70	70.456
12.71	70.433
13.01	71.548
12.99	71.548
12.94	71.525
12.96	71.481
13.03	71.481
13.48	73.687
13.31	73.620
13.39	73.643
13.40	73.598
13.44	73.598
13.45	71.659
13.46	71.615
13.44	71.592
13.45	71.592
13.46	71.592
14.04	76.005
13.93	75.960
14.02	75.938
13.93	75.983
13.98	75.960
14.46	77.788
14.45	77.766
14.37	77.721
14.43	77.699
14.44	77.699
15.02	80.440
15.05	80.440
15.02	80.396
15.04	80.418
15.07	80.329
15.53	82.178
15.50	82.201
15.52	82.178
15.57	82.112
15.51	82.134
16.14	84.987
16.09	84.964
16.17	84.920
16.08	84.920
16.07	84.875
16.13	82.624
16.23	82.624
16.20	82.602
16.21	82.580
16.24	82.646
16.53	85.811
16.58	85.811
16.63	85.789
16.59	85.767
16.59	85.811
17.32	88.530
17.28	88.508
17.29	88.486
17.35	88.486
17.27	88.419
17.27	86.368
17.35	86.346
17.36	86.346
17.35	86.301
17.36	86.346
17.38	85.521
17.40	85.477
17.34	85.521
17.43	85.499
17.30	85.477
17.68	89.466
17.79	89.511
17.81	89.488
17.74	89.488
17.82	89.466
17.73	87.906
17.85	87.906
17.76	87.862
17.80	87.862
17.79	87.884
18.37	91.717
18.37	91.673
18.37	91.673
18.35	91.650
18.41	91.606
18.89	93.857
18.99	93.857
18.87	93.790
18.96	93.812
18.95	93.790
19.05	91.494
18.98	91.517
19.00	91.494
18.95	91.494
18.93	91.494
19.37	94.302
19.42	94.325
19.30	94.325
19.44	94.302
19.39	94.302
19.99	96.241
20.02	96.219
19.95	96.241
20.03	96.197
19.96	96.174
20.47	97.668
20.42	97.690
20.55	97.645
20.50	97.668
20.49	97.601
20.57	95.394
20.51	95.417
20.57	95.394
20.45	95.394
20.59	95.394
20.56	94.525
20.56	94.503
20.55	94.503
20.51	94.503
20.65	94.525
20.64	93.745
20.52	93.767
20.56	93.745
20.61	93.745
20.57	93.745
20.58	93.366
20.58	93.411
20.60	93.389
20.62	93.411
20.52	93.366
20.55	92.363
20.59	92.363
20.62	92.363
20.60	92.363
20.60	92.363
20.66	91.094
20.63	91.117
20.62	91.117
20.65	91.072
20.56	91.139
20.53	86.927
20.59	86.927
20.48	86.949
20.55	86.905
20.55	86.949
20.49	87.038
20.52	86.994
20.56	86.994
20.50	86.994
20.57	86.971
20.28	82.848
20.41	82.804
20.30	82.826
20.36	82.848
20.28	82.871
20.38	83.651
20.28	83.628
20.34	83.628
20.31	83.651
20.22	83.628
20.02	78.503
20.03	78.458
19.96	78.525
20.00	78.525
20.03	78.525
19.63	71.995
19.57	72.017
19.55	72.039
19.56	71.995
19.61	72.062
19.23	67.471
19.16	67.515
19.28	67.515
19.19	67.493
19.29	67.493
19.24	67.939
19.25	67.894
19.24	67.983
19.22	68.006
19.15	67.939
19.24	68.318
19.18	68.340
19.19	68.384
19.26	68.340
19.16	68.362
18.53	59.113
18.55	59.113
18.59	59.113
18.55	59.069
18.62	59.136
18.26	55.926
18.33	55.926
18.29	55.949
18.20	55.949
18.28	55.993
17.81	50.087
17.71	50.065
17.79	50.065
17.79	50.065
17.81	50.132
17.73	51.268
17.76	51.313
17.84	51.291
17.76	51.268
17.82	51.268
17.07	44.984
17.12	44.939
17.19	44.805
17.08	44.828
17.13	44.828
17.10	43.802
17.16	43.713
17.03	43.802
17.08	43.780
17.17	43.758
17.10	44.047
17.05	44.092
17.08	44.047
17.16	44.070
17.09	44.070
17.10	44.537
17.08	44.559
17.04	44.515
17.10	44.492
17.17	44.537
16.64	38.809
16.65	38.765
16.56	38.765
16.66	38.787
16.67	38.809
15.97	33.483
16.06	33.461
16.08	33.394
16.06	33.394
16.11	33.416
15.59	28.156
15.51	28.156
15.59	28.179
15.63	28.201
15.61	28.179
14.95	22.874
14.94	22.874
14.99	22.897
14.92	22.852
14.93	22.763
14.95	24.033
14.95	23.966
14.91	23.989
14.94	24.033
14.90	23.989
14.90	24.278
14.96	24.278
14.87	24.256
14.90	24.278
14.93	24.256
14.32	17.971
14.30	18.016
14.24	18.016
14.38	17.994
14.32	18.016
13.58	12.489
13.63	12.511
13.53	12.489
13.56	12.511
13.66	12.511
13.34	11.219
13.29	11.196
13.33	11.219
13.42	11.196
13.32	11.219
12.69	7.965
12.82	7.965
12.78	7.942
12.73	7.987
12.79	7.965
12.79	8.656
12.68	8.611
12.75	8.633
12.77	8.656
12.75	8.656
12.13	4.733
12.01	4.733
12.03	4.755
12.08	4.733
12.08	4.755
11.63	2.638
11.53	2.638
11.58	2.638
11.60	2.683
11.63	2.683
11.50	3.440
11.59	3.396
11.59	3.396
11.54	3.440
11.58	3.418
11.50	3.864
11.53	3.864
11.58	3.886
11.57	3.841
11.58	3.864
10.95	0.855
10.92	0.810
11.02	0.810
10.94	0.788
10.97	0.833
10.97	1.011
10.98	0.989
10.94	1.033
10.89	0.989
11.00	0.989
10.97	1.100
10.93	1.167
11.00	1.122
10.97	1.145
10.91	1.167
10.91	1.323
10.90	1.345
10.98	1.345
10.91	1.301
10.87	1.368
10.89	1.368
10.93	1.412
10.92	1.368
10.90	1.390
10.97	1.368
10.88	1.368
10.88	1.390
10.91	1.345
10.99	1.323
10.92	1.368
10.94	1.390
10.91	1.390
10.91	1.412
10.91	1.390
10.91	1.390
10.83	1.349
10.89	1.349
10.97	1.371
10.91	1.371
10.89	1.349
10.85	1.460
10.89	1.460
10.89	1.460
10.88	1.460
10.87	1.460
10.93	1.460
10.82	1.460
10.89	1.438
10.88	1.438
10.86	1.460
10.89	1.572
10.85	1.572
10.89	1.572
10.84	1.549
10.85	1.549
10.23	0.145
10.20	0.079
10.21	0.101
10.23	0.145
10.24	0.168
7.26	-6.652
7.20	-6.630
7.15	-6.652
7.17	-6.630
7.26	-6.607
7.25	-5.961
7.17	-6.050
7.22	-6.028
7.24	-6.050
7.18	-6.028
5.63	-8.791
5.55	-8.836
5.54	-8.769
5.52	-8.769
5.63	-8.791
4.37	-10.864
4.30	-10.909
4.33	-10.864
4.31	-10.886
4.32	-10.864
4.31	-9.884
4.30	-9.861
4.31	-9.884
4.27	-9.906
4.27	-9.884
4.23	-9.928
4.29	-9.906
4.30	-9.906
4.32	-9.928
4.28	-9.884
3.04	-13.650
2.99	-13.672
2.96	-13.605
2.94	-13.628
3.05	-13.672
2.28	-15.477
2.27	-15.455
2.23	-15.477
2.35	-15.455
2.28	-15.477
1.55	-17.706
1.47	-17.751
1.55	-17.706
1.55	-17.728
1.55	-17.684
0.79	-19.801
0.87	-19.846
0.89	-19.823
0.89	-19.779
0.87	-19.779
0.08	-22.676
0.05	-22.654
0.08	-22.609
0.00	-22.631
0.07	-22.587
0.01	-21.183
0.08	-21.205
0.00	-21.161
-0.02	-21.205
0.00	-21.183
-0.33	-23.590
-0.30	-23.612
-0.36	-23.590
-0.33	-23.590
-0.32	-23.568
-0.50	-24.660
-0.62	-24.660
-0.59	-24.660
-0.53	-24.637
-0.54	-24.660
-1.03	-26.621
-1.01	-26.576
-1.05	-26.598
-1.00	-26.576
-1.04	-26.576
-1.06	-25.885
-1.03	-25.908
-1.05	-25.885
-1.08	-25.863
-1.06	-25.885
-1.60	-28.671
-1.60	-28.738
-1.57	-28.671
-1.56	-28.716
-1.67	-28.693
-2.17	-31.056
-2.13	-31.078
-2.13	-31.034
-2.13	-31.011
-2.15	-31.011
-2.75	-33.485
-2.72	-33.418
-2.66	-33.485
-2.66	-33.418
-2.69	-33.418
-2.68	-32.192
-2.74	-32.237
-2.68	-32.170
-2.69	-32.192
-2.70	-32.215
-3.38	-36.093
-3.29	-36.137
-3.30	-36.070
-3.31	-36.093
-3.32	-36.070
-3.32	-34.555
-3.32	-34.510
-3.38	-34.532
-3.35	-34.532
-3.32	-34.510
-3.85	-38.477
-3.89	-38.477
-3.90	-38.477
-3.90	-38.477
-3.84	-38.455
-4.28	-40.015
-4.26	-39.993
-4.30	-39.970
-4.28	-39.970
-4.27	-39.970
-4.74	-42.221
-4.72	-42.221
-4.69	-42.199
-4.67	-42.199
-4.71	-42.199
-5.18	-44.584
-5.18	-44.561
-5.25	-44.561
-5.20	-44.561
-5.18	-44.561
-5.25	-42.912
-5.25	-42.868
-5.26	-42.912
-5.19	-42.890
-5.20	-42.868
-5.24	-42.779
-5.21	-42.756
-5.22	-42.756
-5.24	-42.801
-5.27	-42.734
-5.87	-47.280
-5.79	-47.258
-5.84	-47.280
-5.82	-47.303
-5.77	-47.303
-6.25	-49.286
-6.21	-49.242
-6.26	-49.242
-6.23	-49.242
-6.21	-49.197
-6.68	-51.337
-6.69	-51.337
-6.73	-51.292
-6.66	-51.314
-6.68	-51.292
-7.20	-53.610
-7.19	-53.588
-7.19	-53.588
-7.16	-53.565
-7.19	-53.588
-7.67	-55.705
-7.63	-55.682
-7.62	-55.660
-7.62	-55.705
-7.69	-55.682
-8.15	-57.733
-8.12	-57.711
-8.14	-57.733
-8.12	-57.733
-8.16	-57.711
-8.48	-59.895
-8.49	-59.872
-8.51	-59.850
-8.48	-59.872
-8.54	-59.805
-9.08	-62.190
-9.01	-62.190
-9.02	-62.212
-9.03	-62.190
-9.00	-62.168
-9.35	-63.416
-9.39	-63.438
-9.36	-63.394
-9.36	-63.416
-9.45	-63.371
-9.94	-66.625
-10.03	-66.647
-9.95	-66.603
-9.95	-66.603
-10.06	-66.581
-10.00	-64.530
-10.03	-64.530
-10.02	-64.553
-10.04	-64.508
-10.10	-64.508
-10.03	-63.328
-10.07	-63.328
-10.04	-63.328
-10.06	-63.350
-10.08	-63.328
-10.56	-68.476
-10.55	-68.543
-10.54	-68.543
-10.60	-68.499
-10.54	-68.521
-10.57	-67.206
-10.52	-67.184
-10.63	-67.206
-10.61	-67.184
-10.53	-67.206
-11.15	-71.596
-11.14	-71.530
-11.17	-71.507
-11.17	-71.530
-11.17	-71.530
-11.17	-70.282
-11.17	-70.282
-11.25	-70.282
-11.20	-70.304
-11.13	-70.259
-11.53	-72.822
-11.54	-72.800
-11.56	-72.822
-11.53	-72.778
-11.56	-72.778
-12.07	-75.140
-12.12	-75.162
-12.12	-75.140
-12.15	-75.118
-12.08	-75.140
-12.51	-77.725
-12.55	-77.681
-12.57	-77.681
-12.50	-77.703
-12.52	-77.614
-12.63	-75.764
-12.56	-75.809
-12.59	-75.742
-12.59	-75.720
-12.55	-75.742
-13.24	-80.533
-13.25	-80.489
-13.27	-80.489
-13.27	-80.489
-13.21	-80.422
-13.71	-81.804
-13.69	-81.826
-13.75	-81.804
-13.67	-81.781
-13.71	-81.759
-14.44	-84.322
-14.37	-84.389
-14.41	-84.300
-14.39	-84.344
-14.36	-84.322
-14.43	-82.717
-14.39	-82.717
-14.39	-82.717
-14.41	-82.740
-14.45	-82.717
-14.42	-82.517
-14.46	-82.539
-14.40	-82.517
-14.39	-82.539
-14.41	-82.539
-15.00	-86.863
-14.96	-86.841
-14.97	-86.841
-14.95	-86.841
-15.00	-86.796
-15.41	-88.824
-15.43	-88.779
-15.42	-88.713
-15.37	-88.713
-15.41	-88.690
-15.46	-86.729
-15.43	-86.729
-15.40	-86.751
-15.44	-86.729
-15.50	-86.729
-15.52	-85.124
-15.54	-85.102
-15.53	-85.147
-15.46	-85.080
-15.53	-85.102
-15.80	-89.225
-15.79	-89.225
-15.87	-89.247
-15.85	-89.203
-15.78	-89.181
-16.33	-91.543
-16.34	-91.543
-16.41	-91.543
-16.32	-91.521
-16.35	-91.543
-16.37	-89.671
-16.43	-89.671
-16.35	-89.649
-16.36	-89.626
-16.41	-89.649
-16.40	-89.225
-16.39	-89.225
-16.38	-89.247
-16.40	-89.247
-16.41	-89.247
-16.78	-92.657
-16.78	-92.657
-16.80	-92.635
-16.76	-92.635
-16.78	-92.613
-17.08	-94.217
-17.08	-94.173
-17.10	-94.173
-17.04	-94.151
-17.12	-94.084
-17.14	-91.900
-17.13	-91.877
-17.14	-91.922
-17.11	-91.922
-17.17	-91.900
-17.15	-91.966
-17.15	-91.944
-17.12	-91.944
-17.15	-91.966
-17.14	-91.989
-17.62	-95.421
-17.66	-95.354
-17.62	-95.376
