"Tanaka 90, Specimen 4"	
6.4112	32.683
4.7015	23.864
3.2055	14.007
1.9234	5.447
0.32055	-5.447
-0.74798	-14.526
-2.3508	-28.533
-3.3124	-37.352
-4.4879	-47.211
-5.3426	-54.47
-6.3043	-68.219
-7.0523	-78.076
-8.2278	-87.154
-10.258	-103.24
-11.22	-109.98
-12.395	-116.99
-13.784	-126.58
-15.066	-134.1
-16.242	-140.85
-17.524	-146.56
-18.486	-150.97
-19.875	-155.12
-19.768	-150.19
-19.661	-146.56
-19.554	-140.85
-19.34	-134.62
-18.699	-126.58
-18.379	-120.87
-18.058	-114.65
-17.631	-108.94
-16.99	-101.42
-15.921	-91.046
-14.959	-82.746
-14.105	-75.225
-13.143	-67.441
-10.044	-43.577
-8.762	-33.461
-7.2659	-21.27
-5.7701	-10.375
-4.0604	0.77818
-2.2439	12.969
-0.32055	25.42
0.32055	31.905
2.0302	45.392
3.0988	55.249
4.1674	65.626
5.129	74.184
6.0907	81.968
9.1895	105.31
10.792	117.5
13.143	129.95
15.494	142.67
17.096	150.19
18.379	155.89
19.554	160.82
20.836	164.97
22.012	166.79
24.042	168.86
25.751	169.12
28.209	168.34
32.164	165.23
34.087	163.42
36.01	161.6
37.292	159.79
38.039	157.71
38.359	155.12
38.468	152
38.575	148.11
38.575	145
37.826	131.25
36.972	120.87
35.583	108.69
34.834	101.94
32.484	84.561
30.988	76.003
28.423	59.399
26.713	50.841
25.644	45.654
24.362	39.946
22.226	29.83
21.05	24.383
20.302	20.233
19.554	17.12
18.593	12.969
16.883	7.0034
13.036	-5.1877
10.472	-14.007
8.6551	-20.492
6.6248	-26.717
4.9152	-32.683
3.3124	-38.908
0.85484	-49.026
-0.32055	-53.434
-1.6028	-59.141
-2.9919	-64.589
-3.633	-68.477
-5.129	-76.519
-6.6248	-83.004
-8.3345	-93.123
-9.8306	-101.68
-11.433	-110.24
-14.212	-126.32
-15.28	-130.22
-16.455	-134.62
-17.524	-138.52
-19.234	-143.96
-21.157	-149.15
-22.76	-152.52
-23.935	-154.86
-25.644	-156.15
-29.172	-155.37
-31.308	-154.34
-33.551	-154.34
-35.369	-154.34
-37.186	-153.56
-38.252	-153.56
-39.322	-153.04
-40.178	-152
-40.284	-150.19
-40.284	-147.59
-40.284	-144.48
-40.284	-142.67
-39.748	-130.47
-39.215	-121.39
-38.788	-113.35
-38.146	-104.79
-36.972	-95.196
-36.116	-86.896
-35.154	-79.375
-33.98	-70.812
-32.697	-63.033
-31.095	-53.692
-29.599	-43.577
-28.103	-35.277
-26.393	-27.495
-24.469	-18.676
-22.439	-9.0788
-20.516	-0.77818
-17.845	9.3381
-15.814	16.861
-13.464	24.123
-11.54	30.089
-9.1895	36.833
-6.6248	44.097
-3.9535	52.139
-1.9234	58.362
0.85484	66.404
2.9919	72.889
5.9837	82.226
8.3345	89.747
11.22	97.789
13.891	105.31
15.921	111.02
18.486	117.24
20.623	122.43
22.974	127.88
25.43	133.07
26.82	136.18
29.065	140.07
31.095	143.7
33.124	146.82
35.047	149.41
36.756	150.97
38.252	151.49
38.788	143.44
38.788	138.26
38.575	133.59
38.359	129.69
37.612	123.47
37.186	118.54
36.33	111.28
35.796	106.61
35.047	101.42
31.841	78.338
30.345	70.554
29.065	63.811
28.209	58.62
26.713	51.099
25.86	45.654
24.683	40.205
23.721	34.239
22.653	29.571
21.691	25.42
20.516	20.233
19.34	15.304
18.272	10.894
17.203	6.7441
16.028	3.1127
14.532	-1.2969
13.143	-6.2254
10.365	-14.785
8.762	-19.973
7.3729	-25.42
2.1371	-44.097
-0.10685	-51.877
-1.3891	-56.805
-2.9919	-63.033
-8.5484	-79.633
-13.143	-90.268
-14.318	-92.861
-16.348	-97.789
-18.699	-104.27
-21.905	-112.06
-23.828	-116.99
-26.607	-122.95
-29.279	-127.88
-31.308	-131.25
-32.911	-133.59
-34.3	-135.92
-36.65	-138.77
-38.575	-141.11
-39.855	-142.67
-39.964	-139.55
-39.964	-134.37
-39.748	-127.1
-39.428	-120.36
-38.895	-112.57
-38.359	-106.35
-37.399	-96.753
-36.116	-88.195
-35.047	-79.633
-33.873	-70.812
-32.484	-62.775
-31.415	-55.511
-30.239	-47.211
-29.172	-40.205
-27.569	-31.905
-26.286	-26.458
-24.683	-18.936
-22.119	-11.154
-20.088	-4.6691
-17.951	2.5939
-15.921	9.5975
-13.357	18.417
-11.113	25.939
-8.3345	37.093
-5.7701	45.654
-1.0685	59.661
3.5263	74.184
5.9837	82.226
8.9756	90.788
15.601	105.05
22.439	121.39
25.004	126.58
27.676	131.51
30.452	136.44
33.338	141.11
36.223	145
39.322	148.37
43.17	150.97
45.733	152
48.511	153.04
51.504	152.78
53.64	151.74
56.098	149.41
57.701	147.07
58.235	143.44
58.448	140.33
58.661	136.96
58.877	130.47
58.341	123.47
57.701	118.28
55.349	99.866
52.68	84.819
50.328	71.853
48.085	59.919
45.199	42.8
43.17	34.499
41.351	26.977
39.535	19.454
37.506	11.413
36.01	5.7068
33.873	-0.25939
31.735	-6.2254
29.919	-11.154
27.783	-16.861
25.537	-22.048
23.615	-26.717
17.951	-39.428
14.212	-46.949
10.365	-54.47
7.0523	-60.697
1.7096	-68.997
-0.32055	-72.369
-2.6713	-75.741
-5.4496	-80.669
-7.6934	-85.081
-9.4031	-88.195
-12.288	-93.639
-14.959	-98.052
-18.165	-104.27
-20.836	-110.24
-24.362	-116.99
-29.065	-124.77
-31.095	-128.14
-33.767	-130.99
-36.436	-134.37
-38.682	-136.7
-43.597	-140.07
-47.335	-141.37
-50.861	-141.89
-53.64	-142.41
-56.739	-142.92
-59.624	-142.92
-59.731	-135.4
-59.624	-127.88
-59.517	-121.92
-59.091	-113.09
-58.341	-103.75
-57.594	-95.717
-56.525	-85.86
-55.672	-78.596
-54.282	-68.739
-52.464	-59.661
-50.541	-48.763
-48.618	-38.908
-46.802	-29.311
-45.199	-21.529
-42.954	-11.932
-41.031	-3.3721
-38.895	2.8533
-35.583	11.932
-32.697	19.973
-29.279	28.014
-25.86	35.018
-22.332	42.54
-18.806	49.542
-15.494	55.249
-11.754	60.955
-6.0907	69.255
-2.0302	75.741
1.4959	81.968
5.8771	88.711
10.472	95.454
14.212	100.9
18.379	106.61
22.332	111.54
25.86	115.95
29.065	119.06
32.271	122.69
35.583	126.32
39.002	129.69
42.527	132.81
45.626	135.4
48.938	137.99
52.573	140.07
55.563	141.11
58.771	141.63
58.555	130.22
58.021	125.29
57.701	118.8
57.165	114.13
56.525	108.42
55.885	104.02
55.029	99.346
54.282	93.897
52.037	79.891
50.754	72.111
49.581	66.146
48.618	60.697
47.229	53.692
45.306	44.613
44.13	38.39
42.847	32.424
41.78	28.014
40.711	22.567
38.895	16.342
36.33	7.5225
33.338	-1.0375
32.055	-4.4097
29.705	-11.413
27.353	-17.379
24.469	-24.642
22.332	-29.052
20.409	-33.461
15.28	-45.392
10.365	-53.434
7.5865	-58.62
4.381	-64.589
1.7096	-68.739
-1.0685	-73.147
-2.5644	-74.962
-9.4031	-85.081
-12.609	-88.711
-15.707	-92.861
-19.447	-97.531
-22.332	-101.42
-25.751	-105.57
-33.444	-113.09
-41.351	-121.14
-43.81	-123.73
-45.733	-125.54
-48.085	-127.62
-50.861	-129.95
-53.746	-132.03
-55.136	-132.81
-56.739	-134.37
-58.128	-135.14
-59.837	-136.18
-59.837	-130.99
-59.837	-124.25
-59.517	-115.69
-58.877	-105.05
-58.128	-98.052
-57.381	-91.825
-56.632	-85.86
-55.456	-77.297
-54.389	-69.255
-52.893	-61.218
-51.717	-53.434
-50.008	-44.613
-48.405	-36.833
-46.482	-28.274
-45.093	-21.27
-42.634	-10.375
-39.002	2.3345
-36.756	9.5975
-34.087	16.601
-30.775	24.642
-27.783	31.386
-22.546	42.28
-19.02	49.026
-14.959	56.289
-10.899	63.033
-8.014	67.183
-4.1674	73.147
-0.32055	78.854
2.7783	83.004
9.4031	92.082
13.464	96.753
18.379	102.72
22.76	107.39
27.14	112.32
31.415	116.99
35.476	121.39
40.071	125.54
44.13	128.66
48.832	132.03
52.786	134.88
56.418	136.96
59.731	137.74
63.685	138.52
67.958	139.29
71.486	139.04
75.865	137.48
77.361	136.7
77.897	132.55
76.614	110.76
75.438	101.16
74.155	91.567
73.195	84.819
69.99	66.404
66.998	49.284
65.288	39.946
63.363	30.608
61.227	20.751
58.661	11.154
55.992	1.8157
51.61	-11.154
47.655	-21.789
43.703	-31.386
39.855	-37.871
36.756	-43.059
33.658	-48.505
27.462	-58.62
23.935	-62.254
19.127	-67.441
14.959	-72.369
10.579	-76.519
-0.10685	-85.339
-3.9535	-88.195
-12.395	-96.232
-16.455	-98.568
-21.264	-101.16
-26.18	-105.83
-31.308	-110.76
-36.116	-115.43
-40.711	-120.62
-44.773	-124.25
-51.717	-129.95
-55.029	-130.73
-58.661	-131.77
-62.403	-132.29
-66.678	-133.07
-70.096	-133.07
-73.942	-133.07
-76.934	-132.55
-79.393	-131.77
-80.353	-131.25
-80.46	-124.25
-80.566	-116.99
-80.566	-108.69
-79.926	-98.568
-79.07	-90.01
-76.934	-75.741
-74.478	-60.955
-72.126	-48.247
-70.523	-40.205
-68.28	-29.311
-65.395	-16.082
-63.363	-7.5225
-61.653	0
-59.197	8.3004
-56.845	17.12
-54.282	24.642
-51.717	30.608
-49.152	36.574
-46.909	41.762
-42.314	49.284
-38.146	54.991
-32.377	61.734
-27.14	67.703
-22.012	72.631
-16.562	77.56
-11.433	81.189
-6.3043	85.339
-1.6028	88.969
2.9919	92.082
7.3729	94.676
15.707	100.9
24.79	107.65
31.095	110.24
39.322	115.17
47.871	120.36
55.456	123.47
62.083	126.58
69.454	129.17
74.691	130.99
77.79	131.51
78.11	127.1
78.643	117.24
78.217	107.91
76.934	97.531
75.331	87.675
74.155	80.669
72.446	70.554
70.416	59.141
68.707	49.542
66.678	40.205
64.005	30.089
61.333	17.898
59.837	10.375
58.021	3.6315
56.418	-1.0375
54.602	-7.0034
52.68	-12.969
50.221	-20.233
46.695	-28.533
44.557	-32.164
41.78	-36.833
39.322	-41.243
36.866	-45.134
34.834	-47.989
31.948	-52.139
29.812	-55.769
27.676	-58.362
24.576	-61.734
22.546	-64.327
19.34	-67.441
16.99	-70.296
14.212	-73.147
2.7783	-82.488
-2.1371	-86.638
-7.907	-90.788
-16.242	-95.196
-21.05	-97.273
-27.783	-100.12
-31.308	-101.94
-34.514	-104.02
-37.399	-105.83
-41.031	-107.65
-44.879	-110.24
-48.298	-112.32
-50.97	-113.87
-53.853	-115.95
-63.899	-121.39
-67.744	-122.95
-71.379	-123.73
-75.118	-124.25
-78.857	-125.29
-79.819	-123.47
-80.673	-121.14
-80.353	-110.5
-80.46	-102.98
-79.286	-92.345
-78.11	-80.411
-76.934	-71.075
-75.438	-61.476
-74.049	-53.434
-72.339	-44.356
-70.843	-36.315
-68.6	-27.495
-66.355	-18.417
-63.363	-7.5225
-60.693	2.5939
-57.381	13.229
-53.64	23.086
-50.114	31.127
-46.909	37.093
-41.994	45.912
-37.612	51.619
-35.047	55.249
-31.201	59.661
-23.935	67.961
-17.951	75.225
-12.395	80.153
-7.6934	84.041
-2.6713	87.933
1.1754	90.526
6.3043	93.897
10.258	96.232
14.318	98.052
19.127	100.12
23.08	102.2
23.08	102.2
29.705	105.31
33.873	107.91
38.359	109.72
41.674	111.28
45.306	113.35
48.618	115.69
53.533	118.28
58.235	119.06
62.403	120.87
67.424	122.17
72.019	122.95
76.081	123.47
80.246	123.47
85.484	122.69
89.329	121.92
92.748	120.87
99.052	118.02
102.47	115.69
105.79	114.13
109.52	110.76
114.44	107.65
117.01	105.83
118.07	102.46
117.97	93.381
117.65	86.376
117.01	78.854
116.15	70.296
108.67	27.495
106.75	19.714
105.36	11.932
104.18	6.4847
102.79	0
