"Aboutaha et al 1999, Test ORC3"	
39.35300177	140.5328698
38.73099545	136.5912746
38.30103413	132.5486208
37.69283676	128.6743683
37.39564255	124.8338762
36.78060472	121.111256
36.4089885	117.3549645
35.83974883	113.8344614
35.21942519	110.297145
34.70222057	106.9114163
34.14046151	103.5256877
33.66846977	100.2410176
33.18799147	97.09112192
32.75687788	94.00861344
32.9104773	90.99344768
32.37737867	88.11305632
31.15227789	80.4151696
28.90191287	65.99635488
27.20103432	54.86221024
25.6712953	45.9852032
24.48389021	38.79265821
23.35932956	32.94764816
22.42988663	28.1638375
21.67105282	24.30647408
21.00169369	21.17341408
20.45685288	18.62990979
20.0789449	16.52436003
19.74714601	14.92413866
19.39991036	13.52605219
19.25499869	12.34694522
19.02787347	11.42050688
18.81640449	10.52775325
18.62748708	9.853974656
18.43955733	9.112822208
18.28118422	8.50642192
18.11842151	7.8158032
17.98307551	7.125180032
17.76793024	6.18189712
17.50007319	4.834344384
17.1530936	2.7456392
16.3024257	-0.75798368
15.05040204	-5.96289984
13.14098091	-14.19983968
11.13350709	-24.59281408
8.78183376	-36.19862464
6.49982704	-48.899088
4.35066059	-62.0042304
2.34686306	-75.2441472
0.37829207	-88.8879424
-1.4021114	-102.3297984
-3.3075636	-115.7209472
-5.0652326	-129.1289984
-6.856921	-142.1665312
-8.574352	-154.732576
-10.2155137	-166.7764256
-11.8332642	-178.1295008
-13.4288838	-188.5898624
-14.6766276	-198.2753824
-16.0472802	-207.2198656
-17.0680451	-215.7262208
-17.852869	-223.3398624
-18.8703417	-230.0945952
-19.7731361	-236.0744864
-20.6223408	-241.1109568
-21.3857654	-245.304976
-22.0820657	-248.7917632
-22.6571033	-251.908032
-23.1286195	-254.7209472
-23.5540449	-257.1802464
-23.793461	-259.3197344
-24.131826	-261.2568384
-24.4857375	-263.1094304
-24.8572074	-264.996272
-25.1571634	-266.8826688
-25.5352177	-268.7357056
-25.9491204	-270.6390048
-26.2675493	-272.542304
-26.6481642	-274.4625056
-27.0267672	-276.3662496
-27.3612913	-278.2019392
-27.7552579	-280.1390432
-28.0921597	-282.109952
-28.4535701	-284.0132512
-28.8111396	-285.9000928
-29.1559061	-287.7864896
-29.5606638	-289.7573984
-29.8732399	-291.6606976
-30.2659262	-293.6316064
-30.723542	-295.4846432
-31.0845866	-297.3879424
-31.4657502	-299.2743392
-31.9021496	-301.1780832
-32.2939214	-303.06448
-32.6533199	-304.883712
-33.0527735	-306.8377184
-33.4546048	-308.7072128
-33.8050412	-310.49264
-34.2361365	-312.4132864
-34.5671855	-314.2827808
-35.0098035	-316.1020128
-35.4216943	-318.005312
-35.7933471	-319.8583488
-36.2286491	-321.7113856
-36.633041	-323.5977824
-37.0857185	-325.4677216
-37.5716838	-327.2865088
-37.9548593	-329.156448
-38.3588854	-331.0094848
-38.7707762	-332.8958816
-39.1279799	-334.7151136
-39.533835	-336.4836384
-39.9263384	-338.3535776
-40.3181102	-340.0882976
-40.7206731	-341.9413344
-41.1256137	-343.7267616
-41.5510391	-345.5121888
-41.9916452	-347.2811584
-42.4146929	-349.1337504
-42.8763325	-350.8017504
-43.3291929	-352.5702752
-43.7253543	-354.3218976
-44.2111367	-356.04016
-44.5974215	-357.7584224
-45.0233956	-359.4259776
-45.4356522	-361.0935328
-45.9384443	-362.7779904
-46.4319085	-364.4117408
-46.9453088	-366.0454912
-47.3694539	-367.6120768
-47.7745774	-369.1955648
-48.2278036	-370.6945408
-48.5967129	-371.1664736
-49.068412	-372.56448
-49.5241988	-374.0131936
-50.0041284	-375.529072
-50.4538795	-376.9270784
-50.9292366	-378.3086272
-51.3515527	-379.6559264
-51.6754686	-379.4708896
-51.7334479	-378.375792
-51.8823285	-378.8810848
-52.2656869	-381.2732192
-52.7291555	-382.8731648
-53.2156695	-384.1199392
-53.6820645	-385.09672
-54.2819765	-386.4106592
-54.6565557	-387.1009888
-60.6759776	-376.758944
-60.733774	-370.6104736
-50.2267177	-276.1638656
-46.8399584	-247.2251776
-46.3093655	-242.7954144
-45.7862715	-238.348304
-45.2042837	-233.9857056
-44.7040522	-229.690272
-44.2025404	-225.4455456
-43.7310242	-221.3355936
-43.1982365	-217.2087392
-42.7384259	-213.1997568
-42.3025752	-209.2241344
-41.7738113	-205.299664
-41.3019293	-201.4926208
-40.8807106	-197.786992
-40.3631036	-194.0813632
-39.8369003	-190.4259968
-37.9815627	-176.5291104
-37.6124705	-173.2109024
-37.185399	-170.0105664
-36.7661922	-166.6923584
-36.3466196	-163.5760896
-35.945337	-160.5269856
-35.4590059	-157.5961984
-35.0452861	-154.6654112
-34.6425403	-151.8017888
-34.1088381	-148.9550688
-33.8302814	-146.159056
-33.4443624	-143.3625984
-33.0783795	-140.583488
-32.7173349	-137.8884448
-32.3140404	-135.2098592
-31.9749438	-132.5317184
-31.5112923	-129.9207424
-31.2042032	-127.3942784
-30.8395006	-124.7833024
-30.6282511	-122.2901984
-30.2997627	-119.7975392
-29.9292073	-117.3716
-29.6369331	-115.0137152
-29.2477219	-112.6215808
-28.9205138	-110.3308608
-28.6607958	-108.1073056
-28.309262	-105.8165856
-28.0912452	-103.6437376
-27.7885457	-101.4708896
-27.6058286	-99.3314016
-27.2791692	-97.1923584
-26.9889069	-95.1876448
-26.6402995	-93.183376
-26.3509517	-91.2293696
-26.0436797	-89.2415584
-25.7153742	-87.3044544
-25.3636575	-85.4518624
-25.0236464	-83.615728
-24.7489306	-81.7457888
-24.5281703	-79.9603616
-23.8823504	-74.2166592
-21.3841193	-56.647504
-19.2237045	-43.44170336
-17.5947971	-33.55406624
-16.2151824	-26.46257536
-15.2748935	-21.47663424
-14.5709114	-17.87193056
-14.0589743	-15.3115728
-13.6161734	-13.45866944
-13.3365193	-12.04376064
-13.0656444	-10.99941472
-12.8562239	-10.22457312
-12.7494103	-9.55079008
-12.6813715	-8.9780656
-12.5123719	-8.50644416
-12.4132401	-8.0684496
-12.353066	-7.66421536
-12.2617989	-7.25993664
-12.2014419	-6.9061872
-12.1008469	-6.56929568
-12.0024467	-6.18187488
-11.8965476	-5.77764064
-11.7986961	-5.37336192
-11.7288283	-4.783824
-11.557451	-4.0089824
-11.4215563	-3.01516576
-11.1073341	-1.33070816
-10.6352692	1.280174432
-9.8923294	4.952256416
-8.6508042	9.719218048
-7.1552309	17.5013321
-5.6014954	26.93420125
-3.7869445	37.4282609
-2.0786585	48.41083104
-0.2599009	59.81448
1.50274298	71.53816256
3.19592144	83.5819232
4.97912328	95.96257536
6.43380014	108.3263696
8.06279899	120.7743645
9.88773861	132.8181251
11.7425458	144.6260528
13.71541494	156.2486768
15.47738209	167.3828214
17.40694051	178.2474618
18.95328685	188.7583526
20.53952368	198.6628922
22.65895059	208.0789078
24.59213043	217.0737869
25.87429601	225.4286432
27.78234539	233.328647
29.59345777	240.6896422
31.2162746	247.6800746
33.00445132	254.1988854
34.77289313	260.3807603
36.33299355	266.2594595
36.67752228	271.7170666
38.05870992	276.9219827
39.57881011	281.8910659
40.9597234	286.5401155
42.23720674	290.8859894
43.3822339	295.0128883
44.73849227	298.9039098
45.54603235	302.5928141
46.59525649	305.9785427
47.54148964	309.111625
48.53247842	312.0425456
49.44895374	314.6365747
50.26867496	317.0621581
50.9021674	319.2856243
51.64311359	321.172199
52.33019573	322.9408573
52.93618001	324.6758442
53.43871605	326.1749981
53.9399535	327.6404362
54.46220616	328.9880022
54.94641562	330.301897
55.37902899	331.4809728
55.85208155	332.5590346
56.23437913	333.5697091
56.6801613	334.4961386
57.066629	335.4394259
57.41421216	336.332184
57.29060834	337.1912262
57.64364192	338.1176557
57.97194742	338.959929
58.32276791	339.8021133
58.60686648	340.7117293
58.97030707	341.5371002
59.2345427	342.0929667
59.56475036	343.0025382
59.87824096	343.844767
60.22794576	344.6869958
60.61862016	345.5292246
60.92559952	345.8155869
60.98496886	344.7880989
60.99519297	344.0806
61.20280276	345.108088
61.57216931	346.691487
61.88800103	347.7526909
62.32200444	348.7296496
62.62269204	349.538207
63.02410267	350.34672
63.35901086	351.1215616
63.66147259	351.8121581
64.04691605	352.5365149
64.34381762	353.2102534
64.6873404	353.8166493
64.97776731	354.3893738
65.34976762	355.0631123
65.71434219	355.6021654
66.04509855	355.5179203
66.06115717	354.2545994
66.09300006	353.3786992
66.10258402	352.738632
66.10066357	352.182721
66.12006926	351.6942416
66.1483456	351.3068208
66.1527352	350.9194445
66.14666292	350.6162243
66.16411158	350.3130042
66.15686874	350.0603578
66.18340753	349.8245248
66.17406134	349.4034326
65.77347376	342.8004211
65.16048441	336.5343011
64.61364999	330.739847
64.00702556	325.0801229
63.39319487	319.6057024
62.8171879	314.2828698
62.13374547	309.0779536
61.51272681	303.9066643
60.87093071	298.971297
60.2757924	293.9853558
59.72886653	289.2015318
59.22698893	284.485095
58.69635945	279.8023741
58.11852348	275.1869958
57.58323005	270.6726762
56.93184999	266.2594595
56.39814779	261.8967722
55.83969922	257.6182854
55.27587339	253.3229853
54.76455815	249.162415
54.20792029	245.0018003
53.73371546	240.9086173
53.19013666	236.9333507
52.67073724	233.0254714
52.13890062	229.1006896
51.65368521	225.2601974
51.2165725	221.5039059
50.66280617	217.7475699
50.1908693	214.092337
49.65215564	210.4539619
49.55889493	206.9334589
49.06436991	203.3119418
48.61403353	199.8924973
48.15645431	196.4394259
47.89004217	193.0536973
47.42013549	189.7184979
46.94247385	186.4675437
46.59606125	183.2502608
46.08650185	180.0497914
45.59726264	176.950425
45.36190692	173.8679165
44.90319372	170.7516922
44.46708696	167.7871002
44.20718606	164.2665971
43.39959111	158.4552851
42.46178965	152.1554938
41.63356358	146.1252067
40.89797636	140.3812374
40.18717209	135.0078755
39.35102645	129.7524301
38.71193727	124.6317146
37.9266927	119.4436563
37.4154872	114.5251024
36.60196629	109.7244205
35.84765011	105.0753709
35.14412526	100.4937085
34.22433945	92.96426752
33.07687972	85.41796864
31.80267029	78.44439424
31.45708074	72.00982848
29.69365039	60.03345504
27.79847717	49.9941856
26.35746294	41.92571376
25.24217532	35.39008944
24.23874934	30.05041222
23.37941198	25.82246813
22.72483117	22.35252106
22.17605801	19.55635258
21.61345761	17.29920163
21.20065231	15.48000522
20.9897869	13.96401117
20.66996796	12.78489974
20.45939519	11.7237048
20.23417213	10.81410659
20.19473889	10.00557584
20.00183426	9.247578816
19.83014603	8.50642192
19.63360169	7.596823712
19.34434534	6.518784192
18.96475468	4.93541184
18.39342995	2.257150944
17.24587877	-2.02134912
15.76455338	-8.05163616
13.57798388	-17.13076032
11.38987802	-27.87748416
8.89033004	-39.44957888
6.48100663	-51.8974848
4.17952106	-64.5644992
1.93345419	-77.4672576
-0.2650221	-90.370016
-2.2765563	-103.2732192
-4.431667	-116.0073984
-6.4146688	-128.522736
-8.3735278	-140.7685248
-10.2616045	-152.6437952
-12.1156618	-163.9973152
-13.93698	-174.659616
-15.6311827	-184.8335264
-17.093834	-193.9799488
-18.6585435	-202.6046208
-20.0222459	-210.554976
-21.2001219	-217.8990688
-22.0292076	-224.5021248
-23.3406006	-230.364144
-24.4048957	-235.6363584
-25.4017007	-240.1506336
-26.1578093	-244.0079392
-26.8475252	-247.3768544
-27.4562164	-250.1897696
-27.9246233	-252.8345504
-28.4766155	-255.2431424
-28.9642269	-257.3319232
-29.5041477	-259.18496
-29.911466	-260.9703872
-30.2834846	-262.6041376
-30.7592075	-264.1707232
-31.0897078	-265.821376
-31.4494721	-267.5058336
-31.8551443	-269.1231264
-32.1880223	-270.840944
-32.6342983	-272.4920416
-32.8444504	-274.2098592
-33.2031173	-275.7764448
-33.6259821	-277.4778048
-34.1044485	-279.1622624
-34.5103036	-280.84672
-34.8921988	-282.4973728
-35.2784836	-284.164928
-35.7126882	-285.7822208
-36.1029968	-287.4666784
-36.5114125	-289.1342336
-36.9591517	-290.8017888
-37.357325	-292.469344
-37.6969703	-294.0359296
-38.1119704	-295.7034848
-38.5556858	-297.3038752
-38.9470918	-299.0385952
-39.4056221	-300.6220832
-39.7897121	-302.272736
-40.2601309	-303.8900288
-40.7272575	-305.557584
-41.2038949	-307.1406272
-41.6501709	-308.7410176
-41.9960348	-310.3916704
-42.4101204	-312.0089632
-42.8476172	-313.6089088
-43.23756	-315.1754944
-43.6364649	-316.7758848
-44.0589639	-318.44344
-44.4865841	-320.0438304
-44.912924	-321.6268736
-45.3416416	-323.2610688
-45.8296188	-324.844112
-46.2749803	-326.4445024
-46.7154035	-328.0617952
-47.1964305	-329.6448384
-47.6432552	-331.1776192
-48.0866048	-332.8287168
-48.5067261	-334.4286624
-48.9698289	-335.9280832
-49.4206774	-337.5111264
-49.9112152	-339.0608096
-50.4037649	-340.5602304
-50.9173481	-342.042304
-51.361978	-343.6426944
-51.7817335	-345.0745056
-52.2494088	-346.6579936
-52.7220224	-348.1569696
-53.2432874	-349.5887808
-53.7405925	-351.1215616
-54.2631378	-352.5026656
-54.666981	-354.0354464
-55.1017343	-355.4672576
-55.5505709	-356.8990688
-56.0345243	-358.2806176
-56.508784	-359.7288864
-56.9643879	-361.059728
-57.4432201	-362.5084416
-58.0391083	-363.8726432
-58.5367792	-365.2034848
-58.9605585	-366.4836192
-59.3896419	-367.780656
-59.8693886	-368.9936256
-60.2712199	-370.1389856
-60.4157109	-369.2293696
-60.4555831	-368.5047904
-60.9353298	-370.9138272
-61.3931285	-372.5475776
-61.9873706	-373.7939072
-62.4883337	-374.8382976
-63.0183779	-375.8324256
-63.4348412	-376.3715232
-63.6182899	-375.646944
-64.1340679	-377.2975968
-64.6346652	-378.25792
-65.0108905	-377.9545664
-65.1049011	-376.3879808
-65.1541012	-375.3102304
-65.1795243	-374.4006144
-65.2078738	-373.7436448
-65.2462828	-373.1707424
-65.2665847	-372.6654496
-65.2872524	-372.2277664
-65.2967632	-371.8234432
-65.3018844	-371.5031872
-65.3057253	-371.2002784
-65.3031647	-370.8462176
-65.1954366	-367.4439424
-61.9127474	-335.8604736
-60.0217443	-319.8414464
-58.6346307	-306.7870112
-57.1191213	-294.5412224
-55.7821223	-282.901696
-54.4173225	-271.8012672
-53.1002596	-261.0713568
-51.7974629	-250.7795744
-50.5083837	-240.8583104
-49.320814	-231.3409248
-48.1078212	-222.1273376
-47.0067632	-213.2500192
-45.8921706	-204.7098592
-44.8264123	-196.405888
-43.7831507	-188.4381856
-42.6899574	-180.7907392
-41.5901797	-173.6152256
-40.5705122	-166.473072
-39.6558293	-159.6680768
-38.7592535	-153.0650208
-37.8065274	-146.9672576
-36.8885523	-141.0380736
-36.0622101	-135.2098592
-35.2475735	-129.5671264
-34.511401	-124.1094304
-33.9579456	-118.7531488
-33.2770089	-113.6157088
-32.457434	-108.6295008
-31.7631456	-103.778512
-31.1890225	-99.11256
-30.608315	-94.6485472
-30.0058424	-90.3197536
-29.3709965	-86.1759968
-28.7617566	-82.150112
-27.9948569	-78.2420992
-27.2515513	-73.7616288
-26.597318	-69.4492928
-25.988261	-65.390048
-25.3797527	-61.3472608
-24.8528178	-57.3720832
-22.7061205	-44.06495712
-20.9568649	-33.55406624
-19.5602405	-26.24360032
-18.4866175	-21.190272
-17.7806235	-17.60238176
-17.241983	-15.14312704
-16.8324699	-13.35761088
-16.528673	-12.04376064
-16.2991335	-11.08361536
-16.0635583	-10.34244512
-15.9294926	-9.71923584
-15.8254225	-9.24756992
-15.7467755	-8.9106784
-15.6445344	-8.54011552
-15.5865551	-8.28742464
-15.4693162	-8.03477824
-15.4045696	-7.83266112
-15.3632342	-7.64735744
-15.3083642	-7.51258304
-16.2365817	-5.4238912
-16.2603587	-5.40703328
-16.2523111	-5.44074912
-16.24152	-5.40703328
-16.2395081	-5.33969056
-16.2259735	-5.356504
-16.2418858	-5.30597472
-16.2252419	-5.23858752
-16.2245103	-5.18805824
-16.188479	-5.0364704
-16.1762247	-4.93541184
-16.1734812	-4.86802464
-16.1295852	-4.66590752
-16.1026989	-4.54799104
-16.0836773	-4.41321664
-16.0339285	-4.1942416
-16.0134437	-3.92473728
-15.9582079	-3.65523296
-15.8932784	-3.21728288
-15.8515772	-2.7119456
-15.6944661	-2.0044912
-15.5004092	-0.8422288
-15.1430226	0.993821088
-14.6252327	3.891057024
-13.8074868	7.664202016
-12.5226143	13.67765338
-11.0118603	22.35252106
-9.4391032	31.9706761
-7.7648366	42.2457607
-6.1176392	52.87457696
-4.2959552	63.78974656
-2.3305118	75.17658208
-0.363971	86.816064
1.48895232	98.64080512
3.17907635	110.5835072
5.30022252	122.6440813
6.90500541	134.2498918
8.80378176	145.6535408
10.80295192	156.8382147
12.50379389	167.6186544
14.45162402	178.079016
16.40761149	188.1519568
18.34390063	197.7532762
19.55502785	206.8829296
21.36275658	215.456761
23.17445424	223.5757398
25.23370705	231.2062394
26.58987397	238.2977747
28.39509697	245.0691875
30.25584841	251.3016362
31.94209496	257.2308646
32.97383386	262.9411181
34.59290124	268.2639507
36.07184893	273.2330339
37.59099804	278.0673872
39.00686352	282.6995789
39.78199372	286.9612077
41.2035291	291.0039059
42.47232469	294.8107267
43.502765	298.4154304
44.7058812	301.935889
45.88783587	305.1195005
46.9420166	308.084137
47.88918254	310.8297539
48.72112148	313.4574989
49.30971197	315.7483078
50.11081397	317.9380582
50.77472268	319.9425494
51.47298001	321.6101936
52.11122785	323.2272195
52.72935669	324.6421283
53.33623718	326.1244688
53.95873733	327.4046477
54.42935732	328.6848266
54.95446322	329.8639469
55.41732825	330.9419642
55.72842286	331.329385
56.18613011	332.9295974
56.61929218	333.9571299
56.96687534	334.7824563
57.39643428	335.658401
57.74765715	336.332184
58.16406558	336.9891091
58.58036427	337.7134214
58.94439014	338.488263
59.28110904	339.2293888
59.66832663	339.970559
60.00806338	340.6443421
60.39919503	341.3517965
60.70696086	342.0255795
61.0529345	342.6319754
61.37271686	343.3057584
61.70780795	343.9289677
62.02881574	344.4680208
62.34539735	345.0744166
61.93350655	345.6471411
62.28033982	346.1524784
62.67256887	346.6409578
63.05612846	347.0789078
63.43582886	347.5168579
63.79934261	347.9042787
64.14813291	348.190641
64.55025685	348.5612038
64.93218863	348.8812374
65.30340247	349.1170704
65.72207886	349.3697168
66.13918231	349.4034326
66.52071171	349.3191875
66.89487024	348.9823405
67.33913434	348.4264294
67.7126893	347.6516323
68.10199195	347.163153
68.48333845	346.6578157
68.85561311	346.3377376
69.15319141	345.2765782
69.2433794	343.1541706
69.48800815	343.2046998
69.88043839	343.5078755
70.10425312	342.5814461
70.48495947	342.598304
70.80194346	341.7560752
70.84874757	339.7347261
70.92421211	338.168185
70.97621058	336.7195603
70.9860506	335.422568
71.01600962	334.3782221
71.06881285	332.1884717
70.07497083	320.8016362
68.86274621	309.2126835
67.603498	298.1964554
66.34192696	287.68552
65.14951041	277.6125792
63.93831003	267.8765299
62.88122119	258.5110435
61.81496906	249.4824486
60.69276782	240.6896422
59.53715075	232.1663846
58.78649257	223.9294893
57.831151	215.8609952
57.10856797	208.0115206
56.08387072	200.4989376
55.19353181	193.1547558
54.42237054	186.1137942
53.558607	179.1570778
52.77334414	172.6382669
52.08591449	166.2037011
51.35378408	159.9039098
50.48738678	153.8062355
49.7647123	147.9443942
48.91045956	142.2509987
48.22904732	136.7428624
47.48919853	131.4537011
46.83619066	126.4509466
46.22428042	121.7681811
45.44715661	117.2201901
44.91032682	112.7227283
44.18798156	108.3095117
43.52399969	104.014167
42.93251938	99.68515104
42.03457183	94.2444464
41.21216198	88.97214304
40.80484368	83.969344
38.96346135	72.63308224
37.34450371	59.9997392
35.48011256	50.07843072
34.05369375	42.19522698
32.62636044	35.72697651
31.7033373	30.43783302
31.01881576	26.12566605
30.37690992	22.62202982
29.78927051	19.87639507
29.28817938	17.60239955
28.8575962	15.74951398
28.5313026	14.28405366
28.22313439	13.05441296
27.93984058	11.90899069
27.70870985	10.96570778
27.47419547	10.14033245
27.37325296	9.348641824
27.17283114	8.523266496
26.94579737	7.563139008
26.7310179	6.266115552
26.36744928	4.329011552
25.5558854	1.145417824
24.20451046	-3.75629152
22.44016561	-10.51089088
20.33387092	-19.69111808
17.9682789	-29.966176
15.61848944	-40.67922848
13.15360101	-51.6955456
10.9476624	-62.5935904
8.61162702	-73.3573056
6.22849489	-84.205088
3.99438968	-94.9688032
1.85341715	-105.7325184
-0.3317806	-116.5295936
-2.2178454	-127.1585344
-4.4153889	-137.8039328
-6.3976591	-148.1633248
-8.2861016	-158.2193632
-10.130831	-167.8377184
-11.8689297	-177.1020128
-13.5521584	-185.69288
-15.2211209	-193.794912
-16.7177916	-201.4757184
-18.1504473	-208.382128
-19.4389778	-215.1702208
-20.2731847	-221.2341792
-21.4634979	-226.8097472
-22.5945515	-231.8800224
-23.7839502	-236.3773952
-24.6710152	-240.3525728
-25.523695	-243.7383904
-26.3004713	-246.7367872
-26.8831907	-249.2801536
-27.5055994	-251.6384832
-28.0890504	-253.8789408
-28.56898	-255.8329472
-29.0053794	-257.6855392
-29.4854919	-259.21832
-29.8651923	-260.683936
-30.2584273	-262.1326496
-30.7317725	-263.5137536
-31.1006818	-264.996272
-31.4639212	-266.495248
-31.8716053	-267.9777664
-32.1960699	-269.45984
-32.6267994	-270.9757184
-32.9552878	-272.4413344
-33.3695563	-273.8562432
-33.7882144	-275.3552192
-34.1161541	-276.85464
-34.5371899	-278.3033536
-34.9531045	-279.7685248
-35.3379261	-281.284848
-35.8057843	-282.8007264
-36.2227963	-284.2663424
-36.6217012	-285.7653184
-37.0310314	-287.214032
-37.4859037	-288.6458432
-37.8063445	-290.060752
-38.2202472	-291.5428256
-38.6780459	-292.9746368
-39.0641478	-294.4233504
-39.480794	-295.872064
-39.947189	-297.3038752
-40.3523125	-298.7859488
-40.7751773	-300.1839552
-41.2437671	-301.6157664
-41.7149175	-302.9973152
-42.1531459	-304.445584
-42.5436374	-305.8271328
-42.9966807	-307.258944
-43.3846116	-308.6062432
-43.8109515	-310.0042496
-44.1968705	-311.486768
-44.6314409	-312.8847744
-45.0689377	-314.2827808
-45.4647333	-315.6638848
-45.9263729	-317.095696
-46.3494206	-318.4603424
-46.8320937	-319.824544
-47.2951965	-321.2563552
-47.7637863	-322.5702944
-48.195979	-323.9852032
-48.6378654	-325.3663072
-49.115966	-326.6971488
-49.5450494	-328.0617952
-50.1215502	-329.3752896
-50.5659972	-330.7568384
-51.0086152	-332.1041376
-51.4858013	-333.4180768
-51.8645872	-334.7151136
-52.3156186	-336.0793152
-52.7960969	-337.342992
-53.3151671	-338.6902912
-53.847589	-339.9704256
-54.2924018	-341.2341024
-54.7278867	-342.480432
-55.1181953	-343.6929568
-55.6156833	-344.9566336
-56.1106107	-346.1691584
-56.5406086	-347.3483232
-57.050168	-348.5612928
-57.586065	-349.7066528
-58.1181211	-350.90272
-58.6392032	-352.0142752
-59.0629825	-353.1093728
-59.4865789	-354.1871232
-59.9557174	-355.2146112
-60.3357836	-355.7875136
-60.5591045	-355.602032
-61.0454356	-357.1183552
-61.6239483	-358.2970752
-62.1324103	-359.2573984
-62.568261	-360.0491424
-63.065749	-360.2341792
-63.1365313	-358.769008
-63.1625031	-357.7246176
-63.1855485	-356.9159712
-63.6559673	-359.4259776
-64.0901719	-361.2114048
-64.6066815	-362.2557952
-65.169099	-363.0808992
-65.6662212	-363.7209664
-66.1565761	-363.8054784
-66.2769243	-362.1041184
-66.3045422	-360.9587584
-66.3105779	-359.9984352
-66.3605096	-359.358368
-66.3848353	-358.7352032
-66.3800799	-358.2299104
-66.3852011	-357.7917824
-66.4113558	-357.4550688
-66.4362302	-357.0845504
-66.4589098	-356.7980992
-66.4461068	-356.5454528
-66.4521425	-356.2251968
-66.4700667	-355.9725504
-66.4697009	-355.7034464
-66.4815894	-355.48416
-66.5132311	-355.2991232
-66.4881738	-355.0798368
-66.4998794	-354.9619648
-66.5137798	-354.7431232
-66.5201813	-354.5914464
-66.5260341	-354.456672
-66.5456044	-354.2880928
-66.511585	-354.0861536
-66.551823	-353.9175744
-66.5434096	-353.7828
-66.5514572	-353.6146656
-66.5434096	-353.5132512
-66.5576758	-353.3451168
-66.5424951	-353.2775072
-66.549994	-353.1093728
-66.5688327	-352.9407936
-66.5765145	-352.8229216
-66.5732223	-352.7050496
-66.5472505	-352.5364704
-66.5563955	-352.4524032
-66.5624312	-352.3509888
-66.5730394	-352.2669216
-66.5991941	-352.0983424
-66.5841963	-351.9973728
-66.5924268	-351.8795008
-66.6034008	-351.7954336
-66.5931584	-351.6775616
-66.5713933	-351.5596896
-66.5896833	-351.6268544
-67.0026715	-355.4672576
-67.334635	-358.7521056
-67.7361005	-361.2785696
-68.2440138	-362.9630272
-68.6848028	-364.1083872
-69.2278329	-365.0180032
-69.6680732	-365.7087776
-70.262864	-366.163808
-70.7737037	-366.4667168
-71.3670313	-366.5343264
-71.9817582	-366.1300032
-72.4587614	-364.933936
-72.9547862	-364.8832288
-73.3368643	-363.5697344
-73.4528229	-361.295472
-73.5071442	-359.678624
-73.564209	-358.5163616
-73.6377348	-357.6067456
-73.6715713	-356.7642944
-73.2730322	-349.7738176
-70.809735	-326.8319232
-69.2576456	-311.4529632
-67.8052367	-297.0512288
-66.2600975	-283.6596352
-64.7798878	-270.925456
-63.3051651	-258.7975392
-62.0810154	-247.24208
-60.792302	-236.1416512
-59.413236	-225.6141248
-58.1892692	-215.4904768
-56.8674509	-205.8218592
-55.6725652	-196.55712
-54.4592066	-187.629984
-53.2593826	-179.1400864
-52.135645	-170.9370848
-51.0214182	-163.1210592
-50.0730817	-155.5750272
-49.0874336	-148.3821664
-48.1694585	-141.493104
-47.3323252	-134.9403104
-46.2903439	-128.8598944
-45.3140237	-122.9809728
-44.7056983	-117.253728
-43.8875866	-111.6950624
-43.0932519	-106.2542688
-42.2798956	-101.1168288
-41.4314225	-96.063456
-40.6555607	-91.279632
-39.9479206	-86.6812896
-39.2909438	-82.2008192
-38.6937753	-77.9725504
-37.9747954	-73.8795008
-37.3035524	-69.9545856
-36.6685236	-66.1141824
-36.0448346	-62.425456
-35.4758327	-58.9386688
-35.0090719	-55.4852416
-34.4568968	-52.2680032
-33.9089284	-49.1686368
-33.4233289	-46.2378496
-32.8715196	-43.57647776
-32.3577535	-40.84767424
-31.7271143	-38.35470368
-31.2852279	-35.96279168
-30.8493772	-33.80671264
-30.5046107	-31.7180208
-29.9996238	-28.38282144
-28.9005777	-22.50412224
-28.0182681	-18.54566912
-27.4357316	-15.6989936
-26.9109915	-13.6945024
-26.515013	-12.17849056
-26.1819521	-11.03308608
-25.9209538	-10.10665664
-25.7263482	-9.34862848
-25.5875271	-8.75909056
-25.4461454	-8.16955264
-25.2831815	-7.748416
-25.1734415	-7.31046592
-25.1246072	-6.92304512
-25.0878443	-6.50195296
-24.9236001	-6.11453216
-24.7785604	-5.64286624
-24.6571148	-5.15438688
-24.5691399	-4.49746176
-24.3851425	-3.72262016
-24.1541398	-2.61088704
-23.7821212	-0.909616
-23.1298998	1.600216928
-22.2111931	5.053319424
-20.9124202	9.028599328
-19.4086164	15.2441856
-17.6002841	23.29580842
-15.696478	31.80223034
-13.5717287	40.67923293
-11.5750094	49.64043616
-9.7024792	58.73641824
-7.8127564	68.00084608
-5.8588357	77.43371968
-3.7022618	86.98450976
-1.7260273	96.70370112
0.39749657	106.3555498
1.94280038	116.0579277
4.11806666	125.6087178
6.23226263	135.1763213
8.03701009	144.4407491
10.11506502	153.7725197
12.17274489	162.6327133
13.97988834	171.3244166
16.03623304	179.780287
17.72048598	187.9161683
19.8618426	195.8330301
22.01117366	203.2950838
23.30202699	210.3865747
25.32513876	217.1411741
27.4474372	223.5083526
29.17979284	229.5218262
31.29263535	235.2489376
33.1466012	240.6896422
35.01989958	245.8272157
36.78263491	250.7120982
38.60102671	255.4453485
39.33827832	259.9596682
40.93177628	264.204439
42.7014801	268.2639507
44.25934914	272.0033843
45.76785347	275.5744166
