"Wight and Sozen, 1973, Spec. WS048W"	
5.002	31.391
3.443	19.832
1.9488	8.7261
0.32482	-2.2665
-0.8445	-11.559
-1.754	-18.585
-2.5335	-23.685
-3.7678	-29.918
-4.6772	-36.491
-5.5867	-41.704
-6.5611	-48.163
-8.0554	-56.547
-9.7442	-63.686
-10.589	-69.242
-10.134	-62.668
-9.6792	-56.436
-9.3546	-52.584
-9.0947	-48.39
-8.6398	-43.29
-8.3152	-38.984
-7.7305	-34.111
-7.5357	-31.164
-7.1458	-27.085
-6.8859	-24.705
-6.5611	-21.418
-6.0414	-18.245
-5.3919	-13.372
-4.8722	-9.746
-4.2225	-5.0996
-3.7028	-1.3599
-3.3779	0.56663
-2.5984	7.3663
-1.8189	11.559
-0.97442	17.225
-0.25984	21.758
0.51968	28.105
1.5591	33.884
2.5984	38.984
4.0927	45.894
5.7815	52.695
6.8209	58.024
7.4706	60.742
7.8603	63.122
8.7048	67.654
9.2895	70.261
9.8742	73.321
10.329	75.701
10.784	78.08
11.368	80.914
11.888	83.293
12.473	85.673
12.992	88.506
13.382	91.002
13.772	92.247
14.227	93.266
15.266	94.057
16.045	94.627
17.085	95.418
18.644	96.326
18.969	96.442
19.943	97.006
21.632	97.914
22.152	98.252
22.607	98.025
22.931	97.571
23.191	95.872
23.256	93.039
23.386	87.599
23.386	85.335
23.451	81.256
23.191	78.307
22.412	72.983
21.827	69.126
21.178	64.594
20.528	60.404
19.683	55.983
18.774	51.223
17.54	45.33
16.5	39.891
15.461	35.697
14.357	31.164
13.447	26.632
12.083	21.305
10.849	16.432
9.939	12.579
8.8349	8.7261
7.5357	4.6464
6.7559	2.2665
5.4567	-1.3599
4.0277	-5.3265
3.0531	-7.8196
0.90947	-12.126
0.064961	-14.846
-1.0394	-17.905
-2.0788	-21.305
-2.8583	-25.498
-3.5728	-29.804
-4.2875	-33.884
-5.002	-38.417
-5.7815	-42.95
-6.5611	-49.635
-7.0808	-53.603
-8.445	-59.95
-8.8997	-61.876
-9.6144	-65.39
-10.524	-69.58
-11.693	-73.886
-12.733	-77.515
-13.512	-79.779
-14.292	-82.159
-14.941	-84.427
-15.526	-86.58
-15.916	-88.279
-16.565	-90.775
-17.215	-92.928
-18.254	-94.173
-18.774	-94.627
-19.748	-95.192
-20.398	-95.645
-20.983	-95.988
-21.632	-96.215
-22.087	-96.215
-22.607	-96.099
-23.321	-96.215
-23.126	-93.266
-22.867	-86.58
-22.542	-82.275
-22.217	-77.969
-21.762	-73.886
-21.307	-69.353
-20.918	-64.821
-20.398	-60.742
-20.008	-56.774
-19.359	-52.469
-18.644	-48.728
-17.929	-44.538
-17.15	-40.457
-16.565	-37.397
-15.851	-33.544
-15.071	-30.145
-14.551	-26.632
-13.902	-24.025
-13.447	-21.645
-12.733	-19.379
-12.018	-16.545
-11.303	-14.392
-10.394	-12.012
-10.004	-10.766
-6.4313	1.3599
-4.8722	5.7797
-3.2482	10.199
-2.0788	13.599
-0.77955	16.659
-0.19488	19.718
1.4941	24.818
2.9883	29.464
4.0927	32.638
4.4823	35.697
5.7165	40.344
6.5611	43.63
7.2758	46.01
7.9253	48.39
8.8349	50.996
9.8742	54.168
10.784	57.57
12.018	61.422
12.733	64.029
13.707	66.974
15.201	71.849
16.045	74.566
17.02	77.062
17.929	79.668
18.904	82.048
19.424	83.52
20.008	84.992
21.372	88.168
22.022	89.525
23.126	91.567
24.036	93.266
24.75	94.284
26.505	96.553
26.83	96.891
27.803	97.46
28.194	97.344
28.712	94.4
28.453	90.205
28.128	86.918
27.803	81.14
27.219	77.062
26.7	72.529
26.18	68.788
25.205	64.256
24.49	60.858
22.672	50.881
21.827	46.691
21.047	43.404
20.268	39.891
19.683	36.604
18.709	32.751
17.8	29.351
16.955	25.612
16.175	21.758
15.526	18.359
14.811	15.525
13.967	12.692
12.408	9.4057
10.784	5.7797
9.6792	1.8132
8.445	-1.0199
6.951	-3.3997
5.8466	-5.2131
4.2225	-9.4057
3.508	-11.219
1.9488	-14.732
1.2343	-15.979
-0.064961	-18.245
-1.1693	-19.492
-2.0788	-20.965
-3.0531	-22.552
-4.3525	-24.478
-5.1968	-26.178
-5.9116	-28.558
-6.5611	-30.484
-7.0157	-32.524
-7.9253	-36.264
-8.8997	-40.004
-9.6144	-42.723
-10.524	-45.783
-11.303	-48.052
-12.018	-50.658
-12.733	-53.487
-13.447	-56.89
-14.162	-60.631
-14.681	-62.668
-15.591	-65.728
-16.241	-68.223
-17.15	-71.057
-17.735	-73.094
-18.774	-76.265
-19.618	-79.326
-20.398	-81.478
-20.983	-83.409
-22.152	-86.242
-23.321	-88.168
-24.555	-90.432
-25.659	-92.131
-26.764	-93.835
-27.998	-94.965
-29.428	-95.645
-29.621	-95.872
-29.037	-90.659
-28.778	-86.242
-28.453	-82.386
-27.932	-78.761
-27.478	-73.436
-27.023	-69.58
-26.505	-65.048
-26.05	-60.969
-25.205	-57.117
-24.426	-53.038
-23.191	-47.482
-21.892	-41.477
-21.307	-38.644
-20.008	-32.751
-19.359	-29.691
-18.579	-25.725
-17.864	-22.099
-16.955	-18.585
-16.305	-16.205
-15.331	-13.826
-14.097	-11.446
-12.862	-8.1594
-12.018	-6.1196
-10.719	-3.2864
-9.2895	0
-8.1852	2.8331
-6.5611	6.3464
-5.1968	9.0659
-3.508	12.806
-1.8189	16.092
-1.1043	17.679
0.064961	21.305
1.1043	23.798
2.2737	27.085
3.6378	31.277
4.6772	34.111
6.3012	38.191
7.1458	40.23
7.6655	41.364
8.7699	44.083
9.4193	46.464
10.134	48.843
10.914	51.108
12.733	56.094
14.681	61.422
15.786	64.821
17.41	69.126
18.644	71.96
19.748	74.455
20.723	76.381
21.762	78.08
22.607	79.552
23.776	81.256
25.27	83.293
25.789	84.201
26.505	85.335
27.739	87.599
28.194	88.622
28.974	89.641
29.233	89.641
29.233	87.715
28.974	84.312
28.387	81.367
27.869	78.08
27.219	73.663
26.568	69.696
25.466	63.802
24.815	60.404
23.126	52.469
22.152	48.163
21.243	43.97
20.268	38.304
19.488	34.451
18.514	30.145
17.735	26.971
16.825	23.005
16.305	20.285
15.461	16.999
14.746	14.505
13.902	12.239
12.992	9.9724
11.888	7.2529
9.8742	3.1731
8.3152	0.11333
7.6004	-1.9265
6.496	-4.8728
5.6518	-6.7997
4.4823	-9.5192
3.3129	-12.126
2.1437	-14.392
1.1043	-16.432
-0.19488	-18.359
-1.4941	-20.512
-2.4685	-21.872
-3.3779	-23.005
-4.1575	-24.138
-5.1968	-25.725
-6.8859	-30.371
-7.7305	-33.771
-7.8603	-34.904
-8.0554	-36.037
-8.7699	-39.437
-9.6144	-42.95
-10.979	-46.575
-11.563	-48.279
-11.953	-49.297
-13.122	-53.038
-13.577	-54.283
-14.357	-56.436
-15.396	-58.589
-16.825	-62.557
-17.67	-64.936
-18.644	-67.2
-19.359	-68.9
-20.008	-70.487
-20.918	-72.867
-21.827	-75.247
-22.672	-77.515
-23.321	-79.552
-24.231	-81.705
-25.4	-84.085
-26.18	-85.673
-26.96	-87.372
-27.869	-88.96
-28.128	-89.414
-28.583	-89.867
-28.712	-89.979
-28.778	-90.659
-28.842	-90.432
-28.778	-87.372
-28.453	-82.955
-28.257	-80.233
-27.739	-76.608
-27.478	-72.413
-27.023	-69.353
-26.7	-65.844
-26.114	-61.307
-25.725	-58.362
-25.075	-55.191
-24.296	-51.45
-23.646	-48.163
-22.672	-43.857
-21.892	-39.21
-21.567	-36.717
-21.243	-33.997
-20.203	-30.145
-19.424	-27.085
-18.449	-23.572
-17.41	-20.399
-16.565	-17.565
-15.721	-14.619
-14.421	-11.219
-13.317	-8.3863
-12.148	-5.3265
-10.914	-2.6065
-9.4844	0.33997
-7.7955	3.7397
-6.8209	5.8927
-4.937	10.539
-3.1181	14.619
-1.8189	17.339
0.45474	22.325
5.002	33.544
5.9116	36.377
7.7305	41.25
8.575	43.063
11.043	48.163
12.798	52.357
13.967	55.644
15.786	59.723
17.215	63.01
18.709	66.409
19.553	68.45
21.567	73.548
22.412	75.474
23.646	77.515
25.4	79.779
26.375	81.256
27.61	82.955
28.778	84.654
29.688	86.127
30.467	87.261
30.856	87.941
31.247	88.506
31.443	86.918
31.181	84.539
30.856	80.914
30.272	76.946
29.883	73.886
29.362	70.261
28.519	65.844
28.194	63.802
27.803	61.649
27.414	58.927
26.505	52.922
26.18	50.769
25.596	46.918
24.685	43.63
23.646	39.21
22.867	36.264
22.087	33.317
20.788	28.445
19.683	24.818
18.644	20.625
17.864	17.452
16.565	13.599
14.551	8.6127
12.927	4.7598
12.083	3.0598
10.264	-0.90659
8.8997	-3.3997
7.7955	-4.9862
6.3012	-7.4793
4.7422	-9.8594
4.0277	-11.333
2.7932	-13.712
1.0394	-16.772
-0.25984	-19.039
-2.2737	-21.418
-3.0531	-22.778
-3.7678	-23.912
-4.1575	-24.592
-4.6124	-25.612
-5.9116	-28.898
-6.8209	-31.051
-7.6655	-33.091
-8.9647	-35.811
-10.004	-38.871
-11.238	-41.817
-12.018	-44.31
-12.667	-46.802
-13.642	-49.862
-14.097	-51.223
-14.746	-52.922
-15.331	-54.964
-15.981	-56.547
-16.565	-57.455
-16.825	-58.473
-18.449	-61.876
-19.359	-63.686
-20.658	-66.52
-21.892	-68.673
-22.867	-71.279
-23.971	-73.886
-25.01	-76.492
-25.596	-77.853
-26.83	-80.802
-27.869	-82.84
-28.974	-85.108
-29.883	-86.918
-30.663	-88.168
-31.765	-90.548
-32.545	-91.678
-32.545	-91.567
-32.611	-88.96
-32.286	-85.446
-31.961	-82.386
-31.572	-79.099
-30.856	-75.136
-30.531	-72.756
-29.754	-68.9
-29.167	-64.821
-28.324	-60.177
-27.739	-56.547
-27.285	-53.149
-26.764	-49.978
-26.05	-45.33
-25.596	-41.25
-25.01	-38.304
-24.101	-35.131
-23.321	-32.524
-22.412	-29.238
-21.437	-26.178
-20.138	-23.005
-19.034	-19.605
-17.864	-15.866
-16.045	-10.539
-14.421	-6.3464
-13.642	-4.9862
-12.083	-2.0399
-10.524	1.0199
-9.7442	2.6065
-9.0297	3.853
-7.7955	5.7797
-6.6911	7.7062
-5.5217	9.8594
-3.8976	12.919
-2.0788	16.319
-0.64961	19.265
0.32482	21.872
2.9233	29.351
4.7422	34.791
6.1714	38.417
8.2502	43.63
11.238	49.978
14.292	56.209
15.786	59.154
17.085	61.534
18.579	64.14
20.073	66.862
21.307	69.126
22.477	71.622
23.386	73.775
24.88	77.173
26.309	78.872
27.61	80.802
29.558	83.066
31.247	84.881
32.611	86.242
33.975	87.488
35.728	89.298
37.549	91.34
38.783	92.928
40.536	94.4
42.095	95.418
44.173	96.664
45.537	97.571
46.708	98.025
47.617	98.479
48.072	98.479
47.876	96.78
47.813	95.08
47.551	91.678
47.292	88.849
46.967	86.465
46.579	82.728
45.992	79.214
45.474	75.362
45.019	71.96
44.564	68.9
44.303	66.409
44.044	64.029
43.589	60.969
43.005	58.135
42.354	55.418
41.445	51.788
40.602	48.501
39.627	45.218
38.651	40.57
37.937	37.397
37.224	35.017
36.378	32.184
35.273	28.558
32.741	21.532
32.027	19.492
31.443	17.905
30.531	15.185
29.621	12.806
27.932	8.3863
26.568	4.8728
25.53	2.4931
24.815	0.90659
24.231	-0.22665
19.359	-5.4395
15.136	-8.8395
14.032	-10.766
10.134	-15.639
8.3152	-17.679
6.3012	-20.285
4.0277	-23.005
2.3386	-25.385
0.25984	-27.991
-1.8189	-31.051
-4.1575	-34.224
-5.9764	-36.717
-7.6004	-39.324
-11.823	-45.33
-12.927	-48.052
-13.837	-50.658
-14.486	-52.131
-15.006	-54.057
-16.695	-57.909
-17.864	-60.404
-19.164	-63.686
-21.632	-68.335
-22.931	-71.506
-23.841	-73.548
-25.27	-75.927
-27.023	-79.214
-27.869	-80.802
-29.103	-83.293
-30.856	-86.015
-31.897	-87.941
-32.545	-88.96
-32.156	-85.446
-31.181	-79.668
-30.663	-74.339
-29.621	-66.409
-28.519	-59.496
-27.739	-54.057
-26.764	-48.279
-25.921	-42.157
-25.205	-37.964
-24.296	-33.658
-22.931	-29.691
-21.372	-25.271
-19.878	-21.305
-17.604	-15.866
-16.11	-11.899
-14.616	-8.1594
-12.927	-4.3063
-11.433	-1.3599
-10.004	0.90659
-7.6004	5.7797
-5.4567	9.8594
-3.3129	13.712
-1.2992	17.679
-0.45474	19.265
0.90947	24.138
3.8976	33.204
6.1064	39.324
9.0947	46.237
12.213	51.561
14.032	55.871
14.681	57.228
16.241	59.723
18.904	63.686
21.178	66.747
23.841	69.923
25.921	73.094
27.803	75.474
30.792	78.872
32.545	81.029
35.86	83.52
39.172	86.015
42.029	87.941
43.848	89.187
45.408	90.205
47.292	91.228
47.488	89.298
47.163	86.015
46.383	81.821
45.799	78.307
44.953	72.187
44.369	69.015
43.914	63.802
43.718	61.76
43.33	58.927
42.746	55.644
41.704	51.334
40.861	47.371
40.015	44.083
38.913	40.23
37.937	37.171
37.224	34.791
36.248	31.958
34.105	26.065
32.22	20.399
30.792	15.412
29.492	11.333
27.739	6.1196
26.243	1.9265
24.426	-1.3599
19.943	-6.0061
15.851	-10.313
11.693	-13.712
10.004	-15.979
7.4706	-19.492
5.2619	-21.645
3.7678	-23.458
1.5591	-26.405
0.25984	-28.105
-2.8583	-31.844
-5.067	-35.131
-6.8209	-37.737
-8.2502	-40.004
-10.589	-43.517
-11.498	-44.649
-12.473	-46.802
-13.187	-48.955
-14.551	-51.904
-14.876	-53.149
-15.656	-55.644
-17.54	-60.288
-19.099	-64.256
-20.658	-67.2
-22.996	-71.395
-25.855	-76.265
-28.324	-79.895
-30.338	-83.52
-31.702	-85.335
-32.87	-87.034
-34.755	-89.414
-36.899	-91.793
-39.561	-94.057
-41.9	-95.761
-43.848	-96.553
-47.551	-97.46
-48.397	-97.46
-48.202	-92.701
-47.876	-87.599
-47.358	-82.159
-47.033	-78.65
-46.512	-71.96
-45.928	-65.844
-45.603	-62.557
-44.889	-58.473
-44.173	-53.941
-43.33	-48.955
-42.55	-45.33
-41.77	-41.93
-40.602	-38.191
-39.756	-35.244
-38.263	-31.051
-37.158	-28.445
-35.989	-25.612
-34.625	-22.665
-33.195	-19.152
-32.027	-16.432
-30.208	-12.353
-28.519	-8.7261
-26.7	-4.8728
-25.205	-1.9265
-23.191	1.5866
-21.762	4.533
-19.294	7.5927
-17.475	9.4057
-15.136	11.786
-12.927	14.166
-10.914	16.772
-8.1852	20.172
-6.1714	22.438
-2.0138	26.405
-0.51968	27.991
0.97442	30.031
5.067	37.057
7.3406	41.817
9.7442	45.894
11.823	48.955
14.681	52.584
16.565	55.075
18.774	57.455
20.918	59.834
23.191	62.441
25.725	64.483
28.583	66.635
29.817	67.997
31.506	69.353
34.689	71.96
37.483	72.983
39.822	73.321
42.68	72.756
44.498	72.529
45.799	72.413
47.163	72.413
47.292	72.302
47.292	69.923
46.772	66.862
46.187	64.367
45.603	60.742
45.082	58.024
44.435	54.621
43.718	51.223
43.005	47.482
42.484	44.992
41.836	41.817
40.991	37.964
40.277	35.131
39.756	33.317
38.913	30.938
37.937	28.558
37.028	26.518
36.119	24.251
35.469	22.438
34.818	20.512
34.041	18.019
33.261	15.525
32.482	13.485
31.506	11.106
30.401	8.4992
29.103	5.5529
28.194	3.1731
27.348	1.5866
26.7	0.4533
25.53	-0.4533
24.49	-1.1333
23.516	-2.1532
22.022	-3.3997
14.162	-10.766
11.563	-13.939
7.3406	-18.925
3.7678	-22.892
1.1693	-26.632
-1.1693	-29.918
-2.7932	-32.071
-4.6124	-34.677
-6.6261	-37.397
-8.445	-40.23
-10.784	-43.517
-13.382	-46.918
-14.876	-48.955
-17.085	-52.357
-20.073	-56.774
-21.567	-58.927
-23.581	-62.103
-27.803	-68.335
-30.663	-71.622
-33	-74.566
-34.755	-76.835
-36.507	-78.988
-37.808	-80.46
-39.042	-81.821
-40.406	-82.613
-41.641	-82.84
-42.484	-83.066
-43.98	-83.182
-46.383	-83.409
-47.488	-83.636
-48.202	-83.747
-48.59	-83.747
-47.876	-80.802
-47.033	-76.946
-46.512	-73.775
-45.928	-70.376
-44.628	-63.122
-44.044	-60.742
-43.393	-57.682
-42.614	-53.714
-41.575	-48.955
-40.927	-46.121
-40.147	-42.95
-39.367	-39.437
-38.847	-37.171
-38.329	-34.904
-37.549	-32.411
-35.598	-27.425
-34.43	-24.365
-32.545	-20.738
-31.181	-17.679
-29.817	-14.392
-28.519	-11.106
-26.96	-7.4793
-25.53	-3.9664
-24.101	-0.79326
-21.112	2.4931
-18.969	4.6464
-17.28	6.6862
-14.876	9.2928
-13.057	11.106
-10.459	13.712
-8.6398	15.639
-6.8209	17.792
-5.3919	19.605
-3.508	22.438
-2.1437	24.478
-0.19488	27.425
1.2992	29.578
3.1831	32.411
4.7422	35.017
6.3012	37.397
7.7955	40.004
9.4844	43.177
11.108	46.918
12.343	48.728
13.967	50.881
15.331	52.584
17.41	55.529
19.359	57.909
20.983	59.834
22.152	61.196
23.386	62.895
25.075	64.483
27.869	66.52
30.597	68.108
32.352	69.015
33.586	69.696
36.119	71.057
38.003	72.075
41.316	72.187
42.875	72.187
44.628	71.96
45.733	71.622
47.033	71.279
47.292	71.168
46.124	63.575
45.082	58.251
44.239	55.075
42.809	48.955
41.445	42.043
40.665	38.077
40.211	35.924
39.301	32.638
37.871	28.784
36.833	26.065
35.923	23.231
34.755	19.832
33.779	17.225
32.87	14.505
31.702	11.446
30.013	6.7997
28.778	3.3997
27.803	1.1333
25.855	-1.1333
17.15	-8.1594
13.382	-11.446
7.3406	-15.072
2.0138	-17.565
-1.3642	-19.605
-5.9764	-22.552
-9.5494	-25.498
-12.927	-28.218
-16.955	-31.618
-20.333	-34.337
-23.841	-38.077
-26.634	-40.57
-31.831	-45.33
-34.3	-47.936
-36.248	-49.635
-37.417	-51.108
-38.392	-52.015
-39.431	-52.922
-42.291	-53.149
-43.393	-53.265
-44.564	-53.265
-45.799	-53.265
-46.253	-53.149
-46.772	-52.357
-47.422	-50.996
-47.876	-50.089
-48.397	-49.297
-48.202	-46.802
-47.681	-43.743
-46.772	-40.457
-45.928	-36.831
-44.823	-32.184
-44.11	-29.011
-43.393	-26.065
-42.55	-23.118
-41.511	-19.379
-40.211	-15.639
-39.561	-12.806
-39.172	-11.446
-38.913	-10.199
-36.248	-7.4793
-34.625	-5.5529
-32.87	-3.9664
-30.208	-2.0399
-28.064	-0.4533
-25.14	1.4732
-21.372	2.8331
-18.579	3.0598
-15.331	3.7397
-12.083	4.7598
-9.4844	5.5529
-6.7559	6.7997
-4.0277	7.3663
-1.9488	8.3863
0.45474	9.746
4.6772	13.032
6.3012	14.166
7.9253	15.412
10.264	17.112
13.772	18.812
15.851	20.059
18.384	21.872
20.723	23.458
22.867	24.931
25.335	26.518
30.531	29.691
32.611	30.938
34.559	32.297
36.899	33.658
38.913	34.677
40.991	35.471
42.809	36.377
45.603	37.171
46.967	37.624
47.226	37.964
45.928	32.184
45.215	29.464
44.303	26.065
43.525	23.005
42.746	20.059
42.159	17.339
41.445	14.619
40.731	12.012
40.081	9.0659
39.497	6.5728
38.783	3.853
38.197	2.0399
37.549	0
37.028	-0.90659
35.989	-1.5866
34.364	-2.6065
31.765	-3.3997
24.49	-7.0261
22.737	-7.9326
19.488	-9.0659
17.085	-9.746
14.227	-11.106
12.667	-11.446
10.914	-11.899
9.3546	-12.126
7.0157	-12.579
4.5474	-12.919
2.1437	-13.599
0.38976	-13.939
-1.9488	-14.392
-4.5474	-14.505
-7.3406	-14.959
-12.992	-16.205
-15.851	-16.659
-18.189	-17.679
-20.203	-18.472
-25.4	-20.512
-27.61	-21.192
-29.947	-21.872
-31.702	-22.099
-33.716	-22.665
-37.094	-22.892
-39.042	-22.892
-40.406	-22.892
-41.966	-22.665
-44.044	-22.778
-45.603	-22.892
-46.838	-22.892
-48.268	-22.778
-48.915	-22.892
-48.981	-22.552
-47.876	-19.718
-47.097	-18.245
-45.669	-15.299
-44.823	-13.939
-42.809	-9.9724
-41.77	-8.3863
-40.147	-6.1196
-39.106	-4.6464
-38.133	-3.0598
-36.769	-1.2466
-35.273	0.4533
-33.975	1.2466
-32.415	1.8132
-30.467	2.8331
-28.778	3.3997
-26.439	3.853
-24.49	4.193
-21.178	5.0996
-16.11	6.3464
-11.888	7.5927
-9.4844	8.046
-7.0808	8.3863
-4.0927	8.6127
-0.97442	9.1793
-0.77955	9.2928
