"Aboutaha, Engelhardt, Jirsa and Kreger, Test SC3"	
0.235269024	-6.35645888
-0.93476064	-47.264448
-1.9824192	-96.9993152
-2.6980896	-140.865936
-2.69040864	-139.3571744
-3.26221344	-181.2662304
-3.27001632	-172.1033504
-2.61067296	-106.6754944
-1.65104064	-49.730864
-0.10107168	2.586725504
0.783652992	44.44494976
1.634313216	90.41663104
2.337438048	135.9422669
2.973884832	176.4706637
3.701625312	223.9518182
3.699369792	209.4726886
3.125504544	156.335057
2.491593696	108.6397312
1.89658752	73.9377696
1.099462368	27.51932675
0.156618432	-11.01951968
-1.27906272	-60.7672416
-2.03959968	-97.638048
-2.7547824	-140.2085216
-3.33756	-182.4160384
-4.13991552	-227.3466208
-4.01555712	-193.3469984
-3.39583776	-142.3573504
-2.478024	-84.4555104
-1.55740608	-40.48178176
0.035698176	7.999145312
1.2063984	63.22133664
1.824142656	94.15966752
2.527450368	136.1560822
3.204618432	180.1516061
3.863803296	224.1467296
3.234062112	159.0573219
2.512576128	108.2374986
1.928079456	73.4493792
1.270296672	37.0458352
0.185233056	-9.7749248
-1.52107392	-66.4028576
-2.13579456	-95.193872
-3.005328	-140.5069824
-3.62992416	-180.8659104
-4.23988992	-224.7142944
-4.23891456	-217.9293152
-3.87449568	-179.2939872
-3.39278976	-140.1885056
-2.78635968	-100.2970624
-2.03021184	-61.1506592
0.032650176	5.658385312
0.03358896	4.034300416
0.882237504	45.57300704
1.831445664	92.75752448
2.564184864	136.3473462
3.224930304	178.8968253
3.901549728	224.7449411
4.706831328	267.5465328
4.725204672	247.5828858
4.428744	219.7700755
3.751454016	169.0756858
3.200387808	130.6938938
2.51356368	90.6110976
1.63360608	44.1488375
-1.26260352	-59.4079328
-2.18370912	-97.0882752
-2.97021504	-139.9345248
-3.7045392	-185.908608
-4.18356288	-221.6309408
-5.22219936	-275.1092448
-5.09454912	-264.691584
-4.84656384	-229.7120672
-4.40838336	-198.178416
-3.7338	-152.3738016
-3.00679104	-105.6782528
-2.46790464	-77.3542784
-1.70773344	-46.0537024
-0.07412736	2.688940544
1.352373216	55.7808112
1.964874912	88.27265056
2.866863456	138.1572819
3.597420288	180.5803488
4.287389952	224.2353338
5.039282784	269.4446723
4.745016672	236.886024
4.443642624	215.4335424
3.882201024	174.3709853
3.004267296	120.8281408
2.493702912	90.35684992
1.867643712	58.82150848
0.732385632	6.457753184
-0.38563296	-28.60117376
-1.91438784	-81.7137632
-2.66248896	-115.4602944
-3.16345824	-143.2963232
-3.8459664	-183.4203968
-4.58394816	-230.6701664
-5.27986752	-272.7518048
-5.13551424	-248.2135232
-4.39619136	-195.2658656
-3.44387424	-130.5149952
-2.19504768	-64.8513952
-0.1511808	-1.54692544
-0.13325856	-4.43149792
1.129625376	46.82934464
2.03838048	91.271848
2.879348064	138.374033
3.563563104	177.4366358
4.321844544	224.0913965
5.042928192	268.6408298
5.976103872	311.485745
6.012704256	291.7995642
5.401507104	243.6756736
4.548944928	186.0925773
3.651333312	132.5051194
3.05312064	95.8870928
1.842979296	38.49369478
0.874239552	0.386602368
-0.44183808	-37.0169232
-1.5258288	-71.5723232
-2.34549696	-101.3636928
-3.09408576	-140.7894304
-3.86449824	-184.253952
-4.62210912	-230.8658784
-5.26682208	-271.1015968
-6.30119136	-320.6887904
-6.42286752	-299.5554528
-6.24157248	-274.6341984
-5.35484832	-215.432208
-4.6951392	-173.2624992
-4.00726656	-134.3482816
-2.99155104	-81.2062464
-2.2683216	-50.5844352
-0.2139696	3.439918624
-0.22335744	0.54370128
-0.22896576	0.274921984
0.597981024	28.43646877
1.50089616	68.11716128
2.00790048	90.48842176
2.7901392	126.595729
3.765694272	178.7385654
4.54633584	222.2468109
5.341461504	269.5829606
6.302910432	312.2610758
6.304751424	296.505815
5.910291456	265.2664435
5.067860832	209.4246058
3.65814864	125.6189482
3.1129224	95.29435232
2.609136768	70.54252224
1.940856672	40.38787114
1.18091712	11.02064947
0.334706976	-14.06373088
-0.34405824	-29.35604384
-1.1527536	-52.7328192
-2.04008736	-81.3556992
-2.64127488	-104.7899872
-3.31341984	-136.22
-3.89741664	-164.269088
-4.34047392	-190.5736704
-5.0194464	-226.5949088
-5.89763616	-276.8039328
-6.76668192	-322.9283584
-6.7653408	-315.5291104
-6.3709296	-278.996352
-5.9777376	-251.3506976
-5.27316192	-207.9689088
-4.96019328	-187.9173248
-4.40240928	-154.8055232
-3.90899904	-129.6912256
-3.33890112	-96.6029984
-2.4792432	-60.8135008
-1.6818864	-32.3589776
0.475268544	20.33485488
0.47798736	16.69839248
1.292888448	52.53079104
2.062545024	84.32255968
3.119481696	134.2958842
3.9739824	175.4437539
4.792236288	222.5272573
5.619561024	267.990888
6.589800384	313.0131437
8.582948544	353.8819014
8.617512864	327.9624714
8.059777632	288.153761
7.482974112	250.5769235
6.811841088	210.8737642
6.283927488	181.3164928
5.719242816	148.5663581
5.016191136	114.2865562
4.445434848	87.34288512
3.644225376	55.12575424
3.025883712	30.60644336
2.318442912	7.07296496
1.513978176	-15.31784448
0.621779808	-37.78366944
-0.29785056	-62.303136
-1.3270992	-93.7553888
-2.45741952	-140.3472992
-3.50020128	-186.3035904
-4.35900576	-226.8359904
-5.32217376	-275.6163168
-6.22511328	-313.6182496
-6.61184352	-337.3936992
-6.98894208	-352.7068288
-7.43541312	-366.3559616
-7.49186208	-354.0901568
-7.49369088	-353.898448
-7.10171808	-319.7249088
-6.43408416	-277.9137088
-6.1837824	-254.8010112
-5.61575712	-221.0731616
-5.0877216	-196.9356448
-4.440936	-159.5083936
-3.48374208	-109.5973856
-2.48119392	-69.8954272
-1.4429232	-34.78522816
-0.95682816	-21.86107488
0.01895856	-0.76990432
0.807317664	18.4854432
1.159959072	28.69278477
2.009461056	53.57340224
2.685312384	75.45649472
3.053998464	87.7917328
4.27561248	136.2988186
5.291364576	180.2760166
6.111813024	219.8708672
7.125358368	266.5076134
8.224942656	316.8913994
8.563819296	328.7547936
8.89327152	339.0454195
9.217249536	348.8939587
9.477914496	355.1890352
9.686995104	359.3762045
9.703881024	334.4797699
9.372673152	309.6212768
8.8282272	278.6141798
8.193024	240.5677226
7.650516576	212.4754445
6.753173184	166.1165203
5.912473824	125.4765232
5.023262496	85.92094848
4.030931232	49.23718048
3.38431632	26.56726794
2.4359616	-1.45725376
1.8291048	-15.5731152
0.379476	-47.3542976
-0.63556896	-74.468416
-1.51985472	-102.6255904
-2.57421888	-140.9677952
-3.57432864	-183.1824288
-4.65722208	-230.5856544
-5.5888128	-273.7557184
-6.56734272	-320.2884704
-7.37262432	-351.972464
-7.74423648	-368.4563072
-7.63121664	-341.85104
-7.22888064	-313.7356768
-6.75522144	-282.0072032
-5.63246016	-215.378832
-4.95873024	-177.8457184
-4.1629584	-138.3959616
-3.26769984	-98.9675552
-2.77233888	-79.0200544
-1.73455584	-44.05801824
-1.05911904	-25.12150336
-0.68799456	-16.6279584
0.536240736	5.04265312
0.535972512	3.312683584
0.826032384	13.38246186
1.253447328	23.93057805
2.000816928	42.41085712
2.841333408	65.40041184
3.364955424	81.58325888
3.832104096	98.8959424
4.404250272	117.5025936
4.79700336	133.474561
5.382511968	155.2302182
5.846222496	174.6665104
6.188098368	190.916033
6.92987184	222.7941818
7.501542528	248.6535194
8.254678944	283.4442186
9.017788416	318.5151862
9.68886048	343.0979034
10.29138912	362.2586864
10.78023955	376.6784797
11.24796125	385.439127
11.78760355	392.8373965
12.95256134	386.8643552
12.99397757	374.3387872
13.01293613	357.6901011
13.0276153	352.3583725
12.5124911	311.2076115
11.8525991	276.457745
10.79055398	224.7121594
9.987820512	191.4090048
9.154631424	156.5109309
8.4228432	126.057343
7.817437248	103.1081539
6.940795872	71.73925664
5.790078336	41.60439914
5.036198208	22.16628774
4.053559584	-2.84218304
3.58450896	-12.06929216
3.261762336	-18.57209024
2.786932704	-26.98241312
2.385218496	-35.10566208
1.677241248	-49.8224928
0.957486528	-64.4964448
0.380780544	-79.6819168
0.000215798	-88.8270048
-0.46987968	-103.1815904
-1.67298624	-140.9522272
-2.88743136	-184.4225312
-4.13637984	-231.0829408
-5.41946592	-275.740416
-6.84312576	-323.1276288
-8.18656224	-367.04896
-8.76470688	-384.4833408
-9.21605472	-393.9909408
-10.23347712	-414.4094848
-10.39953216	-391.5080672
-10.32747744	-385.1492064
-9.96171744	-357.946128
-9.52048896	-332.9777248
-8.90162304	-297.6094528
-8.32628256	-266.644256
-7.5121008	-225.6634976
-6.46273536	-181.3196064
-5.64392064	-144.5697856
-4.91898432	-117.4970336
-4.53798432	-102.0976128
-3.84425952	-79.1085696
-2.55324864	-40.80586304
-1.98339456	-25.54837792
-1.30503168	-12.5820576
0.159910272	8.00615536
1.514112288	29.61038938
3.057046464	59.15110528
4.15436304	81.94941824
5.159117952	108.661215
5.792980032	127.2504301
6.758001216	155.7697606
7.408932096	176.8233011
8.550273984	216.4457738
9.901769376	264.4467661
11.32201546	312.8932256
12.89083325	354.9393245
13.7569895	374.2726899
14.31501734	385.5845766
14.95660915	393.6886992
15.60040771	401.9166986
15.67137734	372.3801994
15.67941187	369.470807
15.20926397	332.9096704
14.68283779	306.7085485
13.85552525	270.1887338
13.00540147	233.3136128
12.22395523	202.729743
10.84202861	149.4555578
9.87942144	115.0861286
8.994635808	86.6721712
7.868631456	59.13051104
6.662184288	29.31352541
5.703637056	7.724792672
4.764036192	-9.09202336
4.093695648	-18.63293888
3.054717792	-30.75387232
1.87561728	-46.8249856
0.609770688	-66.5189504
-0.2444496	-83.2563296
-1.344168	-108.0984096
-2.481072	-136.2782688
-4.02262848	-184.3211168
-5.6046624	-232.6628704
-6.99918336	-277.1762304
-8.45551776	-323.8606592
-9.63887328	-363.2445856
-10.32650208	-383.2579168
-11.27711232	-410.3742592
-11.33502432	-402.7592832
-11.036808	-369.0932608
-10.72554624	-352.8456064
-10.25444736	-327.3874784
-9.57766944	-293.1040736
-8.45015328	-237.2767808
-7.43663232	-196.5077472
-6.6763392	-167.2861664
-5.79144384	-133.597904
-4.41301632	-85.70184
-3.32695296	-55.3322304
-2.38377984	-32.55731392
-1.8361152	-21.80738752
-0.67653408	-7.33101568
0.5522976	4.028157728
0.565513728	1.129329408
2.146474752	24.91113075
3.43588848	44.07328822
5.003755296	71.63588512
7.343704896	125.1881594
9.052462464	172.4886362
10.46751475	216.7890259
12.05046307	267.8753734
13.4293295	313.0476157
14.8877975	357.3492509
15.9081216	380.9333475
17.39499696	398.9037568
18.26826115	391.6297645
19.20458237	382.1255005
21.13784342	401.3536707
22.2453769	397.1425712
23.68011926	406.9913773
23.80386806	366.5165789
23.39953258	337.555295
22.79471184	307.9121328
22.27307712	283.6321021
21.52643904	255.0077987
21.00092726	233.7433786
20.26605446	204.6334426
19.4239896	173.4379728
18.87319162	153.9596915
18.33671923	135.799664
17.35077658	107.028799
16.5401183	84.40320192
15.47175773	62.28676736
14.27727091	39.23640848
12.63981216	11.01923501
11.24235293	-7.21074176
10.4497632	-15.9276208
8.9403936	-25.257968
7.54434864	-32.36591648
5.969983488	-43.16130144
4.516050912	-55.9193664
3.379305408	-68.4431552
2.167176768	-82.9036032
1.08460032	-96.5754208
0.085929216	-110.9491328
-1.69212768	-138.2313856
-4.09419552	-184.3309024
-6.02687136	-226.3693952
-8.42186784	-275.022064
-10.79162688	-320.147024
-14.1006576	-372.0075904
-16.55758944	-400.8435296
-17.90956032	-418.003024
-20.3630784	-442.58712
-21.49851936	-450.1376
-21.69907776	-434.5989568
-21.36745536	-403.7836576
-20.88318912	-379.1190528
-20.27931936	-350.0736128
-19.52524416	-319.2409664
-18.4909968	-281.0064032
-17.8192176	-255.317424
-16.73973792	-218.5315744
-15.92141088	-192.9916032
-14.58321696	-150.7396064
-12.3663456	-93.6864448
-11.07752928	-67.5949216
-9.28213536	-41.54578784
-7.34287584	-25.44852032
-5.17160256	-14.7413392
-3.06165504	-6.68908032
-3.05031648	-8.91027808
-0.56229504	3.968790272
1.779629664	17.67545795
3.283707936	30.79547891
5.255337216	47.67957984
6.840833664	63.64972352
8.582838816	85.95631008
11.51311286	131.4209194
13.81560864	174.9082147
15.77758186	219.9266006
18.07757827	270.0941693
20.15212022	316.8550147
22.34002339	355.9391459
23.51133322	365.3151296
23.06602042	321.019944
22.32208896	287.721193
21.60105408	256.3113296
20.96319302	230.6235958
20.27661274	205.7631011
19.60821072	180.4589184
19.02771302	160.7454714
17.89550294	125.4896893
16.60369958	90.38095808
15.27244291	62.95000864
13.02116573	28.64915878
11.42145341	6.851289984
9.69489552	-8.9911872
7.886236704	-15.68751776
5.445995712	-20.46818368
2.182014432	-27.46613312
-0.76907136	-34.14702912
-4.57224384	-49.7984736
-7.2475344	-73.5307776
-9.08816064	-98.3902048
-11.28320832	-140.2836928
-13.35438528	-185.7902912
-15.892272	-246.8457632
-17.5485552	-287.2927616
-19.1121792	-327.5080192
-20.65861248	-365.0824992
-21.54679968	-383.3691168
-21.2646768	-352.3625536
-20.79113952	-330.3943264
-20.28492768	-304.9833472
-19.36808928	-272.8928064
-18.50099424	-241.10384
-16.94431968	-191.172816
-15.73609248	-154.6582944
-13.618464	-101.643472
-12.2365008	-72.7652768
-10.62325536	-46.6088128
-8.91198624	-31.36671776
-7.82153376	-26.67167584
-7.0140576	-23.94371744
-4.5683424	-17.3556512
-1.45962624	-9.36072704
1.648687584	3.536716
4.3622976	20.84528957
5.372697408	29.33047229
7.018495488	43.1747255
9.268638816	65.97153504
10.83666413	86.42824288
12.85233091	117.880985
13.86162125	134.552089
15.85871962	173.9805398
17.80881782	219.0418045
19.99928131	266.758881
22.29664426	314.8607094
23.5526519	333.8310736
24.97862822	347.7578506
27.06511834	355.9472858
27.75257645	278.2369894
29.68058275	259.0389766
29.69744429	250.4632771
29.33184278	231.2813216
28.4607	199.3413011
27.6805583	172.9744022
26.85234355	147.4989715
25.5323279	114.6000067
24.1488529	83.89470656
22.80751344	61.9068192
21.16172755	38.74942365
18.84010253	13.61435834
17.01709373	-2.28814016
14.34699696	-13.26758336
12.20200963	-18.28657312
9.82882464	-23.10073248
6.86190144	-29.88104128
4.198936992	-37.46399168
1.555321248	-47.5651328
-0.65324736	-57.9632224
-3.30476352	-72.933856
-4.76719392	-82.3751808
-7.00149984	-101.7893664
-10.41842976	-133.8985888
-13.91802144	-173.7495552
-16.6737792	-212.06952
-18.75995232	-242.858576
-21.12910176	-277.7326752
-23.62346304	-314.0519296
-26.85458688	-350.2862272
-27.84506496	-355.7123424
-28.340304	-316.4502912
-27.82360704	-287.8732256
-27.2600928	-265.309856
-26.58209568	-240.8592
-25.64745696	-207.7914336
-24.9283728	-184.6338112
-23.76720672	-151.37656
-22.06276512	-109.358528
-20.52023328	-79.970592
-18.25178976	-51.6043616
-16.31935776	-39.63225824
-14.6340576	-33.01056512
-12.72747264	-27.39305248
-11.0361984	-23.42890592
-8.36590656	-17.738624
-5.22524736	-11.83795168
-1.85574432	-4.78031008
1.59514032	3.70124752
5.016959232	18.05827952
8.290937952	33.43294275
11.06236243	50.86986336
14.48246227	77.04687712
17.31649267	106.6911958
17.32968442	101.6076211
20.00451168	138.2905885
23.1042911	174.0354282
25.23351418	195.491735
27.43991261	206.380617
29.23188058	207.1262352
29.28750048	187.1005386
28.87855642	166.9399341
27.96542438	137.4873242
26.30872666	92.48944352
24.91430323	65.73694752
23.09311104	38.15612717
21.35217878	21.71754237
21.35683613	22.78053875
18.76189085	4.712660448
16.53925267	-4.37932288
13.5695497	-11.19356992
10.86868032	-15.99554176
8.1098136	-20.0166672
5.467331712	-23.96110912
1.967410848	-29.91444576
-1.89268608	-37.57123296
-5.2023264	-46.5879072
-8.81152416	-58.7309472
-11.18908608	-70.2143488
-14.92812864	-98.2643264
-17.25692256	-124.7392672
-18.9396624	-145.9206432
-21.13495392	-182.7322912
-23.70514944	-227.5610144
-26.21853024	-273.0484864
-27.80032032	-298.9950048
-28.91527872	-307.1593088
-29.18228352	-277.5160576
-28.63132704	-248.9541152
-27.68705664	-212.738944
-26.17756512	-164.189024
-24.67977792	-124.6970112
-23.17528512	-92.0117728
-21.506688	-65.599104
-19.71409824	-48.9911616
-17.72436384	-38.61339936
-15.7965648	-32.39531776
-13.22990496	-26.54730976
-11.33624352	-22.82197632
-8.83286016	-18.78888576
-5.29827744	-13.83990752
-2.161032	-9.03290944
1.020250944	-4.01289664
1.027883136	-5.01138368
5.48841168	7.742397856
9.60376032	22.33452
12.65222362	35.66827626
16.18339258	56.63673984
18.68132611	76.11599968
20.87333798	96.72260512
21.954744	108.3978045
24.07915123	129.8746611
26.53259616	152.4611158
28.31246966	166.5613648
29.91287693	177.362977
31.59727488	184.4643869
33.7622449	187.1013392
33.14932867	154.6935226
32.24407267	126.4513024
31.08967315	95.5735088
29.72557123	69.73605536
27.94079654	44.28144573
26.04678154	27.24692234
23.52958464	13.12660845
21.24513302	3.578109088
18.47470829	-6.05501792
14.97759158	-14.02196416
11.73992064	-19.22830368
8.807537376	-22.46831584
5.784396864	-26.42641312
2.670462528	-30.63101856
-0.7290816	-36.65690208
-4.10090112	-44.5253696
-7.25472768	-53.4146976
-11.10764352	-68.1513664
-14.0677392	-84.7174976
-17.69071392	-113.3621728
-20.35490976	-142.4120608
-23.21515296	-181.50064
-26.50284768	-229.7098432
-29.93965056	-274.8365824
-32.58104736	-298.3353664
-34.49019264	-303.58712
-34.47178272	-283.2570912
-33.89546688	-258.0146912
-33.30171648	-236.1963616
-32.49387456	-209.3993856
-31.19335392	-167.932016
-30.23323392	-141.604304
-29.35309344	-121.0403104
-28.38773088	-101.5184832
-26.95309824	-77.891152
-25.34728992	-60.8788864
-23.29440096	-47.651424
-20.12423712	-36.04000896
-17.84250432	-30.5315168
-15.752064	-26.37254784
-13.15675296	-21.9028416
-10.46695392	-17.8184656
-6.80776896	-13.37544736
-2.33257344	-7.0625344
1.70907456	0.011360192
5.791638912	9.149384768
10.31707766	21.95132925
15.26655418	40.13358342
20.05089005	64.14247296
22.97180064	82.68649632
25.19343907	99.76227936
27.43710845	116.7761907
29.65974662	133.4261667
31.72188931	147.4626314
33.59881114	153.5021258
33.61809888	136.4699776
33.05551123	119.0310154
32.39105942	99.93579584
31.37722147	77.24361216
30.13479571	57.21155488
28.49400854	38.41231862
26.29038989	23.37686432
23.63271677	11.48920179
20.65811261	1.595671072
18.00747427	-5.57583488
15.43924166	-11.14081664
12.81831523	-15.34324256
10.13763581	-18.74155904
7.016471616	-22.33727776
3.908852736	-25.9936672
-0.24432768	-31.36315936
-3.95435328	-36.93392352
-7.4346816	-43.37765216
-11.05716864	-51.5438688
-14.39155872	-63.1980736
-17.85250176	-78.7865344
-20.05303584	-92.88536
-23.66686656	-122.8711072
-26.33545152	-152.2830624
-28.73386176	-183.4163936
-31.76016	-225.055456
-34.04823264	-251.3182272
-35.73828768	-260.2920672
-36.04272192	-235.2582784
-34.524696	-177.9475776
-34.033968	-162.8475072
-33.232344	-141.6252096
-31.9851024	-109.7472832
-30.24603552	-80.1667488
-28.81676736	-64.4088192
-26.5157712	-49.5649536
-24.37400256	-41.63310208
-21.6907872	-34.46626208
-19.79590656	-30.62688192
-16.19304864	-24.9942016
-12.4547376	-19.70828736
-8.06403264	-14.6052304
-4.8194976	-10.52583616
-1.60653984	-6.19593056
-0.41660064	-4.67569312
1.105838784	-1.90792512
-0.621792	-12.4550672
0.264944352	-11.44897408
