"Pujol 2002, No. 10-3-3N"	
-5.65	-21.199
-5.76	-21.221
-5.69	-21.176
-5.72	-21.266
-5.70	-21.199
-5.71	-20.552
-5.72	-20.597
-5.74	-20.530
-5.75	-20.552
-5.70	-20.552
-6.52	-24.698
-6.54	-24.675
-6.49	-24.698
-6.56	-24.675
-6.51	-24.698
-7.26	-26.681
-7.21	-26.748
-7.21	-26.681
-7.20	-26.681
-7.18	-26.704
-7.23	-26.102
-7.26	-26.102
-7.25	-26.146
-7.22	-26.146
-7.22	-26.124
-8.00	-29.133
-7.95	-29.200
-7.94	-29.177
-7.93	-29.177
-7.96	-29.177
-8.51	-31.094
-8.44	-31.027
-8.47	-31.049
-8.47	-31.027
-8.50	-30.983
-9.09	-33.300
-9.15	-33.323
-9.12	-33.278
-9.09	-33.300
-9.12	-33.278
-9.73	-35.774
-9.69	-35.819
-9.74	-35.730
-9.69	-35.774
-9.74	-35.730
-10.38	-38.159
-10.40	-38.203
-10.37	-38.159
-10.36	-38.137
-10.36	-38.114
-10.89	-40.075
-10.91	-40.075
-10.85	-40.053
-10.90	-40.053
-10.87	-40.031
-11.35	-41.792
-11.34	-41.769
-11.38	-41.769
-11.35	-41.769
-11.40	-41.747
-11.95	-44.332
-11.97	-44.332
-11.98	-44.265
-12.03	-44.310
-11.94	-44.288
-12.13	-42.772
-12.03	-42.794
-12.07	-42.817
-11.99	-42.772
-12.10	-42.817
-12.05	-42.661
-12.05	-42.728
-12.08	-42.705
-12.06	-42.638
-12.07	-42.728
-12.12	-41.591
-12.13	-41.591
-12.09	-41.569
-12.11	-41.591
-12.15	-41.591
-12.59	-46.093
-12.53	-46.093
-12.56	-46.093
-12.59	-46.093
-12.53	-46.071
-13.01	-48.500
-12.98	-48.478
-13.02	-48.500
-13.06	-48.478
-13.00	-48.478
-13.61	-51.375
-13.65	-51.375
-13.60	-51.375
-13.61	-51.308
-13.58	-51.308
-13.98	-53.069
-14.00	-53.091
-14.03	-53.091
-13.96	-53.091
-13.94	-53.047
-14.64	-55.677
-14.60	-55.632
-14.68	-55.654
-14.63	-55.632
-14.63	-55.632
-15.21	-57.794
-15.21	-57.772
-15.23	-57.794
-15.22	-57.749
-15.22	-57.727
-15.82	-60.045
-15.81	-60.067
-15.87	-60.023
-15.79	-60.023
-15.85	-59.978
-16.35	-61.939
-16.30	-61.917
-16.36	-61.917
-16.37	-61.917
-16.33	-61.872
-16.42	-59.911
-16.44	-59.866
-16.41	-59.911
-16.46	-59.889
-16.44	-59.889
-16.94	-63.923
-16.98	-63.923
-16.96	-63.900
-16.98	-63.923
-17.00	-63.878
-17.52	-65.839
-17.58	-65.884
-17.53	-65.817
-17.57	-65.817
-17.51	-65.817
-17.66	-63.767
-17.69	-63.767
-17.67	-63.767
-17.74	-63.789
-17.66	-63.789
-18.20	-68.202
-18.25	-68.224
-18.24	-68.224
-18.21	-68.202
-18.25	-68.179
-19.01	-69.829
-18.99	-69.851
-18.97	-69.851
-19.01	-69.784
-18.95	-69.829
-19.92	-71.612
-19.92	-71.589
-19.99	-71.589
-19.89	-71.545
-19.94	-71.545
-20.32	-67.310
-20.27	-67.288
-20.33	-67.266
-20.27	-67.288
-20.28	-67.266
-20.32	-67.310
-20.29	-67.266
-20.28	-67.310
-20.30	-67.310
-20.34	-67.288
-20.76	-72.102
-20.80	-72.080
-20.73	-72.102
-20.73	-72.080
-20.75	-72.057
-21.62	-73.796
-21.67	-73.729
-21.64	-73.729
-21.64	-73.706
-21.68	-73.684
-21.83	-71.924
-21.78	-71.901
-21.84	-71.924
-21.83	-71.946
-21.81	-71.879
-22.23	-74.108
-22.21	-74.130
-22.21	-74.108
-22.25	-74.108
-22.18	-74.063
-22.34	-72.904
-22.35	-72.860
-22.40	-72.882
-22.36	-72.837
-22.38	-72.860
-22.47	-71.656
-22.47	-71.701
-22.48	-71.678
-22.50	-71.678
-22.45	-71.678
-22.47	-71.456
-22.48	-71.478
-22.53	-71.500
-22.46	-71.478
-22.49	-71.478
-22.67	-68.979
-22.65	-68.957
-22.68	-68.979
-22.71	-68.913
-22.67	-68.979
-22.71	-69.002
-22.71	-69.024
-22.65	-68.979
-22.67	-69.002
-22.69	-68.979
-22.22	-60.800
-22.20	-60.778
-22.20	-60.823
-22.25	-60.823
-22.20	-60.823
-21.94	-56.610
-21.88	-56.588
-21.96	-56.633
-21.96	-56.633
-21.94	-56.633
-21.44	-49.947
-21.37	-49.969
-21.44	-49.991
-21.44	-50.014
-21.37	-50.014
-21.39	-50.370
-21.42	-50.392
-21.44	-50.370
-21.38	-50.370
-21.41	-50.392
-20.90	-44.019
-20.90	-44.019
-20.88	-44.019
-20.86	-43.996
-20.88	-44.019
-20.84	-44.754
-20.88	-44.754
-20.88	-44.709
-20.83	-44.709
-20.87	-44.732
-20.85	-45.445
-20.83	-45.378
-20.88	-45.400
-20.91	-45.400
-20.83	-45.445
-20.82	-45.556
-20.90	-45.534
-20.87	-45.534
-20.81	-45.579
-20.87	-45.489
-20.03	-37.110
-20.05	-37.243
-20.17	-37.288
-20.08	-37.333
-20.06	-37.511
-19.72	-33.009
-19.77	-33.076
-19.70	-33.210
-19.71	-33.299
-19.73	-33.321
-19.67	-34.635
-19.67	-34.613
-19.68	-34.613
-19.67	-34.635
-19.68	-34.613
-19.66	-34.925
-19.67	-34.947
-19.68	-34.902
-19.65	-34.947
-19.63	-34.902
-19.11	-28.060
-19.13	-28.083
-19.06	-28.060
-19.10	-28.105
-19.10	-28.083
-18.37	-22.623
-18.41	-22.667
-18.43	-22.623
-18.36	-22.667
-18.38	-22.689
-17.55	-16.873
-17.52	-16.850
-17.54	-16.895
-17.56	-16.895
-17.51	-16.873
-16.59	-11.836
-16.63	-11.814
-16.72	-11.791
-16.67	-11.814
-16.60	-11.791
-15.62	-7.379
-15.66	-7.401
-15.64	-7.379
-15.61	-7.401
-15.61	-7.379
-15.39	-6.665
-15.42	-6.643
-15.37	-6.621
-15.35	-6.643
-15.39	-6.665
-11.01	0.132
-11.02	0.110
-11.03	0.087
-11.02	0.110
-11.01	0.132
-11.38	-0.447
-11.38	-0.447
-11.39	-0.470
-11.39	-0.470
-11.39	-0.470
-9.70	2.160
-9.73	2.160
-9.65	2.160
-9.68	2.138
-9.67	2.138
-7.75	3.118
-7.78	3.141
-7.83	3.118
-7.81	3.141
-7.78	3.141
-7.72	2.517
-7.77	2.539
-7.82	2.561
-7.78	2.517
-7.75	2.517
-7.77	2.539
-7.72	2.517
-7.73	2.494
-7.83	2.561
-7.80	2.472
-7.73	2.294
-7.75	2.227
-7.74	2.227
-7.72	2.227
-7.75	2.249
-7.71	2.138
-7.74	2.138
-7.81	2.138
-7.80	2.160
-7.73	2.138
-7.78	2.160
-7.81	2.182
-7.71	2.205
-7.77	2.160
-7.75	2.182
-7.73	2.182
-7.72	2.182
-7.75	2.137
-7.76	2.137
-7.72	2.159
-7.61	2.761
-7.62	2.783
-7.64	2.806
-7.61	2.783
-7.61	2.761
-7.57	2.761
-7.60	2.806
-7.55	2.739
-7.53	2.783
-7.55	2.761
-7.38	2.605
-7.37	2.583
-7.38	2.538
-7.40	2.538
-7.36	2.516
-7.43	2.271
-7.45	2.226
-7.48	2.248
-7.44	2.226
-7.42	2.204
-7.49	2.048
-7.55	2.003
-7.55	2.070
-7.46	2.026
-7.54	2.026
-7.47	2.427
-7.54	2.360
-7.55	2.427
-7.49	2.404
-7.47	2.404
-7.47	2.271
-7.52	2.271
-7.52	2.271
-7.52	2.226
-7.47	2.226
-7.33	3.073
-7.29	3.095
-7.29	3.073
-7.32	3.095
-7.28	3.073
-7.23	3.184
-7.24	3.162
-7.22	3.184
-7.20	3.162
-7.30	3.162
-7.21	3.251
-7.15	3.229
-7.14	3.207
-7.19	3.229
-7.16	3.184
-7.13	3.251
-7.13	3.274
-7.12	3.274
-7.08	3.274
-7.13	3.229
-7.06	3.318
-7.00	3.296
-6.96	3.318
-7.07	3.318
-7.08	3.274
-6.91	3.274
-6.96	3.274
-6.97	3.318
-6.93	3.318
-6.93	3.296
-6.85	3.274
-6.85	3.318
-6.86	3.296
-6.83	3.296
-6.86	3.318
-6.47	3.519
-6.47	3.542
-6.45	3.497
-6.39	3.497
-6.43	3.497
-6.44	3.475
-6.43	3.430
-6.46	3.497
-6.44	3.475
-6.45	3.519
-6.19	1.647
-6.19	1.625
-6.19	1.603
-6.17	1.625
-6.15	1.625
-5.21	3.475
-5.24	3.475
-5.22	3.452
-5.17	3.475
-5.22	3.497
-3.57	5.347
-3.65	5.347
-3.63	5.347
-3.59	5.347
-3.56	5.325
-1.25	7.063
-1.32	7.085
-1.30	7.063
-1.26	6.996
-1.27	7.041
0.39	8.422
0.44	8.489
0.43	8.378
0.44	8.422
0.44	8.445
2.78	11.409
2.81	11.409
2.85	11.387
2.80	11.387
2.77	11.387
2.87	10.428
2.87	10.450
2.84	10.450
2.84	10.450
2.85	10.406
4.13	13.147
4.12	13.169
4.16	13.125
4.15	13.147
4.11	13.147
5.44	15.309
5.42	15.287
5.44	15.287
5.41	15.242
5.44	15.309
6.82	18.162
6.85	18.184
6.86	18.162
6.82	18.139
6.79	18.117
7.78	19.677
7.80	19.699
7.80	19.655
7.70	19.677
7.71	19.677
7.80	18.919
7.81	18.919
7.76	18.875
7.77	18.897
7.80	18.875
8.65	22.151
8.71	22.151
8.71	22.173
8.70	22.151
8.60	22.129
8.71	21.415
8.65	21.393
8.71	21.438
8.79	21.393
8.77	21.438
8.78	20.903
8.82	20.858
8.86	20.903
8.79	20.881
8.78	20.858
9.66	24.469
9.65	24.491
9.65	24.469
9.65	24.446
9.72	24.446
10.60	26.787
10.52	26.787
10.57	26.764
10.60	26.742
10.65	26.742
11.23	28.480
11.26	28.436
11.24	28.436
11.27	28.413
11.30	28.413
12.22	30.954
12.19	30.999
12.21	30.954
12.24	30.954
12.24	30.954
12.24	29.996
12.24	29.996
12.27	29.974
12.23	29.974
12.26	30.018
13.11	33.606
13.04	33.606
13.04	33.584
13.08	33.562
13.08	33.539
13.20	31.084
13.19	31.084
13.22	31.106
13.14	31.129
13.14	31.129
13.87	36.009
13.81	35.942
13.82	35.920
13.85	35.965
13.89	35.942
14.47	37.792
14.46	37.770
14.48	37.725
14.54	37.748
14.59	37.725
15.22	39.575
15.21	39.531
15.22	39.553
15.25	39.531
15.20	39.508
16.13	42.205
16.19	42.205
16.14	42.183
16.08	42.160
16.10	42.183
17.05	44.144
17.05	44.166
17.06	44.144
17.09	44.122
17.04	44.099
17.18	42.361
17.14	42.383
17.10	42.406
17.13	42.383
17.11	42.428
17.20	41.313
17.15	41.291
17.17	41.269
17.27	41.291
17.25	41.313
17.98	46.662
18.04	46.685
18.05	46.662
18.10	46.662
18.02	46.618
18.67	48.155
18.65	48.200
18.67	48.133
18.72	48.155
18.67	48.089
19.53	49.938
19.53	49.916
19.58	49.916
19.56	49.916
19.51	49.849
20.03	50.562
20.01	50.562
20.02	50.585
19.98	50.540
20.03	50.540
20.19	49.716
20.13	49.693
20.14	49.760
20.05	49.693
20.08	49.693
20.26	46.794
20.28	46.772
20.23	46.794
20.23	46.794
20.24	46.794
20.25	46.460
20.27	46.505
20.29	46.482
20.22	46.527
20.24	46.482
20.18	44.365
20.18	44.343
20.16	44.343
20.16	44.321
20.10	44.365
20.16	44.410
20.14	44.454
20.15	44.410
20.13	44.410
20.13	44.410
19.59	37.635
19.63	37.657
19.67	37.701
19.71	37.679
19.70	37.701
19.36	34.113
19.41	34.136
19.37	34.180
19.37	34.136
19.30	34.113
18.54	26.335
18.57	26.335
18.49	26.358
18.48	26.380
18.49	26.335
18.50	26.915
18.55	26.937
18.56	26.937
18.57	26.937
18.54	26.959
18.06	22.680
18.07	22.680
18.05	22.658
18.08	22.636
18.14	22.703
18.02	23.304
18.10	23.282
18.10	23.282
18.09	23.349
18.06	23.304
17.19	16.462
17.20	16.551
17.18	16.529
17.18	16.574
17.21	16.551
16.34	11.492
16.33	11.492
16.29	11.515
16.31	11.492
16.38	11.492
15.15	5.965
15.15	5.988
15.13	6.010
15.16	6.010
15.13	6.054
14.41	3.581
14.42	3.558
14.45	3.536
14.40	3.558
14.37	3.558
14.46	4.318
14.37	4.340
14.37	4.318
14.34	4.340
14.31	4.363
13.91	2.557
13.91	2.557
13.94	2.580
13.97	2.513
13.98	2.580
11.43	0.975
11.39	0.953
11.46	0.997
11.39	0.953
11.43	0.975
10.26	0.240
10.29	0.262
10.29	0.262
10.22	0.217
10.29	0.262
2.91	-4.374
2.95	-4.351
2.91	-4.374
2.91	-4.374
2.91	-4.374
3.55	-3.973
3.62	-3.928
3.59	-3.950
3.59	-3.950
3.62	-3.928
-0.96	-6.803
-1.00	-6.803
-0.99	-6.781
-1.02	-6.781
-1.02	-6.781
-0.99	-6.268
-0.97	-6.290
-1.01	-6.246
-1.00	-6.246
-1.00	-6.246
-3.14	-8.675
-3.16	-8.653
-3.12	-8.630
-3.15	-8.630
-3.12	-8.653
-5.29	-11.149
-5.33	-11.104
-5.32	-11.104
-5.36	-11.149
-5.37	-11.104
-5.39	-10.213
-5.39	-10.191
-5.39	-10.213
-5.37	-10.235
-5.35	-10.213
-5.35	-10.146
-5.42	-10.101
-5.42	-10.124
-5.42	-10.101
-5.38	-10.124
-7.05	-13.489
-7.08	-13.467
-7.03	-13.467
-7.05	-13.444
-7.03	-13.444
-8.38	-15.963
-8.35	-15.963
-8.34	-15.896
-8.38	-15.918
-8.38	-15.896
-9.23	-17.567
-9.19	-17.612
-9.25	-17.590
-9.27	-17.590
-9.28	-17.590
-10.40	-20.219
-10.37	-20.197
-10.40	-20.175
-10.38	-20.086
-10.41	-20.175
-11.24	-22.225
-11.22	-22.225
-11.20	-22.292
-11.20	-22.203
-11.22	-22.225
-11.30	-20.799
-11.32	-20.799
-11.35	-20.777
-11.30	-20.799
-11.31	-20.777
-12.09	-24.744
-12.07	-24.766
-12.13	-24.721
-12.11	-24.744
-12.11	-24.721
-13.05	-27.507
-13.01	-27.507
-13.05	-27.507
-13.03	-27.507
-13.03	-27.485
-13.33	-28.532
-13.34	-28.488
-13.35	-28.466
-13.42	-28.510
-13.43	-28.466
-14.15	-30.895
-14.13	-30.850
-14.10	-30.850
-14.16	-30.872
-14.18	-30.828
-14.80	-33.057
-14.81	-33.034
-14.83	-33.057
-14.82	-33.012
-14.83	-32.990
-15.63	-35.686
-15.67	-35.753
-15.64	-35.686
-15.61	-35.664
-15.59	-35.664
-16.44	-38.093
-16.44	-38.093
-16.46	-38.071
-16.45	-38.071
-16.53	-38.071
-17.25	-40.211
-17.28	-40.166
-17.24	-40.166
-17.23	-40.121
-17.21	-40.121
-18.17	-42.907
-18.19	-42.907
-18.13	-42.885
-18.13	-42.885
-18.12	-42.863
-18.91	-45.069
-18.92	-45.047
-18.92	-45.002
-18.90	-45.024
-18.93	-44.958
-19.02	-43.219
-19.01	-43.242
-19.01	-43.219
-19.05	-43.219
-19.02	-43.242
-19.07	-42.484
-19.06	-42.595
-19.04	-42.506
-19.08	-42.528
-19.07	-42.528
-19.02	-42.930
-19.10	-42.996
-19.06	-42.974
-19.08	-42.930
-19.05	-42.952
-19.65	-47.119
-19.66	-47.097
-19.67	-47.119
-19.73	-47.030
-19.72	-47.097
-20.43	-48.769
-20.47	-48.791
-20.44	-48.746
-20.48	-48.724
-20.46	-48.724
-21.22	-50.529
-21.27	-50.529
-21.23	-50.507
-21.24	-50.485
-21.20	-50.440
-21.74	-51.242
-21.69	-51.309
-21.67	-51.265
-21.69	-51.287
-21.64	-51.265
-22.15	-51.844
-22.15	-51.777
-22.12	-51.800
-22.12	-51.822
-22.10	-51.800
-22.19	-50.574
-22.25	-50.574
-22.24	-50.574
-22.24	-50.618
-22.25	-50.507
-22.26	-50.195
-22.30	-50.217
-22.31	-50.217
-22.28	-50.173
-22.31	-50.195
-22.43	-48.119
-22.46	-48.097
-22.44	-48.119
-22.45	-48.052
-22.46	-48.097
-22.45	-48.141
-22.46	-48.141
-22.48	-48.186
-22.47	-48.119
-22.44	-48.164
-21.84	-38.224
-21.85	-38.179
-21.82	-38.224
-21.81	-38.179
-21.79	-38.157
-21.40	-33.365
-21.38	-33.365
-21.40	-33.388
-21.40	-33.365
-21.38	-33.410
-20.81	-27.192
-20.80	-27.214
-20.78	-27.214
-20.78	-27.214
-20.75	-27.170
-20.81	-28.016
-20.79	-27.994
-20.79	-27.994
-20.77	-28.016
-20.77	-28.016
-20.77	-28.195
-20.74	-28.172
-20.74	-28.150
-20.70	-28.195
-20.74	-28.172
-20.19	-22.913
-20.18	-22.913
-20.18	-22.868
-20.18	-22.913
-20.21	-22.935
-20.22	-23.448
-20.19	-23.537
-20.21	-23.515
-20.21	-23.492
-20.21	-23.515
-19.32	-17.163
-19.31	-17.230
-19.35	-17.118
-19.34	-17.074
-19.35	-17.007
-18.19	-10.856
-18.22	-10.878
-18.17	-10.900
-18.23	-10.878
-18.19	-10.900
-17.22	-7.201
-17.26	-7.223
-17.26	-7.201
-17.27	-7.201
-17.28	-7.223
-17.25	-7.780
-17.22	-7.847
-17.28	-7.780
-17.25	-7.825
-17.28	-7.825
-17.27	-8.003
-17.21	-8.003
-17.25	-8.003
-17.24	-8.003
-17.23	-8.025
-17.02	-6.554
-17.01	-6.599
-17.00	-6.577
-17.02	-6.621
-16.98	-6.599
-10.34	-0.158
-10.30	-0.114
-10.34	-0.158
-10.32	-0.136
-10.32	-0.136
-9.08	1.068
-9.08	1.068
-9.08	1.068
-9.08	1.068
-9.08	1.068
-7.86	2.249
-7.90	2.182
-7.90	2.226
-7.95	2.249
-7.96	2.226
-5.34	3.385
-5.31	3.385
-5.31	3.385
-5.28	3.408
-5.31	3.385
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
	
