"""Matamoros et. al 1999 Specimen c5-40 North"""	
-18.8	-75.6
-18.4	-65.8
-17.1	-58.7
-16.5	-54.3
-16	-50.7
-15	-46.3
-14.4	-43.4
-13.8	-40
-13.2	-35.9
-12.7	-32.6
-12.1	-29.9
-11.5	-27.2
-10.3	-23.4
-9.14	-18.1
-8.56	-14.9
-7.92	-12.4
-7.39	-9.79
-6.76	-7.38
-6.15	-4.94
-5.51	-2.28
-5	-0.21
-4.39	1.56
-3.99	3.37
-3.96	2.83
-3.18	4.34
-2.54	7.65
-2.19	9.92
-1.19	13.5
-0.597	16.1
0.0328	18.8
0.782	21.4
1.35	24.2
1.95	26.7
2.59	28.9
3.2	31
3.81	33.7
4.5	36.3
5.13	38.6
5.77	40.3
6.4	42.8
7.01	44.9
7.65	47.2
8.33	48.5
8.86	51.2
9.53	52.9
10.1	55.2
10.8	56.5
11.4	59.2
12.2	61.4
12.9	63.2
13.5	63.6
14.1	66.3
14.7	68.1
15.3	68.9
16	69.4
16.6	71.2
17.2	72.5
17.9	72.5
18.6	73
19.2	73
18.6	66.3
18.6	66.7
17.7	61.4
17.4	59.6
16.5	54.7
15.9	51.2
15.2	48.5
14.6	44.9
14	41.8
13.4	38.7
12.6	35.3
12.1	32.9
11.5	29.1
11.4	29.5
10.8	26.7
10.2	24.3
9.4	21.2
8.79	18.6
8.18	16
7.57	13.8
5.05	5.16
4.52	3.06
3.56	0.219
3.05	-1.39
2.4	-3.1
1.83	-5.38
1.23	-9.07
0.64	-12
-0.0729	-14.6
-0.665	-16.7
-1.25	-19.8
-1.91	-22.4
-2.53	-25
-3.15	-26.8
-3.81	-29.7
-4.45	-32.2
-5.08	-34.3
-5.72	-36.3
-6.32	-38.9
-7.01	-41.3
-7.65	-43.5
-8.23	-45.4
-8.89	-48
-9.65	-50.3
-10.2	-52.5
-10.9	-53.8
-11.6	-56.9
-12.1	-58.3
-12.7	-60.1
-13.4	-61.4
-14	-63.6
-14.6	-65.4
-15.3	-66.7
-16	-66.7
-16.6	-68.5
-17.2	-69.4
-17.9	-70.3
-18.6	-69.8
-19.2	-70.7
-18.4	-60.9
-17.8	-56.9
-17.2	-53.8
-16.6	-50.3
-16	-47.2
-15.2	-42.2
-14.6	-39.2
-14	-35.5
-13.4	-32.7
-12.5	-29.4
-12	-26.9
-11.3	-24
-10.8	-21
-10.2	-18.3
-9.55	-15.5
-8.89	-12.7
-8.28	-10.5
-7.47	-7.65
-6.81	-5.52
-6.22	-3.04
-5.56	-0.596
-5.03	0.827
-4.42	2.73
-3.81	4.72
-3.15	6.85
-2.48	9.07
-2.11	10.6
-1.19	13.5
-0.599	15.8
-0.00754	17.6
0.566	19.1
1.28	22.2
1.89	24.7
2.67	26.9
3.28	29.6
3.89	31.3
4.5	33.4
5.13	35.5
5.74	37.9
6.35	40.2
7.01	42
7.59	44.1
8.23	45.4
8.97	47.6
9.6	49.8
10.2	51.6
10.9	53.8
11.5	55.6
12.1	56.9
12.7	58.7
13.4	60.5
14	61.8
14.6	63.6
15.3	64.9
16	65.4
16.6	66.7
17.2	68.1
17.9	68.9
18.5	69.4
19.1	69.4
19.8	69.4
20.4	69.8
21.1	70.3
21.7	70.7
22.5	71.2
23	70.7
23.7	68.5
24.4	70.3
25	69.4
25.7	69.4
24.7	59.2
24.1	55.2
23.4	51.6
22.9	48.9
22.7	48.5
22.1	45.4
21.4	41.8
20.9	39.1
20.3	36.3
19.7	33.5
19.1	30.5
18.5	28.2
17.8	25.8
17.2	23
16.5	20.2
16	18
16	18.1
15.2	15.6
14.6	13.5
14	11
13.3	8.85
12.6	6.36
12	4.31
11.5	2.4
10.8	0.73
10.2	-1.37
9.5	-3.35
8.79	-4.26
8.2	-5.52
7.44	-4.98
6.86	-6.58
6.25	-9.65
5.61	-11.4
5.03	-13.1
4.39	-14.6
3.78	-16.2
3.25	-18.2
2.64	-19.7
1.87	-21.6
1.28	-23.7
0.676	-25.5
0.0252	-27.1
-0.663	-28.8
-1.35	-31
-1.94	-32.4
-2.57	-34.4
-3.18	-36.7
-3.81	-38.3
-4.45	-39.6
-5.05	-41.3
-5.72	-43.5
-6.35	-45.4
-6.93	-47.2
-7.57	-48
-8.23	-49.8
-8.94	-51.6
-9.5	-53.8
-10.2	-55.2
-10.9	-57.4
-11.4	-58.3
-12	-59.2
-12.7	-60.9
-13.3	-62.3
-14	-63.6
-14.6	-63.6
-15.2	-65.4
-15.9	-65.8
-16.6	-66.3
-17.2	-67.2
-17.9	-68.1
-18.6	-68.1
-19.3	-67.6
-20	-68.5
-20.7	-68.5
-21.4	-68.5
-22.1	-68.1
-22.8	-68.5
-23.6	-67.6
-24.3	-67.2
-25	-66.7
-25.9	-66.3
-26.2	-65.4
-26.4	-64.9
-24.7	-53.4
-24.1	-49.4
-22.8	-42.5
-22.2	-39.2
-21.6	-35.8
-21	-32.7
-20.4	-30.2
-19.7	-27
-19.1	-24.2
-18.3	-21.3
-17.6	-19
-17	-16.7
-16.4	-14.2
-15.8	-11.9
-15.2	-9.56
-14.6	-7.74
-14	-5.65
-13.3	-3.82
-12.7	-2.16
-12.1	-0.00538
-11.3	1.78
-10.7	3.45
-10.1	4.76
-9.42	5.69
-8.84	6.14
-8.23	7.7
-7.65	9.3
-7.04	10.6
-6.22	12
-5.72	13.4
-5.03	15
-4.39	16.5
-3.78	17.9
-3.18	19.3
-2.38	21
-1.71	22.6
-1.06	23.8
-0.442	25.2
0.158	26.5
0.795	27.9
1.44	30.2
2.11	31.2
2.67	31.7
3.33	33.6
3.96	34.9
4.6	36.3
5.23	37.1
5.89	38.8
6.5	40.5
7.11	41.7
7.75	42.7
8.43	44.3
9.04	45.4
9.7	46.3
10.3	47.6
10.9	48.5
11.6	49.8
12.3	51.2
12.9	52
13.5	53.4
14.1	53.8
14.8	54.7
15.4	55.6
16	56.5
16.7	56.9
17.2	57.8
17.9	58.7
18.5	58.7
19.2	59.2
19.8	60.1
20.4	60.1
21.1	60.9
21.7	60.9
22.4	60.5
23.1	60.5
23.7	60.9
24.4	60.1
25	60.9
25.7	60.1
24.7	49.8
24	46.3
23.4	43.3
22.8	40.4
22.2	37.5
21.6	34.7
21	31.7
20.4	29.2
19.6	25.9
19.1	23.7
18.4	21.3
17.9	19.2
17.1	16.8
16.6	14.4
15.7	11.7
15.2	9.47
14.6	7.43
13.9	5.43
13.4	3.32
12.8	1.73
12.1	-0.24
11.5	-2.17
10.7	-3.44
10.2	-4.24
9.5	-5.43
8.97	-6.09
8.13	-7.7
7.57	-8.72
6.91	-10.3
6.3	-11
5.64	-12.3
5.03	-13.6
4.39	-14.8
3.76	-16.3
3.18	-17.6
2.53	-18.6
1.92	-20.1
1.3	-21.5
0.696	-22.7
-0.0302	-24.1
-0.635	-25.4
-1.29	-26.8
-1.9	-28.5
-2.52	-29.8
-3.1	-30.9
-3.78	-32
-4.42	-33.9
-5.05	-34.8
-5.69	-36.2
-6.32	-37.4
-6.93	-38.7
-7.59	-40.3
-8.26	-41.4
-8.89	-42.4
-9.55	-44.1
-10.2	-44.9
-10.8	-46.3
-11.5	-46.7
-12.1	-47.6
-12.7	-48.9
-13.4	-50.3
-14	-51.2
-14.7	-52
-15.4	-52.5
-16	-52.9
-16.6	-54.3
-17.3	-54.3
-18	-54.7
-18.7	-55.2
-19.4	-55.2
-20	-55.6
-20.8	-55.2
-21.4	-55.6
-22.2	-55.6
-22.9	-55.2
-23.4	-51.6
-24.2	-51.6
-24.1	-50.7
-24.8	-51.6
-25.4	-33.9
-25.4	-29.4
-25.7	-28.7
-25.7	-28.8
-25.7	-28.9
-25.7	-28.8
-25.7	-28.7
-25.7	-28.7
-25.7	-28.6
-25.7	-28.6
