"""Matamoros et. al 1999 Specimen c10-05 South"""	
9.2964	-2.259696573
8.763	-2.846861824
7.5438	-5.070972624
6.985	-6.271992456
6.477	-6.716814616
5.9182	-7.473012288
5.4102	-8.362656608
4.826	-8.851960984
3.81	-10.2753919
3.2258	-11.60985838
3.1496	-11.65434059
2.6924	-12.94432486
2.0701	-13.70052253
1.55702	-14.41223798
-0.062484	-14.99050679
-0.60452	-16.72531322
-1.14808	-17.70392197
-1.65354	-18.54908407
-2.11836	-19.7501039
-2.4765	-20.63974822
-3.7846	-21.44042811
-4.3434	-22.99730567
-4.8768	-23.84246778
-5.461	-25.3103809
-6.0706	-26.11106079
-6.5786	-27.31208062
-7.5692	-28.9134404
-8.1534	-30.24790688
-8.7122	-31.44892671
-9.271	-32.69442876
-9.8552	-33.89544859
-10.4394	-35.22991507
-11.4808	-36.74231042
-11.9888	-37.89884803
-12.573	-39.23331451
-13.1318	-40.47881656
-13.6652	-41.50190753
-14.224	-42.70292736
-15.2654	-44.17084049
-15.8242	-45.37186032
-16.383	-46.26150464
-16.9418	-47.15114896
-17.526	-48.04079328
-18.0848	-48.9304376
-18.6944	-49.82008192
-19.05	-49.82008192
-19.6088	-51.1545484
-20.1676	-52.04419272
-20.7518	-52.93383704
-21.3614	-53.82348136
-21.9202	-54.26830352
-22.479	-55.15794784
-22.8854	-54.71312568
-23.4696	-55.60277
-24.0538	-56.04759216
-24.638	-56.93723648
-25.1714	-57.38205864
-25.4	-56.93723648
-25.4	-56.49241432
-24.9936	-52.48901488
-24.4856	-48.9304376
-23.9268	-45.81668248
-22.733	-40.3008877
-22.1742	-37.18713258
-21.6662	-34.38475297
-21.1582	-31.71582001
-20.6248	-29.13585148
-20.0406	-26.51140074
-18.9738	-23.53109226
-18.4658	-21.17353482
-17.9324	-18.81597737
-17.3736	-16.76979543
-16.8148	-14.67913128
-16.3068	-12.81087821
-15.2654	-10.14194525
-14.6812	-8.362656608
-14.1732	-6.805779048
-13.6398	-5.382348136
-13.1064	-4.021192326
-12.5984	-2.882447597
-11.4808	-1.330018258
-10.922	-0.174815109
-10.414	0.880747877
-9.9314	1.823770856
-9.9314	1.75259931
-9.9314	1.031987411
-9.4488	2.877999375
-9.0932	4.025640548
-7.5946	5.738205864
-7.1374	6.405439104
-6.6802	7.028190128
-6.1722	7.33956564
-5.7404	7.56197672
-5.2832	7.695423368
-3.8608	9.608158656
-3.3274	10.76469627
-2.8448	11.47641173
-2.35966	12.05468054
-1.86182	12.67743156
-1.36652	13.03328929
-0.050038	14.36775577
0.229108	15.3018823
0.8001	16.19152662
1.22936	16.9477243
1.60274	17.21461759
2.11074	18.46011964
2.5908	19.34976396
3.1242	19.88355055
5.08	20.95112374
5.6388	22.10766135
6.1976	23.21971675
6.8072	24.50970102
7.62	25.71072085
8.2042	26.77829403
8.7376	28.0682783
9.3218	28.86895818
10.2108	30.24790688
10.7696	31.53789114
11.3284	32.73891098
11.9126	33.93993081
12.4714	35.05198621
13.0302	36.38645269
13.9192	37.63195474
14.5034	39.1888323
15.24	40.3008877
15.7988	41.50190753
16.383	42.5249985
16.9672	43.68153611
17.78	44.92703816
18.3388	46.26150464
18.9738	46.7063268
19.5834	48.04079328
20.2946	48.9304376
20.9042	49.82008192
21.5138	50.70972624
22.0472	51.1545484
22.8854	52.04419272
23.5458	52.93383704
24.1046	53.3786592
24.7142	54.26830352
25.4	54.26830352
26.162	55.15794784
26.67	55.15794784
27.432	55.60277
27.94	55.60277
28.448	56.04759216
29.21	56.04759216
29.718	56.04759216
30.226	56.49241432
30.988	56.49241432
32.004	56.49241432
31.496	51.1545484
30.734	48.04079328
30.226	44.92703816
29.718	41.72431861
29.21	38.921939
27.94	33.80648416
27.432	31.09306898
26.924	28.60206489
26.162	25.88864971
25.3238	22.81937681
24.7904	20.63974822
24.257	18.41563742
23.622	16.14704441
22.9616	13.87845139
22.479	12.32157383
21.8948	10.67573184
21.2344	9.029889848
20.3454	6.716814616
19.7612	5.293383704
19.2024	3.950020781
18.6182	3.011446023
17.8308	1.485706014
17.272	0.30069978
16.6878	-0.711715456
16.2052	-1.543532895
15.2146	-2.989204915
14.6558	-3.749850809
14.1478	-4.626150464
13.589	-5.426830352
12.7254	-5.693723648
12.192	-7.11715456
11.6332	-7.828870016
11.1506	-8.273692176
10.1346	-9.207818712
9.779	-9.430229792
9.2456	-10.36435633
8.636	-11.20951843
7.62	-11.52089394
7.0866	-12.85536042
6.604	-13.47811145
6.6548	-13.3446648
5.1054	-14.59016685
4.5466	-15.43532895
4.0386	-16.23600884
3.5306	-16.81427765
2.43586	-17.21461759
1.88722	-18.6380485
1.32842	-19.1718351
0.70866	-19.79458612
0.20828	-20.41733714
-0.32512	-21.44042811
-0.88392	-22.59696573
-1.45796	-23.3531634
-2.6924	-24.02039664
-3.2258	-24.91004096
-3.7592	-25.93313193
-4.3688	-26.64484738
-5.0546	-27.57897392
-5.6388	-28.82447597
-6.2484	-29.84756694
-6.7564	-30.20342466
-7.5692	-31.27099785
-8.1534	-32.42753546
-8.7376	-33.45062643
-9.2964	-34.42923518
-10.1854	-35.54129058
-10.795	-36.74231042
-11.3538	-37.49850809
-11.8872	-38.6550457
-12.827	-39.54469002
-13.3604	-40.74570986
-13.9192	-41.50190753
-14.478	-42.5249985
-15.3416	-43.32567838
-15.9258	-44.30428714
-16.4846	-45.37186032
-17.0688	-46.26150464
-17.8308	-46.7063268
-18.415	-47.59597112
-18.9738	-48.04079328
-19.6342	-48.9304376
-20.32	-49.37525976
-20.8788	-49.82008192
-21.4884	-50.70972624
-22.0726	-51.59937056
-22.9108	-51.59937056
-23.5204	-52.48901488
-24.1046	-52.93383704
-24.6888	-53.3786592
-25.3746	-53.3786592
-25.908	-53.82348136
-26.416	-53.82348136
-27.178	-54.71312568
-27.94	-54.26830352
-28.448	-54.71312568
-29.21	-55.15794784
-29.718	-55.60277
-30.226	-55.60277
-30.734	-56.04759216
-31.75	-55.15794784
-31.496	-50.70972624
-30.734	-47.59597112
-30.226	-44.482216
-29.718	-42.16914077
-29.21	-39.36676116
-27.94	-32.87235762
-27.178	-30.06997802
-26.67	-27.801385
-26.162	-25.53279198
-25.3492	-22.99730567
-24.8412	-20.81767709
-24.3078	-18.41563742
-23.749	-16.54738435
-22.9616	-14.54568463
-22.4028	-12.67743156
-21.844	-10.89814292
-21.3106	-9.252300928
-20.7518	-7.873352232
-20.4216	-7.695423368
-20.3708	-8.362656608
-19.7866	-6.094063592
-19.2786	-4.408187606
-18.7198	-2.935826256
-17.8054	-1.539084674
-17.3736	-0.364309349
-16.8148	0.591613473
-16.3068	1.467913128
-15.1892	2.940274478
-14.224	4.626150464
-13.7668	5.248901488
-12.6746	5.960616944
-12.1666	6.44992132
-11.7348	7.028190128
-11.1506	7.473012288
-9.9822	7.56197672
-9.4488	8.985407632
-8.9154	9.875051952
-8.4582	10.36435633
-7.6708	10.76469627
-7.1882	11.43192951
-6.7056	11.87675167
-6.2738	12.41053826
-4.953	13.30018258
-4.5466	13.92293361
-4.0132	14.54568463
-3.4798	14.99050679
-2.5908	15.43532895
-2.21488	16.19152662
-1.84404	16.54738435
-1.43256	17.30358202
-0.054102	17.70392197
0.49022	18.41563742
1.02362	19.26079953
1.59766	19.61665726
2.5654	20.41733714
3.1242	21.44042811
3.6576	22.10766135
4.953	22.95282346
5.5118	23.70902113
6.0706	24.28728994
6.6294	25.22141647
7.6708	25.8441675
8.2296	27.08966954
8.8138	27.97931386
10.1346	29.31378034
10.7442	30.2923891
11.2776	31.58237336
11.8618	31.84926666
12.7	31.53789114
13.2842	33.71751973
13.7922	34.4737174
14.4272	35.54129058
15.3162	36.83127485
15.875	37.94333025
16.4592	38.61056349
17.0434	39.50020781
17.7546	39.58917224
18.3642	41.32397866
18.923	42.39155185
19.5326	42.61396293
20.32	43.1032673
20.9296	44.482216
21.463	44.92703816
22.1488	45.37186032
22.9362	46.26150464
23.622	47.15114896
24.1808	47.59597112
24.765	48.48561544
25.3746	48.04079328
25.908	48.9304376
26.416	49.37525976
27.178	50.26490408
27.94	50.26490408
28.448	50.70972624
29.21	52.04419272
29.718	51.1545484
30.48	51.59937056
30.988	52.04419272
31.75	52.04419272
31.242	47.59597112
30.48	42.48051628
29.972	39.54469002
29.21	36.65334598
28.702	33.98441302
27.94	31.31548006
27.178	28.77999375
26.67	26.33347187
26.162	24.1983255
25.654	22.10766135
24.9174	20.10596163
24.4094	18.01529748
23.8252	16.05807998
22.8092	13.25570037
22.1742	11.47641173
21.6408	10.0084986
21.082	8.45162104
20.5232	7.295083424
19.9644	5.960616944
19.304	4.67063268
17.6276	2.206317914
17.1704	1.040883854
16.6624	0.129443249
16.1036	-0.604958138
15.2146	-2.104008817
15.1892	-1.294432486
14.6558	-3.11375512
14.1732	-4.221362298
13.6906	-5.293383704
13.1572	-6.22751024
12.6238	-6.983707912
12.1158	-7.56197672
11.6332	-8.45162104
11.1252	-8.851960984
10.6172	-9.430229792
9.906	-10.36435633
9.3726	-10.80917849
8.8646	-11.43192951
8.3058	-11.92123389
7.493	-12.32157383
6.4516	-13.65604031
6.0452	-14.1898269
5.0292	-14.76809571
4.5212	-15.34636452
3.9878	-16.19152662
3.5052	-16.72531322
2.25552	-17.21461759
1.69418	-18.28219078
1.10236	-18.77149515
0.56134	-19.66113947
-0.062484	-19.83906834
-0.57404	-20.41733714
-1.10744	-21.44042811
-1.70688	-22.46351908
-2.53238	-22.77489459
-3.0734	-23.97591442
-3.683	-24.59866545
-4.2418	-25.48830977
-5.1562	-26.11106079
-5.715	-27.08966954
-6.2738	-27.75690278
-6.9342	-28.51310046
-7.9248	-29.53619142
-8.5344	-30.60376461
-9.0678	-31.44892671
-9.6266	-32.87235762
-10.2108	-32.91683984
-10.7442	-34.02889524
-11.3284	-34.91853956
-11.9888	-36.07507718
-12.9794	-36.65334598
-13.5382	-37.94333025
-14.1224	-38.83297457
-14.7574	-39.36676116
-15.2654	-39.7671011
-15.875	-40.74570986
-16.4846	-41.54638974
-17.0688	-42.21362298
-17.8308	-42.65844514
-18.4404	-43.85946498
-19.0754	-43.94842941
-19.6342	-44.92703816
-20.2946	-44.92703816
-20.9042	-45.81668248
-21.5138	-46.26150464
-22.098	-47.15114896
-22.8854	-47.15114896
-23.495	-47.59597112
-24.0538	-48.48561544
-24.6634	-48.9304376
-25.4	-48.9304376
-26.162	-49.82008192
-26.67	-50.70972624
-27.178	-50.26490408
-27.94	-50.70972624
-27.94	-50.26490408
-28.448	-51.1545484
-29.21	-51.1545484
-29.718	-51.59937056
-30.48	-51.1545484
-30.988	-52.04419272
-32.258	-51.59937056
-31.75	-47.59597112
-30.226	-40.0339944
-29.718	-37.23161479
-29.21	-34.78509291
-28.448	-32.42753546
-27.94	-30.11446023
-27.432	-27.84586722
-26.924	-25.5772742
-26.416	-23.48661005
-25.3746	-21.04008817
-24.8666	-18.94942402
-24.3078	-16.90324208
-23.749	-15.07947122
-22.7838	-13.12225372
-22.225	-11.25400065
-21.6662	-9.741605304
-21.1074	-8.318174392
-20.2184	-6.805779048
-19.6596	-5.426830352
-19.1516	-3.994502997
-18.5928	-2.900240483
-17.78	-1.730358202
-17.2974	-0.685026126
-16.764	0.386995279
-16.2814	1.392293361
-15.0114	1.841563742
-14.5034	3.353959086
-14.0208	4.403739384
-13.5636	4.982008192
-12.827	5.515794784
-12.2682	6.360956888
-11.684	7.028190128
-11.2268	7.428530072
-10.16	7.828870016
-9.652	8.985407632
-9.144	9.608158656
-8.6868	10.14194525
-7.1882	10.89814292
-6.604	11.78778724
-6.1468	12.14364497
-5.6388	12.81087821
-5.1054	13.21121815
-4.572	13.87845139
-4.0386	14.36775577
-3.556	14.94602458
-3.0988	15.47981117
-2.5908	15.47981117
-2.14376	16.36945549
-1.66878	16.90324208
-1.17094	17.39254646
0.129032	17.70392197
0.69596	18.81597737
1.24968	19.52769282
1.81102	19.92803277
2.54	20.46181936
3.0988	21.21801703
3.6576	21.79628584
4.2164	22.46351908
5.0038	22.86385902
5.6134	24.06487886
