"Zhou et al. 1987, Specimen 21408"	
2.9464	-12.824
2.3995	-14.673
1.9308	-16.29
1.529	-18.023
0.90401	-19.525
0.53571	-20.45
0.18974	-21.374
-0.17857	-22.183
-0.60268	-23.569
-1.2165	-26.573
-1.875	-29.115
-2.3772	-30.039
-2.8125	-31.31
-3.2813	-33.043
-3.6496	-34.198
-4.2299	-35.469
-4.7879	-37.087
-5.3906	-38.589
-5.904	-39.629
-6.2723	-39.975
-6.5067	-39.629
-6.5179	-38.935
-6.5179	-37.433
-6.4955	-35.354
-6.4508	-33.159
-6.4397	-32.003
-6.3839	-30.386
-6.2499	-26.92
-5.9599	-22.183
-5.837	-19.756
-5.692	-16.637
-5.6026	-14.557
-5.3683	-10.629
-5.1897	-7.9717
-4.9776	-5.3145
-4.7098	-2.5418
-4.5089	-0.3466
-4.2522	2.0796
-4.1184	3.8126
-4.0067	5.0836
-3.7499	7.0474
-3.538	8.6651
-3.1697	11.207
-2.779	12.593
-2.5335	13.287
-1.9977	13.749
-1.529	13.98
-0.90401	13.98
-0.022322	15.944
0.98214	18.255
2.1429	21.027
3.1473	25.071
4.2299	30.386
5.0335	33.389
5.5469	35.584
5.904	36.856
6.1942	37.433
6.4286	37.664
6.7076	37.549
6.8415	36.624
6.7746	33.389
6.741	29.23
6.6184	25.071
6.4508	21.72
6.2835	19.063
6.1272	16.29
6.0156	13.517
5.9152	11.438
5.692	7.3944
5.3906	3.1194
5.0893	-0.3466
4.8438	-2.5418
4.5759	-4.6215
4.1629	-7.5096
3.817	-9.1273
3.3035	-10.745
2.5669	-13.287
2.1652	-14.095
1.6406	-15.366
1.0156	-17.215
0.39063	-19.756
-0.078125	-21.027
-0.94866	-25.071
-1.6965	-27.613
-2.4442	-30.386
-3.192	-32.812
-3.7946	-33.967
-4.654	-34.776
-5.279	-34.66
-5.8706	-34.891
-6.4174	-34.776
-6.7634	-35.354
-7.1093	-35.816
-7.6004	-35.7
-7.9911	-35.469
-8.2923	-35.7
-8.4933	-35.7
-8.6384	-35.7
-8.7611	-35.122
-8.8282	-34.66
-8.9286	-34.66
-9.0513	-34.776
-9.308	-35.007
-10.034	-33.967
-10.915	-32.35
-11.328	-31.541
-11.529	-30.848
-11.596	-30.154
-11.596	-29.115
-11.596	-27.613
-11.451	-24.724
-11.06	-18.139
-9.9553	0.92429
-9.2746	10.976
-8.9508	15.02
-8.6161	17.561
-8.2701	19.641
-7.9911	21.143
-7.7902	22.183
-7.4442	23.8
-7.2657	24.493
-6.9643	25.418
-6.6853	26.226
-6.4286	26.804
-5.7366	28.306
-4.8884	28.653
-3.3594	28.884
-1.6741	29.692
-0.46874	31.194
0.22322	31.888
1.9867	33.274
3.0133	33.852
4.4308	35.007
5.5469	34.66
6.5067	34.776
7.4331	33.852
8.2813	32.812
8.9508	31.079
9.5089	27.959
9.9776	24.147
10.134	21.72
10.056	19.756
9.8772	18.255
9.2522	12.824
8.2923	6.1231
8.2589	5.7766
8.2142	5.3145
8.1808	5.0836
