Saatcioglu et al. Column BG-9	
-53.0148	-164.2468693
-53.53162	-165.1198784
-54.01399	-165.9186018
-54.51358	-166.9267477
-55.01318	-166.3499696
-55.51277	-167.702614
-56.01237	-168.1250456
-56.51196	-169.0987234
-57.01156	-169.7278419
-57.51115	-170.2880851
-58.01075	-170.4348328
-58.51035	-170.9261398
-59.00994	-172.0031611
-59.50953	-173.1835866
-60.00913	-173.9505167
-60.50872	-173.9594529
-61.00832	-175.3120973
-61.52514	-175.2548328
-62.00751	-176.2602432
-62.52433	-177.4088754
-63.0067	-178.0353191
-63.50629	-178.0097264
-64.00589	-176.8817021
-64.50549	-179.3713678
-65.00508	-179.8970821
-65.50468	-180.3883891
-66.00427	-180.3973252
-66.50387	-180.9230395
-65.98705	-151.6245593
-65.48745	-146.7230395
-64.98785	-145.0947112
-64.48826	-141.1579331
-63.98866	-137.0832827
-63.48907	-135.4894225
-62.98947	-132.6896657
-62.48988	-128.9940426
-61.97306	-127.3630395
-61.49069	-125.0483283
-60.97387	-121.1777508
-60.4915	-119.2764742
-59.9919	-116.9934954
-59.49231	-113.9180547
-58.99271	-112.0829787
-58.49312	-109.2832219
-57.99352	-108.3095441
-57.49393	-104.6483283
-56.99433	-103.1922796
-56.49474	-100.7370213
-55.99514	-98.38516717
-55.49554	-96.72237082
-54.99595	-93.75027356
-54.49636	-92.39762918
-53.97953	-90.04303951
-53.49717	-87.21142857
-52.99757	-85.61756839
-52.49797	-84.0581155
-51.99838	-82.2575076
-51.49878	-79.14759878
-50.99919	-77.72601824
-50.4996	-76.26990881
-49.98277	-72.98504559
-49.48318	-71.83908815
-48.98358	-68.79805471
-48.48399	-67.5487538
-47.98439	-65.64474164
-47.48479	-63.01720365
-46.96797	-61.66182371
-46.48561	-59.55375684
-45.98601	-57.75312462
-45.48642	-56.22813982
-44.98682	-53.91068085
-44.47	-52.27964134
-43.98763	-50.6539696
-43.48803	-48.57769605
-42.98844	-47.67289362
-42.48885	-46.32017021
-41.97202	-44.34457143
-41.48965	-43.44245593
-40.99006	-42.15864438
-40.49046	-40.01345289
-39.99087	-38.35062614
-39.49127	-38.10046809
-38.99168	-35.43844377
-38.49208	-33.32770213
-37.99249	-32.90526444
-37.49289	-30.79452888
-36.9933	-29.57961702
-36.47647	-28.08638298
-35.99411	-26.21950152
-35.49451	-25.14241337
-34.99492	-23.78968389
-34.49532	-22.36803647
-33.99573	-20.73966565
-33.4789	-19.59097264
-32.99654	-17.86191489
-32.49694	-16.92264438
-31.99734	-15.46654103
-31.49775	-14.18270517
-30.99816	-11.93413982
-30.49856	-11.92514894
-29.99897	-9.573209726
-29.49937	-7.462455927
-28.99977	-6.695452888
-28.48295	-4.237455927
-27.98336	-3.504905775
-27.48376	-2.944629787
-26.98417	-1.00614772
-26.48457	-0.135774833
-25.98498	0.906873556
-25.46815	2.951409119
-24.98579	3.991374468
-24.48619	4.448286322
-23.9866	6.490139818
-23.46977	7.259835866
-22.98741	9.230091185
-22.48781	10.06601216
-21.98822	11.03976292
-21.48862	12.49587234
-20.9718	13.33448632
-20.48943	14.75345897
-19.98984	15.31374468
-19.49024	16.87322796
-18.99065	17.77806687
-18.49105	18.75181155
-17.99146	19.13982371
-17.49186	19.04545897
-16.99227	20.98395137
-16.49267	21.95770213
-15.99307	23.72391489
-15.49348	24.31865653
-14.99388	25.53359878
-14.49429	25.78378723
-13.99469	27.61891793
-13.4951	28.1447538
-12.9955	29.08404863
-12.49591	30.54017021
-11.99631	30.72145289
-11.49672	32.17757447
-10.99712	33.35806079
-10.49753	33.8149848
-9.997932	34.9610152
-9.498337	36.03813374
-8.998742	36.59842553
-8.499146	37.95119149
-7.999552	39.23503343
-7.499957	39.58860182
-6.983134	40.49612766
-6.483539	42.1589848
-5.983944	42.61590881
-5.484349	43.65857143
-4.984754	44.63232827
-4.485158	45.46826748
-3.985563	46.57983587
-3.485968	47.450231
-2.986373	48.56180547
-2.486778	49.57001824
-1.969955	50.47754407
-1.47036	52.03703951
-0.9879924	52.00891185
-0.4883973	54.01632219
0.01119782	54.64551976
0.510793	55.82601216
1.010388	57.31658967
1.509983	57.84242553
2.009578	59.50528875
2.509173	59.89330091
3.025996	61.62778116
3.508364	62.35762918
4.007959	63.74486322
4.507554	64.68413374
5.007149	65.86462006
5.506744	67.66534954
6.023567	68.05604863
6.505935	69.57835866
7.00553	70.48322188
7.505125	71.52589666
8.004721	72.84419453
8.504315	74.26583587
9.003911	75.23963526
9.503506	76.07556231
10.0031	77.49720365
10.51992	79.0593921
11.00229	79.68589666
11.50189	80.96978723
12.01871	82.42857143
12.50108	83.22735562
13.00067	84.2700304
13.50027	86.07069909
14.01709	86.6681459
14.51668	88.53768997
15.01628	89.37361702
15.51587	90.31294833
16.01547	91.87240122
16.51506	92.3293617
17.01466	94.09556231
17.51426	94.44911854
18.01385	96.00857143
18.51344	97.08571429
19.01304	97.95610942
19.51264	99.13659574
20.01223	99.69683891
20.51183	101.4975076
21.02865	102.0604863
21.51101	102.9970821
22.01061	104.4876596
22.51021	105.9782371
23.0098	106.0217021
23.5094	107.7189666
24.00899	108.7961094
24.50859	109.5631003
25.00818	110.6057751
25.50778	112.0274164
26.00737	112.2776292
26.50697	113.4235866
27.00656	114.638541
27.50616	115.1643769
28.00575	116.4826748
28.50535	117.0429179
29.02217	118.3983587
29.50454	118.8181155
30.00413	119.4128267
30.50373	120.8689362
31.00332	121.4637082
31.50292	122.196231
32.00251	123.0321581
32.50211	123.9024924
33.00171	125.0140426
33.5013	125.7810942
34.01812	126.8608511
34.50049	127.6596353
35.00008	128.4610334
35.51691	129.0584802
36.0165	130.0322188
36.5161	130.7647416
37.01569	131.8073556
37.53252	132.0601824
38.01488	133.2035258
38.51448	134.0393921
39.01407	135.1509422
39.51367	136.0902128
40.01326	135.5479027
40.51286	137.727538
41.01245	138.2877812
41.51205	138.9169605
42.01164	140.3041337
42.51124	140.1408511
43.01083	141.5624924
43.51043	142.3983587
44.01003	143.1308815
44.50962	144.070152
45.00922	144.5270517
45.50881	145.7418845
46.02563	146.4426748
46.508	147.2413982
47.0076	148.3529483
47.50719	148.9476596
48.02401	150.0618237
48.50638	150.343769
49.00598	152.0755015
49.50557	152.1533739
50.00517	153.3337994
50.50476	153.8595137
51.00436	154.7299088
51.50395	155.531307
52.00355	156.6083891
52.50314	157.099696
53.00274	157.6599392
53.50233	158.7369605
54.00193	159.0904559
54.50152	160.1330699
55.00112	161.3479635
55.50071	161.7703343
56.00031	162.8129483
56.51713	163.3069301
57.01673	164.4528875
57.53355	165.0846809
58.01591	165.7800608
58.51551	166.1679635
59.03233	166.8342857
59.5147	167.9775076
60.0143	168.3654711
60.51389	169.4424924
61.01349	169.7959878
61.51308	170.2183587
62.01268	171.7777508
62.5295	172.1683283
63.01187	173.1048632
63.51146	173.8028571
64.01106	174.3286322
64.51065	174.8544073
65.01025	175.5524012
65.50984	176.3193313
66.00944	176.707234
66.50903	177.2674164
67.00863	177.6553191
67.50822	178.2155623
68.00782	178.3622492
68.50742	178.9913678
69.00701	179.1380547
69.50661	179.5604863
70.0062	179.8794529
70.5058	180.4396353
71.00539	180.9308815
71.50498	180.7674772
72.0218	181.6060182
72.50417	181.9911854
73.00377	182.1379331
73.50336	182.5258359
74.00296	182.5691793
74.50256	181.6133131
75.00215	183.2415805
75.50175	183.284924
76.00134	183.7761702
76.50094	184.0606687
77.00053	183.7250456
77.50013	183.8372644
78.01695	183.5387234
78.51655	184.8224316
79.01614	184.7279027
79.53296	185.1529483
80.01533	185.5381155
80.51492	185.4091185
81.01452	184.1087538
81.51411	185.9437082
82.01371	185.7458359
82.51331	185.2034043
83.0129	186.0047416
83.5125	184.8420669
84.01209	177.6153799
83.49527	151.5902128
82.99567	147.4467477
82.49608	143.888997
81.99648	140.3657143
81.49689	137.9105775
80.99729	134.3872948
80.4977	133.0346505
79.98087	130.0255319
79.4985	126.9183587
78.99891	123.1883891
78.49931	122.4559271
77.99973	119.5872948
77.4829	117.232766
76.98331	113.1581763
76.48371	112.2190881
75.98412	108.6268693
75.48452	107.9288754
74.98492	104.5778116
74.48533	101.5368997
73.98573	100.9767173
73.46891	98.41550152
72.98654	95.79069909
72.48695	93.78340426
71.97012	91.39440729
71.48775	89.04528875
70.98816	86.07325228
70.48856	85.44413374
69.98898	83.05787234
69.48938	80.70601824
68.98978	77.32048632
68.49019	76.82924012
67.99059	73.85714286
67.491	71.16072948
66.9914	70.94510638
66.49181	68.21428571
65.99221	65.62121581
65.49261	63.71726444
64.99302	63.81173252
64.49342	61.39094225
63.99383	59.108
63.49424	56.75613982
62.99464	54.50762918
62.49504	54.0852462
61.99545	51.63001216
61.49585	49.62269301
60.99626	49.44148936
60.49667	47.39971429
59.99707	45.53020669
59.49747	44.24644377
58.99788	42.6181155
58.46383	42.46599392
57.99869	41.08422492
57.49909	39.24917325
56.9995	37.44857143
56.4999	35.54460182
55.98308	35.22288754
55.48349	33.21554407
54.98389	31.41493617
54.48429	31.26817629
53.9847	29.70874772
53.4851	27.77031611
52.98551	26.76217629
52.48592	26.16748936
51.96909	23.50280851
51.48672	21.94606079
50.98713	21.83375076
50.48753	20.0331307
49.97071	18.22982371
49.48834	18.0512766
48.98875	15.07918541
48.48915	14.5878541
47.98956	13.13178116
47.48996	12.98500304
46.99037	11.1843769
46.49077	9.383744681
45.99118	9.202510638
45.49158	7.539702128
44.99199	6.01471307
44.49239	4.282990274
43.9928	3.895018237
43.4932	2.094386626
42.97638	1.807088146
42.49401	0.319234407
41.99442	-1.136851672
41.49482	-1.318097264
40.99523	-2.912003647
40.49563	-4.402555015
39.99604	-4.583802432
39.47921	-6.214851064
38.99685	-6.358960486
38.49725	-7.883963526
37.99765	-9.374510638
37.49806	-9.659130699
36.99847	-10.46058359
36.49887	-11.60657751
35.99928	-12.23575076
35.49968	-12.89937994
34.98286	-13.97916109
34.48326	-15.7108997
33.98367	-16.47789666
33.48407	-17.41717325
32.98448	-17.70179331
32.48488	-18.57216413
31.98529	-19.16688754
31.48569	-21.20872948
30.96887	-21.35821884
30.4865	-22.50154407
29.98691	-23.85428571
29.48731	-24.03555015
28.97049	-24.70187842
28.48812	-25.87965957
27.9713	-27.13172644
27.48893	-28.30951368
26.98933	-28.45632827
26.48974	-29.60233435
25.99014	-30.5416231
25.49055	-30.58506991
24.99095	-31.83445593
24.49136	-32.98047416
23.99176	-33.0583769
23.49217	-34.44558055
22.99257	-34.97141033
22.49298	-35.29049848
21.99338	-36.67771429
21.49379	-37.82373252
20.99419	-38.00500304
20.4946	-39.0821155
19.995	-38.84993921
19.49541	-40.34050456
18.99581	-41.55544073
18.49622	-42.90819453
17.97939	-43.22997568
17.49703	-44.23549544
16.99743	-44.65795745
16.49784	-46.04517325
15.99824	-46.53654711
15.49865	-47.61366565
14.99905	-48.31177508
14.49946	-49.18215805
13.99986	-50.50045593
13.48304	-50.89116717
12.98344	-52.41618845
12.48385	-52.63192705
11.98425	-54.26032827
11.48466	-54.75170821
10.96784	-56.00378723
10.48547	-56.38911854
9.985873	-57.84524012
9.486279	-58.02652888
8.986683	-59.24146505
8.487088	-59.59502736
7.987493	-60.8099696
7.487897	-62.47282675
6.988302	-62.89531915
6.488707	-64.24802432
5.989112	-64.56717325
5.489517	-66.05775076
4.989922	-66.44577508
4.473099	-67.90455927
3.990731	-68.04869301
3.491136	-70.02170213
2.991541	-71.58115502
2.491946	-71.90030395
1.975124	-73.29015198
1.492756	-73.60662614
0.9931607	-75.13161094
0.4935656	-76.4843769
-0.006029591	-76.73458967
-0.5056247	-78.77647416
-1.00522	-79.1300304
-1.504815	-80.68954407
-2.021638	-81.01130699
-2.504005	-82.39586626
-3.003601	-82.54267477
-3.503196	-83.82650456
-4.002791	-85.52382979
-4.502386	-85.636231
-5.001981	-87.23015198
-5.501576	-88.9274772
-6.001172	-89.21209726
-6.500767	-90.66826748
-7.000362	-90.95288754
-7.517184	-92.44613982
-8.016779	-93.59221884
-8.516374	-93.63568389
-9.015969	-95.16072948
-9.515564	-96.47896657
-10.01516	-96.83258359
-10.53198	-98.56699088
-11.01435	-98.78006079
-11.51394	-99.96054711
-12.01354	-99.24601824
-12.51313	-101.2533739
-13.01273	-102.7095441
-13.51233	-104.0278419
-14.01192	-104.2435866
-14.51152	-105.4929483
-15.01111	-105.6398176
-15.51071	-107.2682067
-16.0103	-108.2074772
-16.5099	-108.4232219
-17.02672	-109.5719149
-17.50909	-110.7152584
-18.00868	-110.8275988
-18.52551	-112.1486322
-19.00787	-113.085228
-19.50747	-113.2665046
-20.00706	-114.2057751
-20.50666	-115.5930091
-21.00625	-115.8087538
-21.50585	-117.0237082
-22.00544	-118.4453495
-22.50504	-118.8333131
-23.00463	-119.6003647
-23.50423	-119.7471733
-24.00382	-120.8242553
-24.50342	-121.8669301
-25.00302	-122.4616413
-25.50261	-122.4361702
-26.0022	-123.6511246
-26.5018	-125.0038906
-27.01862	-125.1533739
-27.50099	-126.468997
-28.00059	-126.5813374
-28.50018	-127.8306991
-29.017	-128.6693009
-29.5166	-129.8153191
-30.01619	-129.9621277
-30.51579	-131.1081459
-31.01538	-131.2549544
-31.51498	-131.8496657
-32.01458	-133.2368997
-32.51417	-133.314772
-33.01376	-134.4263222
-33.51336	-135.503465
-34.01295	-135.7191489
-34.51255	-136.796231
-35.01215	-136.9430395
-35.51174	-137.7100304
-36.01133	-138.6493009
-36.51093	-139.2784802
-37.01052	-139.218541
-37.51012	-140.6401824
-38.00972	-141.4071733
-38.50931	-142.5187234
-39.00891	-142.5277204
-39.5085	-143.3635866
-40.00809	-144.7507599
-40.52492	-144.9002432
-41.00729	-145.9746505
-41.50688	-146.7761094
-42.0237	-146.8566565
-42.50607	-147.8276596
-43.00567	-147.0097264
-43.50526	-148.9482067
-44.00486	-149.6462614
-44.50445	-150.861155
-45.0385	-151.771307
-45.50364	-152.1883891
-46.00324	-153.1620669
-46.50283	-153.2399392
-47.00243	-154.523769
-47.50202	-155.3251672
-48.00162	-156.2644377
-48.50121	-156.7212766
-49.01804	-157.1808511
-49.5004	-158.3586018
-50.01723	-159.266079
-50.51682	-159.3439514
-51.01642	-159.5596353
-51.51601	-160.8778723
-52.01561	-161.541459
-52.5152	-162.2739818
-53.0148	-163.0064438
-53.51439	-163.8767781
-54.01399	-164.643769
-54.51358	-164.7560486
-55.01318	-165.5919149
-55.51277	-166.7378723
-56.01237	-167.160304
-56.51196	-167.5826748
-57.01156	-168.418541
-57.51115	-168.9443161
-58.01075	-169.6079027
-58.51035	-170.1336778
-59.00994	-170.7972644
-59.50953	-171.5641945
-60.00913	-170.4705167
-60.50872	-172.4778723
-61.00832	-172.9691793
-61.50792	-173.9083891
-62.00751	-174.5030395
-62.50711	-174.9254103
-63.0067	-175.2099696
-63.50629	-175.8735562
-64.00589	-176.3992705
-64.50549	-176.6838298
-65.00508	-177.1062614
-65.50468	-177.5285714
-66.00427	-178.6400608
-66.50387	-179.200304
-67.00346	-179.9671733
-67.50306	-180.0105167
-68.00266	-180.3295441
-68.50225	-180.2006079
-69.00184	-180.3818237
-69.50143	-179.3570821
-70.00103	-181.7433435
-70.50063	-181.8556231
-71.00022	-182.4158055
-71.51704	-182.5307599
-72.01664	-182.8152584
-72.51624	-183.1687538
-73.01583	-183.2809726
-73.51543	-183.3932523
-74.01502	-184.2979331
-74.51462	-184.1345289
-75.01421	-184.2812158
-75.51381	-184.7380547
-76.0134	-184.6435866
-76.513	-185.134772
-77.01259	-183.5932523
-77.51218	-183.4297872
-78.01178	-184.5068085
-78.51138	-185.032462
-79.01097	-185.0413374
-79.51057	-184.7745897
-80.01016	-184.5078419
-80.50976	-185.4813982
-81.00935	-184.9045593
-81.50895	-185.9470517
-82.00854	-186.2660182
-82.50814	-182.6915502
-81.99132	-149.7064438
-81.49172	-145.8041337
-80.99213	-143.5556839
-80.49253	-141.0316109
-79.99294	-138.8865046
-79.49334	-134.846383
-78.99374	-132.7702128
-78.49415	-130.2461398
-77.99455	-127.1707599
-77.49496	-125.0256535
-76.99536	-121.7779939
-76.49577	-119.805228
-75.99618	-117.1432827
-75.49658	-115.1704559
-74.99699	-112.7841337
-74.49739	-110.3289362
-73.9978	-107.8737386
-73.4982	-105.5563526
-72.9986	-103.8592097
-72.49901	-100.4737386
-71.99941	-99.77574468
-71.49982	-96.42468085
-70.98299	-94.8281459
-70.4834	-93.13094225
-69.9838	-90.40012158
-69.48421	-89.0474772
-68.98461	-85.69641337
-68.48502	-84.24042553
-67.98543	-82.54316109
-67.48583	-79.98462006
-66.98624	-78.25294833
-66.48664	-77.21039514
-65.98705	-74.78960486
-65.48745	-72.8512462
-64.98785	-70.18924012
-64.48826	-68.62984802
-63.97144	-66.9299696
-63.48907	-64.68413374
-62.98947	-63.29702128
-62.48988	-61.04851064
-61.99028	-59.48911854
-61.49069	-57.37842553
-60.99109	-55.57783587
-60.4915	-53.43269301
-59.9919	-51.52872948
-59.49231	-50.48615198
-58.99271	-49.82257751
-58.49312	-47.40178116
-57.99352	-46.22137386
-57.49393	-45.17879027
-56.99433	-43.13699696
-56.49474	-41.57758663
-55.99514	-40.29379939
-55.49554	-38.94111246
-54.99595	-37.48505775
-54.47913	-36.26749544
-53.99676	-35.08976292
-53.49717	-33.84043161
-52.99757	-32.4877386
-52.49797	-31.13504559
-51.99838	-29.98907599
-51.49878	-28.67082675
-50.99919	-26.62902736
-50.4996	-25.58641945
-49.98277	-24.88568389
-49.48318	-23.67079635
-48.98358	-22.31809119
-48.48399	-21.03429787
-47.98439	-19.23367173
-47.48479	-17.43304559
-46.9852	-16.28706383
-46.48561	-14.69316717
-45.98601	-13.34045593
-45.48642	-12.98694225
-44.98682	-11.46195137
-44.48722	-10.21260182
-43.98763	-8.997702128
-43.48803	-8.058449848
-42.98844	-6.878006079
-42.48885	-6.042115502
-41.98925	-4.620485714
-41.48965	-3.302217629
-40.97283	-2.015722188
-40.49046	-0.52786383
-39.99087	-0.174337508
-39.49127	1.247295441
-38.99168	2.393294225
-38.49208	2.126628571
-37.97526	4.067778723
-37.49289	5.452274772
-36.97607	6.532048632
-36.4937	7.296358663
-35.99411	8.407908815
-35.49451	9.312717325
-34.99492	9.838522796
-34.49532	11.0189848
-33.99573	12.26835258
-33.49613	13.27654103
-32.99654	14.07799392
-32.49694	14.60381155
-31.99734	16.05990881
-31.49775	15.55207295
-30.99816	17.00817629
-30.49856	17.43062614
-29.99897	18.26654103
-29.48214	20.10434043
-28.99977	20.83420669
-28.48295	21.63835258
-27.98336	22.50871733
-27.48376	22.41435258
-26.98417	23.87046201
-26.48457	25.01647416
-25.98498	25.74902736
-25.48538	26.44712462
-24.98579	27.04186626
-24.48619	28.11896657
-23.9866	28.67924012
-23.487	29.79080243
-22.98741	30.17881459
-22.48781	30.56681459
-21.98822	32.05738602
-21.48862	32.58321581
-20.98903	33.14349544
-20.4722	33.70646809
-19.98984	34.50525228
-19.49024	35.51345289
-18.99065	36.10819453
-18.49105	36.80629787
-17.99146	37.78004863
-17.49186	38.16806079
-16.99227	39.00398784
-16.49267	39.59872948
-15.99307	40.7447538
-15.49348	41.40840729
-14.99388	42.00315502
-14.49429	42.73571429
-13.99469	43.39937386
-13.4951	44.09747112
-12.9955	44.55440729
-12.49591	45.59706383
-11.99631	46.32962918
-11.49672	47.20002432
-10.99712	47.79475988
-10.49753	48.3895076
-9.997932	49.25989058
-9.498337	50.47483891
-8.998742	51.31077204
-8.499146	51.49205471
-7.999552	51.15651064
-7.499957	51.85462614
-6.983134	53.93362918
-6.483539	55.04520365
-5.966717	55.78045593
-5.484349	56.51033435
-4.984754	56.65717933
-4.485158	57.2863769
-3.985563	58.57022492
-3.485968	58.95824316
-2.986373	60.00091185
-2.486778	60.73348328
-1.987183	62.53416413
-1.487588	63.71465046
-0.9879924	64.20601824
-0.4883973	65.59325228
0.01119782	66.46364742
0.510793	66.92054711
1.010388	68.20443769
1.509983	68.69580547
2.009578	69.25610942
2.509173	70.78115502
3.008769	71.20358663
3.508364	69.17975684
4.007959	69.46443769
4.507554	72.64328267
5.007149	74.30613982
5.506744	75.76231003
6.00634	77.01167173
6.505935	77.29635258
7.00553	78.89027356
7.522352	80.24571429
8.004721	80.52765957
8.504315	81.29471125
9.003911	82.57854103
9.503506	83.44893617
10.0031	83.59580547
10.5027	83.36358663
11.00229	85.1987234
11.50189	86.75823708
12.00148	87.38741641
12.50108	89.36036474
13.00067	90.23075988
13.50027	90.68765957
14.01709	91.90528875
14.51668	93.01683891
15.01628	94.2662614
15.51587	94.79209726
16.01547	96.28267477
16.51506	96.25720365
17.01466	97.47215805
17.51426	98.10133739
18.01385	99.21294833
18.51344	100.3244985
19.01304	100.1267477
19.51264	101.9963526
20.01223	102.9700912
20.51183	103.2891793
21.01142	104.0217629
21.51101	105.6846201
22.01061	105.5213374
22.51021	106.8396353
23.0098	107.7099696
23.5094	108.2358055
24.00899	109.3129483
24.50859	110.2522188
25.00818	110.9847416
25.50778	111.2694225
26.00737	112.1397568
26.50697	113.1479635
27.00656	113.1569605
27.50616	114.7853495
28.00575	115.3111854
28.50535	115.6647416
29.02217	116.641155
29.50454	117.9911854
30.00413	118.4136778
30.50373	119.5941033
31.00332	119.4652888
31.50292	120.3700912
32.00251	121.1715502
32.50211	121.2150152
33.01893	122.9149544
33.5013	123.1280243
34.00089	124.377386
34.50049	124.2485714
35.00008	125.463465
