"Zhou et al. 1987, Specimen 20408"	
0.86664	50.147
1.1961	54.666
1.5328	58.091
1.9124	61.151
2.1989	61.809
2.4567	62.027
2.693	62.174
2.8792	61.809
3.0439	61.298
3.1728	60.786
3.2803	59.839
3.2875	57.655
3.2803	52.406
3.2159	48.981
3.1299	44.242
2.7074	33.892
2.6142	29.665
2.4352	25.583
2.2847	21.429
1.9266	14.869
1.59	4.7376
1.411	0.072885
1.1674	-6.1952
0.95974	-11.589
0.63028	-17.493
0.41542	-21.574
0.30081	-24.271
0.15757	-26.676
0.071623	-27.843
-0.021487	-28.571
-0.10743	-31.56
-0.15757	-35.058
-0.22203	-38.338
-0.45838	-41.764
-0.91677	-45.992
-1.2391	-48.394
-1.547	-50.436
-2.0698	-51.824
-2.3636	-51.241
-2.4782	-51.019
-2.5784	-50.654
-2.8649	-49.564
-3.0296	-48.688
-3.1514	-48.176
-3.2588	-47.669
-3.309	-46.646
-3.3233	-45.41
-3.3161	-43.44
-3.2517	-40.306
-3.223	-38.119
-3.1944	-36.079
-3.1728	-33.674
-3.137	-32.361
-3.0296	-29.373
-2.9221	-27.26
-2.8578	-26.02
-2.6858	-21.064
-2.5712	-16.253
-2.4352	-12.172
-2.206	-5.1748
-2.0914	-1.6764
-1.9768	0.94751
-1.9051	2.6239
-1.6186	8.0175
-1.4826	11.662
-1.1961	16.181
-0.94541	19.388
-0.8165	20.918
-0.74488	21.793
-0.46554	26.166
-0.18622	28.426
0.014324	29.665
0.29365	31.997
0.46554	33.674
0.8165	37.099
1.1245	39.723
1.3465	41.91
1.6259	44.388
1.8049	45.774
2.0914	47.087
2.3062	48.252
2.4494	48.835
2.6142	49.27
2.8005	49.488
3.0225	49.635
3.1657	49.782
3.2015	50.218
3.0439	35.131
2.9508	27.114
2.5784	16.399
2.471	13.192
2.2489	7.2155
2.0269	0.94751
1.9051	-1.4577
1.8407	-2.6239
1.7977	-3.4985
1.7404	-4.5192
1.6688	-6.0497
1.4611	-9.621
1.2606	-12.682
1.1316	-14.504
1.017	-15.962
0.63744	-18.95
0.50136	-19.971
0.39393	-20.7
0.24352	-22.012
0.13608	-23.105
0.028649	-24.49
-0.050136	-25.656
-0.13608	-26.895
-0.18622	-27.624
-0.3223	-29.154
-0.52285	-31.778
-0.69474	-30.685
-0.90245	-31.997
-1.0457	-32.799
-1.1603	-33.601
-1.368	-34.985
-1.5542	-36.297
-1.633	-36.662
-1.7046	-37.026
-1.7762	-37.318
-1.8693	-37.391
-2.0698	-36.954
-2.1415	-36.37
-2.2203	-36.079
-2.3636	-36.006
-2.4423	-36.006
-2.8649	-37.609
-2.9652	-38.046
-3.2159	-38.557
-3.2588	-38.192
-3.3017	-37.755
-3.3519	-36.954
-3.4379	-34.985
-3.4308	-30.248
-3.3663	-26.02
-3.2732	-23.105
-3.2087	-20.846
-3.1085	-17.857
-3.0154	-15.452
-2.9437	-13.265
-2.8005	-10.204
-2.6716	-7.143
-2.5712	-4.3732
-2.4853	-2.0408
-2.3707	1.1662
-2.342	2.0408
-2.2418	4.446
-2.1057	7.6532
-1.9911	10.423
-1.8908	12.609
-1.7476	14.796
-1.6115	16.618
-1.2677	21.574
-0.90245	26.239
-0.68758	28.207
-0.42258	30.54
-0.25784	32.288
-0.09311	34.111
-0.014324	34.985
0.06446	35.641
0.12176	36.297
0.3223	37.245
0.54433	38.994
0.92394	41.764
1.1173	42.274
1.2964	42.639
1.5542	43.367
1.9553	44.315
2.1415	44.898
2.3205	45.192
2.6071	45.846
2.8434	46.281
3.1443	47.011
2.9652	40.379
2.8434	37.609
2.65	32.799
2.5283	28.644
2.3778	24.927
2.1773	20.262
2.0914	17.055
1.9482	14.14
1.8335	11.589
1.7046	8.0905
1.5686	5.1019
1.4682	2.2595
1.3823	0.21866
1.325	-0.65599
1.4397	1.9679
1.5613	5.1748
1.6688	8.9649
1.7189	11.297
1.7977	14.286
1.8622	16.91
1.9338	20.044
2.0055	24.126
2.0556	26.312
2.2489	28.863
2.342	29.081
2.5069	29.3
2.6429	29.519
2.8148	29.956
3.0225	30.977
3.1657	32.216
3.3591	34.329
3.395	34.767
3.6455	37.536
3.7746	39.504
3.8748	40.452
4.0109	41.472
4.2186	42.857
4.3762	43.805
4.498	44.46
4.6627	44.969
4.856	45.628
5.0136	46.139
5.2285	46.499
5.4146	46.793
5.601	46.864
5.8588	46.575
6.0521	46.139
6.2669	45.774
6.4891	45.116
6.618	44.096
6.7038	39.504
6.6752	34.184
6.5105	29.081
6.4031	26.312
6.2813	21.793
6.2169	19.606
6.1524	16.618
6.0808	11.954
6.0235	10.277
5.9375	8.2364
5.8659	6.487
5.8157	5.3207
5.7657	4.0816
5.6797	2.4053
5.6152	1.0933
5.5723	0.14577
