"Paultre, Legeron, Mongequ, July-August 2001 test 1006052"	
23.82	193.79
24.13	188.74
28.17	192.91
32.45	196.95
35.15	201.33
39.57	205.39
46.39	198.87
45.63	184.1
44.9	179.31
44	174.54
43.16	169.77
42.24	165
41.35	160.23
40.37	155.45
39.57	150.68
38.5	145.91
37.58	141.12
36.76	136.34
35.89	131.54
35.08	126.75
34.19	121.96
33.37	117.17
32.56	112.38
31.74	107.57
30.94	102.76
30.13	97.97
29.4	93.17
28.62	88.37
27.92	83.54
27.23	78.74
26.41	73.93
25.69	69.1
24.98	64.25
24.4	59.45
23.71	54.63
22.91	49.83
22.35	44.98
21.59	40.18
20.9	35.35
20.39	30.52
19.72	25.69
19.09	20.87
18.4	16.04
17.91	11.27
17.29	6.44
16.66	1.57
16.08	-3.26
15.48	-8.09
14.9	-12.93
14.3	-17.77
13.72	-22.61
13.09	-27.45
12.49	-32.29
11.87	-37.14
11.22	-41.98
10.6	-46.8
10.04	-51.66
9.44	-56.48
8.83	-61.34
8.16	-66.2
7.58	-71.01
6.94	-75.85
6.31	-80.69
5.58	-85.52
5.02	-90.36
4.28	-95.2
3.64	-100.03
2.92	-99.87
2.52	-104.74
2.03	-109.6
1.45	-114.45
0.8	-119.31
0.22	-124.16
-0.42	-129.01
-1.05	-133.84
-1.76	-138.68
-2.43	-143.51
-3.08	-148.38
-3.86	-153.15
-4.53	-157.96
-5.28	-162.77
-6.09	-167.58
-6.76	-172.38
-7.69	-177.17
-8.52	-181.97
-9.32	-186.76
-10.21	-191.53
-11.22	-196.29
-12.18	-201.05
-13.4	-205.78
-14.41	-210.48
-16.66	-204.81
-16.95	-199.92
-17.17	-194.95
-19.65	-199.35
-21.65	-203.85
-24.62	-208.15
-36.17	-200.65
-35.66	-190.86
-34.88	-186.02
-34.21	-181.25
-33.23	-176.42
-32.38	-171.63
-31.56	-166.86
-30.71	-162.07
-29.82	-157.29
-28.95	-152.52
-27.99	-147.74
-27.19	-142.94
-26.34	-138.18
-25.4	-133.39
-24.6	-128.6
-23.82	-123.82
-22.95	-119.03
-22.06	-114.24
-21.25	-109.43
-20.54	-104.64
-19.69	-99.84
-18.96	-95.06
-18.22	-90.26
-17.42	-85.47
-16.68	-80.67
-15.94	-75.87
-15.16	-71.08
-14.34	-66.28
-13.6	-61.48
-12.8	-56.69
-11.86	-51.89
-11.04	-47.08
-10.3	-42.29
-9.5	-37.49
-8.67	-32.69
-7.96	-27.89
-7.05	-23.11
-6.29	-18.32
-5.46	-13.53
-4.53	-8.71
-3.77	-3.93
-2.99	0.78
-2.14	5.58
-1.34	10.37
-0.49	15.19
0.56	13.99
0.76	15.93
1.01	17.87
1.3	19.81
1.52	21.74
1.81	23.67
2.08	25.61
2.34	27.53
2.59	29.45
2.83	31.4
3.28	33.31
3.55	35.23
3.82	37.15
4.22	39.08
4.51	41
4.86	42.94
5.15	44.84
5.42	46.76
5.8	48.67
6.09	50.6
6.38	52.53
6.8	54.43
7.12	56.35
7.38	58.27
7.72	60.18
8.16	62.1
8.52	64
8.88	65.94
9.15	67.84
9.5	69.75
9.93	71.66
10.28	73.59
10.64	75.49
10.93	77.38
11.31	79.32
11.8	81.22
12.07	83.13
12.49	85.04
12.8	86.95
13.16	88.85
13.52	90.76
14.01	92.66
14.3	94.56
14.72	96.47
15.12	98.39
15.44	100.27
15.86	102.18
16.22	104.08
16.64	105.98
17	107.87
17.44	109.77
17.89	111.67
18.22	113.56
18.69	115.46
19.05	117.35
19.49	119.24
19.94	121.13
20.39	123.02
20.85	124.91
21.32	126.8
21.84	128.69
22.26	130.57
22.68	132.46
23.11	134.34
23.58	136.22
24.04	138.1
24.58	139.98
25.14	141.88
25.61	143.75
26.16	145.64
26.7	147.5
27.23	149.39
27.81	151.24
28.37	153.11
28.86	154.99
29.42	156.84
30.09	158.69
30.65	160.55
31.25	162.41
31.89	164.26
32.63	166.11
33.19	167.97
33.9	169.83
34.66	171.64
35.31	173.47
36.09	175.31
36.87	177.13
37.67	178.95
38.52	180.75
39.37	182.56
40.24	184.35
41.28	186.13
42.31	187.89
42.96	188.82
42.93	185.76
42.8	183.81
42.4	181.9
42.22	179.98
41.84	178.04
41.6	176.12
41.17	174.22
40.75	172.31
40.44	170.4
40.01	168.49
39.63	166.59
39.32	164.63
38.92	162.76
38.59	160.86
38.21	158.95
37.89	157.05
37.38	155.14
37.05	153.24
36.67	151.33
36.22	149.42
35.91	147.52
35.55	145.59
35.15	143.7
34.77	141.8
34.39	139.88
34.01	137.97
33.63	136.03
33.3	134.14
32.83	132.24
32.61	130.32
32.14	128.42
31.76	126.51
31.47	124.6
31.05	122.68
30.69	120.78
30.33	118.86
30.07	116.95
29.6	115.02
29.31	113.13
28.91	111.22
28.53	109.31
28.28	107.39
27.86	105.48
27.48	103.55
27.23	101.66
26.9	99.74
26.47	97.83
26.1	95.92
25.74	94.01
25.47	92.09
25.18	90.18
24.89	88.26
24.42	86.35
24.09	84.43
23.87	82.52
23.44	80.6
23.22	78.69
22.82	76.77
22.46	74.85
22.24	72.92
21.9	71
21.57	69.09
21.19	67.17
20.94	65.26
20.63	63.34
20.32	61.42
19.87	59.51
19.61	57.59
19.34	55.68
18.96	53.75
18.71	51.84
18.33	49.92
18.02	48
17.78	46.09
17.4	44.17
17.15	42.25
16.8	40.34
16.57	38.39
16.22	36.5
15.84	34.59
15.61	32.67
15.26	30.73
14.94	28.83
14.63	26.89
14.25	24.99
13.94	23.07
13.61	21.16
13.36	19.24
13.03	17.32
12.62	15.41
12.4	13.49
12.02	11.57
11.64	9.65
11.35	7.77
11.06	5.86
10.82	3.95
10.39	2.03
10.15	0.11
9.79	-1.8
9.44	-3.73
9.17	-5.64
8.77	-7.56
8.52	-9.48
8.12	-11.39
7.81	-13.31
7.54	-15.23
7.18	-17.14
6.83	-19.06
6.49	-21
6.13	-22.9
5.82	-24.83
5.4	-26.73
5.15	-28.64
4.8	-30.56
4.42	-32.47
4.11	-34.39
3.66	-36.3
3.28	-38.22
2.97	-40.13
2.61	-42.05
2.21	-43.95
1.96	-45.89
1.56	-47.78
1.21	-49.7
0.87	-51.61
0.54	-53.53
0.16	-55.46
-0.2	-57.39
-0.49	-59.29
-0.87	-61.2
-1.29	-63.11
-1.65	-65.02
-2.07	-66.94
-2.3	-68.85
-2.74	-70.75
-3.14	-72.68
-3.54	-74.59
-3.88	-76.5
-4.17	-78.39
-4.53	-80.3
-4.99	-82.2
-5.31	-84.13
-5.82	-86.04
-6.06	-87.93
-6.53	-89.84
-6.87	-91.74
-7.31	-93.64
-7.69	-95.56
-8.03	-97.47
-8.47	-99.36
-8.87	-101.26
-9.16	-103.17
-9.52	-105.07
-10.06	-106.97
-10.46	-108.87
-10.88	-110.77
-11.28	-112.67
-11.68	-114.57
-12.11	-116.46
-12.4	-118.36
-12.8	-120.28
-13.31	-122.18
-13.71	-124.08
-14.16	-125.96
-14.47	-127.87
-14.94	-129.76
-15.34	-131.68
-15.74	-133.54
-16.15	-135.43
-16.59	-137.33
-17.13	-139.22
-17.6	-141.11
-18	-142.99
-18.44	-144.89
-18.89	-146.75
-19.36	-148.63
-19.94	-150.52
-20.34	-152.39
-20.83	-154.28
-21.32	-156.15
-21.77	-158.02
-22.3	-159.9
-22.81	-161.79
-23.46	-163.64
-24.04	-165.51
-24.58	-167.4
-25.04	-169.24
-25.65	-171.11
-26.25	-172.97
-26.72	-174.82
-27.39	-176.68
-28.12	-178.52
-28.79	-180.39
-29.53	-182.23
-30.06	-184.06
-30.89	-185.9
-31.6	-187.73
-32.38	-189.53
-33.21	-191.34
-34.19	-193.15
-35.1	-194.91
-36.28	-196.66
-37.49	-198.4
-38.87	-200.09
-40.28	-201.47
-40.52	-197.76
-40.21	-195.83
-39.96	-193.88
-39.72	-191.98
-39.45	-190.05
-39.14	-188.13
-38.78	-186.2
-38.49	-184.28
-38.18	-182.36
-37.87	-180.44
-37.51	-178.53
-37.27	-176.58
-36.69	-174.69
-36.42	-172.78
-36.06	-170.85
-35.66	-168.95
-35.21	-167.05
-34.88	-165.15
-34.5	-163.24
-34.17	-161.33
-33.83	-159.43
-33.32	-157.52
-32.96	-155.61
-32.54	-153.7
-32.31	-151.79
-31.87	-149.88
-31.49	-147.98
-31.07	-146.07
-30.66	-144.16
-30.42	-142.25
-29.93	-140.34
-29.66	-138.43
-29.28	-136.53
-28.92	-134.61
-28.5	-132.71
-28.12	-130.78
-27.79	-128.88
-27.36	-126.98
-26.98	-125.07
-26.72	-123.16
-26.27	-121.25
-26.03	-119.34
-25.62	-117.44
-25.16	-115.51
-24.87	-113.61
-24.44	-111.68
-24.17	-109.77
-23.93	-107.86
-23.55	-105.94
-23.19	-104.04
-22.79	-102.13
-22.48	-100.21
-22.08	-98.3
-21.85	-96.39
-21.45	-94.48
-21.05	-92.56
-20.76	-90.65
-20.41	-88.73
-20.05	-86.82
-19.78	-84.91
-19.51	-83
-19.18	-81.08
-18.75	-79.17
-18.53	-77.26
-18.2	-75.35
-17.75	-73.43
-17.55	-71.51
-17.24	-69.59
-16.86	-67.67
-16.57	-65.75
-16.12	-63.84
-15.88	-61.94
-15.52	-60.01
-15.12	-58.11
-14.92	-56.2
-14.61	-54.28
-14.25	-52.32
-13.83	-50.45
-13.54	-48.52
-13.22	-46.61
-12.91	-44.69
-12.62	-42.78
-12.26	-40.87
-11.91	-38.95
-11.48	-37.04
-11.15	-35.12
-10.77	-33.22
-10.5	-31.31
-10.1	-29.4
-9.81	-27.46
-9.39	-25.57
-9.14	-23.66
-8.7	-21.74
-8.41	-19.83
-8.07	-17.92
-7.69	-16.01
-7.34	-14.09
-6.96	-12.18
-6.62	-10.27
-6.27	-8.36
-5.91	-6.44
-5.62	-4.54
-5.26	-2.69
-4.93	-0.76
-4.61	1.14
-4.26	3.07
-3.86	4.98
-3.46	6.87
-3.12	8.8
-2.81	10.69
-2.38	12.61
-2.12	14.52
-1.72	16.45
-1.36	18.38
-0.91	20.28
-0.58	22.18
-0.31	24.1
0.58	27.91
0.96	29.82
1.3	31.74
1.56	33.65
1.99	35.56
2.39	37.47
2.72	39.38
3.21	41.28
3.61	43.19
3.95	45.1
4.26	47
4.66	48.91
5.02	50.82
5.51	52.72
5.89	54.63
6.22	56.53
6.58	58.45
7.05	60.35
7.32	62.27
7.76	64.16
8.28	66.07
8.57	67.97
9.08	69.89
9.48	71.77
9.75	73.67
10.28	75.57
10.55	77.47
11.02	79.39
11.4	81.29
11.91	83.19
12.25	85.08
12.76	87
13.14	88.89
13.58	90.78
13.83	92.68
14.34	94.57
14.86	96.47
15.17	98.36
15.57	100.26
16.06	102.17
16.46	104.04
16.93	105.94
17.35	107.83
17.78	109.72
18.22	111.6
18.67	113.49
19.14	115.37
19.52	117.25
20.1	119.15
20.41	121.03
20.99	122.92
21.41	124.8
21.9	126.68
22.35	128.55
22.93	130.43
23.35	132.3
23.93	134.18
24.38	136.06
24.89	137.93
25.56	139.8
26.07	141.69
26.63	143.56
27.14	145.43
27.7	147.29
28.26	149.15
28.88	151.02
29.49	152.88
30.09	154.74
30.69	156.59
31.31	158.46
31.96	160.3
32.59	162.17
33.23	164.01
33.92	165.84
34.59	167.68
35.33	169.52
35.95	171.35
36.82	173.18
37.47	175.01
38.34	176.82
39.12	178.64
39.95	180.44
40.95	182.25
41.89	184.02
42.85	185.81
43.87	187.56
45.03	189.3
46.41	190.99
47.73	192.66
49.27	194.29
50.38	195.3
51.28	195.83
53.8	197.21
65.24	192.61
65.42	190.61
65.5	174.63
65.28	172.7
64.88	170.8
64.57	168.89
64.28	166.98
63.72	165.09
63.27	163.2
62.85	161.31
62.43	159.42
61.85	157.53
61.42	155.64
60.98	153.75
60.62	151.85
60.15	149.98
59.68	148.08
59.17	146.2
58.79	144.31
58.32	142.42
57.88	140.54
57.43	138.65
57.01	136.75
56.58	134.86
56.2	132.97
55.74	131.11
55.36	129.22
55.04	127.33
54.49	125.42
54.09	123.54
53.71	121.65
53.33	119.76
52.86	117.88
52.5	115.99
51.97	114.1
51.57	112.21
51.21	110.31
50.81	108.43
50.38	106.54
49.85	104.65
49.45	102.77
49.02	100.88
48.67	98.99
48.13	97.1
47.68	95.21
47.26	93.33
46.84	91.42
46.35	89.55
45.9	87.67
45.43	85.78
45.03	83.89
44.58	81.99
44.07	80.11
43.63	78.22
43.27	76.33
42.71	74.44
42.29	72.55
41.8	70.66
41.44	68.77
40.9	66.88
40.39	64.99
40.03	63.08
39.48	61.19
39.1	59.29
38.67	57.42
38.16	55.52
37.67	53.63
37.18	51.74
36.85	49.85
36.36	47.97
35.8	46.07
35.33	44.18
34.93	42.29
34.37	40.39
34.04	38.51
33.48	36.6
33.14	34.71
32.59	32.84
32.25	30.95
31.65	29.06
31.2	27.17
30.87	25.28
30.31	23.39
29.91	21.55
29.46	19.67
29.02	17.77
28.5	15.89
28.21	14
27.68	12.11
27.23	10.22
26.81	8.31
26.45	6.44
25.92	4.54
25.45	2.63
25.11	0.74
24.6	-1.15
24.2	-3.04
23.64	-4.93
23.29	-6.82
22.86	-8.71
22.35	-10.59
21.88	-12.49
21.5	-14.38
21.17	-16.27
20.59	-18.16
20.21	-20.05
19.83	-21.94
19.41	-23.83
18.91	-25.72
18.42	-27.61
18.04	-29.5
17.6	-31.39
17.2	-33.3
16.77	-35.17
16.33	-37.07
15.84	-38.94
15.39	-40.83
14.9	-42.76
14.48	-44.61
14.05	-46.5
13.67	-48.38
13.2	-50.27
12.65	-52.16
12.18	-54.04
11.67	-55.93
11.31	-57.81
10.73	-59.7
10.37	-61.6
9.88	-63.48
9.41	-65.39
8.86	-67.25
8.43	-69.14
7.92	-71.03
7.43	-72.91
7	-74.79
6.45	-76.67
5.98	-78.56
5.38	-80.44
4.89	-82.32
4.33	-84.19
3.86	-86.07
1.94	-89.64
1.54	-91.55
1.18	-93.46
0.74	-95.36
0.45	-97.26
-0.04	-99.16
-0.56	-101.05
-0.94	-102.94
-1.47	-104.83
-1.98	-106.71
-2.47	-108.6
-2.99	-110.48
-3.43	-112.36
-4.01	-114.24
-4.5	-116.11
-4.95	-117.99
-5.6	-119.86
-6.06	-121.73
-6.71	-123.62
-7.18	-125.49
-7.78	-127.35
-8.29	-129.22
-8.87	-131.08
-9.43	-132.96
-10.03	-134.8
-10.73	-136.66
-11.19	-138.55
-11.95	-140.37
-12.33	-142.23
-13.05	-144.1
-13.65	-145.94
-14.21	-147.79
-14.94	-149.63
-15.61	-151.48
-16.15	-153.33
-16.84	-155.18
-17.46	-157.01
-18.04	-158.87
-18.75	-160.69
-19.4	-162.53
-20.18	-164.36
-20.81	-166.19
-21.54	-168.01
-22.23	-169.83
-23.01	-171.66
-23.86	-173.47
-24.62	-175.29
-25.47	-177.1
-26.16	-178.91
-27.19	-180.69
-28.17	-182.48
-29.06	-184.26
-30.13	-186.03
-31.2	-187.78
-32.43	-189.51
-33.65	-191.24
-35.15	-192.93
-36.73	-194.55
-38.74	-196.11
-41.44	-197.52
-45.83	-198.53
-56.54	-198.05
-62.85	-194.58
-62.69	-192.58
-62.91	-190.58
-63.11	-180.64
-62.67	-178.72
-62.45	-176.79
-62.13	-174.9
-61.67	-173
-61.33	-171.09
-60.95	-169.15
-60.53	-167.28
-60.13	-165.38
-59.7	-163.48
-59.32	-161.59
-58.74	-159.7
-58.41	-157.8
-58.03	-155.9
-57.56	-154.03
-57.18	-152.15
-56.83	-150.26
-56.33	-148.37
-55.93	-146.49
-55.35	-144.6
-55.11	-142.69
-54.75	-140.82
-54.17	-138.92
-53.81	-137.05
-53.48	-135.16
-53.03	-133.26
-52.5	-131.39
-52.14	-129.51
-51.65	-127.62
-51.32	-125.73
-50.76	-123.85
-50.2	-121.95
-49.78	-120.08
-49.47	-118.2
-48.91	-116.32
-48.48	-114.43
-47.97	-112.54
-47.53	-110.64
-47.08	-108.78
-46.57	-106.9
-45.99	-105.01
-45.47	-103.13
-45.09	-101.23
-44.65	-99.34
-44.16	-97.46
-43.53	-95.58
-43.04	-93.69
-42.69	-91.81
-42.06	-89.92
-41.64	-88.05
-41.12	-86.16
-40.61	-84.27
-40.19	-82.39
-39.63	-80.51
-39.21	-78.63
-38.69	-76.75
-38.16	-74.85
-37.71	-72.99
-37.13	-71.1
-36.64	-69.22
-36.11	-67.34
-35.57	-65.46
-35.21	-63.58
-34.59	-61.7
-34.23	-59.82
-33.7	-57.93
-33.07	-56.06
-32.74	-54.18
-32.18	-52.3
-31.6	-50.42
-31.18	-48.51
-30.66	-46.65
-30.2	-44.78
-29.62	-42.89
-29.17	-41.02
-28.63	-39.13
-28.1	-37.24
-27.54	-35.37
-27.12	-33.5
-26.58	-31.62
-26.05	-29.74
-25.56	-27.87
-24.89	-25.99
-24.53	-24.12
-24	-22.24
-23.44	-20.37
-22.9	-18.48
-22.48	-16.68
-21.99	-14.81
-21.56	-12.93
-21.05	-11.06
-20.41	-9.18
-19.94	-7.31
-19.54	-5.42
-18.93	-3.56
-18.44	-1.68
-18.02	0.19
-17.37	2.05
-16.9	3.93
-16.5	5.8
-15.88	7.67
-15.41	9.54
-14.85	11.41
-14.29	13.28
-13.71	15.16
-13.27	17.03
-12.76	18.88
-12.04	20.76
-11.48	22.61
-10.95	24.48
-10.46	26.34
-9.9	28.21
-9.21	30.07
-8.67	31.93
-8.07	33.79
-7.56	35.66
-7	37.52
-6.31	39.37
-5.82	41.24
-5.04	43.11
-4.48	44.95
-3.9	46.8
-3.3	48.65
-2.7	50.51
-2.03	52.37
-1.45	54.23
-0.71	56.09
0.87	59.7
1.36	61.59
1.96	63.46
2.68	65.32
3.26	67.18
3.9	69.04
4.46	70.89
5.11	66.8
5.44	68.72
5.73	70.64
6.18	72.54
6.56	74.44
7.07	76.34
7.58	78.21
8.05	80.08
8.63	81.96
9.26	83.82
9.86	85.68
10.46	87.54
11.04	89.4
11.67	91.24
12.34	93.09
12.89	94.94
13.58	96.78
14.28	98.62
14.92	100.46
15.64	102.3
16.24	104.14
17	105.98
17.64	107.81
18.27	109.64
19.05	111.47
19.69	113.29
20.39	115.12
21.17	116.94
21.93	118.76
22.59	120.6
23.4	122.4
24.24	124.22
24.96	126.06
25.76	127.85
26.54	129.66
27.41	131.49
28.17	133.3
29.06	135.08
29.89	136.89
30.82	138.71
31.69	140.51
32.59	142.31
33.43	144.1
34.37	145.89
35.31	147.68
36.33	149.48
37.27	151.24
38.34	153.01
39.3	154.8
40.37	156.54
41.48	158.3
42.51	160.05
43.69	161.79
44.85	163.51
46.19	165.22
47.39	166.91
48.96	168.58
50.41	170.21
51.68	171.43
52.06	171.8
54.35	173.26
66.06	168.59
66.06	166.57
66.17	164.6
66.22	162.6
66.04	160.65
65.77	158.75
65.37	156.83
65.06	154.92
64.66	152.99
64.21	151.12
63.74	149.23
63.3	147.33
62.85	145.44
62.36	143.55
61.91	141.66
61.47	139.78
61.02	137.89
60.6	136
60.17	134.11
59.64	132.23
59.19	130.31
58.9	128.45
58.32	126.57
57.88	124.68
57.52	122.76
57.01	120.89
56.67	119.01
56.16	117.12
55.83	115.22
55.33	113.34
54.93	111.46
54.53	109.55
54.09	107.69
53.64	105.8
53.22	103.92
52.79	102.03
52.37	100.14
51.94	98.25
51.5	96.37
51.03	94.48
50.63	92.59
50.16	90.71
49.83	88.82
49.38	86.93
48.8	85.05
48.44	83.15
48.04	81.28
47.46	79.4
47.15	77.51
46.66	75.63
46.1	73.74
45.7	71.86
45.08	69.98
44.7	68.09
44.18	66.21
43.78	64.32
43.31	62.43
42.76	60.54
42.24	58.66
41.75	56.77
41.26	54.89
40.75	53.01
40.26	51.13
39.79	49.25
39.3	47.37
38.79	45.49
38.3	43.61
37.69	41.73
37.25	39.85
36.76	37.97
36.18	36.07
35.69	34.21
35.13	32.31
34.68	30.45
34.15	28.58
33.7	26.7
33.08	24.84
32.7	23
32.07	21.13
31.63	19.25
31.11	17.38
30.62	15.5
30.04	13.63
29.55	11.75
28.95	9.88
28.35	8.01
27.84	6.14
27.39	4.27
26.76	2.38
26.27	0.51
25.72	-1.36
25.2	-3.23
24.65	-5.09
24.04	-6.96
23.55	-8.83
23	-10.69
22.44	-12.56
21.84	-14.42
21.3	-16.28
20.79	-18.15
20.25	-20.01
19.74	-21.89
19.14	-23.74
18.56	-25.6
17.98	-27.46
17.46	-29.33
16.93	-31.18
16.28	-33.04
15.73	-34.93
15.15	-36.76
14.57	-38.62
14.01	-40.47
13.38	-42.33
12.8	-44.17
12.13	-46.03
11.53	-47.88
11	-49.75
10.26	-51.58
9.75	-53.43
9.1	-55.29
8.45	-57.15
7.83	-59
7.12	-60.86
6.45	-62.71
5.78	-64.55
0.14	-79.25
-0.56	-81.1
-1.14	-82.96
-1.8	-84.81
-2.45	-86.65
-3.1	-88.5
-3.86	-90.34
-4.53	-92.17
-5.15	-94.02
-5.93	-95.85
-6.6	-97.71
-7.45	-99.52
-8.07	-101.35
-8.72	-103.18
-9.57	-105.01
-10.37	-106.83
-11.06	-108.65
-11.86	-110.48
-12.58	-112.3
-13.27	-114.12
-13.96	-115.94
-14.9	-117.77
-15.63	-119.59
-16.41	-121.41
-17.13	-123.21
-18	-125.03
-18.78	-126.82
-19.67	-128.63
-20.38	-130.45
-21.3	-132.23
-22.06	-134.03
-22.84	-135.83
-23.77	-137.62
-24.64	-139.42
-25.51	-141.22
-26.34	-143.01
-27.39	-144.8
-28.28	-146.58
-29.13	-148.37
-30.11	-150.16
-31.02	-151.94
-32	-153.73
-32.98	-155.48
-33.94	-157.26
-35.08	-159.02
-36.22	-160.78
-37.36	-162.52
-38.49	-164.25
-39.79	-165.98
-41.06	-167.68
-42.55	-169.37
-44	-171.05
-45.43	-172.72
-47.17	-174.35
-48.93	-175.94
-50.67	-177.52
-51.16	-177.9
-52.88	-179.01
-55.44	-180.37
-58.97	-181.51
-63.09	-178.6
-62.87	-176.67
-62.51	-174.74
-62.38	-172.83
-61.87	-170.88
-61.49	-169.01
-61.31	-167.09
-60.82	-165.19
-60.57	-163.26
-60.15	-161.38
-59.72	-159.48
-59.3	-157.59
-58.72	-155.7
-58.41	-153.81
-58.03	-151.92
-57.54	-150.03
-57.09	-148.14
-56.78	-146.25
-56.27	-144.36
-55.8	-142.48
-55.47	-140.59
-55.04	-138.7
-54.57	-136.81
-54.22	-134.91
-53.86	-133.04
-53.46	-131.15
-52.97	-129.26
-52.57	-127.39
-52.16	-125.5
-51.67	-123.62
-51.21	-121.73
-50.78	-119.84
-50.2	-117.94
-49.76	-116.08
-49.31	-114.19
-48.95	-112.31
-48.48	-110.42
-47.97	-108.54
-47.53	-106.66
-47.03	-104.78
-46.48	-102.89
-46.01	-100.99
-45.56	-99.11
-45.12	-97.22
-44.65	-95.34
-44	-93.45
-43.51	-91.57
-43.04	-89.69
-42.66	-87.79
-42.15	-85.93
-41.68	-84.04
-41.01	-82.16
-40.52	-80.28
-40.1	-78.4
-39.56	-76.52
-39.03	-74.64
-38.52	-72.76
-38.09	-70.87
-37.56	-69
-37.02	-67.13
-36.57	-65.23
-36.06	-63.37
-35.53	-61.49
-34.95	-59.61
-34.43	-57.73
-33.88	-55.85
-33.5	-53.97
-32.92	-52.08
-32.36	-50.22
-31.87	-48.32
-31.42	-46.46
-30.8	-44.57
-30.24	-42.71
-29.79	-40.83
-29.3	-38.95
-28.7	-37.08
-28.21	-35.21
-27.63	-33.34
-27.14	-31.47
-26.61	-29.59
-26.03	-27.72
-25.56	-25.85
-24.93	-24
-24.42	-22.12
-23.86	-20.26
-23.26	-18.4
-22.77	-16.59
-22.21	-14.72
-21.68	-12.84
-21.28	-10.98
-20.61	-9.11
-20.16	-7.24
-19.6	-5.39
-19.11	-3.53
-18.51	-1.66
-17.86	0.2
-17.31	2.05
-16.75	3.93
-16.21	5.78
-15.7	7.63
-15.05	9.49
-14.41	11.35
-13.94	13.2
-13.34	15.08
-12.76	16.91
-12.06	18.78
-11.35	20.62
-10.73	22.47
-10.12	24.31
-9.54	26.16
-8.81	28.01
-8.21	29.86
-7.56	31.71
-6.89	33.54
-6.22	35.39
-5.51	37.23
-4.79	39.07
-4.15	40.9
-3.32	42.74
-2.7	44.58
-1.89	46.42
-1.34	48.26
-0.53	50.1
0.36	51.9
1.03	53.76
1.67	55.6
2.45	57.45
3.1	59.27
3.97	61.1
4.69	62.95
5.38	64.76
6.09	66.6
6.83	68.42
8.54	68.09
8.86	69.98
9.44	71.88
9.97	73.74
10.57	75.6
11.09	77.45
11.69	79.31
12.49	81.16
13.09	82.99
13.78	84.86
14.59	86.66
15.32	88.49
16.01	90.31
16.77	92.13
17.51	93.95
18.27	95.77
19	97.59
19.74	99.39
20.61	101.2
21.41	103.01
22.19	104.83
23.06	106.62
23.82	108.43
24.67	110.24
25.58	112.02
26.54	113.82
27.37	115.61
28.26	117.4
29.13	119.19
30.07	120.97
30.96	122.76
32.01	124.54
32.97	126.32
33.99	128.1
34.93	129.87
36.02	131.64
37.14	133.4
38.12	135.17
39.28	136.92
40.46	138.65
41.69	140.38
42.85	142.1
44.16	143.81
45.61	145.48
47.06	147.14
48.71	148.75
50.12	149.99
50.56	150.32
52.84	151.78
55.76	153.04
62.52	153.51
89.68	145.47
89.39	143.54
89.15	141.62
88.79	139.71
88.34	137.8
87.9	135.92
87.45	134.03
87	132.14
86.6	130.25
86.09	128.36
85.67	126.48
85.09	124.6
84.68	122.68
84.28	120.83
83.79	118.95
83.21	117.07
82.79	115.19
82.3	113.31
81.85	111.4
81.45	109.52
80.83	107.62
80.36	105.77
79.98	103.88
79.42	102
