"Zhou et al. 1987, Specimen 32207"	
1.6236	14.146
1.439	11.56
1.3837	10.504
1.3468	8.9734
1.2915	7.6012
1.1808	6.1231
1.0701	4.8034
0.97782	3.4311
0.90402	2.5865
0.84868	1.0029
0.79332	-0.10557
0.73797	-1.3196
0.71953	-2.4281
0.71953	-4.1172
0.70108	-5.0672
0.59038	-6.3344
0.38744	-9.343
0.31364	-10.451
0.2214	-11.613
0.12915	-12.774
0.036899	-13.988
-0.1107	-15.783
-0.1107	-17.208
-0.1107	-18.844
-0.1476	-20.164
-0.2214	-21.273
-0.29519	-22.539
-0.33209	-23.753
-0.38744	-24.968
-0.40589	-25.759
-0.47968	-27.237
-0.51659	-28.293
-0.53504	-29.401
-0.55348	-30.457
-0.55348	-31.671
-0.59038	-32.78
-0.64573	-34.786
-0.75642	-36.158
-0.84868	-37.108
-0.94092	-38.428
-1.107	-40.434
-1.2361	-41.753
-1.3652	-42.967
-1.4944	-44.129
-1.6604	-45.605
-1.8633	-46.611
-2.011	-47.456
-2.177	-48.247
-2.3246	-49.088
-2.5091	-49.778
-2.6383	-50.409
-2.7489	-50.992
-2.8966	-51.468
-2.9704	-50.463
-2.9704	-49.831
-2.9334	-48.296
-2.8966	-47.772
-2.7675	-46.397
-2.6751	-45.503
-2.546	-43.284
-2.4907	-42.017
-2.4538	-39.536
-2.4354	-38.481
-2.4168	-36.474
-2.38	-34.996
-2.3246	-33.519
-2.2324	-31.829
-2.177	-30.035
-2.1217	-28.293
-2.0479	-26.129
-1.9557	-24.915
-1.8265	-22.961
-1.7158	-21.589
-1.642	-20.217
-1.5128	-18.369
-1.3837	-16.575
-1.2361	-14.305
-1.1254	-12.458
-1.0332	-10.979
-0.92246	-9.7127
-0.77488	-7.4953
-0.59038	-4.9617
-0.51659	-3.4838
-0.38744	-1.2141
-0.1476	1.6891
0	3.3255
0.036899	5.4368
0.12915	7.0732
0.25829	8.1287
0.35053	9.1847
0.47968	10.557
0.53504	11.138
0.59038	12.193
0.71953	14.305
0.77488	15.677
0.86712	17.05
0.95937	18
1.0147	19.372
1.0516	20.111
1.107	21.483
1.1254	23.173
0.99626	24.017
0.99626	25.073
1.0516	25.443
1.2361	27.184
1.273	28.187
1.4022	29.401
1.5128	30.351
1.642	31.249
1.6789	31.513
1.8633	33.466
1.8819	35.577
1.9925	36.95
2.0295	38.058
2.1401	39.431
2.2692	40.592
2.343	41.753
2.4168	42.914
2.6013	44.287
2.7859	45.819
2.915	46.557
3.0442	47.665
3.1364	48.51
3.3024	49.671
3.3763	50.147
3.5607	51.148
3.6899	51.784
3.7083	50.516
3.7452	49.511
3.8006	48.247
3.8006	47.242
3.8006	45.765
3.7452	44.129
3.7083	42.703
3.6899	41.436
3.6714	40.169
3.5239	38.164
3.4685	36.95
3.3763	34.627
3.1364	31.671
2.915	29.876
2.8227	28.768
2.7121	27.554
2.5276	25.601
2.343	23.489
2.2692	22.328
2.2324	21.008
2.1401	19.794
2.0295	18.528
1.9187	17.525
1.7896	16.152
1.7158	14.938
1.642	13.883
1.273	6.7565
0.99626	3.695
0.88557	2.2698
0.79332	0.73899
0.73797	0.10557
0.71953	-1.7419
0.70108	-3.0616
0.70108	-4.0644
0.70108	-4.8563
0.60883	-6.2815
0.59038	-7.2316
0.55348	-7.9704
0.49813	-9.1317
0.44279	-9.9764
0.38744	-11.296
0.29519	-12.193
0.18449	-13.566
0.092246	-14.727
-0.055348	-19.319
-0.1476	-21.483
-0.25829	-22.486
-0.40589	-24.281
-0.47968	-25.706
-0.55348	-27.29
-0.62728	-28.768
-0.68262	-30.404
-0.77488	-32.146
-0.81177	-33.413
-0.86712	-35.155
-0.92246	-36.58
-0.99626	-38.111
-1.0701	-39.536
-1.1992	-40.592
-1.3284	-42.017
-1.439	-43.389
-1.5498	-44.445
-1.6789	-45.765
-1.7896	-46.45
-1.9187	-47.402
-2.0295	-48.087
-2.1217	-48.35
-2.2324	-48.826
-2.3616	-49.302
-2.4722	-49.564
-2.8043	-50.463
-3.4131	-51.57
-3.5607	-51.677
-3.8744	-51.939
-4.2433	-52.046
-4.723	-52.099
-5.461	-52.099
-5.9407	-52.099
-6.2728	-51.939
-6.4941	-51.623
-6.8263	-50.938
-7.0476	-50.463
-7.103	-50.254
-7.1215	-50.093
-7.1584	-49.355
-7.1768	-48.563
-7.1768	-47.505
-7.1584	-46.82
-7.0846	-45.605
-7.0476	-45.027
-6.9738	-43.654
-6.9554	-43.073
-6.8816	-41.964
-6.8078	-40.909
-6.7156	-40.011
-6.5865	-38.639
-6.4573	-37.214
-6.3835	-36.527
-6.3097	-35.577
-6.162	-34.363
-5.9591	-32.516
-5.8115	-31.091
-5.6455	-29.243
-5.5164	-28.187
-5.3688	-26.973
-5.2396	-25.812
-5.0551	-23.806
-4.8522	-21.642
-4.6862	-20.058
-4.557	-19.003
-4.3357	-17.366
-4.188	-16.205
-4.022	-13.355
-3.7636	-10.979
-3.6161	-8.9734
-3.3578	-6.9678
-3.0996	-5.0672
-2.8781	-3.6422
-2.6383	-1.6891
-2.4722	-0.21114
-2.2508	1.6363
-2.0848	3.1671
-1.9371	4.4867
-1.7342	5.8064
-1.5682	7.1261
-1.3099	9.1847
-1.1439	10.979
-0.90402	12.405
-0.70108	13.566
-0.46124	14.938
-0.16604	16.575
0.092246	18.263
0.38744	20.639
0.53504	21.958
0.95937	23.964
1.2361	26.921
1.4206	28.504
1.6052	30.351
1.7342	31.513
1.9371	32.991
2.1586	34.416
2.5645	36.686
2.7121	38.111
2.8412	39.325
2.9519	40.434
3.0256	41.067
3.118	42.492
3.284	44.129
3.5977	45.29
3.7636	45.765
4.0589	46.713
4.2433	47.611
4.4279	48.67
4.5201	49.302
4.6124	49.987
4.6492	50.2
5.0921	50.302
5.3318	50.2
5.7193	49.778
6.0883	49.511
6.3097	49.302
6.6971	49.088
7.0108	48.879
7.1953	48.563
7.3797	48.087
7.5827	47.135
7.6196	46.664
7.6196	45.975
7.5827	44.974
7.3429	40.592
7.1953	39.167
7.1399	36.527
7.0662	34.68
6.8816	32.252
6.6418	30.721
6.4573	29.349
6.2544	27.554
6.1252	25.865
5.9223	23.912
5.7193	22.117
5.3504	19.478
5.1289	17.63
4.9075	15.888
4.6124	13.566
4.2619	10.874
4.0404	8.868
3.6899	6.0702
3.3024	3.0616
3.0072	1.0557
2.7305	-0.73899
2.5091	-2.1114
2.214	-4.1172
2.0479	-5.5951
1.9187	-6.7036
1.7711	-8.1817
1.5312	-10.61
1.3284	-12.405
1.2177	-14.252
0.99626	-16.469
0.79332	-18.263
0.68262	-19.689
0.38744	-21.695
0.1476	-23.067
-0.18449	-25.178
-0.31364	-25.918
-0.46124	-26.762
-0.77488	-28.029
-1.1808	-29.296
-1.5312	-30.457
-1.7896	-31.301
-2.1586	-32.832
-2.343	-33.783
-2.5829	-35.155
-2.7675	-35.999
-3.284	-37.847
-3.5977	-39.167
-3.7822	-40.011
-3.9851	-41.278
-4.2065	-42.228
-4.4832	-43.284
-4.557	-43.548
-5.1843	-45.343
-6.1068	-45.605
-6.4573	-45.712
-6.8632	-45.819
-7.2321	-45.872
-7.6934	-45.872
-8.2285	-45.659
-8.6158	-45.343
-8.9479	-44.974
-9.2616	-44.445
-9.5937	-43.917
-9.852	-43.179
-10.055	-42.07
-10.369	-40.434
-10.461	-38.956
-10.461	-37.953
-10.369	-36.58
-10.295	-35.736
-9.9626	-32.938
-9.7782	-30.141
-9.6491	-28.293
-9.4461	-26.023
-9.2432	-24.176
-9.0402	-22.064
-8.8741	-20.322
-8.7081	-18.791
-8.5052	-17.05
-8.2838	-15.255
-8.0809	-13.302
-7.8779	-11.454
-7.675	-9.7651
-7.3613	-6.8619
-7.1768	-5.3843
-7.0292	-4.2228
-6.8447	-2.5865
-6.6233	-1.0557
-6.3097	0.95014
-6.1436	2.2698
-5.9223	3.9589
-5.6639	6.0177
-5.2581	9.1847
-4.9997	11.771
-4.8153	13.671
-4.5938	15.255
-3.9112	17.841
-3.6161	19.161
-3.2286	20.903
-2.6937	22.698
-2.343	23.753
-1.9741	25.073
-1.6236	26.287
-1.3468	27.079
-0.99626	28.134
-0.51659	29.56
-0.23984	30.457
0.055348	31.46
0.40589	32.727
0.68262	33.677
1.0147	34.68
1.4022	35.894
1.6789	36.686
2.0295	37.636
2.4168	38.639
2.7675	39.642
3.0626	40.275
3.4315	41.014
3.8006	41.859
4.1695	42.651
4.5016	43.442
4.9813	44.551
5.1289	45.129
5.3688	45.503
5.5348	45.605
5.8853	45.396
6.1436	45.343
6.5495	45.396
6.937	45.552
7.3245	45.921
7.638	46.241
7.841	46.344
8.1731	45.921
8.2838	44.445
8.4498	43.759
8.6343	42.703
8.8557	41.911
9.28	40.961
9.7043	40.434
9.8151	40.222
10.073	39.484
10.147	38.111
10.147	37.214
10.166	35.789
10.166	34.046
10.036	32.357
9.852	29.085
9.6675	27.765
9.5199	26.393
9.28	24.862
9.0402	23.12
8.8188	21.589
8.6343	19.794
8.4314	18.158
8.2469	16.891
8.0439	15.255
7.8779	14.199
7.6196	12.616
7.4351	11.349
7.2321	10.293
7.0662	9.2901
6.7709	7.4428
6.6233	6.5452
6.365	5.5427
6.0883	4.2228
5.8115	2.9032
5.5717	1.8475
5.3688	0.84454
5.0921	-0.42228
4.9445	-1.3196
4.7968	-2.3753
4.7046	-3.5894
4.6124	-4.7505
4.4832	-6.3344
4.3725	-8.3929
4.2803	-9.7651
4.1511	-11.19
3.9851	-12.405
3.7083	-14.252
3.4501	-15.466
3.1548	-16.628
2.8966	-17.683
2.6198	-18.95
2.343	-20.058
2.0295	-21.273
1.7158	-22.328
1.439	-23.384
1.1808	-24.387
0.94092	-25.337
0.60883	-26.551
0.35053	-27.501
-0.036899	-28.768
-0.40589	-29.929
-0.64573	-30.774
-0.88557	-31.671
-1.1439	-32.463
-1.439	-33.413
-1.7527	-34.258
-2.1586	-34.996
-2.4722	-35.524
-2.7489	-35.947
-3.1364	-36.369
-3.4501	-36.739
-3.8928	-37.161
-4.3541	-37.636
-4.9813	-38.744
-5.3504	-39.008
-5.7563	-39.272
-6.2728	-39.747
-6.5679	-39.853
-6.937	-39.959
-7.3613	-40.169
-7.8964	-40.697
-8.2285	-40.909
-8.5974	-41.014
-8.9479	-41.014
-9.3908	-40.486
-9.6859	-39.589
-9.9626	-38.691
-10.11	-36.474
-10.11	-35.155
-10.055	-33.941
-9.9812	-32.304
-9.8889	-31.143
-9.8889	-31.301
-9.7782	-29.454
-9.6675	-27.976
-9.5937	-26.656
-9.4276	-25.284
-9.2062	-23.226
-9.0033	-21.695
-8.8003	-19.689
-8.579	-17.525
-8.376	-16.047
-8.1915	-14.252
-7.9332	-12.035
-7.7302	-10.61
-7.472	-8.3929
-7.2875	-6.8619
-7.1584	-5.701
-6.9738	-4.0644
-6.734	-2.2698
-5.9776	3.0088
-5.6455	4.0644
-5.4794	4.8563
-4.8707	7.3899
-4.6862	8.0762
-4.4648	9.0793
-4.3171	9.7127
-3.4315	12.774
-2.4168	16.575
-1.7342	19.267
-1.3284	21.061
-0.88557	22.856
-0.57193	23.964
-0.35053	24.651
0.18449	26.34
0.57193	27.554
1.0332	28.662
1.4206	29.718
1.6789	30.299
2.0295	30.985
2.5829	32.041
2.9519	32.569
3.3763	33.044
3.7822	33.624
4.6308	35.524
4.9997	36.58
5.2765	37.319
5.9961	39.272
6.236	39.8
6.9738	40.856
7.3983	41.331
7.8964	41.911
8.8373	42.862
9.2062	43.337
9.7413	43.654
10.239	43.759
10.848	44.129
11.512	44.339
12.103	44.498
13.155	44.339
13.376	44.023
13.56	43.601
13.708	42.281
13.708	40.117
13.616	39.061
13.376	35.366
13.321	31.46
13.246	28.926
13.118	26.973
12.971	24.703
12.841	22.328
12.73	19.636
12.638	17.05
12.398	13.988
12.158	11.454
11.955	8.815
11.752	6.4398
11.568	4.5921
11.402	2.6393
11.199	0.73899
10.959	-1.1085
10.682	-3.0088
10.387	-5.2784
10.092	-6.9678
9.8335	-8.5513
9.5199	-10.24
9.28	-11.613
9.0033	-13.196
8.745	-14.885
8.542	-15.994
8.3576	-16.522
8.1177	-16.363
8.0255	-16.311
7.8041	-16.838
7.5642	-19.319
7.4167	-20.533
7.1215	-22.698
6.9554	-23.384
6.7156	-23.331
6.6418	-23.384
6.4573	-24.387
6.3097	-25.865
6.162	-26.868
5.8301	-28.451
5.6086	-29.454
5.3872	-30.404
5.1105	-31.513
4.7415	-32.938
4.3909	-34.258
4.0957	-35.577
3.8928	-36.422
3.6714	-37.478
3.3947	-38.639
3.1733	-39.536
2.9888	-40.222
2.8227	-40.75
2.7489	-40.909
2.6567	-40.909
2.546	-40.75
2.4722	-40.539
2.3246	-40.434
2.1586	-40.381
1.9187	-40.539
1.6052	-40.644
1.3284	-41.014
1.0885	-41.489
0.90402	-42.07
0.70108	-42.809
0.42433	-43.706
0.2214	-43.495
0.1476	-43.02
0.073797	-42.651
0.018449	-42.334
-0.1476	-41.806
