"Bayrak and Sheikh 1996, ES1-HT"	
-4.139225013	-84.6705042
-4.387977132	-88.28815126
-4.647676588	-91.5612605
-4.794249522	-94.23142857
-5.06365456	-97.07386555
-5.285354664	-100.5192437
-5.486860715	-103.8784874
-5.416663863	-100.1747059
-5.17018093	-96.64319328
-5.0489077	-92.93941176
-4.820485021	-89.06336134
-4.591318815	-85.35957983
-4.412230681	-81.56966387
-4.18434187	-77.86588235
-4.023980685	-74.24823529
-3.867321701	-70.45831933
-3.533269594	-66.75453782
-3.371309525	-63.22302521
-3.107149898	-59.26084034
-2.99565978	-55.29865546
-2.697228977	-51.59487395
-2.483972826	-48.06336134
-2.397828743	-44.18731092
-2.100170684	-40.3112605
-1.90740506	-36.92617647
-1.817200213	-33.90285714
-1.561421703	-30.25936975
-1.313785324	-26.33163866
-1.155007937	-22.37806723
-0.937131488	-18.26084034
-0.76858251	-14.46231092
-0.573374973	-10.80159664
-0.341296909	-6.804957983
-0.142758343	-2.894453782
-0.000111693	0.843781513
0.230967447	5.064369748
0.450963572	8.768151261
0.601797192	12.36857143
0.817757838	16.64084034
0.99747702	20.57718487
1.14754918	24.6814916
1.372703343	28.62214286
1.558449755	31.80136555
1.787683424	35.43537815
1.942622138	39.47508403
2.199759815	43.31668067
2.313148616	46.63285714
2.511797507	50.41415966
2.74075909	54.43663866
2.911727734	58.21794118
3.2109635	62.44714286
3.476051255	66.61605042
3.804854116	70.78495798
3.993649022	74.54903361
4.210652734	78.02886555
4.46883608	82.28390756
4.697145798	85.14357143
4.953692563	89.0110084
5.293483276	92.82676471
5.559837194	96.21184874
5.846682577	99.57109244
5.946547137	101.8105882
6.288938624	104.4807563
6.562421231	107.9261345
6.875799581	110.5963025
7.066810985	112.2328571
7.425718181	114.7307563
7.764597873	116.5395798
7.891979089	117.5731933
8.239387227	119.2958824
8.619062461	121.0185714
8.903791725	122.3967227
9.341357117	123.8610084
9.568772389	124.9807563
9.911569508	125.8421008
10.17160322	126.8757143
10.47887513	127.4786555
10.74048655	128.1677311
11.12156088	128.7706723
11.4557259	129.8042857
11.77027585	130.5794958
12.17256465	131.3547059
12.59414011	132.2160504
12.91833404	133.1635294
13.33210594	133.2496639
13.70059149	134.0248739
14.11190836	134.1110084
14.48699194	134.4555462
14.84273243	134.800084
15.24677666	135.1446218
15.56504444	135.3168908
15.9115954	135.9198319
15.79557808	132.129916
15.56070465	129.1152101
15.39190637	126.2727731
15.08985531	122.9996639
14.80237995	120.6740336
14.5580654	116.9702521
14.43184023	116.195042
14.10293094	113.0080672
13.81575294	109.734958
13.56921928	107.3231933
13.31240359	104.997563
13.02939296	101.8967227
12.83098807	99.39882353
12.56219843	96.55638655
12.253786	93.97235294
11.99685288	90.56142857
11.6402609	87.59840336
11.39500076	84.29945378
11.1226189	81.19
10.82231301	78.45092437
10.44890846	75.03138655
10.30897664	72.69714286
10.00788825	70.14756303
9.742659614	66.90890756
9.526900663	63.65302521
9.170389086	60.30239496
8.847413498	56.41773109
8.510736161	54.1610084
8.262256669	49.81983193
7.957503546	46.73621849
7.708415478	43.16163866
7.437482352	39.50953782
7.236891402	36.90827731
7.044678575	33.57487395
6.722051112	29.85386555
6.488370949	27.88052521
6.178731281	24.10266807
6.043982955	21.1017437
5.719497529	17.07151261
5.48723934	13.19546218
5.197147877	9.061008403
4.875316383	5.78789916
4.720317038	1.997983193
4.420558824	-1.49907563
4.097715166	-5.297605042
3.791545323	-9.182268908
3.474431003	-12.79991597
3.279943862	-16.46063025
2.998629826	-20.23331933
2.725325556	-24.10936975
2.56796474	-27.10684874
2.341785059	-30.89676471
2.048653366	-34.21294118
1.795171311	-37.95978992
1.618464124	-40.88836134
1.373671823	-44.44571429
1.206279576	-46.85747899
1.016906518	-50.47512605
0.764688756	-53.74823529
0.523090923	-56.33226891
0.317723815	-59.94991597
0.009492184	-63.99823529
-0.193686266	-67.35747899
-0.454165173	-70.63058824
-0.664561916	-74.24823529
-0.733617209	-76.74613445
-1.101293416	-79.67470588
-1.269536821	-82.94781513
-1.564328078	-86.47932773
-1.867112635	-89.49403361
-2.040017889	-93.02554622
-2.35532904	-96.21252101
-2.614955442	-99.48563025
-2.938620716	-103.1032773
-3.182191776	-106.7209244
-3.471426099	-109.9078992
-3.702651635	-112.8364706
-3.974063379	-115.765042
-4.255012854	-118.4352101
-4.529484333	-121.5360504
-4.700731517	-123.8616807
-5.004711547	-126.1873109
-5.386292625	-128.5990756
-5.666470036	-131.2692437
-5.895677001	-133.0780672
-6.169874271	-134.9730252
-6.336450301	-137.2986555
-6.575578298	-139.2797479
-6.96217342	-140.7440336
-7.254692223	-142.5528571
-7.525916082	-143.672605
-7.768055243	-145.3952941
-8.053623316	-146.6011765
-8.402962433	-147.2902521
-8.781440798	-146.7734454
-9.217039145	-145.1368908
-9.681613167	-144.1032773
-10.08956365	-143.1557983
-10.53594441	-141.2608403
-10.9771887	-139.5381513
-11.40665243	-138.7629412
-11.8497132	-138.3322689
-12.16167743	-138.0738655
-12.49440286	-137.7293277
-12.92956885	-137.212521
-13.31749403	-137.2986555
-13.67776503	-137.212521
-14.04053738	-137.3847899
-13.9626402	-133.5948739
-13.69653909	-129.8910924
-13.52735574	-127.6515966
-13.26296761	-125.067563
-13.02563315	-121.9667227
-12.8576336	-119.8994958
-12.44143587	-117.0570588
-12.17033917	-114.0423529
-12.03337916	-111.9751261
-11.84517931	-109.9940336
-11.49232665	-107.4961345
-11.15809842	-104.7398319
-10.96308841	-102.3280672
-10.69989357	-99.48563025
-10.39968043	-96.47092437
-10.03674871	-93.62848739
-9.869579776	-90.78605042
-9.613252938	-88.37428571
-9.293861375	-85.87638655
-8.948263471	-82.60327731
-8.723851049	-80.10537815
-8.551877587	-77.52134454
-8.28373856	-75.02344538
-7.907518766	-72.43941176
-7.585725596	-68.99403361
-7.301387918	-65.89319328
-6.958146046	-62.70621849
-6.794088751	-60.20831933
-6.497468446	-57.2797479
-6.302082243	-54.35117647
-5.929566502	-51.5087395
-5.664351296	-48.23563025
-5.404487898	-45.13478992
-5.040704235	-42.89529412
-4.739238549	-38.96756303
-4.623195937	-36.62470588
-4.292263319	-34.10096639
-4.11772548	-30.97428571
-3.931081488	-28.8639916
-3.539285417	-26.04739496
-3.349187196	-23.36
-3.104706493	-20.50033613
-2.813890111	-17.53731092
-2.595453969	-14.47953782
-2.203977496	-12.07638655
-2.027646616	-8.045294118
-1.726671709	-5.478487395
-1.347488304	-1.938361345
-1.034880299	1.610378151
-0.719263666	5.581176471
-0.420035647	9.052394958
-0.111559026	13.01457983
0.237733826	16.75281513
0.558276807	20.92172269
0.844407524	24.48338235
1.150430256	27.22762605
1.457314147	30.31985294
1.721783426	34.66878151
2.020536059	37.71794118
2.406474187	41.19777311
2.72689506	44.82403361
3.059248148	48.39861345
3.328861608	51.93012605
3.685364761	54.96205882
3.999217487	58.34714286
4.315524634	61.68915966
4.647719381	65.24651261
4.990868628	67.9597479
5.328545898	71.27592437
5.652693627	73.98915966
5.928705709	76.81436975
6.428733691	79.63096639
6.686975998	82.57676471
7.116583555	85.81542017
7.396049867	88.56310924
7.770656759	91.8189916
8.167327258	94.08432773
8.426601522	96.12571429
8.662268338	97.67613445
8.983744914	100.0017647
9.290335304	102.4996639
9.70092604	104.7391597
9.923699604	106.3757143
10.19595836	108.0984034
10.4750317	110.1656303
10.8156474	112.4912605
11.16866471	114.4723529
11.4970123	116.195042
11.79312986	117.6593277
12.14436111	119.2097479
12.49151811	120.7601681
12.84234342	121.879916
13.10072814	123.5164706
13.31508487	124.550084
13.71368824	126.1866387
14.08895898	127.392521
14.50159727	128.8568067
14.79557718	129.5458824
15.30936324	130.5794958
15.49375096	131.4408403
15.85166954	131.9576471
15.79590578	128.4261345
15.58512516	124.7223529
15.2874266	122.2244538
15.08721401	119.7265546
14.7446546	116.5395798
14.45271396	114.0416807
14.12736489	111.0269748
13.8122221	108.1845378
13.47761871	104.4807563
13.15566008	101.7244538
12.82433066	98.27907563
12.47873124	95.43663866
12.08406493	91.9912605
11.6784471	88.40806723
11.39472189	85.67760504
11.11257072	82.06857143
10.74053437	78.96773109
10.46304728	76.13390756
10.23241935	73.41205882
9.788582992	70.12172269
9.589256693	67.54630252
9.202822112	64.16121849
9.011144779	61.69777311
8.651883119	58.28684874
8.419754338	55.31521008
8.015826837	52.7742437
7.752737656	49.87151261
7.435073582	45.79735294
7.094750719	42.90323529
6.805759382	38.92382353
6.501877976	36.11584034
6.208014789	33.33369748
5.911102334	29.51794118
5.694142309	27.82712185
5.410454936	24.63153361
5.077198922	20.78907563
4.878051783	18.18264706
4.641267385	15.94315126
4.453013497	13.40218487
4.057016826	9.991260504
3.848881835	6.933487395
3.441776802	4.030756303
3.296740381	1.188319328
2.93772178	-1.72302521
2.63066813	-5.073655462
2.307519637	-8.553487395
2.117756751	-10.79298319
1.720560008	-13.9455042
1.461740316	-17.04634454
1.136140225	-20.4744958
0.807409352	-23.54088235
0.640353421	-25.64256303
0.435907924	-28.1060084
0.152832324	-30.87092437
-0.211489502	-34.26462185
-0.568529642	-37.09844538
-0.653719561	-39.42407563
-1.033375475	-42.07701681
-1.294821795	-44.87638655
-1.502632265	-47.89109244
-1.703189058	-50.21672269
-2.052730287	-53.14529412
-2.330668674	-55.38478992
-2.619039346	-58.22722689
-2.919409035	-61.58647059
-3.250577845	-64.08436975
-3.499511946	-66.92680672
-3.883424447	-69.59697479
-4.008202416	-71.14739496
-4.401966249	-73.73142857
-4.603063693	-76.66
-4.877333543	-78.98563025
-5.174286426	-81.1389916
-5.520112332	-84.32596639
-5.885327348	-86.99613445
-6.236364982	-89.40789916
-6.542527004	-92.33647059
-6.843303448	-94.74823529
-7.166571592	-96.64319328
-7.572215764	-99.14109244
-7.84177918	-101.5528571
-8.230496615	-104.0507563
-8.492845745	-106.1179832
-8.808287496	-107.7545378
-9.214328033	-110.0801681
-9.452494286	-111.5444538
-9.788763259	-113.4394118
-10.05111167	-115.6789076
-10.39489162	-116.8847899
-10.59067912	-118.0906723
-10.92061071	-119.6410924
-11.28532075	-121.1915126
-11.60811543	-122.6557983
-11.88596594	-124.0339496
-12.23769991	-125.7566387
-12.49223898	-126.7902521
-12.83842528	-127.9961345
-13.19556512	-128.9436134
-13.54811597	-130.2356303
-13.8550111	-131.0969748
-14.18969535	-131.7860504
-14.11158626	-127.8238655
-13.90896011	-124.3784874
-13.5850457	-121.1915126
-13.22837878	-117.7461345
-12.87173752	-114.5591597
-12.4810244	-111.5444538
-12.2812158	-109.1326891
-12.0808058	-106.6347899
-11.62717953	-103.7062185
-11.39881912	-101.1221849
-10.97172765	-98.02134454
-10.72799306	-94.74823529
-10.37320159	-92.25033613
-9.996486005	-88.63268908
-9.711855809	-86.13478992
-9.336353076	-82.68941176
-8.993328816	-79.76084034
-8.631617017	-76.40159664
-8.382167496	-73.81756303
-8.163191225	-71.14739496
-7.787878625	-68.56336134
-7.554359041	-66.58226891
-7.234811698	-63.39529412
-6.866055855	-60.20831933
-6.59902742	-57.79655462
-6.331373531	-54.60957983
-6.035814009	-51.59487395
-5.716930017	-48.49403361
-5.408825756	-45.99613445
-5.241807947	-42.80915966
-4.95132585	-40.785
-4.648725881	-38.19235294
-4.323818115	-35.1087395
-3.918954914	-31.99067227
-3.766558893	-29.58752101
-3.478288155	-26.77092437
-3.170601117	-23.48058824
-2.909695798	-21.06021008
-2.614491145	-18.02827731
-2.285257782	-14.81546218
-2.098269388	-11.58542017
-1.742234796	-8.923865546
-1.275019289	-5.37512605
-0.97891712	-1.309579832
-0.771735424	1.756806723
-0.535242886	4.177184874
-0.360982453	6.416680672
-0.012105224	9.569201681
0.296365071	12.91983193
0.595029386	16.37382353
0.770420395	18.79420168
1.075321432	21.97256303
1.302008509	24.51611345
1.621491602	27.20178571
1.93993762	30.84527311
2.351115131	34.29840336
2.556933357	36.81352941
2.967314388	40.11247899
3.28545708	43.86794118
3.583794842	47.26163866
3.871391431	49.82844538
4.233363596	52.98957983
4.5925488	56.2110084
4.906736825	59.31184874
5.327640944	62.52466387
5.672683812	66.10785714
6.037962491	69.32067227
6.384207065	72.01668067
6.781885299	74.79021008
7.088227547	77.77907563
7.457248224	80.67319328
7.892675271	83.83432773
8.250116712	87.01268908
8.623358411	89.59672269
9.004678319	92.70617647
9.284221852	95.00596639
9.694056282	97.24546218
10.09672639	99.57109244
10.38986909	102.1551261
10.7219019	104.3084874
11.07195635	106.0311765
11.44697296	108.1845378
11.76656481	110.3378992
12.05156667	111.8021849
12.44543776	114.0416807
12.74032281	115.4198319
13.07915166	117.8315966
13.44814794	119.5542857
13.62975923	120.8463025
14.12533184	122.9996639
14.43645046	124.6362185
14.77258835	126.0143697
15.04093869	127.2202521
15.39751697	128.5984034
15.77250659	130.0626891
16.15160593	131.4408403
16.51377643	132.4744538
16.96752138	133.5942017
17.34111302	134.3694118
17.69327575	134.7139496
18.02722133	135.3168908
18.42979906	134.5416807
18.7675661	135.0584874
19.17215742	135.3168908
19.58533551	135.4891597
19.95852345	135.747563
20.4218902	135.1446218
20.76702658	134.8862185
21.21091143	134.800084
21.62180834	134.7139496
22.06456265	134.6278151
22.46296141	134.4555462
22.84613733	134.1971429
23.03962675	133.5942017
23.30805326	133.077395
23.62704744	132.9051261
23.74275412	132.4744538
23.99596228	132.2160504
24.13304912	131.4408403
24.22520512	130.7517647
24.36132464	130.5794958
24.67939823	129.8904202
25.07628272	129.6320168
25.57992037	128.8568067
25.46352959	125.1530252
25.18954298	121.3631092
24.91459942	118.9513445
24.58188402	115.7643697
24.24051082	113.0942017
23.8615943	110.5101681
23.55680934	107.7538655
23.25911888	105.1698319
22.98111491	103.1887395
22.59178747	100.5185714
22.20253718	97.50386555
21.78450957	94.14462185
21.49480733	91.79315126
21.05768286	88.76983193
20.71382025	86.05659664
20.40762113	83.20554622
19.99517602	80.61289916
19.62990724	77.86521008
19.29493085	75.10029412
18.93766139	72.43012605
18.61595422	69.6307563
18.30887965	67.46016807
17.92983991	64.79861345
17.57171771	62.02508403
17.20822057	59.32907563
16.82674411	56.89147059
16.44886689	53.97151261
16.09430825	51.21521008
15.78676721	48.84651261
15.38199368	46.2452521
15.04096974	43.60092437
14.75705288	40.81016807
14.38861611	38.57928571
14.05721406	36.08138655
13.68119291	33.41121849
13.31408878	30.53432773
12.93895837	27.85813025
12.63037357	25.68840336
12.26381825	22.4264916
12.00786773	20.21714286
11.64152	17.31268908
11.30323848	14.1860084
10.92393582	11.42109244
10.65464939	8.905966387
10.32882688	6.873193277
9.950986313	4.254705882
9.549320971	1.567310924
9.231279773	-1.352647059
8.970226174	-3.600756303
8.634793995	-6.029747899
8.19412933	-8.510420168
7.976140013	-11.02554622
7.611409332	-13.70432773
7.333895875	-16.12470588
7.027935899	-18.86378151
6.668192134	-21.18941176
6.378112807	-23.33415966
6.071395712	-26.06462185
5.71662242	-28.47638655
5.379449492	-31.50831933
5.081191859	-34.46273109
4.744162772	-37.09844538
4.430748595	-39.52743697
4.068727936	-42.12869748
3.769644474	-44.70411765
3.430587843	-46.59907563
3.116329767	-49.44151261
2.834151255	-52.28394958
2.525760031	-54.78184874
2.183091467	-57.10747899
1.870587608	-59.17470588
1.55298956	-61.84487395
1.21028426	-64.42890756
0.83927153	-67.01294118
0.612416412	-69.51084034
0.26083296	-71.66420168
-0.014789181	-74.07596639
-0.407724107	-76.14319328
-0.765920439	-78.46882353
-1.066134337	-80.96672269
-1.491093024	-83.37848739
-1.711317021	-85.18731092
-1.900447423	-86.91
-2.246591939	-89.23563025
-2.515091595	-90.61378151
-2.978498011	-92.93941176
-3.272546184	-95.35117647
-3.522128399	-96.81546218
-3.78920142	-98.19361345
-4.079617763	-99.91630252
-4.414337594	-102.0696639
-4.829219905	-103.9646218
-5.137050822	-106.2041176
-5.395496744	-107.5822689
-5.713448662	-109.4772269
-6.001882734	-111.2860504
-6.277505603	-112.5780672
-6.65393943	-114.2146218
-7.003786873	-115.5927731
-7.209568554	-116.9709244
-7.638014796	-118.6936134
-7.854059041	-120.1578992
-8.200442232	-121.5360504
-8.479835935	-122.6557983
-8.722657765	-124.120084
-9.096137498	-125.4121008
-9.502254859	-127.0486555
-9.867476826	-128.5129412
-10.15978903	-129.5465546
-10.58462274	-130.752437
-10.81550652	-131.699916
-11.15930092	-132.647395
-11.58006424	-133.5948739
-11.78260112	-134.1978151
-12.17583037	-134.9730252
-12.60742088	-135.6621008
-12.9270187	-136.1789076
-13.16649275	-136.5234454
-13.48375843	-136.7818487
-13.92944274	-137.2986555
-14.31908614	-137.7293277
-14.82251122	-138.0738655
-15.18086342	-137.6431933
-15.59047832	-137.3847899
-16.03721579	-136.6095798
-16.40379081	-135.0591597
-16.83682894	-134.1978151
-17.2390494	-133.5948739
-17.57478301	-133.1642017
-18.01548967	-132.7335294
-18.40962365	-132.4751261
-18.82920265	-132.2167227
-19.18629863	-132.0444538
-19.55040838	-131.8721849
-19.90148758	-131.3553782
-20.37227044	-131.0969748
-20.58428533	-130.6663025
-20.93727905	-130.4078992
-21.34972193	-129.9772269
-21.81461076	-129.5465546
-22.26826041	-128.9436134
-22.62189249	-128.3406723
-23.04334615	-127.7377311
-23.5108024	-126.7041176
-23.9101662	-125.8427731
-24.29179187	-125.067563
-24.5720749	-121.449916
-24.31030091	-118.0906723
-23.99357961	-115.8511765
-23.63893749	-113.6978151
-23.36152078	-111.7167227
-23.03314731	-109.3910924
-22.66474317	-107.0654622
-22.33270561	-104.7398319
-22.00064427	-102.0696639
-21.67162338	-100.3469748
-21.41334027	-98.2797479
-21.0116983	-96.12638655
-20.62122665	-93.54235294
-20.32584595	-91.13058824
-19.8681118	-89.1494958
-19.59397692	-86.82386555
-19.25065116	-84.41210084
-19.01015232	-82.68941176
-18.71081277	-80.44991597
-18.32616505	-77.86588235
-17.9957359	-75.97092437
-17.67784773	-73.90369748
-17.2989372	-71.31966387
-16.9965745	-69.51084034
-16.67355653	-67.09907563
-16.36078674	-65.2902521
-16.04316525	-63.0507563
-15.8417837	-61.58647059
-15.4807011	-59.5192437
-15.14663613	-57.36588235
-14.92715583	-55.47092437
-14.58494984	-53.57596639
-14.44294195	-52.54235294
-14.14760188	-51.33647059
-14.05171466	-49.87218487
-13.88279442	-48.49403361
-13.63547012	-47.46042017
-13.44964003	-46.34067227
-13.33817351	-45.22092437
-13.18232612	-44.18731092
-12.89074845	-42.5507563
-12.77126966	-41.69802521
-12.5563352	-40.49214286
-12.4031856	-39.40684874
-12.24394916	-38.30432773
-12.12818344	-37.31378151
-11.75329701	-35.25516807
-11.37354317	-32.7744958
-11.17065442	-30.9139916
-10.95642931	-29.78563025
-10.57245856	-27.73563025
-10.27102961	-25.16882353
-9.915437168	-22.85180672
-9.570507054	-20.68983193
-9.273876688	-18.84655462
-9.00770702	-16.69319328
-8.700356873	-14.83268908
-8.370665983	-12.96357143
-8.084398355	-10.72407563
-7.803693941	-9.078907563
-7.391715265	-6.994453782
-7.158092627	-4.996134454
-6.792797482	-2.515462185
-6.589289193	-0.534369748
-6.143784275	1.188319328
-5.838866938	3.686218487
-5.463658913	6.614789916
-5.105436169	8.346092437
-4.809213766	11.24021008
-4.433661443	12.99735294
-4.154230874	15.62445378
-3.889876346	17.56247899
-3.432475962	19.84504202
-3.121435468	22.49109244
-2.671704788	24.86323529
-2.404847647	26.67378151
-2.144428056	28.71516807
-1.766598839	30.42493697
-1.398104172	33.12697479
-1.096445431	35.09945378
-0.731110964	37.08915966
-0.311122456	39.94021008
0.135428812	42.22277311
0.369551225	44.71205882
0.790184429	46.80512605
