"Zhou et al. 1987, Specimen 31207"	
5.4642	25.153
5.3749	24.413
5.232	23.04
5.0712	21.93
4.9106	20.662
4.7677	18.918
4.6784	17.861
4.4463	15.906
4.2856	14.426
3.9463	11.309
3.5357	7.8209
3.4106	6.6582
3.2678	5.1259
3.0891	3.4876
2.9821	2.0609
2.8213	0.84548
2.5178	-1.4268
2.3213	-3.0649
2.125	-4.5975
1.9107	-6.1827
1.6963	-8.0322
1.6071	-9.0361
1.4821	-10.463
1.2856	-12.313
1.125	-13.898
0.96426	-15.272
0.80355	-16.751
0.66069	-17.861
0.25	-20.08
0.125	-20.82
0.017856	-21.296
-0.39285	-22.617
-0.80355	-23.832
-0.96426	-26.157
-1.3749	-30.279
-1.5	-31.336
-1.6429	-32.498
-1.8214	-34.084
-2.125	-36.462
-2.3392	-37.941
-2.5714	-39.791
-2.7678	-41.376
-2.9464	-42.75
-3.0891	-43.596
-3.232	-44.124
-3.5357	-44.863
-3.7142	-45.183
-4.6963	-46.344
-5.9284	-45.552
-6.5891	-44.335
-6.9463	-43.701
-7.1248	-43.437
-7.2498	-43.067
-7.357	-42.644
-7.4999	-41.64
-7.5712	-40.161
-7.6784	-39.051
-7.7855	-37.096
-7.8212	-35.986
-7.8748	-34.876
-7.8748	-34.031
-7.8391	-33.397
-7.6962	-30.755
-7.5533	-28.852
-7.3927	-27.373
-7.1962	-25.418
-7.0355	-23.356
-6.8213	-21.243
-6.6248	-19.605
-6.5176	-18.231
-6.2856	-16.064
-6.0535	-13.951
-5.982	-12.894
-5.8034	-11.15
-5.5355	-8.6665
-5.4463	-7.5038
-5.1784	-4.3332
-5.0535	-2.9064
-4.9285	-1.8495
-4.8213	-0.79263
-4.6071	1.2682
-4.3749	3.6462
-4.2677	5.02
-4.0535	6.7111
-3.9285	7.4508
-3.5714	10.252
-3.3749	11.731
-3.2678	13.105
-3.0178	14.902
-2.732	16.593
-2.3213	19.446
-2.2142	20.503
-2.0535	21.454
-1.6786	22.987
-1.4464	24.202
-1.1428	25.682
-0.91069	27.003
-0.5357	28.747
-0.17856	30.015
-0.071427	30.385
0.49999	32.023
1.0357	34.084
1.3392	35.088
1.4285	35.299
1.7856	36.356
2.1786	37.36
2.4107	37.889
2.7678	38.734
2.9821	39.21
3.1071	39.527
3.3571	40.108
3.6071	40.848
3.8928	41.693
3.9999	42.063
4.1784	42.591
4.4463	43.226
5.0891	43.014
5.357	42.856
5.6784	42.539
6.1248	42.38
6.5176	42.169
6.857	41.958
7.1605	41.746
7.357	41.27
7.3034	39.21
7.2855	37.783
7.1962	36.25
7.0891	34.929
7.0176	33.925
6.8927	32.181
6.6962	30.332
6.4463	28.218
6.3213	26.422
6.1963	24.466
6.1248	23.568
6.0355	22.194
5.9463	21.19
5.7856	19.71
5.3034	16.329
5.1248	15.06
4.9642	13.951
4.7141	12.207
4.5714	11.097
4.3213	9.3003
4.1606	8.1905
3.8749	6.0239
3.5891	4.5975
3.3213	3.1706
3.0178	1.4268
2.7142	-0.26422
2.4821	-1.5325
2.1071	-3.5933
1.8749	-5.0729
1.6071	-6.9224
1.3035	-8.5077
0.98212	-10.252
0.60712	-12.207
0.41071	-13.316
0.05357	-14.902
-0.26786	-16.54
-0.37499	-17.068
-0.66069	-18.442
-1.0178	-19.763
-1.2856	-20.926
-1.6429	-22.141
-2.0178	-23.515
-2.3749	-24.625
-2.6607	-25.312
-3.0891	-26.844
-3.3213	-27.32
-3.4999	-27.901
-3.7142	-28.271
-3.9642	-28.799
-4.2677	-28.958
-4.4463	-29.117
-4.9642	-28.958
-5.2499	-28.429
-5.4999	-27.69
-5.7498	-25.735
-5.8749	-24.519
-6.0535	-22.617
-6.232	-20.926
-6.4642	-18.971
-6.6784	-16.804
-6.8034	-15.272
-6.8748	-13.105
-6.9284	-11.309
-6.9284	-9.8817
-6.7677	-9.1949
-6.3749	-8.4548
-5.9106	-7.7151
-5.4999	-7.3979
-5.232	-7.2396
-4.8213	-7.1866
-4.4821	-6.7641
-4.0535	-5.9185
-3.6963	-4.9671
-3.4285	-3.7518
-3.232	-2.6422
-3.1963	-2.008
