"""Matamoros et. al 1999 Specimen c10-20 North"""	
-10.1854	-68.50261264
-10.8712	-69.39225696
-11.43	-71.1715456
-12.065	-72.95083424
-12.7254	-74.28530072
-13.3858	-75.17494504
-14.0462	-76.06458936
-14.6812	-77.39905584
-15.2654	-77.843878
-15.9004	-79.62316664
-16.5608	-80.0679888
-17.272	-81.40245528
-17.8562	-82.2920996
-18.3896	-81.84727744
-19.1008	-83.18174392
-19.7358	-83.18174392
-20.3708	-84.5162104
-21.0058	-84.96103256
-21.6408	-85.40585472
-22.2504	-85.85067688
-22.9362	-85.85067688
-23.5204	-85.85067688
-24.1808	-86.29549904
-24.8666	-86.29549904
-25.4	-86.7403212
-26.162	-86.29549904
-26.67	-86.7403212
-27.432	-85.85067688
-27.94	-85.85067688
-28.702	-85.40585472
-29.21	-84.5162104
-29.972	-84.96103256
-30.48	-84.07138824
-31.242	-83.18174392
-31.75	-83.18174392
-30.988	-76.06458936
-30.48	-73.3956564
-29.718	-69.39225696
-29.21	-66.723324
-28.448	-64.05439104
-27.94	-60.94063592
-27.432	-58.71652512
-26.67	-55.60277
-25.908	-52.93383704
-25.4	-50.70972624
-24.7904	-47.59597112
-24.13	-45.37186032
-23.495	-42.83637401
-22.8854	-40.47881656
-22.2504	-38.47711684
-21.59	-35.71921945
-20.955	-33.76200194
-20.32	-31.71582001
-19.685	-29.66963807
-19.05	-27.66793835
-18.415	-25.48830977
-17.8054	-23.6200567
-17.145	-22.241108
-16.4592	-19.79458612
-15.9004	-17.88185083
-15.24	-16.19152662
-14.5796	-14.1898269
-13.9192	-12.45502048
-13.335	-10.63124962
-12.6746	-8.629549904
-12.065	-6.89474348
-11.4046	-4.492703816
-10.795	-2.66893296
-10.1346	-0.831817439
-9.525	1.30777715
-8.89	3.3361662
-8.255	5.426830352
-7.5692	7.250601208
-7.0104	9.652640872
-6.2738	12.2326094
-6.2484	11.83226946
-5.715	14.59016685
-5.0546	17.12565316
-4.445	19.92803277
-3.81	22.33007243
-3.2004	24.77659431
-2.54	27.40104506
-1.90246	29.80308472
-1.27762	32.47201768
-0.60198	34.78509291
0.0226568	37.63195474
0.65532	40.21192326
1.27254	42.48051628
1.97358	44.482216
2.5908	47.15114896
3.2258	49.37525976
3.81	51.1545484
4.4704	53.3786592
5.1562	55.60277
5.7912	57.38205864
6.3754	58.27170296
7.0358	60.49581376
7.6454	62.2751024
8.3566	64.05439104
8.9408	64.94403536
9.5758	66.723324
10.1854	67.61296832
10.795	68.9474348
11.4554	70.28190128
12.0904	71.1715456
12.6492	72.06118992
13.3604	73.3956564
13.9954	74.28530072
14.6304	75.17494504
15.24	75.6197672
15.9258	76.50941152
16.5862	77.39905584
17.1958	78.28870016
17.8308	78.73352232
18.4658	79.17834448
19.0754	79.62316664
19.685	80.0679888
20.3454	80.51281096
21.0058	80.95763312
21.6662	80.95763312
22.2758	81.84727744
22.9108	81.84727744
23.5458	81.84727744
24.1554	82.2920996
24.8158	81.84727744
25.4	82.2920996
26.162	82.2920996
26.67	81.84727744
27.432	82.2920996
27.94	81.84727744
28.702	81.84727744
29.21	81.84727744
29.972	81.40245528
30.48	80.95763312
31.242	81.40245528
31.75	80.51281096
31.242	75.6197672
30.48	72.06118992
29.972	69.83707912
29.464	68.05779048
29.21	66.723324
28.448	64.4992132
27.94	61.83028024
27.432	59.60616944
26.67	56.93723648
26.162	54.71312568
25.4	52.04419272
24.7904	49.82008192
24.1046	47.15114896
23.5204	44.92703816
22.8854	42.5249985
22.1996	40.16744105
21.6154	38.0767769
20.955	35.80818388
20.2946	33.40614422
19.685	31.35996228
19.0754	29.22481591
18.4404	27.08966954
17.8054	24.95452318
17.1704	22.86385902
16.51	21.08457038
15.8496	19.21631731
15.113	17.30358202
14.5542	15.16843566
13.9954	13.96741582
13.3858	12.18812718
12.7254	10.54228519
12.0904	8.851960984
11.4046	7.161636776
10.7696	5.693723648
10.16	4.136846088
9.525	2.393143221
8.8646	0.836265661
8.2296	-0.969712309
7.5692	-2.424280772
7.5438	-0.702819013
6.985	-3.967813667
6.3246	-5.960616944
5.6896	-7.917834448
4.9784	-9.78608752
4.445	-11.60985838
3.7592	-13.70052253
3.1242	-15.65774003
2.49936	-17.97081526
1.88976	-20.0169972
1.25476	-22.241108
0.64516	-24.33177215
-0.050292	-27.00070511
-0.66294	-29.1803337
-1.31572	-31.67133779
-1.97358	-34.2068241
-2.5908	-36.51989934
-3.2512	-39.1888323
-3.8608	-41.45742531
-4.5212	-44.25980492
-5.1054	-46.26150464
-5.7404	-48.48561544
-6.4262	-50.70972624
-7.0358	-52.93383704
-7.6708	-54.71312568
-8.3058	-56.93723648
-8.9154	-58.71652512
-9.6012	-60.49581376
-10.2108	-62.2751024
-10.8458	-64.05439104
-11.4808	-65.38885752
-12.1158	-66.723324
-12.7508	-68.05779048
-13.462	-69.39225696
-14.0462	-70.72672344
-14.6812	-71.61636776
-15.2654	-72.50601208
-15.9258	-73.3956564
-16.6116	-74.28530072
-17.1958	-74.73012288
-17.8562	-75.6197672
-18.4658	-76.06458936
-19.1262	-76.50941152
-19.7612	-77.39905584
-20.3708	-77.843878
-20.9804	-78.28870016
-21.7424	-78.73352232
-22.3012	-78.73352232
-23.0124	-79.17834448
-23.5712	-79.17834448
-24.1808	-79.62316664
-24.8412	-79.62316664
-25.4	-80.0679888
-26.162	-79.62316664
-26.67	-79.62316664
-27.432	-79.62316664
-27.94	-79.62316664
-28.702	-79.62316664
-29.21	-79.62316664
-29.972	-79.17834448
-30.48	-79.17834448
-31.242	-78.73352232
-31.75	-77.843878
-30.988	-71.1715456
-30.48	-68.05779048
-29.718	-64.94403536
-29.21	-62.71992456
-28.448	-59.60616944
-27.94	-56.49241432
-27.178	-54.26830352
-26.67	-51.1545484
-25.908	-48.9304376
-25.4	-45.81668248
-24.765	-43.54808946
-24.13	-41.10156758
-23.5204	-38.43263462
-22.8346	-36.03059496
-22.225	-33.71751973
-21.59	-31.35996228
-20.9804	-29.40274478
-20.32	-27.22311619
-19.685	-25.17693426
-19.0754	-23.26419897
-18.415	-21.30698146
-17.8054	-19.30528174
-17.145	-17.48151089
-16.4846	-15.47981117
-15.875	-13.65604031
-15.24	-11.83226946
-14.605	-10.09746303
-13.9192	-7.828870016
-13.3096	-6.405439104
-12.7	-4.377050054
-12.0904	-3.02923891
-11.43	-1.370052253
-10.7696	0.29447227
-10.0838	2.184076806
-9.4996	3.981158332
-8.9154	5.560277
-8.2042	7.473012288
-7.62	9.741605304
-6.985	11.65434059
-6.3246	13.6115581
-5.715	15.5687756
-5.0546	18.01529748
-4.445	20.15044385
-3.8354	22.33007243
-3.1242	24.99900539
-2.54	27.04518733
-1.95326	29.35826256
-1.23952	31.44892671
-0.62484	34.25130632
-0.015113	36.47541712
0.65532	38.74401014
1.29032	40.96812094
1.94564	43.19223174
2.54	44.92703816
3.2004	47.15114896
3.8354	48.9304376
4.4958	51.1545484
5.1054	52.93383704
5.7404	54.71312568
6.3754	56.49241432
7.0358	57.8268808
7.7216	59.60616944
8.2804	60.94063592
8.9662	62.2751024
9.525	63.60956888
10.1854	64.4992132
11.4808	66.723324
12.1412	67.61296832
12.7254	68.9474348
13.3858	69.83707912
14.0208	70.72672344
14.6304	71.61636776
15.3416	72.06118992
15.9004	72.95083424
16.4592	73.84047856
17.1704	74.28530072
17.8308	75.17494504
18.4658	75.17494504
19.1008	76.06458936
19.7866	76.50941152
20.3708	76.50941152
21.0058	77.39905584
21.6408	77.39905584
22.2758	77.39905584
22.9108	77.843878
23.5712	78.28870016
24.1554	78.28870016
24.8412	78.73352232
25.4	78.73352232
26.162	78.73352232
26.67	78.73352232
27.432	78.73352232
27.94	78.73352232
28.702	78.73352232
29.21	78.28870016
29.972	78.28870016
30.48	78.28870016
30.988	78.28870016
31.75	77.843878
32.512	77.843878
33.02	77.39905584
33.782	77.39905584
34.29	76.95423368
35.052	76.50941152
35.56	76.06458936
