"Paultre, Legeron, Mongequ, July-August 2001 test 1005540"	
3735	
-78.91	-145.19
-80.73	-146.34
-82.5	-147.46
-84.37	-148.36
-84.79	-148.53
-86.98	-149.59
-89.23	-150.57
-91.71	-151.5
-94.36	-152.36
-97.1	-153.16
-100	-153.89
-103.44	-154.31
-107.05	-154.79
-107.65	-152.57
-107.12	-150.75
-107.03	-148.95
-106.56	-147.16
-105.85	-145.37
-105.36	-143.6
-104.87	-141.82
-104.71	-140.06
-104.17	-138.28
-103.62	-136.52
-103.19	-134.77
-102.35	-133.01
-102.03	-131.27
-101.52	-129.55
-100.94	-127.82
-100.2	-126.06
-99.8	-124.32
-99.18	-122.59
-98.62	-120.86
-98.02	-119.13
-97.37	-117.39
-96.93	-115.68
-96.32	-113.95
-95.77	-112.22
-95.03	-110.49
-94.43	-108.77
-93.69	-107.06
-93.27	-105.32
-92.71	-103.61
-91.91	-101.85
-91.26	-100.17
-90.68	-98.45
-90.1	-96.73
-89.68	-95.01
-88.96	-93.3
-88.47	-91.57
-87.8	-89.86
-87.18	-88.16
-86.6	-86.44
-86.04	-84.72
-85.37	-83.01
-84.73	-81.3
-84.15	-79.58
-83.52	-77.86
-82.74	-76.18
-82.03	-74.45
-81.56	-72.76
-80.98	-71.06
-80.35	-69.35
-79.57	-67.64
-79.06	-65.95
-78.5	-64.26
-77.86	-62.56
-77.23	-60.87
-76.63	-59.18
-75.85	-57.49
-75.14	-55.81
-74.67	-54.14
-74.04	-52.45
-73.17	-50.77
-72.77	-49.1
-71.95	-47.43
-71.43	-45.75
-70.79	-44.09
-70.03	-42.41
-69.2	-40.74
-68.6	-39.1
-68.04	-37.52
-67.22	-35.84
-66.55	-34.18
-65.9	-32.52
-64.99	-30.86
-64.43	-29.2
-63.65	-27.54
-62.87	-25.91
-62.02	-24.26
-61.29	-22.63
-60.37	-20.97
-59.72	-19.33
-59.01	-17.7
-58.23	-16.08
-57.52	-14.45
-56.83	-12.83
-55.98	-11.21
-55.13	-9.6
-54.46	-7.99
-53.81	-6.38
-52.97	-4.78
-52.12	-3.18
-51.36	-1.59
-50.56	0.02
-49.49	1.6
-48.66	3.18
-47.9	4.77
-46.88	6.34
-46.12	7.92
-45.21	9.48
-44.27	11.04
-43.15	12.6
-42.31	14.16
-41.39	15.71
-40.23	17.26
-39.38	18.81
-38.23	20.35
-37.22	21.89
-36.24	23.43
-35.26	24.95
-34.3	26.47
-33.16	28
-32	29.5
-31.07	31.05
-30	32.54
-28.79	34.05
-27.81	35.56
-26.74	37.06
-25.6	38.53
-24.42	40.03
-23.33	41.48
-22.23	42.96
-21.1	44.41
-19.87	45.85
-18.58	47.29
-17.55	48.71
-16.17	50.13
-14.96	51.54
-13.74	52.95
-12.53	54.36
-11.13	55.77
-9.9	57.17
-8.67	58.58
-7.18	59.96
-5.95	61.37
-4.7	61.81
-1.72	65.49
1.72	69.01
5	72.51
8.45	76.01
11.84	79.49
15.12	82.93
18.4	86.38
21.66	89.85
24.96	93.29
28.39	96.7
31.98	100.11
35.55	103.49
39.12	106.87
42.8	110.24
46.28	113.62
49.92	116.91
53.31	120.22
56.85	123.45
60.58	126.66
64.92	129.74
69.61	132.68
74.16	135.54
74.92	135.84
79.2	138.19
85.29	140.36
92.02	142.35
99.83	143.91
108.39	144.91
117.36	145.75
127.66	146.06
133.68	133.55
132.39	129.17
131.16	124.85
129.76	120.53
128.15	116.22
126.7	111.93
125.14	107.65
123.51	103.38
122.09	99.1
120.46	94.83
119.03	90.58
117.47	86.31
116.04	82.06
114.41	77.8
113.08	73.56
111.36	69.32
109.82	65.07
108.24	60.87
106.61	56.69
104.96	52.6
103.24	48.44
101.48	44.3
99.69	40.16
97.87	36.04
96.08	31.94
94.05	27.85
91.91	23.81
89.9	19.77
87.74	15.77
85.51	11.79
83.26	7.86
80.98	3.92
78.64	0.05
76.19	-3.78
73.96	-7.61
71.24	-11.4
68.54	-15.12
65.62	-18.81
62.63	-22.46
59.55	-26.08
56.65	-29.65
53.75	-33.19
50.74	-36.67
47.53	-40.12
44.03	-43.55
40.61	-46.94
36.89	-50.29
33.14	-53.64
29.55	-56.95
25.69	-60.25
22.04	-63.55
18.42	-66.8
14.63	-70.04
10.93	-73.31
7.07	-76.55
3.15	-79.82
-0.91	-83.09
-4.66	-86.38
-8.43	-89.68
-12.35	-92.88
-16.3	-96.12
-19.98	-99.33
-23.77	-102.53
-27.68	-105.76
-31.56	-109.05
-35.33	-112.34
-38.94	-115.63
-42.95	-118.89
-46.7	-122.15
-50.58	-125.36
-54.28	-128.48
-58.3	-131.57
-62.65	-134.58
-67.37	-137.5
-72.3	-140.23
-77.54	-142.79
-83.57	-145.03
-90.66	-146.91
-98.93	-148.35
-108.77	-149.07
-119.41	-149.15
-130.6	-149.36
-142.2	-149.41
-143.76	-143.85
-142.69	-139.37
-141.11	-134.95
-139.84	-130.61
-138.59	-126.26
-137.09	-121.94
-135.31	-117.62
-134.06	-113.34
-132.34	-109.03
-130.71	-104.73
-129.38	-100.43
-127.79	-96.18
-125.94	-91.9
-124.65	-87.63
-122.95	-83.38
-121.46	-79.12
-119.54	-74.87
-118.27	-70.64
-116.49	-66.41
-115.1	-62.3
-113.41	-58.09
-111.71	-53.89
-110	-49.7
-107.92	-45.54
-106.4	-41.36
-104.51	-37.22
-102.59	-33.08
-100.65	-28.98
-98.67	-24.9
-96.64	-20.84
-94.41	-16.81
-92.09	-12.84
-89.72	-8.87
-87.4	-4.94
-85.11	-1.04
-82.34	2.83
-80.04	6.69
-77.5	10.49
-74.96	14.28
-72.24	18.03
-69.63	21.74
-66.68	25.4
-63.74	29.05
-60.62	32.67
-57.7	36.23
-54.84	39.78
-51.63	43.28
-48.51	46.77
-45.07	50.19
-41.5	53.6
-37.91	56.97
-34.23	60.28
-30.31	63.56
-26.49	66.83
-22.68	70.03
-18.71	73.15
-14.29	76.13
-9.81	79.07
-6.56	81.21
-6.67	72.74
-7.76	68.26
-8.85	63.84
-10.28	59.47
-11.62	55.1
-12.93	50.75
-14.29	46.41
-15.63	42.06
-16.9	37.75
-18.33	33.43
-19.76	29.12
-21.12	24.83
-22.48	20.52
-24.11	16.24
-25.6	11.96
-27.1	7.68
-28.57	3.4
-30.26	-0.84
-31.78	-5.09
-33.52	-9.31
-35.17	-13.53
-36.89	-17.73
-43.51	-24.64
-42.35	-20.15
-41.37	-15.67
-40.23	-11.18
-39.23	-6.76
-38.02	-2.31
-36.86	2.12
-35.66	6.53
-34.32	10.96
-33.18	15.35
-31.94	19.75
-30.55	24.14
-29.39	28.51
-28.03	32.89
-26.67	37.23
-25.16	41.58
-23.8	45.92
-22.55	50.24
-21.03	54.54
-19.74	58.84
-18.26	63.11
-16.59	67.32
-15.01	71.51
-12.96	75.58
-10.9	79.56
-8.38	83.43
-5.86	87.24
-2.9	90.95
0.31	94.56
3.75	97.97
7.92	101.15
12.18	104.2
16.55	107.16
20.94	110.09
25.47	112.94
30.47	115.73
31.49	116.28
35.53	118.43
40.79	121.07
46.21	123.67
51.45	126.13
56.83	128.46
62.92	130.62
69.97	132.48
77.33	134.07
85.35	135.35
94.28	136.35
103.69	137.04
113.46	137.53
123.78	137.72
133.77	128.46
132.43	124.08
131.05	119.76
129.54	115.43
128.24	111.14
126.75	106.85
125.23	102.56
123.67	98.28
122.22	94
120.66	89.73
119.14	85.48
117.78	81.21
116.13	76.95
114.53	72.72
113.12	68.48
111.52	64.23
109.91	60.02
108.28	55.9
106.76	51.73
105.18	47.56
103.4	43.4
101.59	39.25
99.81	35.14
97.95	31.03
96.1	26.92
94.12	22.86
92.13	18.82
89.97	14.8
87.76	10.8
85.55	6.84
83.21	2.92
80.94	-0.97
78.57	-4.83
76.1	-8.64
73.6	-12.44
71.01	-16.21
68.34	-19.88
65.33	-23.56
62.25	-27.19
59.15	-30.78
56.32	-34.34
53.42	-37.85
50.27	-41.32
47.02	-44.77
43.65	-48.19
40.15	-51.56
36.38	-54.91
32.83	-58.23
29.04	-61.54
25.18	-64.81
21.35	-68.04
17.64	-71.22
13.58	-74.38
9.66	-77.55
5.76	-80.74
1.56	-83.88
-1.11	-85.7
-2.18	-82.27
-4.12	-86.42
-7.14	-90.06
-11.04	-93.24
-15.41	-96.3
-19.65	-99.24
-24.13	-102.11
-28.77	-105.02
-33.43	-107.92
-38.2	-110.75
-42.8	-113.16
-43.31	-113.47
-48.46	-116.09
-53.84	-118.5
-59.5	-120.76
-65.9	-122.85
-73.22	-124.58
-80.82	-126.07
-89.03	-127.35
-98.49	-128.35
-109.28	-128.61
-119.07	-129.21
-128.62	-129.93
-138.41	-130.8
-142.47	-114.19
-141.55	-109.77
-140.17	-105.41
-138.68	-101.06
-137.23	-96.73
-135.82	-92.4
-134.26	-88.1
-132.68	-83.8
-130.87	-79.51
-129.53	-75.23
-128.04	-70.98
-126.5	-66.75
-124.83	-62.47
-123.15	-58.2
-121.93	-53.92
-120.12	-49.67
-118.76	-45.43
-116.93	-41.18
-115.5	-36.97
-113.59	-32.76
-112.29	-28.53
-110.6	-24.33
-108.84	-20.12
-106.94	-15.96
-104.98	-11.79
-103.37	-7.64
-101.48	-3.5
-99.51	0.59
-97.42	4.65
-95.3	8.7
-93.16	12.7
-90.66	16.66
-88.32	20.6
-86	24.51
-83.39	28.37
-80.98	32.2
-78.44	36.01
-75.69	39.76
-72.95	43.49
-70.43	47.17
-67.46	50.8
-64.16	54.39
-60.93	57.96
-57.92	61.46
-54.86	64.92
-51.54	68.33
-48.26	71.71
-44.56	75.05
-40.9	78.33
-36.86	81.57
-32.92	84.75
-28.72	87.9
-24.67	91.02
-20.41	94.04
-15.74	96.9
-11.51	99.33
-10.95	99.65
-5.86	102.34
-0.47	105.22
3.7	108.31
8.03	110.69
8.67	111.03
14.11	113.54
20.03	115.83
25.99	118.09
32.38	120.16
39.19	122.05
46.35	123.77
53.96	125.28
61.94	126.62
70.72	127.6
79.75	128.45
89.26	129.09
99.12	129.57
109.08	130
118.72	130.6
128.32	131.2
137.89	131.81
147.02	132.62
155.64	133.67
160.55	136.49
160.53	127.48
160.55	133.33
160.55	137.09
160.53	130.57
160.59	125.49
160.57	135.46
160.57	123.98
160.57	131.41
160.59	125.53
160.57	131.52
160.57	126.1
163.39	127.7
166.03	128.91
168.94	117.56
167.53	113.21
166.07	108.88
164.55	104.58
163	100.27
161.41	96
159.78	91.75
158.14	87.5
156.36	83.32
154.62	79.12
152.93	74.89
151.28	70.65
149.59	66.43
147.87	62.22
146.16	58
144.38	53.8
142.59	49.64
140.75	45.49
138.9	41.32
136.97	37.2
135.01	33.11
132.97	29.04
130.94	24.97
128.89	20.91
126.7	16.92
124.49	12.93
122.2	8.98
119.81	5.08
117.36	1.21
114.79	-2.62
112.08	-6.37
109.34	-10.13
106.46	-13.81
103.53	-17.47
100.45	-21.05
97.3	-24.61
94.02	-28.1
90.73	-31.61
87.23	-34.99
83.7	-38.37
80.02	-41.7
76.32	-44.98
72.49	-48.24
68.61	-51.47
64.58	-54.62
60.55	-57.76
56.38	-60.85
52.24	-63.95
47.83	-66.93
43.4	-69.9
38.95	-72.86
34.32	-75.73
29.63	-78.58
24.78	-81.36
22.84	-82.43
19.77	-84.08
14.61	-86.71
9.39	-89.32
4.2	-91.94
