"Tanaka 90, Specimen 9"	
41.298	364.79
40.904	336.47
40.02	302.89
38.839	270.63
37.267	239.02
35.301	194.91
33.726	163.3
32.154	130.38
30.777	106.01
29.5	84.943
27.435	53.336
25.466	21.071
23.894	-0.65848
20.059	-36.874
17.601	-59.261
14.258	-82.964
11.111	-104.04
5.998	-132.35
1.9666	-153.42
-1.2783	-169.88
-4.9164	-192.93
-7.3746	-217.29
-9.6363	-232.44
-11.996	-252.85
-14.552	-283.14
-16.027	-300.92
-18.387	-323.97
-20.649	-341.08
-25.172	-362.81
-29.106	-373.35
-34.315	-381.25
-41.003	-387.18
-42.281	-385.86
-42.479	-353.59
-40.904	-294.99
-39.627	-259.43
-38.445	-231.12
-36.678	-191.61
-34.613	-150.79
-32.842	-122.48
-30.089	-80.331
-28.418	-51.361
-23.5	5.9261
-20.255	36.874
-14.651	80.331
-4.1298	134.33
0.68829	156.05
4.1298	171.2
8.2596	188.32
12.094	206.76
17.306	235.07
20.846	261.41
25.369	291.7
29.301	316.06
31.76	329.23
36.38	348.99
40.02	360.84
41.298	364.13
41.298	339.76
38.938	265.36
37.363	228.48
35.202	187
33.627	157.37
31.859	124.45
30.579	100.08
29.106	77.039
27.236	50.044
23.107	5.9261
18.387	-30.948
14.258	-59.261
9.1445	-95.476
3.638	-129.72
-0.295	-150.13
-4.2281	-170.54
-10.914	-203.46
-13.963	-220.59
-17.404	-241.66
-20.551	-262.73
-23.599	-283.8
-26.058	-300.92
-29.794	-324.62
-33.332	-345.04
-36.284	-356.23
-39.428	-366.76
-42.182	-373.35
-42.38	-358.86
-41.692	-318.69
-40.414	-277.87
-37.363	-206.1
-35.596	-171.2
-33.531	-134.33
-31.859	-106.01
-30.089	-79.673
-28.418	-55.311
-23.205	3.2923
-20.846	23.705
-18.092	46.09
-15.536	63.211
-11.504	87.577
-2.7531	135.64
1.0816	155.4
6.3914	177.13
11.799	202.15
19.764	239.68
23.107	260.75
25.86	278.53
29.301	299.6
33.726	323.31
37.462	341.74
42.182	356.23
47	368.08
51.425	374.66
55.654	379.28
59.98	382.57
62.537	383.23
63.028	365.45
62.634	343.72
61.849	312.77
60.767	289.72
59.784	264.7
58.603	244.29
55.161	179.1
48.575	88.893
45.822	56.627
42.281	13.169
33.431	-55.969
27.925	-87.577
21.042	-119.18
13.569	-148.15
8.2596	-166.59
0.58997	-189.64
-4.4247	-203.46
-10.619	-225.19
-15.438	-243.63
-18.584	-254.17
-25.172	-291.04
-28.811	-310.8
-33.038	-328.57
-38.74	-351.62
-46.606	-375.98
-51.229	-385.86
-56.048	-390.47
-59.784	-393.76
-63.421	-391.78
-63.52	-369.4
-62.931	-324.62
-60.668	-271.29
-58.702	-227.83
-56.342	-190.29
-53.884	-150.13
-50.048	-96.793
-46.904	-57.286
-44.247	-28.972
-39.627	12.511
-34.315	48.728
-30.284	73.09
-24.385	102.72
-19.371	123.13
-11.996	148.15
-5.0147	171.2
1.1799	190.95
6.6863	208.07
12.193	225.85
19.076	244.29
25.959	264.04
29.99	277.87
34.907	296.97
42.575	324.62
48.082	340.42
53.195	350.3
57.915	358.2
62.537	364.13
62.634	352.28
61.455	316.06
60.472	290.38
59.39	268
56.637	214
52.017	138.27
48.476	84.943
45.723	47.411
40.61	-2.6338
32.349	-50.703
25.172	-86.26
15.438	-129.72
9.2428	-154.74
2.7531	-173.17
-2.6548	-192.27
-9.1445	-214.66
-13.373	-229.8
-18.584	-248.9
-23.304	-266.02
-31.171	-289.07
-39.037	-314.09
-45.23	-332.52
-50.935	-348.99
-56.441	-364.13
-60.472	-372.69
-63.028	-377.3
-63.421	-356.89
-62.438	-320.67
-60.373	-273.26
-58.209	-229.8
-56.342	-196.22
-53.983	-159.35
-51.918	-128.4
-49.065	-90.21
-45.918	-48.728
-39.726	8.5602
-33.627	49.386
-28.318	77.698
-21.73	106.67
-16.126	129.72
-11.504	147.5
-4.9164	169.22
1.0816	188.98
11.308	217.29
33.431	281.16
43.363	312.11
50.541	329.89
57.424	345.69
63.322	357.54
68.633	366.76
72.959	372.03
77.777	376.64
81.808	377.96
83.972	377.3
84.463	365.45
83.678	332.52
82.103	297.62
80.137	262.73
77.876	223.88
75.811	190.95
73.254	149.47
70.305	113.91
68.24	87.577
65.979	62.552
63.815	38.849
61.356	16.462
59.096	-1.9754
52.802	-41.483
49.065	-61.236
44.346	-82.306
40.315	-100.08
35.989	-114.57
32.25	-127.74
21.042	-158.69
15.831	-169.88
-2.5565	-216.64
-9.8328	-231.12
-16.519	-244.95
-22.911	-262.07
-29.007	-277.87
-34.907	-298.94
-43.952	-321.99
-50.541	-339.76
-56.342	-352.94
-60.373	-361.5
-67.356	-374.01
-73.548	-385.86
-80.63	-393.76
-84.856	-395.08
-85.25	-383.88
-84.856	-348.99
-83.185	-302.89
-80.726	-249.56
-77.876	-196.22
-74.336	-148.15
-70.599	-102.72
-66.568	-53.994
-59.39	5.2678
-53.785	35.557
-48.966	57.944
-43.853	80.989
-39.428	99.426
-32.743	123.79
-26.746	141.57
-21.73	158.03
-15.831	173.83
-11.209	186.34
-0.19666	209.39
6.3914	221.9
14.946	238.36
30.678	271.29
39.627	295.65
45.034	308.16
52.507	323.97
58.997	335.16
64.996	344.38
71.092	352.28
76.401	358.2
80.236	360.84
84.267	363.47
84.463	359.52
83.579	326.6
81.219	279.19
78.171	226.51
75.024	179.1
72.172	136.96
70.01	114.57
67.747	85.602
65.682	61.894
64.011	40.825
61.75	18.437
59.586	0
54.178	-31.606
49.459	-46.753
44.935	-61.236
41.397	-77.698
37.267	-94.818
32.842	-113.91
28.908	-129.72
21.534	-152.76
-1.2783	-204.78
-6.8829	-217.29
-12.094	-227.83
-16.519	-234.41
-21.436	-246.26
-27.826	-258.78
-33.038	-271.95
-37.462	-281.82
-42.87	-296.97
-52.017	-320.01
-58.209	-335.16
-64.209	-348.33
-70.698	-360.18
-76.302	-368.74
-81.712	-372.69
-85.448	-373.35
-85.151	-351.62
-83.774	-318.04
-82.103	-280.5
-80.825	-252.19
-78.565	-209.39
-75.712	-168.57
-72.86	-129.72
-69.715	-88.893
-67.452	-63.211
-59.685	1.3169
-55.161	25.022
-50.442	40.825
-46.312	53.994
-42.479	71.773
-39.134	86.26
-34.907	100.08
-30.777	116.55
-26.058	133.01
-22.419	144.86
-16.617	161.98
-13.766	169.88
-12.291	174.49
-2.8514	196.22
4.3264	210.71
10.226	219.93
16.814	231.12
25.369	255.48
31.366	269.97
37.562	283.8
44.346	296.97
50.442	308.16
54.867	316.06
59.98	325.28
66.175	334.5
70.5	342.4
77.777	352.94
85.743	362.16
90.167	366.11
97.147	369.4
101.38	370.06
105.01	366.76
105.11	355.57
104.92	339.11
103.93	308.82
102.46	277.87
100.59	248.9
98.328	215.98
96.853	190.95
94.788	165.93
92.329	133.01
88.397	88.893
84.76	48.07
81.907	21.729
78.661	1.3169
76.007	-15.145
72.565	-28.314
68.339	-41.483
64.996	-52.678
60.373	-69.14
57.325	-80.989
53.884	-92.843
50.147	-107.33
44.445	-125.77
38.644	-140.25
33.825	-154.08
28.811	-165.27
24.779	-173.83
20.747	-182.39
17.994	-186.34
