"Wight and Sozen, 1973, Spec. WS067E"	
-17.006	-75.878
-18.019	-77.996
-19.032	-79.988
-20.334	-82.479
-21.709	-84.97
-22.65	-86.345
-23.952	-88.088
-24.604	-88.96
-25.69	-90.455
-27.282	-91.949
-28.006	-92.696
-29.017	-93.444
-29.162	-91.7
-29.162	-87.964
-29.235	-85.095
-29.38	-83.351
-29.38	-80.736
-29.307	-75.256
-29.017	-70.892
-28.727	-66.782
-28.438	-63.918
-28.151	-60.924
-27.716	-58.184
-27.137	-54.697
-26.413	-50.583
-25.761	-46.971
-25.11	-43.732
-24.025	-38.499
-23.156	-34.886
-22.143	-30.774
-21.058	-27.535
-18.815	-21.056
-17.657	-17.692
-16.716	-15.2
-15.703	-12.459
-13.966	-9.2198
-11.868	-5.4822
-10.782	-3.2394
-9.4074	-0.12459
-7.8877	2.6164
-6.4404	5.2331
-4.559	7.9739
-2.8946	10.466
-1.6644	12.584
-0.21709	15.325
0.94074	17.567
2.4604	20.433
2.6774	20.682
3.763	23.05
5.6444	26.414
6.368	28.158
7.3089	30.027
8.6838	33.391
9.335	35.384
10.203	37.627
11.072	40.742
12.012	43.732
12.953	47.095
13.604	49.586
14.545	52.58
15.703	55.693
16.861	58.309
17.802	60.551
19.249	64.167
20.407	66.907
21.782	70.02
22.94	72.636
23.88	74.633
24.748	76.626
25.69	78.867
26.34	80.487
27.137	81.732
27.788	82.728
28.367	83.6
28.801	84.098
28.872	84.223
28.438	78.867
27.932	74.135
27.498	69.896
26.919	65.039
26.34	59.803
25.834	54.697
25.11	49.96
24.314	45.601
23.301	40.991
22.143	35.758
21.347	32.394
20.189	27.784
19.104	23.424
18.236	20.06
17.729	17.941
16.499	13.705
14.907	8.5971
13.532	4.4854
12.447	1.4951
11.434	-1.1213
10.565	-3.4886
9.9863	-4.7345
9.2626	-5.9803
8.3942	-7.3508
7.1641	-9.4689
5.6444	-11.836
4.559	-13.581
3.5458	-15.325
2.1709	-17.692
0.86838	-20.184
-0.14473	-22.551
-1.1578	-25.915
-2.1709	-28.656
-3.1839	-31.023
-4.1971	-34.014
-5.3548	-37.752
-6.0063	-39.994
-6.9469	-42.611
-8.3218	-47.718
-9.2626	-51.459
-10.348	-54.573
-11.144	-57.063
-12.302	-60.302
-13.604	-63.42
-14.328	-65.288
-15.848	-69.771
-16.933	-72.013
-17.802	-73.632
-18.67	-75.38
-19.321	-76.626
-20.769	-79.366
-21.492	-80.487
-22.795	-82.355
-23.808	-83.974
-25.4	-86.967
-26.195	-88.213
-27.064	-89.209
-28.438	-90.579
-29.307	-91.326
-29.815	-88.96
-29.815	-85.473
-29.815	-81.981
-29.67	-77.996
-29.525	-74.01
-29.235	-69.647
-28.946	-64.914
-28.583	-60.551
-28.006	-55.942
-27.282	-50.956
-26.629	-46.722
-25.616	-41.863
-24.821	-38.25
-23.301	-33.266
-21.709	-28.905
-19.9	-23.922
-18.308	-19.436
-16.137	-14.203
-14.617	-11.089
-13.026	-7.8494
-10.565	-2.741
-7.8153	2.8656
-6.0063	6.479
-4.559	9.0953
-2.8222	11.961
-1.1578	14.702
0.65128	17.817
2.6774	21.181
4.559	25.417
6.368	29.528
8.1049	33.889
9.4074	36.879
11.289	41.614
12.012	43.358
12.953	46.348
13.749	48.839
14.617	51.459
15.631	54.199
16.644	56.69
17.512	58.807
18.598	61.547
19.755	64.291
21.058	67.654
22.071	69.896
23.156	72.387
24.242	75.007
25.255	77.248
26.195	78.992
27.137	80.487
28.151	82.106
28.583	82.728
29.162	83.476
28.946	80.237
28.367	76.75
27.716	71.889
26.848	66.409
26.269	62.543
25.761	58.682
25.038	54.697
24.531	51.205
23.735	46.722
22.94	38.748
22.071	34.014
21.347	30.65
19.611	24.794
18.598	20.682
17.874	18.066
16.716	13.83
15.92	11.587
13.894	5.6067
12.591	1.9935
11.578	-0.37378
10.348	-3.364
9.2626	-5.4822
8.0325	-7.7248
6.8745	-9.4689
5.0655	-12.335
3.3287	-15.2
1.592	-18.315
-0.072365	-21.43
-0.72365	-22.676
-2.0985	-25.043
-3.6906	-29.528
-4.6312	-31.896
-5.9339	-35.384
-6.9469	-38.25
-7.7429	-40.991
-8.539	-43.607
-9.335	-46.348
-9.6967	-47.469
-11.072	-52.58
-12.157	-55.818
-13.243	-59.056
-14.69	-62.797
-16.137	-66.658
-17.584	-70.519
-18.742	-73.383
-19.9	-75.754
-21.565	-78.618
-22.433	-80.237
-23.663	-82.479
-24.821	-84.347
-25.979	-85.846
-28.077	-88.213
-28.727	-88.586
-29.525	-85.473
-29.451	-79.739
-29.38	-76.626
-29.162	-73.009
-28.801	-69.149
-28.511	-66.409
-28.222	-63.295
-27.861	-60.426
-27.498	-57.935
-27.064	-54.573
-26.485	-50.956
-25.761	-46.722
-25.183	-43.234
-24.387	-39.621
-23.663	-35.883
-22.505	-30.899
-21.782	-28.532
-20.262	-25.168
-18.453	-21.555
-18.091	-19.063
-17.44	-16.696
-16.065	-13.581
-14.979	-10.964
-13.677	-8.223
-11.94	-4.859
-8.6114	2.2427
-7.0193	4.859
-5.4996	7.2262
-3.6182	10.217
-1.7367	13.082
-0.36182	15.2
1.4473	17.817
3.2563	20.309
4.2695	22.177
5.1379	24.046
6.1509	26.663
7.2365	29.778
8.0325	32.02
9.1178	35.011
10.348	38.375
11.361	41.365
12.23	43.607
13.026	45.601
13.749	47.594
14.69	50.084
15.775	52.704
16.644	54.822
17.512	57.312
18.308	59.554
19.032	61.672
20.189	64.416
21.058	66.533
22.36	69.273
23.663	71.639
24.893	73.881
26.195	76.252
27.427	78.12
28.367	79.739
29.017	80.736
28.367	75.878
27.861	72.511
27.353	68.277
26.848	64.79
26.485	61.547
25.761	57.312
25.11	53.327
24.531	50.209
24.025	46.971
23.446	43.857
22.795	40.617
22.288	38.001
21.565	34.387
20.696	30.276
19.828	27.037
18.959	23.174
18.163	19.81
17.367	17.194
16.644	14.702
15.486	11.213
14.183	7.4758
12.736	3.4886
11.651	0.62294
10.42	-2.4919
9.4798	-4.859
8.6838	-6.479
7.5982	-8.223
6.368	-10.217
4.8484	-12.459
3.9075	-13.83
2.8946	-15.325
1.7367	-17.069
0.14473	-19.436
-0.94074	-21.555
-1.2302	-22.302
-2.605	-24.919
-3.4734	-26.663
-4.776	-29.404
-5.6444	-31.398
-6.368	-33.515
-7.6705	-37.378
-9.1178	-41.116
-9.6243	-42.735
-10.42	-45.352
-11.289	-48.964
-12.302	-52.58
-12.736	-54.323
-13.604	-57.063
-14.256	-58.807
-14.979	-61.173
-15.703	-63.544
-16.644	-65.91
-17.657	-67.654
-18.598	-69.647
-19.104	-70.892
-20.262	-73.383
-21.709	-76.252
-22.94	-78.618
-24.459	-81.109
-25.616	-82.728
-26.703	-83.974
-27.572	-84.721
-28.656	-85.597
-29.886	-86.469
-30.175	-86.22
-30.03	-82.728
-29.815	-78.494
-29.596	-74.508
-29.307	-70.02
-28.946	-65.91
-28.656	-63.295
-28.222	-59.43
-27.498	-54.822
-26.774	-50.458
-25.905	-45.975
-25.038	-41.988
-23.518	-35.509
-22.65	-31.771
-21.709	-28.781
-20.407	-25.043
-19.249	-22.177
-18.019	-18.814
-17.006	-16.321
-15.92	-13.332
-14.979	-10.84
-13.315	-7.2262
-11.578	-3.8624
-10.059	-1.1213
-8.177	1.9935
-6.2233	5.2331
-5.0655	7.1017
-3.4011	10.092
-2.5327	11.961
-1.1578	14.702
0	16.945
1.3026	19.312
2.605	21.43
3.9799	23.922
5.4272	26.414
7.3089	30.027
9.5519	34.512
11.072	38.126
12.085	40.493
13.894	45.103
14.835	47.718
15.703	50.707
16.861	54.323
18.019	57.063
19.104	59.43
20.407	62.294
23.012	68.152
23.952	70.02
25.471	72.511
26.774	74.882
27.427	76.128
28.077	77.373
28.367	77.747
28.222	73.508
27.861	69.522
27.498	64.665
27.137	60.675
26.413	56.939
25.616	53.203
24.893	49.088
23.952	43.732
23.156	39.745
22.143	35.26
21.203	30.525
20.624	27.659
19.683	24.046
17.584	16.446
16.499	13.332
15.341	9.9675
14.328	7.1017
13.098	3.8624
12.23	1.4951
11.072	-1.4951
9.4074	-5.6067
8.2494	-8.0985
6.6576	-11.089
5.6444	-12.708
4.0523	-14.951
2.3156	-17.318
0.72365	-19.312
-0.65128	-21.056
-2.7498	-23.299
-4.2695	-25.541
-5.6444	-28.034
-7.1641	-30.899
-8.177	-33.64
-9.4798	-37.253
-10.565	-40.617
-11.578	-44.978
-12.085	-47.345
-13.17	-51.957
-14.111	-55.569
-14.835	-58.184
-15.631	-60.675
-16.788	-63.793
-18.091	-66.533
-19.538	-69.771
-20.769	-72.262
-22.071	-74.633
-23.084	-76.75
-24.748	-79.49
-25.905	-81.234
-27.498	-83.102
-27.861	-83.6
-29.017	-84.721
-29.815	-85.348
-30.175	-74.135
-29.596	-68.152
-29.307	-65.412
-28.872	-62.543
-28.438	-60.302
-27.643	-56.192
-27.208	-53.327
-26.848	-50.583
-26.269	-46.971
-25.761	-44.106
-25.183	-41.365
-24.531	-38.748
-23.591	-35.509
-22.578	-32.02
-21.782	-29.404
-20.769	-26.289
-19.828	-23.548
-18.525	-20.309
-17.15	-17.069
-15.848	-13.954
-14.545	-10.84
-13.17	-7.7248
-11.434	-3.8624
-9.9863	-0.37378
-8.6838	2.3673
-7.2365	5.2331
-5.2827	8.223
-4.0523	10.341
-2.8222	12.21
-1.3026	14.328
0.36182	16.82
2.1709	19.312
3.763	21.679
5.2103	24.42
6.368	26.538
7.3089	28.158
9.0454	31.647
10.42	34.637
11.506	37.129
13.604	42.361
14.762	45.601
15.848	48.465
17.078	51.708
18.019	54.573
19.176	57.935
20.334	61.298
21.565	64.54
23.084	67.654
24.314	69.771
25.545	72.262
26.413	74.01
27.137	75.256
27.932	76.501
28.367	77.248
31.333	82.106
32.781	83.6
34.59	84.97
37.051	87.341
39.22	89.334
41.247	90.579
43.419	91.202
45.951	91.7
48.339	92.198
50.945	92.447
52.972	92.572
54.707	92.696
57.892	93.07
58.397	93.07
58.687	93.07
58.76	92.323
58.76	88.835
58.471	84.846
58.181	81.358
57.602	76.501
57.023	72.387
56.518	67.903
56.01	63.17
55.43	58.932
54.491	54.323
53.838	50.583
52.972	44.729
51.813	40.493
50.726	36.879
49.426	32.643
48.339	29.653
47.325	26.788
46.096	23.548
44.432	19.935
42.766	16.446
41.537	13.705
39.873	10.217
38.064	7.2262
36.109	4.1116
34.229	1.2459
32.708	-0.62294
31.118	-3.8624
29.886	-5.3576
27.716	-7.2262
25.616	-9.3444
23.301	-11.961
20.624	-15.2
18.742	-17.443
16.571	-19.935
14.401	-22.676
11.94	-25.791
9.6243	-28.905
7.3812	-31.771
5.7168	-34.637
3.4011	-38.499
1.5197	-41.863
0	-44.48
-1.8091	-47.095
-3.5458	-49.711
-5.8616	-53.203
-7.8153	-56.192
-9.6967	-59.056
-11.144	-61.422
-12.447	-63.669
-14.039	-66.284
-15.558	-68.65
-17.15	-71.141
-18.742	-73.632
-20.045	-75.505
-21.42	-77.373
-23.952	-80.487
-25.979	-82.853
-27.572	-84.721
-29.815	-87.092
-32.057	-89.458
-33.939	-90.828
-35.893	-91.575
-38.064	-92.447
-40.523	-93.817
-43.129	-95.187
-46.385	-96.935
-48.194	-97.558
-49.642	-98.181
-51.379	-98.679
-53.477	-99.426
-55.649	-99.8
-57.747	-100.42
-59.484	-101.17
-60.063	-101.54
-59.774	-99.551
-59.484	-97.06
-58.76	-92.572
-58.326	-88.462
-57.673	-83.351
-57.023	-79.864
-55.794	-73.383
-55.504	-71.39
-55.215	-68.277
-53.622	-59.928
-52.682	-55.818
-51.885	-51.957
-50.871	-47.345
-49.787	-43.732
-48.412	-38.748
-47.47	-35.509
-46.53	-32.643
-45.446	-29.778
-44.359	-27.161
-43.274	-24.295
-41.971	-21.555
-40.742	-19.063
-39.075	-15.948
-37.196	-12.459
-35.53	-9.3444
-34.155	-6.728
-32.347	-3.7378
-30.32	-0.49835
-28.077	2.741
-24.748	6.1049
-22.722	7.4758
-22.288	7.6003
-21.275	8.3476
-20.334	9.3444
-18.38	11.462
-15.848	14.453
-14.183	16.197
-12.302	17.817
-8.7561	21.43
-6.2956	23.548
-4.8484	25.292
-2.8222	27.909
-1.1578	30.151
0.65128	32.519
2.4604	34.637
4.4143	37.004
6.368	39.371
7.9601	41.489
9.6967	43.857
11.144	45.85
12.302	47.718
13.821	49.96
15.124	52.082
16.21	53.576
17.946	56.067
19.321	58.184
20.479	60.177
21.637	61.921
22.867	63.669
24.097	65.288
25.69	67.53
27.282	70.02
28.727	72.013
30.249	74.135
31.768	75.754
33.216	76.626
35.169	77.622
37.267	78.618
39.075	79.49
40.958	80.611
42.984	81.732
45.446	82.977
47.254	83.6
49.497	84.347
50.871	84.846
52.464	85.219
54.272	85.722
55.359	86.095
56.518	86.22
57.313	86.22
58.542	86.345
58.687	86.345
58.616	85.846
58.252	82.853
57.963	78.992
57.384	74.758
56.733	70.394
56.299	66.284
55.575	61.422
54.925	57.312
54.346	53.576
53.622	49.96
52.537	44.978
51.45	40.617
50.366	37.253
49.352	33.765
47.978	29.653
47.109	26.788
45.662	22.8
44.143	18.814
42.84	15.574
41.392	12.335
40.523	10.341
39.149	7.3508
37.63	4.2361
35.674	1.1213
33.36	-1.7443
31.623	-4.2361
29.959	-5.9803
28.583	-7.3508
27.427	-8.3476
25.761	-9.843
24.242	-11.213
22.578	-12.708
20.045	-14.702
17.295	-17.069
15.558	-18.564
13.315	-21.181
11.072	-23.548
8.8285	-26.164
7.1641	-27.909
5.572	-29.279
3.9075	-31.273
1.8815	-33.765
-0.36182	-36.257
-2.4604	-38.997
-4.3419	-41.739
-7.1641	-45.601
-9.0454	-47.967
-10.782	-50.334
-12.808	-53.327
-15.052	-56.441
-16.861	-59.305
-19.466	-62.543
-21.275	-64.665
-23.301	-67.405
-25.327	-70.27
-27.282	-73.508
-29.525	-76.626
-31.552	-79.117
-32.997	-80.611
-36.327	-82.728
-38.499	-84.597
-40.668	-86.095
-43.274	-87.59
-47.689	-90.33
-50.002	-91.575
-51.958	-92.323
-54.635	-93.194
-57.384	-94.315
-58.905	-95.187
-59.484	-95.685
-59.05	-91.326
-57.602	-84.347
-57.094	-80.237
-56.589	-76.875
-56.083	-73.383
-55.359	-70.394
-54.491	-67.156
-53.838	-64.54
-52.972	-60.426
-51.885	-56.192
-51.09	-52.953
-49.858	-48.341
-49.136	-44.978
-48.268	-41.489
-47.181	-37.502
-46.022	-33.266
-44.867	-29.279
-43.274	-24.919
-41.755	-21.056
-39.799	-17.069
-36.253	-9.4689
-34.808	-6.9771
-33.216	-4.6099
-31.913	-2.741
-30.683	-0.99675
-28.872	1.2459
-26.919	3.4886
-25.4	5.3576
-23.952	6.9771
-22.505	8.223
-19.828	10.466
-16.644	13.207
-14.039	15.45
-11.651	17.567
-9.5519	19.561
-6.7297	22.053
-4.1247	24.669
-2.605	26.289
-0.50655	28.283
1.5197	30.027
3.4734	31.896
5.572	34.014
7.2365	35.758
9.5519	38.126
11.578	40.368
13.315	42.361
14.979	44.48
16.788	46.722
18.959	49.586
21.492	53.327
23.012	55.569
24.821	57.811
26.485	59.803
28.296	62.17
30.104	64.416
31.839	66.658
33.287	68.277
34.953	69.647
36.182	70.768
37.122	71.639
37.775	72.262
37.92	72.262
37.556	69.398
36.833	66.409
35.964	62.17
35.314	59.554
34.445	56.067
33.721	53.327
33.36	51.334
32.708	48.092
31.984	44.854
31.118	41.489
30.465	38.997
29.596	35.633
28.727	32.519
27.861	29.902
26.919	26.788
26.195	24.42
25.4	22.053
24.676	19.935
23.952	18.191
23.229	15.948
22.433	13.954
21.637	12.086
20.841	10.092
19.755	8.223
18.887	6.728
18.38	5.8558
17.802	4.9835
17.367	4.1116
17.078	3.6132
