"Xiao 1998,Specimen nr.HC4-8L16-T6-0.1P"	
2.5602565	70.76768
1.9265265	41.83344
1.2927965	11.83168
0.6749415	-19.48224
0.1077595	-48.66112
-0.532384	-77.35072
-1.318133	-108.66464
-2.088134	-138.1104
-2.813812	-166.53312
-3.517265	-194.68896
-4.280916	-223.91232
-4.7879	-235.744
-4.322064	-201.53888
-3.716909	-173.64992
-3.016631	-142.60288
-2.319528	-113.91328
-1.679448	-86.55808
-0.98552	-55.77792
-0.408813	-28.15584
0.094996	-0.80064
0.687578	27.88896
1.3529945	57.6016
2.094484	87.09184
2.8169235	113.37952
3.504565	139.17792
4.2713275	167.33376
4.946269	194.68896
5.652897	219.15296
5.713095	221.53264
5.7352565	220.732
5.2948205	192.5984
4.7751365	167.60064
4.204843	141.02384
3.4918015	111.02208
2.7472005	79.1744
1.955038	46.57056
1.2357735	12.63232
0.605155	-18.6816
-0.028575	-50.52928
-0.706628	-78.92976
-1.590675	-112.868
-2.347976	-141.02384
-3.228848	-173.9168
-4.043299	-205.23072
-4.886071	-233.6312
-4.933569	-234.67648
-4.407662	-202.85104
-3.748532	-172.5824
-2.88671	-136.28672
-2.126234	-105.50656
-1.349883	-74.45952
-0.595757	-39.18688
0.126746	-2.62432
0.884047	34.472
1.6539845	69.21088
2.465197	99.45728
3.4063305	134.70768
4.312539	169.42432
5.1807745	202.58416
5.7289065	217.32928
5.136388	187.06064
4.398137	152.61088
3.6946205	121.56384
2.969006	92.34048
2.265553	62.89472
1.59385	31.84768
0.9759315	1.5568
0.361188	-29.71264
-0.269367	-60.51504
-1.080516	-92.87424
-1.891665	-122.85376
-2.677541	-151.54336
-3.545713	-184.94784
-4.379087	-215.21648
-4.772025	-228.09344
-4.306189	-202.07264
-3.618611	-170.75872
-2.911983	-140.75696
-2.218055	-112.0896
-1.425956	-79.70816
-0.697103	-47.10432
-0.133096	-18.14784
0.4721225	13.43296
1.1185525	44.48
1.977263	79.1744
2.8169235	110.48832
3.6375975	140.49008
4.4202985	170.49184
5.155438	199.69296
5.9222005	227.58192
7.218172	249.93312
8.2733515	261.52016
7.8899385	237.05616
7.440041	214.1712
6.9741415	190.99712
6.2231905	157.85952
5.38988	125.23344
4.6008925	96.83296
3.8404165	68.67712
3.0735905	39.98752
2.100834	9.20736
1.1851005	-20.26064
0.285115	-52.35296
-0.586232	-83.4
-1.416431	-112.60112
-2.265553	-142.06912
-3.175	-175.22896
-4.062222	-207.0544
-5.050917	-238.36832
-6.226429	-254.95936
-7.64921	-269.68224
-7.880477	-269.94912
-7.455916	-243.35008
-6.853809	-216.79552
-6.026785	-181.78976
-5.104765	-146.80624
-4.201668	-115.51456
-3.105277	-78.15136
-2.142109	-47.10432
-0.931672	-11.83168
0.3865245	27.08832
1.473454	62.89472
2.462022	93.408
3.4063305	123.6544
4.318889	152.87776
5.240909	181.54512
6.1091445	207.85504
7.1199375	234.94336
8.190992	254.15872
7.661783	222.8448
6.901307	187.83904
6.1250195	155.2352
5.339207	124.45504
4.394962	92.0736
3.4538285	58.936
2.5222835	25.77616
1.625473	-1.57904
0.6812915	-31.5808
-0.167894	-61.29344
-1.121791	-91.56208
-2.072259	-121.56384
-2.959608	-149.96432
-3.849878	-176.54112
-4.832223	-204.43008
-5.865241	-230.74
-7.047103	-255.47088
-7.690358	-264.92288
-7.31647	-239.68048
-6.720713	-213.90432
-6.083808	-187.30528
-5.434203	-162.59664
-4.733925	-136.82048
-3.843528	-107.06336
-2.959608	-78.396
-1.961388	-44.74688
-0.846074	-13.69984
0.190119	17.36944
1.147064	49.99552
2.081784	81.04256
3.216148	116.80448
4.322064	152.07712
5.3708935	185.4816
6.4418845	216.79552
7.440041	238.90208
8.156067	254.69248
7.8106905	230.74
7.154799	201.00512
6.5368805	174.18368
5.8493025	145.76096
5.0729515	116.29296
4.306189	89.98304
3.450717	60.24816
2.6933525	32.89296
1.8093055	4.73712
0.9316085	-22.37344
0.072898	-52.35296
-0.798576	-81.55408
-1.809369	-113.37952
-2.807462	-143.64816
-3.710559	-172.5824
-4.7625	-202.58416
-5.827268	-229.16096
-6.97738	-253.89184
-7.607935	-264.14448
-7.30377	-240.72576
-6.761988	-216.26176
-5.950712	-183.12416
-5.133213	-152.07712
-4.331589	-122.60912
-3.317621	-91.02832
-2.278253	-59.98128
-1.384681	-30.2464
-0.573532	-7.1168
0.443611	24.73088
1.4322425	57.09008
2.4144605	87.60336
3.3334325	116.29296
4.4107735	149.96432
5.4785895	183.12416
6.6668015	218.10768
7.652258	241.79328
9.5851345	266.52416
9.7436305	267.56944
10.8209715	267.56944
10.456545	238.36832
9.835515	211.01312
9.2207715	183.12416
8.086344	140.2232
6.856984	103.14912
5.70357	67.87648
4.5279945	35.78416
3.0006925	5.004
1.296035	-28.42272
0.1362075	-59.46976
-0.96012	-90.5168
-1.993138	-120.49632
-2.991231	-150.49808
-4.185793	-184.41408
-5.355082	-214.1712
-6.714363	-240.99264
-8.758174	-266.25728
-9.994011	-268.8816
-9.699244	-238.6352
-8.87222	-203.11792
-7.712456	-159.95008
-6.486271	-120.22944
-5.250561	-84.71216
-4.033647	-52.61984
-2.417699	-18.41472
-0.655955	8.6736
1.251585	52.61984
2.7694255	94.98704
4.265041	136.5536
5.3677185	167.06688
6.606667	197.06864
8.2036285	226.00288
9.765792	252.84656
10.729087	259.16272
10.184003	228.11568
9.420352	195.22272
8.663051	165.22096
7.7822425	133.6624
6.755511	102.88224
5.7986295	75.26016
4.806823	47.3712
3.624961	19.99376
2.3035895	-5.51552
0.918845	-34.472
-0.0508	-61.02656
-1.080516	-89.71616
-2.069084	-117.60512
-2.994406	-143.64816
-4.052697	-171.0256
-5.161788	-196.80176
-6.524244	-222.57792
-8.55218	-250.2
-10.022459	-262.3208
-9.547225	-232.31904
-8.837422	-203.62944
-7.95655	-171.53712
-7.088378	-140.24544
-5.900039	-104.70592
-4.499483	-66.0528
-2.943733	-26.82144
-0.918972	6.84992
1.0583545	46.83744
2.4557355	83.13312
3.859403	120.22944
4.936744	150.49808
6.229604	182.05664
7.3607295	208.12192
8.998966	235.47712
10.710037	255.47088
10.2315645	229.16096
9.6739075	203.89632
9.075039	179.16544
7.601585	125.23344
6.071108	81.55408
4.566031	39.98752
2.544445	-0.53376
0.548132	-43.1456
-0.899922	-81.04256
-2.268728	-118.67264
-3.580638	-153.92304
-5.244211	-193.10992
-6.660515	-220.48736
-8.675751	-246.5304
-9.778492	-257.3168
-9.797542	-253.35808
-9.008491	-215.99488
-8.127619	-180.74448
-6.593967	-127.88
-5.000117	-84.20064
-3.444367	-44.72464
-1.840992	-12.36544
-0.076073	18.14784
1.147064	47.61584
2.404999	82.08784
3.6629975	115.49232
4.8955325	149.18592
6.128131	180.23296
7.3259315	207.0544
9.122537	233.11968
10.710037	258.62896
12.2024775	267.03568
15.637256	267.56944
16.049244	264.14448
15.890875	241.79328
14.55674	188.90656
13.187934	141.53536
11.853926	107.0856
10.6118025	76.57232
9.021191	43.94624
7.091426	16.5688
4.4044235	-10.008
2.069084	-37.63008
0.4689475	-67.34272
-0.969645	-100.76944
-2.344801	-134.4408
-3.653536	-165.48784
-5.104765	-194.95584
-6.917182	-221.79952
-9.319006	-248.62096
-11.692382	-263.63296
-15.52956	-261.52016
-15.897098	-260.208
-15.678531	-230.20624
-14.956028	-203.11792
-13.94841	-167.60064
-12.817221	-132.328
-11.647932	-102.0816
-10.215753	-72.10208
-8.501507	-42.10032
-6.441821	-16.83568
-3.973576	9.20736
-0.773176	40.2544
1.3529945	74.19264
2.981706	107.59712
4.673727	141.80224
6.35635	172.33776
8.412734	203.3848
11.8729125	233.09744
15.418562	254.4256
16.030194	251.77904
15.47876	221.53264
14.775434	194.42208
14.021308	167.33376
13.089636	138.64416
12.050395	111.28896
10.782935	81.55408
9.4488635	53.39824
7.7473175	25.26464
5.313807	-3.15808
2.4778335	-32.3592
0.2851785	-67.6096
-1.346708	-100.76944
-2.924683	-132.59488
-4.433062	-160.21696
-6.536944	-189.41808
-9.401429	-217.30704
-13.00734	-242.83856
-15.8496	-251.77904
-15.003526	-208.90032
-13.790041	-168.11216
-12.541504	-130.48208
-10.896981	-89.71616
-9.271508	-54.46576
-7.132701	-18.94848
-3.843655	13.94448
-0.440436	42.61184
1.923415	78.92976
3.8499415	116.55984
5.779643	152.85552
7.6839445	182.5904
9.7309305	207.58816
13.251307	234.9656
16.011144	248.62096
15.54861	214.9496
14.730984	183.90256
13.710666	149.4528
12.6397385	119.18416
11.3849785	92.34048
10.1586665	65.51904
8.53313	35.51728
6.407023	9.74112
3.81508	-18.14784
1.311783	-47.61584
-0.342265	-77.88448
-1.89484	-109.44304
-3.400044	-138.13264
-5.130038	-166.53312
-7.458964	-193.10992
-10.323449	-218.37456
-13.885037	-239.94736
-15.735554	-247.57568
-15.133574	-210.99088
-14.103731	-176.27424
-13.099161	-145.49408
-12.05357	-116.55984
-10.77341	-86.55808
-9.271508	-57.86848
-7.481189	-27.62208
-5.180711	-1.31216
-1.878965	27.88896
0.9949815	61.8272
2.7630755	96.56608
4.578731	132.328
6.3880365	163.64192
8.561705	193.10992
11.5814475	217.57392
14.990826	243.6392
18.299049	256.00464
21.001736	254.93712
20.688173	232.05216
19.680428	194.95584
18.675985	163.10816
17.70634	134.17392
16.448405	102.61536
14.804009	70.25616
13.127736	43.41248
10.710037	15.52352
7.775829	-8.42896
4.1857295	-32.3592
1.4924405	-61.8272
-0.253492	-92.34048
-1.904365	-121.80848
-3.498215	-148.1184
-5.453253	-173.64992
-8.206867	-197.84704
-11.793728	-224.15696
-15.352141	-241.25952
-18.844006	-248.88784
-20.314285	-248.88784
-19.994245	-223.11168
-19.062573	-191.01936
-18.007457	-158.63792
-16.926941	-128.39152
-15.599283	-96.2992
-13.869162	-62.87248
-11.911076	-33.40448
-9.607296	-7.36144
-6.473571	15.7904
-2.918333	38.16384
0.373888	65.78592
2.525395	96.56608
4.3917235	126.5456
6.606667	157.59264
8.8468835	183.3688
12.351385	209.96784
16.080867	232.31904
19.759676	246.26352
21.280628	244.95136
20.754721	218.64144
19.794474	185.4816
18.713958	153.1224
17.373727	118.40576
16.046069	89.71616
14.464919	61.8272
12.6238635	33.67136
10.082657	6.58304
6.9488685	-18.41472
3.621786	-43.94624
0.681228	-73.14736
-1.147064	-102.88224
-3.041904	-132.86176
-5.196586	-161.28448
-8.073771	-188.10592
-11.923649	-212.59216
-15.672181	-232.05216
-19.32559	-242.03792
-20.288885	-242.03792
-19.610832	-210.47936
-18.707735	-181.812
-16.914241	-130.74896
-15.307818	-92.34048
-13.121386	-51.57456
-11.004804	-18.94848
-8.511032	8.6736
-4.673854	31.82544
-0.684403	56.8232
2.107184	90.5168
4.4044235	126.81248
6.758686	158.9048
9.1351735	183.90256
12.528804	205.47536
15.998444	223.89008
19.70278	239.14672
20.928965	235.47712
19.902297	196.80176
18.863056	163.37504
17.446625	124.18816
15.776702	87.60336
14.100556	57.09008
11.6923185	26.04304
8.916543	-0.26688
5.2948205	-27.3552
1.9644995	-57.62384
-0.240792	-90.24992
-2.335276	-123.38752
-4.78155	-155.50208
-7.576312	-182.5904
-11.343767	-205.74224
-15.085949	-224.15696
-18.707735	-236.5224
-20.90039	-239.68048
-20.659598	-213.12592
-19.848449	-186.79376
-18.954877	-160.48384
-17.452975	-120.7632
-16.008096	-88.67088
-14.208252	-55.51104
-11.971274	-23.95248
-8.973693	2.35744
-5.405755	27.3552
-1.444879	53.39824
1.6318865	83.4
3.868928	114.18016
6.346825	146.80624
9.2271215	177.31952
12.427458	203.65168
16.14424	220.19824
19.572732	233.36432
23.314914	242.03792
26.838529	242.3048
30.09265	243.10544
30.542611	242.57168
31.087568	242.03792
30.501336	216.26176
29.316299	180.74448
27.839797	139.95632
26.350595	105.23968
24.550751	71.03456
22.323171	41.56656
19.746976	14.21136
16.001619	-9.47424
12.0789065	-28.93424
7.9564865	-47.10432
3.735832	-73.68112
0.383413	-109.17616
-2.750439	-144.96032
-5.865241	-172.07088
-10.079482	-200.76048
-13.862812	-216.52864
-17.4752	-228.38256
-21.179282	-234.43184
-24.921464	-236.78928
-28.723844	-235.21024
-30.520386	-218.64144
-29.864558	-188.12816
-28.882213	-159.43856
-27.88412	-132.86176
-26.711783	-104.9728
-25.178131	-74.19264
-23.181818	-41.83344
-20.92579	-12.36544
-17.072737	16.32416
-13.102463	40.2544
-9.113139	57.09008
-3.263773	86.02432
0.2313305	113.13488
3.3809305	137.86576
6.8918455	164.17568
10.8209715	188.12816
14.467967	203.65168
18.337022	215.75024
22.668484	226.00288
26.60396	228.38256
30.935549	226.00288
32.526224	220.46512
32.164909	186.26
31.169991	159.43856
29.341699	115.7592
27.636978	81.02032
25.358598	44.19088
22.513163	10.51952
18.349595	-18.6816
14.518767	-36.56256
10.443845	-56.8232
6.4133095	-79.97504
2.1800185	-109.44304
-2.975356	-143.1144
-8.092821	-167.5784
-12.630277	-183.10192
-17.319879	-191.79776
-21.432774	-191.28624
-26.702258	-171.27024
-29.015309	-145.24944
-32.35198	-103.66064
-32.852614	-97.34448
-30.371542	-48.95024
-27.652853	-16.05728
-24.347932	14.98976
-19.848449	44.99152
-15.187422	65.25216
-10.161905	83.13312
-5.221986	101.57008
1.517777	125.7672
6.4323595	138.91104
12.677775	149.43056
18.330672	152.07712
24.839041	138.91104
26.676858	111.28896
30.865826	77.10608
32.009715	74.19264
30.682057	27.08832
26.733881	-16.30192
20.811744	-39.20912
14.83233	-46.83744
8.739124	-51.57456
3.8023165	-53.932
0	-56.8232
