"Wehbe et al. 1998,Specimen A1"	
10.33780025	142.57254
15.2273	196.22097
15.50669949	197.44582
15.36700051	197.44582
15.36700051	194.50618
15.36700051	194.50618
15.36700051	194.50618
15.36700051	194.75115
15.36700051	194.75115
15.36700051	194.50618
15.6464	199.65055
15.92579924	202.83516
16.34489924	206.50971
16.90369975	212.38899
17.18310051	215.08366
17.4625	217.53336
17.60220051	219.00318
17.8816	221.20791
18.30069975	225.86234
18.58009924	227.57713
18.71979975	229.29192
18.99920076	231.00671
19.13889949	232.47653
19.6977	237.13096
19.83740051	238.11084
16.76399924	174.90858
16.62430025	173.19379
16.62430025	173.43876
9.220200254	90.14896
9.220200254	90.14896
9.220200254	90.39393
0.4191	-2.93964
0	-5.63431
0.1397	-5.38934
-6.1468	-67.61172
-6.1468	-68.5916
-13.69059924	-148.69679
-13.83029975	-151.39146
-13.97000025	-151.39146
-13.97000025	-148.45182
-13.97000025	-148.45182
-13.83029975	-148.45182
-13.97000025	-148.45182
-13.97000025	-148.69679
-14.10969924	-152.37134
-14.66849975	-158.25062
-15.08759949	-162.90505
-15.36700051	-167.06954
-15.92579924	-172.45888
-16.34489924	-177.11331
-16.90369975	-181.52277
-17.32279949	-185.19732
-17.74189949	-189.36181
-18.02130025	-193.28133
-18.58009924	-197.20085
-18.99920076	-200.63043
-19.2786	-202.83516
-19.55799949	-205.03989
-19.97709949	-208.2245
-20.1168	-208.46947
-20.25650025	-209.20438
-16.76399924	-152.12637
-16.48459975	-149.18673
-16.34489924	-147.47194
-16.34489924	-147.47194
-9.080499746	-64.42711
-8.661399746	-59.03777
-8.5217	-59.52771
-8.661399746	-59.77268
0	30.86622
0.1397	32.82598
0.1397	32.82598
0.1397	32.82598
7.683500254	106.31698
7.683500254	106.31698
7.8232	106.07201
7.683500254	105.82704
14.10969924	170.25415
14.24939975	171.96894
14.24939975	171.96894
14.24939975	169.76421
14.10969924	169.76421
14.10969924	169.76421
14.24939975	169.76421
14.52880076	175.15355
14.8082	177.84822
15.08759949	180.78786
15.6464	186.42217
16.06549975	191.81151
16.48459975	195.24109
16.90369975	200.63043
17.4625	205.7748
17.60220051	208.71444
18.02130025	211.40911
18.30069975	215.5736
18.85950025	221.45288
19.41830051	226.59725
19.83740051	230.2718
19.83740051	229.53689
19.97709949	231.98659
20.25650025	234.68126
20.39619924	234.68126
16.90369975	177.60325
16.76399924	176.13343
16.76399924	175.39852
16.76399924	175.15355
16.76399924	175.39852
9.499600254	97.49806
9.220200254	93.0886
9.220200254	92.35369
9.080499746	92.35369
1.5367	15.92305
1.397	14.20826
1.397	13.96329
1.397	14.20826
-6.1468	-58.30286
-6.1468	-58.54783
-6.1468	-58.30286
-6.1468	-57.81292
-13.83029975	-135.22344
-13.97000025	-136.44829
-13.97000025	-135.95835
-13.97000025	-135.95835
-13.83029975	-134.24356
-13.83029975	-134.24356
-13.83029975	-134.24356
-13.97000025	-134.24356
-13.97000025	-135.22344
-14.24939975	-139.38793
-14.66849975	-144.28733
-15.08759949	-148.69679
-15.50669949	-153.10625
-15.78610051	-156.53583
-16.20520025	-160.70032
-16.48459975	-163.88493
-16.76399924	-166.5796
-17.0434	-168.29439
-17.0434	-170.49912
-17.32279949	-172.94882
-17.60220051	-176.86834
-17.8816	-180.05295
-18.30069975	-183.23756
-18.71979975	-187.89199
-18.99920076	-191.0766
-19.2786	-194.01624
-19.41830051	-194.99612
-19.55799949	-195.73103
-16.62430025	-149.67667
-16.48459975	-147.96188
-16.48459975	-147.71691
-16.34489924	-147.71691
-8.801100254	-61.73244
-8.801100254	-61.73244
-8.801100254	-61.97741
-8.801100254	-62.22238
-0.1397	27.68161
0.1397	30.86622
0.1397	30.62125
0.1397	30.37628
5.0292	76.92058
5.1689	77.90046
5.1689	77.90046
5.1689	77.65549
11.45540025	141.59266
11.59509975	142.81751
11.73480025	142.57254
11.73480025	142.32757
17.74189949	206.26474
17.8816	206.50971
17.8816	206.26474
17.8816	206.01977
17.8816	205.7748
17.8816	204.54995
17.8816	204.54995
17.8816	204.54995
17.8816	204.54995
17.8816	204.54995
18.02130025	206.99965
18.30069975	211.65408
18.71979975	215.08366
19.41830051	223.41264
19.83740051	228.31204
20.25650025	231.74162
20.53589975	234.68126
21.09470025	241.54042
21.5138	243.99012
21.5138	243.74515
21.5138	244.23509
21.65350051	245.45994
21.65350051	244.97
21.5138	244.48006
21.79319949	243.99012
21.79319949	243.74515
21.79319949	243.74515
21.79319949	243.99012
21.79319949	243.74515
21.9329	245.45994
21.9329	246.92976
22.07260051	248.88952
22.21229949	249.37946
22.352	250.60431
22.63139924	253.78892
22.91080025	256.97353
23.19019975	259.6682
23.46960051	262.1179
23.749	264.5676
24.02839949	266.77233
24.30780051	269.467
24.44749949	269.467
24.58719975	270.93682
24.86659924	273.87646
25.28569924	276.32616
25.5651	279.2658
26.2636	283.43029
26.4033	282.69538
26.543	283.67526
26.8224	268.73209
26.8224	268.48712
26.8224	268.73209
26.8224	268.73209
26.8224	268.73209
26.8224	267.75221
26.8224	267.75221
26.8224	267.75221
26.8224	267.99718
26.8224	267.99718
26.8224	267.26227
26.8224	267.26227
26.8224	267.26227
26.8224	267.26227
26.9621	269.71197
27.2415	274.85634
27.6606	278.28592
27.94	282.69538
28.63849746	287.59478
28.9179	289.55454
29.337	292.49418
29.6164	293.71903
29.8958	295.92376
30.1752	296.90364
30.4546	298.37346
30.734	298.61843
31.0134	300.82316
31.2928	302.29298
31.4325	302.29298
31.7119	303.51783
31.85159746	304.25274
31.85159746	303.27286
31.85159746	294.45394
31.85159746	294.45394
31.85159746	294.45394
31.85159746	294.45394
32.131	300.08825
32.4104	303.02789
32.8295	305.96753
33.2486	308.6622
33.6677	311.60184
33.9471	312.09178
34.2265	312.58172
34.3662	313.07166
34.5059	314.54148
34.925	315.52136
35.3441	317.97106
35.4838	317.48112
35.7632	317.97106
35.9029	318.461
36.0426	319.44088
36.1823	319.93082
36.32199746	319.93082
37.0205	323.3604
37.16019746	309.88705
37.16019746	310.13202
37.16019746	309.88705
37.16019746	311.1119
37.4396	314.54148
37.719	317.48112
38.1381	322.87046
38.8366	325.32016
38.8366	324.09531
38.9763	323.11543
38.9763	323.85034
39.3954	328.01483
39.8145	328.2598
39.9542	327.27992
39.9542	327.76986
40.0939	328.2598
40.3733	328.74974
40.3733	328.01483
40.3733	327.27992
40.6527	329.72962
40.79239746	328.74974
40.79239746	316.0113
40.79239746	315.76633
40.79239746	315.76633
40.79239746	314.54148
40.513	310.62196
40.0939	304.74268
39.5351	296.90364
39.2557	292.98412
39.116	291.02436
38.9763	290.53442
38.8366	288.32969
38.6969	286.36993
38.5572	283.92023
38.2778	281.47053
38.1381	278.28592
37.99840254	276.32616
37.719	273.38652
37.719	272.89658
37.57929746	272.40664
37.4396	270.20191
37.4396	269.22203
37.2999	268.48712
37.4396	268.73209
37.2999	267.50724
37.0205	265.05754
31.9913	212.63396
31.85159746	211.65408
31.85159746	211.65408
24.44749949	142.81751
24.44749949	142.32757
24.30780051	141.34769
24.30780051	141.34769
24.30780051	141.59266
16.76399924	79.12531
16.76399924	79.37028
16.76399924	78.14543
16.62430025	78.14543
9.220200254	20.82245
9.220200254	21.06742
9.220200254	21.06742
9.080499746	21.06742
9.080499746	21.31239
1.6764	-28.90646
1.397	-30.37628
1.397	-30.37628
1.397	-30.13131
1.397	-29.88634
-4.749800254	-68.10166
-4.8895	-70.79633
-5.0292	-70.55136
-5.0292	-70.30639
-11.176	-121.01518
-11.176	-120.77021
-11.176	-121.26015
-11.176	-121.50512
-18.58009924	-190.58666
-18.85950025	-193.28133
-19.41830051	-198.91564
-19.41830051	-199.16061
-19.55799949	-198.91564
-19.41830051	-194.99612
-19.41830051	-194.99612
-19.41830051	-194.99612
-19.41830051	-194.75115
-19.83740051	-201.61031
-20.25650025	-204.79492
-20.53589975	-207.24462
-20.95499975	-212.14402
-21.37409949	-215.5736
-21.9329	-220.71797
-22.352	-223.16767
-22.63139924	-225.61737
-22.91080025	-227.8221
-23.19019975	-229.04695
-23.32990025	-229.78186
-23.46960051	-230.51677
-23.46960051	-230.51677
-23.46960051	-230.76174
-23.749	-232.7215
-23.749	-232.96647
-23.88870051	-232.7215
-23.88870051	-232.7215
-23.88870051	-232.96647
-24.1681	-228.55701
-24.1681	-228.31204
-24.1681	-228.31204
-24.1681	-228.55701
-24.30780051	-231.00671
-24.58719975	-234.68126
-24.86659924	-238.35581
-25.28569924	-242.27533
-25.7048	-244.72503
-25.9842	-247.4197
-26.2636	-249.8694
-26.6827	-252.07413
-27.1018	-254.52383
-27.2415	-255.99365
-27.6606	-258.19838
-27.80029746	-259.6682
-28.21939746	-260.64808
-28.21939746	-260.64808
-28.3591	-261.62796
-28.4988	-261.87293
-28.63849746	-262.60784
-28.63849746	-262.1179
-28.7782	-263.58772
-29.05760254	-257.95341
-29.05760254	-257.95341
-29.05760254	-257.95341
-29.05760254	-257.95341
-29.337	-260.40311
-29.8958	-267.26227
-30.4546	-271.67173
-31.0134	-274.61137
-31.4325	-276.8161
-31.85159746	-278.28592
-32.27069746	-280.49065
-32.68979746	-281.96047
-32.9692	-282.94035
-33.2486	-283.67526
-33.52799746	-284.65514
-33.6677	-285.63502
-33.9471	-286.85987
-34.2265	-287.59478
-34.5059	-288.08472
-34.7853	-289.30957
-34.925	-288.81963
-34.925	-288.57466
-35.0647	-289.30957
-35.4838	-280.49065
-35.6235	-280.73562
-35.6235	-280.49065
-35.6235	-280.73562
-35.7632	-283.43029
-36.32199746	-289.0646
-36.74109746	-292.49418
-37.16019746	-295.92376
-37.57929746	-297.14861
-37.99840254	-298.61843
-38.2778	-299.84328
-38.6969	-301.55807
-39.116	-302.29298
-39.3954	-303.02789
-39.5351	-303.27286
-39.9542	-304.25274
-40.0939	-304.25274
-40.2336	-304.74268
-40.3733	-304.25274
-36.8808	-249.37946
-36.74109746	-248.15461
-36.74109746	-247.66467
-36.74109746	-247.90964
-36.8808	-248.15461
-29.337	-170.25415
-28.9179	-165.35475
-28.7782	-165.59972
-28.9179	-165.59972
-22.07260051	-102.15249
-21.79319949	-99.94776
-21.65350051	-99.21285
-21.65350051	-98.96788
-21.65350051	-99.45782
-14.24939975	-36.7455
-14.10969924	-35.76562
-13.83029975	-34.78574
-13.83029975	-34.78574
-5.588	24.98694
-5.4483	27.43664
-5.0292	28.41652
-5.0292	27.92658
-4.8895	27.68161
1.1176	61.73244
1.2573	62.95729
1.397	63.20226
1.397	62.95729
1.397	62.71232
7.683500254	101.66255
7.683500254	101.41758
7.683500254	100.92764
7.683500254	100.68267
16.34489924	161.19026
16.62430025	163.63996
16.62430025	163.15002
16.62430025	163.15002
16.48459975	162.66008
21.37409949	195.976
21.79319949	199.40558
21.79319949	198.67067
21.79319949	198.18073
21.79319949	197.93576
29.05760254	248.39958
29.337	250.11437
29.337	251.09425
29.337	250.60431
35.4838	289.0646
35.7632	291.75927
35.9029	291.5143
35.9029	291.02436
35.7632	290.53442
40.513	315.27639
40.9321	318.95094
40.9321	317.72609
40.9321	316.99118
40.9321	316.50124
37.16019746	258.68832
37.16019746	257.2185
37.16019746	257.2185
37.0205	257.2185
26.9621	160.70032
26.9621	160.21038
26.8224	160.21038
26.9621	160.21038
26.8224	160.70032
14.38910025	61.48747
14.38910025	60.99753
14.10969924	58.54783
13.97000025	58.7928
14.10969924	59.28274
1.5367	-22.29227
1.397	-23.51712
1.2573	-24.25203
1.2573	-24.00706
-11.03630025	-96.27321
-11.45540025	-99.21285
-11.45540025	-99.45782
-23.749	-186.42217
-24.02839949	-188.13696
-24.02839949	-188.13696
-24.1681	-187.89199
-33.8074	-255.74868
-33.9471	-256.72856
-34.2265	-257.70844
-34.2265	-257.2185
-34.0868	-256.97353
-34.0868	-256.72856
-40.3733	-294.20897
-40.513	-294.94388
-40.6527	-295.18885
-40.6527	-294.69891
-40.6527	-294.20897
-37.0205	-243.01024
-36.8808	-240.56054
-36.8808	-240.56054
-36.74109746	-240.31557
-26.8224	-140.85775
-26.6827	-140.85775
-26.6827	-140.61278
-26.6827	-140.85775
-14.10969924	-36.7455
-13.97000025	-35.27568
-13.97000025	-35.27568
-13.97000025	-35.76562
-5.4483	24.25203
-5.0292	26.45676
-4.8895	26.9467
-4.8895	26.45676
-4.8895	26.21179
0	52.66855
0	53.15849
0.1397	53.15849
0.1397	52.91352
0	52.66855
0	50.21885
0	50.21885
0	50.46382
0	50.46382
0	50.21885
0	50.21885
0	50.21885
0	50.21885
0	50.21885
0	50.21885
5.1689	83.53477
5.1689	83.2898
5.1689	83.2898
5.1689	82.79986
14.38910025	144.04236
14.38910025	144.04236
14.38910025	143.55242
14.38910025	143.30745
14.38910025	143.06248
21.5138	192.54642
21.65350051	193.5263
21.65350051	193.5263
21.65350051	193.03636
21.79319949	193.03636
29.337	243.99012
29.337	243.99012
29.337	243.99012
29.337	243.50018
29.337	243.50018
36.8808	293.47406
37.0205	292.98412
37.16019746	292.49418
37.0205	292.24921
37.0205	292.00424
40.6527	312.82669
40.79239746	313.07166
40.6527	312.58172
40.79239746	312.09178
40.6527	312.09178
44.2849	326.78998
44.5643	328.2598
44.5643	328.01483
44.704	327.27992
44.704	326.30004
44.5643	325.8101
44.704	320.17579
44.704	319.93082
44.704	320.17579
44.704	319.93082
44.704	320.9107
44.9834	323.85034
45.1231	326.78998
45.5422	329.97459
46.10099746	333.1592
46.6598	334.38405
47.0789	334.13908
47.498	334.62902
47.7774	335.11896
48.1965	335.11896
48.4759	334.87399
48.895	335.11896
49.0347	335.11896
49.31409746	336.09884
49.5935	335.11896
49.5935	335.11896
50.0126	336.09884
50.0126	335.6089
50.4317	336.58878
50.57139746	336.58878
50.85080254	336.58878
51.1302	337.07872
51.26990254	336.09884
51.40959746	335.6089
51.68900254	337.56866
51.9684	337.07872
51.9684	336.58878
52.10810254	336.58878
52.3875	322.38052
52.24779746	322.38052
52.3875	322.38052
52.52720254	323.85034
52.52720254	325.32016
52.8066	329.23968
53.36540254	334.62902
53.6448	335.6089
53.78450254	336.09884
53.92419746	336.58878
54.20360254	336.58878
54.34329746	337.56866
54.483	338.0586
54.62270254	337.32369
54.76239746	339.03848
55.04180254	339.03848
55.3212	339.52842
55.46090254	339.52842
55.60059746	339.52842
55.88	340.5083
56.1594	340.5083
56.1594	340.5083
56.43879746	340.5083
56.5785	340.75327
56.5785	340.01836
56.7182	340.5083
56.85789746	340.99824
56.9976	340.99824
57.27699746	341.97812
57.5564	341.97812
57.69609746	342.46806
57.8358	342.958
57.9755	341.97812
58.3946	343.20297
58.67399746	343.93788
58.8137	343.20297
58.95340254	342.958
59.09309746	342.46806
59.09309746	341.97812
59.2328	342.958
59.51219746	343.44794
59.6519	343.44794
59.79160254	343.44794
59.79160254	342.958
60.21070254	345.4077
60.35039746	344.42782
60.35039746	343.44794
60.62980254	344.91776
60.9092	344.18285
61.04890254	344.42782
61.18859746	327.76986
61.04890254	327.27992
61.18859746	327.76986
61.18859746	329.48465
61.60769746	334.13908
62.02679746	338.0586
62.30620254	340.5083
62.44589746	340.99824
62.72530254	342.22309
62.86499746	342.958
63.14440254	344.42782
63.28409746	344.42782
63.56350254	345.4077
63.70319746	344.91776
63.98260254	346.38758
64.262	345.89764
64.4017	346.38758
64.6811	346.87752
64.96049746	347.36746
65.2399	347.8574
65.37959746	347.12249
65.659	347.8574
65.9384	348.34734
66.0781	347.8574
66.4972	349.81716
66.63689746	348.34734
66.77659746	348.83728
67.19569746	349.81716
67.3354	348.83728
67.3354	347.36746
67.3354	346.87752
67.47510254	339.52842
67.47510254	339.52842
67.47510254	339.52842
67.61479746	342.958
68.1736	347.36746
68.73240254	349.81716
68.87209746	349.32722
69.0118	350.3071
69.57060254	351.77692
69.85	351.77692
70.2691	353.24674
70.40880254	352.26686
70.6882	352.26686
70.96759746	352.7568
71.24700254	353.24674
71.66610254	353.49171
71.80579746	352.7568
71.9455	352.7568
72.3646	353.73668
72.3646	353.24674
72.7837	354.22662
73.06309746	354.22662
73.3425	354.22662
73.48219746	353.73668
73.6219	353.73668
73.90129746	354.22662
74.1807	355.2065
74.4601	354.22662
74.5998	354.96153
74.8792	354.71656
74.8792	353.73668
75.15859746	339.52842
75.15859746	339.52842
75.15859746	339.52842
75.438	343.44794
75.71739746	347.8574
76.41590254	351.77692
76.55559746	352.26686
76.97469746	354.22662
77.25410254	353.73668
77.39379746	354.22662
77.39379746	354.22662
77.67320254	355.2065
77.9526	355.69644
78.23199746	355.2065
78.23199746	355.69644
78.51140254	355.69644
78.7908	356.67632
79.07019746	357.41123
79.34960254	357.16626
79.34960254	356.18638
79.629	356.67632
79.629	356.18638
79.90839746	357.16626
80.18780254	357.16626
80.18780254	356.67632
80.18780254	356.67632
80.4672	357.6562
80.74659746	357.6562
80.74659746	358.14614
81.02600254	357.16626
81.02600254	357.16626
81.16569746	357.16626
81.3054	356.67632
81.3054	356.67632
81.44510254	357.16626
81.44510254	356.18638
81.58479746	339.52842
81.58479746	339.52842
81.58479746	339.52842
81.58479746	339.52842
81.02600254	332.66926
80.60690254	327.27992
80.32749746	323.3604
80.18780254	321.89058
79.90839746	318.95094
79.48929746	314.54148
79.2099	310.62196
78.7908	305.72256
78.23199746	300.33322
77.67320254	292.98412
77.1144	288.08472
76.83500254	284.1652
76.2762	280.24568
75.8571	276.32616
75.71739746	274.3664
75.57769746	273.38652
75.438	272.89658
75.2983	271.42676
64.96049746	184.70738
64.96049746	184.21744
64.8208	184.70738
54.9021	113.17614
54.76239746	112.44123
54.9021	112.44123
54.76239746	112.6862
44.9834	53.8934
44.704	52.42358
44.704	51.93364
44.704	52.42358
44.704	52.42358
44.5643	55.36322
44.704	55.36322
44.704	55.36322
44.704	54.62831
44.0055	48.50406
43.307	44.58454
43.0276	43.11472
42.46879746	40.17508
42.1894	38.46029
41.91	36.25556
41.4909	34.2958
41.0718	31.8461
40.79239746	29.88634
40.2336	28.17155
39.9542	25.96682
39.2557	23.02718
38.9763	21.55736
38.8366	21.06742
38.5572	19.84257
38.1381	18.12778
37.719	14.6982
37.2999	13.22838
36.8808	11.26862
36.4617	9.06389
36.1823	8.32898
36.0426	7.59407
35.7632	6.61419
35.7632	6.36922
35.4838	5.38934
35.2044	4.40946
35.2044	3.42958
34.925	2.4497
34.7853	1.46982
24.30780051	-37.97035
24.58719975	-37.48041
24.58719975	-36.99047
24.44749949	-36.7455
14.52880076	-68.10166
14.24939975	-68.34663
14.24939975	-68.10166
14.24939975	-67.36675
14.24939975	-67.12178
1.6764	-100.92764
1.397	-101.90752
1.397	-101.41758
1.397	-100.92764
1.397	-100.4377
-6.1468	-121.99506
-6.1468	-121.99506
-6.1468	-121.99506
-6.1468	-121.99506
-13.69059924	-147.96188
-13.83029975	-148.94176
-13.83029975	-148.69679
-13.83029975	-148.20685
-13.83029975	-147.96188
-23.749	-196.95588
-24.02839949	-197.44582
-24.02839949	-198.18073
-24.02839949	-197.69079
-36.4617	-262.85281
-36.6014	-263.58772
-36.74109746	-263.09778
-36.74109746	-262.36287
-36.74109746	-261.87293
-36.74109746	-261.38299
-41.4909	-280.49065
-41.7703	-281.7155
-41.7703	-281.47053
-41.91	-280.98059
-41.7703	-280.49065
-41.7703	-276.08119
-41.7703	-276.08119
-41.91	-275.83622
-41.91	-277.55101
-42.3291	-281.96047
-42.7482	-284.90011
-43.0276	-286.36993
-43.5864	-289.30957
-44.1452	-290.77939
-44.704	-292.00424
-45.1231	-294.20897
-45.5422	-294.20897
-45.8216	-295.18885
-46.3804	-296.65867
-46.7995	-298.12849
-47.2186	-299.59831
-47.9171	-301.3131
-48.1965	-300.57819
-48.4759	-301.55807
-48.7553	-302.29298
-48.895	-301.3131
-49.0347	-302.29298
-49.31409746	-302.53795
-49.5935	-291.5143
-49.5935	-291.5143
-49.5935	-291.5143
-49.73319746	-294.45394
-50.292	-300.33322
-50.85080254	-303.7628
-51.26990254	-306.2125
-51.82869746	-308.17226
-52.24779746	-309.64208
-52.66689746	-310.13202
-53.2257	-312.09178
-53.6448	-312.33675
-53.92419746	-313.07166
-54.34329746	-313.31663
-54.76239746	-314.54148
-55.18149746	-315.03142
-55.60059746	-315.76633
-55.88	-315.76633
-56.43879746	-317.48112
-56.9976	-318.95094
-57.4167	-319.44088
-57.9755	-319.68585
-58.53430254	-321.40064
-59.09309746	-321.89058
-59.51219746	-321.64561
-59.79160254	-321.89058
-60.35039746	-322.62549
-60.9092	-307.68232
-60.9092	-307.68232
-60.76949746	-307.68232
-61.04890254	-308.90717
-61.46800254	-315.03142
-62.30620254	-321.15567
-62.72530254	-322.13555
-62.86499746	-323.11543
-63.4238	-324.58525
-63.8429	-324.83022
-63.98260254	-324.58525
-64.262	-324.83022
-64.54139746	-325.8101
-64.96049746	-326.30004
-65.2399	-326.30004
-65.37959746	-326.30004
-65.659	-326.54501
-65.79869746	-326.54501
-65.9384	-326.05507
-66.21779746	-326.54501
-66.21779746	-326.05507
-66.3575	-326.05507
-66.4972	-326.54501
-66.9163	-328.2598
-67.05599746	-327.76986
-67.3354	-328.01483
-67.61479746	-328.2598
-67.7545	-328.74974
-67.89420254	-328.50477
-68.1736	-328.74974
-68.31330254	-328.74974
-68.45299746	-328.99471
-68.73240254	-328.50477
-68.73240254	-328.2598
-68.87209746	-328.50477
-69.15150254	-329.48465
-69.29119746	-329.48465
-69.85	-320.9107
-69.85	-320.9107
-69.85	-320.9107
-69.98970254	-322.87046
-70.40880254	-327.03495
-71.1073	-330.95447
-71.5264	-333.1592
-72.08520254	-333.40417
-72.3646	-333.89411
-72.92340254	-334.62902
-73.3425	-334.87399
-73.7616	-335.85387
-74.4601	-337.32369
-75.15859746	-337.07872
-75.2983	-336.83375
-75.71739746	-337.07872
-76.13649746	-337.81363
-76.55559746	-338.30357
-77.1144	-338.79351
-77.67320254	-339.28345
-78.09230254	-339.28345
-78.3717	-339.03848
-78.65109746	-339.28345
-79.07019746	-339.28345
-79.34960254	-339.77339
-79.90839746	-340.75327
-80.18780254	-340.26333
-80.4672	-340.01836
-80.74659746	-340.26333
-80.8863	-339.03848
-80.8863	-338.0586
-80.8863	-337.56866
-76.2762	-271.67173
-76.2762	-271.42676
-76.13649746	-270.20191
-76.13649746	-269.467
-62.44589746	-152.12637
-62.30620254	-151.14649
-62.1665	-151.14649
-62.1665	-151.39146
-49.5935	-63.20226
-49.5935	-63.20226
-49.4538	-61.97741
-49.4538	-62.22238
-49.4538	-62.46735
-37.16019746	6.12425
-36.8808	7.3491
-36.74109746	7.83904
-36.74109746	6.85916
-36.6014	6.61419
-24.1681	51.68867
-24.1681	51.93364
-24.1681	51.68867
-24.1681	51.4437
-24.1681	51.19873
-11.45540025	87.20932
-11.45540025	87.20932
-11.45540025	86.47441
-11.45540025	86.22944
1.2573	117.09566
1.2573	117.83057
1.397	118.07554
1.397	117.5856
1.397	117.09566
13.97000025	147.47194
13.97000025	147.96188
14.10969924	148.45182
14.24939975	147.96188
14.10969924	147.47194
26.543	184.21744
26.8224	186.1772
27.1018	186.1772
27.1018	185.19732
27.1018	184.70738
39.116	226.35228
39.3954	228.31204
39.3954	227.33216
39.3954	226.84222
39.3954	226.10731
52.10810254	266.52736
52.10810254	266.03742
52.24779746	266.03742
52.10810254	265.79245
52.24779746	265.54748
64.262	302.29298
64.8208	304.74268
64.96049746	303.27286
65.1002	302.29298
65.1002	301.55807
75.0189	325.32016
75.0189	324.83022
75.15859746	325.32016
75.15859746	324.83022
81.3054	336.58878
81.58479746	336.58878
81.44510254	335.6089
81.58479746	335.11896
75.438	260.64808
75.2983	259.6682
75.2983	259.6682
75.2983	259.6682
75.2983	259.6682
65.1002	177.35828
64.8208	174.90858
64.8208	174.90858
64.8208	175.39852
52.52720254	89.16908
52.10810254	86.47441
51.9684	86.47441
52.10810254	86.71938
39.9542	21.55736
39.6748	20.33251
39.6748	20.57748
39.6748	20.82245
27.1018	-26.9467
26.9621	-26.9467
26.9621	-26.45676
26.9621	-26.45676
14.38910025	-62.95729
14.24939975	-62.95729
14.24939975	-63.20226
14.24939975	-62.71232
1.6764	-93.82351
1.5367	-94.31345
1.5367	-94.06848
1.5367	-93.33357
1.397	-92.84363
-11.176	-123.70985
-11.176	-122.97494
-11.176	-122.24003
-11.31569975	-121.75009
-23.88870051	-154.82104
-23.88870051	-154.82104
-23.88870051	-154.3311
-23.88870051	-153.84116
-23.88870051	-153.59619
-36.4617	-196.71091
-36.6014	-196.95588
-36.6014	-196.46594
-36.74109746	-196.22097
