"Wehbe et al. 1998,Specimen A1"	
-54.0639	39.68514
-52.52720254	41.88987
-51.40959746	43.35969
-49.0347	47.76915
-47.498	49.72891
-45.8216	52.42358
-44.1452	54.62831
-41.91	58.05789
-40.79239746	59.77268
-38.5572	63.20226
-36.8808	65.16202
-35.3441	67.36675
-33.8074	68.83657
-32.9692	69.81645
-31.9913	71.28627
-30.4546	73.491
-28.7782	74.96082
-27.38119746	76.92058
-26.1239	78.14543
-25.4254	78.63537
-25.14600025	78.3904
-24.58719975	79.37028
-23.19019975	81.57501
-21.5138	82.30992
-20.39619924	84.51465
-19.41830051	84.75962
-18.44040025	85.98447
-17.4625	87.45429
-16.48459975	88.43417
-15.36700051	89.65902
-14.66849975	89.90399
-13.69059924	90.88387
-12.71270051	91.37381
-12.2936	91.12884
-12.01419975	91.12884
-11.8745	91.61878
-11.31569975	87.69926
-11.31569975	87.69926
-11.45540025	87.69926
-11.31569975	87.69926
-10.61719949	92.10872
-8.9408	96.02824
-6.985000254	98.23297
-5.0292	99.70279
-3.2131	101.66255
-2.2352	101.41758
-0.5588	104.35722
1.397	106.07201
3.3528	107.7868
4.6101	108.03177
4.8895	107.7868
6.007099746	109.74656
6.7056	110.2365
7.264400254	110.72644
8.102600254	112.19626
9.778999746	113.91105
10.89659975	114.64596
12.15390025	116.11578
13.27149949	116.85069
15.08759949	119.05542
17.0434	118.32051
18.44040025	120.52524
19.2786	120.28027
19.2786	113.91105
19.2786	113.91105
19.2786	113.91105
19.2786	113.66608
19.2786	113.66608
19.2786	112.6862
19.2786	112.6862
19.2786	112.6862
20.39619924	120.52524
21.23439924	122.485
22.49170025	124.9347
24.58719975	127.3844
25.5651	128.36428
26.2636	129.58913
28.21939746	132.77374
29.05760254	133.26368
30.1752	134.7335
31.85159746	137.1832
32.9692	138.65302
34.3662	140.85775
35.2044	141.34769
36.6014	144.77727
38.4175	147.22697
39.6748	149.4317
41.0718	151.63643
42.3291	153.59619
43.8658	156.7808
45.26279746	157.76068
47.2186	162.41511
48.895	165.35475
50.292	168.04942
51.82869746	170.49912
53.36540254	173.43876
54.20360254	174.41864
56.01969746	178.33816
57.27699746	179.80798
58.3946	182.01271
58.95340254	182.25768
60.071	185.44229
61.3283	187.15708
62.86499746	191.0766
64.4017	194.01624
65.659	195.976
67.05599746	199.16061
67.89420254	200.14049
69.85	204.54995
72.08520254	208.95941
73.3425	209.93929
74.4601	212.63396
76.2762	215.81857
77.39379746	217.77833
78.65109746	219.49312
81.02600254	224.88246
82.9818	227.08719
84.65819746	229.78186
85.77580254	231.74162
87.87130254	235.66114
89.408	237.13096
90.805	239.82563
92.4814	242.5203
94.29750254	244.48006
95.8342	246.43982
98.06940254	250.35934
100.3045975	252.3191
102.1207051	254.52383
103.9368	256.23862
105.6132	258.19838
106.4514	256.23862
107.2896	258.19838
107.8483949	257.70844
108.8263025	259.6682
109.9438949	261.13802
110.6423975	261.62796
111.6202949	261.62796
113.1569975	264.5676
114.5539949	265.05754
116.0906975	267.0173
117.2083	266.52736
117.7670975	266.03742
118.8847	267.75221
119.4434975	267.26227
119.8625975	266.52736
120.5611	267.99718
121.2596051	268.48712
121.5389949	267.0173
121.6787051	266.03742
121.8184	265.30251
121.9580949	265.30251
122.2375	248.39958
122.2375	248.39958
122.2375	248.39958
122.2375	248.39958
122.6566	251.82916
123.0757	256.72856
124.0535949	262.1179
124.8917949	265.54748
125.4506025	267.50724
126.2888025	268.48712
127.6858	271.9167
128.8034025	272.40664
129.9209949	273.87646
130.7591949	273.38652
131.1782949	272.89658
132.1562025	275.10131
133.1340975	275.34628
134.2517	276.32616
135.2295975	275.34628
135.9281	275.34628
136.6266051	276.32616
137.7441975	277.30604
139.0014949	278.28592
139.9794051	277.30604
140.1191	274.85634
140.2587949	273.87646
140.3985051	273.87646
140.8176025	275.34628
141.0969949	274.85634
141.3764	274.85634
141.6558025	274.12143
141.9351949	274.3664
141.9351949	274.12143
142.0749025	272.89658
142.2146	272.89658
142.2146	272.40664
142.3542949	272.89658
142.3542949	272.40664
142.6337	262.60784
142.6337	262.60784
142.6337	262.1179
142.6337	262.1179
143.1924949	267.75221
144.1704025	273.38652
145.4277025	276.8161
146.1261949	276.57113
147.1041025	278.28592
148.3614025	279.51077
149.3392975	279.75574
150.7362924	280.49065
151.7142	280.24568
152.9715	280.00071
153.9493975	278.77586
155.067	279.2658
155.9052	277.79598
156.8830949	277.30604
157.7212949	276.8161
158.5594949	276.08119
159.1183025	275.10131
159.6771	274.3664
160.3756025	274.85634
160.9344	273.87646
161.3535	273.38652
161.7726	273.38652
162.0520025	272.16167
162.4711025	272.40664
162.8902025	253.78892
162.8902025	253.78892
162.8902025	253.78892
162.6108	251.82916
161.6329025	243.50018
160.3756025	234.19132
159.3976949	225.86234
158.2801025	218.0233
157.0228051	210.18426
155.7655051	202.83516
154.5082051	196.71091
153.3906	190.09672
151.9936051	182.01271
151.1553924	177.84822
150.4569025	174.90858
149.6187025	169.51924
148.2216949	162.66008
146.6850025	154.82104
144.4497949	143.55242
142.0749025	132.2838
140.5382	125.42464
138.7221051	117.09566
137.6045	112.19626
135.509	103.37734
133.5531975	94.80339
132.5753025	91.61878
132.1562025	90.14896
130.7591949	83.77974
128.9430975	76.67561
127.1270025	70.06142
124.8917949	61.73244
123.9139	58.30286
122.2375	52.66855
120.8405051	48.01412
119.1641051	43.11472
117.9068051	38.95023
116.3701025	34.05083
115.1128025	30.62125
114.2746025	28.41652
113.0173025	24.497
111.6202949	20.57748
109.8042	15.67808
109.2454025	15.18814
109.1056949	15.18814
108.1278	12.2485
107.2896	9.7988
106.7308025	9.06389
106.5910949	8.81892
106.3117025	8.32898
106.0323	7.59407
105.8926025	7.83904
105.8926025	8.08401
105.7528949	7.10413
105.6132	6.85916
105.3337949	6.36922
105.4735051	6.61419
105.0544051	5.14437
104.9146949	5.38934
104.9146949	5.38934
104.775	4.8994
104.6353051	5.14437
104.4955949	4.40946
104.4955949	4.65443
104.4955949	4.8994
