"Aboutaha, Engelhardt, Jirsa and Kreger, Test ORC1"	
6285	
0.84876574	84.87896
3.30465549	90.26913536
5.4868171	95.35613504
7.68628105	100.4094634
9.97157997	105.2438166
12.24897761	109.9433955
14.43980868	114.5082445
16.78380021	118.8541184
18.91045167	123.1157472
21.24008555	127.1920723
23.47956802	131.2179126
25.6888537	134.9910621
27.98360855	138.781025
30.21414721	142.4194
32.34125592	146.0578195
34.60497264	149.6119939
36.20445143	153.0987811
38.42359542	156.5687104
40.53994961	160.1228848
42.75790475	163.6938726
44.76920118	167.3154342
46.92968914	171.0549123
49.01524297	174.9459782
51.05240146	178.9043869
53.01424173	183.081815
55.12243858	187.410831
57.11915788	191.857719
59.12878992	196.3215094
61.06136619	200.970559
63.05863419	205.6364666
64.07987463	210.3360454
65.91871465	214.9682816
67.73642972	219.5668019
69.61124617	224.0474058
71.28154384	228.3595638
72.98223949	232.3685462
74.68000874	236.1416512
76.34441703	239.4768506
77.92141741	242.5256877
79.5197988	245.0355162
79.98774845	245.1029034
80.01772576	242.9131085
80.04773965	241.8687626
80.06926698	241.1781661
80.06164005	240.6896422
80.07643666	240.285408
80.08181392	239.9653299
80.06504199	239.6452963
80.09717752	239.4431792
80.08344173	239.1736749
80.06674296	238.9715133
80.0738029	238.8030675
80.07292498	238.6009504
80.08664248	238.4156912
80.0895323	238.2809168
80.08066165	238.129329
79.69829091	232.0990419
78.97848796	225.7823482
78.32670552	219.9541782
77.61606586	214.311312
76.97202009	208.954808
76.30555078	203.4298582
75.49918126	196.6078717
74.67157705	189.9543309
73.84025997	183.5029072
72.94249532	176.7819792
71.9993166	169.9768506
71.10387478	162.9022176
70.12481108	155.9454566
69.24317821	149.2245731
68.28778177	142.8236787
67.32349639	136.7597203
66.48259535	130.8641632
65.57846578	125.2718262
64.77462028	119.847935
63.92750064	114.6598323
63.15211438	109.7244205
62.43194563	104.940641
61.65279163	100.4094634
60.91049198	96.13102112
60.16352838	91.95359296
59.45373006	87.9783264
58.78731562	84.13778976
58.09917266	80.51622816
57.46524126	77.13049952
56.83463864	73.8964032
56.20485907	70.74650752
55.58890674	67.81558688
55.0898458	64.96886688
54.659665	62.25692128
54.05033365	59.6797056
53.49446397	57.27098016
52.94366062	54.87906816
52.64130863	52.73984704
52.22190064	50.58372352
51.77931922	48.59609024
51.35495464	46.6421728
51.14686931	44.77241152
50.65942252	43.00375773
50.22527279	41.3361625
49.83959156	39.71909654
49.45970826	38.16941334
49.24750768	36.67026387
48.8449082	35.33955571
48.48428427	34.00884755
47.8226801	31.53272157
47.0684005	28.56810733
46.40361387	25.85615728
45.69489466	23.39687142
45.11760739	21.29132166
44.50419737	19.30368394
44.11317546	17.53502125
43.71103323	16.0190272
43.28004767	14.60409616
42.84388604	13.37445546
42.4313368	12.27956691
42.32110297	11.30259485
42.02604869	10.32561834
41.74041376	9.500243008
41.47464177	8.691712256
41.22556855	7.866336928
40.95763834	7.024117024
40.71851488	6.114518816
40.37994869	4.76696608
39.77881126	2.728794624
38.61703046	-0.7748416
37.16019538	-5.60919488
35.08129911	-10.71305248
32.31627178	-16.37277664
29.81864425	-22.5377936
27.37914234	-29.05660448
24.97113581	-35.96279168
22.4890182	-43.03742464
20.08070074	-50.1458624
17.62627419	-57.4223456
15.10794238	-64.4973344
12.83974461	-71.4709088
10.23797382	-78.2420992
7.740328	-84.7272832
5.34825206	-90.9429184
2.76027193	-97.0068768
0.75067647	-102.7674816
-1.858264	-108.3261472
-4.4139257	-113.5142944
-6.7309029	-118.6352768
-9.1501212	-123.3514912
-11.7050513	-127.933376
-14.0575111	-132.3128768
-16.55245	-136.473536
-18.7256678	-140.465616
-21.0340487	-144.255312
-23.3976654	-147.9275808
-25.5977695	-151.4815328
-27.7700728	-155.0021248
-30.0148045	-158.3879424
-32.1048028	-161.7230528
-34.1891312	-165.0248032
-36.2976024	-168.3932736
-38.295602	-171.7457312
-40.2568387	-175.1142016
-42.2295981	-178.5676288
-44.0644509	-182.0206112
-45.8204738	-185.608368
-47.7153178	-189.2637344
-49.3626981	-192.9021984
-51.1249396	-196.6078272
-52.6794067	-200.3641632
-54.3116063	-204.1374016
-55.7848658	-207.8430304
-57.1551526	-211.6162688
-58.6013429	-215.2716352
-59.9151136	-218.8086848
-61.1906582	-222.2114048
-62.4448035	-225.5296128
-63.561408	-228.6965888
-64.5995484	-231.5935712
-65.529412	-234.3900288
-66.5675524	-237.0343648
-66.7963603	-235.4846816
-67.0030373	-236.6807488
-68.1238485	-241.430768
-69.0632229	-243.721488
-69.9760768	-245.860976
-70.7724234	-247.7304704
-71.4983535	-249.4656352
-72.2048962	-251.0824832
-72.9171088	-252.5480992
-73.7262584	-253.7944288
-74.4048174	-255.0581056
-75.0524663	-256.33824
-75.5883633	-257.399088
-75.7271844	-255.7991424
-75.7575458	-254.7378496
-75.7917481	-254.08088
-75.8202805	-253.609392
-75.8290597	-253.1543616
-75.8471668	-252.8848128
-75.8588724	-252.5480992
-75.8674687	-252.2785504
-75.8749676	-252.0597088
-75.892526	-251.8742272
-75.8769795	-251.7060928
-75.8967327	-251.5206112
-75.8965498	-251.352032
-75.8950866	-251.2510624
-75.8965498	-251.0824832
-75.9073409	-251.0153184
-75.8853929	-249.7854464
-75.442592	-243.6712256
-74.9363248	-237.792304
-74.3718954	-232.183376
-73.2982724	-222.6828928
-71.8487899	-208.0956768
-70.7212114	-197.7362848
-69.5921697	-188.0005024
-68.5505542	-178.8033728
-67.5568585	-169.993664
-66.3241125	-159.836656
-65.0022942	-148.2980992
-63.6737086	-137.4672192
-62.394506	-127.3266688
-61.10689	-117.8435328
-59.8915195	-108.915952
-58.7253491	-100.696048
-57.6745886	-93.0486016
-56.5662146	-85.8895456
-55.5220385	-79.3710016
-54.1394974	-70.6960672
-52.1416807	-59.7975776
-50.1636172	-48.5792768
-48.3847318	-39.87071552
-47.1049805	-33.11611616
-46.0297114	-28.06278784
-45.1025913	-24.20539328
-44.4126925	-21.24080128
-43.8305218	-18.96680576
-43.4142414	-17.1139024
-43.051002	-15.71580704
-42.7298296	-14.51987328
-42.3731746	-13.18916512
-42.1505853	-12.24587776
-41.9071454	-11.4373648
-41.6801665	-10.5277488
-41.3942938	-9.53393216
-41.0826322	-8.203224
-40.4635157	-6.14820352
-39.4963405	-2.96463648
-38.0457606	1.128573248
-36.0236182	5.474429376
-33.7929698	10.1740216
-31.5153161	15.07573984
-29.2193724	20.26381587
-26.8385631	25.43504733
-24.6558345	30.62312336
-22.5865039	35.72697651
-20.3227506	40.74660678
-18.1508131	45.6651696
-16.1191599	50.6342528
-13.8846706	55.72129696
-11.8056463	60.82515456
-9.5530499	65.89529632
-7.3181948	70.982296
-5.0491374	76.18721216
-2.8113559	81.37531488
-0.4548723	86.49598592
1.87905973	91.56617216
4.27296467	96.46786816
6.42377722	101.2516922
8.69722422	105.833399
11.05151302	110.297145
13.29704948	114.5756317
15.57091715	118.7362019
17.82100782	122.6440813
20.01604559	126.5182893
22.41680928	130.2240515
24.50545412	133.879329
26.88836677	137.3997875
29.14299336	140.8529034
31.09660313	144.1881027
33.25281123	147.439057
35.45906077	150.7068691
37.60356327	153.9072941
39.86773724	157.0235184
41.96141183	160.1397427
44.12021711	163.2896384
45.89988898	166.456392
48.08488554	169.7410176
50.27407051	173.076217
52.281965	176.4619456
54.50363301	179.9487328
56.43714207	183.654495
58.54837506	187.4613603
60.55345289	191.402911
62.58095426	195.4118934
64.21278806	199.5387923
66.11289958	203.6993626
68.05301133	207.9104621
69.21201205	208.4326128
70.16969474	212.3068653
71.99275049	216.8548118
73.75894263	221.0490979
74.53217067	221.9249981
76.35815282	226.8772234
78.01028852	230.7682893
79.79107608	234.4572381
80.79210607	237.893496
80.42979946	237.1523258
80.47499405	235.737417
80.48924196	234.9120461
80.51323844	234.3224637
80.48214544	233.918185
80.51067784	233.5308086
80.50392883	233.2444464
80.50327039	232.0147968
80.2501185	228.7638426
79.93485377	225.0243645
79.27604797	219.1625232
78.47108678	212.8626874
77.73632261	206.8324003
77.02025082	200.987417
76.26580661	195.4624672
75.65278068	190.0553894
74.97566659	184.580969
73.91085937	176.9672829
72.79524253	169.1009504
71.6055329	160.2913306
70.46191407	152.0544352
69.34695567	144.238632
68.2077996	136.7597203
66.912136	128.3375213
64.23746127	111.762583
61.87364338	97.63017504
59.60670762	85.45164
57.80891036	75.21025344
56.14106355	66.38377568
54.8092772	58.87119264
53.24176933	52.4534848
52.33539009	46.81057408
51.14385146	41.92571376
49.94137541	36.97346179
48.84651772	32.86342973
47.89777884	29.42717181
47.04879362	26.49624227
46.46718991	23.8348304
45.73588255	21.45976742
45.16501507	19.25315021
44.6546692	17.34973536
44.30428767	15.68214013
43.79973973	14.09876333
43.32447408	12.70067686
42.85935938	11.4036623
42.37264419	10.02242042
42.09309983	8.540111072
41.5042167	6.6535408
40.70615084	3.638392832
39.04059028	-1.28017888
37.05713123	-6.7883152
34.54291467	-11.6900112
31.8461822	-17.21496096
29.38314106	-23.26210592
26.70875897	-29.76405888
24.41777186	-36.687104
21.83087084	-43.6606784
19.49095798	-50.9038016
17.04424981	-58.0793152
14.57363661	-65.2383712
12.19304679	-72.1950432
9.59981743	-78.9328736
7.07153586	-85.3842528
4.69308597	-91.5829856
2.15476319	-97.5797792
-0.2953835	-103.3234816
-2.8073321	-108.79808
-5.2962353	-113.9186176
-7.6931398	-118.8879232
-10.0346256	-123.6041376
-12.610955	-128.051248
-14.9396378	-132.3128768
-17.3528204	-136.4228288
-19.6021246	-140.3642016
-21.975435	-144.1036352
-24.3141773	-147.7087392
-26.2262139	-151.2795936
-28.4385723	-154.6316064
-30.7111048	-158.0005216
-32.8115284	-161.3187296
-35.005231	-164.6035776
-37.0818776	-167.820816
-39.1773629	-171.0718592
-41.1497565	-174.2890976
-43.1889086	-177.5232384
-45.0839355	-180.8414464
-47.0049342	-184.1765568
-48.8304591	-187.6130816
-50.7134146	-191.0491616
-52.4546226	-194.5359488
-54.1634573	-198.0565408
-55.8770474	-201.5602304
-57.3479292	-205.2489568
-58.7935708	-208.7864512
-60.2013521	-212.3404032
-61.7307619	-215.8778976
-63.1513462	-219.3477824
-64.3339776	-222.6997952
-65.5619682	-225.933936
-66.7306992	-229.0840096
-67.8644963	-232.0147968
-68.9174516	-234.8784192
-69.975711	-237.5227552
-70.9161828	-240.049664
-71.7408789	-242.4751584
-72.5604538	-244.7325184
-73.5457361	-246.8377568
-74.3975014	-248.7415008
-74.8873076	-248.6738912
-74.9447382	-247.4106592
-74.9758312	-246.7029824
-74.9847933	-246.1638848
-75.0188127	-245.7933664
-75.0029004	-245.4566528
-75.0107651	-245.1702016
-75.0327131	-244.95136
-75.0319815	-244.7658784
-75.0376514	-244.5808416
-75.0294209	-244.3615552
-75.0394804	-244.2103232
-75.0617942	-244.0755488
-75.045699	-243.9407744
-75.0544782	-243.8229024
-75.0784381	-243.688128
-75.0645377	-242.7616096
-74.1911902	-233.4128032
-72.2498896	-215.5073792
-70.1809248	-195.9005952
-68.2626696	-179.0560192
-66.4552518	-163.6770592
-64.8016529	-149.6458432
-63.1500659	-136.6585728
-61.4995763	-124.5813632
-59.9654111	-113.497392
-58.4985531	-103.2896768
-57.1889891	-93.9413152
-55.7632836	-85.3673504
-54.5245019	-77.7368064
-53.4069829	-70.6791648
-52.1645432	-64.3456576
-51.2066959	-58.5850528
-50.2473854	-53.3800032
-49.1951617	-48.629984
-48.3969861	-44.30079008
-47.6926382	-40.46025344
-47.0003617	-36.92293696
-46.3567366	-33.80671264
-45.7806016	-30.99370848
-45.1997112	-28.48388
-44.6594246	-26.27727168
-44.2393033	-24.2896384
-43.7767492	-22.62203872
-43.4255812	-21.10602688
-43.1360505	-19.79217664
-42.7539724	-18.05718976
-42.3181217	-16.35591872
-41.9980467	-15.00835264
-41.7021145	-14.03139392
-41.4987297	-13.20602304
-41.2552898	-12.41432352
-41.0850099	-11.84159904
-40.9648446	-11.3025904
-40.8538243	-10.81411104
-40.6901288	-10.34244512
-40.5503932	-9.92135296
-40.3892583	-9.44973152
-40.27458	-9.02859488
-40.1028369	-8.43905696
-39.9790136	-7.76527392
-39.7061268	-6.85565792
-39.2742999	-5.52494976
-38.6220785	-3.31834144
-37.4551765	-0.20211712
-35.784385	3.402568768
-33.8013832	7.276781216
-31.5999988	11.60579277
-29.4747008	16.44013715
-27.023475	21.44292285
-24.7306406	26.58046515
-22.6925859	31.73485203
-20.3772548	36.72079315
-18.2512252	41.75727245
-16.1069056	46.69270208
-13.8605278	51.66178528
-11.9565388	56.66458432
-9.7081491	61.76844192
-7.4058039	66.87225504
-6.2564603	68.8599328
-6.2348781	68.017704
-6.2528023	67.562896
-6.2346952	67.25972032
-6.2498759	66.99017152
-6.2599354	66.75438304
-6.2529852	66.61960864
-6.2692633	66.48487872
-6.2886507	66.28271712
-6.2882849	66.1479872
-6.2787741	66.06374208
-6.2603012	65.96268352
-6.7248672	65.8784384
-6.107031	65.74370848
-6.1176392	65.67632128
-6.0292985	65.54154688
-6.2959667	65.44048832
-6.317366	65.44048832
-6.3098671	65.33942976
-6.308221	65.28890048
-6.2956009	65.20469984
-6.3111474	65.15417056
-6.3043801	65.12045472
-6.3159028	65.06992544
-6.3157199	64.9857248
-6.3067578	64.90147968
-6.3206582	64.90147968
-6.3162686	64.80042112
-6.3234017	64.74989184
-6.3149883	64.73303392
-6.3166344	64.73303392
-6.3193779	64.66564672
-6.3199266	64.598304
-6.32834	64.5309168
-6.3093184	64.5309168
-6.3391311	64.49720096
-6.3257794	64.3961424
-6.2710923	64.42985824
-6.2175026	64.34561312
-6.3058433	64.36247104
-6.3437036	64.31194176
-6.3378508	64.22769664
-6.3835758	64.2108832
-6.3757111	64.17716736
-6.3866851	64.12663808
-6.3760769	64.17716736
-6.3888799	64.0761088
-6.3938182	64.05925088
-6.3793691	64.05925088
-6.3791862	63.99186368
-6.3916234	63.99186368
-6.3967446	63.99186368
-6.3810152	63.9413344
-6.4036948	63.92452096
-6.3956472	63.89080512
-6.3903431	63.8234624
-6.3980249	63.80660448
-6.3947327	63.8234624
-6.3833929	63.80660448
-6.3954643	63.77288864
-6.4005855	63.70554592
-6.3961959	63.72235936
-6.3844903	63.72235936
-6.4084502	63.6213008
-6.4082673	63.6213008
-6.408816	63.57077152
-6.3683951	63.67183008
-4.1238463	73.45845312
-1.7638876	79.82563168
0.67923573	85.5190272
3.19573854	90.8755312
5.43650131	95.89518816
7.6313196	100.7126835
9.99806389	105.378591
12.23524182	109.7918077
14.37760439	114.1039658
16.80388263	118.2813939
18.92742479	122.2903763
21.28431077	126.1477264
23.55254512	129.8366752
25.76852494	133.5255795
27.96444063	137.0292246
30.1731959	140.3980954
32.29984736	143.8174954
34.57281882	147.0684941
36.67927812	150.285777
38.93152701	153.469344
41.08511964	156.5687104
42.8256692	159.6680768
44.84133694	162.7843011
47.00956157	165.8668096
49.11843515	168.9998918
51.25212826	172.2340326
53.29563338	175.5860454
55.43283817	178.9717741
57.50416238	182.4248899
59.5473017	186.1306522
61.59931167	189.8364144
63.65148625	193.7443382
65.57054621	197.6522176
67.52774082	201.6780134
69.50373755	205.8217702
71.40514766	209.9149533
73.21073646	214.1091949
74.99854738	218.2697651
76.86346894	222.3966195
78.55015445	226.3719306
80.37077763	230.2798099
82.10624257	233.9350429
81.39618819	237.3039136
83.06407158	240.3527952
84.81897879	243.014167
86.50185998	245.2713491
86.81624679	241.9192918
86.8626851	240.285408
86.88227369	239.4431792
86.88082878	238.8030675
86.90837352	238.3651174
86.90409366	237.9440253
86.91354959	237.657663
86.90915999	237.3544874
86.90923315	237.0849386
86.91717101	236.8659635
86.93818622	236.6975622
86.92313355	236.5459299
86.91861592	236.3438128
86.91431777	236.2090384
86.92938873	236.0405926
86.94899561	235.5857846
86.76433977	232.9749421
86.52801468	230.4482557
86.22359592	227.4499478
85.60522931	222.3629482
84.99030122	217.377007
84.21903021	211.0772157
83.27105951	203.497201
82.22212801	195.3782221
81.12710571	186.6191315
80.06176808	178.2643197
78.94843749	170.1789677
77.81039711	162.0431309
76.69622518	154.2947149
74.91097486	141.610887
73.19745792	130.6957174
71.65623278	120.8080358
70.16179346	111.5604659
68.71854785	103.1045955
67.30163984	95.18773376
66.00502516	88.01199776
64.8883475	81.2573984
63.78127209	75.22711136
62.73020066	69.61791648
61.82352878	64.42985824
60.77770658	59.71342144
60.09152065	55.45179264
59.12154708	51.2912224
57.97664795	46.55792768
56.86309788	40.83082966
55.63880186	35.96280058
54.55694836	31.90329779
53.7094995	28.5512583
53.03236712	25.65402682
52.14334509	23.04314422
51.46710892	20.68492582
50.82781855	18.62990979
50.30101168	16.7938688
49.79803668	15.07573984
49.40822191	13.57659037
48.95914754	12.21219306
48.56408354	10.91517405
48.39285256	9.584465888
47.94013848	8.152690272
47.29267248	6.249275424
46.34835978	3.149904576
44.78494887	-1.65074176
42.75532586	-6.93990304
40.13435057	-11.67315328
37.62706592	-16.82754016
34.99989032	-22.47045088
32.37831146	-28.5512672
29.95733732	-35.0026464
27.35033559	-41.75729024
25.06329912	-48.6130816
22.54884479	-55.468784
20.14623381	-62.3244864
17.69030748	-69.1294816
15.20085558	-75.6818304
12.8448841	-82.03224
10.2323405	-88.0961984
7.72913452	-93.9075104
5.35699468	-99.5337856
2.8215983	-104.8229024
0.36589145	-109.9772448
-2.1077396	-114.8958432
-4.6630355	-119.5613504
-6.9961079	-124.059168
-9.3692354	-128.3038944
-11.9578191	-132.4138464
-14.2660171	-136.3218592
-16.7091953	-140.0950976
-18.9482571	-143.6828544
-21.3168121	-147.2368064
-23.676405	-150.5888192
-25.529182	-153.907472
-27.8326246	-157.0740032
-30.0360209	-160.1395648
-32.1871078	-163.1717664
-34.4115376	-166.32184
-36.4779418	-169.286432
-38.5344694	-172.2003168
-40.5474668	-175.1818112
-42.5756449	-178.180208
-44.4726837	-181.1278976
-46.388927	-184.1431968
-48.3289473	-187.2256608
-50.2338508	-190.3419296
-52.0548032	-193.5084608
-53.7715026	-196.7087968
-55.554046	-199.9429376
-57.1213161	-203.2615904
-58.7249833	-206.5290912
-60.298472	-209.847744
-61.7858148	-213.1490496
-63.2630981	-216.48416
-64.5743082	-219.7013984
-65.8772878	-222.851472
-67.0743683	-225.8667712
-68.3102236	-228.5787168
-68.9505565	-230.1448576
-70.2057992	-233.4128032
-71.2675337	-235.973072
-72.1941051	-238.3821088
-73.2157845	-240.639024
-74.1908244	-242.778512
-75.0879489	-244.833488
-75.8749676	-246.7367872
-76.5493199	-248.471952
-77.3361557	-250.0888
-78.1105543	-251.554416
-78.857335	-252.9186176
-79.226793	-252.143776
-79.2650191	-250.9477088
-79.2930028	-250.1728672
-79.3100125	-249.6342144
-79.3370817	-249.2801536
-79.7153189	-252.1099712
-80.1317822	-253.1881664
-80.3554689	-254.165392
-81.2231465	-257.1971488
-81.2877102	-255.1590752
-81.3444092	-254.1818496
-81.3606873	-253.5586848
-81.3848301	-253.0871968
-81.4022056	-252.7500384
-81.4009253	-252.4471296
-81.4129967	-252.143776
-81.4108019	-251.8742272
-81.432567	-251.7060928
-81.4426265	-251.5206112
-81.4411633	-251.2848672
-81.4303722	-251.1500928
-81.4481135	-250.998416
-81.4482964	-250.8636416
-80.9727564	-244.1765184
-79.7105635	-231.8969248
-78.5357968	-220.7795936
-77.4226674	-210.4878112
-76.4999369	-200.869456
-75.5537952	-191.739936
-74.4690153	-183.0480992
-73.4279485	-174.7267808
-72.2818971	-164.502608
-71.0107421	-154.5137344
-69.7944571	-145.1146656
-68.6264577	-136.2208896
-67.4968673	-127.7140896
-66.401845	-119.7975392
-65.3979069	-112.2003552
-64.3356237	-105.0079392
-63.3849095	-98.1691392
-62.3295765	-91.8863392
-61.044704	-83.8007648
-59.7567222	-76.0523488
-58.6199987	-69.0454144
-56.9942006	-60.3873824
-55.5995881	-52.7901984
-54.3478205	-46.2885568
-53.0565465	-40.64555712
-52.082604	-35.8448752
-51.0159312	-30.58942976
-49.7875748	-25.92352224
-49.0559748	-22.40306368
-48.402656	-19.70793152
-47.9113866	-17.6360976
-47.5263821	-16.0190272
-47.1742996	-14.70517696
-46.8805622	-13.6945024
-46.6226732	-12.81860224
-46.4077657	-12.09428992
-46.1979794	-11.48789408
-45.9955091	-10.83096896
-45.818279	-10.32563168
-45.6635456	-9.7529072
-45.4852181	-9.18018272
-45.3059761	-8.43905696
-45.1025913	-7.5631568
-44.6479019	-6.23244864
-44.0446977	-4.12689888
-43.0054599	-0.96014528
-41.3963057	2.779328352
-39.3227684	6.451405888
-37.0663311	10.46037494
-34.8682389	14.8904495
-32.4863322	19.59003728
-30.2856794	24.27278493
-27.8737771	29.14081402
-25.6491644	33.95831382
-23.647141	38.7252799
-21.4091766	43.49224598
-19.3542951	48.25919872
-17.1247441	53.04302272
-14.9617687	57.89418944
-12.9207876	62.8464592
-10.5840572	67.71448384
-8.2641536	72.6667536
-6.1565969	77.73689536
-3.7613385	82.72288096
-1.496122	87.64143488
0.87012846	92.52631744
3.32596334	97.2090384
5.54858243	101.7065002
7.74513827	106.0691875
10.04527038	110.2466157
12.32738684	114.3061274
14.53925141	118.1129482
16.89013827	121.8692397
19.00047505	125.5413306
21.3526605	128.9775885
23.57996183	132.380175
25.72918315	135.7153299
28.0643589	138.9494707
30.28888015	142.0151658
32.37642759	145.047145
34.62565863	148.0454528
36.69725719	150.9763734
38.95256051	153.8399069
41.07694401	156.7371562
43.22411685	159.499631
45.25611756	162.2789638
47.42260464	165.091968
49.49107561	167.8544874
51.65021011	170.684305
52.88928445	173.4973536
55.0238189	176.377745
57.0640684	179.3086656
59.19240254	182.3237869
61.21474613	185.3894819
63.29214262	188.5393776
65.30759088	191.8072342
67.2062392	195.176105
69.20903078	198.5449757
71.24267759	202.0822922
73.0519061	205.5690794
74.93817209	209.1232538
76.83096761	212.7110995
78.61857734	216.3831904
80.45489334	219.9878941
82.28382018	223.6094557
83.848676	227.079385
85.64338225	230.4145843
87.51512598	233.6992099
88.26366252	232.7727805
88.29971211	231.3073424
88.33481062	230.5156429
88.33510326	229.926105
88.3445409	229.471297
88.34512618	229.1175475
88.36601336	228.8311853
88.30000475	221.487048
88.30432119	221.4365187
88.30953384	221.487048
88.30819867	221.4533766
88.29446288	221.3859894
87.84641275	216.8042826
87.23424645	211.1446029
86.54039701	206.0070294
85.76462666	199.9262131
84.76315771	192.3967722
83.82332606	185.0694483
82.99575843	178.1632166
82.101981	171.5433917
81.20063151	165.2436003
80.32697308	159.1290682
79.49576574	153.233511
78.66816153	147.5569734
77.85264701	142.1498957
77.06890222	136.843921
76.2731409	131.7905926
75.49936416	126.8888966
74.69206185	122.0376854
73.89951957	117.1528029
73.14458153	112.5037533
72.3868817	108.0231494
71.64657566	103.7278493
70.88889412	99.63462176
70.15231924	95.62568384
69.46331665	91.8525344
68.77943526	88.1635856
68.12532999	84.6094112
67.45394067	81.20686912
66.88951127	77.90534112
66.21188506	74.82283264
65.68087149	71.891912
65.08900709	69.06204992
64.52507152	66.24904576
63.90140081	63.65501664
63.34573232	61.12833024
62.81201183	58.73641824
62.27263973	56.44560928
61.76073921	54.2558144
61.29661217	52.13340672
60.82171232	50.17948928
60.34558704	48.191856
59.93989655	46.38948192
59.46589291	44.53662304
58.94364025	42.41420202
58.03546859	38.35470368
56.84742335	33.9077801
55.7212166	30.0672568
54.86630542	26.81628922
54.06310007	24.10433917
53.2222539	21.66190234
52.47777774	19.50581885
51.90065508	17.5687104
51.33139712	15.85058144
50.77565547	14.33458739
50.30962627	13.00387923
49.88292057	11.74054938
49.52974067	10.61197168
49.15457619	9.550776736
48.83380617	8.540111072
48.47543191	7.462071552
48.0251504	6.131363392
47.3623208	4.244788672
46.37215507	1.212796128
44.98747404	-3.0319792
42.61738268	-7.63049952
39.92915506	-12.31326496
37.4959632	-17.34973536
34.78633628	-22.82415584
32.12856151	-28.78710016
29.90978332	-35.1374208
27.27863879	-41.74043232
24.92460605	-48.4783072
22.42222312	-55.2664
20.05410708	-62.0380352
17.59940618	-68.7758656
15.13415195	-75.3451168
12.76973049	-81.6955264
10.18061638	-87.7425824
7.65149347	-93.5200896
5.29424169	-99.1294624
2.76919745	-104.5195488
0.26489407	-109.6569888
-2.1701085	-114.5417824
-4.7135159	-119.1739296
-7.0623177	-123.6886496
-9.4286779	-127.9164736
-11.9991545	-131.9085536
-14.3036945	-135.7827616
-16.7457753	-139.5052928
-18.999652	-143.0596896
-21.3126054	-146.4619648
-23.6963411	-149.8139776
-25.9538758	-153.0988256
-28.2095815	-156.2150944
-30.4257808	-159.2134912
-32.5869272	-162.1780832
-34.8477541	-165.1257728
-36.8905642	-167.9893952
-39.0416511	-170.8192128
-41.0440403	-173.6490304
-43.1508654	-176.4619456
-45.0806433	-179.2415008
-46.9968866	-182.054416
-48.8952057	-184.8842336
-50.8875354	-187.7140512
-52.6783093	-190.5438688
-54.5735191	-193.474656
-56.2924133	-196.405888
-57.8104833	-199.3873824
-59.5235247	-202.4698464
-61.1590165	-205.5523104
-62.718239	-208.6347744
-64.2008264	-211.7510432
-65.6433587	-214.9175744
-67.0077927	-218.0000384
-68.3590579	-221.03224
-69.688558	-224.0306368
-71.0025116	-226.9445216
-72.1039354	-229.8250464
-73.2380983	-232.5707968
-74.4521885	-235.2320352
-75.4610649	-237.7754016
-76.3219752	-240.049664
-77.1395382	-242.3234816
-78.0642806	-244.4122624
-78.9261054	-246.3831712
-79.788296	-248.2357632
-80.6164672	-249.8868608
-81.3894026	-251.469904
-82.1292331	-252.7166784
-82.5795329	-252.3626176
-82.5954452	-251.0660256
-82.6283672	-250.2742816
-82.6625695	-249.6844768
-82.6660446	-249.2632512
-82.6920164	-248.8593728
-82.696406	-248.6067264
-82.6976863	-248.3536352
-82.7139644	-248.0845312
-82.7159763	-247.915952
-82.7121354	-247.713568
-82.7377414	-247.4947264
-82.7404849	-247.3937568
-82.742131	-247.2927872
-82.7448745	-247.0904032
-82.4324813	-242.4413536
-81.8539686	-236.0068768
-81.2244268	-229.8250464
-79.791954	-216.4672576
-78.6504751	-206.6976704
-78.4555037	-204.9625056
-77.6212968	-199.0164192
-77.0166294	-193.2220096
-76.4099501	-187.5116672
-75.8806375	-182.0713184
-75.1953112	-176.7483968
-74.5227879	-171.695024
-73.8155136	-166.6416512
-73.2285875	-161.8578272
-72.6956169	-157.1749728
-72.0986313	-152.5090208
-71.5429811	-148.0792576
-70.9114274	-143.7166592
-70.3704092	-139.4883904
-69.8281107	-135.3784384
-69.2300277	-131.2853888
-68.7254066	-127.3266688
-68.2121892	-123.5872352
-67.6484914	-119.8144416
-67.1411268	-116.2093376
-66.6226053	-112.6215808
-66.1529181	-109.1685984
-65.6362256	-105.7996832
-65.1603198	-102.5148352
-64.6988631	-99.3144992
-64.2192993	-96.181328
-63.7834486	-93.2505408
-63.2501122	-90.2859488
-62.7308591	-87.4730336
-62.3224434	-84.7103808
-61.8648276	-82.0660448
-61.4414141	-79.4381664
-60.9704466	-76.9619648
-60.5569097	-74.5364704
-60.1761119	-72.1781408
-59.788181	-69.853616
-59.3773876	-67.6976704
-59.0318895	-65.50792
-58.6770635	-63.4360416
-58.350587	-61.4820352
-58.014051	-59.4777664
-57.5992338	-57.6247296
-57.2343483	-55.8054976
-56.8445884	-54.0200704
-56.4882992	-52.3187104
-55.8154101	-48.5285696
-54.3840347	-41.06664928
-52.7452507	-33.99201632
-51.6379741	-28.58493856
-50.5689236	-24.45808416
-49.7334364	-21.32500192
-49.1741282	-18.83203136
-48.7051726	-16.94545664
-48.3104744	-15.39577344
-48.0008247	-14.23351104
29.32086361	133.7614125
29.35956525	133.6940253
29.34632329	133.5929667
29.34138499	133.5255795
29.33492862	133.4413789
29.32260116	133.3908051
29.34839006	133.2897466
