"Aboutaha, Engelhardt, Jirsa and Kreger, Test ORC1"	
6285	
-6.1187366	-54.8287168
-8.3724304	-71.1844576
-10.3128165	-89.2077536
-12.1641303	-107.68608
-13.198064	-117.6749536
-15.140462	-135.9513408
-16.7086466	-151.7510816
-17.2736247	-155.4402528
-17.3231906	-154.9180576
-17.3489795	-154.5475392
-17.3539178	-154.2779904
-17.3378226	-154.058704
-17.3519059	-153.8060576
-17.3231906	-150.858368
-17.3412977	-150.8414656
-17.3330672	-150.8245632
-17.3380055	-150.8414656
-17.353552	-150.8414656
-17.3209958	-150.7912032
-17.342578	-150.7912032
-17.337091	-150.7235936
-16.3556496	-136.8774144
-15.5715573	-126.8044736
-14.9350653	-119.5279904
-14.3051577	-112.6891904
-13.6002611	-106.069232
-13.0233945	-99.8366944
-12.4351881	-94.00848
-11.8906948	-88.5005216
-11.4409437	-83.2616672
-11.0003376	-78.2928064
-10.5527813	-73.7447264
-10.0443193	-69.4159328
-9.582131	-65.3731456
-9.1161018	-61.3472608
-8.0978975	-51.038576
-7.2022362	-43.05428256
-6.3190121	-36.45127104
-5.3944526	-30.0335632
-4.7566803	-25.50243008
-4.272544	-22.31881856
-3.9308868	-19.9606224
-3.6179449	-18.17510624
-3.3971846	-16.7938688
-3.2232467	-15.64846432
-2.9728566	-14.68831904
-2.8298288	-13.71136032
-2.5999235	-12.58276928
-2.1924223	-10.25824448
-1.0792929	-3.31834144
0.59299838	7.024117024
2.25018212	18.04035408
4.0470283	28.87130525
5.73091544	39.09585613
7.44697469	49.40464768
8.9266174	59.62917632
10.56070087	70.35908672
12.18198134	81.98171072
13.79720782	95.50776736
15.52544821	110.6171786
17.29248169	126.4509466
18.90889702	142.6215616
20.37961421	155.187473
20.40545798	154.6484643
21.04121838	160.5776928
21.05775254	159.9375811
21.0658733	159.5670182
21.06523315	159.3311853
21.03520097	159.1459261
21.05513707	159.0280096
21.06285545	158.825848
21.05354584	158.707976
21.06483077	158.5395302
21.05524681	158.4552851
21.05831953	158.3542266
21.04193169	158.2868394
21.05555774	158.1689229
21.05555774	158.1183936
21.05663685	157.0235184
20.68106999	151.7175437
20.26272282	147.0011069
19.79587057	142.4699738
19.39356373	138.1240998
18.97000391	133.8961424
18.55450998	129.2807642
17.98424607	123.3683936
17.38534002	116.0073984
16.7413857	109.1180246
16.10719824	102.6161162
15.45914696	96.60264256
14.82088083	91.0776928
14.22987606	85.87277664
13.71995086	81.00470752
13.21465303	76.38937376
12.71670778	72.32986208
12.26882226	68.2029632
11.45488068	61.48207968
10.38045292	52.7061312
9.41684427	45.12616096
8.50291126	38.84318749
7.83536284	33.84040179
7.19303633	29.54507939
6.60309238	25.72140067
6.04071146	22.15039059
5.46252798	18.89941856
4.86673123	15.34524861
4.03588969	10.12348342
2.36637849	-0.11791648
0.61421478	-11.87531488
-1.6073252	-24.57600064
-3.9665523	-37.95042496
-6.1882386	-52.3694176
-8.4198015	-68.5232192
-10.4007914	-86.2938688
-12.4498201	-105.2103232
-14.4840339	-124.3958816
-16.2166456	-142.4698848
-17.774222	-157.5290336
-18.0293675	-158.0005216
-18.0544248	-157.6802656
-18.0531445	-157.4276192
-18.0794821	-157.1918752
-18.0626553	-157.0401984
-18.0780189	-156.8889664
-18.0732635	-156.7706496
-18.076007	-156.6865824
-18.0743609	-156.5856128
-18.0599118	-156.433936
-18.0533274	-156.3329664
-18.0783847	-156.2653568
-18.065033	-156.1812896
-18.0599118	-156.1141248
-18.0880784	-156.0634176
-18.1010643	-156.0634176
-18.0582657	-155.995808
-18.0847862	-155.8948384
-18.0875297	-155.8107712
-18.0767386	-155.7938688
-17.8830475	-152.1216
-16.770101	-139.4883904
-15.8058522	-128.1860224
-14.9548185	-117.8937952
-14.0719602	-108.3261472
-13.1183196	-99.4492736
-12.2793573	-91.364144
-11.5971403	-83.8176672
-10.974	-76.9450624
-10.289954	-70.6284576
-9.6214545	-64.95192
-9.0061789	-59.2415776
-7.9985828	-49.5396
-6.9979369	-41.25195296
-5.911328	-33.30137536
-5.1585116	-27.7764256
-4.4954991	-23.9696048
-4.0887295	-21.13974272
-3.7362812	-19.0510064
-3.4719907	-17.40026464
-3.2323917	-16.05269856
-2.995902	-14.8567648
-2.7906882	-13.57658592
-2.3809922	-11.47103616
-1.3624221	-5.23858752
0.28055031	4.665898624
2.00072481	15.6316064
3.72651434	26.51308685
5.42210708	36.70395302
7.22956146	46.92849056
8.71553251	57.20359296
10.36133987	67.73134176
11.98055357	79.01707424
13.60505308	92.13889664
15.3381769	106.9114163
17.1152333	122.6946106
18.70624382	138.9157994
20.50616272	155.170615
22.18019155	170.6337757
23.62345545	183.1828736
24.45727826	184.8504733
24.50501516	183.3850352
24.51533072	182.7112077
24.43183687	173.5478829
24.42139328	173.5478829
24.42419165	173.5478829
24.43064802	173.5478829
24.42883731	173.5815542
24.42773991	173.5478829
24.42150302	172.5372083
24.29874054	170.4316586
24.12632071	168.4608832
23.96019264	166.574264
23.79622279	164.755121
23.62021812	163.0706634
23.2720131	159.4322883
22.90549979	155.5075066
22.54888137	151.7006858
22.20866908	147.9780656
21.89064256	144.3059747
21.61428066	140.7686582
21.2467614	137.298729
20.8955934	133.1213008
20.34544849	127.731081
19.7996566	122.5261648
19.23345307	117.5570816
18.66820062	112.1500483
18.02669716	105.7828253
17.40798304	99.63462176
16.81535046	93.75596704
16.13093866	87.33821472
15.44692924	81.49323136
14.73850267	76.03562432
14.13160389	71.08339904
13.59248785	66.48487872
12.69203457	58.80380544
11.60789482	50.56691008
10.68534722	43.64384717
9.87702067	37.98412746
9.15754694	33.48667014
8.49877772	29.59561312
7.9760861	26.29411181
7.52918824	23.39687142
7.13737986	20.90390086
6.77231146	18.57937606
6.42553306	16.60857846
6.09066145	14.82307565
5.81671383	13.22285427
5.56592135	11.84161238
3.07140312	1.229640704
3.07017769	1.229640704
3.08980286	1.24648528
3.0644895	1.212796128
3.0747319	1.229640704
3.07705473	1.195951552
3.07202498	1.24648528
3.07628655	1.195951552
3.06642824	1.010665664
2.96625391	0.421109952
2.84585084	-0.3200336
2.65415335	-1.60021248
2.34940537	-4.11004096
1.80745438	-8.28742464
0.72347924	-16.0864144
-1.4944759	-28.78710016
-3.857361	-42.16152448
-6.1571456	-56.2098208
-8.4635146	-71.554976
-10.3790263	-88.432912
-12.3106332	-105.9851648
-14.3421035	-123.5369728
-16.0838602	-140.4825184
-17.6063198	-155.877936
-19.2472986	-169.1516576
-20.5511927	-180.4202208
-21.0249037	-183.553392
-21.0724577	-182.87952
-21.0742867	-182.4587392
-21.084712	-182.1215808
-21.0741038	-181.852032
-21.066422	-181.5993856
-21.0819685	-181.4477088
-21.1097693	-181.2795744
-21.0799566	-181.1278976
-21.0812369	-181.026928
-21.071909	-180.8583488
-21.0768473	-180.7907392
-21.0931254	-180.6564096
-21.0816027	-180.5888
-21.0711774	-180.4878304
-21.0869068	-180.4037632
-21.0717261	-175.7378112
-21.0616666	-175.7040064
-21.0691655	-175.6702016
-21.0505097	-175.6532992
-21.0874555	-175.6702016
-21.0547164	-175.6702016
-20.9996635	-173.6828352
-19.9278695	-159.0787168
-19.0729949	-148.3150016
-18.0963089	-138.208256
-17.0728005	-128.7415776
-16.2398739	-119.982576
-15.4742545	-111.6617024
-14.7446664	-103.8456768
-14.0238575	-96.501584
-13.1466691	-89.7134912
-12.4284208	-83.3123744
-11.842775	-77.366288
-11.2728586	-71.875232
-10.7525081	-66.8552192
-10.1807627	-62.1559072
-9.5920076	-57.8266688
-9.0850088	-53.8514912
-8.7391449	-50.1627648
-8.2875648	-46.8276544
-7.9082302	-43.74492352
-7.5693165	-40.8813456
-6.7773595	-35.01950432
-5.8981592	-29.41030944
-5.2759334	-25.48557216
-4.8036856	-22.50412224
-4.3714929	-20.280656
-4.0825109	-18.52885568
-3.8454725	-17.09708896
-3.6503182	-15.85058144
-3.4398003	-14.73884832
-3.2587293	-13.59344384
-2.9487138	-11.90898624
-2.0572592	-7.293608
-0.5567476	1.583372352
1.28134253	12.27956691
2.94575082	23.07682893
4.76836761	32.94764816
6.56204962	42.46474019
8.18382392	51.84708896
9.69267576	61.27991808
10.72273198	66.88911296
12.34858495	77.26527392
13.97443792	88.8205552
15.69014966	102.1781661
17.48052118	116.6811814
19.12497508	131.8243085
20.94934771	147.2706112
22.63886817	162.5316547
23.82246894	172.5708797
23.83135788	172.031871
24.52674368	178.6180246
24.57638274	178.079016
24.75811218	179.8813456
24.64405574	182.5259485
24.6309601	181.9700819
24.64127566	181.6668618
24.64537262	181.3636861
24.6346181	181.2120982
24.65517606	181.0267946
24.63293542	180.8078195
24.64076354	180.6730451
24.65203018	180.5214573
24.64169633	180.3698694
24.6580293	180.2182816
24.62962493	180.1003206
24.64187923	179.9824486
24.65934618	179.9150614
24.67390502	177.9442416
24.36738291	173.396295
24.01853774	169.1009504
23.61891953	165.1256838
23.25321098	161.3356765
22.84024107	157.579385
22.52087938	153.9746813
22.23347032	150.4710362
21.91701674	146.9337197
21.46141284	141.8972493
20.88310133	136.0859373
20.24048218	129.7187587
19.62103646	123.722143
18.86904311	117.018073
18.02958698	109.1685539
17.16417734	100.5779091
16.27166192	92.40840096
15.41309274	85.11474848
14.59141449	78.49492352
13.78376467	72.11088704
12.88428076	64.61511744
12.02556526	57.92790528
11.16776426	51.69545664
10.24475941	44.99138656
9.41613096	39.56749981
8.62678943	35.2047991
8.02334746	31.34743123
7.47515958	27.86063958
6.96230798	24.91286992
6.5022779	22.15039059
6.07222513	19.69110474
5.65257937	17.33289078
5.2355125	15.07573984
4.74151789	12.51539098
4.23161098	9.651844192
3.88324135	7.563139008
3.20210346	3.26781216
1.60765442	-6.38403648
-0.265205	-17.66976896
-2.4969508	-29.74720096
-4.735281	-42.38049952
-7.1914451	-56.4286624
-9.1649361	-72.0771712
-11.3913778	-89.1743936
-13.3403602	-106.9112384
-15.4524894	-124.7833024
-17.1655308	-141.8636224
-19.0009323	-157.7647776
-20.4392579	-172.133152
-20.7937181	-174.7943904
-20.8266401	-174.4910368
-21.4658756	-182.0206112
-21.5041017	-181.73416
-21.549278	-181.4312512
-21.5512899	-181.2288672
-21.5531189	-181.0438304
-21.5490951	-180.8921536
-21.5337315	-180.7573792
-21.5448884	-180.6395072
-21.5496438	-180.5718976
-21.5436081	-180.4371232
-21.5549479	-180.4037632
-21.5549479	-180.3023488
-21.5386698	-180.1844768
-21.5523873	-180.117312
-21.5714089	-180.0666048
-21.5551308	-179.99944
-21.5249523	-179.1738912
-21.4111885	-176.4112384
-21.221887	-173.6992928
-21.011552	-171.0887616
-20.8398089	-168.528048
-20.4368802	-163.2055712
-18.935637	-145.7880928
-18.9131403	-146.2262208
-18.9166154	-146.192416
-18.211353	-138.2923232
-17.3047177	-130.45984
-16.592688	-123.0481376
-15.3023285	-108.6295008
-13.8210214	-94.3456384
-12.3433723	-81.9481728
-11.2377418	-71.2516224
-10.1800311	-62.1728096
-9.1557911	-54.4577536
-8.4154119	-47.7875328
-7.7231354	-42.1783824
-6.9747086	-37.04085344
-5.9985713	-30.70734624
-5.2614843	-26.1593552
-4.7199174	-22.89154304
-4.2749217	-20.49963104
-3.9296065	-18.62991424
-3.6700714	-17.16443168
-3.4643089	-16.0190272
-3.2814089	-14.924152
-3.1016182	-14.03139392
-2.8901858	-13.10496448
-2.6952144	-12.0100448
-2.2822262	-9.8202944
-1.1947028	-3.92473728
0.3632394	5.373366368
2.12008535	15.86742602
3.82698131	26.12566605
5.57157296	35.74382109
7.43267191	45.17669024
8.90424873	54.69376448
10.59104398	64.36247104
12.2559461	74.57018624
13.86012542	85.80538944
15.58386647	98.87663808
17.35036954	113.1606784
19.00073111	128.2701341
20.82762776	143.4806038
22.51321587	158.6911181
24.18457436	173.8173872
25.54355794	187.8319232
27.24249775	196.9110474
27.44813222	195.2266342
28.08321589	200.1283302
28.16193605	198.1575549
29.10220666	201.6612
29.1387135	200.1451882
29.14262756	199.4208758
29.13287899	199.050313
29.13565907	198.7302349
29.1491388	198.3933434
29.15746075	198.1912262
29.1431031	198.005967
29.13937194	197.8375213
29.15179085	197.6353597
29.15396736	197.5006298
29.16296604	197.3658554
29.14818772	197.231081
29.1654169	197.1300224
29.14815114	197.0626797
29.05426857	191.5882592
29.02932101	191.6219306
29.04587346	191.5714013
29.04534305	191.5376854
29.05428686	191.5714013
28.79992783	185.9284906
28.08133202	177.3041744
27.32864365	169.3367834
26.56333518	161.7567686
25.85481716	154.5810771
25.13816009	147.7085613
24.46554534	141.156079
23.79708242	134.8057584
23.09712412	128.7922848
22.5334629	122.9473014
21.96424152	117.3886358
21.39156333	112.0321318
20.854258	106.8945584
20.29833345	101.9928624
19.70672511	97.31009696
19.19027038	92.79582176
18.6561658	88.50047712
18.19264233	84.30623552
17.74821362	80.51622816
17.25701738	76.38937376
16.5839088	71.10021248
16.00162836	66.35010432
15.40815444	62.0042304
14.81564989	57.89418944
14.07446593	52.43662688
13.38524386	47.4170144
12.66452641	42.43105104
11.84897531	37.27665971
11.17625082	33.2003168
10.53719822	29.56192397
9.99888694	26.44570854
9.46694058	23.63269549
8.99152861	21.17341408
8.58927664	19.01733059
8.27854783	17.08022214
7.95951536	15.2441856
7.69793178	13.57659037
7.41791188	12.02690272
7.16252861	10.4940641
6.85609795	8.708556832
6.41446761	6.18189712
5.51783694	0.85906448
3.89084999	-8.99492352
1.87366418	-20.06168096
-0.084134	-31.53271712
-2.2472923	-43.00375328
-4.7252215	-55.2664
-7.0979832	-68.3208352
-9.2759564	-82.4027584
-11.5578168	-97.8657856
-13.618734	-114.3905504
-15.6942832	-131.1844192
-17.4210421	-147.3213184
-19.1962695	-162.3969248
-20.6353267	-175.9059456
-21.9395866	-187.6464416
-23.3459047	-195.1257536
-24.812214	-200.4989376
-25.1015618	-199.6231264
-25.1193031	-198.9154496
-25.1500303	-198.4439616
-25.1659426	-198.140608
-25.1478355	-197.8038944
-25.1582608	-197.5681504
-25.1824036	-197.3826688
-25.198133	-197.1638272
-25.1906341	-197.0121504
-25.1931947	-196.8604736
-25.1888051	-196.759504
-25.2034371	-196.6247296
-25.1986817	-196.5406624
-25.1931947	-196.3889856
-25.1933776	-196.3382784
-25.1983159	-196.2711136
-25.2114847	-193.0200704
-25.2038029	-192.9693632
-25.1754534	-192.9524608
-25.2169717	-192.9191008
-25.22191	-192.885296
-25.2275799	-192.9191008
-25.2118505	-191.301808
-25.0016984	-188.5898624
-24.7787433	-185.9455264
-24.2816211	-180.6226048
-22.7242276	-163.710864
-21.9635465	-155.6083872
-21.595003	-151.6332096
-21.2462127	-147.7087392
-20.8826075	-143.8847936
-20.5577771	-140.1284576
-20.1883191	-136.5237984
-19.8623913	-132.868432
-19.5293304	-129.31448
-18.8557097	-121.9872896
-16.2618219	-100.1738528
-14.4322732	-82.385856
-12.5873609	-68.1019936
-11.2039053	-56.7151136
-9.9609169	-47.8044352
-8.6067253	-38.79265376
-7.6977123	-32.24017152
-6.8858192	-27.456392
-6.2586551	-23.80115904
-5.7262332	-21.07235552
-5.3308034	-18.9836192
-5.0441991	-17.29920608
-4.7455234	-15.8842528
-4.4680641	-14.63778976
-4.226819	-13.25655232
-3.8286457	-11.25206112
-2.9106706	-6.03028704
-1.1354432	2.728794624
0.71182851	12.76805517
2.54929678	22.48727766
4.4309354	31.51587699
6.20621767	39.93807603
8.04492966	48.41083104
9.57015105	56.7825008
11.35721208	65.4910176
13.0413187	74.89021984
14.69685634	85.31691008
16.51378494	97.22589632
18.24248258	110.4824486
20.00508988	124.3453968
21.86948103	138.3599328
23.55302066	152.3912822
25.3424411	166.3216176
26.80421448	179.8813456
28.50006328	192.5988893
29.98268726	203.5814461
30.24297225	204.389959
30.25572038	203.3287997
30.2730593	202.7897466
30.25089182	202.3855123
30.26782836	202.0485763
30.2675723	201.8127878
30.28196653	201.5095677
30.2470875	201.3579798
30.2487336	201.2400634
30.25647027	201.0379462
30.26493854	200.8695005
30.25884797	200.751584
30.2617195	200.6673834
30.25454982	200.4989376
30.29008729	198.8818672
30.00269652	194.2159597
29.65257105	189.8700858
29.28196078	185.8442899
28.92464734	181.953224
28.57560098	178.1295453
28.19599203	174.440641
27.8774351	170.8190794
27.5352292	167.2817629
27.22867051	163.8960342
26.84904327	160.4766342
26.56999274	157.2088221
26.23345674	153.9578234
25.90557191	150.841599
25.55334309	147.7422326
25.24230335	144.6933955
24.92365497	141.7119456
24.59783691	138.781025
24.2600389	135.6816586
23.6628704	130.2409094
22.98820717	124.2611517
22.35625109	118.4329818
21.76886774	112.8743162
21.17065671	107.6357286
20.60672114	102.5150131
19.64408186	94.69920992
18.42799805	84.87896
17.36090458	76.38937376
16.41926222	69.045192
15.49916548	62.50956768
14.679554	56.76564288
13.81165692	50.88694368
12.82909983	44.31762131
11.94669878	39.07901155
11.21149565	34.68262614
10.50091086	31.01054416
9.86824147	27.69219827
9.24199187	24.74442416
8.72151334	22.15039059
8.35095794	19.77532762
7.93482386	17.58555498
7.57977838	15.58107267
7.23457292	13.5934305
6.83811888	11.57210362
6.32025582	8.876998144
5.2722754	3.43625792
3.57761545	-6.4008944
1.74283581	-16.99598592
-0.4530433	-28.01225856
-2.6476604	-39.24746176
-5.0859003	-51.3583872
-7.6139441	-64.0761088
-9.8577613	-77.6358368
-12.1911995	-92.3240224
-14.3474076	-108.2251776
-16.3574786	-124.5644608
-18.3691957	-140.6337504
-20.1292424	-155.8614784
-21.7082181	-169.7917248
-23.1827579	-182.3239648
-24.5965749	-193.3736864
-25.9675933	-202.3519744
-26.4822739	-203.1770784
-26.5536049	-202.5032064
-26.5470205	-202.099328
-26.5464718	-201.7283648
-26.5733581	-201.5602304
-26.5841492	-201.2568768
-26.57537	-201.0549376
-26.5834176	-200.9704256
-26.6086578	-200.751584
-26.5836005	-200.7008768
-26.6103039	-200.5830048
-26.5793938	-200.3641632
-26.5715291	-200.3641632
-26.5700659	-200.2462912
-26.6095723	-200.1453216
-26.5889046	-200.077712
-26.5834176	-200.0274496
-26.5612867	-198.1575104
-25.9745435	-190.5607712
-25.3029347	-183.43552
-24.6291311	-176.6976896
-24.0195254	-170.2632128
-23.3566958	-164.0137728
-22.7935467	-157.9836192
-22.2439322	-152.1554048
-21.7030969	-146.4957696
-21.1456177	-140.937104
-20.6563602	-135.715152
-19.409348	-122.037552
-17.9470625	-108.6125984
-16.5436708	-96.5856512
-15.4444418	-85.8054784
-14.2777227	-76.2880928
-13.1673368	-67.9503168
-12.2243044	-60.6400288
-11.3538833	-54.1886496
-10.4684644	-47.8044352
-9.25474	-40.54445408
-8.2167825	-33.2003168
-7.37087	-27.96172928
-6.7202947	-24.154864
-6.1298935	-21.27447264
-5.7269648	-19.1183936
-5.3811009	-17.36659328
-5.1590603	-15.95164
-4.9039148	-14.80623552
-4.6654132	-13.7618896
-4.4797697	-12.73435712
-4.1712174	-11.33626176
-3.7101265	-8.69170336
-2.4031231	-2.34138272
-0.6299076	6.552473344
1.30433306	16.18746851
3.05746614	25.3845136
4.95448665	33.94146925
6.84175859	42.26260083
8.51329998	50.5163808
10.21406879	58.78694752
11.95997732	67.44497952
13.63362206	76.7431232
15.34161542	87.25401408
17.17996161	99.34825952
18.87392654	112.5206112
20.76139967	126.114055
22.48931084	139.8422288
24.2018767	153.5704026
26.00210653	167.1469885
27.29455109	180.4877859
28.88993292	188.7067558
30.44891765	195.5782042
32.14844274	199.3502416
32.96657273	204.8583779
43.37746021	221.3522736
43.98587706	218.8256317
45.12547209	221.5039059
46.10148136	224.3169101
46.79598924	224.4853558
48.60326072	224.6369437
48.65198528	222.5987811
48.65070498	221.6554938
48.67228718	221.1164406
48.64816267	220.6953485
48.63241498	213.502799
48.62839118	213.4691277
48.62734865	213.502799
48.64540088	213.4354118
48.62133124	213.4017405
48.62498924	213.4354118
48.63409766	211.4814499
48.43791912	209.2579837
48.10136483	206.562896
47.58278846	202.0991501
47.04100208	197.9722512
46.42998805	193.222143
45.75322147	187.3434438
45.11415058	181.6331904
44.10776162	174.2384794
43.14129973	167.264905
42.11524902	159.3649011
40.99041402	150.9089862
39.93751359	142.9752666
38.92558276	135.361625
37.78723145	128.1185462
36.82314726	121.1954566
35.89518582	114.609303
34.92680348	107.3493664
33.78697068	99.83678336
32.70678157	92.76210592
31.68716894	86.19281024
30.67315305	80.12880736
28.99325313	70.39275808
27.3369656	60.40401792
25.80841543	52.13340672
24.41599773	45.29460672
23.2963388	39.65172269
22.32051243	35.1374208
21.59450917	31.36427581
20.73233686	27.97855162
19.98257489	25.03078195
19.42043174	22.35252106
18.79716341	20.02799181
18.41559743	17.77084531
17.87532912	15.64845098
17.41689027	13.49236749
16.84386457	10.9488632
15.97022443	6.720914656
13.97315762	-1.6844576
11.87507514	-11.45417824
9.38172747	-21.40924704
6.8293031	-31.38112928
4.32896865	-41.48774144
1.66984042	-51.9143872
-0.8279883	-62.425456
-3.4761974	-72.9867872
-6.2089063	-83.7838624
-8.6890303	-94.5982848
-11.2673716	-105.6987136
-13.6741527	-117.2368256
-15.8954732	-129.3313824
-18.1080145	-141.8129152
-20.036695	-154.3451552
-21.7310806	-166.3049376
-23.4251004	-177.1696224
-25.190817	-185.4735936
-26.8188099	-192.8683936
-28.3343193	-199.2357056
-29.8737886	-203.5306944
-31.2896175	-208.617872
-32.788483	-212.5427872
-34.0865243	-216.2991232
-35.39115	-219.7013984
-36.6538916	-222.8852768
-37.0163994	-221.5375328
-37.0769393	-220.47624
-37.1109587	-219.9371424
-37.103094	-219.4656544
-37.0961438	-219.1289408
-37.1138851	-218.859392
-37.1239446	-218.6067456
-37.1272368	-218.421264
-37.148819	-218.2531296
-37.137845	-218.067648
-37.1424175	-217.8821664
-37.1603417	-217.831904
-37.1654629	-217.62952
-37.1742421	-217.5285504
-37.167109	-217.4444832
-37.1596101	-217.3097088
-37.1623536	-217.2087392
-37.1828384	-217.1411296
-37.1590614	-217.04016
-37.1683893	-216.9894528
-37.2024087	-213.5871776
-37.2196013	-213.5533728
-37.1843016	-213.5702752
-37.2099076	-213.5702752
-37.1987507	-213.5026656
-37.1837529	-213.5364704
-37.1861306	-213.4355008
-37.1184576	-211.7341408
-36.7489996	-207.708256
-36.4340458	-203.9016576
-36.0896451	-200.2124864
-35.0869873	-190.3250272
-33.6219583	-174.8112928
-32.1554661	-160.6786624
-30.7864596	-147.4894528
-29.477993	-135.0750848
-28.254392	-123.5538752
-27.0221947	-112.8911296
-25.8159692	-103.0370304
-24.6891223	-93.8403456
-23.7213984	-85.5359296
-22.7004506	-76.9619648
-21.2923035	-65.979408
-20.0059678	-56.6813088
-18.7552976	-48.9836
-17.6939289	-42.5658032
-16.795707	-36.55237408
-15.6930029	-30.53890048
-14.7925862	-26.12568384
-14.1092718	-22.80729792
-13.6564114	-20.36490112
-13.2567749	-18.44461056
-12.9652323	-16.9286432
-12.6928942	-15.66527776
-12.4933503	-14.63778976
-12.3250823	-13.74503168
-12.1109064	-12.9196608
-11.9042294	-12.077432
-11.6648133	-11.06675744
-11.37638	-9.56760352
-10.6681912	-6.23244864
-9.3833187	0.117912032
-7.2880163	8.641178528
-4.9681127	16.92862541
-2.5794387	24.94655907
-0.1882041	32.44231978
2.15829316	39.53381066
4.5682933	46.4400112
7.04314978	53.07669408
9.27970585	59.76395072
11.56121874	66.61960864
13.94345466	73.74477088
16.30972341	81.30792768
18.66957237	89.57853888
21.15668315	98.45554592
23.50636287	107.770503
26.03863166	117.4223072
28.40892421	127.5626352
30.64485842	137.8882669
33.05756548	148.4160157
35.42163943	158.926951
37.15507418	169.3873126
39.40666463	179.5781699
41.63228328	189.4153222
43.72775029	198.8818672
44.90077944	207.6409578
46.8507495	215.3893738
49.01540758	221.3859894
50.87714668	223.5420685
52.09301101	226.169769
53.77543495	225.9171226
53.86233074	223.777857
53.91912119	222.969344
53.91904803	222.3292768
53.92283406	221.8744688
53.92883318	221.5207194
53.91184177	221.251215
53.90737901	220.9817107
53.92316328	220.7122064
53.94020956	220.5100893
53.9172739	217.7475699
53.54044503	214.1597242
53.12109191	210.7234662
52.76816807	207.4893699
52.30404103	204.3394298
51.89118086	201.2737792
51.51343749	198.2417555
50.8935711	193.1378979
50.01274299	185.8442899
48.99687981	176.9167536
47.78529534	168.4776966
46.70768512	160.4597763
45.72926157	152.795561
44.62251538	145.4177078
43.35384782	137.3155869
41.88000304	127.1078717
40.52500668	117.6244688
39.14497131	108.797991
37.80897826	100.611625
36.640357	93.04846816
35.59674789	86.09175168
34.51611982	79.82563168
33.44077756	73.8964032
31.76566962	65.33942976
30.18096915	57.33832288
28.89317025	50.53319424
27.67072152	44.72188224
26.38065466	39.44959222
25.16455256	35.15426538
24.46772185	31.54956614
23.63995303	28.38281699
22.8279319	25.46873648
22.29278479	23.00945062
21.71196755	20.6343921
21.11075696	18.49515318
20.59717376	16.57488931
20.19733607	14.85676035
19.70831634	13.22285427
19.35061881	11.74054938
18.97572868	10.25824003
18.49239714	8.50642192
17.83042717	6.080829664
16.74954304	1.5496832
14.88784052	-6.77145728
12.48266894	-15.81691008
9.8594074	-25.08129344
7.25282634	-34.51416704
4.4878173	-44.21654496
2.0943879	-53.9862656
-0.4429838	-63.6548832
-3.2579977	-73.2056288
-6.0953254	-82.7563744
-8.6202599	-92.1220832
-11.3743681	-101.4708896
-14.1365239	-110.7854464
-16.6733469	-120.2352224
-19.3061924	-129.8873824
-21.5031872	-139.8424512
-23.6025134	-149.8815872
-25.7418947	-159.870016
-27.7280058	-169.437664
-29.5478608	-178.533824
-31.1828039	-187.0232768
-32.938461	-194.7716928
-34.4082454	-201.7452672
-35.8302929	-207.8092256
-37.2704475	-212.9471104
-38.5968383	-217.6126176
-39.9996813	-221.8408864
-41.1471959	-225.02432
-41.3136349	-222.9524416
-41.3193048	-222.1606976
-41.3622863	-221.6554048
-41.3858804	-221.3186912
-41.3867949	-221.0829472
-41.3897213	-220.8467584
-41.3873436	-220.6110144
-41.3995979	-220.4090752
-41.384783	-220.2743008
-41.4027072	-220.1733312
-41.4096574	-219.9878496
-41.4151444	-219.8699776
-41.3970373	-219.7352032
-41.40856	-219.684496
-41.4080113	-219.566624
-41.4050849	-219.4318496
-41.4149615	-219.3815872
-41.4014269	-219.2970752
-41.3877094	-219.1961056
-41.3392409	-216.7034464
-40.2358052	-204.9625056
-38.9697714	-192.8176864
-37.8389007	-181.616288
-36.720833	-171.1052192
-35.6603788	-161.0491808
-34.7039947	-151.5491424
-33.7128596	-142.4698848
-32.6688664	-133.7949504
-31.7188838	-125.558144
-30.8120656	-117.7087584
-29.9548133	-110.2467936
-29.1281053	-103.2394144
-28.2633541	-96.6532608
-27.4445108	-90.4714304
-26.686939	-84.6770208
-25.9180274	-79.3540992
-25.1610043	-74.283824
-24.4859204	-69.5507072
-23.8902151	-65.1712064
-23.2994481	-61.1284192
-22.7348358	-57.3382784
-22.2302147	-53.767424
-21.72852	-50.5332832
-21.243835	-47.400112
-20.7898772	-44.553392
-20.2450181	-41.925736
-19.6939404	-39.44957888
-19.2966816	-37.17558336
-18.8535149	-35.05322016
-18.5255752	-33.04872896
-18.2230586	-31.24635488
-17.8632943	-29.52822592
-17.6428998	-28.01225856
-17.3305066	-26.52991808
-17.0691425	-25.16553856
-16.8041204	-23.95274688
-16.565253	-22.82415584
-16.3159603	-21.762952
-15.9567447	-19.9606224
-15.4839482	-18.00666048
-15.1205259	-16.64228096
-14.891718	-15.48001856
-14.6872358	-14.68831904
-14.5237232	-13.9471488
-14.419836	-13.39128224
-14.3104618	-12.90280288
-14.1787738	-12.4648528
-14.0225772	-11.99323136
-13.9316759	-11.60581056
-13.84553	-11.20153184
-13.7654198	-10.81411104
-13.7164026	-10.47721952
-13.6024559	-10.02241152
-13.4832051	-9.56760352
-13.3601134	-8.89386496
