"Atalay and Penzien, 1975, Spec. 3"	
47.991	53.896
49.345	54.421
50.648	54.684
51.1	54.03
51.1	52.589
50.246	49.448
48.793	45.525
47.29	41.208
45.433	36.237
43.627	31.659
39.715	23.678
37.81	19.754
36.307	17.399
35.103	14.783
33.647	12.297
31.994	9.5499
30.137	6.672
28.082	3.663
26.327	0.39246
24.472	-2.0931
22.666	-3.9246
20.661	-5.4946
18.053	-6.8028
15.195	-8.3725
12.186	-9.9422
9.3274	-10.989
6.7699	-12.297
4.062	-13.606
1.6047	-15.568
-0.30089	-17.268
-2.5073	-19.1
-6.7699	-22.37
-9.2771	-24.987
-11.434	-27.734
-13.038	-29.435
-14.693	-31.004
-16.699	-33.228
-19.006	-35.191
-21.563	-37.284
-27.63	-43.171
-30.64	-45.654
-33.048	-46.966
-34.803	-48.012
-36.759	-48.795
-38.712	-50.236
-40.569	-51.019
-42.273	-51.935
-44.531	-52.326
-46.286	-53.114
-48.593	-54.55
-50.147	-55.075
-51.049	-55.204
-50.599	-51.019
-50.096	-48.274
-48.943	-43.171
-47.841	-39.246
-46.535	-35.714
-45.082	-31.659
-43.729	-27.603
-41.973	-23.548
-39.817	-17.792
-37.96	-12.951
-35.453	-8.3725
-33.048	-3.7938
-30.089	0.65412
-27.63	4.5788
-25.474	7.3259
-22.616	10.073
-20.861	11.774
-18.655	13.606
-14.442	16.091
-12.787	16.876
-11.133	17.792
-8.7757	19.361
-6.1178	20.669
-4.5133	21.454
-2.2065	22.24
-0.050147	23.024
2.0059	24.071
4.3127	25.641
6.2182	26.949
8.3243	28.126
10.882	29.827
13.038	31.528
15.345	33.359
18.404	35.714
21.012	37.284
23.669	39.246
26.126	41.078
28.334	42.778
29.936	43.956
31.542	45
33.8	46.966
35.603	48.537
37.912	49.844
40.117	51.152
41.773	51.935
43.627	52.46
45.032	52.851
46.637	52.98
48.29	53.505
49.896	53.896
51.049	53.767
50.998	52.326
50.348	49.844
49.294	47.224
46.838	40.293
45.232	35.975
43.076	30.743
41.471	26.949
39.817	23.548
37.661	20.146
35.453	15.96
33.647	13.082
31.593	10.335
29.586	7.3259
27.831	4.7095
25.224	1.1774
22.666	-1.1774
19.608	-3.5322
16.298	-5.4946
11.183	-7.8494
8.224	-9.5499
5.9174	-10.989
3.2596	-12.69
0.35103	-14.783
-2.056	-17.137
-4.5133	-19.361
-6.9705	-21.847
-9.4277	-24.594
-11.484	-26.949
-13.941	-29.565
-16.849	-32.312
-19.106	-34.667
-21.413	-37.022
-23.268	-38.461
-25.474	-40.423
-27.983	-42.517
-29.738	-44.086
-31.392	-45.396
-33.147	-46.966
-34.851	-48.274
-36.256	-49.448
-38.514	-50.89
-39.817	-51.152
-41.923	-51.152
-43.076	-51.152
-44.63	-51.281
-46.035	-51.806
-47.338	-52.326
-48.994	-52.722
-50.549	-52.98
-49.294	-47.749
-48.644	-44.348
-47.239	-39.115
-45.232	-33.621
-43.177	-27.472
-41.422	-22.24
-38.613	-16.222
-36.606	-11.251
-34.249	-6.8028
-31.593	-2.0931
-28.834	3.1397
-26.228	7.0643
-23.77	9.8114
-19.808	13.344
-16.849	15.568
-13.891	16.876
-10.832	18.053
-8.575	19.1
-6.5692	20.016
-4.1623	21.062
-1.6047	22.24
1.354	23.155
4.112	24.725
6.7699	26.688
9.8788	28.911
12.587	30.612
15.094	32.051
17.501	33.49
19.758	34.929
22.616	36.76
25.725	39.508
28.735	41.862
31.14	44.217
33.749	46.704
36.807	48.403
39.766	49.19
45.834	51.152
47.889	51.806
49.545	52.722
50.749	52.98
51.199	52.46
49.746	47.749
47.488	42.124
45.634	37.284
43.878	33.359
41.671	28.519
39.365	23.417
37.46	20.146
35.004	15.829
32.395	11.905
29.936	8.634
27.13	5.2326
23.569	0
21.212	-2.6164
18.354	-4.9711
15.796	-6.41
13.038	-7.5874
9.8788	-8.7648
6.3185	-9.6806
4.0117	-11.512
1.705	-14.259
-0.8525	-16.614
-3.41	-19.1
-6.1681	-21.585
-8.575	-24.202
-10.932	-26.949
-13.289	-29.435
-15.044	-31.004
-17	-32.836
-18.805	-34.144
-21.613	-36.368
-24.121	-38.854
-26.528	-40.554
-29.538	-42.909
-32.045	-44.871
-34.099	-46.704
-36.807	-48.274
-42.222	-50.756
-43.678	-50.89
-45.182	-50.89
-46.236	-51.019
-47.739	-51.019
-48.793	-51.019
-49.896	-50.756
-50.848	-50.498
-51.399	-50.236
-50.698	-47.358
-49.395	-43.171
-47.889	-37.546
-46.035	-31.92
-44.531	-27.472
-42.375	-21.716
-39.916	-16.091
-37.409	-11.12
-34.501	-5.7562
-31.994	-1.7006
-29.538	2.224
-26.98	5.8869
-24.121	9.5499
-22.466	11.382
-20.961	12.166
-18.655	13.867
-16.498	15.437
-14.041	16.876
-12.286	17.922
-9.8288	19.1
-7.4216	20.146
-3.4602	21.324
-2.3068	21.324
-1.2537	21.324
-0.30089	21.324
-0.050147	21.324
0.20059	21.062
