"Zhou et al. 1987, Specimen 12408"	
0.63825	48.835
0.80541	54.844
1.0182	61.756
1.2005	68.068
1.3905	72.574
1.6716	77.831
1.9148	82.488
2.1579	87.448
2.5074	94.209
2.6974	97.967
2.8797	101.12
2.9936	103.22
3.0621	103.83
3.176	104.13
3.1913	103.53
3.2065	101.87
3.2292	99.471
3.2216	95.561
3.214	91.958
3.1001	82.488
2.9936	78.285
2.8494	71.671
2.5758	62.806
2.1199	43.724
1.5729	22.989
0.98017	1.803
0.53947	-9.6161
-0.23555	-28.999
-0.61545	-39.367
-0.98777	-46.877
-1.36	-54.092
-1.7932	-62.655
-2.1048	-69.42
-2.3934	-75.127
-2.6746	-81.136
-3.0089	-86.398
-3.1684	-88.649
-3.2672	-90.606
-3.3128	-89.4
-3.3204	-86.398
-3.2824	-78.583
-3.138	-68.668
-2.5455	-45.076
-2.1275	-28.999
-1.8539	-16.228
-1.4968	-7.3623
-0.97258	6.1605
-0.32672	21.036
0.10638	32.305
0.47109	42.672
1.1017	58.9
1.5804	69.269
2.1351	82.341
2.4922	89.703
2.7962	94.209
3.0165	96.615
3.0697	97.367
3.2216	98.866
3.214	91.655
3.1001	83.391
2.9329	75.727
2.6746	66.413
2.439	57.246
1.9983	38.616
1.4512	17.429
0.88139	-1.6528
0.66864	-4.9586
0.060786	-13.673
-0.25074	-19.082
-0.57747	-26.745
-0.91939	-34.108
-1.36	-43.875
-1.8463	-55.293
-2.1502	-63.406
-2.5226	-70.47
-2.9177	-77.079
-3.1229	-80.535
-3.2748	-82.791
-3.6775	-85.797
-4.4754	-90.606
-5.3111	-91.055
-6.0862	-89.102
-6.2837	-88.8
-6.2989	-86.545
-6.2913	-82.639
-6.2989	-77.68
-6.2913	-74.975
-6.223	-70.919
-6.1622	-66.111
-6.0937	-61.605
-5.9798	-57.099
-5.881	-53.643
-5.7974	-50.938
-5.7594	-49.586
-5.6227	-43.875
-5.4859	-37.864
-5.3035	-33.056
-5.0225	-25.093
-4.8781	-21.336
-4.7109	-17.129
-4.483	-10.367
-4.3006	-4.9586
-4.0726	0.60101
-4.0118	2.8549
-3.8296	7.0621
-3.6472	11.87
-3.5104	16.378
-3.3128	20.285
-3.0924	25.093
-2.8418	30.953
-2.6062	33.958
-2.4011	36.061
-2.0743	39.968
-1.8768	42.222
-1.6565	44.627
-1.3297	47.18
-1.1017	49.586
-0.88899	52.139
-0.57747	55.293
-0.28114	57.997
0.022795	61.156
0.32672	65.661
0.72183	71.822
1.7021	84.143
2.1579	89.254
2.4999	91.807
2.6974	92.705
3.8371	104.43
4.3614	108.78
4.7565	111.49
5.0376	112.69
5.3947	114.19
5.8506	108.78
5.8278	102.47
5.6683	95.863
5.6074	90.606
5.4935	84.143
5.1364	72.872
4.9845	69.269
4.9084	65.359
4.7337	59.652
4.6121	54.844
4.4601	49.733
4.2854	44.325
4.0726	37.864
3.8675	32.455
3.6243	26.144
3.2977	19.082
2.9025	13.823
2.4162	8.8649
1.9831	4.8083
1.3829	0.30051
1.1017	-1.5025
0.46349	-6.7614
0.098777	-9.7665
-0.50908	-14.575
-0.94978	-18.331
-1.4968	-22.839
-1.8843	-27.196
-2.4467	-32.455
-3.0165	-39.066
-3.594	-45.677
-4.1106	-51.988
-4.5665	-56.797
-5.106	-60.404
-5.5618	-62.806
-5.9266	-62.806
-6.1318	-62.806
-6.3445	-62.806
-6.3978	-62.957
-6.4433	-60.101
-6.3825	-51.085
-6.3293	-48.835
-6.1469	-41.771
-6.0027	-34.108
-5.843	-27.797
-5.6303	-20.435
-5.372	-12.622
-5.182	-6.1605
-4.9693	0
-4.7716	4.3574
-4.5665	9.3159
-4.3006	16.378
-4.1562	19.984
-3.9359	25.243
-3.7535	29.3
-3.5711	32.155
-3.2672	36.963
-3.0392	40.569
-2.8494	44.325
-2.5378	47.629
-2.1958	49.284
-2.0363	49.884
-1.6792	51.539
-1.2005	53.038
-0.81302	55.293
-0.25834	58.451
0.30392	61.907
0.80541	66.262
1.2841	70.02
1.9072	76.328
2.3251	80.086
2.8721	83.992
3.2977	87.75
3.7384	91.353
4.2702	95.263
4.7033	98.118
5.1972	100.37
5.5543	102.47
5.7594	103.38
5.9115	101.87
5.8354	94.809
5.7747	88.199
5.7139	82.942
5.653	79.335
5.5391	74.829
5.334	67.463
5.1288	59.95
4.9845	54.39
4.6881	45.828
4.4145	38.465
4.1411	30.051
3.9359	24.492
3.5787	17.73
3.2216	13.673
2.5606	8.5646
1.9451	2.7046
1.3524	-0.30051
0.851	-3.0051
0.63825	-4.6579
-0.20516	-7.9637
-0.80541	-9.7665
-1.2233	-12.321
-1.7324	-15.025
-2.0667	-17.279
-2.6821	-22.538
-3.2977	-28.248
-4.2094	-34.859
-4.6501	-36.512
-5.0376	-37.714
-5.3644	-39.517
-5.6683	-40.569
-5.8886	-41.17
-6.0862	-41.32
-6.261	-41.32
-6.4129	-41.32
-6.4508	-40.419
-6.4737	-35.911
-6.4508	-32.004
-6.4129	-28.999
-6.2837	-21.937
-6.2381	-20.134
-6.1469	-16.979
-6.0557	-13.373
-5.9494	-10.218
-5.8659	-7.663
-5.805	-4.8083
-5.7442	-2.1036
-5.7215	-0.90152
