"Zhou et al. 1987, Specimen 22309"	
11.96	45.236
11.624	41.245
11.336	37.738
11.024	32.9
10.773	29.271
10.437	24.917
9.9687	19.716
9.3449	14.031
9.129	11.732
8.8651	9.3137
8.1333	3.8706
7.8815	2.0562
7.4136	-0.84668
7.2216	-3.1448
7.0537	-4.5961
6.6098	-6.8944
6.286	-7.9828
5.6382	-10.16
5.2542	-11.128
4.7145	-12.7
4.2826	-13.91
3.7308	-14.877
3.095	-16.208
2.5432	-17.538
2.1473	-18.869
1.8354	-20.32
1.1756	-22.619
0.55182	-25.038
0.13195	-26.731
-0.23993	-27.578
-0.71977	-28.908
-1.4995	-30.48
-2.1833	-32.174
-2.7471	-33.505
-3.4069	-35.319
-3.8508	-36.891
-4.4865	-38.827
-5.0024	-40.641
-5.5062	-42.092
-6.19	-43.907
-6.5739	-44.631
-7.1257	-45.601
-7.7855	-46.691
-8.2893	-47.416
-8.9491	-48.381
-9.3449	-49.106
-9.6449	-49.351
-10.017	-49.106
-10.569	-48.746
-10.808	-48.746
-11.096	-48.261
-11.132	-46.086
-11.108	-44.39
-10.521	-35.56
-10.101	-29.755
-9.7048	-24.796
-9.297	-20.078
-8.8772	-15.24
-8.6492	-13.184
-8.2293	-10.16
-7.7255	-6.5314
-7.4496	-4.2334
-7.0297	-0.96762
-6.6938	1.4515
-6.5138	2.9029
-6.2499	4.7171
-5.8061	8.1038
-5.5422	9.7972
-5.0623	12.579
-4.6546	14.636
-4.2706	16.208
-3.7548	17.78
-2.915	20.078
-2.5192	20.804
-2.1473	21.409
-1.7874	22.498
-1.4155	23.586
0.11996	26.61
0.51584	27.578
1.0077	29.029
1.6435	30.722
2.1833	31.932
2.5672	32.416
3.035	33.021
3.3109	33.384
4.6905	36.165
5.3383	37.859
5.6022	38.706
6.094	40.036
6.6098	40.761
6.7779	41.124
7.1017	41.608
7.3656	42.092
7.4496	42.213
7.7495	42.576
8.0613	43.06
8.7691	43.907
9.1891	44.39
9.4769	44.631
9.9328	44.876
10.353	44.876
10.773	44.876
11.024	44.996
11.384	45.236
11.852	45.356
12.152	45.481
12.428	45.481
12.488	45.481
12.512	42.576
12.284	38.827
12.212	36.649
12.152	35.077
12.056	33.384
11.696	29.271
11.444	26.489
11.252	24.07
11.012	21.409
10.773	18.264
10.509	15.361
10.209	12.337
9.9568	9.6762
9.6089	7.0154
9.1891	4.3544
8.9611	2.782
8.6972	0.48381
8.3492	-1.8143
8.0494	-3.9915
7.4736	-7.6203
7.1977	-9.1927
6.8737	-11.249
6.3219	-14.273
6.0461	-15.361
5.6142	-17.055
5.2663	-18.385
4.3905	-19.716
3.143	-22.135
2.6392	-22.981
2.0273	-24.191
1.4755	-25.279
1.0557	-26.247
0.58781	-26.973
0.14395	-27.699
-0.46784	-28.666
-0.99568	-29.634
-1.2596	-30.359
-1.5715	-31.085
-1.9194	-31.69
-2.2313	-32.295
-2.6271	-32.9
-2.939	-33.505
-3.4428	-34.351
-3.8988	-35.681
-4.3186	-36.891
-4.9544	-38.585
-5.3263	-39.31
-5.986	-40.036
-6.3459	-40.52
-7.0537	-41.366
-7.6415	-41.971
-8.2533	-42.818
-8.8052	-43.423
-9.225	-43.786
-9.4889	-43.907
-10.017	-43.786
-10.389	-43.907
-10.821	-43.907
-11.108	-43.786
-11.396	-42.092
-11.24	-39.915
-10.976	-33.867
-10.797	-30.843
-10.629	-28.666
-10.413	-25.642
-10.125	-22.014
-9.8008	-18.748
-9.6089	-16.087
-9.3449	-12.579
-9.177	-10.765
-8.7812	-7.1364
-8.4813	-4.1124
-8.1813	-1.4515
-7.9534	0.36286
-7.4976	3.8706
-6.8257	8.3458
-6.4779	10.16
-6.214	11.491
-5.8301	13.426
-5.2542	15.603
-4.6905	17.78
-4.4385	18.627
-3.8867	20.804
-3.5269	22.256
-3.119	24.191
-2.7711	25.642
-2.4832	26.973
-2.1473	28.304
-1.9194	29.15
-1.5475	29.997
-1.3915	30.118
-0.88772	29.997
-0.56382	29.997
0.035988	29.876
0.44385	30.359
0.95969	30.964
1.2116	31.085
1.5715	31.448
2.0634	32.174
2.5672	33.142
3.035	33.988
3.4428	34.593
3.8028	35.077
4.9064	35.923
5.5302	36.044
6.034	36.286
6.6098	37.254
7.3656	38.948
8.1813	40.157
8.8171	41.003
9.4169	41.366
9.9927	41.245
10.533	41.003
11.312	40.882
11.756	40.761
12.224	40.278
12.332	39.915
12.488	38.948
12.5	37.133
12.356	33.626
12.2	31.085
11.876	26.489
11.696	23.586
11.288	19.353
10.689	13.184
10.461	10.402
10.269	7.8618
9.9447	4.3544
9.5369	0.84668
8.9971	-3.5077
8.4933	-7.3783
8.1454	-9.0717
7.6535	-11.732
7.3176	-13.426
6.9337	-14.636
6.6698	-15.361
5.8901	-17.055
5.5902	-17.78
5.1223	-19.232
4.6546	-21.046
4.2347	-22.498
3.5269	-24.191
2.6751	-26.005
1.9074	-27.578
1.4876	-28.062
0.74376	-28.424
0.14395	-28.908
-0.49185	-29.392
-1.2836	-29.997
-1.8354	-30.843
-2.3632	-31.932
-3.035	-33.263
-3.4668	-33.747
-4.0067	-34.593
-4.5705	-35.198
-5.1344	-35.923
-5.6022	-36.649
-6.082	-37.133
-6.7898	-37.617
-7.4376	-38.706
-8.2533	-39.431
-8.7452	-39.673
-9.5009	-40.157
-9.8729	-40.036
-10.521	-39.794
-10.892	-39.673
-11.228	-38.706
-11.384	-37.133
-11.144	-29.997
-10.928	-27.094
-10.473	-21.893
-10.077	-17.538
-9.5969	-12.458
-9.153	-7.6203
-8.6611	-2.9029
-8.3613	-0.84668
-7.7974	2.2981
-7.1377	6.2895
-6.5499	9.1927
-5.7582	13.668
-4.5825	18.869
-4.0427	21.046
-3.3948	23.344
-2.7111	26.005
-2.1953	27.82
-1.5955	28.908
-0.98368	29.271
-0.27591	30.239
0.3119	30.48
1.0197	30.964
1.6074	31.327
2.3993	32.174
3.3349	33.867
3.9707	34.956
4.2586	35.44
4.9544	36.044
5.5302	36.891
6.0701	37.254
6.8497	37.617
7.4136	37.617
7.9294	36.649
8.5893	35.681
8.9731	35.077
9.5609	34.472
10.113	33.988
10.641	33.505
11.084	33.505
11.636	33.626
11.996	33.626
12.188	33.505
12.224	32.537
12.2	30.118
12.176	27.457
12.116	24.796
11.924	21.288
11.6	17.055
11.384	14.515
11.18	11.853
11.036	9.7972
10.856	7.4993
10.737	5.806
10.569	3.3867
10.497	2.2981
10.341	0.60479
