"Wight and Sozen, 1973, Spec. WS147W"	
-18.543	-69.393
-21.172	-73.454
-23.445	-76.777
-26.005	-81.083
-28.136	-84.281
-29.982	-86.62
-33.038	-90.557
-35.24	-93.635
-37.442	-95.97
-39.431	-98.061
-41.135	-99.907
-42.131	-100.89
-44.547	-102.49
-46.251	-103.72
-47.816	-104.83
-49.591	-106.43
-50.302	-107.17
-52.078	-108.77
-52.504	-109.14
-52.86	-109.38
-52.575	-107.29
-52.22	-96.833
-51.58	-89.818
-51.153	-84.899
-50.444	-79.73
-49.52	-73.823
-48.595	-69.273
-47.673	-64.594
-46.749	-60.413
-45.542	-55.244
-44.404	-50.569
-42.487	-44.171
-41.42	-40.849
-39.929	-34.451
-38.791	-29.899
-37.371	-25.223
-35.809	-20.548
-34.315	-15.626
-32.255	-10.459
-30.693	-6.644
-28.915	-2.4608
-27.709	0.12304
-26.358	2.2147
-24.227	4.5525
-21.527	7.3823
-19.68	8.8591
-16.625	10.335
-14.21	12.058
-12.22	14.519
-9.4493	18.702
-6.7495	22.024
-4.4049	25.469
-3.6233	26.823
3.3393	36.789
8.5258	45.894
13.641	55.369
17.62	62.383
19.964	66.44
24.014	72.716
26.998	77.271
30.836	82.315
34.671	86.99
37.158	89.694
39.715	92.647
42.273	95.112
45.258	97.447
47.247	99.048
48.524	99.907
50.444	100.77
51.864	101.38
52.86	101.38
54.564	101.38
53.853	95.85
53.287	90.312
52.931	87.483
51.793	81.452
50.729	75.669
49.662	69.762
48.453	64.225
46.749	56.966
45.044	49.706
43.198	42.572
41.704	36.789
40.213	30.637
38.578	24.485
37.3	19.317
36.162	14.888
34.244	8.7359
32.824	4.5525
31.331	1.3534
28.631	-3.5681
26.855	-6.2752
24.085	-9.7202
20.817	-14.026
18.046	-17.718
14.707	-21.778
10.728	-26.946
8.7389	-29.529
6.11	-32.852
2.7709	-36.543
0.2842	-39.742
-2.2735	-43.433
-4.4049	-46.264
-6.3231	-48.848
-8.7389	-51.552
-10.231	-53.892
-12.362	-56.966
-14.494	-60.782
-16.838	-64.843
-19.041	-68.166
-21.67	-72.347
-24.085	-76.039
-28.064	-81.946
-32.611	-87.603
-35.596	-91.909
-38.791	-95.601
-41.704	-98.185
-44.547	-101.14
-46.962	-103.48
-49.591	-105.69
-50.869	-107.05
-52.006	-107.9
-52.575	-107.9
-52.504	-106.43
-52.575	-103.23
-52.504	-99.417
-52.22	-94.004
-51.651	-89.08
-51.224	-84.899
-50.302	-79.237
-49.449	-74.193
-48.595	-69.024
-47.46	-63.735
-45.966	-57.335
-44.831	-52.046
-43.906	-49.093
-41.704	-41.464
-40.284	-35.312
-38.72	-29.283
-37.087	-23.009
-35.382	-18.087
-33.889	-13.78
-32.184	-9.9662
-30.551	-6.152
-29.484	-3.8142
