"""Thompson and Wallace, 1994, D2"""	
0.71882	-1.072466083
0.20066	-9.109066964
-0.2413	-16.49355865
-0.87122	-25.39889709
-1.49606	-33.48976626
-2.17424	-40.38584328
-2.65684	-44.8385125
-2.921	-47.20051785
-3.05562	-48.82945638
-3.28422	-50.15991928
-3.13944	-46.57598762
-2.97942	-42.72071448
-2.80924	-39.30003254
-2.62382	-35.68896673
-2.39776	-31.12776091
-2.00152	-24.12314731
-1.4605	-14.75608352
-0.96266	-5.5794036
-0.30734	4.330343144
0.2921	13.50702307
0.90678	22.54803225
1.50114	29.60735898
1.99644	34.11429649
2.49936	39.35430083
2.84988	41.85197692
3.03784	43.75270176
3.2385	45.73438421
3.13436	42.23229982
2.95148	37.7253623
2.74066	33.87008916
2.51714	30.2861575
2.31902	26.34948192
2.1082	22.92835514
1.651	14.3490713
1.0287	3.570142175
0.52578	-3.732947063
0.12446	-10.3576826
0.06858	-10.54806646
-0.49276	-20.26742934
-1.30302	-30.82884046
-2.01676	-37.96956963
-2.68478	-44.94704909
-3.40106	-51.43611389
-3.85572	-54.04232657
-4.12242	-55.20998459
-4.37134	-56.73038652
-4.29768	-53.3906622
-4.05892	-48.50384661
-3.81508	-43.96977494
-3.58394	-40.19590424
-3.3401	-36.12355792
-3.09372	-32.2949741
-2.83972	-27.81517074
-2.11582	-16.62967421
-1.23444	-6.47527531
-0.381	5.063409964
0.44196	16.84674739
1.27	27.16395118
2.16408	35.68896673
2.83718	41.68917203
3.38582	46.41318274
3.70586	48.15110268
3.87604	49.37258417
4.0767	50.13278514
4.25704	51.08292514
4.4323	52.14204656
4.34086	48.80232224
4.15544	45.2188354
3.98018	42.28656811
3.67792	37.15510037
3.27914	30.58463313
2.89814	24.25881805
2.51968	18.25861274
2.1463	13.69740693
1.76022	9.461810889
1.15824	2.430063132
0.5207	-6.855598205
0.13716	-11.71527965
0.12446	-11.60674306
-0.4699	-20.81055713
-1.34112	-30.82884046
-2.23266	-38.91970964
-3.03276	-45.32737199
-3.75412	-51.11005929
-4.27736	-55.02004555
-4.49072	-55.69884407
-4.37642	-53.36352805
-4.2291	-50.10565099
-4.07162	-47.33618859
-3.90144	-44.26825057
-3.48488	-37.20936867
-2.83972	-26.5122868
-2.17932	-17.14522302
-1.4859	-9.59748163
-0.74676	-0.420801707
0.03556	10.73800549
0.85598	21.62502639
1.64338	29.66162727
2.39268	36.25922866
3.10642	41.87911107
3.81254	47.33618859
4.32054	50.89298611
4.21894	46.1689754
3.95478	41.63490374
3.71094	37.42644185
3.45948	33.48976626
3.02768	26.70222584
2.19456	13.50702307
1.32588	4.683531891
0.66802	-4.438879736
0.1524	-11.71527965
0.11684	-11.71527965
-0.74676	-23.58001952
-1.99644	-36.58483844
-2.98704	-44.56717102
-3.76428	-50.51310803
-4.53644	-56.13299044
-5.36702	-60.50425722
-6.18236	-62.4863845
-6.55574	-60.23291574
-6.4008	-56.92032556
-6.28904	-55.23711873
-6.17474	-53.06505242
-5.9309	-48.34104172
-5.42036	-41.1189101
-4.93014	-33.38122967
-4.15798	-24.88334827
-3.36804	-18.88314297
-2.58064	-12.80153522
-1.7653	-5.308062119
-0.54102	7.968543099
0.66294	21.89681269
1.91516	34.46704042
3.19278	44.15971398
4.4958	52.54905878
5.36956	56.59471578
5.77088	57.40918505
5.99694	57.92517868
6.24078	58.49499579
6.51002	58.92958699
6.63702	58.06084942
6.4262	53.82525339
6.10108	48.63951735
5.79374	44.10544568
5.3086	36.85617992
4.79298	29.30843852
4.25958	22.62987952
3.57886	17.7426191
2.81178	11.25355431
2.07772	4.656397743
1.13538	-4.84633678
0.21844	-15.027425
0.17018	-14.53901034
-0.74676	-25.86062243
-1.9939	-36.66624088
-3.03276	-44.07831153
-4.08178	-50.18705343
-5.04952	-55.42705777
-5.80136	-58.95672113
-6.08076	-59.93399529
-6.28904	-60.7755987
-6.52526	-61.53579967
-6.56844	-59.52698307
-6.25094	-53.82525339
-5.86486	-48.6123832
-5.41782	-41.22744669
-4.94284	-34.19569894
-4.40944	-27.16395118
-3.69062	-21.27228247
-2.38252	-11.14501772
-1.07442	0.773990454
0.11684	14.18582159
1.34874	27.27248777
2.65938	37.42644185
4.00304	45.49017688
5.34162	52.19631486
5.84962	54.50405191
6.1087	55.53559436
6.40842	56.81178897
6.67766	57.78906312
6.46176	53.44537532
6.223	49.12837683
5.95884	45.30023784
5.39496	37.29077111
4.59486	26.5122868
3.74142	18.71989326
2.7051	10.76513964
1.72466	2.158276829
0.73406	-8.376000143
0.15494	-14.10441915
0.13208	-13.80594352
-1.15316	-28.35829852
-2.8829	-41.30884914
-4.19608	-48.9384378
-5.50164	-55.80738067
-6.52526	-60.74846455
-7.26186	-62.75772598
-7.57936	-61.88898842
-7.8486	-61.07451915
-8.08482	-61.21018989
-8.3185	-61.53579967
-8.56488	-61.1559216
-8.80618	-61.50866552
-9.06272	-61.31872649
-9.2837	-60.85700115
-9.14654	-57.02886215
-8.89508	-53.52677776
-8.56996	-48.9384378
-8.04926	-41.68917203
-7.20344	-30.50323069
-6.01472	-21.40795321
-4.53136	-13.37135233
-2.76098	-4.140404107
-1.00838	7.995677248
0.635	23.66142197
2.34696	37.10083207
4.02336	46.2232437
5.4356	52.35911975
6.53542	56.59471578
7.64286	59.14666017
8.29056	57.27351431
8.58266	57.21924601
8.8011	57.001728
8.96366	56.37719778
9.09066	56.37719778
9.2456	55.23711873
9.38784	53.44537532
9.28878	51.0015227
9.17956	49.18264513
8.9535	45.54444517
8.23214	36.50343599
7.47522	27.6252317
6.77418	19.67047808
6.0452	15.92374154
5.3086	11.85095039
3.937	4.276074847
2.3241	-4.086135811
0.58166	-16.30361961
0.22606	-18.42141763
0.10922	-20.26742934
-1.52654	-33.05517507
-3.24358	-42.5579096
-5.0673	-49.5625232
-6.85546	-55.02004555
-8.43788	-58.7667821
-9.24052	-59.55411721
-9.26592	-57.13739875
-9.17448	-55.23711873
-9.10082	-53.87952168
-9.01192	-52.35911975
-8.9408	-51.35471145
-8.86206	-50.10565099
-8.8011	-49.10124269
-8.70966	-47.82504808
-8.62076	-46.79350563
-8.52424	-45.8429208
-8.15848	-40.92897107
-7.70128	-35.03730235
-7.25932	-29.28130438
-6.31952	-21.81496543
-5.26542	-15.76049183
-4.12496	-10.3034143
-3.04292	-5.144812409
-1.51638	4.330343144
0.17272	17.8511557
1.91008	30.20475506
3.7211	38.89257549
5.0292	43.26384227
6.1722	46.79350563
7.31266	49.48112076
8.51154	51.273309
9.16178	51.46324804
9.43102	50.73018122
9.16432	46.1689754
8.68172	40.03309936
8.1026	32.53962626
7.5184	25.91489072
6.54558	17.22662547
5.46354	11.66101135
4.09448	4.602129447
2.72796	-2.022606089
0.98552	-12.7468221
0.21336	-18.09580785
0.19558	-17.93255814
-1.06172	-28.82002386
-3.24104	-41.01037351
-5.58038	-49.39971832
-7.3152	-54.34124702
-8.71728	-57.4363192
-9.87806	-58.92958699
-10.48004	-58.60353239
-10.88136	-58.7125138
-11.29538	-58.79391625
-11.71448	-58.52212994
-11.75004	-55.26425288
-11.38174	-49.75290706
-11.0109	-45.38164029
-10.6426	-40.84756862
-10.2997	-36.61197258
-9.94918	-32.48535796
-9.61898	-28.60295067
-9.26846	-25.15468976
-8.88746	-22.35809321
-8.48106	-20.59348394
-7.94766	-17.98682644
-6.50494	-12.20413914
-5.05714	-6.393872865
-3.17754	-0.013789485
-1.01092	11.09074942
1.143	26.13196391
3.2893	36.55770429
5.40766	44.48576858
7.53618	49.20977928
9.78154	51.70745537
11.8618	48.96557195
9.96442	24.74723271
8.56996	14.78321767
8.09752	12.33980988
7.64032	10.46621919
7.21868	8.049945544
6.81736	6.312470421
6.38556	4.819202631
5.77342	2.484331429
3.84048	-3.923330922
1.78816	-12.71968795
0.39878	-21.02763031
0.32512	-20.89195957
0.32766	-20.37641076
-1.0287	-30.74743802
-3.14452	-41.41783055
-5.50672	-48.74805394
-7.83082	-54.12372902
-10.11682	-57.49058749
-11.14806	-58.06084942
-11.73988	-57.0559963
-11.72464	-53.68958265
-11.26744	-47.71651149
-10.82802	-42.63931204
-10.02792	-33.13702234
-9.12622	-23.36294634
-8.001	-17.30847273
-6.26872	-10.16774356
-4.33832	-3.163129953
-2.48666	3.896196774
-0.35814	17.06382058
1.90246	30.88355358
4.25704	39.10964868
5.91566	42.63931204
7.31012	44.94704909
8.79348	46.92917637
10.23112	48.25963927
11.40968	48.50384661
11.77544	48.53098075
12.02944	47.93358467
11.8999	44.86564665
11.63066	41.03750766
11.28776	36.77477747
10.94232	32.45822381
10.61212	28.84715801
9.91616	21.27228247
9.04748	13.69740693
8.10514	9.842133785
7.19582	6.01354997
5.56514	0.23086267
3.28422	-6.665214346
0.91948	-18.09580785
0.31496	-21.13661173
0.30988	-20.86482542
0.32258	-20.37641076
0.32004	-20.56634979
-1.51638	-32.7295653
-4.22402	-43.91550664
-7.0485	-50.15991928
-9.4996	-53.98805828
-11.811	-55.72597822
-14.01572	-54.85679584
-14.01572	-48.39531001
-13.68552	-44.45863443
-13.34008	-40.68476373
-12.99464	-36.88375889
-12.4587	-31.12776091
-11.4046	-21.4622215
-10.29462	-16.33075376
-8.62584	-10.81940794
-6.96722	-5.44373286
-4.75742	0.637874891
-2.40538	8.376000143
-0.03556	20.97336202
2.37744	32.53962626
4.93776	39.27289839
7.51332	43.42664716
9.5123	45.30023784
10.64006	46.35891444
11.7094	46.92917637
12.58824	46.68496904
13.1826	46.57598762
13.72108	45.97903637
14.19606	45.73438421
14.2367	41.98764766
13.85316	37.34503941
13.50518	33.51690041
13.05052	27.97842045
11.99388	17.03668643
10.4902	8.158482136
8.86714	3.027459213
7.2771	-1.588459719
5.22478	-6.393872865
2.28092	-13.96874841
0.41402	-22.27669077
0.32258	-21.70642884
0.30734	-21.59789224
-2.22758	-34.52130871
-4.82092	-42.72071448
-7.40156	-47.36332274
-9.8171	-50.02424854
-11.42238	-51.76172367
-12.58824	-52.08777827
-13.1445	-52.35911975
-13.64996	-52.71230849
-14.10716	-52.87511338
-14.48054	-51.84312611
-14.0462	-46.19610955
-13.57122	-40.79330032
-12.51966	-29.74302972
-11.43762	-19.83328297
-10.29716	-14.43047375
-8.04418	-7.941408951
-5.72516	-1.018197787
-3.51536	4.683531891
-1.39192	13.69740693
0.7366	24.20454975
2.89306	32.45822381
5.59816	38.26804526
8.2804	41.22744669
10.37336	42.99250079
11.74496	43.53518375
12.9032	43.72556761
13.55598	43.5080496
14.0335	43.67129931
14.42974	43.04676908
14.00302	37.20936867
13.5636	32.21357166
13.06576	26.5665551
12.2428	17.52554592
11.32332	10.6294689
10.0203	5.335196267
8.74268	1.316673416
6.79704	-3.896196774
3.91922	-10.11347527
1.09982	-19.10021615
0.30734	-21.8425444
0.28702	-21.27228247
0.28448	-21.21801417
-0.54864	-27.73376829
-4.05384	-41.74344033
-7.08152	-48.01498712
-10.14476	-51.51751633
-13.33246	-53.41824117
-15.72006	-53.25499146
-17.21104	-51.97924167
-18.2499	-50.56737633
-18.91792	-49.50825491
-19.29638	-48.31390757
-19.2024	-46.52171933
-19.1008	-44.64857347
-18.99412	-43.10103738
-18.88998	-41.47209885
-18.79346	-40.52151402
-18.71472	-39.00111208
-18.3388	-34.65742428
-17.03832	-21.10947758
-15.65148	-11.17215186
-14.14526	-6.583811902
-12.51458	-3.48873973
-10.88644	0.095191929
-9.18718	3.434471434
-6.17982	7.968543099
-3.175	14.78321767
-0.33528	25.64354924
2.58572	35.44475939
5.6515	40.33157498
8.65378	42.85638522
10.94994	43.8341042
13.26388	44.07831153
15.61084	42.58504374
17.49298	41.01037351
18.43024	40.52151402
19.25066	39.35430083
19.03984	32.91950433
18.82648	30.91068773
18.77314	30.09621846
18.72488	29.41741994
18.68932	28.65721897
18.63344	28.03268874
18.57248	27.48956096
18.51406	26.89216488
18.4658	26.37661606
18.19148	23.52575122
17.46504	16.24935131
16.7767	9.570347482
16.0147	5.144812409
15.30858	2.484331429
14.21892	-0.82825875
12.76858	-4.493148032
11.22426	-8.185616284
9.63676	-10.60233475
7.98322	-12.88293766
6.43382	-14.70181523
4.83362	-16.7382108
3.26644	-19.96895371
1.73482	-24.1774156
0.50292	-27.51669511
0.37846	-27.59809755
0.381	-27.24535363
0.381	-26.81076243
-2.9845	-37.91530134
-6.19252	-43.42664716
-9.22528	-46.19610955
-12.3698	-47.77077979
-15.5067	-48.01498712
-18.52676	-47.17338371
-17.55394	-25.64354924
-15.11554	-9.299006001
-13.03274	-4.004733366
-10.67562	-0.040923633
-8.00862	4.900605076
-5.39242	9.081932816
-2.07264	16.14081472
1.49098	26.94643317
5.18414	34.43990627
8.46328	37.20936867
10.922	38.56696571
13.208	38.94684379
15.57274	38.37702668
17.6149	37.56211259
18.85188	36.82904577
19.10588	29.93296875
17.97812	17.68835081
16.84782	7.316878723
15.56766	0.203728522
13.59662	-5.036275816
11.24458	-10.3034143
8.91032	-14.24008989
6.55828	-17.63408251
4.19862	-22.14102003
1.91262	-27.97842045
0.50546	-31.37196825
0.44704	-30.96495603
0.46482	-30.74743802
0.4699	-30.12335261
-1.13538	-35.74323502
-6.7691	-44.62143932
-11.81608	-46.87490808
-16.38046	-46.71210319
-20.8026	-44.8385125
-23.11908	-42.449373
-24.35606	-41.55350129
-25.4508	-40.57578232
-25.99944	-40.22303839
-26.54554	-39.35430083
-27.49296	-38.70263645
-28.06954	-37.96956963
-28.57246	-37.453576
-29.06522	-37.01942963
-29.55544	-36.53057014
-29.28366	-31.20916336
-28.8544	-26.32190295
-28.38958	-21.59789224
-27.91206	-16.87388154
-27.432	-12.66541965
-26.96464	-8.918683105
-25.74798	-0.420801707
-24.21636	3.869062626
-21.06422	9.109066964
-17.4752	13.96874841
-12.62126	16.57540591
-6.5151	18.82887467
-0.5969	27.54382925
5.28066	36.25922866
11.30046	37.53497844
17.48282	33.78824189
23.47976	28.60295067
26.87574	26.02342732
29.69768	24.12314731
28.60802	8.049945544
26.53792	-7.968543099
23.89886	-16.30361961
21.23694	-21.35368491
18.58772	-25.69781754
15.93342	-28.38543267
13.28674	-30.15048676
9.8806	-32.64816285
5.17652	-38.37702668
1.0922	-42.36797056
0.63246	-42.06905011
-0.89916	-44.34965301
-5.3213	-46.11470711
-10.79754	-45.76151836
-16.4211	-43.53518375
-19.1262	-41.52636715
-21.40966	-39.92456276
-23.7109	-38.10524037
-26.12136	-36.0145765
-28.17368	-34.52130871
-28.59024	-33.6797053
-28.78074	-33.76110775
-28.97378	-33.54403456
-29.15158	-33.32696138
-29.34716	-33.21842478
-29.5275	-33.21842478
-29.7053	-32.75669944
-29.5275	-29.87870046
-29.34208	-27.897018
-28.7274	-21.40795321
-27.99334	-14.4033396
-26.01468	0.801124602
-23.0632	8.457402587
-19.72564	12.88293766
-16.39316	17.66121666
-10.97026	20.64775224
-5.1308	22.05961758
0.65024	26.02342732
6.46938	30.04150535
11.84402	29.82443216
16.62176	27.97842045
20.79244	25.45316538
24.45004	23.03689174
26.31694	21.70642884
27.32532	21.24514832
28.32608	20.72915468
29.3624	20.24029519
29.21762	9.787865488
27.12974	-7.697201618
24.21636	-16.27648546
20.75942	-22.33095906
16.62176	-28.08695704
12.13104	-31.15489506
6.25348	-35.52616184
1.11506	-39.97883106
0.67818	-38.89257549
0.64008	-38.15950867
-2.24536	-41.90624522
-9.34212	-40.87470277
-15.0241	-37.671094
-19.73072	-34.22283309
-23.72868	-30.44896239
-27.17546	-27.35389022
-30.26918	-24.39448879
-33.08096	-22.38522736
-35.90544	-20.67488639
-38.2905	-19.23588689
-39.83736	-17.55268007
-38.70452	-5.009141668
-36.49472	12.99147425
-33.32734	22.73841611
-29.72562	28.27689607
-22.8854	34.71169257
-15.21206	34.82022917
-7.34314	34.38563797
0.36322	32.70243115
8.28548	27.16395118
14.61008	22.14102003
21.07692	17.33560688
27.56916	14.24008989
34.00044	12.58401721
40.29202	12.0684684
36.17722	-16.65680836
31.49346	-26.89216488
26.76652	-33.57116871
21.9583	-37.10083207
17.14246	-37.7796306
10.71118	-37.18223452
2.83464	-33.21842478
0.77724	-31.6166204
0.72898	-30.93782188
0.70866	-31.26343165
-5.92328	-26.37661606
-13.84808	-20.83769127
-21.6027	-16.33075376
-29.64688	-11.93235283
-37.7571	-9.59748163
-34.61258	17.55268007
-26.58872	24.82907998
-18.62836	23.30823322
-10.5918	19.50722837
-2.68224	17.09095473
5.24764	15.76049183
13.30198	13.83307767
21.64588	11.55247476
30.1117	9.814999637
38.45306	10.38481675
36.05276	-13.94161426
27.74696	-26.72935999
19.24304	-30.47609654
11.049	-30.20475506
2.87274	-26.13196391
0.77978	-23.82422685
