"Paultre, Legeron, Mongequ, July-August 2001 test 1206040"	
38.47	189.8
37.47	185.16
36.56	180.54
35.62	175.92
34.7	171.29
33.66	166.65
32.83	162.03
31.83	157.41
30.91	152.76
30.09	148.13
29.08	143.48
28.19	138.83
27.39	134.14
26.59	129.51
25.76	124.85
24.89	120.18
24.11	115.49
23.35	110.82
22.68	106.14
21.9	101.44
21.21	96.75
20.5	92.06
19.81	87.35
19.03	82.63
18.45	77.93
17.71	73.21
17.15	68.48
16.53	63.75
15.84	59.04
15.23	54.31
14.65	49.59
13.9	44.85
13.25	40.12
12.69	35.38
12.05	30.65
11.44	25.92
10.86	21.14
10.31	16.43
9.59	11.7
8.92	6.95
8.41	2.31
7.85	-2.43
7.27	-7.17
6.6	-11.93
5.96	-16.67
5.4	-21.4
4.82	-26.14
4.17	-30.89
3.61	-35.63
2.86	-40.37
2.37	-45.12
1.63	-49.85
1.01	-54.59
0.49	-59.35
-0.2	-64.1
-0.82	-68.84
-1.47	-73.57
-2.12	-78.3
-2.76	-83.03
-3.52	-87.76
-4.06	-92.49
-4.75	-97.24
-5.44	-101.95
-6.2	-106.68
-6.82	-111.39
-7.6	-116.1
-8.29	-120.84
-8.9	-125.54
-9.7	-130.25
-10.37	-134.94
-11.17	-139.62
-12.02	-144.3
-12.78	-148.98
-13.6	-153.6
-15.07	-158.02
-16.21	-161.63
-20.16	-161.13
-21.59	-165.58
-23.01	-169.94
-25.53	-174
-28.17	-178.06
-30.58	-181.47
-31.42	-181.88
-34.66	-181.52
-36.13	-175.26
-36.06	-170.29
-35.3	-165.57
-34.43	-160.94
-33.52	-156.27
-32.69	-151.65
-31.76	-147.02
-30.62	-142.41
-29.75	-137.79
-28.75	-133.18
-27.81	-128.56
-26.96	-123.93
-25.96	-119.29
-25.07	-114.67
-24.15	-110.03
-23.37	-105.37
-22.5	-100.72
-21.7	-96.08
-20.83	-91.42
-19.89	-86.77
-19.22	-82.1
-18.44	-77.44
-17.68	-72.77
-16.77	-68.1
-16.15	-63.43
-15.25	-58.75
-14.63	-54.07
-13.71	-49.39
-13.05	-44.69
-12.24	-40.01
-11.44	-35.28
-10.75	-30.65
-10.01	-25.95
-9.19	-21.26
-8.47	-16.57
-7.67	-11.88
-6.96	-7.18
-6.2	-2.61
-5.51	2.09
-4.75	6.78
-4.01	11.48
-3.23	16.17
-2.52	20.88
-1.65	25.57
-0.87	30.25
-0.29	33.61
-0.91	20.32
-1.51	15.57
-2.05	10.79
-2.61	6.02
-3.23	1.29
-4.61	-2.17
-4.39	-0.31
-4.17	1.59
-4.04	3.49
-3.7	5.41
-3.57	7.33
-3.28	9.22
-3.12	11.13
-2.92	13.03
-2.7	14.94
-2.34	16.86
-2.25	18.77
-1.94	20.67
-1.78	22.57
-1.56	24.47
-1.29	26.37
-1.05	28.27
-0.8	30.19
-0.58	32.08
-0.2	33.97
-0.09	35.87
0.29	37.79
0.49	39.66
0.72	41.56
1.01	43.47
1.18	45.36
1.5	47.26
1.76	49.15
2.05	51.05
2.3	52.93
2.54	54.82
2.74	56.71
2.99	58.61
3.35	60.51
3.55	62.39
3.88	64.29
4.17	66.16
4.37	68.04
4.66	69.92
5.02	71.84
5.2	73.7
5.51	75.59
5.87	77.47
6.16	79.35
6.36	81.27
6.65	83.12
7	85.01
7.27	86.88
7.61	88.76
7.83	90.63
8.21	92.52
8.43	94.39
8.83	96.26
9.15	98.14
9.46	100
9.75	101.87
10.04	103.75
10.42	105.62
10.71	107.49
11.11	109.36
11.42	111.21
11.73	113.08
12.05	114.95
12.29	116.81
12.65	118.67
12.98	120.53
13.43	122.37
13.76	124.23
14.03	126.09
14.45	127.95
14.74	129.81
15.06	131.64
15.48	133.5
15.93	135.36
16.3	137.18
16.64	139.04
17.04	140.88
17.33	142.72
17.8	144.58
18.27	146.4
18.58	148.23
19	150.05
19.45	151.89
19.9	153.73
20.25	155.53
20.77	157.35
21.23	159.17
21.64	161.02
22.1	162.8
22.59	164.61
23.04	166.42
23.58	168.24
24.07	170.02
24.71	171.8
25.14	173.6
25.74	175.38
26.32	177.16
26.88	178.94
27.43	180.72
28.04	182.49
28.59	184.26
29.29	186
29.93	187.76
30.62	189.5
31.31	191.24
31.98	192.97
32.72	194.7
33.54	196.41
34.35	198.13
35.2	199.82
36.07	201.51
36.89	203.19
37.78	200.9
37.69	187.03
37.43	185.13
37.05	183.27
36.82	181.4
36.42	179.53
36	177.69
35.73	175.85
35.22	174.01
34.84	172.16
34.41	170.31
34.01	168.48
33.7	166.62
33.28	164.79
32.94	162.95
32.41	161.1
32.05	159.26
31.74	157.42
31.31	155.57
30.89	153.73
30.47	151.88
30.09	150.04
29.8	148.2
29.37	146.34
28.93	144.5
28.59	142.65
28.17	140.81
27.84	138.96
27.46	137.11
27.01	135.24
26.72	133.39
26.27	131.55
25.96	129.69
25.63	127.84
25.32	125.99
24.91	124.13
24.47	122.28
24.13	120.43
23.84	118.57
23.53	116.71
23.08	114.86
22.75	113
22.42	111.14
22.08	109.28
21.81	107.42
21.41	105.56
21.08	103.66
20.81	101.83
20.41	99.97
20.19	98.11
19.83	96.25
19.43	94.39
19.16	92.53
18.83	90.66
18.49	88.78
18.22	86.93
17.91	85.06
17.58	83.19
17.17	81.32
16.95	79.44
16.62	77.59
16.33	75.72
16.06	73.83
15.7	71.97
15.35	70.1
15.03	68.21
14.77	66.35
14.48	64.47
14.16	62.6
13.87	60.72
13.56	58.86
13.23	57
12.91	55.12
12.65	53.25
12.31	51.37
12.07	49.51
11.69	47.64
11.49	45.75
11.11	43.89
10.82	42.01
10.53	40.14
10.17	38.26
9.84	36.38
9.52	34.51
9.35	32.61
9.01	30.76
8.63	28.88
8.32	27
8.12	25.14
7.79	23.26
7.43	21.38
7.16	19.51
6.83	17.62
6.51	15.75
6.27	13.88
5.89	12.01
5.6	10.11
5.33	8.25
5.04	6.37
4.75	4.5
4.37	2.68
4.19	0.82
3.88	-1.03
3.57	-2.9
3.24	-4.78
2.88	-6.66
2.68	-8.53
2.28	-10.4
1.99	-12.28
1.65	-14.16
1.43	-16.05
0.94	-17.84
0.67	-19.73
0.31	-21.61
-0.02	-23.5
-0.2	-25.38
-0.58	-27.26
-0.8	-29.13
-1.09	-31.01
-1.47	-32.89
-1.76	-34.76
-2.14	-36.63
-2.43	-38.51
-2.67	-40.38
-3.1	-42.25
-3.34	-44.12
-3.63	-45.99
-3.97	-47.86
-4.35	-49.74
-4.68	-51.61
-5.04	-53.5
-5.26	-55.36
-5.64	-57.23
-6.06	-59.1
-6.27	-60.97
-6.71	-62.84
-7.02	-64.7
-7.31	-66.57
-7.58	-68.42
-7.98	-70.31
-8.29	-72.15
-8.7	-74.01
-9.01	-75.87
-9.34	-77.73
-9.74	-79.6
-10.12	-81.46
-10.37	-83.31
-10.75	-85.17
-11.22	-87.02
-11.55	-88.88
-11.84	-90.73
-12.26	-92.58
-12.64	-94.44
-12.91	-96.28
-13.38	-98.13
-13.67	-99.99
-14.12	-101.83
-14.47	-103.68
-14.81	-105.51
-15.16	-107.35
-15.59	-109.19
-16.06	-111.02
-16.52	-112.85
-16.77	-114.7
-17.33	-116.54
-17.6	-118.39
-18.02	-120.2
-18.55	-122.02
-18.93	-123.84
-19.33	-125.66
-19.87	-127.48
-20.18	-129.31
-20.76	-131.11
-21.16	-132.93
-21.63	-134.74
-22.19	-136.55
-22.7	-138.36
-23.06	-140.16
-23.55	-141.96
-24.2	-143.76
-24.58	-145.56
-25.27	-147.33
-25.65	-149.16
-26.34	-150.92
-26.83	-152.69
-27.5	-154.47
-28.1	-156.24
-28.59	-158
-29.17	-159.78
-29.91	-161.52
-30.51	-163.27
-31.29	-165.02
-31.89	-166.74
-32.67	-168.49
-33.34	-170.21
-34.14	-171.92
-35.06	-173.61
-35.88	-175.28
-36.95	-176.91
-37.07	-164.97
-36.73	-163.1
-36.4	-161.23
-36.06	-159.37
-35.66	-157.51
-35.33	-155.62
-35.08	-153.78
-34.7	-151.92
-34.28	-150.09
-33.88	-148.24
-33.39	-146.4
-32.96	-144.57
-32.49	-142.73
-32.11	-140.88
-31.8	-139.04
-31.47	-137.19
-30.98	-135.35
-30.53	-133.51
-30.08	-131.66
-29.84	-129.84
-29.46	-127.98
-29.01	-126.14
-28.61	-124.31
-28.23	-122.46
-27.88	-120.62
-27.39	-118.76
-27.1	-116.91
-26.63	-115.05
-26.38	-113.23
-25.96	-111.39
-25.56	-109.54
-25.18	-107.67
-24.67	-105.82
-24.46	-103.99
-24.06	-102.13
-23.68	-100.28
-23.24	-98.41
-22.86	-96.57
-22.64	-94.73
-22.26	-92.87
-21.85	-91.01
-21.48	-89.16
-21.19	-87.31
-20.9	-85.44
-20.45	-83.6
-20.16	-81.73
-19.78	-79.89
-19.38	-78.02
-19.07	-76.17
-18.73	-74.31
-18.51	-72.44
-18.11	-70.58
-17.77	-68.73
-17.46	-66.87
-17.13	-65
-16.75	-63.15
-16.57	-61.28
-16.15	-59.42
-15.83	-57.56
-15.52	-55.69
-15.21	-53.84
-14.94	-51.96
-14.63	-50.09
-14.29	-48.24
-13.94	-46.36
-13.54	-44.5
-13.22	-42.63
-12.98	-40.75
-12.6	-38.86
-12.33	-37.02
-12	-35.14
-11.62	-33.29
-11.33	-31.42
-11.02	-29.56
-10.68	-27.69
-10.28	-25.81
-10.06	-23.94
-9.79	-22.08
-9.48	-20.2
-9.16	-18.34
-8.83	-16.47
-8.5	-14.59
-8.09	-12.71
-7.92	-10.85
-7.58	-8.98
-7.2	-7.11
-6.87	-5.24
-6.56	-3.4
-6.27	-1.58
-6	0.28
-5.62	2.18
-5.33	4.02
-5.02	5.89
-4.7	7.77
-4.37	9.64
-4.06	11.52
-3.77	13.38
-3.48	15.27
-3.25	17.16
-2.81	19.02
-2.54	20.89
-2.16	22.77
-1.85	24.65
-1.6	26.5
-1.18	28.38
-0.87	30.26
-0.51	32.12
-0.09	33.92
0.25	35.81
0.51	37.69
0.78	39.57
1.07	41.48
1.36	43.36
1.79	45.22
2.12	47.07
2.37	48.94
2.77	50.81
2.99	52.67
3.39	54.56
3.64	56.4
4.04	58.28
4.37	60.14
4.71	62.01
5.04	63.91
5.42	65.74
5.64	67.63
5.96	69.48
6.4	71.33
6.63	73.2
7.09	75.07
7.45	76.93
7.79	78.79
8.05	80.66
8.48	82.52
8.79	84.38
9.12	86.26
9.57	88.09
9.86	89.94
10.15	91.79
10.51	93.67
10.86	95.54
11.31	97.37
11.69	99.23
12.05	101.1
12.36	102.92
12.78	104.78
13.14	106.63
13.47	108.47
13.81	110.33
14.23	112.17
14.61	114.01
14.94	115.85
15.39	117.73
15.79	119.53
16.13	121.37
16.53	123.21
16.88	125.05
17.44	126.88
17.8	128.72
18.22	130.54
18.6	132.39
19.03	134.2
19.49	136.04
19.83	137.85
20.32	139.67
20.74	141.52
21.17	143.33
21.59	145.15
22.08	146.95
22.62	148.77
23.06	150.59
23.51	152.38
24.04	154.19
24.6	156
25.03	157.8
25.54	159.61
26.03	161.39
26.59	163.2
27.17	164.97
27.75	166.76
28.24	168.55
28.84	170.33
29.37	172.11
30	173.89
30.53	175.65
31.11	177.43
31.76	179.2
32.41	180.96
33.1	182.71
33.72	184.47
34.3	186.21
35.06	188
35.71	189.71
36.51	191.43
37.14	193.18
37.87	194.89
38.76	196.6
39.61	198.32
40.32	200.02
41.26	201.68
42.2	203.35
43.22	204.98
44.27	206.56
45.66	208.09
46.93	209.28
47.06	209.52
49.22	210.72
51.39	211.92
54.02	212.88
57.94	209.33
57.74	207.44
57.54	205.56
57.19	203.71
56.92	201.84
56.49	199.98
56.12	198.15
55.74	196.33
55.4	194.51
54.93	192.66
54.53	190.86
54.11	189.05
53.71	187.22
53.28	185.4
52.9	183.59
52.39	181.76
52.01	179.95
51.63	178.12
51.1	176.31
50.65	174.5
50.32	172.7
49.74	170.88
49.31	169.06
48.87	167.25
48.53	165.44
47.97	163.63
47.55	161.82
47.04	159.99
46.57	158.2
46.08	156.36
45.66	154.57
45.14	152.75
44.74	150.94
44.21	149.12
43.85	147.3
43.2	145.5
42.8	143.68
42.29	141.86
41.82	140.05
41.37	138.22
40.95	136.44
40.35	134.62
39.95	132.79
39.46	131
38.96	129.16
38.47	127.35
37.98	125.53
37.6	123.72
37.16	121.89
36.53	120.09
36.13	118.26
35.64	116.45
35.2	114.62
34.79	112.82
34.19	110.99
33.83	109.17
33.39	107.36
32.74	105.55
32.34	103.73
31.98	101.92
31.47	100.09
30.94	98.26
30.51	96.45
30.02	94.63
29.69	92.81
29.15	90.99
28.82	89.17
28.21	87.35
27.81	85.53
27.43	83.7
26.92	81.86
26.47	80.05
25.98	78.19
25.63	76.39
25.16	74.57
24.74	72.74
24.29	70.92
23.89	69.07
23.4	67.24
23.06	65.41
22.57	63.57
22.15	61.73
21.81	59.92
21.41	58.07
20.94	56.25
20.63	54.41
20.07	52.56
19.69	50.72
19.38	48.91
18.94	47.06
18.49	45.23
18.11	43.38
17.75	41.53
17.31	39.72
17.04	37.88
16.51	36.03
16.22	34.19
15.84	32.35
15.32	30.52
14.97	28.67
14.65	26.83
14.19	24.98
13.94	23.15
13.49	21.28
13.14	19.46
12.71	17.61
12.34	15.77
11.89	13.91
11.51	12.08
11.22	10.24
10.84	8.39
10.46	6.54
9.95	4.78
9.64	2.94
9.23	1.09
8.88	-0.76
8.45	-2.61
8.21	-4.46
7.7	-6.3
7.38	-8.14
6.96	-9.99
6.63	-11.86
6.2	-13.69
5.84	-15.54
5.4	-17.38
5.11	-19.22
4.71	-21.07
4.22	-22.92
3.93	-24.76
3.46	-26.61
3.1	-28.45
2.63	-30.31
2.23	-32.15
1.88	-33.99
1.36	-35.78
1.01	-37.64
0.58	-39.5
0.31	-41.35
-0.22	-43.19
-0.6	-45.04
-1.05	-46.89
-1.36	-48.73
-1.74	-50.58
-2.18	-52.42
-2.63	-54.27
-3.01	-56.12
-3.37	-57.95
-3.79	-59.8
-4.26	-61.63
-4.73	-63.48
-5.04	-65.31
-5.53	-67.15
-6	-68.98
-6.29	-70.82
-6.71	-72.65
-7.22	-74.48
-7.69	-76.32
-8.14	-78.15
-8.54	-79.98
-8.96	-81.82
-9.37	-83.64
-9.74	-85.48
-10.32	-87.29
-10.73	-89.13
-11.24	-90.96
-11.64	-92.77
-12.06	-94.6
-12.4	-96.41
-12.91	-98.24
-13.42	-100.05
-13.83	-101.87
-14.27	-103.69
-14.87	-105.49
-15.3	-107.31
-15.79	-109.11
-16.19	-110.91
-16.66	-112.73
-17.26	-114.54
-17.8	-116.33
-18.17	-118.18
-18.64	-119.94
-19.27	-121.73
-19.78	-123.53
-20.29	-125.32
-20.78	-127.12
-21.28	-128.92
-21.83	-130.69
-22.26	-132.48
-22.9	-134.25
-23.46	-136.03
-23.91	-137.83
-24.58	-139.6
-25.16	-141.39
-25.78	-143.14
-26.38	-144.92
-27.01	-146.67
-27.5	-148.44
-28.26	-150.2
-28.79	-151.96
-29.53	-153.7
-30.22	-155.46
-30.87	-157.19
-31.49	-158.94
-32.25	-160.68
-33.03	-162.42
-33.61	-164.12
-34.39	-165.83
-35.28	-167.53
-36.06	-169.22
-37.07	-170.93
-37.96	-172.58
-38.85	-174.21
-40.03	-175.82
-41.17	-177.39
-42.62	-178.84
-44.16	-180.27
-45.23	-180.88
-46.41	-181.49
-49.71	-180.82
-51.43	-181.59
-53.86	-182.61
-57.14	-183.32
-57.34	-181.28
-57.41	-179.27
-57.41	-177.33
-57.12	-175.47
-56.71	-173.61
-56.45	-171.76
-56.09	-169.9
-55.62	-168.05
-55.31	-166.21
-55	-164.36
-54.6	-162.56
-54.1	-160.76
-53.61	-158.91
-53.1	-157.11
-52.77	-155.31
-52.21	-153.49
-51.87	-151.67
-51.41	-149.87
-50.94	-148.05
-50.31	-146.26
-49.82	-144.44
-49.53	-142.65
-49	-140.84
-48.6	-139.04
-47.97	-137.22
-47.59	-135.43
-46.97	-133.62
-46.63	-131.81
-46.08	-129.99
-45.65	-128.21
-44.94	-126.38
-44.56	-124.59
-44.18	-122.79
-43.62	-120.99
-43.04	-119.17
-42.64	-117.37
-42.17	-115.56
-41.55	-113.75
-41.17	-111.96
-40.57	-110.14
-40.12	-108.32
-39.65	-106.52
-39.12	-104.72
-38.47	-102.92
-38.09	-101.11
-37.49	-99.29
-37.13	-97.48
-36.66	-95.66
-36.15	-93.86
-35.57	-92.05
-35.13	-90.24
-34.72	-88.43
-34.05	-86.62
-33.7	-84.81
-33.18	-82.99
-32.67	-81.18
-32.23	-79.38
-31.78	-77.56
-31.29	-75.74
-30.78	-73.93
-30.29	-72.1
-29.77	-70.31
-29.37	-68.49
-28.75	-66.68
-28.43	-64.87
-27.9	-63.05
-27.48	-61.23
-27.03	-59.4
-26.43	-57.6
-26.05	-55.79
-25.62	-53.97
-25.16	-52.16
-24.69	-50.34
-24.13	-48.51
-23.64	-46.69
-23.35	-44.88
-22.9	-43.06
-22.3	-41.24
-21.88	-39.41
-21.52	-37.59
-20.92	-35.78
-20.58	-33.95
-20.09	-32.13
-19.74	-30.3
-19.36	-28.47
-18.78	-26.66
-18.49	-24.84
-18.06	-23.02
-17.6	-21.19
-17.24	-19.37
-16.66	-17.55
-16.23	-15.73
-15.9	-13.89
-15.5	-12.08
-15.05	-10.26
-14.58	-8.46
-14.18	-6.71
-13.8	-4.88
-13.34	-3.05
-12.91	-1.22
-12.47	0.61
-12.06	2.43
-11.66	4.27
-11.24	6.1
-10.82	7.92
-10.48	9.75
-9.92	11.59
-9.45	13.41
-9.14	15.25
-8.72	17.08
-8.23	18.91
-7.83	20.76
-7.34	22.61
-6.85	24.42
-6.56	26.25
-6.11	28.08
-5.66	29.9
-5.15	31.73
-4.68	33.57
-4.26	35.4
-3.83	37.23
-3.48	39.06
-2.99	40.88
-2.56	42.71
-2.01	44.53
-1.58	46.35
-1.14	48.18
-0.78	49.32
-0.29	49.87
-0.02	51.73
0.47	53.57
0.87	55.42
1.23	57.26
1.63	59.1
2.14	60.94
2.63	62.75
3.03	64.6
3.48	66.41
3.95	68.24
4.42	70.05
4.89	71.88
5.24	73.69
5.8	75.5
6.25	77.33
6.65	79.14
7.14	80.99
7.58	82.79
8.12	84.6
8.63	86.42
9.1	88.23
9.61	90.04
10.06	91.85
10.6	93.66
11.02	95.48
11.47	97.27
12.09	99.09
12.58	100.87
12.98	102.68
13.54	104.48
14.1	106.28
14.63	108.07
15.12	109.87
15.52	111.67
16.1	113.46
16.68	115.24
17.22	117.04
17.67	118.84
18.22	120.62
18.8	122.4
19.32	124.18
19.83	125.97
20.41	127.74
20.97	129.51
21.59	131.31
22.15	133.05
22.82	134.82
23.4	136.6
23.93	138.38
24.6	140.13
25.18	141.89
25.87	143.67
26.47	145.41
27.12	147.16
27.72	148.91
28.39	150.64
29.15	152.39
29.84	154.14
30.56	155.88
31.25	157.61
31.98	159.33
32.76	161.05
33.39	162.78
34.24	164.5
34.99	166.21
35.71	167.92
36.51	169.62
37.27	171.34
38.12	173.03
39.08	174.72
39.92	176.41
40.77	178.1
41.57	179.79
42.49	181.44
43.4	183.11
44.32	184.77
45.25	186.4
46.32	188.05
47.26	189.66
48.22	191.29
49.27	192.89
50.41	194.47
51.59	196
52.79	197.51
54.09	198.99
55.6	200.37
57.05	201.44
57.32	201.7
58.35	199.32
58.23	187.46
57.9	185.59
57.63	183.73
57.27	181.85
56.94	180
56.45	178.22
56.05	176.39
55.65	174.58
55.25	172.77
54.89	170.93
54.35	169.14
53.93	167.34
53.59	165.51
53.1	163.71
52.73	161.89
52.19	160.08
51.72	158.26
51.25	156.45
50.92	154.64
50.36	152.83
49.89	151.02
49.58	149.21
49.16	147.37
48.55	145.58
48.18	143.77
47.57	141.97
47.15	140.16
46.75	138.33
46.24	136.53
45.83	134.72
45.28	132.92
44.81	131.1
44.29	129.29
43.83	127.47
43.36	125.65
42.85	123.84
42.4	122.03
42.02	120.21
41.46	118.4
40.99	116.6
40.39	114.78
40.06	112.97
39.5	111.16
38.99	109.34
38.52	107.54
38.03	105.71
37.56	103.92
37.05	102.1
36.51	100.3
36.07	98.49
35.62	96.67
35.06	94.84
34.66	93.05
34.17	91.22
33.63	89.42
33.21	87.62
32.7	85.81
32.12	83.98
31.67	82.18
31.27	80.35
30.73	78.56
30.22	76.74
29.82	74.94
29.37	73.13
28.75	71.31
28.39	69.5
27.84	67.69
27.37	65.87
26.9	64.04
26.34	62.24
26.01	60.41
25.45	58.62
25	56.8
24.47	54.97
24.09	53.18
23.55	51.36
23.15	49.54
22.66	47.73
22.1	45.89
21.7	44.1
21.17	42.29
20.83	40.47
20.32	38.63
19.83	36.84
19.36	35.01
18.91	33.21
18.51	31.39
18.07	29.57
17.62	27.76
17.06	25.94
16.68	24.13
16.17	22.32
15.7	20.5
15.35	18.69
14.81	16.87
14.45	15.05
13.96	13.24
13.45	11.41
12.98	9.61
12.49	7.83
12.11	6.06
11.71	4.23
11.15	2.4
10.77	0.6
10.33	-1.22
9.79	-3.02
9.41	-4.84
8.81	-6.67
8.39	-8.48
7.83	-10.29
7.41	-12.12
7.05	-13.91
6.47	-15.74
6.02	-17.55
5.51	-19.37
5.02	-21.19
4.62	-22.99
4.08	-24.8
3.64	-26.61
3.1	-28.43
2.63	-30.23
2.19	-32.04
1.99	-32.33
1.61	-25.89
1.25	-27.77
1.01	-29.64
0.65	-31.52
0.34	-33.39
-0.07	-35.26
-0.33	-37.11
-0.76	-38.96
-1.16	-40.8
-1.51	-42.65
-2.01	-44.5
-2.38	-46.32
-2.92	-48.16
-3.3	-49.99
-3.83	-51.81
-4.24	-53.65
-4.79	-55.48
-5.11	-57.3
-5.66	-59.12
-6.15	-60.93
-6.64	-62.76
-6.98	-64.57
-7.63	-66.39
-8.03	-68.19
-8.63	-70.01
-9.03	-71.81
-9.48	-73.61
-10.1	-75.41
-10.66	-77.21
-11.04	-79.01
-11.62	-80.8
-12.22	-82.59
-12.67	-84.39
-13.27	-86.18
-13.76	-87.97
-14.32	-89.74
-14.96	-91.53
-15.41	-93.3
-16.1	-95.07
-16.55	-96.84
-17.22	-98.63
-17.8	-100.39
-18.31	-102.15
-18.96	-103.91
-19.54	-105.66
-20.25	-107.42
-20.85	-109.18
-21.36	-110.94
-21.99	-112.69
-22.81	-114.43
-23.33	-116.18
-24.06	-117.92
-24.69	-119.66
-25.33	-121.4
-26.14	-123.14
-26.78	-124.87
-27.52	-126.59
-28.28	-128.31
-29.13	-130.03
-29.71	-131.75
-30.46	-133.46
-31.45	-135.17
-32.18	-136.87
-33.01	-138.57
-33.76	-140.27
-34.5	-141.96
-35.39	-143.64
-36.33	-145.32
-37.22	-147
-38.07	-148.65
-39.03	-150.32
-40.03	-151.98
-40.81	-153.62
-41.91	-155.25
-42.93	-156.88
-43.98	-158.49
-44.94	-160.1
-46.19	-161.68
-47.26	-163.25
-48.42	-164.82
-49.82	-166.34
-51.14	-167.84
-52.41	-169.31
-53.93	-170.73
-55.49	-172.07
-56.76	-172.89
-57.43	-173.31
-57.43	-171.28
-57.58	-169.28
-57.65	-167.28
-57.54	-157.43
-57.18	-155.56
-56.62	-153.71
-56.29	-151.87
-55.98	-150.03
-55.75	-148.18
-55.24	-146.33
-54.75	-144.53
-54.44	-142.73
-53.93	-140.93
-53.59	-139.11
-53.03	-137.32
-52.54	-135.49
-52.14	-133.71
-51.61	-131.89
-51.25	-130.1
-50.63	-128.29
-50.25	-126.47
-49.78	-124.68
-49.35	-122.87
-48.8	-121.06
-48.19	-119.26
-47.7	-117.45
-47.37	-115.65
-46.79	-113.82
-46.39	-112.05
-45.87	-110.25
-45.34	-108.44
-44.85	-106.64
-44.22	-104.84
-43.85	-103.03
-43.2	-101.22
-42.84	-99.41
-42.22	-97.61
-41.82	-95.8
-41.21	-93.99
-40.79	-92.19
-40.3	-90.37
-39.81	-88.57
-39.23	-86.77
-38.74	-84.96
-38.14	-83.16
-37.67	-81.36
-37.27	-79.54
-36.71	-77.75
-36.26	-75.94
-35.66	-74.14
-35.15	-72.32
-34.68	-70.5
-34.1	-68.73
-33.61	-66.91
-33.21	-65.11
-32.69	-63.3
-32.2	-61.5
-31.6	-59.69
-31.18	-57.88
-30.53	-56.09
-30.2	-54.27
-29.55	-52.48
-29.13	-50.67
-28.55	-48.87
-28.06	-47.06
-27.7	-45.26
-27.1	-43.45
-26.56	-41.62
-26.11	-39.84
-25.69	-38.02
-25.09	-36.22
-24.62	-34.39
-24.2	-32.58
-23.73	-30.79
-23.1	-28.99
-22.68	-27.17
-22.21	-25.38
-21.63	-23.56
-21.19	-21.78
-20.78	-19.97
-20.27	-18.16
-19.69	-16.36
-19.27	-14.57
-18.87	-12.76
-18.42	-10.98
-17.86	-9.22
-17.42	-7.42
-17.08	-5.62
-16.57	-3.81
-16.12	-2
-15.63	-0.2
-15.12	1.62
-14.7	3.42
-14.14	5.23
-13.69	7.03
-13.25	8.87
-12.71	10.64
-12.15	12.46
-11.77	14.28
-11.31	16.06
-10.7	17.88
-10.21	19.69
-9.72	21.5
