"Paultre, Legeron, Mongequ, July-August 2001 test 1206040"	
32.21	-46.55
30.96	-48.09
29.69	-49.6
28.35	-51.13
26.97	-52.65
25.78	-54.18
24.53	-55.69
23.2	-57.21
21.79	-58.73
20.52	-60.23
19.2	-61.74
18	-63.23
16.59	-64.72
15.21	-66.22
13.9	-67.71
12.56	-69.19
11.13	-70.66
9.64	-72.14
8.16	-73.62
6.83	-75.09
5.35	-76.55
3.93	-77.96
3.86	-78.01
2.01	-79.35
0.74	-80.88
-2.85	-81.64
-3.72	-83.3
-5.02	-84.86
-6.33	-86.39
-7.74	-87.88
-9.14	-89.35
-10.66	-90.78
-12.31	-92.23
-13.78	-93.63
-15.57	-94.99
-17.33	-96.31
-19.16	-97.62
-20.85	-98.96
-22.64	-100.25
-24.6	-101.55
-26.58	-102.83
-28.68	-104.09
-30.73	-105.33
-32.87	-106.56
-35.26	-107.74
-37.6	-108.89
-39.9	-110.09
-42.28	-111.24
-42.46	-111.24
-44.65	-112.35
-47.08	-113.45
-49.62	-114.54
-51.92	-115.65
-54.48	-116.65
-57.03	-117.61
-59.75	-118.51
-62.89	-119.38
-66.24	-120.26
-69.47	-121.09
-72.66	-121.88
-76.07	-122.62
-79.49	-123.35
-82.99	-124.05
-86.78	-124.69
-90.9	-125.32
-94.87	-125.93
-98.58	-126.53
-102.79	-127.12
-106.83	-127.71
-111	-128.26
-114.68	-128.83
-118.47	-129.43
-121.21	-121.39
-121.35	-120.59
-121.08	-118.72
-120.63	-116.88
-120.23	-115.04
-119.72	-113.24
-119.18	-111.42
-118.56	-109.61
-118.2	-107.84
-117.71	-106.04
-116.93	-104.25
-116.37	-102.46
-116.06	-100.67
-115.48	-98.89
-114.75	-97.11
-114.25	-95.32
-113.72	-93.53
-113.14	-91.74
-112.67	-89.95
-112.18	-88.18
-111.58	-86.4
-110.82	-84.62
-110.15	-82.82
-109.86	-81.06
-109.26	-79.27
-108.7	-77.49
-108.14	-75.71
-107.25	-73.94
-106.78	-72.15
-106.14	-70.37
-105.74	-68.6
-105.02	-66.83
-104.49	-65.14
-104	-63.35
-103.33	-61.58
-102.84	-59.79
-102.21	-58.02
-101.52	-56.22
-100.78	-54.43
-100.38	-52.66
-99.83	-50.9
-99.22	-49.13
-98.33	-47.36
-97.8	-45.61
-97.42	-43.82
-96.64	-42.07
-96.12	-40.3
-95.41	-38.55
-94.83	-36.78
-93.94	-35.04
-93.42	-33.28
-92.89	-31.53
-92.11	-29.78
-91.42	-28.03
-90.7	-26.28
-89.97	-24.54
-89.16	-22.8
-88.67	-21.05
-87.94	-19.31
-87	-17.56
-86.53	-15.84
-85.77	-14.1
-84.88	-12.37
-84.03	-10.64
-83.48	-8.93
-82.83	-7.21
-81.89	-5.48
-81.31	-3.78
-80.51	-2.07
-79.77	-0.34
-78.97	1.36
-78.24	3.06
-77.41	4.76
-76.61	6.44
-75.67	8.14
-74.85	9.84
-74.18	11.51
-73.37	13.18
-72.53	14.86
-71.72	16.51
-70.74	18.19
-69.83	19.83
-68.96	21.48
-68.09	23.14
-66.93	24.78
-66.17	26.43
-65.1	28.05
-63.92	29.67
-63.05	31.31
-62.04	32.92
-60.91	34.51
-59.79	36.1
-58.74	37.69
-57.7	39.26
-56.67	40.86
-55.67	42.41
-54.42	43.95
-53.32	45.53
-52.12	47.06
-50.96	48.61
-49.87	50.15
-48.51	51.66
-47.37	53.19
-46.05	54.7
-44.72	56.21
-43.33	57.71
-41.88	59.19
-40.52	60.68
-39.12	62.17
-37.58	63.62
-36.11	65.09
-34.66	66.55
-33.27	68.01
-31.69	69.45
-30.2	70.89
-28.48	72.34
-27.03	73.74
-25.36	75.16
-23.86	76.58
-22.26	77.99
-20.63	79.36
-19.07	80.77
-17.51	82.16
-15.9	83.55
-14.27	84.93
-12.53	86.31
-10.86	87.67
-9.19	89.06
-7.27	90.44
-5.64	91.82
-3.83	93.21
-2.07	94.57
6.36	97.61
9.75	101.39
13.78	104.88
18.11	108.27
22.59	111.6
27.21	114.92
32.12	118.12
34.59	119.69
37.18	121.31
42.64	124.37
48.31	127.34
53.91	130.14
60	132.78
67.49	135.18
75.36	137.29
83.68	139.21
92.87	140.91
102.71	142.37
112.79	143.63
123.4	144.7
133.93	146.02
143.99	147.4
153.11	148.88
156.78	147.12
159	149.51
161.14	150.51
162.35	135.03
161	130.55
159.6	126.06
158.17	121.59
156.69	117.11
155.19	112.66
153.64	108.25
152.11	103.82
150.54	99.4
148.94	94.98
147.16	90.65
145.57	86.24
143.94	81.85
142.37	77.43
140.71	73.04
139.04	68.66
137.34	64.27
135.65	59.9
133.91	55.54
132.13	51.2
130.3	46.87
128.44	42.56
126.51	38.28
124.55	34
122.55	29.74
120.48	25.51
118.38	21.27
116.17	17.08
113.93	12.93
111.6	8.77
109.21	4.64
106.71	0.57
