"Aboutaha and Machado, Test ORC2"	
10275	
-18.652142	-167.029072
-17.6637504	-157.0740032
-16.2993164	-147.5739648
-15.1785052	-138.6632864
-13.8563211	-130.0893216
-12.7294742	-121.7849056
-11.546477	-113.7669408
-10.5760096	-106.1702016
-9.7207692	-99.0115904
-8.8788805	-91.7515648
-7.8434836	-83.2283072
-6.9787324	-75.547056
-6.3219385	-68.6072864
-5.803417	-62.2399744
-5.2845297	-56.4793696
-4.7561316	-51.2236128
-4.4806842	-46.3557216
-4.1377467	-41.95940736
-3.6077025	-36.41759968
-3.2345865	-32.02119648
-2.8086124	-27.05211328
-2.5664528	-23.22843456
-2.3350843	-20.49963104
-2.1958974	-18.56252704
-2.0702451	-17.13076032
-1.8902715	-15.98535584
-1.8441807	-15.15994048
-1.7808973	-14.45248608
-1.7070057	-13.91347744
-1.6623781	-13.35761088
-1.6340286	-12.95333216
-1.5797073	-12.54909792
-1.5449563	-12.077432
-1.516241	-11.67315328
-1.5059986	-11.33626176
-1.4370453	-10.93202752
-1.3913203	-10.42669024
-1.3805292	-9.90449504
-1.3326094	-9.14651136
-1.2471951	-8.11902336
-1.130322	-6.35032064
-0.9117565	-3.14989568
-0.4896233	0.353731648
-0.3678119	0.623244864
-0.3740305	0.437954528
-0.3592156	0.320042496
-0.389577	0.252664192
31.27513182	242.1045955
31.27694253	241.7003168
31.27471115	241.4308125
31.2574271	241.2286954
31.22947998	240.959191
31.25276315	240.7570294
31.5579318	243.7216659
31.67890186	244.2775325
32.08868931	247.3263696
32.41675704	250.0888445
32.41533042	249.5497914
32.41295272	249.1792285
32.512304	250.4594074
33.7677296	260.6334512
35.24011118	271.1106262
36.51020536	280.2571376
37.66487135	288.2582445
37.78020809	287.9382109
38.77913473	295.8382147
39.73760389	301.9695603
40.47039274	306.9050166
41.06061104	311.2171747
41.58867992	314.9397949
42.11658419	318.1065485
42.64068414	320.9700819
43.1155657	323.6483117
43.51423283	325.9054938
43.64848143	326.3097725
43.64222625	325.7033322
43.64198848	325.1979949
43.64074476	324.8780058
43.64705481	324.5579277
43.63112422	324.3052813
43.64427473	324.0694483
43.58651491	322.1828736
43.5801317	322.1155309
43.58549067	322.0144278
43.58422866	321.9638986
43.59598913	321.86284
43.58314955	321.6943942
43.55732407	321.643865
43.56901138	321.5764778
43.65358434	322.6882109
44.10618868	326.9161683
44.49808851	330.5882147
44.77690127	332.693809
45.08962369	334.5635258
45.39332914	336.332184
45.63673246	338.0166416
45.9388101	339.751584
46.23377293	341.2844538
46.5319548	342.9183376
46.78492379	344.3501043
46.96959792	344.5185501
47.12413013	345.3607789
47.37942195	346.9441334
47.75615937	347.7863622
47.76660296	346.8598883
47.7751261	346.2030077
47.78253355	345.7145283
47.77746722	345.3607789
47.75467788	345.0575587
47.89057258	346.4387962
48.17618922	348.4601453
48.50665294	350.2793328
48.78908712	351.6437123
49.13692634	352.8060192
49.40719767	353.9177523
49.66141038	354.220928
50.01433422	355.4000483
50.27562516	356.3433357
50.57631276	357.1855645
50.90176502	358.1119939
51.16120867	358.886791
51.23189952	357.9603616
51.22103526	357.0844614
51.20653129	356.4780656
51.22229727	356.0401155
51.22440062	355.5347782
51.22094381	355.2652739
51.22244359	355.012583
51.21276818	354.7767946
51.18533318	354.5578195
51.16839664	354.3219866
51.19711194	354.1535408
51.21013442	353.9008944
51.34628518	355.1978867
51.50773101	356.6465114
51.67360302	358.6004733
51.70989038	358.330969
51.73566099	357.7919603
51.73019228	357.4887402
51.73469162	357.1181773
51.87228729	358.3646403
52.14008947	360.4533322
52.41562832	362.070447
52.73151491	362.7441856
52.92152972	363.3842973
53.25173738	364.4623146
53.57876258	365.3045434
53.92188298	366.0457136
54.29721207	366.753168
54.61891488	367.426951
54.93286273	367.5785389
55.21277289	368.3028512
55.38204684	367.9322883
55.37824252	366.8542266
55.37628549	366.1299142
55.38352833	365.6414349
55.37696222	365.2371562
55.38623525	364.8665933
55.36527491	364.580231
55.39320374	364.3107267
55.38030929	364.0243645
55.36289721	363.8053894
55.3722434	363.6538016
55.37557218	363.4516845
55.38976522	363.2663363
55.38546707	363.0642637
55.36564071	362.9463472
55.37131061	362.8115728
55.39684345	362.6263136
55.53299421	364.6307603
55.74898082	366.7700259
56.09716755	368.9429629
56.39737961	370.5599888
56.7086937	371.7391091
56.98946349	372.5981514
57.26326479	372.6823965
57.4002386	372.783455
57.31471456	371.6211926
57.32252439	370.8295376
57.32513986	370.1220387
57.33807089	369.6672307
57.34988623	369.2798099
57.3378697	368.8081885
57.33273021	368.5386397
57.3411619	368.2691798
57.34491135	368.0501603
57.33424828	367.7975139
57.33229125	367.5953523
57.3367723	367.3932797
57.35021545	367.1574022
57.32607265	367.0395302
57.32155502	366.8542266
57.31718371	366.7194522
57.30454532	366.517335
57.34622823	366.4162765
57.3195797	366.3152179
57.33154136	366.1467277
57.33304114	366.0120422
57.34514912	365.8941258
57.3340288	365.8098806
57.34796578	365.7087776
57.32219517	365.5740477
57.32426194	365.4393178
57.31369032	365.3550726
57.32021985	365.2708275
57.32351205	365.1866269
57.31147723	365.1192397
57.30335647	365.0013677
57.31310504	364.9002646
57.38622846	365.6414349
57.63861217	368.7071299
58.00913099	371.318017
58.29933842	373.356135
58.59578274	374.737417
58.95201707	375.748047
59.30602002	376.3881587
59.64403751	376.893496
59.94851114	377.2640589
58.75766753	377.4662205
59.09394747	377.2977302
59.14887234	375.3269549
59.16279103	373.7267424
59.17204577	372.5476221
59.15653585	371.5032762
59.17356384	370.4252589
55.28869468	317.1295453
55.35883683	316.388375
55.34925287	316.0178122
55.28309794	315.6472493
55.27532469	315.4282742
55.26866713	315.1924413
55.27387978	314.922937
54.53503694	307.0734624
52.65237408	291.1049645
50.36738609	272.6940253
45.4989356	233.8508422
41.56839631	203.362471
37.84839321	176.6809206
34.52510021	153.4188147
31.55747455	132.9191837
28.8442445	114.4239994
26.45370492	98.25338432
24.40517005	84.25570624
22.62483974	72.43092064
21.11017168	62.29059264
19.59290644	53.83472224
18.35002778	46.5747856
17.33917606	40.52763174
16.40914785	35.47430787
15.54580498	31.2295192
13.93321226	27.742732
13.38010437	24.81180246
12.89905908	22.36936563
12.47462134	20.19643757
12.08872063	18.44461946
11.71726902	16.96231456
11.36472927	15.61476182
11.05524418	14.45249498
10.74200964	13.49236749
10.48148688	12.61645843
10.23685813	11.80792768
10.01827434	11.13414909
9.80316565	10.4940641
9.70125377	9.955042112
8.20646694	4.76696608
8.16516812	4.699587776
8.09577586	4.615364896
8.08200349	4.59852032
8.01981749	4.514301888
7.98700523	4.46376816
7.90466365	4.345856128
7.82420594	4.278477824
8.04794751	4.194254944
8.00942877	4.07634736
7.93696379	3.99212448
7.76953713	3.958435328
4.24221918	2.257150944
4.24377383	2.257150944
4.22478881	2.27399552
4.23367775	2.307684672
4.2328547	2.27399552
-2.2456462	0.235819616
-2.2207718	0.16844576
-2.2361354	0.252664192
-2.2421711	0.252664192
-2.2414395	0.252664192
-2.2275391	0.286353344
-2.2401592	0.252664192
-2.225893	0.235819616
-1.95703	3.587859104
-1.3770541	6.973583296
-0.4781006	12.59961386
0.04449957	18.20879984
0.84532722	23.88536413
1.30793619	29.89881549
2.36553715	37.0408401
3.54612007	45.19354816
5.02876234	55.01379808
6.14183687	66.0132128
7.0813393	77.29894528
7.27413419	77.73689536
8.87165595	90.13440544
10.65376039	102.7003168
12.40297941	114.0871523
13.88607893	123.1999478
14.14319975	122.4924934
14.15190579	121.4818189
14.8889745	127.0910138
15.4949222	125.6087178
15.49258108	124.2274803
15.48371043	123.5368394
15.47434595	123.1325606
15.48021704	122.7788557
15.44837415	122.5430227
15.46313418	122.2566605
15.46212823	122.1050726
15.44528314	121.9366269
15.42757842	121.7345098
15.44592329	121.5828774
15.40919697	121.3807603
15.40003368	121.2965152
15.41142835	121.1617853
15.41559847	121.0607267
15.39485761	120.9091389
15.38446889	120.8248938
15.39628423	120.7238352
15.36032609	120.6395901
15.37845148	120.4880022
15.3595762	120.4038016
15.39403456	120.3195565
15.38488956	120.1848266
15.39791204	120.1511107
15.37444597	120.0331942
15.35754601	119.982665
16.83206752	132.7170666
18.68528348	145.956761
20.48344654	158.3373686
22.45560237	170.4485165
24.23481699	182.0206112
25.98504196	193.0536973
27.97279916	203.7330339
28.76658516	207.9946627
28.76839587	207.1524339
28.77443157	206.7313418
28.76766427	206.2933917
28.77543752	206.0070294
28.739077	205.7206672
28.7345045	205.4680208
28.76078723	205.2659037
28.74478348	205.0469286
28.75284937	204.844767
28.72420723	204.7099926
28.69790621	204.6089786
28.69157787	204.3731456
28.70867902	204.3226163
28.71284914	204.1878419
28.6922546	204.0530675
28.69512613	203.9183376
28.69849149	203.817279
28.69487007	203.7835632
28.68563362	203.598304
28.67676297	203.497201
28.67723851	203.4635296
28.66878853	203.362471
28.6657341	203.2276966
29.95565464	214.7829779
31.92744467	226.607719
33.64758259	237.1017965
35.35458829	246.6694
36.85683744	255.5127357
37.75999764	259.6901194
38.89904397	266.6637382
40.05460617	274.0415914
41.34439868	280.4424413
42.51409905	286.203224
43.46680686	291.3070816
44.41152194	295.8382147
45.08669729	298.6680768
45.93260979	302.8118336
46.66172235	305.001584
47.41055153	308.5052291
48.04742762	311.2003168
48.63025676	313.6090867
48.95243511	313.2384794
48.96403097	312.1604621
48.95773921	311.3856205
48.95201444	310.7960381
48.9562943	310.3918038
48.94773458	309.9201379
48.95205102	309.6169622
48.93354154	309.3474579
48.94978306	309.094767
48.92596948	308.8252627
48.96028152	308.6231456
48.94027226	308.420984
48.93623017	308.185151
48.93392563	308.0336077
48.91238001	307.8651174
48.9123983	307.6966717
49.05114624	309.0779536
49.67371955	315.0408534
50.37581778	319.01612
50.72186458	319.8751622
51.32373361	322.0144278
51.46535308	319.5045994
51.77525884	319.4877859
39.80582559	105.4122624
39.35338586	106.5071376
39.32525584	106.641912
39.33079771	106.860887
39.33972323	106.9956614
39.34455179	107.0461907
37.77472109	91.17875136
35.33401204	73.13837504
33.26111489	59.64603424
31.60137055	50.01104352
30.15313177	43.37433395
28.75804373	38.40523741
27.53896036	34.14359971
26.3975912	30.5220559
25.43111102	27.47321878
24.67586205	24.76127318
23.83477811	22.50412224
23.0272929	20.46594634
22.53311539	18.64675437
21.91922983	16.87809168
21.23364747	15.31155946
20.64615438	13.64396422
20.06806235	12.27956691
19.84854577	11.35312858
19.41434117	10.5951271
19.14262493	9.971886688
18.79482229	9.432864704
18.49839626	8.944376448
18.39641122	8.573800224
18.25212141	8.152690272
18.02903828	7.73158032
17.72401595	7.158869184
17.34358395	6.451405888
16.83098841	6.047140512
16.06487518	5.508118528
15.3321412	5.053319424
14.94324093	4.834344384
13.64785168	4.362700704
13.06886344	3.975279904
11.99094229	3.5204808
10.73079787	3.149904576
10.39415213	2.914080512
9.86193142	2.796172928
9.33243592	2.425592256
8.90702881	1.88657472
8.40922988	1.566527776
8.16032127	1.381241888
8.01963459	1.145417824
7.73504219	0.993821088
7.83139391	0.842219904
7.68390335	0.623244864
7.66879581	0.47164368
7.43782969	0.336887072
7.36827282	0.21897504
7.18645193	-0.35374944
7.00424695	-1.58335456
6.33772277	-4.11004096
5.81704305	-8.99492352
4.99247498	-13.61025728
4.84229579	-14.28404032
4.78952914	-14.67146112
0.042250083	2.459282742
0.07194719	2.459282742
0.050387487	2.476127007
0.050647754	2.442438211
0.067161246	2.459282742
0.024397763	2.459282742
0.050244093	2.509815759
0.044987364	2.476127007
0.06030652	2.425593991
0.074503401	2.476127007
0.024064519	2.509815759
0.066417209	2.509815759
1.068239156	19.15208453
2.68938684	38.25363845
4.318087197	57.52363546
6.080335099	75.71558627
7.758557094	93.23376294
9.35854837	110.2129176
11.28391984	126.147722
12.97101139	140.8697346
14.47231367	154.9853469
16.12370844	168.7640722
17.84157054	182.1385099
19.33832208	194.7549683
20.82988054	206.4786776
22.23085229	217.5117503
24.00211625	227.8542221
25.25136294	237.4555237
27.48882692	246.2988416
28.49729161	254.5020656
29.46620125	262.0820492
30.47462827	269.0219388
31.39080949	275.2543697
32.27121894	280.9814633
33.07871622	286.2874602
34.63242136	291.1217913
35.23128754	295.5181722
35.42588454	296.9667924
35.42508252	296.1751196
35.93309477	300.672568
36.53577204	305.1363451
37.08321186	308.9263168
37.58531296	312.2783741
38.12386805	315.3440514
38.6431409	318.1907402
39.02786446	320.9195526
39.46495632	323.3956608
39.88623245	325.7875728
40.22671855	328.0783996
40.52924191	330.2008251
40.86319756	332.1547469
41.22671515	334.0413261
41.52342339	335.7931442
41.84234356	337.4439082
42.18211653	338.9599112
42.46936299	340.4085314
42.64161839	340.6274931
42.63343069	339.9031985
42.75500816	340.6443465
43.04345481	342.7835899
43.41197746	344.535408
43.66070336	346.1019402
43.96237789	347.6516145
44.16204104	348.3590912
45.0008294	347.5505248
45.01954409	347.0283741
45.06561788	347.4494752
45.3486335	349.605572
45.66642902	351.4079149
45.93692586	353.0418255
46.24457299	354.5915042
46.54039271	356.1075072
46.83987043	357.5392739
47.14591187	358.9710451
47.42003636	360.5039015
47.75133136	361.8682899
47.99273467	363.2832076
48.34833177	364.6981564
48.61231189	366.0793983
48.90748359	367.4774625
49.19219524	368.8081796
49.4953798	370.0883674
49.74888999	371.368524
50.09011957	372.6487162
50.4729278	373.8278143
50.77950734	374.9732455
51.12699192	376.0344404
51.39011881	376.4555415
51.43417339	375.3606396
51.44479018	374.6026381
51.59473252	375.8828259
51.93836449	377.7020223
52.24596479	378.9653611
52.60787853	380.026556
52.93400588	380.8519402
53.28925986	381.7952276
53.68539346	382.6879545
54.06472276	383.5807171
54.36893795	384.355572
54.70994055	385.1472448
55.07420602	385.9221042
55.39536361	386.7137771
55.78247859	387.4044002
56.22669148	387.3370175
56.56383562	387.5391568
56.99017332	388.0781655
57.30236918	388.3813589
57.67526222	385.7031069
59.60499879	354.0187886
59.6106268	350.2119589
59.62960853	347.8200469
59.77307675	345.9671792
59.82260644	341.9918815
59.82894776	340.6948714
59.8947956	339.8694916
59.89865827	339.2631046
59.8856464	338.8082966
59.89646713	338.4545739
59.90626746	338.0671486
59.91942382	337.7976265
59.92741948	337.5112865
59.93342463	337.2249109
59.93292971	337.0059537
59.92001843	336.8375168
59.93778588	336.6016705
59.94219066	336.5174699
59.94816491	336.332184
59.9327062	336.1974229
59.95622495	336.0458084
59.96555431	335.8942295
59.96579318	335.7763219
59.95083031	335.6415608
59.97348485	335.5236577
59.9787436	335.3551897
59.98514802	335.2878069
59.97054455	335.1698994
59.96486149	335.0688497
59.97341919	334.9340886
59.97981978	334.8330345
59.98584231	334.7150914
59.9720522	334.5971882
59.99380596	334.5129876
60.30846291	337.3933789
60.63267127	339.9368699
60.97161314	341.6718345
61.22434234	342.884644
61.572224	343.9795103
61.77815714	343.7774065
61.7905788	342.7835899
62.13219173	344.4511762
62.43177224	345.2934095
62.80616964	346.1019402
63.00864488	346.0682288
63.0305135	345.0238874
63.25016853	346.1524651
63.61085721	347.3652389
63.93544874	348.0727156
64.27768793	348.7128095
64.65175849	349.0328564
64.84669898	348.2748549
64.88287641	346.9441379
65.02043002	347.3820924
65.19677579	347.2641848
65.2027718	346.3208975
65.22207818	345.6302743
65.24608673	345.1249415
65.24921963	344.6364621
65.28999773	344.2153611
65.28176741	343.8110779
65.2814563	343.5078844
65.29739146	343.2383623
65.30821786	343.0194051
65.3034332	342.6993581
65.32669405	342.4635429
65.30841759	342.3119284
65.32828784	342.1097891
65.36412509	341.9750636
65.3386248	341.7897421
65.33743065	341.6213097
65.34262538	341.4360194
65.34862724	341.2507335
65.35495009	341.1496794
65.35382599	340.9643935
65.34475067	340.7791076
65.35502197	340.7454006
65.35409796	340.6274931
65.36735912	340.5095855
65.37379977	340.4422072
65.38397559	340.3411531
65.38230974	340.1895385
65.35884257	340.0884844
65.37740802	339.9368699
65.37661405	339.8694916
65.38271651	339.8358202
65.38013414	339.7010592
65.36396798	339.6336764
65.38324417	339.5326223
65.36871002	339.4315371
65.38847255	339.3641543
65.37794593	339.2462512
65.39209013	338.9935825
65.20944253	334.5298055
64.85273138	330.3355505
64.40358093	326.2929101
63.99147815	322.5197562
63.51552132	318.7634514
63.1374233	315.141912
62.69497357	311.5708975
62.26478253	307.9662116
61.95454682	305.3721602
61.96666376	305.5069168
61.94815282	305.5911531
61.95699567	305.6753537
61.95250218	305.6753537
61.95575615	305.742732
61.96221563	305.7258785
61.94571897	305.7595855
61.94560831	305.7090606
61.94156988	305.742732
61.96307819	305.7090606
61.97268647	305.7090606
61.95089961	305.742732
61.94567086	305.7258785
61.95652634	305.7595855
61.95326304	305.7764389
61.95893587	305.7595855
61.96817122	305.7764389
61.94368823	305.742732
61.96989359	305.7764389
61.95203359	305.742732
61.95167309	305.6753537
61.97146031	305.742732
61.9395481	305.742732
61.94521489	305.7258785
61.95089595	305.7090606
61.93540304	305.7090606
61.93671645	305.7258785
61.9293485	305.6922072
61.94639716	305.6753537
61.95457425	305.6922072
61.94641764	305.6753537
61.95167309	305.6753537
61.96830821	305.6753537
61.93866872	305.6585314
61.93747585	305.6585314
61.96424856	305.6753537
61.95128114	305.6585314
61.96499315	305.6585314
61.96620761	305.6416779
61.94560191	305.6079709
61.95166413	305.5742996
61.96626467	305.5911531
61.94411512	305.5911531
61.9499895	305.5911531
61.94799772	305.6079709
61.97392617	305.5405926
61.9649915	305.5911531
61.93150343	305.5069168
61.94465357	305.4732099
61.95565611	305.456392
61.95637088	305.5069168
61.94146782	305.5405926
61.95611354	305.5069168
61.9436372	305.4732099
61.94927948	305.4395385
61.94882113	305.4900634
61.94284195	305.456392
61.96371413	305.4395385
61.96380174	305.4058672
61.9516848	305.4058672
61.92627121	305.456392
61.94440867	305.456392
61.96499315	305.4732099
61.95005955	305.4058672
61.96121444	305.4226851
61.95133198	305.3721602
61.93475503	305.3384844
61.94438105	305.3216309
61.95858342	305.3047775
61.93387546	305.3384844
61.96822298	305.3384844
61.94513405	305.3384844
61.95213784	305.3384844
61.93474917	305.3384844
61.95322628	305.3047775
61.95402702	305.3047775
61.94759369	305.2373992
61.93162359	305.2711061
61.91561308	305.2205457
61.94591924	305.2373992
61.94723722	305.287924
61.96220319	305.2711061
61.94020764	305.2037234
61.95292193	305.2037234
61.92706646	305.2373992
61.95371554	305.2037234
61.95124712	305.2037234
61.93906525	305.1868699
61.94996261	305.1363451
61.94241067	305.2037234
61.95326871	305.2037234
61.94395124	305.1363451
61.95116518	305.1868699
61.93998615	305.1531985
61.95132686	305.1363451
61.92011278	305.0689623
61.95058209	305.1026381
61.95772434	305.1026381
61.93874956	305.0689623
61.92864452	305.1026381
61.96505625	305.1026381
61.92529544	305.0858202
61.93296645	305.0689623
61.96496242	305.0521088
61.93664749	305.0521088
61.94396386	304.9679126
61.90263468	305.0184375
61.9319113	304.9510592
61.94232288	305.001584
61.94719753	305.001584
61.94263363	305.0184375
61.93307491	305.0352554
61.93022459	304.9847305
61.94113257	304.9679126
61.94238287	304.9342057
61.93218363	304.9173522
61.94794833	304.9679126
61.95316995	304.9342057
61.9471732	304.9342057
61.93538951	304.9679126
61.94509802	304.9005299
61.92582438	304.8668229
61.91477302	304.9005299
61.92518716	304.8836764
61.93179753	304.8668229
61.9573108	304.8499695
61.93787457	304.8499695
61.91853143	304.8331516
61.93778806	304.8331516
61.93215931	304.8162981
61.95483488	304.8162981
61.95277854	304.8668229
61.93635065	304.8499695
61.93666212	304.7657688
61.92330933	304.7489154
61.92771941	304.7657688
61.91206793	304.7657688
61.92656092	304.7320619
61.92706646	304.7657688
61.92580335	304.7825912
61.93262973	304.7994446
61.93309612	304.7320619
61.93059387	304.7657688
61.92772636	304.7320619
61.91000555	304.7320619
61.92937246	304.6646836
61.94269179	304.6310122
61.9370603	304.6646836
61.94556185	304.6983905
61.92896807	304.6646836
61.94996755	304.715244
61.92897703	304.6478657
61.92135138	304.6646836
61.91449848	304.6141543
61.93663505	304.5973008
61.95033097	304.6141543
61.9435922	304.6141543
61.9499906	304.5804829
61.91079714	304.6310122
61.93502425	304.5973008
61.91858008	304.5804829
61.94388009	304.5636295
61.94111373	304.5131046
61.93336005	304.5299581
61.93502425	304.5131046
61.91692081	304.5299581
61.93339315	304.546776
61.91891808	304.5299581
61.92497152	304.5299581
61.90507731	304.5299581
61.92817831	304.5299581
61.90262681	304.4962512
61.92287201	304.5299581
61.92331847	304.4625754
61.93949817	304.4625754
61.91731935	304.4625754
61.90666726	304.4962512
61.92037616	304.4625754
61.92451372	304.4457219
61.94263107	304.5131046
61.91367324	304.4793977
61.93100686	304.4625754
61.92533403	304.3951971
61.91123537	304.3614901
61.91473882	304.3951971
61.90670182	304.3951971
61.910805	304.3951971
61.9119869	304.3783436
61.93662884	304.4288684
61.92321678	304.3951971
61.94701463	304.3951971
61.92004365	304.4288684
61.91725918	304.3614901
61.93341364	304.3446366
61.92451628	304.3614901
61.91550736	304.3278143
61.929294	304.3278143
61.90918048	304.3278143
61.92802522	304.3109608
61.93054924	304.3446366
61.90392796	304.3278143
61.93056643	304.260436
61.9348099	304.2435825
61.9078177	304.260436
61.92070209	304.2267291
61.92888339	304.260436
61.94139777	304.260436
61.91714816	304.1930577
61.91590297	304.2772895
61.90581805	304.2267291
61.92398075	304.2435825
61.91236733	304.1762042
61.91551486	304.2099112
61.92567404	304.2267291
61.45319195	299.3587044
60.89222429	294.7602019
60.37136058	290.3638076
59.88494425	286.0684807
59.42752305	281.806843
58.92429876	277.6968065
58.42718497	273.603619
57.8996326	269.5441252
57.37715223	265.6530637
56.92750026	261.7451665
56.48339675	257.9214834
55.95867768	254.1820186
55.50536863	250.4257182
55.04104845	246.7873254
54.50834598	243.1320924
54.06396537	239.5779314
53.64652484	236.0406104
53.17661212	232.587499
52.73211958	229.1512456
52.24145741	225.7823571
51.83257238	222.4134819
50.71833242	219.1456608
50.2735348	215.8946977
49.80999907	212.6605658
49.3811271	209.5106701
48.93882003	206.3776101
48.54207848	203.2782393
48.12818437	200.2293977
47.71450316	197.2479522
47.35735452	194.3001781
46.89834923	191.4366224
46.52094056	188.5562266
46.10597613	185.7095244
45.61547619	182.9975833
45.24101715	180.1845702
44.83361399	177.5063004
44.3814872	174.7943593
44.01032293	172.1834722
43.7667164	169.5725985
43.35790052	167.0459255
41.30737881	164.5361237
40.98514138	162.0431442
40.67331956	159.499631
40.29134791	157.1751196
39.91612618	154.7832076
39.59008699	152.4249847
39.23741537	150.0330905
38.81719366	147.7422504
38.42578949	145.485095
38.04727794	143.2784823
37.78815199	141.0718651
37.39597598	138.9326306
37.10567893	136.7765382
36.78324726	134.7383712
36.4621493	132.632817
36.14056062	130.6451793
35.89970894	128.4048729
33.61607313	113.1101536
31.4455414	99.78623184
28.24355682	87.9446239
26.58356063	77.65269027
25.15481405	68.67462467
23.84674873	60.99357808
22.6171166	54.34003728
21.6511961	48.49503168
20.77636327	43.47539918
20.01697582	39.12954706
19.27781565	35.39008855
18.58228865	32.05489631
18.02303861	29.19134863
17.5070735	26.74891002
17.10571445	24.55913694
16.65458538	22.62203071
16.30782783	20.97127961
15.95934462	19.45528468
15.71197091	18.04035408
15.43551939	16.99600149
15.13723473	16.12009288
14.86564158	15.39578323
14.58378665	14.60409705
14.35806061	13.81240954
14.15676471	12.91965591
14.00796203	12.19534759
13.81958966	11.50472576
13.70427871	10.83095072
13.55676675	10.22455221
13.41909828	9.634997837
13.30456063	9.095977187
13.18367325	8.607489376
13.0662006	8.051623706
13.00403673	7.647358774
12.88946689	7.158870963
12.76370137	6.72091599
12.60247685	6.16505121
12.52845302	5.491274842
12.33577665	4.547988371
12.02515666	2.880392739
11.28593613	-0.926442117
9.836357245	-8.203223555
8.041456023	-18.2593309
5.79708043	-30.70734357
3.610803935	-44.48606262
1.80196043	-58.97224675
-0.231033793	-73.91323443
-1.9195355	-88.76999478
-3.625826061	-103.3740909
-5.186864758	-117.102278
-6.764532723	-129.9882497
-8.005236702	-142.0825352
-9.408597309	-153.4861975
-10.4700977	-161.7062572
-10.48009501	-160.9482557
-10.63530578	-161.9926149
-12.02554148	-174.6090734
-13.31818358	-183.14918
-14.29985909	-191.1671181
-15.32099527	-198.4439082
-16.31774723	-205.1142714
-17.22015937	-211.110887
-17.85523207	-216.5684807
-18.55735773	-221.6891696
-19.2635895	-226.3550726
-19.85174286	-230.6167059
-20.47789918	-234.6088215
-20.99203108	-238.1966895
-21.57218257	-241.5992538
-21.52357323	-244.7491495
-22.08745576	-247.7137771
-22.48685632	-250.4762608
-22.91746694	-253.1545128
-23.27651427	-255.6137898
-23.71566631	-257.9046299
-24.10299364	-260.0607134
-24.38762445	-262.0988848
-23.96214235	-264.0865359
-24.24488929	-265.922568
-24.52116523	-267.8259828
-24.82222412	-269.6788684
-25.12821582	-271.6159724
-24.89743626	-273.4857159
-25.13085872	-275.4059664
-25.47747434	-277.3430704
-25.80043185	-279.2633343
-26.04920511	-281.2341319
-26.47431775	-283.1544002
-26.3232643	-285.1251934
-26.50275138	-287.0286082
-26.87115405	-288.9320186
-27.30845332	-290.8859761
-27.52144769	-292.8567737
-27.84338461	-294.7770242
-28.06450339	-296.7478352
-28.47988758	-298.6849392
-28.84108216	-300.6388966
-28.70324506	-302.5422937
-29.09811336	-304.4962512
-29.40860623	-306.4165017
-29.72669128	-308.2525516
-30.11769672	-310.1728021
-30.39623148	-312.1099061
-30.84240688	-314.0301922
-31.23232773	-315.9167669
-31.52418858	-317.8538709
-31.87127608	-319.7741215
-31.67374042	-321.6269937
-31.95366704	-323.5304219
-32.32669708	-325.1980082
-32.45927215	-324.8611389
-32.47459002	-324.2210451
-32.47519542	-323.8673223
-32.69672207	-326.6634819
-33.0775912	-328.9711621
-33.51595861	-330.9756444
-33.79768862	-332.7611695
-34.12738599	-334.1592337
-34.50111288	-336.0121371
-34.92032333	-337.8481514
-35.06885825	-339.5999695
-35.51594999	-341.3517876
-35.92323354	-343.0362585
-36.35629135	-344.7712232
-36.56869129	-346.4388051
-36.7438784	-348.1569474
-37.18694085	-349.7908579
-37.65964224	-351.3405366
-37.88885984	-352.8902109
-38.31086318	-354.4230674
-38.69761437	-355.9727461
-39.11198347	-357.4382242
-39.34837806	-358.9036623
-39.74198252	-360.3522869
-40.160198	-361.6998219
-40.61167385	-363.0137211
-41.07103634	-364.2264949
-41.34967717	-365.4224509
-41.90583035	-366.6184069
-42.12393677	-367.5953701
-42.44488055	-368.5723644
-42.92444435	-369.4650914
-43.39171727	-370.2230928
-43.87601269	-370.9474229
-44.38426984	-371.5706634
-44.5905847	-372.1939082
-45.16047915	-372.4465724
-45.77089144	-370.627376
-46.28198171	-369.0439903
-46.41672048	-367.0900328
-46.62933076	-367.3258836
-47.05440499	-369.0439903
-47.52279543	-370.1051897
-48.03301876	-370.9810943
-48.52396443	-371.6211926
-49.06017053	-371.7559537
-49.5388875	-371.7391002
-49.77712755	-370.2736577
-49.88009842	-369.2124583
-49.89538886	-368.4712792
-50.28085061	-371.0316236
-50.70886405	-372.5476265
-51.18413884	-373.5582966
-51.58115987	-374.2826223
-52.00505257	-374.8890137
-52.49055879	-375.3606396
-53.00503089	-376.0007335
-53.31858184	-375.4448714
-53.40673964	-373.8278143
-53.46671621	-372.7497659
-53.49069257	-371.9749109
-53.53215052	-371.2674699
-53.56091337	-370.6779008
-53.58954088	-370.2736577
-53.59026882	-369.8357032
-53.61652229	-369.4650914
-53.63254981	-369.14508
-53.63783196	-368.7913261
-53.6496345	-368.5723644
-53.8097982	-361.228196
-53.79809992	-361.1945246
-53.79890468	-361.1102884
-53.78037508	-361.0934349
-53.78671074	-361.0429101
-53.7860523	-361.0092343
-53.78800567	-360.9586739
-53.79488819	-360.9755274
-53.77586477	-360.8576242
-53.80870812	-360.8576242
-51.92981483	-340.9643935
-50.91565628	-330.6724509
