"Pujol 2002, No. 10-2-3S"	
0.907040158	35.47829793
0.92631887	35.45601178
0.897019977	35.41143733
0.906328885	35.45601178
0.953476916	38.35326556
1.008569909	38.35326556
0.993558519	38.30869324
1.016469044	38.35326556
0.963014239	38.33098152
1.062949792	40.40363045
1.12228376	40.42591873
1.05210417	40.44820702
1.129878714	40.44820702
1.064321323	40.42591873
1.135284679	42.81058236
1.182083979	42.87744296
1.197336639	42.85515468
1.129772849	42.83287064
1.220527154	42.85515468
1.198351934	42.87744296
1.22389239	42.87744296
1.30215083	42.85515468
1.214456142	42.85515468
1.205743781	42.87744296
1.273970223	44.48207616
1.274135167	44.48207616
1.262209502	44.48207616
1.322712532	44.50436445
1.230459834	44.48207616
1.417872357	44.59350908
1.406086248	44.57122504
1.397386501	44.59350908
1.414823837	44.57122504
1.392141808	44.57122504
1.484007772	47.35704805
1.492238074	47.35704805
1.432470987	47.37933208
1.484376303	47.37933208
1.454912705	47.33475976
1.540572412	47.35704805
1.533626379	47.31247148
1.598104365	47.29018743
1.507082603	47.31247148
1.629079927	47.33475976
1.669616684	49.34055232
1.749449362	49.3628406
1.6265759	49.31826404
1.683358177	49.31826404
1.651976241	49.34055232
1.800059073	51.12347903
1.688742427	51.16805135
1.792541402	51.14576732
1.767838363	51.14576732
1.730310686	51.10119075
1.854241837	53.90930204
1.943651038	53.93159032
1.873939856	53.93159032
1.889446878	53.97616263
1.894958708	53.95387435
2.00881483	55.64765644
2.025604204	55.64765644
1.989485661	55.64765644
2.063297943	55.69222875
1.966637888	55.64765644
2.16744501	55.64598502
2.277682252	55.66826905
2.194763211	55.6014127
2.218372156	55.66826905
2.193620096	55.62369673
2.172347999	55.66826905
2.236545914	55.69055733
2.242400727	55.66826905
2.252853548	55.69055733
2.171839912	55.66826905
2.267076462	55.66826905
2.286558759	55.66826905
2.245397193	55.66826905
2.272588132	55.64598502
2.334576781	55.64598502
2.425730434	58.54324093
2.43443066	58.52095265
2.39179593	58.54324093
2.464707643	58.54324093
2.401740664	58.56552496
2.489182028	59.99186889
2.49808568	59.99186889
2.581752959	59.99186889
2.475415785	59.99186889
2.518443636	60.01415292
2.797926908	62.57711008
2.712620722	62.59939836
2.747557987	62.59939836
2.782369109	62.62168664
2.755356527	62.6439707
2.91107982	64.87262908
2.916998662	64.89491736
2.905442006	64.91720142
2.902013139	64.87262908
2.898685188	64.89491736
3.042803602	66.74470469
3.12559618	66.72241641
3.009846949	66.72241641
3.081577545	66.72241641
3.100703127	66.70012813
3.1519608	66.74470469
3.175010243	66.76698872
3.214418415	66.72241641
3.099851419	66.72241641
3.218496202	66.74470469
3.276623105	66.76698872
3.254613787	66.76698872
3.274628761	66.78927701
3.188586152	66.76698872
3.262335363	66.76698872
3.634100553	72.45007189
3.615989547	72.47235168
3.626404206	72.47235168
3.665545402	72.47235168
3.633237349	72.42778361
3.809955383	72.47235168
3.780555975	72.47235168
3.873456636	72.47235168
3.776022156	72.47235168
3.814655584	72.47235168
4.246477832	78.33372835
4.190254578	78.37829644
4.204644512	78.33372835
4.206828869	78.33372835
4.249017627	78.35601663
4.715186022	83.43735438
4.651813148	83.4150661
4.696834545	83.4150661
4.669961838	83.4150661
4.685214018	83.39277782
5.166438832	89.16500986
5.186900578	89.14272158
5.128631245	89.16500986
5.206279405	89.18728965
5.110964455	89.14272158
5.373829206	89.16500986
5.326953021	89.16500986
5.371872864	89.20957793
5.392981933	89.16500986
5.302124158	89.18728965
5.407597329	89.18728965
5.467363777	89.16500986
5.420549547	89.20957793
5.42519929	89.16500986
5.465242651	89.20957793
5.548485193	88.09524873
5.588960955	88.09524873
5.567660275	88.11753701
5.577542896	88.09524873
5.551165183	88.09524873
5.694413687	89.16500986
5.713158923	89.1204333
5.597042439	89.09814502
5.662193775	89.07585674
5.67109599	89.07585674
5.941748741	92.30741141
5.854422983	92.32969969
5.907039173	92.35198797
5.908575249	92.37427625
5.846499258	92.30741141
6.291532078	99.70656069
6.366463844	99.70656069
6.344224913	99.66198413
6.344579392	99.68427241
6.243729139	99.63970432
6.356120719	98.07964345
6.394589682	98.07964345
6.328574183	98.07964345
6.386996165	98.05735517
6.355246976	98.05735517
6.406108016	96.3412848
6.386981475	96.36357309
6.386955288	96.3412848
6.433830834	96.3412848
6.470648754	96.36357309
7.147134051	106.3479593
7.008169315	106.3256795
7.108704688	106.2588147
7.076648922	106.281103
7.036096517	106.2365264
7.31590377	108.086318
7.386363351	108.0194531
7.298847898	108.0194531
7.355818752	108.0417414
7.346994459	107.974885
7.333696703	105.7907947
7.450587293	105.7685149
7.380535204	105.7685149
7.409261421	105.7685149
7.427855924	105.7239384
7.450370774	102.962355
7.514380113	102.962355
7.505514942	102.9846348
7.508969038	102.9400667
7.393957506	102.9846348
7.486562128	101.6920164
7.544892138	101.7143046
7.464590813	101.7143046
7.538060592	101.7588727
7.561350824	101.7143046
7.966997508	107.6202494
7.979559479	107.5979611
7.904641766	107.5979611
7.993032878	107.6202494
7.891026576	107.5979611
8.390591051	109.514609
8.432221584	109.4923207
8.376443185	109.4923207
8.456046409	109.4700325
8.371553928	109.4700325
8.469070162	106.5282085
8.480361757	106.5504883
8.486876507	106.5282085
8.516581853	106.5059202
8.456117305	106.5059202
8.730031264	107.9768364
8.738792964	107.9991162
8.788325506	107.9768364
8.694382166	107.9545482
8.756739186	107.9768364
8.804881914	108.5562808
8.885588175	108.4894245
8.867518684	108.534001
8.885282876	108.5117128
8.78452268	108.534001
8.961265304	105.0572922
8.9556128	105.1018603
8.904342353	105.0795805
8.963286154	105.0572922
8.970472818	105.035004
8.970244163	104.9904274
8.971107048	105.0127157
8.92273311	105.0127157
8.971984624	105.035004
8.973966513	105.0127157
9.099618804	109.0465891
9.137604269	109.0688773
9.116546935	109.0243008
9.13337543	109.0465891
9.048703474	109.0465891
9.517181093	110.4283607
9.473670863	110.4283607
9.459827657	110.3837841
9.438898064	110.4283607
9.515340995	110.4283607
9.504366196	108.7122903
9.509433011	108.7345786
9.580998822	108.7345786
9.459814883	108.690002
9.555902981	108.690002
9.675183591	110.0717736
9.739875701	110.0940619
9.698464243	110.0271971
9.749262051	110.0717736
9.69086881	110.0049088
9.929471544	110.5843617
9.912910666	110.5175053
9.914600668	110.5175053
9.90529224	110.4729288
9.962846228	110.4283607
9.955709382	108.5562808
9.962160901	108.4894245
10.01518458	108.4448479
9.938083789	108.4448479
9.982861201	108.4002798
10.25342773	111.4535367
10.22853627	111.431257
10.34697571	111.431257
10.23416195	111.3643921
10.27796471	111.3421038
10.38042385	107.8431152
10.31455014	107.8208269
10.4321152	107.7985387
10.32711019	107.7985387
10.39957657	107.8431152
10.38358031	106.9739401
10.42557809	106.9739401
10.33504158	106.9739401
10.40209689	106.99622
10.34490824	106.9516519
10.62635376	110.5620734
10.51832578	110.5620734
10.60820635	110.5620734
10.61997952	110.5620734
10.64040199	110.5175053
10.87661087	111.8101238
10.89788345	111.7655557
10.83262992	111.7209791
10.84324641	111.7432674
10.88555013	111.7209791
11.16425882	112.4118649
11.13503569	112.4118649
11.13630543	112.3672884
11.07848127	112.3450001
11.18953094	112.3450001
11.41934834	112.3227203
11.43343425	112.300432
11.45258634	112.300432
11.41710139	112.2781437
11.47643544	112.300432
11.47675862	109.514609
11.54730698	109.514609
11.44846417	109.4700325
11.51925268	109.514609
11.47816887	109.4477442
11.78783923	111.6541228
11.88712786	111.6541228
11.8934791	111.6318345
11.78559356	111.6095462
11.8574602	111.5872579
12.00243128	111.7432674
12.0972375	111.7878355
11.99041476	111.8101238
12.03604611	111.7655557
11.99943577	111.7655557
12.07243419	109.4254644
12.09609678	109.4031761
12.05744771	109.4031761
12.11878983	109.4254644
12.01685953	109.4477442
12.36870843	111.8769886
12.35410517	111.8769886
12.34149338	111.8769886
12.30537228	111.8769886
12.33266525	111.8101238
12.53408345	112.4787213
12.64785143	112.5010096
12.59079883	112.4341532
12.50552074	112.4787213
12.56163063	112.4787213
12.6377408	110.5620734
12.61170351	110.5620734
12.59910449	110.5620734
12.57524262	110.5620734
12.59188079	110.5620734
12.79303584	112.4787213
12.79121554	112.5010096
12.74344198	112.456433
12.81396224	112.4341532
12.77957075	112.456433
12.99081983	112.456433
12.96707548	112.4118649
12.95400638	112.4341532
12.99767948	112.4341532
12.94197836	112.3672884
12.93256519	110.9186604
13.01589012	110.9186604
13.00356958	110.8740924
13.07097042	110.8963721
12.96710869	110.8740924
13.11416705	107.7985387
13.03455424	107.7985387
13.12243567	107.8208269
13.0462974	107.7985387
13.12035351	107.7762504
13.34697102	111.8547003
13.31911727	111.8769886
13.45503284	111.8769886
13.32013025	111.8769886
13.39319636	111.8769886
13.56822088	112.8798849
13.6130628	112.8798849
13.59550875	112.9467413
13.5402164	112.924453
13.59548958	112.924453
13.67193826	111.0078051
13.63259684	110.9855253
13.64621905	111.0078051
13.54829213	111.0078051
13.66238841	111.0300934
13.6832305	108.7568669
13.71955215	108.7791467
13.65000655	108.7791467
13.71165269	108.7791467
13.66999789	108.7791467
13.67408175	107.6202494
13.7248176	107.6202494
13.69132923	107.5756728
13.70915793	107.5979611
13.65070273	107.5979611
13.74487537	107.3082389
13.72651016	107.2636623
13.70973148	107.2859506
13.6913931	107.2636623
13.74680169	107.2413741
13.7058865	106.3914244
13.75339564	106.3691362
13.78796852	106.3468479
13.65935458	106.3914244
13.80662243	106.3468479
13.60214485	98.27910108
13.5668349	98.25682128
13.5391536	98.27910108
13.53594988	98.27910108
13.539685	98.30138937
13.3356494	92.35087654
13.31236747	92.3954446
13.34728143	92.37315632
13.2968777	92.37315632
13.29015473	92.37315632
13.29748063	93.04175383
13.33111079	93.06404212
13.37360357	93.06404212
13.23719364	93.06404212
13.34334192	93.04175383
13.05643359	87.42553978
13.0322166	87.4032515
13.09438265	87.4032515
13.08057904	87.38096322
13.10565827	87.42553978
13.05248003	87.96041608
13.03151275	87.98270436
13.04075859	87.98270436
13.05578594	87.91583954
13.10519841	87.93812782
12.76511183	81.87618206
12.74579113	81.87618206
12.8499837	81.89846187
12.78380278	81.89846187
12.82736474	81.94303843
12.66423156	78.24346379
12.58667026	78.28804035
12.60929305	78.24346379
12.63536483	78.26575207
12.61990954	78.26575207
12.54257307	79.06807078
12.62079223	79.02349421
12.66734076	79.02349421
12.55618762	79.06807078
12.63880104	79.04578249
12.27526647	71.66892152
12.22822231	71.66892152
12.25509374	71.66892152
12.23794206	71.64663323
12.29025423	71.6912098
12.2188845	72.56038487
12.24395479	72.58267315
12.2805447	72.56038487
12.17957884	72.56038487
12.23480859	72.53809659
11.88691326	66.14185207
11.83231326	66.14185207
11.87959502	66.07499148
11.9309683	66.05270319
11.79688068	66.03041916
11.84954286	67.05559948
11.86648376	67.03331543
11.83291875	67.05559948
11.85105403	67.05559948
11.8521577	67.12246008
11.86471584	67.45675884
11.88168357	67.45675884
11.85915403	67.4344748
11.86250721	67.4344748
11.82769545	67.41218652
11.91221476	67.30075359
11.76692688	67.32304187
11.85650087	67.34532593
11.89112102	67.23389299
11.79317749	67.23389299
11.57842449	61.06051009
11.58125777	61.03822181
11.5862984	61.03822181
11.61250047	61.03822181
11.57027339	60.99364947
11.62143334	62.01883405
11.55900287	62.06340636
11.57106538	62.04111808
11.56018192	62.06340636
11.55148409	61.97426173
11.55342701	62.15255101
11.6281793	62.15255101
11.56305096	62.19712755
11.52835672	62.13026696
11.58271146	62.19712755
11.14940519	54.04023613
11.17919931	54.08480845
11.07275979	54.12938078
11.18434341	54.15166906
11.12335768	54.15166906
11.09847133	55.22142593
11.10065569	55.22142593
11.12092423	55.17685361
11.13072957	55.22142593
11.15541792	55.22142593
10.82772214	51.07611962
10.91782752	51.12069193
10.84811714	51.12069193
10.94404109	51.12069193
10.92703632	51.0984079
10.58504513	44.72444319
10.56208319	44.76901551
10.51488829	44.65758259
10.59834033	44.74673147
10.51733963	44.72444319
10.43874044	44.70215913
10.37891204	44.67987085
10.4756465	44.65758259
10.45870496	44.67987085
10.34160998	44.67987085
10.40012139	46.28450406
10.43264787	46.23993174
10.35258798	46.28450406
10.43366277	46.23993174
10.35903758	46.21764346
10.42301562	46.33130776
10.35169316	46.37588007
10.457052	46.39816835
10.40762421	46.37588007
10.39153277	46.39816835
10.06688232	39.11045201
10.18186767	39.04359563
10.09321149	38.70929688
10.10211818	38.46414275
10.09270628	38.33042156
10.07172304	38.82072981
10.07408495	38.82072981
10.06853592	38.82072981
10.03274503	38.82072981
10.03543907	38.82072981
10.00625427	38.97673504
10.06388745	38.97673504
10.08642849	38.99901907
10.03686018	38.99901907
10.06921997	38.95444676
9.756504282	33.85081861
9.834014483	33.89539306
9.746661899	33.89539306
9.781218179	33.9845398
9.795534024	34.00682597
9.590229329	32.98164353
9.60954748	32.98164353
9.603680372	32.98164353
9.642683289	33.00392968
9.656446657	33.00392968
9.611109104	33.24908169
9.640305405	33.22679552
9.596210125	33.29365401
9.650440952	33.27136784
9.564600173	33.27136784
9.216620528	26.0728025
9.152673781	26.11737482
9.200224434	26.11737482
9.196300893	26.0728025
9.203146491	26.05051422
9.089002315	27.07569877
9.215304803	27.05341049
9.163450584	27.09798494
9.133351159	27.07569877
9.17824737	27.09798494
8.961427534	23.82185582
8.979704603	23.79956965
8.923774193	23.79956965
9.025413241	23.79956965
8.955016254	23.79956965
8.922119319	24.42359487
8.994192897	24.42359487
8.926182096	24.55731395
8.997189682	24.4013087
8.896628761	24.33444811
8.370372332	16.22213111
8.355182744	16.28899171
8.462983341	16.24441832
8.355603648	16.22213111
8.370068949	16.24441832
8.383652842	17.18045506
8.354644319	17.22502738
8.393520773	17.15816785
8.288121691	17.22502738
8.38753806	17.20274123
7.910003022	12.05454075
7.997784174	12.1214003
8.048130421	12.07682692
7.951063833	12.09911308
7.959481274	12.1214003
7.974184172	12.90143074
7.928793606	12.87914351
8.013160902	12.90143074
7.948758761	12.85685736
7.951132174	12.87914351
7.330508308	5.992589691
7.305820597	5.992589691
7.345659573	6.014876394
7.289855626	5.992589691
7.407457729	5.992589691
7.343952964	6.839479688
7.264360598	6.861766368
7.360119765	6.861766368
7.303337328	6.861766368
7.330579842	6.88405307
6.713727505	1.780425167
6.768959176	1.75813862
6.7259829	1.780425167
6.846581789	1.75813862
6.751052554	1.802711736
6.691305267	2.805608137
6.731752925	2.783321457
6.75141342	2.783321457
6.732440168	2.783321457
6.761662656	2.783321457
6.707000067	3.095333777
6.766843159	3.117620213
6.730380357	3.117620213
6.667350147	3.095333777
6.754369967	3.095333777
6.734254717	3.117620213
6.712079018	3.117620213
6.691582463	3.117620213
6.715469882	3.139906893
6.730901537	3.117620213
6.769458001	3.184480008
6.67353405	3.184480008
6.70124601	3.184480008
6.679274695	3.206766711
6.748401306	3.139906893
6.470202941	3.056610607
6.392923949	3.056610607
6.481963982	3.056610607
6.442098819	3.012037491
6.451561174	3.056610607
6.474228673	3.168043518
6.485811516	3.168043518
6.36791625	3.19033022
6.488337579	3.168043518
6.41475475	3.168043518
6.405886387	1.964568086
6.43076443	1.986854655
6.423207958	1.986854655
6.416147119	1.986854655
6.505365348	1.986854655
6.426966714	2.031427904
6.453243513	1.964568086
6.35956715	2.009141201
6.464508283	1.964568086
6.456000785	2.009141201
6.376960895	1.622747587
6.482497936	1.645034156
6.368528125	1.60046104
6.449198619	1.622747587
6.440601065	1.60046104
6.347735852	-3.168867818
6.347301535	-3.19115452
6.34643418	-3.235727636
6.347301535	-3.19115452
6.347301535	-3.19115452
6.328208207	-4.171764108
6.327340212	-4.21633749
6.327340212	-4.21633749
6.327340212	-4.21633749
6.326905896	-4.238623904
6.265285299	-7.403318778
6.365335259	-7.381032098
6.339808295	-7.381032098
6.342246217	-7.358745929
6.354361098	-7.314172547
6.316434393	-6.712434564
6.316700731	-6.690148417
6.307290749	-6.690148417
6.338711007	-6.690148417
6.226987508	-6.690148417
5.547736636	-11.52633734
5.565376919	-11.52633734
5.523313986	-11.50405012
5.514233574	-11.50405012
5.5599288	-11.50405012
5.532273045	-10.50115386
5.567693488	-10.54572722
5.492698491	-10.52344107
5.476734159	-10.52344107
5.571059442	-10.54572722
4.863384139	-15.53792245
4.959409006	-15.51563524
4.979882248	-15.56020862
4.952855933	-15.51563524
4.971665359	-15.51563524
3.994587242	-23.15993333
3.901928011	-23.1822195
3.976705849	-23.13764716
4.013168332	-23.13764716
4.004835839	-23.15993333
3.938138207	-21.93417122
3.969888035	-21.93417122
3.987858846	-21.93417122
3.892443301	-21.93417122
3.93595385	-21.93417122
3.900677754	-20.86441645
3.959909928	-20.84212817
3.928997757	-20.84212817
4.001389408	-20.88670262
3.894632129	-20.86441645
3.45697886	-26.54749536
3.576765001	-26.54749536
3.499142389	-26.54749536
3.510064496	-26.54749536
3.519640859	-26.54749536
2.593468172	-33.18889612
2.67034095	-33.16660995
2.54434408	-33.16660995
2.555189383	-33.14432381
2.564422126	-33.14432381
1.740381564	-39.58514486
1.76466338	-39.56286083
1.810701429	-39.56286083
1.682442759	-39.54057255
1.747531024	-39.56286083
1.689849775	-38.27023812
1.764868723	-38.24794984
1.720761627	-38.27023812
1.791944057	-38.2033775
1.763522501	-38.24794984
1.092785513	-45.13450684
1.057099291	-45.11221856
1.089369021	-45.06764622
1.047065937	-45.0230739
0.996976528	-45.06764622
1.015579493	-43.21785891
1.036750436	-43.21785891
1.03271153	-43.21785891
1.018437201	-43.21785891
0.94334105	-43.21785891
0.262584361	-48.7226443
0.371397578	-48.65578795
0.284682139	-48.70036026
0.245565374	-48.65578795
0.294879899	-48.63349967
-0.29584322	-53.22453766
-0.192185377	-53.22453766
-0.261476713	-53.20224938
-0.210498672	-53.22453766
-0.241487268	-53.20224938
-0.25414742	-51.75362143
-0.266822821	-51.73133314
-0.268257184	-51.75362143
-0.254974039	-51.70904909
-0.291702321	-51.77590971
-0.739883479	-57.52584497
-0.687660249	-57.57042154
-0.703027635	-57.54813325
-0.716782541	-57.50356094
-0.630332442	-57.48127266
-0.784672707	-54.09315702
-0.793067394	-54.09315702
-0.709577275	-54.09315702
-0.730303363	-54.07086874
-0.716562269	-54.11544106
-0.730851767	-53.80343058
-0.754371533	-53.80343058
-0.698695167	-53.82571462
-0.777893055	-53.80343058
-0.771746756	-53.7811423
-1.096896911	-61.6928796
-1.101507135	-61.67059556
-1.117636092	-61.67059556
-1.103094068	-61.64830728
-1.160206873	-61.64830728
-1.153844293	-60.1105347
-1.13014601	-60.06595813
-1.146364305	-60.08824641
-1.14973042	-60.08824641
-1.088477554	-60.06595813
-1.561179302	-66.01647944
-1.58109432	-66.03876347
-1.604233979	-65.94961884
-1.564609287	-65.99419115
-1.608196959	-65.97190287
-1.633914575	-65.74903703
-1.753219135	-65.79361359
-1.653650117	-65.72675299
-1.638041541	-65.77132531
-1.661206748	-65.72675299
-1.679553435	-64.74614076
-1.636119051	-64.72385673
-1.709285128	-64.74614076
-1.7351423	-64.70156845
-1.675693446	-64.74614076
-2.167623048	-72.18985811
-2.212378426	-72.1675783
-2.170963295	-72.14529004
-2.17439296	-72.12300176
-2.220353566	-72.14529004
-2.227720344	-70.67437378
-2.145371663	-70.62980147
-2.203602354	-70.65208552
-2.265248499	-70.65208552
-2.223592259	-70.65208552
-2.730196816	-77.51635846
-2.799639585	-77.49407018
-2.816949341	-77.49407018
-2.730500838	-77.4717819
-2.781745418	-77.4717819
-2.815914326	-75.30997987
-2.842622247	-75.30997987
-2.783072	-75.33226815
-2.805067266	-75.28770006
-2.884787053	-75.30997987
-3.360280803	-82.79827378
-3.303931725	-82.82056206
-3.324237946	-82.7759855
-3.363876051	-82.7759855
-3.328773043	-82.7759855
-3.378918099	-80.65876003
-3.347675719	-80.65876003
-3.396292363	-80.63648022
-3.427788627	-80.61419194
-3.342280292	-80.61419194
-4.04448576	-89.12766193
-3.994817175	-89.06080558
-3.972323402	-89.10538214
-3.97777248	-89.08309386
-3.920393496	-89.06080558
-4.034024156	-85.82925089
-4.057097869	-85.80696261
-4.094257814	-85.85153917
-4.044360574	-85.85153917
-4.060438276	-85.91839554
-4.471034892	-93.74098821
-4.42609014	-93.71869992
-4.498391095	-93.69641164
-4.504181559	-93.67413186
-4.43974429	-93.65184358
-5.027867855	-100.4492517
-5.084040971	-100.4269634
-5.089235846	-100.3823868
-5.015574457	-100.4046751
-5.075290448	-100.3823868
-5.093494385	-98.22059327
-5.14247956	-98.24288155
-5.118550626	-98.26516136
-5.097050992	-98.26516136
-5.091144604	-98.22059327
-5.075298113	-97.57428404
-5.126443055	-97.55199576
-5.142394932	-97.55199576
-5.127788798	-97.55199576
-5.112256228	-97.57428404
-5.131248961	-94.89849405
-5.232050033	-94.89849405
-5.177859126	-94.87621426
-5.152497266	-94.87621426
-5.15819895	-94.87621426
-5.915997593	-105.6629192
-6.054340235	-105.6406309
-6.015097167	-105.6183427
-6.003843893	-105.6183427
-5.974100864	-105.6183427
-6.05216418	-103.1891067
-6.009730162	-103.1668184
-6.036352498	-103.1445301
-6.064417021	-103.1891067
-6.053320868	-103.1445301
-6.131131259	-100.00296
-6.084431995	-100.00296
-6.120130272	-100.0252483
-6.186642042	-99.98067176
-6.125250738	-100.00296
-7.105604433	-107.7809761
-7.07519971	-107.7809761
-7.114748716	-107.7586963
-7.048542245	-107.7141198
-7.105731535	-107.6918315
-7.19636768	-105.218019
-7.09647995	-105.1957392
-7.138644437	-105.1957392
-7.194677678	-105.218019
-7.15528196	-105.1957392
-8.19936652	-109.6976241
-8.309832416	-109.7199123
-8.272685565	-109.6753358
-8.20422959	-109.6976241
-8.301412421	-109.6753358
-8.34820238	-106.3323482
-8.28931223	-106.3100684
-8.340199457	-106.3100684
-8.39298107	-106.3546365
-8.277638053	-106.3323482
-8.308912687	-105.5077497
-8.38091026	-105.530038
-8.350506175	-105.530038
-8.337500945	-105.5523177
-8.39232704	-105.530038
-8.576251858	-107.8032644
-8.567513789	-107.8032644
-8.54606557	-107.7364081
-8.559390151	-107.6695432
-8.620781454	-107.6472634
-8.886140651	-108.2489961
-8.800579624	-108.3158609
-8.830385884	-108.2935727
-8.805673265	-108.2489961
-8.801252815	-108.3158609
-9.145617412	-109.4079019
-9.105482718	-109.4524699
-9.11227658	-109.4301901
-9.137132269	-109.4301901
-9.142568254	-109.3633253
-9.191863199	-107.0455223
-9.149787491	-107.0678105
-9.221426753	-107.0455223
-9.176227798	-107.0455223
-9.180774071	-107.0455223
-9.814094037	-110.0764994
-9.764970903	-110.0987877
-9.79559023	-110.0319228
-9.846107648	-110.0987877
-9.785443187	-110.0542111
-9.859528034	-107.9592739
-9.836453044	-107.9815622
-9.854907032	-107.9369856
-9.844679513	-107.9815622
-9.776466882	-107.9815622
-10.06455426	-109.5416231
-10.06983631	-109.5193348
-9.99581789	-109.4970465
-10.08704483	-109.4970465
-9.995467244	-109.4524699
-10.50742635	-111.1016839
-10.49296105	-111.0571074
-10.47843124	-111.0793957
-10.45163326	-111.0571074
-10.47901757	-111.0571074
-10.50535568	-107.6472634
-10.58096	-107.6472634
-10.59607422	-107.6472634
-10.58247308	-107.6472634
-10.56237891	-107.6249751
-11.31772079	-110.2102206
-11.33880431	-110.1879323
-11.3306647	-110.2102206
-11.3170361	-110.165644
-11.31618663	-110.165644
-11.38832919	-106.4215013
-11.44781525	-106.4660694
-11.43143384	-106.4437811
-11.41666069	-106.4883577
-11.4363991	-106.4660694
-12.13115636	-112.5503119
-12.06623368	-112.5725917
-12.16972624	-112.5725917
-12.07389426	-112.59488
-12.14375665	-112.5503119
-12.17368107	-110.4999428
-12.22374374	-110.4999428
-12.16755976	-110.5222311
-12.15882233	-110.5222311
-12.24120582	-110.4999428
-12.84415492	-112.7063129
-12.78140382	-112.5280236
-12.78129013	-112.4611588
-12.77222696	-112.3051578
-12.76506457	-112.2382929
-12.86121973	-110.2770769
-12.84653599	-110.2993652
-12.82083083	-110.2993652
-12.82400645	-110.2547887
-12.76402349	-110.2547887
-13.17164759	-112.4834471
-13.11813083	-112.4611588
-13.09854698	-112.438879
-13.20546936	-112.4165907
-13.14038317	-112.438879
-13.14739483	-110.4107981
-13.23053199	-110.3662216
-13.18788081	-110.4107981
-13.16457589	-110.3439333
-13.17326478	-110.4107981
-13.28776216	-106.7112235
-13.27549399	-106.7112235
-13.2284511	-106.7112235
-13.29346448	-106.7112235
-13.29178725	-106.7112235
-13.26850149	-105.9757696
-13.284515	-105.9089048
-13.27890082	-105.9311931
-13.27040609	-105.9089048
-13.30368114	-105.9534813
-13.18693426	-99.75780591
-13.18369477	-99.82467076
-13.14846657	-99.75780591
-13.24076653	-99.73552611
-13.18900493	-99.69094954
-13.01077668	-96.34796196
-13.06655444	-96.34796196
-13.03027112	-96.34796196
-13.0676594	-96.37025024
-13.0023024	-96.37025024
-13.05450726	-97.15028069
-13.08602971	-97.21713704
-13.03350167	-97.15028069
-13.0373096	-97.21713704
