Hakim_Kono 2002 Column D1N30	
1457	
2.097320904	100.4968233
2.598582801	104.4667709
3.093784231	108.1278646
3.591586322	111.9051038
4.069489877	115.0622808
4.541891668	118.2875284
5.109050786	121.96802
5.574595246	124.5083728
6.033610494	126.2271676
6.591084039	129.8080673
7.050998986	132.0475314
7.51275527	134.090546
8.030784968	135.6713954
8.53620275	138.3324533
8.977826993	139.66798
9.292277536	147.3031851
9.506122234	139.7476566
10.01792049	143.247377
10.45643263	145.6618609
10.99027277	147.8039249
11.49887944	149.4804734
11.97980258	151.6404012
12.48514122	153.0789373
13.02272249	155.613399
13.48858401	156.8505027
13.94502122	158.5140015
14.44838136	159.6714731
14.88123626	160.7416318
15.3848055	161.3260376
15.89501731	163.1418956
16.37486017	163.7939935
16.8524975	164.7684829
17.36185675	165.1586989
17.83236047	165.3690824
18.3166334	165.1514715
18.79682484	164.9392544
19.30853016	164.8333503
19.78766388	163.8218793
20.27808108	163.1420266
20.78944674	162.5102658
21.24920117	161.2931379
21.7480593	161.3785217
22.23188834	159.631594
22.68813209	159.0925294
23.19585433	158.0549319
23.69644733	157.6316047
24.17447394	155.1600814
24.67737031	154.8366572
24.15023199	121.8257993
23.64819015	111.6677817
23.17826327	103.1274523
22.65126329	94.46432373
22.193002	86.89288986
21.67577935	78.64881781
21.19483823	71.38852262
20.70197752	65.15384626
20.18589538	56.64207928
19.74533155	51.95507111
19.2489443	45.70996253
18.73020298	39.8517613
18.22343028	34.98427607
17.74124804	29.81170798
17.25891997	25.01067311
16.75526992	20.21379401
16.2774965	16.17191509
15.78808884	11.45641217
15.26774423	7.651961674
14.79679215	4.057555829
14.27707695	0.887971326
13.77416415	-2.309680971
13.31596337	-5.099318012
12.8128123	-8.069646402
12.31450803	-10.71202266
11.83090173	-12.96600247
11.34246758	-15.27323585
10.82616256	-17.76063198
10.31537813	-19.80156511
9.824644454	-22.07706522
9.312690461	-23.66675705
8.843273203	-25.60577984
8.317167775	-27.93908342
7.834806962	-29.40750967
6.853447317	-33.58336349
6.346566445	-34.90894557
5.901478308	-37.34036539
5.386509372	-39.26555212
5.01570086	-40.54440999
4.824645953	-41.93451912
4.394027044	-42.74753705
3.918423282	-45.89186569
3.435633363	-47.85456146
2.977620912	-50.5289657
2.446806824	-53.02086029
1.93866037	-55.89963445
1.50010629	-58.48011553
0.988747656	-61.75119971
0.475090931	-65.04842928
-0.013788943	-68.49409944
-0.480840369	-71.84910993
-0.992201695	-75.24641669
-1.461638982	-78.44240728
-1.956379928	-81.61667216
-2.446158146	-84.66612461
-2.976295159	-87.82775044
-3.453706405	-90.72494612
-3.932087461	-93.58379028
-4.404817533	-96.22782103
-4.900724505	-98.44700174
-5.383859477	-101.170377
-5.873174009	-103.003647
-6.38188846	-105.2676734
-6.878634219	-107.4603871
-7.382767449	-109.0499057
-7.849965974	-110.8638696
-8.357352524	-112.7517336
-8.819870866	-114.6445509
-9.330282007	-116.2450109
-9.821112319	-118.454824
-10.32945188	-119.9444119
-10.80033513	-121.7505613
-11.32124411	-123.6292672
-11.79283953	-125.3050113
-12.30930858	-127.2348177
-12.78885356	-128.7503584
-13.28337657	-130.0026084
-13.76569765	-131.6325524
-14.27821854	-132.5585403
-14.75322218	-133.7309344
-15.25414336	-134.8845201
-15.75727893	-136.0055762
-16.24864276	-136.3001392
-16.75960993	-136.8995698
-17.26022061	-137.6906845
-17.77549417	-137.6259389
-18.23851597	-138.4127567
-18.70749081	-137.9444259
-19.25306941	-137.3870844
-19.68835644	-137.7689404
-20.24681068	-137.1008025
-20.7657731	-136.6487947
-21.24457185	-135.6527253
-21.70498712	-135.2299987
-22.25481946	-134.2788842
-22.78446646	-131.3598722
-23.22506699	-131.7256582
-23.74959342	-131.8842468
-23.78732251	-120.3714667
-24.24677011	-131.4311934
-24.75344739	-129.8539603
-24.6169079	-107.1435618
-24.15629981	-95.31720042
-23.69989138	-86.11216315
-23.1617455	-76.01828575
-22.64979317	-66.45576877
-22.20018935	-58.36050908
-21.66701735	-49.39842408
-21.18309751	-41.59097525
-20.66707499	-34.23733786
-19.64016456	-19.77531509
-19.17093514	-13.71809315
-18.66849422	-7.924874601
-18.15633239	-2.515939594
-17.65089042	2.319729336
-17.16569243	6.421245854
-16.61239462	11.63752112
-16.16327093	15.61477598
-15.56790709	21.5459645
-15.16396219	23.2113852
-14.65340255	27.12894531
-14.14799239	30.72285651
-13.6282325	34.17895145
-13.15598109	36.62897754
-12.65136746	39.55577452
-12.14922526	41.81493071
-11.64452649	44.09897403
-11.15773032	46.52166134
-10.63660748	48.67766828
-10.14332076	50.40192468
-9.638780257	52.92511895
-9.138933114	54.46041108
-8.655771703	56.30796348
-8.147581944	57.91601345
-7.648121872	59.49034665
-7.158941017	60.72541515
-6.692317446	62.61491844
-6.177326265	64.41183602
-5.689089509	66.3932094
-5.205900529	67.78494981
-4.691722777	69.67537588
-4.207968909	71.94875484
-3.674840461	73.86229405
-3.151753032	76.31023229
-2.694377224	78.43235762
-2.186562387	80.79701797
-1.692427192	83.68615255
-1.184991615	85.02211852
-0.696346478	89.10481714
-0.215136141	91.55946482
0.273666336	99.9052948
1.200883623	100.1750487
1.696552889	102.1254689
2.249693347	105.8439483
2.756752475	108.4607888
3.270257929	109.5988613
3.686497306	113.530596
4.148566875	114.8403893
4.733026133	114.9275119
5.166098308	120.0491527
5.637832759	121.7411917
6.135705814	123.6365395
6.619593002	125.4995569
7.130630693	126.4814585
7.610656996	128.5224237
8.079160842	129.2619755
8.611294915	130.5725155
8.9945113	130.7577228
9.141574768	131.3169992
9.523519489	133.2045538
10.04209674	134.3974246
10.49623565	135.5240837
11.01155156	136.6611865
11.55495833	138.0564423
12.03041191	139.1103014
12.5384688	140.3293944
13.02867074	141.3386003
13.54097687	141.9103342
13.99814803	144.3095267
14.52048375	144.5525802
14.96866441	145.8400223
15.47333349	146.5162171
15.90643531	147.3930538
16.42128732	148.2974961
16.88095752	148.8701992
17.38606627	149.4230763
17.87273323	150.2392045
18.40638345	149.8203567
18.84289441	151.4814462
19.3150736	151.3718551
19.81085428	152.2288742
20.30501913	152.3316335
20.7915215	152.0109833
21.28536609	151.963216
21.77153091	151.8547689
22.24364284	151.193912
22.70692596	151.0651463
23.19321979	150.1770223
23.71704635	151.5835222
24.13998524	151.1203056
24.69126679	149.820046
24.19217344	116.140134
23.71955728	107.5771212
23.21070018	98.52249845
22.68838853	89.8510908
22.22094657	82.65778172
21.70651019	74.83947375
21.22102142	67.54115052
20.58985282	57.2782711
20.28440121	54.3313147
20.26744525	54.69217041
19.76896002	47.87990844
19.26558291	41.75293236
18.74229943	36.03448174
18.23801236	30.97368531
17.76569566	27.03986147
17.28975421	22.16082194
16.7630153	17.44577002
16.29324954	13.44314457
15.77828117	9.725685525
15.27383843	5.005251337
14.82103092	1.461893035
14.31629403	-1.582239355
13.81854305	-5.222753437
13.34466277	-7.769633744
12.8264449	-10.73440389
12.31146816	-13.58243413
11.83978123	-15.80686615
11.33142505	-18.50086684
10.82319572	-20.66282289
10.36200351	-22.87584295
9.825677798	-25.10759624
9.503464137	-27.32967056
9.295146116	-25.64687296
8.825994897	-28.68731038
8.381536584	-30.92875208
7.860610827	-33.02579053
7.401082346	-34.97080698
6.902557788	-37.08843575
6.398078108	-38.95921659
5.92904317	-40.87560266
5.43506083	-43.06288165
4.933117007	-44.90350715
4.470607003	-47.27097934
3.970394889	-49.1504392
3.477791872	-51.22591298
2.992164258	-53.47167103
2.456559573	-56.16477738
2.00126925	-58.2409474
1.50305178	-60.60922878
0.976909974	-63.17370551
0.48117436	-65.46626823
0.026593658	-68.34975626
-0.472347509	-70.70686638
-0.953687063	-73.04279757
-1.477980942	-76.12433087
-1.929705629	-78.52976844
-2.437341597	-81.20705808
-2.949429916	-83.5906425
-3.421637255	-85.93633988
-3.912079256	-87.97423724
-4.417625173	-90.07270226
-4.90835938	-91.96062363
-5.391425559	-93.90430724
-5.893390207	-95.76519739
-6.376959004	-97.70018323
-6.865740815	-98.80099724
-7.357468366	-100.2620513
-7.855650376	-101.8681238
-8.355160455	-103.4106984
-8.792392177	-104.7820192
-9.285040463	-106.3519881
-9.778134287	-107.7125723
-10.28139776	-108.6646498
-10.79485095	-110.3070431
-11.27314664	-111.7709207
-11.75672329	-112.9679163
-12.28888896	-114.1134213
-12.74461771	-115.7222079
-13.24621703	-116.7556009
-13.75409207	-117.9832905
-14.26897903	-118.2495547
-14.7364318	-119.9794676
-15.22440355	-120.9783653
-15.48437102	-120.6046306
-15.76260634	-120.5018545
-16.20578756	-122.5841035
-16.70180976	-123.6030979
-17.22256929	-123.9195126
-17.67367831	-124.9499312
-18.20022275	-125.834307
-18.70727576	-125.7538993
-19.206601	-126.1736063
-19.73496193	-124.8655554
-20.17884452	-127.0722526
-20.69352018	-127.380292
-21.17592911	-127.5023364
-21.64583142	-127.2900591
-22.15856827	-127.2718973
-22.62418166	-127.0281323
-23.1560102	-126.7030716
-23.6521761	-126.2768034
-24.16700588	-126.2801944
-24.64801851	-126.182547
-24.10945201	-88.01504562
-23.67769659	-79.84723307
-23.16027197	-70.26316921
-22.60025687	-60.64679787
-22.15240041	-52.23336356
-21.61524518	-43.60477757
-21.11398256	-35.57350186
-20.6369974	-28.65592574
-20.13395992	-21.42118883
-19.5870081	-14.95615739
-19.12134435	-9.032402109
-18.62048865	-3.772600803
-18.07021832	2.076778963
-17.14625712	10.05143509
-16.6102753	14.79373789
-16.06349371	20.60013977
-15.11382244	26.6757176
-14.64811646	30.0821349
-14.10791722	33.49145065
-13.58864774	37.339762
-13.13354661	40.07434988
-12.62056797	42.81636691
-12.10566744	45.22444989
-11.63906267	47.59155744
-11.10693369	49.91471968
