"Atalay and Penzien, 1975, Spec. 12"	
9.9682	51.508
11.406	55.983
12.94	59.817
13.706	61.098
15.384	65.443
16.917	68.384
17.828	70.301
18.403	71.96
19.074	73.877
19.841	76.176
20.464	77.711
20.032	70.683
19.17	62.116
18.259	54.706
17.684	52.406
16.917	49.978
15.911	46.397
15	42.946
13.85	39.112
12.077	33.871
10.687	29.525
9.2494	24.924
7.8118	20.323
7.2845	18.278
6.0863	13.932
4.8882	9.2029
3.9299	4.8572
2.9233	0.51125
2.0128	-3.9623
0.91056	-8.9472
-0.28755	-14.699
-1.246	-19.3
-2.3004	-24.157
-3.4986	-29.653
-4.3612	-33.999
-5.2238	-38.217
-5.9906	-42.051
-7.0927	-46.651
-7.8118	-49.978
-9.2974	-55.346
-10.591	-59.052
-12.796	-65.056
-15.24	-70.301
-16.342	-71.96
-17.876	-74.006
-18.882	-75.158
-20.128	-76.688
-20.176	-76.688
-20.56	-72.342
-20.176	-67.361
-19.889	-64.545
-19.505	-61.351
-18.691	-57.135
-17.588	-52.531
-16.821	-49.466
-15.671	-46.015
-13.946	-41.029
-12.412	-36.172
-10.496	-30.165
-9.1056	-24.285
-7.8118	-17.383
-6.1344	-10.481
-4.6967	-5.1125
-3.1631	0.38345
-1.5815	6.3909
-0.23962	12.398
0.7668	16.488
1.8211	19.684
2.9713	22.623
5.128	28.375
6.7574	33.104
9.1537	40.39
10.591	45.632
11.502	48.572
12.604	52.019
14.042	55.346
15.048	58.029
16.438	61.992
17.972	65.697
19.218	69.402
20.368	71.831
20.464	72.218
18.786	65.826
17.636	60.586
15.959	53.936
15	49.591
14.186	45.245
13.371	41.285
11.885	35.149
10.448	29.27
9.3452	25.052
8.4826	21.601
5.2238	8.5637
3.7381	2.1728
2.8275	-2.0451
1.6774	-7.2854
0.62301	-12.014
-0.1917	-15.849
-1.0543	-19.428
-2.0128	-23.263
-3.3068	-27.992
-4.8405	-32.848
-6.4699	-38.345
-8.0993	-42.946
-8.8181	-44.992
-9.8245	-47.549
-11.214	-51.383
-12.844	-55.854
-14.329	-59.946
-15.384	-62.757
-17.301	-67.361
-18.882	-71.066
-20.368	-75.282
-20.751	-75.158
-20.751	-71.319
-20.272	-67.361
-19.841	-64.162
-19.074	-59.692
-18.068	-55.217
-16.534	-50.489
-15	-46.144
-13.323	-41.157
-11.933	-36.939
-10.112	-31.059
-8.9139	-26.458
-7.8118	-22.368
-6.6614	-18.405
-5.5593	-13.549
-4.2652	-8.6914
-3.2108	-4.4734
-2.0608	0.38345
-0.67094	5.7517
0.57508	10.609
1.6774	14.06
3.2588	19.045
4.2174	22.368
5.8948	28.247
7.3325	33.36
8.4826	37.067
9.3452	40.773
10.831	46.397
12.7	52.277
14.09	56.241
15.48	60.075
16.965	63.651
18.307	66.72
19.457	69.66
20.08	71.195
20.799	72.983
19.074	62.757
17.588	54.448
16.007	47.549
14.904	43.33
13.419	37.833
12.221	33.36
10.352	27.225
8.9619	23.134
7.8595	19.556
6.5176	14.443
5.1758	8.8195
4.4089	5.4959
2.0128	-3.1954
0.7668	-7.0301
-0.57508	-13.037
-1.8691	-18.15
-2.8755	-22.496
-4.1694	-28.247
-5.08	-31.443
-5.2238	-32.21
-8.0993	-42.307
-8.9619	-45.121
-10.064	-48.314
-11.071	-51.254
-12.221	-54.323
-13.371	-57.9
-14.521	-60.711
-16.726	-64.674
-17.78	-66.849
-18.786	-68.891
-19.553	-70.554
-20.416	-72.6
-21.231	-74.517
-21.614	-75.54
-20.847	-69.402
-20.032	-63.526
-18.355	-56.752
-17.157	-52.789
-16.39	-50.231
-15.623	-47.803
-14.377	-44.48
-12.988	-41.157
-11.166	-36.683
-9.3932	-31.954
-8.1951	-27.481
-7.2367	-23.134
-5.9906	-18.022
-4.8405	-12.526
-3.6424	-7.2854
-1.7253	-0.25563
-0.57508	4.0901
0.33548	7.7969
1.1981	10.864
2.54	15.593
3.5463	19.172
3.9776	20.578
4.7925	23.774
6.2301	29.398
7.572	33.488
9.1537	38.728
10.208	42.691
11.31	46.397
12.796	50.743
13.994	53.812
16.486	59.692
18.307	63.015
19.074	65.568
20.176	69.789
20.751	70.301
18.738	60.199
17.444	54.194
15.528	46.268
13.898	40.006
12.412	34.638
10.879	29.398
9.5369	24.924
8.2431	20.323
6.7094	14.315
5.1758	7.9246
3.3548	0
1.1981	-8.1803
-1.5815	-16.744
-2.4441	-19.939
-3.4986	-24.157
-4.6007	-28.503
-5.6551	-32.465
-6.8532	-36.683
-9.8725	-45.632
-11.741	-50.614
-12.508	-52.277
-14.569	-57.388
-15.671	-59.692
-18.02	-64.162
-20.751	-69.278
-21.374	-70.683
-22.716	-74.135
-22.86	-74.135
-20.416	-62.757
-19.984	-61.351
-18.259	-55.729
-17.205	-51.637
-15.767	-46.651
-14.425	-41.924
-12.988	-36.939
-12.125	-33.871
-10.687	-29.27
-9.1537	-23.39
-7.2367	-16.872
-5.032	-8.5637
-3.9299	-4.0901
-2.8275	0.51125
-1.4377	6.0075
-0.33548	10.225
1.5336	16.105
2.6358	20.067
3.9776	24.157
4.6487	26.202
10.256	43.841
12.173	49.337
13.515	52.66
15.096	57.264
17.492	63.397
18.834	66.849
19.649	69.789
20.56	72.6
21.662	75.029
22.668	76.563
23.818	77.969
24.921	78.352
26.119	78.481
27.843	78.223
29.233	78.094
30.625	78.094
31.679	78.094
32.253	78.094
31.821	71.577
31.102	68.255
29.809	63.397
28.659	59.181
27.605	55.217
26.599	52.148
23.052	41.668
21.566	37.706
19.409	32.848
17.732	28.759
15.863	24.285
14.138	20.067
11.885	14.187
10.16	10.225
8.4346	5.6241
6.6137	0.38345
4.2652	-7.0301
3.7861	-8.4356
-0.62301	-19.556
-1.9649	-23.646
-3.2108	-27.608
-4.7445	-32.21
-7.9555	-42.818
-9.1537	-46.015
-11.741	-53.3
-13.179	-56.365
-14.713	-59.692
-16.103	-62.886
-18.595	-68.255
-20.272	-71.706
-21.758	-74.135
-22.812	-75.665
-23.962	-76.563
-25.016	-77.199
-25.88	-77.582
-26.789	-77.711
-27.701	-77.711
-28.611	-77.711
-29.616	-77.075
-29.713	-73.236
-29.522	-68.766
-28.849	-64.803
-28.324	-61.992
-27.221	-56.752
-26.071	-52.148
-24.969	-47.291
-23.627	-43.713
-22.237	-40.262
-20.56	-37.195
-19.218	-34.51
-17.492	-31.826
-15.576	-28.886
-13.467	-24.541
-12.029	-20.834
-10.256	-16.616
-8.4346	-12.526
-6.3261	-7.6688
-3.8819	-2.0451
-2.0128	2.3007
-0.38339	7.2854
0.47925	9.9697
2.54	15.977
3.9299	20.195
6.5176	28.119
7.668	31.571
9.2974	36.939
10.496	41.029
11.741	44.48
12.556	46.651
13.323	48.826
14.329	51.637
16.342	55.983
17.588	58.158
19.505	61.992
21.087	64.42
22.333	66.974
23.243	68.891
24.346	70.937
25.687	72.729
27.028	74.517
28.037	75.282
28.898	75.665
29.522	75.794
29.426	69.149
28.562	63.526
27.749	59.434
26.599	53.936
25.545	49.72
24.202	44.352
23.148	39.623
20.751	31.315
19.601	29.142
18.163	26.202
15.815	21.217
13.419	15.849
11.119	10.609
9.3452	6.2628
7.62	1.5338
5.7988	-3.451
3.8819	-8.5637
2.3962	-12.014
0.7668	-16.105
-2.4921	-25.435
-3.8339	-29.142
-5.4155	-33.232
-7.5242	-38.728
-9.5849	-44.352
-11.358	-48.314
-12.844	-51.637
-15.288	-56.365
-16.917	-58.794
-18.595	-61.609
-19.889	-63.397
-22.285	-66.974
-24.489	-69.149
-26.454	-70.937
-28.227	-72.471
-29.665	-74.135
-30	-73.748
-29.522	-68.637
-28.994	-65.056
-28.085	-60.457
-26.119	-52.918
-24.969	-49.208
-23.483	-44.992
-21.949	-41.029
-20.32	-37.45
-18.691	-34.638
-16.151	-29.27
-13.706	-24.796
-11.262	-19.3
-9.2494	-14.187
-5.9906	-6.2628
-4.1214	-1.6616
-2.54	2.5563
-0.91056	7.1577
1.1023	12.782
3.1631	16.744
4.6487	20.323
6.6614	26.075
8.7224	30.42
11.885	37.45
13.611	41.796
15.192	46.144
16.534	49.208
17.588	51.254
18.691	53.683
19.649	55.346
20.703	56.877
21.806	58.282
23.052	60.199
23.723	61.098
24.921	62.757
26.071	64.545
27.125	65.826
28.562	68.384
29.665	71.319
30.241	72.983
30.48	73.877
29.281	66.591
28.085	60.457
26.693	54.194
25.208	47.291
23.914	41.54
22.429	35.533
20.799	30.42
18.786	25.691
16.486	21.217
14.09	16.488
11.885	12.143
9.1537	5.7517
6.7574	-0.63909
4.5527	-6.3909
2.4921	-11.759
0.57508	-17.127
-0.62301	-20.323
-3.5463	-27.864
-5.4155	-32.593
-7.4282	-38.217
-9.4412	-43.33
-11.55	-47.674
-13.802	-51.508
-16.438	-56.365
-18.882	-60.328
-20.703	-62.886
-22.429	-64.932
-24.777	-67.614
-27.269	-70.812
-28.849	-72.729
-28.898	-72.471
-27.556	-63.651
-26.838	-59.181
-25.784	-53.683
-24.825	-48.697
-23.531	-44.734
-21.47	-39.623
-19.841	-35.789
-16.917	-30.548
-13.467	-23.774
-10.975	-18.789
-8.4826	-13.037
-6.1824	-7.1577
-4.4089	-2.4285
-2.4441	2.6841
-0.14377	8.8195
1.3898	13.165
3.2108	18.789
4.6967	22.879
7.0927	29.525
8.5786	33.104
10.927	37.961
12.46	41.157
14.234	45.121
17.157	51.637
19.361	55.854
21.326	59.305
23.531	63.526
25.304	66.208
27.318	68.255
29.139	70.172
30.912	71.319
32.349	72.342
33.068	73.365
32.301	68.508
30.864	62.757
29.522	57.135
27.988	51.125
26.022	44.992
23.914	38.728
20.991	31.698
18.211	25.18
15.815	20.706
13.419	16.616
10.927	11.12
8.7224	5.8794
6.7574	0.89472
4.5049	-5.7517
2.588	-11.887
0.47925	-17.766
-3.4026	-27.864
-7.0449	-36.172
-10.016	-43.202
-12.556	-49.079
-15.623	-54.323
-19.841	-60.969
-23.914	-66.466
-26.358	-69.789
-28.755	-72.342
-28.037	-68.384
-27.173	-64.674
-26.502	-61.48
-25.88	-58.669
-24.969	-54.448
-23.148	-47.674
-21.614	-43.202
-20.224	-38.856
-18.882	-34.638
-17.253	-30.292
-15.719	-26.075
-14.665	-23.134
-12.844	-19.045
-10.831	-14.955
-9.0099	-11.376
-7.0927	-7.4135
-5.3675	-3.7067
-3.9299	-0.38345
-2.3962	3.3232
-0.86263	6.902
0.67094	11.248
1.9649	14.699
4.8882	20.323
8.7224	31.443
10.448	35.405
13.131	41.285
15.048	45.757
16.486	49.208
17.349	50.996
18.116	53.171
19.649	56.112
20.656	58.282
22.189	61.734
23.675	64.162
24.969	66.079
25.88	67.232
27.125	67.997
28.707	69.149
30.193	69.66
31.344	69.66
32.588	69.531
33.787	69.402
34.889	69.278
36.231	69.278
37.62	69.402
39.106	69.531
39.969	69.531
40.879	69.531
41.407	69.531
41.598	65.826
40.975	60.969
40.16	56.494
39.586	53.042
38.819	49.849
37.333	44.992
36.279	41.924
35.512	39.879
34.648	38.089
33.691	36.172
32.923	34.51
31.247	31.443
30.432	30.037
29.426	28.631
28.227	26.841
26.551	24.157
24.01	20.323
21.566	16.488
18.978	11.376
16.869	7.9246
14.952	4.2179
13.419	1.2782
11.598	-2.0451
8.3868	-8.0522
6.4219	-11.759
4.9362	-14.443
3.2108	-18.022
1.1981	-21.728
0.38339	-23.134
-3.4026	-31.059
-6.6137	-37.195
-11.454	-47.291
-13.802	-50.614
-15.384	-53.171
-16.869	-55.471
-18.691	-58.158
-20.032	-59.946
-21.71	-62.886
-22.668	-64.038
-23.291	-64.545
-24.681	-64.291
-26.741	-65.697
-28.13	-65.697
-29.858	-65.697
-32.108	-65.443
-34.841	-65.568
-37.333	-65.568
-39.634	-65.443
-41.12	-65.185
-41.887	-64.932
-42.174	-64.42
-41.791	-60.969
-41.359	-57.646
-40.688	-54.959
-40.16	-52.66
-39.538	-49.72
-38.915	-47.291
-37.955	-44.48
-34.793	-38.728
-33.355	-36.172
-31.869	-33.232
-30.241	-30.548
-28.372	-27.225
-26.693	-24.157
-24.921	-20.962
-21.949	-16.233
-19.936	-12.27
-18.451	-9.3306
-17.013	-6.902
-15	-4.4734
-12.796	-2.1728
-11.071	0
-9.4412	2.1728
-7.3805	4.8572
-5.8948	6.6466
-4.1694	9.2029
-2.588	11.759
-1.0543	14.571
0.52718	18.15
4.6967	26.33
6.0863	29.014
7.62	31.826
9.1056	34.51
10.831	37.45
12.269	39.751
13.802	42.562
16.678	47.291
18.163	49.466
19.793	51.508
21.422	53.425
22.86	55.088
24.346	56.494
25.974	58.029
27.605	59.181
29.378	60.328
32.349	62.503
34.074	63.268
35.657	64.038
37.62	64.674
39.009	65.056
40.305	65.056
41.12	65.056
41.168	64.803
41.072	61.222
40.83	59.305
40.208	56.112
39.202	52.019
38.052	47.549
36.901	43.713
35.56	40.262
34.219	37.45
32.875	34.638
31.199	31.187
29.616	27.353
28.179	23.902
26.647	20.451
25.448	17.894
24.01	14.955
22.333	11.759
20.703	8.9472
18.786	5.4959
17.253	3.1954
15.48	0.38345
14.09	-1.9172
12.508	-4.8572
10.831	-7.7969
9.3452	-10.481
7.4282	-13.293
5.7508	-15.721
3.5463	-19.045
1.1502	-22.751
-0.28755	-25.307
-4.2652	-32.082
-6.1824	-34.766
-8.4346	-38.6
-10.735	-43.457
-11.981	-45.503
-15.959	-49.591
-17.636	-50.996
-19.697	-52.918
-22.237	-55.346
-24.441	-56.752
-26.309	-58.029
-28.179	-59.052
-30.912	-60.328
-32.83	-61.351
-34.313	-61.863
-35.895	-61.992
-37.188	-61.734
-38.674	-61.48
-40.208	-61.222
-41.646	-60.711
-40.64	-53.3
-39.873	-50.231
-39.009	-47.674
-37.91	-44.992
-37.333	-41.924
-36.424	-38.6
-35.56	-36.172
-34.602	-34.127
-32.253	-29.398
-31.102	-26.458
-30.096	-23.774
-28.707	-21.473
-27.173	-19.172
-25.784	-17.766
-24.441	-15.849
-23.291	-13.932
-21.997	-12.014
-20.464	-9.9697
-18.786	-7.9246
-17.061	-5.8794
-13.515	-1.2782
-11.454	1.5338
-9.8245	3.9623
-8.4826	6.0075
-6.8532	8.8195
-5.4155	11.503
-3.8339	14.699
-1.9649	17.766
-0.38339	20.323
0.23962	21.728
1.9649	25.18
3.8819	27.992
5.6551	31.187
6.6137	32.848
13.371	41.54
15.528	43.968
17.492	46.78
20.08	49.849
22.045	52.148
24.01	54.323
26.309	56.365
28.324	57.646
30.577	59.181
32.83	60.328
35.225	61.222
37.142	61.351
38.771	61.609
40.066	61.863
41.262	61.863
40.592	57.646
39.921	53.683
39.058	49.466
38.148	44.48
37.478	40.773
36.662	37.706
35.657	34.766
34.267	32.082
32.588	28.631
30.767	25.563
28.275	20.962
25.832	17.383
23.866	14.443
19.026	8.0522
16.774	4.8572
14.904	1.9172
13.131	-1.1503
11.598	-3.7067
9.8245	-6.1351
7.9555	-8.9472
5.7988	-12.27
3.3548	-16.361
2.2045	-18.15
0	-22.751
-1.917	-26.586
-3.4506	-29.27
-5.9906	-33.36
-7.7638	-35.789
-9.6807	-37.961
-12.46	-41.157
-14.138	-42.946
-16.726	-44.992
-19.266	-46.397
-21.566	-47.803
-24.25	-49.978
-26.406	-51.508
-28.562	-52.789
-30.577	-53.936
-32.972	-54.706
-35.128	-55.088
-36.807	-55.217
-41.024	-55.346
-41.981	-55.346
-42.268	-55.346
-42.7	-54.706
-41.504	-47.291
-40.45	-41.157
-39.393	-37.706
-37.955	-34.254
-36.134	-30.548
-33.929	-26.841
-32.349	-24.541
-30.577	-22.112
-28.611	-19.172
-26.982	-16.744
-25.687	-14.571
-24.298	-12.398
-22.524	-10.097
-20.847	-7.9246
-19.649	-5.7517
-18.307	-3.7067
-15.576	0
-13.179	3.5789
-10.879	7.0301
-8.9619	9.9697
-6.2781	13.037
-3.6901	16.105
-1.7732	18.661
0.52718	22.24
3.0193	25.947
4.7925	28.759
7.3805	32.593
9.7767	35.789
11.694	38.473
13.898	41.029
16.39	44.48
18.403	46.78
20.56	48.826
23.004	50.231
25.16	51.637
27.173	53.042
29.474	54.323
31.486	55.6
33.02	56.365
34.986	57.135
37.526	57.517
39.393	58.029
40.401	58.411
38.339	43.457
37.046	38.089
35.608	33.36
33.884	28.886
31.821	24.541
30.096	20.834
28.037	16.744
25.304	11.887
23.1	8.1803
18.738	0.89472
16.582	-2.4285
14.138	-5.7517
11.694	-8.5637
9.4412	-10.737
7.2367	-13.932
5.4633	-16.361
3.4986	-19.172
0.95849	-23.007
-1.1981	-26.458
-3.4506	-29.781
-6.1344	-33.104
-7.9555	-35.916
-9.5849	-38.6
-11.789	-42.179
-13.563	-44.224
-16.007	-47.038
-17.301	-48.443
-18.834	-49.849
-20.512	-51.125
-22.189	-52.406
-23.243	-53.171
-24.394	-53.812
-25.735	-53.812
-27.173	-53.936
-28.372	-53.936
-29.378	-53.936
-30.864	-53.936
-34.074	-53.812
-35.657	-53.683
-36.998	-53.812
-38.435	-53.936
-40.018	-54.065
-41.504	-54.065
-42.029	-54.065
-42.222	-54.065
-41.168	-46.526
-40.208	-42.307
-39.106	-39.367
-37.526	-35.916
-36.231	-32.977
-35.176	-31.059
-33.884	-27.864
-32.349	-24.413
-30.815	-20.834
-27.843	-14.06
-25.639	-11.631
-23.004	-7.4135
-20.224	-3.7067
-16.965	0.89472
-14.665	4.0901
-11.55	8.308
-9.0099	12.014
-5.8468	16.999
-3.4026	20.323
-0.71887	23.902
1.7253	27.353
4.9842	31.443
7.62	34.51
10.687	37.706
13.275	40.134
15.671	42.435
17.876	44.609
22.86	48.314
24.921	50.102
27.412	52.148
29.522	53.554
31.486	54.448
33.355	55.088
35.415	55.471
38.052	55.088
39.873	54.706
43.132	53.812
44.808	53.171
46.2	52.406
47.302	51.254
47.302	45.886
46.871	41.157
46.055	36.044
45.433	32.848
44.808	29.653
44.089	26.841
43.035	22.751
42.174	20.195
40.83	16.488
39.728	14.443
37.285	10.225
35.128	7.4135
32.253	4.3457
29.761	1.9172
27.125	-0.51125
23.723	-4.3457
20.128	-8.6914
16.917	-12.143
13.754	-15.466
11.023	-18.405
7.668	-22.751
4.7925	-26.458
2.3004	-29.525
0.33548	-30.804
-2.3004	-34.127
-4.5527	-35.661
-7.2367	-37.833
-9.2974	-39.879
-12.892	-42.946
-15	-44.48
-17.157	-45.632
-18.691	-47.038
-20.464	-47.932
-23.004	-48.955
-26.647	-50.489
-28.707	-51.125
-30.67	-51.766
-32.733	-52.406
-34.554	-52.918
-36.279	-53.425
-38.674	-53.812
-40.401	-53.936
-42.174	-53.936
-43.564	-53.425
-46.2	-51.508
-47.445	-50.102
-48.067	-49.079
-48.308	-47.803
-48.308	-43.713
-47.445	-38.345
-47.254	-35.533
-46.152	-31.187
-45.098	-26.969
-44.044	-21.857
-42.941	-17.894
-41.504	-13.676
-39.489	-9.5863
-37.91	-7.2854
-36.231	-4.9849
-34.219	-2.5563
-31.773	0
-28.227	3.451
-25.016	6.902
-21.854	9.8416
-18.595	12.909
-15.384	16.488
-12.364	19.811
-8.8181	23.263
-6.2781	25.435
-3.5463	28.247
-0.52718	30.42
2.588	32.21
5.08	33.616
7.3805	37.706
9.9682	39.239
13.754	41.029
15.336	43.457
17.444	44.734
19.361	45.632
22.812	47.42
25.352	48.826
27.749	49.849
29.761	50.614
32.253	51.254
34.122	51.637
36.134	51.895
39.728	52.277
41.12	52.531
42.461	52.66
43.419	52.66
44.427	52.277
45.575	51.508
46.391	51.125
47.348	50.102
48.067	48.185
48.115	45.374
47.925	42.051
46.678	33.488
46.055	30.42
45.098	26.202
44.282	23.007
43.564	20.195
42.796	17.383
41.981	14.699
40.785	11.631
39.586	8.9472
38.484	6.6466
35.75	2.0451
33.929	0.38345
32.014	-1.9172
27.508	-6.902
22.956	-12.014
20.464	-13.932
17.828	-15.977
14.761	-19.3
12.173	-21.473
9.3452	-24.157
6.6614	-26.586
3.7861	-28.886
0.71887	-31.571
-1.4377	-33.232
-5.4633	-35.916
-7.3805	-36.939
-8.9139	-37.961
-14.234	-41.029
-16.726	-41.924
-20.32	-43.585
-22.429	-43.713
-24.921	-44.352
-29.616	-46.015
-31.821	-46.78
-34.554	-47.42
-37.861	-47.932
-39.393	-47.932
-41.455	-48.061
-43.564	-48.443
-45.336	-48.185
-47.302	-47.42
-49.124	-46.015
-49.888	-44.609
-49.698	-41.029
-49.459	-37.067
-48.979	-33.871
-48.212	-30.292
-47.396	-27.097
-46.535	-24.157
-45.24	-20.578
-44.331	-18.15
-43.132	-15.21
-41.549	-11.376
-40.112	-8.1803
-38.484	-5.2406
-35.895	-1.5338
-33.691	1.5338
-31.102	4.6015
-28.659	6.902
-25.974	9.8416
-23.291	13.293
-20.272	16.105
-16.438	19.428
-13.898	21.728
-8.4346	26.586
-4.8882	28.759
-2.0608	30.676
1.4856	33.488
3.9776	35.277
7.2845	37.067
10.208	38.728
13.227	40.518
16.821	42.179
19.936	43.074
23.675	44.097
27.173	44.992
30.48	45.632
34.554	45.886
37.955	46.397
40.64	46.526
42.796	46.144
44.905	45.886
46.152	45.245
47.158	44.48
48.26	43.713
48.692	42.946
48.882	40.901
48.931	38.217
48.26	31.698
47.158	25.563
44.186	17.511
42.268	12.654
39.776	6.0075
37.668	1.0225
35.75	-2.6841
33.165	-6.3909
30.67	-9.0748
26.789	-13.165
21.518	-18.661
17.924	-21.984
13.419	-26.458
10.016	-29.142
5.7031	-32.593
1.1502	-35.661
-2.4921	-37.833
-6.0863	-39.623
-9.7287	-41.029
-12.844	-41.796
-15.671	-42.179
-20.32	-43.457
-22.333	-43.841
-24.777	-44.097
-26.934	-44.097
-29.233	-44.097
-31.582	-44.224
-34.889	-44.352
-37.046	-44.097
-40.112	-43.713
-42.174	-43.33
-44.427	-43.074
-46.248	-42.691
-47.348	-41.796
-47.541	-36.3
-47.445	-33.871
-46.967	-31.059
-46.007	-26.713
-45.192	-22.368
-44.089	-18.15
-42.941	-14.06
-41.646	-9.714
-40.592	-6.3909
-37.429	1.1503
-36.231	3.9623
-32.492	8.0522
-30.289	10.353
-27.749	12.782
-24.154	16.744
-21.422	19.045
-17.492	22.623
-13.658	25.307
-10.831	27.608
-7.3325	30.292
-3.7861	32.082
-0.23962	33.36
3.3548	35.149
6.2301	36.811
9.3932	37.961
12.412	38.728
15.959	39.495
18.691	40.006
22.141	40.39
25.545	40.518
27.843	40.773
29.616	40.645
31.918	40.39
34.648	40.39
36.853	40.39
39.154	40.39
41.504	40.262
43.899	40.006
46.007	39.495
47.732	37.45
48.451	33.232
48.357	29.27
47.541	24.669
45.959	18.661
44.473	13.549
42.845	7.9246
41.598	3.9623
40.208	-0.25563
38.245	-5.3683
35.944	-9.8416
32.398	-15.21
28.994	-18.661
26.358	-20.834
23.771	-23.39
20.56	-25.947
17.349	-28.631
13.227	-31.443
9.7767	-33.616
5.8468	-35.789
2.3483	-37.45
-0.43132	-38.856
-3.2588	-39.879
-11.023	-41.285
-13.323	-41.412
-15.24	-41.668
-17.588	-41.796
-20.56	-41.796
-22.572	-41.924
-25.256	-41.924
-27.556	-41.668
-29.952	-41.157
-32.781	-40.39
-35.08	-39.751
-37.572	-39.112
-39.586	-38.6
-41.933	-37.961
-44.521	-37.45
-46.584	-36.427
-48.405	-34.638
-49.985	-32.082
-50.655	-30.42
-50.945	-27.864
-50.465	-23.263
-49.266	-17.639
-47.686	-12.782
-43.995	-3.3232
-42.268	0.38345
-39.921	4.6015
-37.716	8.5637
-33.929	14.187
-30.767	18.15
-26.934	21.857
-23.148	25.307
-18.403	28.886
-15.576	30.548
-12.316	32.465
-9.6807	33.743
-6.6614	34.51
-4.0256	34.894
-1.3898	35.149
-0.095849	34.894
-0.57508	31.059
-1.6774	26.458
-3.4026	20.323
-4.7925	15.977
-7.0927	10.992
-10.016	4.7291
-11.981	1.0225
-12.652	0
