"Wehbe et al. 1998,Specimen A2"	
66.9163	196.71091
69.4309	200.38546
70.82790254	202.34522
72.22489746	204.54995
74.4601	208.2245
76.83500254	212.14402
78.51140254	212.63396
79.48929746	213.61384
81.02600254	216.55348
82.42299746	218.0233
83.82	219.98306
85.49639746	221.94282
86.4743	221.45288
87.17279746	220.22803
88.29040254	222.67773
90.10649746	225.3724
91.78289746	226.59725
92.62109746	226.59725
93.17989746	226.59725
93.87840254	226.84222
94.71660254	228.31204
95.55480254	228.80198
96.53269746	229.78186
96.95179746	228.31204
97.5106	229.29192
98.62819746	231.74162
99.6061	231.74162
100.3045975	231.74162
100.7236975	230.76174
101.1427975	231.74162
101.8413	232.47653
102.4000975	232.7215
103.3780051	234.19132
103.9368	233.21144
104.775	234.68126
106.1719949	236.15108
107.1499025	236.64102
107.5690025	234.19132
108.4072025	236.15108
109.2454025	232.23156
109.8042	231.74162
110.6423975	232.96647
111.7600025	234.19132
112.3187975	233.70138
113.4364025	234.68126
113.9951975	233.70138
114.4142975	233.21144
114.9730924	233.70138
115.3921924	233.21144
115.8112924	232.7215
116.2304051	233.21144
117.0686051	234.43629
117.6274	234.19132
118.1861975	233.70138
118.4656	233.21144
119.0243975	233.70138
119.4434975	233.70138
119.8625975	233.45641
120.2816975	233.70138
120.8405051	231.49665
121.2596051	231.25168
121.5389949	230.76174
121.5389949	228.80198
121.5389949	227.8221
121.8184	228.80198
121.9580949	228.31204
122.0978051	227.8221
122.0978051	226.84222
122.0978051	226.35228
122.2375	226.35228
122.0978051	225.3724
122.2375	224.88246
122.2375	224.39252
122.2375	224.39252
122.2375	223.90258
105.7528949	101.90752
105.0544051	98.47794
104.4955949	95.5383
103.0986	89.16908
102.2604	84.26968
101.7016051	82.79986
100.4443	75.20579
97.0915	60.26262
96.2533	57.32298
91.78289746	38.95023
90.10649746	34.05083
88.5698	28.41652
87.45220254	24.497
85.49639746	19.5976
84.51849746	16.16802
83.26119746	12.73844
82.5627	11.75856
81.7245	9.30886
80.8863	7.3491
80.4672	5.87928
79.90839746	4.8994
79.76870254	5.38934
79.48929746	3.91952
79.07019746	3.42958
78.93050254	2.93964
78.7908	2.93964
78.3717	1.71479
78.23199746	1.95976
77.9526	0.97988
77.9526	1.22485
77.9526	1.22485
77.5335	0
