"Xiao 1998,Specimen nr.HC4-8L19-T10-0.1P"	
2.3891875	107.33024
1.7681575	75.52704
1.112139	42.87872
0.5006975	12.36544
-0.079248	-21.03904
-0.589407	-49.46176
-1.232662	-80.77568
-1.856867	-109.9768
-2.484247	-138.64416
-3.159252	-170.49184
-3.751707	-199.18144
-4.432935	-228.6272
-5.114163	-255.47088
-4.372737	-212.8368
-4.920869	-242.83856
-5.393055	-261.78704
-4.920996	-230.74
-4.512183	-207.32128
-4.052697	-182.85728
-3.561588	-158.1264
-3.038729	-131.5496
-2.465324	-104.70592
-1.964563	-78.396
-1.457579	-51.84144
-0.97282	-26.5768
-0.586232	-3.42496
-0.079248	23.95248
0.440436	51.30768
1.0076815	77.88448
1.56845	103.92752
2.176907	130.23744
2.725039	156.81424
3.352419	183.12416
3.9069645	208.12192
3.406267	177.34176
3.986149	208.90032
4.493133	233.6312
5.190236	262.05392
6.0425965	280.98016
5.5197375	243.35008
4.9811305	211.52464
4.5375195	187.06064
4.0432355	161.81824
3.567938	137.59888
3.003931	112.35648
2.531745	88.64864
2.0025995	64.45152
1.245235	31.5808
0.5450205	-0.53376
-0.247142	-37.09632
-1.099566	-77.08384
-1.977263	-114.44704
-2.804287	-150.2312
-3.529838	-181.27824
-3.929126	-196.80176
-4.502658	-223.64544
-5.272659	-258.11744
-6.296152	-280.98016
-6.06806	-257.04992
-5.640197	-233.38656
-5.225161	-209.43408
-4.680077	-182.05664
-3.992499	-147.85152
-3.390519	-118.13888
-2.728214	-86.02432
-2.037461	-57.62384
-1.406906	-27.62208
-0.827024	-0.26688
-0.110871	30.51328
0.567182	59.7144
1.257935	87.35872
1.9360515	116.55984
2.6236295	144.18192
3.4379535	173.64992
4.1889045	206.78752
4.946269	239.94736
5.6909335	268.8816
5.9412505	275.73152
5.380355	236.81152
4.6642655	194.42208
3.919601	156.54736
3.1971615	122.0976
2.3416895	82.0656
1.375156	42.34496
0.516509	3.42496
-0.253492	-30.51328
-1.289685	-76.2832
-2.161032	-111.55584
-3.057779	-148.65216
-4.113022	-189.97408
-4.752975	-216.52864
-5.567299	-249.66624
-6.559169	-280.4464
-6.692138	-279.93488
-5.614924	-217.8408
-4.546981	-162.32976
-3.46964	-111.28896
-2.420874	-65.51904
-1.017143	-5.51552
0.30099	45.52528
1.647698	101.81472
2.585593	140.49008
3.330194	165.99936
4.100195	199.18144
5.079365	239.68048
6.0489465	273.1072
6.597142	286.51792
6.0489465	249.15472
5.560949	220.22048
5.0540285	193.13216
4.4582715	165.2432
3.853053	137.59888
3.241548	109.1984
2.3891875	73.392
1.5748635	38.67536
0.763651	6.58304
0.0475615	-22.9072
-0.687705	-52.88672
-1.520952	-86.02432
-2.341626	-118.13888
-3.124327	-146.02784
-3.856228	-175.20672
-4.578731	-203.62944
-4.255516	-185.74848
-4.946269	-215.99488
-4.366387	-185.4816
-4.860671	-211.79152
-5.595874	-243.35008
-6.533769	-278.62272
-6.619367	-280.71328
-6.175756	-248.10944
-5.659247	-219.68672
-5.136388	-195.4896
-4.629404	-170.22496
-3.932301	-136.82048
-3.219323	-105.50656
-2.465324	-74.45952
-1.764919	-43.41248
-0.975995	-7.8952
-0.120523	27.08832
0.6844665	60.51504
1.505077	91.82896
2.278253	124.18816
3.0608905	153.65616
3.8847395	182.85728
4.772025	218.35232
5.6116855	251.26752
6.5845055	283.35984
7.725156	301.52992
8.989441	312.82784
8.8278335	289.92064
8.355711	263.63296
7.836027	237.56768
7.3068815	211.79152
6.6572765	182.05664
6.0330715	154.16768
5.4025165	127.07936
4.6579155	98.92352
3.935476	70.23392
3.083052	40.78816
2.2370415	13.94448
1.283335	-12.36544
0.3422015	-37.89696
-0.583057	-63.91776
-1.432306	-90.24992
-2.237105	-117.07136
-3.013456	-143.91504
-3.786505	-171.804
-4.613529	-202.6064
-4.201668	-179.43232
-4.791075	-208.3888
-4.451985	-188.63968
-5.025517	-216.79552
-4.75615	-197.58016
-5.348732	-228.89408
-4.822698	-199.9376
-5.42163	-231.25152
-6.090158	-257.04992
-6.98373	-283.60448
-8.248015	-300.19552
-8.792972	-302.81984
-8.339963	-270.46064
-7.883652	-245.48512
-7.351268	-222.31104
-6.771386	-193.3768
-6.159881	-165.75472
-5.443728	-135.48608
-4.692777	-104.9728
-3.979799	-77.35072
-3.15595	-48.1496
-2.379726	-20.26064
-1.482979	4.73712
-0.459486	31.31392
0.5988685	60.24816
1.470279	86.2912
2.3194645	115.24768
3.152775	141.53536
3.979799	169.42432
3.498215	141.26848
4.065397	169.15744
3.78333	145.49408
4.2840275	171.804
4.8955325	197.84704
4.169918	155.2352
4.727575	184.41408
4.4234735	165.48784
4.9557305	192.86528
5.6560085	220.22048
6.5781555	247.3088
7.554087	273.8856
8.6631145	298.86112
8.89127	299.39488
8.4032725	267.81408
7.842377	236.81152
7.145274	202.07264
6.454521	171.804
5.630672	137.84352
4.7371635	103.14912
3.805555	69.96704
2.8739465	35.76192
1.891665	7.38368
0.770001	-21.83968
-0.392938	-52.08608
-1.492377	-83.66688
-2.598293	-117.33824
-3.48234	-148.38528
-4.474083	-180.49984
-5.37718	-209.1672
-4.936744	-186.01536
-5.446903	-210.47936
-6.464046	-241.5264
-7.405116	-269.14848
-8.412861	-292.05568
-7.756906	-251.80128
-7.059803	-214.9496
-6.299327	-177.34176
-5.184013	-135.48608
-4.13512	-92.60736
-3.076829	-54.97728
-1.650873	-6.04928
0.383413	49.72864
2.018411	99.45728
2.845435	128.92528
3.7611685	156.54736
3.881628	146.82848
4.068572	153.38928
4.860671	188.3728
5.9792235	226.53664
7.550912	268.34784
8.606028	294.94688
8.628253	293.3456
8.23214	266.25728
7.731506	239.92512
7.164324	211.79152
6.5686305	185.21472
5.9285505	157.32576
5.1458495	123.38752
4.3220005	93.408
3.5235515	62.62784
2.462022	28.95648
1.4829155	-0.80064
0.3580765	-29.44576
-0.865124	-62.89472
-1.980438	-96.83296
-3.051429	-128.41376
-4.046474	-162.08512
-5.038217	-196.02336
-5.909564	-222.31104
-6.980555	-255.47088
-8.25754	-286.0064
-9.094089	-302.81984
-8.793099	-275.9984
-8.25119	-251.5344
-7.32282	-205.74224
-6.600317	-170.75872
-5.564124	-131.01584
-4.626229	-91.56208
-3.609086	-59.46976
-2.728214	-27.88896
-1.964563	-5.24864
-1.01092	17.36944
-0.057023	41.56656
0.8618855	65.25216
1.6730345	88.91552
2.5824815	117.07136
3.3397825	142.86976
4.2047795	170.22496
5.180711	195.4896
6.02361	221.26576
7.6205715	259.67424
10.304399	308.86912
12.877419	315.45216
12.0662065	255.73776
11.153648	212.03616
10.44702	183.65792
9.835515	159.95008
9.1700985	135.75296
8.368411	104.17216
7.2941815	71.56832
6.1725175	39.98752
4.8575595	10.54176
3.564763	-13.43296
1.448054	-48.928
-0.67818	-82.59936
-2.110359	-115.51456
-3.279648	-146.29472
-4.372737	-178.3648
-5.665597	-214.70496
-6.917182	-245.72976
-8.333613	-277.82208
-10.117582	-302.55296
-10.358374	-304.42112
-12.750673	-316.78656
-13.099161	-307.5792
-12.36091	-267.56944
-11.543411	-233.11968
-10.824083	-203.89632
-10.348849	-181.52288
-9.591548	-150.2312
-8.669401	-119.45104
-7.725156	-86.2912
-6.197981	-44.99152
-3.85318	3.42496
-0.97282	44.72464
1.7205325	82.08784
4.062222	134.95232
6.1820425	190.99712
7.671308	222.8448
9.4267655	254.69248
11.486388	287.02944
12.99464	303.3536
12.430633	270.216
11.489563	224.93536
10.180828	171.804
9.075039	128.14688
7.5160505	77.35072
5.8842275	35.00576
4.3378755	1.31216
2.3733125	-30.2464
0.1077595	-62.62784
-2.069211	-101.01408
-3.466592	-135.2192
-5.161788	-175.20672
-6.758686	-211.54688
-8.301863	-242.06016
-10.111105	-274.39712
-12.208891	-304.42112
-13.251307	-313.09472
-12.592304	-265.72352
-11.632184	-225.46912
-10.358374	-172.04864
-8.992743	-120.22944
-7.614285	-76.81696
-6.201156	-39.45376
-4.813173	-8.16208
-2.506472	25.77616
-0.009525	58.40224
2.281428	91.80672
3.954526	128.90304
5.6021605	172.04864
7.3575545	209.9456
9.0845005	243.88384
10.7607735	271.7728
12.5225175	296.77056
12.928092	300.4624
12.6872365	271.7728
12.227814	246.50816
11.676507	220.22048
11.096625	195.22272
10.003409	151.0096
8.875395	112.35648
7.791704	76.03856
6.280277	36.56256
4.813173	6.04928
2.8866465	-26.04304
0.5893435	-59.73664
-1.368806	-91.05056
-3.137027	-126.01184
-4.626229	-161.28448
-6.083808	-193.88832
-7.446391	-221.26576
-9.018016	-249.93312
-10.738612	-278.8896
-12.544679	-303.88736
-13.121386	-308.86912
-12.852146	-286.27328
-11.784203	-237.05616
-10.722737	-190.21872
-9.610598	-150.74272
-8.549005	-111.28896
-7.100951	-68.67712
-5.681472	-30.78016
-4.204843	-1.57904
-1.955038	28.42272
0.456311	58.40224
2.6299795	89.44928
4.2016045	123.12064
5.510276	155.76896
7.227697	195.75648
8.9482295	229.42784
11.0585885	263.63296
13.111988	291.25504
14.959203	307.84608
17.288129	314.67376
16.857218	288.09696
16.397732	265.45664
15.900273	242.83856
14.62659	189.7072
13.187934	138.64416
11.987022	101.54784
10.507218	62.09408
8.960993	29.97952
7.161149	0
4.816348	-30.2464
2.278253	-60.24816
-0.00635	-88.91552
-2.180082	-122.0976
-3.732657	-152.87776
-5.446903	-186.01536
-6.986905	-213.10368
-8.400161	-238.90208
-10.174478	-265.72352
-11.996547	-290.72128
-14.474444	-312.0272
-17.481423	-317.8096
-17.284954	-295.21376
-16.45793	-254.95936
-15.219045	-207.58816
-14.078331	-165.2432
-12.956667	-127.07936
-11.806428	-91.80672
-10.348849	-51.30768
-8.710676	-21.30592
-5.757418	19.48224
-1.337183	60.51504
1.714246	89.1824
3.929126	117.872
5.744718	146.82848
7.497064	179.96608
9.353804	209.9456
11.274044	235.47712
13.517499	264.656
15.50416	288.63072
17.341977	304.42112
16.863568	273.1072
15.903448	231.5184
14.306423	169.42432
12.940665	123.38752
11.150473	74.19264
9.5724345	40.2544
7.5128755	5.24864
5.320157	-23.41872
2.4208105	-56.0448
-0.050673	-84.71216
-2.392426	-119.96256
-4.543933	-155.50208
-6.521196	-189.7072
-8.381111	-218.10768
-10.925556	-249.66624
-13.336905	-277.04368
-16.245713	-303.3536
-16.543528	-305.17728
-17.497298	-309.136
-16.996664	-277.82208
-16.179165	-245.21824
-15.171547	-204.69696
-14.186154	-167.06688
-13.137261	-134.19616
-12.116943	-101.81472
-10.814685	-67.6096
-9.404604	-36.0288
-7.459091	-2.62432
-5.171186	24.99776
-2.21488	53.932
0.7858125	80.77568
3.4601785	112.35648
5.617972	144.69344
7.3195815	175.74048
9.426702	209.1672
11.651107	238.6352
13.862812	267.05792
16.572103	292.5672
17.323054	297.5712
16.682974	262.83232
16.004921	234.4096
15.310866	206.52064
14.512417	177.07488
13.805789	150.74272
12.411583	106.3072
10.76071	64.7184
9.065514	30.2464
7.0724395	-0.26688
4.8448595	-27.62208
2.100834	-58.66912
-0.269367	-87.09184
-2.55397	-121.29696
-4.360037	-149.71968
-6.34365	-181.0336
-8.203692	-209.67872
-10.355199	-236.01088
-12.747498	-262.29856
-15.526385	-288.09696
-17.433925	-299.39488
-17.022064	-276.26528
-16.204438	-239.68048
-15.263368	-206.00912
-14.338173	-173.11616
-13.412978	-141.0016
-12.37361	-109.1984
-11.280394	-78.66288
-9.889363	-43.94624
-8.438134	-16.32416
-6.524244	11.29792
-4.055872	36.56256
-1.343533	63.40624
1.5874365	91.2952
3.998849	120.7632
5.754243	147.85152
7.478014	177.34176
9.3000195	203.62944
11.7018435	235.21024
13.996035	260.47488
16.226663	287.5632
18.926429	309.66976
20.659598	318.34336
22.240748	322.30208
23.200868	320.7008
23.10892	293.3456
22.50694	266.52416
21.914358	243.61696
20.802092	201.00512
19.575907	159.43856
18.327497	121.83072
16.660749	81.04256
14.994001	46.57056
12.883642	14.456
10.352024	-15.25664
7.167499	-44.72464
3.8879145	-73.92576
0.6749415	-103.92752
-1.698498	-131.79424
-3.82143	-158.66016
-5.960237	-183.90256
-8.241665	-212.30304
-10.998327	-240.192
-14.2875	-267.56944
-17.963134	-295.21376
-20.539202	-302.0192
-23.346664	-307.5792
-22.931501	-266.25728
-22.123527	-235.744
-21.160232	-203.09568
-20.092416	-165.2432
-18.996152	-132.328
-17.649444	-95.49856
-16.283686	-63.40624
-14.845157	-36.0288
-13.073888	-8.6736
-10.878058	18.14784
-7.490714	43.94624
-3.761232	71.03456
-0.342265	96.2992
2.6109295	121.83072
5.174361	147.31776
7.645908	175.20672
9.781667	200.73824
12.494006	227.58192
15.472537	252.82432
18.482818	278.08896
21.990431	300.72928
23.432135	308.60224
23.245318	284.40512
22.304121	245.21824
21.413724	210.21248
20.196937	172.5824
19.00555	134.17392
17.741265	100.76944
16.258286	68.14336
14.433169	34.20512
12.3323985	4.73712
9.5376365	-23.15184
6.1123195	-52.35296
2.8137485	-81.55408
-0.446786	-112.868
-3.159125	-142.06912
-6.235954	-174.18368
-9.065514	-204.1632
-12.208764	-230.74
-15.979521	-255.9824
-19.633057	-277.5552
-23.16607	-293.3456
-23.264241	-292.81184
-22.690709	-258.62896
-21.676741	-224.93536
-20.887817	-196.53488
-19.94662	-164.97632
-18.99285	-134.68544
-17.633569	-98.12288
-16.375634	-67.34272
-14.743811	-36.82944
-13.108686	-8.94048
-10.558018	19.48224
-7.107301	46.30368
-3.352419	73.12512
0.177419	99.99104
2.924683	124.9888
5.5483125	151.81024
8.0864075	180.23296
10.630789	206.78752
13.574522	233.38656
16.77162	260.47488
20.564475	286.0064
22.909276	297.30432
22.516465	270.9944
21.923883	246.77504
20.691348	201.272
19.449161	158.9048
17.905984	115.24768
16.318484	78.396
14.227175	37.63008
12.1264045	6.31616
9.325356	-21.30592
5.877814	-50.52928
2.281428	-82.08784
-0.719328	-111.28896
-3.675634	-142.60288
-6.540119	-171.0256
-9.227058	-197.84704
-12.677775	-226.80352
-16.625951	-248.88784
-20.504404	-272.84032
-23.292816	-282.31456
-23.289641	-259.40736
-22.297898	-221.26576
-21.188807	-183.90256
-19.756628	-140.51232
-18.352897	-99.45728
-16.882618	-66.56432
-15.405989	-36.0288
-13.463651	-6.84992
-10.906506	21.83968
-7.306945	49.19488
-3.311271	77.08384
0.0823595	103.14912
3.2668845	130.23744
5.903214	156.54736
8.5046185	183.12416
11.1092615	208.90032
14.553565	237.83456
17.820513	262.83232
21.442299	287.29632
25.171781	306.77856
27.437334	312.82784
30.935549	320.45616
34.091499	323.08048
35.042094	324.12576
34.779077	300.72928
34.506662	278.35584
33.56229	243.10544
32.291655	200.47136
31.05912	163.64192
29.791533	129.97056
28.226258	94.1864
26.645235	63.13936
24.731345	33.1376
22.522815	5.7824
19.759676	-19.99376
16.131667	-43.67936
12.487656	-66.29744
8.88492	-88.91552
4.863846	-114.71392
1.0139045	-140.24544
-2.870835	-166.26624
-6.717538	-189.44032
-10.573766	-210.74624
-15.152497	-234.67648
-19.132296	-254.15872
-23.13432	-270.72752
-27.478482	-284.672
-32.142811	-290.98816
-35.83432	-296.77056
-35.812095	-260.208
-34.601658	-216.79552
-32.703643	-157.85952
-30.808803	-109.46528
-28.891738	-67.6096
-26.933525	-32.3592
-24.268684	1.5568
-20.219162	34.73888
-16.18234	58.40224
-11.394567	84.46752
-7.29107	108.39776
-2.439924	132.59488
2.167382	158.39328
6.7460495	183.39104
11.0871	208.3888
15.314041	230.22848
19.484086	251.00064
23.43531	268.34784
27.25674	284.13824
31.05277	296.2368
34.579433	305.4664
34.325941	272.03968
32.92856	222.8448
31.715075	185.4816
30.491811	148.65216
29.249751	115.49232
27.599005	81.04256
25.913207	51.30768
23.831423	21.5728
21.267928	-7.8952
17.709515	-34.20512
13.802614	-56.31168
10.0857685	-79.70816
6.403848	-102.0816
2.864485	-124.45504
-0.934847	-147.34
-4.699127	-168.37904
-8.339963	-186.79376
-12.135993	-204.69696
-16.838295	-224.15696
-20.802219	-239.16896
-24.785193	-252.3128
-28.666821	-263.89984
-33.327848	-275.46464
-36.433125	-282.84832
-36.176458	-255.9824
-35.070669	-217.0624
-33.967928	-182.32352
-32.466026	-140.75696
-31.04642	-103.416
-29.582618	-71.30144
-27.766899	-37.09632
-25.881584	-9.74112
-22.842855	20.50528
-18.42262	49.19488
-13.907262	73.392
-9.51865	97.09984
-5.171186	120.22944
0.053848	147.07312
5.161788	173.64992
10.082657	198.11392
14.784959	221.53264
19.385788	244.4176
23.80615	261.78704
28.235783	278.35584
32.389953	290.20976
34.446464	296.2368
35.067367	292.5672
34.142172	251.77904
32.938085	211.25776
31.746698	174.96208
30.682057	143.64816
29.376497	111.02208
28.055189	82.08784
26.426541	53.932
24.439753	24.99776
21.936583	-4.73712
18.238851	-32.62608
14.138529	-56.31168
9.7245805	-82.59936
5.443728	-108.93152
1.264285	-132.86176
-2.807462	-155.76896
-6.828536	-175.22896
-10.808335	-191.53088
-14.965553	-207.85504
-19.33829	-225.20224
-23.577931	-238.36832
-28.318333	-251.26752
-32.567372	-261.52016
-35.701224	-266.25728
-34.256345	-209.41184
-33.467294	-184.94784
-31.445708	-128.90304
-29.376624	-79.1744
-27.24404	-38.92
-24.38273	0.53376
-20.786344	32.60384
-16.597376	56.0448
-11.831701	82.59936
-7.763256	103.66064
-2.332228	132.328
2.306828	155.2352
6.6129535	176.27424
10.922381	196.80176
15.51686	217.0624
20.190714	238.36832
25.485471	255.204
31.607252	271.50592
36.889436	279.42336
42.998644	283.8936
45.213524	284.93888
47.761017	282.04768
46.702726	236.5224
44.304077	162.32976
43.255311	138.13264
41.17975	91.2952
38.141021	40.2544
35.15614	3.93648
31.413958	-28.42272
26.594435	-56.0448
21.974556	-80.77568
16.961739	-106.55184
11.4166015	-132.328
6.413373	-153.65616
1.8156555	-170.75872
-2.151507	-183.63568
-6.552819	-195.75648
-10.580116	-206.78752
-14.642338	-215.48336
-19.544284	-226.80352
-23.451185	-233.11968
-27.218767	-239.4136
-31.464758	-243.10544
-36.005389	-245.21824
-38.98392	-243.88384
-43.423205	-237.32304
-47.637573	-225.46912
-46.946693	-198.11392
-43.622849	-106.3072
-41.740709	-65.25216
-39.063168	-21.5728
-36.4744	8.94048
-32.744918	39.18688
-28.118689	62.62784
-23.49246	79.70816
-18.929477	94.9648
-14.129004	108.93152
-9.401429	122.07536
-4.493133	129.70368
0.963295	135.75296
6.277102	142.06912
11.926824	144.42656
17.468723	144.18192
22.855428	144.69344
28.134437	146.80624
32.909637	149.96432
37.675312	154.16768
43.410505	161.28448
44.548044	162.06288
45.926375	149.69744
44.056808	102.61536
41.059354	53.932
37.916104	18.14784
34.151697	-9.47424
30.228921	-32.89296
25.764363	-59.46976
21.353526	-81.82096
16.980789	-99.72416
12.5573155	-114.18016
8.501507	-125.50032
3.111627	-139.4448
-2.22123	-151.81024
-7.408291	-161.0176
-12.807696	-169.42432
-17.814163	-175.22896
-22.858603	-179.16544
-27.842972	-183.63568
-34.215197	-170.49184
-40.305228	-151.54336
-45.837729	-130.23744
-48.20158	-119.18416
-47.491777	-100.76944
-42.713402	-35.27264
-38.112573	-3.42496
-34.440114	14.18912
-28.5115	32.60384
-22.78888	42.87872
-15.000351	52.88672
-7.123176	61.8272
0	70.5008
