"Zhou et al. 1987, Specimen 30207"	
-1.7037	-52.869
-1.8519	-53.616
-2.0185	-54.359
-2.2408	-54.893
-2.4629	-55.315
-2.6852	-55.636
-2.8148	-55.742
-2.9629	-56.116
-3.0371	-56.325
-3.1111	-56.485
-3.1111	-56.539
-3.1482	-55.689
-3.1852	-54.199
-3.2037	-53.403
-3.2037	-52.286
-3.0371	-48.986
-2.9445	-46.646
-2.9074	-44.412
-2.8703	-41.86
-2.8519	-39.147
-2.6852	-36.221
-2.5926	-35.743
-2.3889	-34.2
-2.2963	-32.924
-2.1482	-30.902
-2	-29.413
-1.8334	-27.02
-1.7408	-24.946
-1.4815	-22.02
-1.2777	-18.775
-1.1481	-16.861
-0.94445	-14.095
-0.85185	-12.765
-0.70371	-10.266
-0.64814	-8.7763
-0.55556	-7.7124
-0.44445	-5.5315
-0.31482	-4.0955
-0.27777	-2.4999
-0.11111	-0.47869
0	0.47869
0.055556	0.74464
0.092593	2.8722
0.12963	6.3295
0.18519	8.3507
0.27777	9.255
0.4074	10.584
0.57408	11.648
0.77777	13.031
0.85185	14.202
0.9074	15.531
0.92593	16.701
0.98148	18.084
0.94445	20.212
1.037	22.818
1.0556	24.094
1.0741	24.999
1.1111	26.488
1.1296	27.286
1.2037	28.403
1.2593	28.881
1.4445	30.158
1.6482	31.222
1.9074	32.764
2.074	33.828
2.1666	34.413
2.6666	38.562
2.7777	40.211
2.8703	41.115
3.0185	42.125
3.0926	42.604
3.1852	43.136
3.3148	43.509
3.4074	43.827
3.5185	44.306
3.4629	42.817
3.3519	41.434
3.1852	39.785
3.1297	38.668
3.074	37.711
3.0555	36.221
2.9815	34.573
3	33.083
2.9629	31.541
2.8703	30.424
2.7777	29.254
2.6852	27.498
2.6111	25.531
2.5	22.871
2.3889	20.371
2.3334	17.606
2.1111	15.159
2	12.765
1.8889	10.052
1.7222	7.4464
1.574	4.6806
1.4629	2.3403
1.3703	0.053189
1.2222	-2.5531
1.1667	-5.0529
1.0741	-7.393
1.0185	-9.3613
0.9074	-12.127
0.77777	-13.829
0.70371	-15.318
0.66666	-16.648
0.59259	-17.765
0.18519	-22.659
0	-24.254
-0.20371	-25.637
-0.44445	-27.073
-0.64814	-28.669
-0.81482	-30.211
-0.9074	-32.179
-1.0556	-34.413
-1.2037	-35.636
-1.2593	-36.86
-1.2963	-37.817
-1.3889	-38.987
-1.426	-39.253
-1.6297	-41.7
-1.7777	-42.977
-1.8703	-43.774
-2	-44.734
-2.1297	-45.476
-2.2592	-46.433
-2.3703	-47.34
-2.4815	-48.243
-2.6297	-49.786
-2.7222	-50.743
-2.8148	-51.646
-2.9445	-51.913
-3	-51.859
-3.0185	-50.796
-2.9815	-49.413
-2.926	-47.709
-2.8519	-46.219
-2.7963	-43.881
-2.7963	-41.434
-2.8148	-40.104
-2.7777	-39.093
-2.7037	-37.604
-2.5555	-35.902
-2.3703	-33.828
-2.2037	-31.488
-2.0185	-29.307
-1.8889	-27.605
-1.6852	-25.158
-1.5555	-21.754
-1.3519	-18.509
-1.0556	-14.786
-0.85185	-11.861
-0.83334	-9.9462
-0.77777	-9.0953
-0.66666	-7.6061
-0.55556	-5.4786
-0.37037	-3.3509
-0.31482	-1.968
-0.27777	-1.0106
-0.16666	-0.31913
-0.092593	0.37232
0.055556	2.2871
0.092593	3.8828
0.092593	5.5849
0.11111	8.6696
0.33334	10.266
0.51852	11.595
0.74074	13.031
0.87037	14.148
0.9074	18.031
0.96296	20.531
1.0185	22.659
1.0926	25.052
1.2222	27.073
1.3519	29.467
1.6666	31.594
1.7777	33.615
1.8889	34.998
2.1111	36.966
2.2222	38.243
2.4629	39.945
2.6852	41.753
2.8334	43.083
3.0185	44.52
3.2777	45.316
3.426	45.53
3.5926	45.583
3.8703	45.743
4.1297	45.85
4.5185	46.219
4.7777	46.539
5.0926	46.753
5.4074	46.86
5.7037	46.966
5.9814	47.02
6.2037	47.02
6.4259	46.913
6.7408	46.433
6.8334	45.53
7	44.04
7.0556	42.338
7.0556	40.477
6.9445	38.402
6.7408	35.849
6.5	33.243
6.2963	30.902
6.1297	28.669
5.9445	25.637
5.7408	23.19
5.5371	20.744
5.2222	18.084
5	16.116
4.7963	14.202
4.5	11.382
4.3148	9.0419
4.0556	6.3295
3.7408	3.9359
3.3703	1.5957
3.1297	-0.21276
2.8519	-2.2339
2.5	-4.8403
2.2037	-6.7018
2.0555	-8.2444
2	-10.266
1.8703	-12.499
1.574	-15.105
1.4074	-16.754
1.1481	-18.989
0.9074	-21.063
0.66666	-23.137
0.4074	-25.743
0.22222	-27.392
-0.074074	-29.467
-0.20371	-30.796
-0.38889	-32.871
-0.51852	-34.679
-0.68519	-36.434
-0.79629	-37.551
-0.87037	-38.615
-1	-40.742
-1.037	-42.657
-1.0926	-44.04
-1.2963	-45.209
-1.4445	-46.326
-1.6297	-47.389
-1.9074	-48.457
-2.1297	-49.466
-2.4629	-50.796
-2.5926	-51.646
-2.7408	-52.442
-2.8519	-53.082
-3.0185	-53.772
-3.2222	-54.359
-3.574	-54.942
-3.9074	-55.155
-4.5371	-54.893
-5.0926	-54.039
-5.6666	-52.816
-6.0556	-52.126
-6.4259	-51.432
-6.7037	-50.583
-6.8703	-49.359
-6.9629	-47.816
-7.0185	-46.219
-7.074	-44.84
-7.0556	-44.04
-6.9445	-42.711
-6.574	-40.211
-6.2408	-37.285
-5.9445	-33.775
-5.7037	-30.477
-5.4814	-26.648
-5.2963	-23.775
-5.2408	-22.818
-5.1666	-21.967
-5.0556	-19.627
-4.8334	-17.393
-4.5926	-14.84
-4.4629	-13.084
-4.3148	-11.223
-4.1482	-8.7763
-3.9445	-6.7552
-3.7777	-4.9466
-3.4629	-3.1382
-3.2037	-1.4893
-2.8519	0.58509
-2.6666	1.8084
-2.4445	3.1913
-2.2408	4.734
-2.0185	6.2761
-1.8148	8.191
-1.6666	9.9995
-1.4815	11.382
-1.2963	12.872
-1.2037	13.776
-1.0185	15.212
-0.77777	16.701
-0.46297	18.616
0.018519	20.478
0.53703	22.073
1.1111	24.041
1.6852	26.222
1.9445	27.392
2.4074	29.733
2.6666	31.382
2.9629	33.137
3.2963	34.466
3.6482	35.424
4.0371	36.541
4.5	37.551
4.9814	38.509
5.5371	39.839
6.0556	41.008
6.3148	41.487
6.7037	41.913
6.9814	41.966
7.1852	41.54
7.2963	40.849
7.2963	38.987
7.2593	37.285
7.2408	35.902
7.0926	34.147
6.9629	32.817
6.8703	31.488
6.5371	27.339
6.0556	22.925
5.7963	19.893
5.4629	17.18
5.1297	15.159
4.8334	13.138
4.5371	11.223
4.3703	9.4676
4.1666	7.7658
3.9445	5.6912
3.6297	3.2445
3.3148	0.79784
3.074	-1.1701
2.8334	-3.0318
2.5926	-4.5743
2.4445	-5.5849
2.2037	-6.8615
2.0371	-7.8721
1.7222	-9.3079
1.2777	-11.329
0.94445	-13.138
0.70371	-14.414
0.57408	-15.478
0.38889	-16.914
0.37037	-17.34
0.24074	-20.105
0.16666	-21.541
0	-23.243
-0.14815	-24.68
-0.33334	-25.85
-0.64814	-27.605
-0.87037	-29.147
-1	-30.264
-1.2037	-31.328
-1.5371	-32.445
-2.0371	-34.307
-2.6852	-36.541
-3.1666	-38.19
-3.7777	-40.53
-4.1482	-41.7
-4.5926	-42.817
-5.0371	-43.934
-5.3889	-44.466
-5.6666	-44.889
-5.9074	-45.049
-6.3889	-44.734
-6.5926	-44.253
-6.8148	-43.509
-6.8889	-42.977
-6.8703	-42.285
-6.7408	-40.849
-6.5556	-39.573
-6.3334	-38.083
-5.9814	-35.158
-5.7592	-31.594
-5.5371	-28.615
-5.4259	-25.85
-5.2963	-23.456
-5.0371	-19.999
-4.7777	-17.127
-4.5	-13.67
-4.2592	-11.063
-3.9074	-7.5527
-3.7222	-4.9466
-3.4629	-2.8722
-3.1297	-0.85104
-2.7592	1.2233
-2.426	3.7232
-2.0926	5.9038
-1.8148	7.8721
-1.5555	9.8932
-1.2963	12.233
-1.1111	14.095
-0.88889	15.531
-0.61111	17.127
-0.16666	18.723
0.27777	20.69
0.72222	22.499
1.2963	24.892
1.6666	26.329
1.8519	27.18
2.2963	29.201
2.5555	30.318
2.8889	31.434
3.0926	32.073
3.4815	32.764
3.8334	33.403
4.3148	33.988
4.7777	34.839
5.1666	35.689
5.3334	36.009
5.6111	36.541
5.9445	37.019
6.2963	37.445
6.7963	37.658
7.0185	37.711
7.2222	37.551
7.2777	36.434
7.2963	35.105
6.9074	32.073
6.6482	29.892
6.3889	27.02
6.1852	25.052
5.8889	21.861
5.6852	19.52
5.4629	17.446
5.1297	15.265
4.8889	13.297
4.5926	10.532
4.1852	7.925
3.926	5.5849
3.6666	3.8828
3.426	1.968
3.2592	0.47869
2.9445	-1.7552
2.7408	-3.085
2.4445	-5.0529
2.2222	-6.2232
1.8519	-7.9784
1.4074	-10.266
1.037	-11.967
0.74074	-13.882
0.59259	-15.478
0.48148	-17.074
0.37037	-18.775
0.18519	-20.212
-0.018519	-21.488
-0.29629	-22.552
-0.51852	-23.828
-0.64814	-24.68
-0.83334	-25.637
-1.2407	-27.605
-1.5926	-29.254
-1.8703	-30.318
-2.5555	-31.913
-3.1852	-33.403
-3.8703	-34.945
-4.3148	-36.328
-4.7408	-36.913
-5.1297	-37.126
-5.7592	-37.072
-6.1111	-36.168
-6.3148	-34.998
-6.5185	-33.828
-6.6852	-32.871
-6.7963	-32.073
-6.8889	-30.264
-6.9629	-28.881
-7.1297	-26.169
-7.1297	-24.999
-7.1482	-23.669
-7.2037	-22.925
-7.1852	-22.18
-6.8334	-19.893
-6.4629	-16.329
-6.2408	-13.989
-6	-11.861
-5.6297	-8.9356
-5.3148	-6.5955
-5.0185	-4.6273
-4.9259	-3.1913
-5.1852	-1.8084
-5.4074	-0.69144
-5.5926	0.53189
-5.6666	1.3829
-5.6666	1.6488
-5.5556	1.8084
-5.4629	2.0744
