"Zhou et al. 1985, Specimen 1007"	
0.316905	7.7755
0.36619	8.6162
0.54225	10.403
0.59155	11.418
0.6338	12.049
0.69015	12.714
0.7324	13.24
0.76055	13.695
0.79575	14.15
0.8169	14.431
0.838	14.816
0.8662	15.271
0.87325	15.552
0.95775	17.093
1.0211	18.073
1.04225	18.669
1.07745	19.194
1.21125	19.79
1.32395	20.84
1.40145	21.681
1.4718	22.346
1.5423	22.872
1.58445	23.257
1.63375	23.712
1.676	24.098
1.7112	24.308
1.7253	24.308
1.7324	24.168
1.7676	23.852
1.7676	23.292
1.7676	22.872
1.7676	22.312
1.7535	21.926
1.7394	21.296
1.676	20.175
1.62675	19.369
1.58445	18.704
1.5282	17.513
1.4929	16.953
1.42255	15.937
1.36615	15.166
1.33095	14.571
1.30275	13.87
1.2676	13.065
1.2535	12.434
1.19715	11.418
1.16195	10.788
1.1056	9.8421
1.0563	9.0366
1.01405	8.3013
0.9507	7.0754
0.8803	6.1645
0.84505	5.5689
0.8169	4.9386
0.7817	4.2031
0.7535	3.7478
0.7183	2.8721
0.69015	2.3117
0.66195	1.8213
0.62675	1.2259
0.5845	0.31523
0.52815	-0.49035
0.457745	-1.9264
0.42253	-2.732
0.37324	-3.6777
0.29577	-4.5183
0.239435	-5.149
0.16901	-6.2348
0.119715	-7.2502
0.06338	-8.1261
0.0211265	-8.7216
-0.056335	-9.6673
-0.140845	-10.543
-0.190145	-11.208
-0.27465	-12.574
-0.330985	-13.275
-0.39436	-14.01
-0.47183	-14.851
-0.52815	-15.657
-0.5845	-16.322
-0.669	-17.338
-0.72535	-18.073
-0.8169	-19.089
-0.8803	-19.685
-0.94365	-20.49
-1.04225	-21.366
-1.11265	-21.891
-1.1831	-22.486
-1.26055	-23.222
-1.3099	-23.642
-1.4366	-24.728
-1.4648	-24.938
-1.5	-25.149
-1.5423	-25.358
-1.57745	-25.218
-1.59155	-24.798
-1.59155	-24.168
-1.59155	-23.432
-1.57745	-22.592
-1.5423	-21.996
-1.5	-21.261
-1.4648	-20.595
-1.4295	-19.649
-1.38025	-18.844
-1.31685	-17.758
-1.2535	-16.882
-1.19715	-15.761
-1.16195	-14.956
-1.11265	-13.66
-1.07745	-12.925
-1.02815	-11.909
-0.9859	-10.963
-0.9507	-10.333
-0.8803	-9.1415
-0.83095	-8.336
-0.77465	-7.2854
-0.7042	-6.1645
-0.65495	-5.5689
-0.5845	-4.7634
-0.485915	-3.6777
-0.436615	-3.1873
-0.330985	-1.9614
-0.27465	-1.1909
-0.19718	-0.070052
-0.140845	0.70052
-0.112675	1.1909
-0.056335	2.1015
-0.0211265	2.9772
0	3.3975
0.035211	4.063
0.10563	5.2188
0.17606	6.4798
0.22535	7.4255
0.309855	8.6865
0.352105	9.2118
0.40141	9.8074
0.457745	10.823
0.56335	12.259
0.5845	12.889
0.61265	13.52
0.6479	14.291
0.669	14.711
0.73945	15.657
0.82395	16.602
0.9366	17.723
1.0352	18.774
1.16195	20.245
1.2817	21.401
1.4507	23.152
1.56335	24.203
1.64785	25.184
1.7394	26.094
1.82395	27.005
1.92255	27.951
2.0211	28.826
2.08445	29.282
2.14085	29.177
2.176	28.581
2.18315	28.021
2.16905	26.83
2.1619	26.305
2.13375	25.358
2.11265	24.658
2.08445	23.888
2.04925	23.082
2.0141	22.346
1.9859	21.751
1.90845	20.63
1.83795	19.719
1.77455	18.844
1.7465	18.459
1.6971	17.618
1.59855	15.832
1.507	14.536
1.4577	13.415
1.40145	12.294
1.34505	11.173
1.2676	10.193
1.2042	9.1767
1.11265	7.7409
1.04225	6.5848
0.9507	5.1139
0.82395	3.5026
0.72535	1.9614
0.61265	0.49035
0.5	-1.0508
0.44366	-1.8564
0.34507	-3.3975
0.19718	-5.709
0.133805	-6.7952
0.084505	-7.6706
0.0281685	-8.3711
-0.042253	-9.4218
-0.190145	-10.893
-0.239435	-11.804
-0.39436	-13.975
-0.5352	-15.761
-0.61265	-17.268
-0.69015	-18.424
-0.7817	-19.194
-0.92955	-20.63
-1.0704	-21.996
-1.2042	-23.117
-1.27455	-23.852
-1.4154	-24.903
-1.4507	-25.149
-1.60565	-26.41
-1.62675	-26.655
-1.7817	-27.705
-1.87325	-28.266
-1.9507	-28.966
-2.0141	-29.317
-2.07745	-29.632
-2.18315	-29.737
-2.2253	-29.702
-2.2676	-29.351
-2.27455	-28.966
-2.27455	-28.301
-2.2535	-27.32
-2.2112	-26.024
-2.14085	-25.149
-2.09155	-23.818
-2.0423	-23.047
-1.9507	-21.506
-1.85205	-20.455
-1.7606	-19.474
-1.6901	-18.319
-1.61975	-16.953
-1.5211	-15.692
-1.4436	-14.255
-1.38025	-12.854
-1.33805	-11.944
-1.26055	-10.298
-1.19715	-9.4569
-1.0845	-8.4063
-0.99295	-7.2854
-0.90845	-6.1996
-0.76055	-4.7634
-0.64085	-3.1523
-0.54225	-2.1716
-0.36619	-0.35026
-0.330985	0.17513
-0.281685	1.1909
-0.20423	2.5569
-0.112675	3.8529
-0.042253	4.9035
0.035211	6.0595
0.12676	7.2502
0.22535	8.4414
0.316905	9.5272
0.408445	10.683
0.485915	11.734
0.5493	12.889
0.61265	13.765
0.64085	14.466
0.74645	15.832
0.82395	16.532
0.89435	17.408
1	18.529
1.0986	19.545
1.169	20.35
1.26055	21.191
1.38025	22.276
1.4507	22.942
1.54925	23.818
1.64085	24.903
1.7535	25.849
1.86615	26.62
1.9718	27.565
2.06335	28.371
2.11265	29.001
2.1971	30.017
2.2112	30.472
2.38735	31.909
2.4436	32.364
2.53515	33.099
2.6619	34.01
2.7817	34.71
2.85915	35.166
2.9718	35.831
3.03515	36.217
3.08445	36.602
3.09155	36.672
3.1619	36.672
3.2394	36.707
3.34505	36.707
3.4154	36.707
3.4647	36.742
3.54215	36.672
3.59855	36.567
3.64085	36.427
3.6619	36.252
3.6689	35.691
3.676	35.166
3.6478	34.465
3.61265	33.765
3.59155	33.17
3.56335	32.539
3.54925	32.329
3.5141	31.698
3.4436	30.297
3.3872	29.457
3.33095	28.651
3.2535	27.811
3.1901	27.04
3.11265	26.024
3.0282	24.938
2.9507	24.063
2.86615	23.222
2.8099	22.312
2.77455	21.611
2.7324	21.086
2.65495	20.07
2.58445	19.159
2.4929	18.003
2.36615	16.637
2.3099	15.937
2.26045	15.306
2.1901	14.466
2.11965	13.625
2.06335	12.889
1.9788	11.594
1.9295	10.823
1.85915	9.7723
1.80275	8.9316
1.68315	8.1612
1.6619	8.0211
1.38025	5.254
1.28865	4.4831
1.17605	3.3975
1.14085	3.1173
1.0845	2.2417
1.0211	1.1909
0.9718	0.63046
0.8521	-1.1559
0.69015	-3.0472
0.49295	-4.7287
0.42253	-5.604
0.359155	-6.3749
0.281685	-7.1804
0.19718	-8.0211
0.09859	-8.8964
0.077465	-9.1068
-0.0211265	-10.193
-0.112675	-11.138
-0.19718	-11.909
-0.30282	-12.925
-0.457745	-14.851
-0.52815	-15.761
-0.6056	-16.602
-0.66195	-17.198
-0.73945	-18.248
-0.83095	-19.299
-0.89435	-19.79
-1.07745	-21.191
-1.1479	-21.821
-1.35205	-23.292
-1.4577	-24.413
-1.55625	-25.184
-1.66905	-25.954
-1.82395	-26.83
-1.9154	-27.285
-2.007	-27.74
-2.13375	-28.441
-2.2324	-28.931
-2.31685	-29.177
-2.4366	-29.351
-2.4929	-29.317
-2.507	-29.211
-2.5282	-28.686
-2.54215	-28.406
-2.56335	-27.776
-2.61265	-26.479
-2.6619	-25.674
-2.64085	-24.903
-2.59855	-24.308
-2.55625	-23.678
-2.4859	-22.697
-2.2324	-19.229
-2.14085	-18.284
-2.07745	-17.513
-1.9507	-15.937
-1.90145	-15.201
-1.83095	-14.326
-1.7324	-12.714
-1.65495	-11.664
-1.57745	-10.753
-1.4718	-9.5272
-1.38025	-8.4063
-1.2535	-7.1804
-1.1549	-6.1293
-1.07745	-5.2891
-0.9648	-4.133
-0.82395	-2.8021
-0.7042	-1.7163
-0.6197	-0.80558
-0.54225	0.1401
-0.478865	1.0858
-0.44366	1.5411
-0.309855	3.2924
-0.239435	3.9579
-0.154925	4.9035
-0.09859	5.6743
-0.049295	6.4798
0.0140845	7.6706
0.084505	8.5815
0.154925	9.4569
0.218315	10.368
0.30282	11.488
0.330985	11.874
0.39436	12.399
0.485915	13.134
0.54225	13.66
0.65495	14.5
0.6972	14.781
0.7676	15.341
0.8169	16.602
0.9155	17.513
0.9648	17.933
1.04225	18.704
1.2394	20.806
1.34505	21.856
1.42255	22.557
1.5282	23.397
1.61975	24.203
1.6901	24.903
1.7817	25.744
1.87325	26.585
1.9154	27.075
2.007	27.881
2.09855	28.686
2.1478	28.966
2.2324	29.177
2.28865	29.282
2.38735	29.632
2.4788	30.087
2.59855	30.753
2.7112	31.523
2.7817	32.083
2.85915	32.679
2.9154	33.134
3.0282	33.87
3.14085	34.22
3.26045	34.536
3.37325	34.956
3.4013	34.991
3.4859	35.201
3.57035	35.446
3.61965	35.516
3.6901	35.551
3.6971	35.516
3.7183	34.886
3.7183	33.94
3.7183	33.415
3.7183	32.819
3.6971	32.154
3.65495	31.138
3.58445	29.947
3.5141	28.826
3.4013	27.565
3.33095	26.865
3.27455	25.884
3.1971	24.833
3.12675	23.852
3.09155	23.537
2.9436	21.506
2.84505	20.385
2.7535	19.334
2.6971	18.809
2.65495	17.828
2.55625	17.058
2.4929	16.392
2.4154	15.516
2.34505	14.781
2.27455	13.87
2.2253	13.1
2.15495	12.189
2.07035	11.208
1.9929	10.578
1.9295	10.193
1.7958	8.5815
1.68315	7.1804
1.59855	6.62
1.5352	5.8843
1.4366	4.9738
1.32395	3.6427
1.1831	2.2066
1.0704	1.366
0.94365	0.035026
0.7817	-2.0665
0.67605	-3.2224
0.6056	-3.9229
0.47183	-5.254
0.338025	-6.865
0.218315	-8.1612
0.133805	-9.1415
0.077465	-9.7723
-0.007042	-10.718
-0.140845	-11.734
-0.281685	-12.749
-0.40141	-13.835
-0.52815	-14.746
-0.71125	-16.147
-0.8169	-17.093
-0.9648	-17.933
-1.09155	-18.634
-1.27455	-19.685
-1.4507	-20.63
-1.58445	-21.366
-1.66905	-21.926
-1.7535	-22.522
-1.85915	-23.047
-1.9859	-23.642
-2.11265	-24.168
-2.2042	-24.623
-2.4366	-25.113
-2.54215	-25.184
-2.64085	-25.113
-2.76045	-25.149
-2.9013	-25.078
-3.0141	-24.868
-3.1971	-24.763
-3.27455	-24.658
-3.2958	-24.588
-3.33095	-24.273
-3.35205	-23.187
-3.35915	-21.716
-3.37325	-20.56
-3.35915	-20
-3.2676	-18.914
-3.2042	-18.284
-3.14085	-17.618
-3.06335	-16.918
-2.9929	-16.147
-2.90845	-15.201
-2.8099	-14.255
-2.6478	-12.504
-2.55625	-11.348
-2.4154	-9.4569
-2.3099	-8.6865
-2.1478	-7.2854
-2.0423	-6.4798
-1.9154	-5.604
-1.7676	-4.4484
-1.62675	-3.3275
-1.4577	-2.1716
-1.32395	-1.0858
-1.1549	0.42031
-1.06335	1.331
-0.94365	2.4168
-0.8662	3.0472
-0.79575	3.7828
-0.7324	4.4831
-0.6338	5.3941
-0.5845	5.8843
-0.52815	6.3749
-0.408445	7.6706
-0.2676	8.7915
-0.16901	9.6321
-0.0281685	10.753
0.0211265	11.278
0.161975	12.539
0.260565	13.625
0.380275	14.711
0.4507	15.306
0.57745	16.287
0.7042	17.127
0.8662	18.143
1.0352	18.984
1.4648	21.506
1.60565	22.312
1.7394	23.222
1.88025	24.028
2.0211	25.078
2.2042	25.989
2.34505	26.585
2.5211	27.6
2.7465	28.721
2.88735	29.527
3.04215	30.087
3.16905	30.437
3.2253	30.612
3.39435	31.033
3.507	31.313
3.64085	31.698
3.80275	32.224
3.9647	32.434
4	32.434
4.07745	31.873
4.04215	30.543
4.02105	30.017
3.9295	28.406
3.78865	27.04
3.7112	26.129
3.5141	24.518
3.4436	23.502
3.2676	21.786
3.1619	20.49
3.007	18.949
2.7817	16.987
2.64085	15.761
2.4507	14.186
2.30275	12.96
2.13375	11.769
2.007	10.683
1.89435	9.8074
1.7676	8.7915
1.58445	7.4606
1.4366	6.0946
1.1831	4.7634
1.0211	3.7127
0.89435	2.697
0.7324	1.1559
0.56335	-0.35026
0.429575	-1.296
0.32394	-1.9965
0.161975	-3.2924
-0.0140845	-4.4133
-0.09155	-4.9035
-0.387325	-6.97
-0.6056	-8.6162
-0.79575	-9.8421
-1.07745	-11.243
-1.27455	-12.119
-1.4366	-12.994
-1.61975	-13.905
-1.82395	-14.851
-1.9577	-15.621
-2.1971	-16.847
-2.31685	-17.338
-2.4507	-17.933
-2.59155	-18.179
-2.7183	-17.933
-2.81685	-17.408
-2.82385	-16.427
-2.7958	-15.692
-2.7465	-14.921
-2.61965	-13.66
-2.5	-12.574
-2.2394	-10.508
-2.0282	-8.5815
-1.82395	-6.515
-1.66905	-5.1837
-1.4789	-3.8879
-1.26055	-1.9965
-1.09155	-0.70052
-0.9718	0.28021
-0.80985	1.9614
-0.7042	3.5726
-0.5845	4.7287
-0.40141	5.7441
-0.190145	7.8458
0.007042	9.1767
0.14789	10.228
0.288735	11.418
0.47183	12.889
0.57745	13.66
0.65495	14.255
0.8028	15.937
0.90845	16.427
1.0563	17.373
1.26055	18.248
1.4507	19.264
1.6619	20.105
1.90845	21.331
2.2183	23.082
2.4013	24.063
2.59855	25.218
2.80275	26.129
2.9788	26.97
3.1619	27.845
3.31685	28.476
3.40845	28.686
3.53515	28.966
3.58445	29.001
3.7042	29.071
3.85205	29.211
3.9506	29.282
4.007	29.317
4.05625	29.211
4.08445	28.791
4.09145	28.196
4.03515	26.97
3.9647	26.129
3.89435	25.289
3.7676	24.063
3.59855	22.522
3.4929	21.541
3.28865	19.685
3.1337	18.319
2.9436	16.813
2.7676	15.306
2.54215	13.73
2.36615	12.294
2.1971	10.998
2.08445	10.017
1.9718	9.0717
1.86615	8.1612
1.6971	7.0754
1.60565	6.4447
1.5141	5.8144
1.36615	4.9035
1.22535	3.8529
1.0563	2.8371
0.87325	1.7863
0.76055	1.1559
0.5845	-0.1401
0.44366	-1.1909
0.436615	-1.2259
0.29577	-2.3117
0.133805	-3.4325
-0.119715	-4.9386
-0.32394	-6.1293
-0.478865	-6.97
-0.72535	-8.3013
-0.97885	-9.7723
-1.2958	-10.998
-1.4718	-11.874
-1.59155	-12.364
-1.80275	-13.31
-1.9154	-13.765
-2.0211	-14.291
-2.12675	-14.641
-2.2535	-14.886
-2.31685	-14.956
-2.4718	-15.026
-2.54215	-15.131
-2.6619	-15.341
-2.76045	-15.516
-2.85915	-15.657
-2.9436	-15.692
-3.06335	-15.692
-3.1619	-15.692
-3.2535	-15.552
-3.34505	-15.516
-3.4507	-15.481
-3.52805	-15.481
-3.60555	-15.481
-3.6619	-15.481
