"Wight and Sozen, 1973, Spec. WS067W"	
8.0736	-4.0886
6.5733	-6.4429
4.5728	-9.7878
3.7866	-11.647
3.4295	-12.514
2.5007	-15.363
1.5004	-18.089
0.78593	-19.824
0	-21.93
-1.429	-26.638
-2.1434	-28.744
-2.9294	-31.099
-3.6439	-33.205
-4.3584	-35.435
-5.2156	-37.913
-6.2159	-40.763
-7.0734	-42.869
-7.9306	-44.729
-9.0025	-47.207
-9.7884	-49.066
-10.503	-50.921
-11.289	-53.398
-12.003	-55.507
-12.861	-57.366
-14.361	-59.719
-16.076	-62.695
-17.433	-65.172
-19.648	-68.762
-20.934	-70.995
-22.363	-73.348
-23.721	-75.207
-24.935	-76.817
-26.22	-78.676
-27.221	-80.037
-28.509	-81.647
-29.652	-83.258
-30.295	-84.005
-30.366	-84.005
-30.366	-83.507
-29.865	-79.17
-29.365	-75.576
-28.435	-71.244
-27.65	-66.533
-27.221	-64.18
-26.22	-60.213
-24.935	-55.258
-24.435	-51.788
-24.078	-49.186
-23.363	-45.098
-21.577	-35.807
-19.863	-29.364
-19.005	-25.895
-18.434	-22.673
-17.648	-19.328
-16.719	-16.603
-15.576	-13.133
-14.861	-10.284
-14.147	-7.5576
-13.361	-5.0801
-12.289	-1.9824
-10.932	0.99119
-8.288	6.9384
-7.0734	9.4164
-6.1445	11.523
-4.6441	14.62
-3.3581	17.47
-2.0006	20.195
-0.78593	22.302
0.50013	24.78
1.7862	27.01
3.2865	29.612
3.7866	30.851
5.43	37.046
6.3589	39.4
7.2161	41.63
7.7879	43.241
8.5024	45.347
9.1453	46.708
12.218	52.905
13.718	56.498
14.433	57.984
15.147	59.225
16.433	61.947
16.933	63.562
17.576	65.417
18.005	66.658
18.934	69.011
19.934	70.995
21.077	72.978
22.077	74.713
23.221	76.817
24.078	78.303
24.864	79.668
26.365	81.897
27.15	83.013
27.864	83.756
29.294	84.872
29.794	85.366
30.295	85.74
31.008	86.233
31.151	86.358
30.579	84.25
29.936	78.676
28.222	72.356
27.437	69.135
26.22	64.18
25.007	59.594
23.721	55.507
22.721	51.788
22.077	48.941
21.363	45.717
20.077	39.895
19.434	36.798
18.719	33.453
17.862	29.612
16.933	25.399
16.219	21.93
15.075	16.85
14.004	12.266
13.004	7.8058
12.503	4.8319
11.932	2.3541
11.432	0.1239
10.289	-1.7346
8.5738	-4.3364
7.0734	-6.6907
4.8585	-10.036
3.5009	-12.514
2.0006	-15.363
0.92883	-17.965
0.071448	-20.072
-0.71448	-22.797
-1.5719	-25.647
-2.858	-29.24
-3.8583	-32.709
-4.6441	-34.939
-5.9301	-39.648
-6.9304	-42.497
-8.145	-45.841
-10.86	-53.398
-11.718	-55.631
-13.575	-58.976
-14.79	-62.072
-16.076	-64.305
-17.433	-66.658
-18.934	-68.886
-20.791	-71.364
-22.22	-73.223
-23.864	-75.576
-25.507	-77.56
-26.007	-78.178
-27.793	-80.411
-29.007	-81.527
-30.579	-83.138
-31.079	-83.631
-30.295	-78.925
-29.652	-74.589
-28.793	-70.496
-28.08	-67.031
-27.437	-64.18
-27.008	-63.188
-26.65	-60.213
-25.007	-54.266
-24.221	-50.921
-23.363	-46.833
-22.506	-42.373
-21.934	-39.276
-20.934	-35.187
-20.006	-31.346
-19.077	-27.258
-18.291	-23.665
-17.576	-20.691
-16.576	-17.346
-15.647	-13.505
-14.861	-10.407
-13.932	-7.6817
-12.432	-3.4692
-11.575	-0.99119
-10.432	1.7346
-9.5026	4.2126
-8.5738	6.3188
-7.5021	8.6727
-6.5733	10.407
-5.2156	13.01
-3.2151	16.231
-1.5004	18.956
-0.21434	21.31
2.2149	26.39
3.0724	28.373
4.3584	31.718
5.5014	35.435
6.5019	38.904
7.5735	42.249
8.7881	45.347
9.717	47.576
10.503	49.684
11.646	52.655
13.361	56.992
14.29	59.101
15.29	61.329
17.291	64.674
18.362	65.79
19.434	67.151
20.648	69.135
21.577	70.745
22.363	72.111
23.149	73.348
23.864	74.589
24.65	75.825
25.436	77.066
26.149	78.058
26.792	79.045
27.579	80.286
28.151	81.278
29.294	82.639
30.008	83.631
30.508	84.125
30.866	83.138
30.579	82.021
29.652	78.676
29.08	76.692
28.58	74.713
28.08	72.605
27.221	69.629
25.936	64.798
25.15	61.827
24.435	58.851
23.864	56.125
23.078	52.78
22.292	49.684
21.434	46.215
20.648	42.745
20.148	40.019
18.719	33.081
17.933	29.488
17.219	26.638
16.504	23.417
15.576	19.7
14.861	16.603
13.932	12.142
13.504	9.1687
13.147	7.1862
12.718	4.956
12.218	2.8497
11.86	1.4868
11.503	0.74339
9.9314	-1.8585
9.2883	-3.0975
8.288	-4.4605
6.716	-7.0621
5.43	-9.6642
4.0726	-12.39
2.572	-16.354
1.2861	-19.7
-0.1429	-23.541
-1.9291	-28.621
-3.1438	-31.222
-4.144	-33.824
-5.43	-37.541
-6.5733	-40.639
-7.7163	-43.736
-9.0025	-46.958
-10.36	-50.676
-11.432	-53.523
-12.718	-56.992
-14.29	-60.337
-15.933	-63.313
-17.433	-66.039
-18.791	-68.392
-20.22	-70.496
-21.934	-72.605
-23.435	-74.589
-25.078	-76.817
-26.22	-78.178
-27.221	-79.17
-28.722	-80.78
-29.652	-81.647
-31.079	-82.395
-31.793	-83.138
-25.578	-58.109
-21.006	-34.072
-14.933	-11.027
-10.432	1.1151
-5.7874	12.142
-2.072	19.7
3.5725	30.603
7.6449	42.869
11.86	52.655
16.004	61.703
19.148	66.907
21.506	70.496
21.72	70.995
22.149	71.737
22.935	72.978
23.149	73.223
25.649	76.692
26.721	77.56
27.864	78.552
28.509	79.17
28.865	79.419
29.365	79.793
29.365	78.427
27.15	68.642
24.578	58.851
21.577	48.074
21.077	43.984
13.147	6.0711
11.86	0.2478
10.003	-2.3541
7.9306	-5.0801
6.4303	-7.5576
3.7866	-11.275
2.7864	-13.505
1.7148	-15.983
0.64303	-19.576
0	-21.559
-0.64303	-23.665
-1.0003	-24.78
-2.9294	-30.107
-4.0726	-33.205
-5.3586	-36.674
-6.5019	-40.019
-7.4305	-42.497
-8.4308	-44.974
-9.717	-48.074
-11.003	-51.294
-12.003	-54.021
-13.147	-56.623
-14.361	-58.976
-15.504	-61.454
-17.005	-64.056
-18.434	-66.658
-19.863	-69.135
-20.648	-70.376
-22.149	-72.605
-23.578	-74.589
-25.007	-76.568
-26.436	-78.303
-27.508	-79.668
-28.651	-80.905
-29.507	-81.527
-30.508	-81.897
-31.079	-81.897
-31.151	-81.897
-29.865	-77.435
-27.722	-68.019
-25.865	-59.225
-22.578	-42.249
-19.219	-27.134
-16.004	-14.992
-13.004	-6.0711
-8.8595	5.3278
-4.7871	14.248
-0.71448	22.178
2.1434	28.125
5.0729	34.815
7.5021	41.382
9.2169	45.966
10.36	48.692
13.575	56.748
16.433	62.939
19.005	68.143
24.15	75.082
26.937	78.676
29.152	79.913
30.295	80.78
24.007	55.88
20.506	42.993
17.076	26.514
14.504	12.638
12.218	2.3541
10.074	-1.7346
4.5728	-9.7878
1.1432	-17.718
-1.7862	-25.895
-3.8583	-31.346
-5.7874	-37.293
-8.4308	-44.849
-11.217	-52.286
-13.504	-57.735
-17.291	-64.305
-21.649	-71.119
-25.078	-75.456
-28.364	-79.419
-30.579	-81.647
-32.009	-81.772
-30.223	-77.684
-27.579	-68.392
-24.221	-50.178
-22.292	-39.524
-18.862	-26.019
-15.504	-13.381
-12.36	-3.4692
-8.8595	5.8233
-4.5728	14.992
-1.5004	20.939
1.3575	26.266
3.5725	29.984
6.2875	39.152
10.86	50.801
14.647	59.225
19.434	69.011
23.435	75.576
26.937	78.925
33.152	85.366
39.51	90.819
45.941	95.156
50.584	97.011
52.515	97.758
53.871	98.003
54.8	98.376
55.659	98.626
56.444	98.87
57.302	99.119
57.874	99.244
58.659	99.368
58.659	98.252
58.659	96.268
58.659	95.899
58.659	93.541
58.087	90.197
57.945	87.719
56.802	79.17
56.015	72.729
51.084	50.676
49.441	41.63
46.726	32.337
44.511	24.903
42.512	17.594
40.51	12.266
38.224	7.1862
36.01	3.3453
34.867	1.239
31.938	-3.3453
29.365	-7.3098
26.792	-10.036
21.72	-16.479
19.577	-20.195
15.075	-26.143
10.289	-32.462
5.2156	-39.648
2.0006	-43.86
-2.3578	-49.933
-5.7874	-54.639
-9.8598	-60.213
-13.289	-64.429
-16.647	-68.886
-21.006	-74.464
-24.292	-78.552
-29.578	-84.125
-33.294	-86.976
-37.295	-88.835
-40.869	-90.197
-45.583	-91.562
-50.157	-92.674
-54.516	-93.421
-57.658	-93.915
-60.302	-93.915
-59.731	-89.329
-58.374	-82.146
-57.015	-75.082
-55.659	-68.762
-53.444	-56.868
-51.872	-50.053
-49.87	-41.63
-47.155	-30.355
-45.369	-25.028
-43.155	-18.956
-41.082	-13.753
-39.51	-10.16
-37.01	-4.4605
-34.653	-0.3717
-29.294	7.4339
-25.507	10.655
-22.363	14.001
-18.791	17.594
-16.147	20.072
-13.075	23.293
-9.9314	26.762
-6.9304	30.479
-4.7871	33.453
-1.5719	38.037
2.3578	43.612
6.2875	49.809
10.289	55.013
14.075	59.345
17.862	63.931
20.577	67.401
24.792	71.862
28.08	74.833
32.367	78.427
34.653	80.286
39.439	84.125
43.868	86.852
47.513	89.085
50.086	90.695
56.873	93.297
57.8	93.297
58.445	92.674
58.801	90.939
58.872	88.462
58.301	84.25
56.944	78.058
55.443	70.252
53.586	62.072
51.229	50.801
48.941	41.011
46.154	30.107
43.513	21.559
41.082	14.001
38.367	6.5666
35.225	0
32.367	-4.0886
28.151	-8.7968
27.221	-9.9119
22.792	-14.992
19.148	-18.213
14.147	-23.169
9.0025	-29.736
4.2154	-35.311
-2.072	-42.249
-6.9304	-46.833
-11.36	-51.543
-17.505	-57.984
-23.792	-63.562
-28.793	-67.65
-34.082	-71.119
-40.726	-75.825
-46.584	-79.17
-49.657	-81.029
-51.514	-81.772
-53.729	-79.544
-54.658	-78.427
-55.659	-77.435
-56.731	-76.568
-58.087	-75.456
-59.088	-74.339
-59.731	-73.348
-59.731	-73.348
-59.588	-71.364
-58.374	-64.429
-56.944	-57.117
-55.301	-49.066
-52.586	-38.037
-50.871	-31.346
-48.87	-25.523
-46.726	-19.824
-44.155	-13.505
-41.869	-8.6727
-39.012	-2.6019
-35.009	3.8408
-31.58	8.5491
-28.865	11.647
-23.078	17.098
-20.791	19.7
-17.148	23.417
-13.647	26.638
-9.6454	30.355
-6.0731	33.824
-2.9294	36.302
0	38.656
3.3581	41.382
6.716	44.48
9.7884	47.331
12.36	49.684
15.361	52.655
17.933	54.764
21.434	57.86
23.506	59.225
26.078	60.711
28.009	61.329
29.223	61.454
32.222	62.072
34.295	62.321
35.58	62.445
37.224	62.695
38.367	62.815
38.438	62.196
38.296	59.719
37.224	56.374
35.867	53.154
33.294	47.451
30.724	41.506
28.651	35.559
27.292	31.966
25.578	28.249
22.649	22.054
21.22	19.7
19.577	16.85
17.005	12.762
14.075	9.0446
11.432	6.4429
9.5026	4.3364
8.3594	2.8497
