"""Thompson and Wallace, 1994, D3"""	
1.78816	27.16395118
1.36906	20.75628883
1.14046	14.26722404
0.80264	7.425415315
0.37338	1.39807586
-0.03302	-4.54786115
-0.18288	-6.801329909
-0.18034	-6.339604569
-0.1905	-6.366738717
-0.19304	-6.203933829
-0.52324	-12.52974891
-1.17094	-21.29941661
-1.76784	-28.14122533
-2.31648	-34.54844286
-2.83464	-39.62564231
-3.38074	-42.88396419
-3.2004	-36.77477747
-2.7432	-28.46683511
-2.25806	-19.67047808
-1.75514	-11.71527965
-1.25984	-5.253349001
-0.72644	1.561325571
-0.24384	8.267018729
0.23876	14.62041278
0.85344	20.29456349
1.39446	26.2947688
1.94056	31.6708887
2.47396	36.09597895
2.91846	38.62123401
2.8829	34.82022917
2.49174	27.78803659
2.09804	21.24514832
1.73482	15.38061375
1.21158	7.751469915
0.63754	0.801124602
-0.04064	-5.932147526
-0.18034	-7.50681776
-0.1905	-7.479683612
-0.76708	-16.24935131
-1.3716	-23.74282441
-2.00152	-30.3404258
-2.57556	-35.66183258
-3.09626	-40.14163595
-3.45186	-42.06905011
-3.03784	-33.78824189
-2.55524	-25.07328731
-2.032	-16.00514398
-1.524	-8.864414809
-0.96774	-1.805532904
-0.47498	4.873470928
0.09144	12.66541965
0.75438	20.4035449
1.39192	27.00070147
2.06756	33.05517507
2.69748	38.02383793
2.94386	36.80191162
2.5654	30.06863949
2.12852	22.65701366
1.69418	15.19067472
1.24968	8.864414809
0.84328	4.004733366
0.20066	-2.267258244
-0.20066	-7.208342131
-0.3175	-8.945817253
-1.15824	-19.99608786
-2.00914	-28.82002386
-2.86512	-36.88375889
-3.74904	-44.29538472
-4.56438	-47.63510904
-4.1656	-39.51710572
-3.7211	-32.40395552
-3.29438	-25.64354924
-2.62636	-17.09095473
-2.00914	-10.14060941
-1.13538	-0.257996818
-0.28956	9.678884074
0.58166	19.50722837
1.50368	26.5665551
2.20726	32.59389456
2.79908	37.3993077
3.3528	40.68476373
3.88112	43.67129931
4.03352	42.449373
3.69824	36.3406311
3.26136	29.77016386
2.74574	21.95108099
1.99644	13.72454107
1.14808	5.633671897
0.33274	-2.158276829
-0.13716	-8.049945544
-0.62484	-14.21295574
-1.4732	-23.30823322
-2.32918	-30.53036483
-3.19278	-37.07369792
-3.8354	-41.93337937
-4.3688	-45.49017688
-4.4069	-42.66644619
-3.91414	-34.43990627
-3.50266	-28.11409119
-2.9337	-19.80614882
-2.28092	-12.63828551
-1.4859	-4.411745588
-0.61214	5.389464564
0.18796	14.24008989
1.0414	22.98262344
1.78562	28.73862141
2.4384	33.84251019
3.18008	37.80676475
3.6449	40.63049544
4.07416	43.75270176
3.85318	38.05097208
3.42138	31.53477314
2.89814	23.93276345
2.20472	15.027425
1.36652	7.805738211
0.53848	0.285130966
-0.10414	-7.07267139
-0.16256	-7.154073834
-0.20066	-7.995677248
-1.36906	-22.22242247
-2.62636	-32.89237018
-3.88112	-42.42223885
-5.16128	-50.75731536
-6.45922	-53.63531435
-6.81736	-52.00637582
-6.53796	-47.227652
-6.06806	-40.87470277
-5.57276	-33.89722331
-4.88442	-25.83348828
-3.71602	-16.33075376
-2.46888	-6.719482643
-1.15824	4.98200752
0.03302	16.92814984
1.22428	27.16395118
2.52984	35.41762525
3.63982	42.17803152
4.61772	47.01057882
5.38734	49.78004121
5.81152	50.78444951
6.25348	51.84312611
6.0198	46.71210319
5.6515	40.92897107
4.99364	31.83369359
4.191	24.01416589
3.42138	18.50282007
2.51714	11.76954794
1.51638	3.35306899
0.47752	-5.144812409
-0.1397	-10.38481675
-0.15494	-10.19487771
-0.14986	-9.842133785
-1.143	-20.32214246
-2.4257	-29.82443216
-3.73126	-37.7253623
-5.05206	-44.81137835
-6.09092	-49.39971832
-6.61162	-50.97438855
-6.89102	-51.95210753
-6.6675	-47.36332274
-6.23316	-41.47209885
-5.74548	-35.09157065
-5.14096	-27.19108533
-3.9243	-17.71548495
-2.63652	-8.972951401
-1.35382	1.941203644
-0.1524	12.9643401
1.17348	23.11829418
2.3622	32.21357166
3.70078	39.54423987
4.69646	44.67570761
5.40258	47.82504808
5.9563	48.77518809
6.2611	50.21418758
6.14934	46.49458518
5.80136	41.47209885
5.10794	32.18643751
4.32054	23.93276345
3.38836	17.30847273
2.11582	8.755878216
0.9271	-0.66500904
0.04318	-9.651749926
-0.74422	-15.70622353
-2.4257	-28.41256682
-3.62204	-35.20010724
-4.54152	-40.27730669
-5.47116	-45.24596955
-6.41604	-48.9384378
-7.34568	-52.19631486
-8.42264	-52.00637582
-9.11606	-49.80717536
-9.39546	-49.86144366
-9.51992	-49.58965735
-9.59866	-49.01984024
-9.5504	-47.77077979
-9.44372	-46.06043881
-9.31164	-44.51290272
-9.22782	-42.85638522
-9.10336	-41.499233
-8.98652	-39.92456276
-8.88492	-38.7840389
-8.76554	-37.26363696
-8.39216	-32.21357166
-7.80796	-25.96915902
-6.79196	-19.34442348
-5.1816	-11.28068846
-3.34264	-2.782807058
-1.6256	6.285336273
0.04572	18.82887467
1.71704	30.3404258
3.5052	39.08251453
5.32384	46.54885348
7.15772	52.03350997
8.46328	50.15991928
7.90448	42.72071448
7.82574	41.82484277
7.79018	41.28171499
7.7597	40.92897107
7.71906	40.63049544
7.67842	39.97883106
7.65048	39.32716668
7.60984	39.40856913
7.56158	38.59409986
7.01802	32.21357166
6.38556	27.54382925
5.41274	21.59789224
3.94208	13.47988892
2.22504	4.031867514
0.77978	-5.009141668
-0.13208	-11.19928601
-0.7366	-15.70622353
-2.45364	-26.45801851
-4.22656	-34.43990627
-6.07822	-40.90183692
-7.80034	-45.43590858
-9.10336	-47.85218223
-9.24306	-42.80211693
-8.60806	-35.0101682
-7.8994	-26.94643317
-7.25932	-22.5208981
-6.59892	-18.66562496
-5.83946	-15.24494301
-4.48564	-8.864414809
-3.05562	-2.049740237
-1.7272	5.308062119
-0.03556	17.17235717
1.63576	28.63008482
3.43408	37.31790526
5.28828	44.10544568
7.13994	49.80717536
8.57504	50.26845588
7.71144	39.00111208
7.2644	34.33136968
6.8072	30.09621846
6.18744	26.2405005
5.23494	20.67488639
3.86334	13.47988892
2.14376	4.113269959
0.52578	-6.176799681
-0.14732	-10.65660305
-0.18796	-10.6294689
-0.47752	-13.50702307
-2.59588	-26.1862322
-4.80314	-35.63469843
-6.89356	-42.09618426
-8.78332	-46.60312177
-10.70864	-48.23250513
-11.46302	-40.79330032
-10.3251	-27.51669511
-9.83234	-24.15028145
-9.33958	-21.10947758
-7.6454	-13.53415721
-5.3467	-5.308062119
-2.99212	2.782807058
-0.89154	14.0230167
1.19888	27.9512863
3.41376	38.40416083
5.0165	43.69843346
6.5786	48.23250513
7.9121	51.3275773
9.01954	53.3363939
10.0457	47.63510904
10.69848	45.70725006
11.2014	45.02845154
11.06424	40.68476373
10.6934	36.15069207
10.287	31.07349262
9.58596	24.25881805
8.88238	20.5120815
7.30504	13.50702307
5.64896	7.181207982
3.97764	1.805532904
2.3114	-4.059001663
0.27686	-13.56173618
-0.05334	-14.78321767
-1.00076	-20.34927661
-2.7813	-28.54823756
-4.63296	-33.9514916
-6.5405	-38.21377697
-8.45312	-41.47209885
-9.81964	-43.18243982
-10.97026	-44.24111642
-12.05992	-44.13257983
-11.17854	-32.86523604
-10.1346	-23.14542833
-8.89	-16.98241813
-7.40156	-11.22642016
-5.89026	-5.932147526
-4.31292	-1.370941712
-2.8448	3.48873973
-1.4605	9.896402081
-0.0635	17.93255814
1.68148	26.07769561
3.59918	32.15930336
5.32892	36.17782622
7.05866	39.30003254
8.50646	41.36311743
9.92632	42.74784863
10.94994	43.5623179
11.2903	40.92897107
10.84072	35.60756428
10.3886	30.20475506
9.93394	25.77921998
9.46404	21.92394684
9.01192	19.88755127
8.56488	17.8511557
8.0264	15.19067472
6.9342	10.71087135
5.21462	4.764934335
3.38836	-0.36653341
1.48082	-7.398281167
-0.02032	-14.51187619
-0.07874	-14.26722404
-0.07874	-14.05015085
-0.06858	-13.69740693
-0.58674	-17.93255814
-3.2131	-29.22703608
-5.99694	-35.66183258
-8.82142	-40.14163595
-11.38682	-42.99250079
-13.11656	-43.42664716
-13.9573	-42.82925108
-14.4399	-42.88396419
-14.56182	-40.54864817
-14.13002	-35.03730235
-13.66774	-30.25902335
-13.18768	-25.83348828
-12.74572	-22.22242247
-12.30122	-20.02322201
-11.1506	-14.89175426
-8.50646	-6.258202125
-5.64134	0.257996818
-2.87782	6.746616791
-0.26162	18.01396058
2.3876	28.73862141
5.21208	35.1187048
7.89432	38.97397794
10.20318	41.52636715
12.56792	42.61217789
13.76172	41.85197692
13.4239	35.44475939
12.83208	28.73862141
12.07516	21.8425444
10.88644	16.16794887
8.7884	8.049945544
6.52272	2.049740237
4.28498	-2.728538761
2.032	-8.321731847
0.14224	-15.76049183
-0.03302	-15.92374154
-1.01092	-21.10947758
-3.70332	-30.47609654
-6.54304	-35.93317406
-9.0297	-39.05538038
-11.0109	-40.73903203
-12.30376	-41.33598329
-13.5128	-41.71630618
-14.67866	-41.55350129
-13.73378	-30.25902335
-13.2969	-26.10482976
-13.13434	-24.80150101
-12.94892	-22.87408685
-12.76604	-21.73356298
-12.59332	-20.64775224
-12.41044	-19.83328297
-12.24788	-18.47568592
-10.87374	-13.04574255
-8.61568	-5.905013378
-6.15696	-0.122326078
-3.37566	6.339604569
-0.762	16.60254006
1.89738	26.83789658
4.61264	33.21842478
7.2644	36.82904577
9.99236	38.40416083
12.46632	40.38584328
13.44422	40.25017254
13.95984	40.14163595
13.72108	35.87890576
13.08354	28.68435312
12.17168	19.99608786
11.21918	15.62482108
9.1313	7.425415315
6.81736	1.153868527
4.4577	-3.48873973
1.87706	-10.00493867
0.05842	-16.24935131
-0.0127	-15.73335768
-1.03886	-20.62061809
-4.61772	-31.12776091
-8.35406	-36.42203355
-12.1285	-40.00596521
-15.64894	-40.63049544
-17.26438	-40.00596521
-18.034	-39.43570328
-18.5801	-38.7297706
-18.86458	-38.21377697
-19.05508	-38.29517941
-19.25574	-37.88816719
-19.44116	-37.80676475
-19.38274	-35.85177162
-19.2024	-33.7339736
-18.28546	-23.60715367
-16.66494	-13.20854744
-14.36624	-5.199080705
-11.63574	0.257996818
-9.06018	4.059001663
-6.47954	7.154073834
-3.28422	12.47548062
0.22606	23.79709271
3.84302	32.59389456
7.58698	36.74764333
11.3411	38.64836816
15.2781	38.21377697
18.70202	32.37682137
17.02562	16.05941228
16.71828	14.45760789
16.53794	13.56173618
16.36014	12.82866936
16.17726	11.87808454
15.98676	11.09074942
15.8369	10.24914601
15.67942	9.869267933
15.50924	8.945817253
15.11046	6.991268946
13.05306	0.882527046
10.40892	-3.705812915
6.98754	-8.620207476
3.175	-13.83307767
0.23876	-19.86041712
0.05842	-20.1317586
-2.53238	-26.94643317
-6.20268	-32.70243115
-9.89838	-35.41762525
-13.47724	-36.72050918
-16.54302	-37.01942963
-18.76298	-36.20496036
-18.6309	-25.67068339
-17.6911	-16.6839425
-16.18234	-10.49335334
-14.29766	-4.602129447
-11.20648	1.642728015
-7.4676	6.339604569
-3.7211	11.82381624
-0.16002	21.4622215
3.4925	29.22703608
7.2644	33.02804093
11.05662	34.54844286
14.3002	35.03730235
17.11706	33.51690041
18.88744	30.74743802
18.3769	22.35809321
17.38122	12.63828551
15.6972	4.466013884
12.97432	-3.190264101
9.89584	-9.16333526
6.38302	-13.94161426
2.8321	-19.23588689
0.3048	-23.76995856
0.16002	-23.58001952
0.14478	-23.28109907
0.03302	-24.31308634
-5.2959	-32.78383359
-10.97788	-35.82463747
-16.4973	-36.3406311
-21.00834	-34.35850383
-24.33828	-30.96495603
-26.06548	-29.47168824
-26.80208	-28.49396926
-27.54376	-27.897018
-28.2956	-27.54382925
-28.98394	-27.00070147
-29.4132	-24.93761657
-28.76296	-18.04109473
-28.08732	-11.66101135
-26.70302	-3.923330922
-24.45258	4.031867514
-22.1234	9.326140149
-19.77898	12.88293766
-16.67256	15.32634546
-10.91438	18.01396058
-5.25018	21.54362395
-0.0381	28.30403022
5.19176	32.48535796
10.48766	32.75669944
15.4559	29.66162727
17.40916	28.30403022
19.5072	27.43529266
22.3393	25.42603124
25.40508	23.58001952
28.47848	22.08675173
28.3845	11.79668209
27.22626	2.511465577
26.0604	-2.375794836
24.55672	-8.10421384
22.71776	-13.34421818
20.17522	-18.55708837
16.70812	-23.28109907
13.16482	-26.37661606
9.7917	-28.79288971
5.51434	-31.77942529
0.80264	-33.59830286
0.35052	-33.08230922
-3.12674	-34.92876576
-8.4709	-34.38563797
-12.79652	-33.54403456
-17.07896	-32.6210287
-20.56638	-29.98723705
-23.97506	-27.70663414
-27.47264	-25.39889709
-28.43022	-12.04133425
-25.1587	3.869062626
-23.11654	9.678884074
-20.95246	13.99588255
-17.81048	17.7426191
-13.1572	19.83328297
-8.17372	21.86967855
-3.1369	24.82907998
2.01422	27.13681703
7.747	27.73376829
13.4493	25.48029953
19.37512	21.97821514
23.04034	20.10462445
25.47874	18.85600882
26.71826	17.76975325
27.71902	17.87828984
28.70708	17.44414347
29.65704	16.57540591
28.87218	8.728744068
28.06954	1.751264608
27.23896	-2.864209502
25.51938	-9.190469408
22.19452	-17.7426191
18.70456	-23.82422685
15.23492	-27.35389022
11.73734	-29.93296875
8.34644	-31.15489506
4.1021	-32.21357166
0.59436	-32.18643751
0.36576	-31.39910239
0.33274	-31.23629751
0.35814	-31.10062677
0.381	-31.01922432
0.381	-30.80170631
0.41402	-31.48050484
0.42926	-31.6708887
-3.38074	-34.52130871
-11.05154	-31.2905658
-18.85696	-26.10482976
-24.9174	-21.5707581
-28.30068	-19.37155763
-30.82036	-17.93255814
-33.20542	-16.57540591
-35.41014	-15.62482108
-37.40404	-14.91888841
-39.42334	-14.10441915
-38.33622	-1.669862163
-37.20338	5.199080705
-36.06546	9.434676741
-34.90468	13.28994988
-33.72358	16.52069279
-30.17266	23.851361
-25.49652	30.12335261
-20.96516	31.07349262
-16.43634	31.01922432
-10.1473	30.74743802
-3.82524	29.82443216
2.42316	27.48956096
8.83158	21.92394684
14.98854	17.55268007
20.27936	14.67468108
24.5491	12.61115136
27.29992	11.57960891
29.7561	11.30826743
31.39948	11.19928601
32.94888	10.92794453
34.544	10.98221283
36.29914	11.52534061
38.17366	11.71527965
40.06596	12.52974891
38.75786	0.420801707
37.07892	-7.860006507
36.37026	-10.43908504
36.02482	-11.95948698
33.4772	-19.56194149
30.33268	-25.69781754
26.06548	-31.20916336
21.33854	-33.59830286
16.49222	-34.54844286
10.12444	-33.35409552
3.9751	-30.88355358
0.64262	-28.63008482
0.55118	-27.9512863
0.55372	-27.73376829
-5.76326	-24.74723271
-13.31722	-16.11368057
-19.65198	-11.36253572
-25.85466	-7.697201618
-31.28772	-5.525135304
-34.6202	-5.470867008
-37.70122	-5.036275816
-39.17442	0.447935855
-36.18738	12.20413914
-34.3408	15.00029086
-33.78454	16.03227813
-33.23336	16.90101569
-32.7025	17.47127762
-32.18942	18.0686737
-31.66364	18.34001518
-31.12262	19.01881371
-30.57906	19.29015519
-28.40482	20.59348394
-22.4536	20.10462445
-15.95882	17.82402155
-8.01624	14.97315671
-0.1778	15.86947324
6.59384	15.08213812
13.04036	13.0186084
18.02384	11.57960891
22.8092	10.92794453
27.55392	10.60233475
32.31388	11.14501772
37.01542	12.63828551
39.5224	7.452549463
35.39236	-7.887140655
30.63748	-17.11808887
25.90546	-22.49376395
21.082	-24.96475072
16.24838	-24.85621413
10.84072	-23.71569026
4.3434	-20.67488639
0.66548	-18.34001518
0.54864	-17.82402155
0.52578	-17.30847273
0.53594	-17.82402155
