"""Matamoros et. al 1999 Specimen c10-10 North"""	
-18.7706	-69.39225727
-19.7612	-69.39225727
-20.6248	-70.2819016
-21.336	-70.72672376
-21.8948	-71.17154592
-22.8346	-72.06119024
-23.876	-72.06119024
-24.7142	-72.50601241
-25.654	-72.95083457
-26.67	-72.95083457
-27.686	-73.39565673
-28.194	-74.73012322
-28.956	-75.17494538
-29.972	-74.28530105
-30.48	-74.73012322
-31.496	-74.28530105
-32.512	-76.0645897
-33.02	-74.73012322
-34.036	-74.73012322
-35.052	-76.0645897
-36.068	-75.17494538
-36.322	-74.28530105
-37.338	-75.17494538
-38.1	-75.17494538
-37.338	-66.7233243
-36.322	-60.49581403
-35.56	-53.8234816
-34.544	-50.26490431
-34.036	-46.26150485
-33.02	-41.90224766
-32.258	-38.12125928
-31.242	-33.80648431
-30.48	-28.77999388
-29.718	-25.17693437
-28.956	-22.10766145
-27.94	-18.14874421
-27.94	-18.05977978
-26.416	-12.81087827
-25.4	-9.83056978
-24.6126	-7.384047889
-23.8506	-5.248901512
-22.9616	-1.543532902
-22.0726	0.032783393
-21.2598	2.210766145
-20.4978	3.963365463
-20.4978	3.798781263
-18.6436	7.161636808
-16.764	10.67573189
-16.0528	12.98880713
-15.2654	13.38914708
-14.5542	14.94602464
-14.1732	15.56877567
-12.6238	17.3035821
-11.9126	19.03838853
-11.1506	20.37285502
-10.287	21.26249934
-9.4488	22.86385913
-8.4836	23.93143232
-7.6454	25.39934545
-6.7564	26.55588307
-5.8674	28.77999388
-5.0292	30.38135366
-4.191	32.60546447
-3.3274	34.11785983
-2.42316	35.27439745
-1.51638	36.60886393
-0.62738	38.1657415
0.108204	41.10156777
1.04902	42.61396312
1.88722	44.92703836
2.7686	45.81668269
3.6576	47.59597133
4.4958	50.26490431
5.4102	50.70972647
6.8326	54.26830376
7.7216	54.71312593
8.5852	57.3820589
9.398	58.27170322
10.287	60.05099187
11.2014	60.94063619
12.2428	63.164747
12.8524	63.164747
13.7922	64.05439133
14.7574	66.27850214
15.8242	66.27850214
16.0274	67.61296862
17.0434	67.16814646
17.8562	68.05779079
18.6944	68.50261295
19.558	70.72672376
20.4216	70.2819016
21.1582	70.2819016
22.0218	71.61636808
22.9108	72.06119024
23.876	71.17154592
24.6634	72.06119024
25.654	72.50601241
26.416	72.50601241
27.432	72.95083457
28.194	73.39565673
29.718	72.95083457
29.972	73.84047889
30.48	73.84047889
31.496	74.28530105
32.258	74.73012322
33.02	74.28530105
34.036	74.28530105
34.798	74.73012322
35.814	74.73012322
36.83	73.84047889
37.338	75.61976754
38.354	74.28530105
37.338	66.27850214
36.322	60.94063619
35.56	56.04759241
34.544	52.04419295
34.036	48.0407935
33.274	44.25980512
33.274	44.34876955
32.258	40.12295901
31.496	36.47541728
30.48	31.09306912
29.718	27.35656296
28.956	24.28729005
27.94	20.8621594
27.178	17.8373687
26.416	14.90154243
25.4	11.78778729
24.7142	9.074372105
23.6474	6.227510268
22.9616	4.274740977
22.1488	2.157387486
21.3868	0.163249733
20.2692	-1.850460194
19.4056	-3.883297474
19.0754	-4.248051647
20.4216	-4.848561566
12.3444	-16.54738443
11.8618	-19.61665734
10.922	-20.5952661
10.1346	-20.63974832
8.7884	-22.37455475
7.7724	-23.8869501
6.731	-25.66623875
5.9944	-26.60036529
4.9276	-27.89034956
3.6068	-29.98101372
2.4892	-32.20512453
1.6256	-32.29408896
0.76962	-33.85096653
-0.047752	-36.03059512
-0.89154	-38.12125928
-1.8034	-39.90054793
-2.7178	-41.59087215
-3.6068	-42.79189198
-4.4958	-44.92703836
-5.3848	-46.26150485
-6.2484	-48.48561566
-7.1374	-49.82008214
-8.001	-51.59937079
-8.9408	-52.93383728
-9.7028	-55.15794809
-10.668	-56.93723674
-11.6332	-58.27170322
-12.4714	-59.16134755
-13.3858	-60.94063619
-14.0716	-61.38545836
-14.7828	-62.71992484
-15.6464	-63.164747
-15.9766	-64.05439133
-17.018	-65.38885781
-17.8054	-65.83367998
-18.796	-65.83367998
-19.7104	-66.7233243
-20.574	-67.16814646
-21.2598	-67.61296862
-22.1742	-68.05779079
-23.0886	-68.50261295
-24.1554	-68.94743511
-24.2316	-68.05779079
-25.0444	-68.94743511
-26.162	-69.83707943
-26.924	-69.83707943
-27.94	-70.2819016
-28.956	-70.72672376
-29.972	-70.72672376
-30.734	-71.17154592
-31.75	-71.17154592
-32.766	-71.61636808
-33.528	-71.17154592
-33.782	-69.83707943
-34.798	-71.17154592
-35.814	-71.17154592
-36.83	-71.17154592
-37.846	-71.17154592
-38.608	-71.17154592
-37.846	-64.49921349
-36.83	-60.05099187
-36.068	-55.60277025
-35.56	-52.48901512
-34.798	-48.0407935
-33.782	-44.43773398
-33.02	-38.78849253
-32.004	-34.69612864
-31.242	-30.91514026
-30.48	-27.00070523
-29.718	-23.21971686
-28.702	-20.15044394
-27.94	-16.36945556
-27.178	-13.56707594
-26.416	-11.03158962
-25.4	-7.60645897
-24.6126	-5.293383728
-23.7998	-3.135996242
-22.86	-0.229973058
-21.9456	1.86825308
-21.0566	3.634197064
-20.2438	5.960616971
-19.4056	7.695423403
-18.5928	9.385747618
-17.8054	10.89814297
-16.8656	12.32157389
-16.1036	13.65604037
-15.24	15.03498908
-14.8844	16.05808005
-12.7254	18.28219086
-12.192	19.34976405
-11.3538	21.30698156
-10.16	23.08627021
-9.0678	24.55418334
-8.2296	25.57727432
-7.4676	26.82277637
-6.5532	28.06827842
-5.6134	29.53619156
-4.826	31.09306912
-3.937	32.38305339
-3.1242	33.93993096
-2.24536	36.03059512
-1.32334	37.40954382
-0.52832	38.74401031
0	39.05538582
0.81788	41.27949663
1.6891	43.68153631
2.7178	46.26150485
3.5306	47.59597133
4.445	48.48561566
5.207	49.82008214
6.1468	51.15454863
7.0358	52.93383728
7.8232	53.8234816
8.6614	55.15794809
9.6012	56.04759241
10.0584	57.3820589
11.049	58.27170322
11.7348	59.16134755
12.6492	60.49581403
13.6398	61.38545836
14.4526	62.27510268
15.2654	63.164747
16.1036	64.05439133
16.9672	65.38885781
17.8308	65.38885781
18.7198	66.27850214
19.6342	66.7233243
20.3962	67.16814646
21.3106	68.05779079
22.2758	68.50261295
22.987	69.39225727
23.5712	69.39225727
25.3492	70.2819016
26.416	70.72672376
27.178	70.72672376
27.94	71.17154592
28.956	71.17154592
29.718	71.61636808
30.734	71.17154592
31.496	71.61636808
32.258	72.06119024
33.274	72.50601241
34.036	72.50601241
35.052	72.50601241
35.814	72.50601241
36.576	72.50601241
37.592	72.50601241
38.354	72.06119024
39.116	72.50601241
40.132	72.50601241
40.64	72.50601241
41.402	72.50601241
42.418	72.06119024
43.18	72.06119024
43.942	71.61636808
44.45	71.61636808
43.942	65.83367998
43.18	61.83028052
42.418	56.93723674
41.656	53.37865944
40.894	48.93043782
39.878	44.03739404
39.37	41.41294328
38.354	37.00920388
37.338	32.56098226
36.576	29.71412042
35.814	26.60036529
35.052	22.73041248
34.036	19.79458621
33.274	15.96911562
32.512	12.94432491
31.75	10.40883859
30.734	7.02819016
29.464	3.580818404
28.956	1.579118675
27.94	-0.245986656
27.432	-2.237455475
26.67	-3.976710128
25.654	-5.649241457
24.8666	-7.473012322
24.0792	-8.674032159
22.8854	-11.12055405
22.0472	-12.45502054
21.3106	-13.65604037
20.4216	-14.59016691
19.5834	-15.88015118
18.7452	-16.90324216
17.9578	-18.01529756
17.1196	-19.75010399
16.3068	-20.37285502
15.3162	-21.52939264
14.5034	-22.95282356
13.716	-23.75350345
12.8524	-25.35486323
12.0142	-27.08966967
11.0744	-27.71242069
10.3632	-28.5575828
9.4742	-29.98101372
8.5852	-30.55928253
7.6454	-32.1161601
6.8326	-33.7620021
5.969	-34.82957528
5.08	-36.2530062
4.2164	-37.76540155
3.4036	-39.5446902
2.53238	-40.83467447
1.64846	-41.50190771
0.69596	-42.70292755
0.0075438	-44.25980512
-1.38684	-47.15114917
-2.6924	-48.48561566
-4.0386	-51.59937079
-5.3848	-53.37865944
-6.731	-54.71312593
-8.1026	-56.93723674
-9.2202	-57.82688106
-10.287	-59.60616971
-11.3538	-60.05099187
-12.8524	-61.38545836
-14.1478	-62.71992484
-15.5448	-63.164747
-17.4752	-65.38885781
-19.2532	-64.94403565
-20.5232	-65.83367998
-21.7678	-66.7233243
-23.0632	-67.61296862
-24.0284	-67.16814646
-25.654	-67.16814646
-26.924	-67.61296862
-27.94	-68.50261295
-29.464	-68.05779079
-30.48	-68.50261295
-31.75	-68.94743511
-33.274	-67.61296862
-34.798	-68.05779079
-35.56	-68.50261295
-37.084	-68.50261295
-38.1	-68.50261295
-39.37	-67.61296862
-40.894	-67.61296862
-42.164	-67.61296862
-43.18	-67.61296862
-43.942	-67.61296862
-44.45	-67.16814646
-43.18	-56.04759241
-41.91	-49.37525998
-40.64	-41.90224766
-39.624	-36.16404177
-38.354	-29.09136939
-37.084	-23.8869501
-35.56	-17.97081534
-34.29	-13.38914708
-33.02	-9.074372105
-31.75	-5.293383728
-30.48	-0.845162108
-28.956	2.38869501
-27.94	5.916134755
-26.67	8.229209997
-25.2476	11.20951848
-24.1554	13.65604037
-22.9108	15.61325789
-21.7424	17.52599318
-20.193	19.75010399
-19.2532	21.61835707
-17.526	22.77489469
-16.3576	24.73211221
-15.0368	26.06657869
-13.7668	27.71242069
-12.446	29.40274491
-11.2014	31.00410469
-9.8806	33.00580442
-8.6106	34.65164642
-7.5692	36.29748842
-6.3754	38.29918815
-4.953	40.03399458
-3.81	42.74740977
-2.35712	44.2153229
-1.0414	45.81668269
0.068072	47.59597133
1.50368	49.37525998
2.44856	49.82008214
3.7084	52.04419295
5.0292	54.26830376
6.4262	55.60277025
7.747	56.49241457
8.9408	58.27170322
10.287	58.71652538
11.4554	60.49581403
12.7762	61.83028052
14.0462	62.27510268
15.3162	64.05439133
16.5608	64.05439133
17.8054	64.49921349
19.1516	66.7233243
20.3708	65.83367998
21.6916	65.83367998
22.9616	67.61296862
23.114	67.16814646
24.1808	67.61296862
25.4	67.61296862
26.67	67.61296862
27.94	68.05779079
29.21	68.05779079
30.48	68.94743511
31.75	68.50261295
33.02	68.50261295
34.29	68.50261295
35.56	68.50261295
37.084	69.39225727
37.846	68.50261295
39.116	68.50261295
40.64	67.61296862
41.91	67.61296862
43.18	68.05779079
43.942	68.05779079
44.45	66.7233243
43.688	60.49581403
42.926	56.04759241
41.91	50.70972647
40.386	43.1032675
39.116	36.60886393
38.1	31.62685572
36.83	26.28898977
35.56	20.90664161
34.29	16.10256226
32.004	7.072672376
30.48	3.256098226
29.21	-0.560475924
27.94	-3.456268199
26.924	-6.494403565
25.273	-10.09746308
24.1046	-12.81087827
22.86	-14.67913135
21.59	-17.70392205
20.4216	-20.3283728
19.2786	-22.2411081
17.7292	-24.06487896
16.51	-26.33347199
15.3162	-27.26759853
14.0208	-29.66963821
12.573	-31.71582015
11.3792	-34.56268199
10.0838	-35.85266626
8.89	-36.83127501
7.5184	-39.63365463
6.223	-41.32397885
4.8768	-43.14774971
3.6322	-45.37186052
2.34442	-47.15114917
1.06426	-48.0407935
0.0226568	-48.48561566
-1.25476	-50.70972647
-2.6416	-51.59937079
-3.937	-53.8234816
-5.2578	-54.26830376
-6.7056	-56.49241457
-8.0518	-56.93723674
-8.8392	-56.93723674
-10.16	-57.82688106
-11.5824	-58.27170322
-12.9032	-59.60616971
-14.2494	-60.05099187
-15.621	-60.49581403
-16.637	-60.94063619
-17.9324	-61.38545836
-19.3548	-62.27510268
-20.2184	-61.83028052
-21.6154	-62.27510268
-22.8854	-61.83028052
-24.384	-62.27510268
-25.4	-62.27510268
-26.924	-61.38545836
-28.194	-61.83028052
-29.21	-61.83028052
-30.734	-62.71992484
-32.004	-61.83028052
-33.274	-61.38545836
-34.29	-61.83028052
-35.814	-60.94063619
-37.338	-59.16134755
-38.608	-59.60616971
-39.624	-58.71652538
-40.64	-57.3820589
-42.164	-57.3820589
-43.434	-56.49241457
-44.196	-58.27170322
-44.45	-55.60277025
-44.45	-54.26830376
-43.942	-47.15114917
-43.434	-40.65674561
-42.164	-34.74061085
-40.386	-28.69102945
-39.116	-21.84076815
-37.846	-15.83566897
-36.576	-11.16503627
-35.306	-5.248901512
-33.782	0.150349891
-32.766	3.411785983
-31.496	6.983707943
-30.226	10.49780302
-28.956	12.8998427
-27.686	16.72531329
-26.416	18.81597745
-25.0952	21.04008826
-23.8506	24.06487896
-22.7076	26.02209648
-21.5392	27.84586734
-20.2184	29.53619156
-19.177	31.49340907
-17.907	33.27269772
-16.51	34.47371756
-15.2908	36.38645285
-12.7	38.38815258
-11.3792	39.67813685
-8.89	41.63535436
-7.493	42.8363742
-6.8072	43.85946517
-5.08	46.26150485
-3.7846	47.15114917
-2.48412	48.0407935
-1.12522	48.0407935
0.065532	49.37525998
2.794	50.26490431
5.3086	52.04419295
7.9756	53.37865944
10.6426	54.71312593
13.2588	55.60277025
15.0876	56.04759241
17.653	56.93723674
20.3454	56.49241457
22.9108	57.82688106
25.654	57.3820589
28.194	57.3820589
30.48	54.71312593
33.02	55.60277025
35.56	54.26830376
38.354	52.93383728
40.894	52.48901512
43.434	50.26490431
