"Paultre, Legeron, Mongequ, July-August 2001 test 1005552"	
0.4	43.92
0.63	45.85
1.03	47.77
1.3	49.7
1.59	51.62
2.01	53.54
2.25	55.47
2.74	57.38
3.12	59.27
3.46	61.18
3.93	63.09
4.24	64.99
4.71	66.89
5.13	68.79
5.56	70.69
6	72.59
6.42	74.48
6.76	76.38
7.21	78.28
7.58	80.17
8.08	82.1
8.54	84
9.06	85.87
9.44	87.77
9.88	89.67
10.35	91.53
10.84	93.42
11.35	95.32
11.91	97.19
12.4	99.06
12.87	100.95
13.41	102.82
13.92	104.7
14.39	106.58
14.92	108.45
15.39	110.32
15.9	112.2
16.39	114.07
16.91	115.94
17.46	117.81
18.09	119.68
18.62	121.55
19.12	123.41
19.65	125.27
20.27	127.14
20.88	128.98
21.5	130.83
22.3	132.65
22.93	134.51
23.51	136.34
24.22	138.18
24.91	140.06
25.49	141.88
26.25	143.72
26.92	145.56
27.75	147.38
28.5	149.19
29.31	151.01
30.18	152.81
31.11	154.62
32.14	156.38
33.12	158.15
34.19	159.9
35.37	161.65
36.64	163.36
38.03	165.05
39.66	166.7
40.41	167.43
42.38	168.08
43.63	165.86
43.29	163.9
43.11	161.98
42.8	160.05
42.6	158.12
42.27	156.21
41.86	154.28
41.57	152.36
41.31	150.42
40.86	148.54
40.48	146.64
40.03	144.73
39.68	142.83
39.28	140.92
38.88	139.01
38.47	137.11
38.07	135.21
37.72	133.28
37.31	131.38
36.93	129.47
36.53	127.55
36.24	125.66
35.71	123.76
35.31	121.86
34.95	119.95
34.62	118.05
34.15	116.15
33.72	114.24
33.34	112.34
32.99	110.43
32.59	108.53
32.16	106.63
31.78	104.72
31.36	102.82
30.91	100.92
30.62	99.01
30.15	97.11
29.75	95.21
29.44	93.3
29.06	91.39
28.57	89.49
28.24	87.58
27.88	85.67
27.48	83.77
27.08	81.87
26.68	79.96
26.36	78.02
25.92	76.15
25.54	74.24
25.09	72.34
24.78	70.41
24.31	68.49
24	66.6
23.64	64.7
23.2	62.78
22.84	60.89
22.44	58.98
22.04	57.08
21.61	55.18
21.3	53.27
20.9	51.37
20.54	49.47
20.1	47.56
19.76	45.66
19.38	43.76
18.98	41.85
18.6	39.95
18.25	38.04
17.8	36.14
17.51	34.22
17.04	32.33
16.75	30.42
16.33	28.52
15.88	26.62
15.61	24.71
15.15	22.81
14.88	20.89
14.39	19.01
14.05	17.11
13.58	15.2
13.29	13.3
12.85	11.4
12.42	9.51
11.98	7.64
11.62	5.74
11.26	3.83
10.8	1.94
10.44	0.04
10.13	-1.87
9.64	-3.77
9.28	-5.68
8.88	-7.6
8.45	-9.48
8.1	-11.4
7.72	-13.28
7.21	-15.18
6.78	-17.1
6.42	-18.98
5.98	-20.92
5.58	-22.77
5.06	-24.69
4.62	-26.57
4.28	-28.47
3.77	-30.37
3.32	-32.26
2.92	-34.16
2.5	-36.06
1.74	-37.9
1.38	-39.82
0.98	-41.72
0.56	-43.62
0.2	-45.52
-0.18	-47.43
-0.62	-49.33
-1.14	-51.24
-1.54	-53.14
-1.98	-55.05
-2.43	-56.92
-2.85	-58.82
-3.46	-60.71
-3.79	-62.6
-4.33	-64.49
-4.75	-66.38
-5.17	-68.27
-5.64	-70.16
-6.24	-72.05
-6.58	-73.94
-7.09	-75.83
-7.56	-77.72
-8.07	-79.6
-8.5	-81.5
-9.03	-83.37
-9.52	-85.26
-9.9	-87.14
-10.39	-89.03
-10.97	-90.91
-11.35	-92.79
-11.89	-94.67
-12.38	-96.54
-12.91	-98.42
-13.49	-100.29
-14.05	-102.16
-14.52	-104.03
-15.01	-105.9
-15.65	-107.78
-16.1	-109.65
-16.61	-111.51
-17.19	-113.38
-17.8	-115.26
-18.26	-117.13
-18.84	-118.99
-19.51	-120.84
-20.09	-122.7
-20.65	-124.55
-21.23	-126.41
-21.83	-128.26
-22.59	-130.11
-23.13	-131.95
-23.91	-133.79
-24.55	-135.62
-25.36	-137.45
-26.18	-139.27
-26.87	-141.08
-27.9	-142.88
-28.72	-144.68
-29.66	-146.47
-30.6	-148.24
-31.76	-149.99
-33.01	-151.71
-34.41	-153.4
-36.13	-155.06
-37.85	-156.65
-39.5	-157.93
-40.32	-158.13
-41.91	-155.79
-41.95	-153.79
-41.86	-151.82
-41.62	-149.89
-41.19	-147.96
-40.9	-146.04
-40.48	-144.12
-40.21	-142.2
-39.99	-140.28
-39.59	-138.36
-39.16	-136.43
-38.83	-134.53
-38.49	-132.62
-38.16	-130.7
-37.85	-128.79
-37.36	-126.89
-37.02	-124.98
-36.62	-123.08
-36.2	-121.17
-35.84	-119.25
-35.3	-117.36
-35.01	-115.44
-34.59	-113.54
-34.17	-111.65
-33.74	-109.74
-33.45	-107.83
-32.94	-105.9
-32.63	-104.01
-32.18	-102.11
-31.85	-100.2
-31.4	-98.3
-31.07	-96.39
-30.62	-94.48
-30.29	-92.58
-29.88	-90.68
-29.48	-88.76
-29.08	-86.86
-28.7	-84.96
-28.21	-83.06
-27.79	-81.15
-27.54	-79.24
-27.05	-77.34
-26.69	-75.43
-26.34	-73.52
-25.85	-71.63
-25.51	-69.72
-25.2	-67.82
-24.67	-65.91
-24.42	-64
-24.11	-62.09
-23.59	-60.19
-23.3	-58.28
-22.93	-56.38
-22.46	-54.47
-22.19	-52.56
-21.83	-50.66
-21.34	-48.74
-20.99	-46.85
-20.67	-44.95
-20.18	-43.01
-19.94	-41.12
-19.54	-39.22
-19.13	-37.32
-18.69	-35.41
-18.29	-33.51
-18.02	-31.59
-17.6	-29.7
-17.26	-27.8
-16.86	-25.9
-16.41	-24
-16.01	-22.1
-15.7	-20.2
-15.23	-18.28
-14.83	-16.4
-14.5	-14.5
-14.05	-12.57
-13.76	-10.71
-13.4	-8.86
-13.02	-6.95
-12.51	-5.05
-12.13	-3.14
-11.84	-1.25
-11.33	0.65
-10.97	2.56
-10.61	4.45
-10.15	6.36
-9.79	8.28
-9.32	10.15
-8.92	12.07
-8.5	13.97
-8.07	15.85
-7.6	17.76
-7.27	19.67
-6.87	21.57
-6.31	23.46
-6	25.36
-5.44	27.26
-4.99	29.15
-4.64	31.05
-4.26	32.94
-3.75	34.85
-3.17	36.73
-2.85	38.62
-2.3	40.51
-1.89	42.41
-1.38	44.3
-0.98	46.19
-0.42	48.09
0.07	49.98
0.54	51.87
1.03	53.76
1.47	55.67
1.9	57.54
2.45	59.43
2.9	61.31
3.46	63.19
3.93	65.08
4.42	66.95
4.93	68.84
5.4	70.74
5.91	72.6
6.51	74.48
7.07	76.36
7.58	78.23
8.03	80.12
8.57	82.01
9.06	83.89
9.64	85.76
10.08	87.65
10.73	89.5
11.26	91.38
11.8	93.25
12.31	95.12
12.85	96.99
13.41	98.85
13.94	100.72
14.59	102.58
15.17	104.45
15.64	106.32
16.24	108.19
16.77	110.04
17.4	111.89
18.07	113.75
18.62	115.6
19.2	117.47
19.85	119.32
20.45	121.15
21.08	123
21.66	124.84
22.42	126.68
23	128.52
23.69	130.37
24.36	132.21
25.05	134.05
25.81	135.88
26.5	137.71
27.19	139.54
27.92	141.39
28.75	143.21
29.58	145.03
30.47	146.83
31.27	148.63
32.21	150.43
33.08	152.22
34.04	153.99
35.06	155.77
36.18	157.53
37.31	159.26
38.54	160.98
39.88	162.7
41.44	164.34
43.16	165.95
44.25	166.85
45.28	167.5
47.57	168.96
50.74	170.25
66.26	164.72
66.37	162.72
66.35	160.71
66.49	158.72
66.42	156.72
66.6	154.72
66.55	152.72
66.58	150.75
66.29	148.82
66.06	146.9
65.59	144.99
65.21	143.08
64.88	141.17
64.39	139.27
63.94	137.39
63.54	135.5
63.03	133.61
62.56	131.72
62.11	129.83
61.67	127.92
61.27	126.05
60.78	124.16
60.31	122.26
59.82	120.37
59.37	118.48
59.01	116.6
58.46	114.71
58.03	112.82
57.63	110.93
57.16	109.04
56.76	107.15
56.34	105.26
55.91	103.37
55.45	101.49
55	99.61
54.6	97.72
54.2	95.84
53.75	93.94
53.39	92.07
52.86	90.17
52.44	88.3
52.01	86.41
51.59	84.52
51.12	82.64
50.72	80.73
50.25	78.86
49.89	76.97
49.34	75.07
48.89	73.2
48.47	71.29
47.97	69.43
47.51	67.55
47.13	65.64
46.64	63.77
46.06	61.89
45.59	60
45.1	58.1
44.61	56.22
44.16	54.34
43.76	52.45
43.14	50.57
42.69	48.69
42.18	46.8
41.8	44.92
41.22	43.04
40.7	41.15
40.24	39.27
39.75	37.38
39.19	35.5
38.67	33.63
38.18	31.75
37.63	29.87
37.18	28.01
36.67	26.16
36.27	24.28
35.78	22.38
35.22	20.52
34.66	18.64
34.17	16.76
33.63	14.89
33.21	13.01
32.59	11.13
32.18	9.25
31.6	7.37
31	5.5
30.47	3.63
29.95	1.74
29.46	-0.13
28.97	-2.03
28.44	-3.9
27.88	-5.78
27.32	-7.66
26.81	-9.53
26.3	-11.4
25.87	-13.29
25.34	-15.15
24.74	-17.02
24.27	-18.89
23.6	-20.76
23.06	-22.63
22.62	-24.5
22.08	-26.37
21.46	-28.23
20.97	-30.1
20.34	-31.97
19.9	-33.83
19.32	-35.7
18.85	-37.57
18.18	-39.44
17.64	-41.3
17.15	-43.16
16.62	-45.03
16.04	-46.89
15.46	-48.75
14.92	-50.61
14.39	-52.48
13.7	-54.33
13.16	-56.19
12.58	-58.07
11.93	-59.91
11.42	-61.79
10.8	-63.64
10.24	-65.51
9.66	-67.37
8.95	-69.23
8.3	-71.08
7.7	-72.93
7.16	-74.78
6.49	-76.63
5.8	-78.48
5.13	-80.34
4.42	-82.18
3.84	-84.03
-0.78	-93.01
-1.27	-94.89
-1.83	-96.77
-2.38	-98.64
-3.01	-100.53
-3.52	-102.38
-4.1	-104.24
-4.77	-106.11
-5.28	-107.96
-5.95	-109.82
-6.67	-111.67
-7.31	-113.52
-7.85	-115.38
-8.52	-117.22
-9.21	-119.07
-9.95	-120.92
-10.55	-122.79
-11.33	-124.59
-12.09	-126.41
-12.91	-128.23
-13.65	-130.05
-14.36	-131.87
-15.28	-133.68
-16.06	-135.48
-16.77	-137.29
-17.77	-139.1
-18.58	-140.87
-19.47	-142.65
-20.47	-144.45
-21.39	-146.21
-22.41	-147.98
-23.57	-149.72
-24.62	-151.45
-26	-153.17
-27.19	-154.88
-28.7	-156.55
-30.31	-158.21
-32.05	-159.82
-34.12	-161.37
-36.57	-162.82
-40.28	-164.04
-44.31	-165.16
-50.2	-165.9
-64.12	-160.69
-64.16	-158.7
-64.23	-156.69
-64.25	-154.7
-64.27	-152.72
-63.92	-150.78
-63.38	-148.88
-63.18	-146.95
-62.8	-145.07
-62.42	-143.16
-61.96	-141.25
-61.51	-139.36
-61.02	-137.46
-60.73	-135.55
-60.33	-133.65
-59.86	-131.78
-59.48	-129.88
-58.99	-128
-58.48	-126.11
-58.14	-124.23
-57.72	-122.32
-57.25	-120.45
-56.69	-118.57
-56.33	-116.69
-55.89	-114.8
-55.49	-112.9
-55.09	-111.03
-54.64	-109.14
-54.13	-107.26
-53.73	-105.38
-53.3	-103.49
-52.86	-101.61
-52.34	-99.72
-51.94	-97.82
-51.34	-95.93
-50.83	-94.04
-50.4	-92.17
-50.02	-90.29
-49.42	-88.41
-49.02	-86.53
-48.51	-84.63
-47.93	-82.77
-47.39	-80.89
-46.99	-79.01
-46.43	-77.12
-46.01	-75.24
-45.52	-73.36
-45.03	-71.48
-44.51	-69.6
-43.98	-67.72
-43.33	-65.84
-42.98	-63.97
-42.4	-62.09
-41.86	-60.21
-41.35	-58.33
-40.83	-56.45
-40.17	-54.57
-39.63	-52.7
-39.21	-50.82
-38.67	-48.95
-38.11	-47.06
-37.58	-45.2
-37.07	-43.33
-36.46	-41.46
-35.88	-39.59
-35.3	-37.72
-34.79	-35.83
-34.17	-33.96
-33.68	-32.09
-33.14	-30.23
-32.49	-28.36
-31.85	-26.49
-31.38	-24.62
-30.8	-22.8
-30.37	-20.91
-29.82	-19.07
-29.19	-17.19
-28.61	-15.34
-28.01	-13.48
-27.41	-11.62
-26.83	-9.75
-26.32	-7.89
-25.71	-6.02
-25.04	-4.16
-24.55	-2.29
-23.88	-0.43
-23.37	1.42
-22.81	3.29
-22.21	5.15
-21.65	7.02
-20.96	8.87
-20.43	10.73
-19.83	12.6
-19.18	14.44
-18.55	16.29
-17.97	18.15
-17.46	20
-16.79	21.85
-16.26	23.71
-15.65	25.56
-15.05	27.42
-14.36	29.28
-13.69	31.12
-13.16	32.97
-12.49	34.82
-11.89	36.68
-11.17	38.52
-10.57	40.36
-9.92	42.21
-9.23	44.07
-8.58	45.9
-7.92	47.74
-7.16	49.61
-6.4	51.44
-5.8	53.27
-5.11	55.1
-4.35	56.94
-3.54	58.79
-2.83	60.62
-2.12	62.45
-1.38	64.28
-0.71	66.13
-0.22	67.31
2.72	69.41
3.1	71.29
3.66	73.17
4.31	75.04
4.82	76.9
5.56	78.76
6.09	80.62
6.83	82.48
7.47	84.33
8.16	86.19
8.86	88.03
9.55	89.85
10.28	91.69
10.95	93.52
11.78	95.34
12.54	97.15
13.36	98.96
14.21	100.77
15.01	102.58
15.81	104.37
16.57	106.18
17.4	108
18.36	109.77
19.29	111.55
20.23	113.32
21.12	115.1
22.26	116.85
23.31	118.61
24.36	120.37
25.38	122.12
26.52	123.85
27.75	125.58
29.06	127.28
30.65	128.95
32.27	130.59
34.08	132.17
34.57	132.5
36.33	133.68
39.14	135.08
43.69	136.09
67.56	128.71
67.67	126.73
67.62	124.73
67.73	122.71
67.8	120.73
67.73	118.71
67.78	116.71
67.73	114.77
67.38	112.8
67.07	110.93
66.75	108.99
66.29	107.1
65.93	105.21
65.5	103.31
65.13	101.41
64.61	99.52
64.21	97.62
63.77	95.73
63.39	93.81
62.9	91.94
62.43	90.05
61.96	88.15
61.65	86.25
61.16	84.36
60.6	82.47
60.22	80.54
59.84	78.68
59.28	76.78
58.93	74.9
58.46	73.01
58.03	71.12
57.65	69.23
57.16	67.33
56.74	65.45
56.38	63.56
55.94	61.67
55.51	59.79
55.07	57.9
54.71	56
54.2	54.12
53.77	52.23
53.33	50.35
52.88	48.46
52.46	46.57
52.1	44.68
51.59	42.79
51.19	40.91
50.81	39.03
50.27	37.18
49.85	35.31
49.4	33.43
48.98	31.55
48.58	29.66
47.95	27.78
47.62	25.9
47.02	24.02
46.53	22.14
46.06	20.24
45.59	18.38
45.12	16.5
44.56	14.62
44	12.74
43.54	10.87
43.09	8.99
42.6	7.11
42.06	5.23
41.4	3.34
41.02	1.48
40.35	-0.4
39.81	-2.26
39.25	-4.14
38.74	-6.02
38.09	-7.89
37.69	-9.76
37	-11.63
36.51	-13.5
35.8	-15.37
35.26	-17.23
34.7	-19.09
34.08	-20.96
33.48	-22.82
32.88	-24.68
32.36	-26.54
31.65	-28.39
31.02	-30.25
30.49	-32.11
29.86	-33.97
29.15	-35.83
28.62	-37.68
28.06	-39.54
27.37	-41.39
26.83	-43.25
26.05	-45.09
25.52	-46.94
24.76	-48.8
24.09	-50.63
23.53	-52.47
22.82	-54.33
22.13	-56.14
21.43	-57.98
20.77	-59.82
20.03	-61.66
19.38	-63.5
18.71	-65.35
18.02	-67.18
17.31	-69.03
16.64	-70.84
15.99	-72.66
15.19	-74.49
14.52	-76.31
13.67	-78.13
12.96	-79.95
12.18	-81.77
11.47	-83.62
10.68	-85.43
9.93	-87.25
9.12	-89.06
8.32	-90.87
7.43	-92.67
6.6	-94.48
5.73	-96.28
4.77	-98.09
2.1	-99.54
1.47	-101.4
0.98	-103.27
0.25	-105.12
-0.33	-106.97
-1.11	-108.8
-1.94	-110.61
-2.67	-112.43
-3.54	-114.25
-4.37	-116.06
-5.35	-117.85
-6.18	-119.64
-7.2	-121.45
-8.09	-123.26
-9.1	-124.99
-10.21	-126.76
-11.35	-128.52
-12.33	-130.24
-13.65	-131.97
-14.81	-133.7
-15.99	-135.4
-17.33	-137.09
-18.8	-138.75
-20.16	-140.42
-21.77	-142.06
-23.22	-143.4
-23.62	-143.63
-25.62	-145.18
-28.08	-146.66
-31.56	-147.89
-60.71	-139.44
-64.19	-136.7
-64.14	-134.7
-64.3	-132.7
-64.3	-130.7
-64.34	-128.7
-64.41	-126.7
-64.45	-124.7
-64.32	-122.7
-64.41	-120.73
-64.01	-118.79
-63.78	-116.88
-63.43	-114.98
-62.96	-113.08
-62.62	-111.17
-62.18	-109.27
-61.8	-107.37
-61.33	-105.45
-61.02	-103.57
-60.53	-101.67
-60.13	-99.79
-59.61	-97.88
-59.26	-96.01
-58.77	-94.1
-58.36	-92.21
-57.87	-90.31
-57.47	-88.42
-57.07	-86.55
-56.6	-84.66
-56.22	-82.77
-55.82	-80.89
-55.33	-79
-54.93	-77.12
-54.51	-75.23
-54.1	-73.35
-53.52	-71.46
-53.12	-69.56
-52.72	-67.69
-52.25	-65.8
-51.67	-63.92
-51.38	-62.03
-50.74	-60.15
-50.4	-58.27
-49.8	-56.39
-49.29	-54.5
-48.8	-52.62
-48.44	-50.75
-47.84	-48.84
-47.35	-46.99
-46.86	-45.1
-46.43	-43.22
-45.9	-41.34
-45.38	-39.46
-44.92	-37.58
-44.34	-35.71
-43.8	-33.84
-43.27	-31.99
-42.84	-30.12
-42.31	-28.23
-41.82	-26.36
-41.24	-24.48
-40.72	-22.57
-40.1	-20.73
-39.65	-18.85
-39.03	-16.96
-38.47	-15.1
-37.91	-13.23
-37.42	-11.36
-36.73	-9.49
-36.15	-7.63
-35.7	-5.76
-35.06	-3.89
-34.48	-2.03
-33.83	-0.17
-33.18	1.7
-32.72	3.56
-31.96	5.44
-31.42	7.28
-30.84	9.14
-30.24	10.99
-29.71	12.85
-28.97	14.71
-28.26	16.56
-27.68	18.42
-26.96	20.26
-26.47	22.12
-25.67	23.97
-25.16	25.82
-24.51	27.69
-23.82	29.52
-23.22	31.37
-22.52	33.22
-21.79	35.07
-21.1	36.9
-20.47	38.74
-19.74	40.58
-19.11	42.41
-18.35	44.24
-17.68	46.07
-16.99	47.9
-16.15	49.72
-15.52	51.55
-14.85	53.38
-14.07	55.21
-13.42	57.03
-12.67	58.85
-11.77	60.67
-10.97	62.49
-10.24	64.3
-9.37	66.11
-8.61	67.92
-7.67	69.74
-6.82	71.53
-5.93	73.33
-5.08	75.13
-4.15	76.93
-3.25	78.72
-2.32	80.53
-1.25	82.3
-0.36	84.09
0.05	84.75
4.11	87.17
4.84	89
5.56	90.82
6.56	92.61
7.36	94.41
8.3	96.2
9.41	97.95
10.71	99.67
11.96	101.38
13.45	103.06
14.94	104.71
16.57	106.32
18.18	107.94
18.65	108.31
20.25	109.45
22.8	110.88
25.4	112.29
28.42	113.61
32.14	114.8
36.31	115.89
42	116.7
48.69	117.19
54.46	117.84
61.58	118.21
68.56	118.72
76.39	118.99
82.9	119.5
90.97	119.76
91.51	117.52
91.51	113.99
91.53	120.28
91.51	116.7
91.55	119.82
91.55	116.56
91.51	119.66
91.51	114.92
91.53	119.89
91.53	115.73
91.53	117.82
91.51	119.77
91.58	117.25
91.67	115.61
91.71	113.63
91.78	111.63
91.71	109.63
91.84	107.62
91.82	105.63
91.73	103.7
91.26	101.78
90.89	99.87
90.46	97.98
90.02	96.08
89.73	94.18
89.1	92.29
88.72	90.4
88.25	88.5
87.81	86.62
87.27	84.73
86.89	82.84
86.47	80.94
85.89	79.06
85.62	77.17
85.13	75.28
84.57	73.39
84.08	71.51
83.66	69.62
83.1	67.74
82.68	65.86
82.14	63.97
81.74	62.1
81.29	60.25
80.83	58.37
80.43	56.48
79.91	54.6
79.49	52.71
79.13	50.83
78.53	48.94
78.08	47.06
77.66	45.16
77.26	43.27
76.75	41.4
76.25	39.51
75.88	37.63
75.3	35.75
74.8	33.87
74.36	31.98
73.96	30.09
73.33	28.23
72.89	26.35
72.4	24.46
71.93	22.6
71.41	20.71
70.9	18.84
70.41	16.94
69.85	15.09
69.36	13.21
68.87	11.33
68.34	9.46
67.73	7.58
67.31	5.72
66.73	3.84
66.22	1.97
65.66	0.1
65.01	-1.77
64.41	-3.65
63.9	-5.52
63.27	-7.38
62.72	-9.25
62.11	-11.11
61.51	-12.97
60.95	-14.83
60.33	-16.72
59.75	-18.6
59.17	-20.44
58.57	-22.32
57.97	-24.15
57.5	-26.01
56.85	-27.86
56.36	-29.71
55.76	-31.57
55.11	-33.42
54.53	-35.29
54.13	-37.12
53.42	-38.97
52.9	-40.82
52.26	-42.66
51.59	-44.5
50.92	-46.34
50.34	-48.18
49.58	-50.01
48.96	-51.85
48.24	-53.68
47.6	-55.51
46.9	-57.35
46.19	-59.17
45.3	-60.99
44.7	-62.81
43.83	-64.62
43.18	-66.45
42.29	-68.27
41.46	-70.08
40.64	-71.89
39.86	-73.72
38.92	-75.51
37.96	-77.32
37.11	-79.12
36.15	-80.9
35.31	-82.7
34.3	-84.51
33.39	-86.28
32.5	-88.07
31.45	-89.85
30.51	-91.62
29.49	-93.41
28.53	-95.16
27.43	-96.93
26.45	-98.69
25.2	-100.42
24.04	-102.16
23.02	-103.91
21.88	-105.65
20.77	-107.38
19.67	-109.11
18.45	-110.84
17.24	-112.56
15.95	-114.24
14.5	-115.93
13.14	-117.6
11.64	-119.28
10.31	-120.95
8.41	-122.53
6.58	-124.16
6.07	-124.65
-0.82	-123.98
-1.87	-124.35
-4.08	-125.86
-7.29	-127.16
-14.76	-127.51
-63.78	-118.68
-67.98	-115.77
-71.68	-116.93
-78.86	-117.29
-86.47	-113.61
-86.64	-111.61
-86.44	-109.61
-86.62	-107.61
-86.55	-105.61
-86.58	-103.67
-86.22	-101.73
-85.86	-99.83
-85.31	-97.91
-85.15	-96
-84.55	-94.1
-84.15	-92.21
-83.88	-90.31
-83.23	-88.41
-82.79	-86.51
-82.59	-84.62
-82.16	-82.72
-81.72	-80.82
-81.2	-78.92
-80.69	-77.03
-80.38	-75.14
-79.89	-73.26
-79.44	-71.35
-78.97	-69.48
-78.44	-67.6
-77.92	-65.72
-77.61	-63.83
-77.08	-61.94
-76.72	-60.11
-76.25	-58.22
-75.85	-56.34
-75.18	-54.46
-74.85	-52.58
-74.49	-50.69
-73.75	-48.81
-73.55	-46.92
-72.93	-45.04
-72.39	-43.16
-71.95	-41.28
-71.5	-39.39
-71.19	-37.51
-70.7	-35.64
-70.21	-33.76
-69.47	-31.88
-69.2	-30
-68.71	-28.12
-68.13	-26.25
-67.55	-24.37
-66.97	-22.5
-66.57	-20.63
-66.08	-18.73
-65.57	-16.86
-64.85	-14.99
-64.45	-13.12
-63.85	-11.25
-63.32	-9.38
-62.65	-7.51
-62.2	-5.64
-61.62	-3.78
-60.93	-1.91
-60.53	-0.05
-59.99	1.82
-59.39	3.67
-58.79	5.54
-58.12	7.4
-57.76	9.26
-57.07	11.11
-56.51	12.97
-56.02	14.82
-55.38	16.68
-54.73	18.55
-54.17	20.41
-53.7	22.24
-53.03	24.07
-52.3	25.92
-51.67	27.77
-51.18	29.6
-50.45	31.45
-49.67	33.29
-49.13	35.12
-48.35	36.95
-47.66	38.77
-46.72	40.62
-46.14	42.45
-45.25	44.27
-44.58	46.1
-43.69	47.92
-42.89	49.73
-41.91	51.55
-41.12	53.35
-40.19	55.15
-39.34	56.97
