"Wehbe et al. 1998,Specimen B1"	
22.49170025	234.68126
22.63139924	236.64102
22.91080025	238.60078
23.19019975	239.58066
23.19019975	239.82563
23.32990025	240.0706
23.32990025	239.82563
23.32990025	241.05048
23.46960051	233.94635
23.46960051	233.94635
23.46960051	233.70138
23.46960051	233.70138
23.19019975	229.04695
22.91080025	223.41264
22.21229949	214.59372
21.79319949	207.24462
20.95499975	194.99612
20.25650025	184.70738
19.6977	175.88846
18.44040025	163.88493
17.74189949	154.57607
17.18310051	146.73703
16.34489924	138.40805
15.6464	131.05895
14.66849975	119.54536
13.83029975	111.95129
12.43329975	98.47794
11.03630025	84.26968
9.359899746	70.06142
7.683500254	55.36322
5.7277	37.97035
4.4704	25.72185
4.190999746	23.27215
3.2131	13.47335
1.816100076	-1.71479
0.6985	-13.47335
-0.4191	-25.47688
-1.6764	-36.99047
-3.0734	-50.95376
-4.4704	-63.6922
-5.308599746	-72.02118
-6.7056	-86.22944
-7.962899746	-97.25309
-8.661399746	-105.09213
-9.918700254	-117.5856
-10.7569	-126.64949
-11.31569975	-131.30392
-12.2936	-139.6329
-12.9921	-146.982
-13.69059924	-154.3311
-14.10969924	-158.49559
-14.8082	-165.84469
-15.08759949	-168.78433
-15.6464	-174.66361
-16.48459975	-183.48253
-17.18310051	-190.58666
-17.60220051	-194.75115
-18.30069975	-201.85528
-18.85950025	-208.2245
-19.13889949	-210.6742
-19.2786	-211.65408
-19.2786	-211.89905
-19.41830051	-213.61384
-19.6977	-215.32863
-19.6977	-215.5736
-19.83740051	-215.32863
-19.97709949	-212.14402
-19.83740051	-212.14402
-19.97709949	-212.14402
-19.97709949	-212.14402
-20.1168	-214.10378
-20.39619924	-218.0233
-20.81529924	-222.9227
-20.95499975	-224.39252
-20.95499975	-224.88246
-21.09470025	-225.61737
-21.09470025	-226.10731
-21.09470025	-226.84222
-21.23439924	-227.33216
-21.37409949	-228.80198
-21.37409949	-229.78186
-21.5138	-230.76174
-21.65350051	-231.00671
-21.65350051	-231.49665
-21.79319949	-232.23156
-21.9329	-233.45641
-21.9329	-235.1712
-22.07260051	-234.92623
-22.07260051	-235.1712
-22.21229949	-236.39605
-22.352	-231.49665
-22.352	-231.25168
-22.352	-231.49665
-22.352	-231.49665
-21.79319949	-223.41264
-21.09470025	-215.08366
-19.6977	-194.75115
-18.30069975	-176.3784
-15.36700051	-141.10272
-13.83029975	-124.44476
-11.8745	-103.62231
-10.0584	-85.49453
-7.962899746	-64.67208
-6.426199746	-47.52418
-4.6101	-27.68161
-2.374900076	-4.40946
-1.816100076	0.73491
-1.6764	3.42958
-1.1176	9.7988
-0.2794	17.88281
-0.1397	19.10766
0	19.84257
0.1397	23.27215
0.4191	24.00706
0.5588	23.02718
0.5588	23.02718
0.6985	23.02718
0.5588	23.02718
1.1176	33.07095
1.6764	38.21532
2.514599975	47.03424
3.3528	55.60819
4.3307	64.91705
5.0292	72.75609
5.7277	79.37028
6.426199746	86.22944
6.845299746	91.37381
7.4041	96.27321
7.8232	101.17261
8.661399746	109.25662
9.220200254	114.40099
9.778999746	120.0353
10.0584	121.99506
10.61719949	127.62937
11.176	134.97847
11.8745	142.57254
12.573	148.20685
12.9921	153.10625
13.55090051	158.25062
14.10969924	163.39499
14.52880076	168.29439
15.2273	175.39852
15.78610051	181.2778
16.34489924	186.1772
16.76399924	191.0766
17.18310051	195.48606
17.8816	202.10025
18.44040025	208.71444
18.85950025	211.65408
18.99920076	213.61384
19.55799949	218.75821
19.6977	221.45288
20.39619924	227.8221
20.81529924	232.23156
21.23439924	236.15108
21.37409949	237.6209
21.79319949	241.29545
22.21229949	245.45994
22.91080025	251.58419
23.46960051	254.7688
23.32990025	254.27886
23.46960051	253.54395
23.46960051	246.43982
23.46960051	246.43982
23.46960051	246.43982
23.46960051	246.43982
23.19019975	242.03036
22.63139924	234.19132
22.07260051	224.39252
20.95499975	207.73456
20.25650025	198.4257
19.97709949	193.5263
19.13889949	184.46241
18.30069975	174.90858
16.90369975	160.21038
15.78610051	148.45182
14.94790051	138.16308
13.55090051	124.19979
12.15390025	109.74656
11.03630025	97.74303
9.359899746	81.08507
7.8232	65.16202
6.845299746	54.13837
5.588	42.62478
4.8895	35.27568
4.190999746	28.41652
2.9337	15.18814
1.9558	5.14437
0.9779	-4.65443
-0.2794	-18.61772
-0.6985	-22.78221
-1.2573	-28.66149
-1.9558	-34.78574
-2.6543	-41.6449
-3.4925	-49.48394
-4.6101	-59.77268
-5.1689	-66.38687
-6.2865	-76.67561
-7.124699746	-85.98447
-7.962899746	-92.59866
-8.5217	-99.45782
-9.359899746	-107.7868
-10.0584	-113.42111
-11.03630025	-122.24003
-11.73480025	-130.32404
-12.43329975	-136.20332
-13.27149949	-145.51218
-13.83029975	-151.39146
-14.38910025	-155.80092
-14.8082	-160.94529
-15.6464	-169.0293
-16.62430025	-178.8281
-17.18310051	-182.99259
-17.4625	-187.64702
-18.16099924	-194.01624
-18.99920076	-203.08013
-19.55799949	-208.95941
-19.83740051	-212.14402
-20.1168	-214.83869
-20.81529924	-220.71797
-20.95499975	-223.16767
-21.09470025	-223.90258
-21.37409949	-226.84222
-21.5138	-228.80198
-21.65350051	-229.04695
-21.65350051	-229.53689
-21.9329	-230.76174
-21.9329	-232.23156
-22.07260051	-233.21144
-22.07260051	-233.70138
-22.21229949	-234.92623
-22.352	-230.02683
-22.21229949	-230.02683
-22.21229949	-229.78186
-22.21229949	-229.78186
-21.79319949	-222.18779
-21.37409949	-215.81857
-20.53589975	-206.26474
-19.6977	-194.01624
-18.44040025	-180.29792
-17.0434	-162.41511
-15.78610051	-148.45182
-15.08759949	-138.40805
-14.24939975	-131.05895
-13.13180051	-118.07554
-11.59509975	-102.15249
-10.19809975	-87.69926
-8.801100254	-72.51112
-7.683500254	-62.71232
-6.2865	-48.01412
-5.1689	-37.23544
-4.3307	-27.43664
-3.4925	-19.5976
-2.6543	-10.53371
-1.816100076	-3.18461
-0.9779	7.3491
-0.1397	15.43311
1.1176	29.64137
2.2352	40.66502
3.0734	48.994
3.9116	57.32298
4.749800254	65.89693
5.867400254	76.43064
6.7056	84.02471
7.683500254	94.55842
9.080499746	107.29686
10.0584	117.83057
11.45540025	131.79386
12.85239949	145.02224
14.10969924	156.04589
14.94790051	165.59972
15.50669949	171.479
16.34489924	180.29792
17.60220051	192.30145
18.58009924	202.34522
19.13889949	206.99965
19.97709949	215.5736
20.53589975	220.71797
21.23439924	228.80198
22.07260051	237.6209
22.77109975	244.72503
23.32990025	249.62443
23.749	252.56407
24.1681	256.72856
25.28569924	266.52736
25.8445	269.95694
26.543	273.38652
26.9621	277.55101
27.5209	280.24568
27.94	281.22556
28.21939746	282.69538
28.63849746	284.41017
28.9179	286.12496
29.337	288.57466
29.8958	291.26933
30.734	293.964
30.734	292.24921
30.8737	293.47406
38.6969	318.21603
38.6969	317.97106
38.8366	317.23615
38.8366	316.74621
38.6969	307.68232
38.6969	307.68232
38.8366	307.68232
38.8366	308.17226
39.116	312.58172
39.5351	318.461
40.2336	322.38052
40.9321	324.83022
41.4909	326.54501
42.04969746	328.01483
42.8879	331.44441
43.5864	330.95447
43.7261	331.19944
44.2849	332.91423
44.704	333.40417
44.84369746	332.66926
45.26279746	334.38405
45.68189746	335.6089
45.9613	333.89411
45.9613	334.13908
46.3804	320.9107
46.3804	320.9107
46.2407	320.9107
46.3804	320.9107
46.2407	317.48112
45.68189746	310.37699
44.84369746	299.35334
44.0055	291.02436
43.5864	283.67526
42.46879746	269.22203
41.4909	261.38299
41.0718	255.25874
40.3733	248.64455
39.2557	237.6209
38.4175	228.80198
37.16019746	217.53336
35.7632	203.81504
34.3662	190.09672
33.3883	181.03283
31.5722	164.61984
29.6164	147.47194
28.4988	137.42817
27.2415	126.64949
25.9842	115.1359
24.72690025	105.82704
23.46960051	94.80339
22.21229949	85.24956
21.23439924	76.18567
19.97709949	66.1419
18.85950025	56.83304
17.18310051	44.0946
16.06549975	37.23544
14.8082	26.9467
13.4112	17.1479
12.573	12.00353
11.59509975	4.65443
10.7569	0.24497
10.0584	-5.87928
8.661399746	-14.94317
7.543799746	-21.55736
6.1468	-30.37628
5.1689	-36.01059
4.3307	-40.42005
3.4925	-44.0946
3.2131	-46.05436
1.5367	-54.62831
0.8382	-58.05789
-0.1397	-63.6922
-0.9779	-67.36675
-1.5367	-71.53124
-2.6543	-77.16555
-4.0513	-86.71938
-6.2865	-101.17261
-7.264400254	-108.27674
-8.102600254	-114.89093
-8.9408	-121.50512
-10.19809975	-131.54889
-11.45540025	-141.59266
-12.573	-152.37134
-13.69059924	-161.43523
-14.66849975	-170.74409
-16.20520025	-184.21744
-17.74189949	-198.91564
-18.99920076	-209.93929
-20.1168	-220.473
-21.37409949	-231.00671
-22.49170025	-239.82563
-23.60929949	-248.88952
-24.58719975	-256.23862
-25.7048	-262.85281
-26.8224	-269.22203
-27.6606	-272.65161
-27.80029746	-273.14155
-28.63849746	-277.06107
-28.9179	-277.55101
-29.05760254	-278.28592
-29.4767	-280.24568
-29.6164	-280.49065
-29.7561	-280.00071
-29.7561	-279.75574
-29.7561	-279.2658
-37.4396	-304.25274
-37.57929746	-304.00777
-37.57929746	-303.7628
-37.57929746	-303.27286
-37.4396	-295.18885
-37.57929746	-295.18885
-37.4396	-294.94388
-37.57929746	-297.39358
-37.99840254	-301.80304
-38.4175	-305.47759
-39.2557	-311.1119
-39.8145	-312.82669
-40.0939	-312.33675
-40.513	-314.29651
-40.9321	-316.0113
-41.3512	-317.23615
-41.7703	-317.48112
-42.3291	-320.17579
-42.8879	-321.89058
-43.5864	-322.38052
-43.8658	-322.13555
-44.2849	-322.62549
-44.84369746	-323.85034
-44.84369746	-322.62549
-44.9834	-322.62549
-44.9834	-322.13555
-45.4025	-308.17226
-45.26279746	-308.17226
-45.26279746	-308.17226
-44.84369746	-303.7628
-44.5643	-299.84328
-43.7261	-287.59478
-42.6085	-275.34628
-41.7703	-265.05754
-40.3733	-249.62443
-39.116	-235.41617
-37.719	-220.96294
-36.4617	-206.75468
-35.0647	-192.79139
-33.52799746	-178.8281
-31.9913	-163.63996
-30.5943	-150.90152
-28.21939746	-129.34416
-26.6827	-116.11578
-24.86659924	-98.96788
-23.05049924	-82.79986
-21.37409949	-69.32651
-19.41830051	-54.87328
-17.4625	-37.48041
-15.08759949	-20.82245
-13.27149949	-8.32898
-11.31569975	5.87928
-8.242299746	23.51712
-6.007099746	36.01059
-2.9337	50.21885
-0.4191	61.73244
1.6764	71.0413
2.9337	77.16555
4.6101	86.47441
6.845299746	97.25309
8.381999492	106.07201
10.61719949	119.05542
11.8745	127.13943
13.4112	135.46841
14.94790051	145.51218
16.48459975	156.04589
18.30069975	167.55948
19.41830051	176.13343
21.65350051	189.85175
23.05049924	198.67067
24.44749949	207.24462
25.7048	214.10378
26.6827	219.98306
27.6606	227.8221
29.05760254	235.41617
30.3149	243.50018
31.5722	250.35934
33.3883	261.38299
34.5059	267.50724
35.4838	271.67173
36.4617	278.04095
37.4396	282.69538
38.4175	288.57466
39.8145	295.43382
40.513	297.88352
41.0718	301.3131
41.7703	303.27286
42.3291	306.2125
43.0276	310.13202
43.5864	311.84681
44.0055	313.5616
44.5643	315.52136
45.1231	317.48112
45.26279746	317.48112
45.4025	317.72609
45.68189746	318.461
45.8216	318.461
46.2407	320.9107
46.2407	319.68585
46.3804	308.17226
46.3804	308.17226
46.52009746	308.17226
46.3804	307.92729
45.9613	301.3131
45.26279746	293.47406
45.1231	290.28945
44.2849	280.24568
43.8658	274.3664
43.1673	266.28239
41.7703	250.84928
40.513	238.60078
39.8145	231.74162
39.2557	225.86234
38.4175	218.51324
36.8808	204.30498
36.1823	197.44582
35.3441	190.58666
34.5059	182.25768
33.9471	177.84822
33.10889746	170.49912
31.5722	155.55595
30.3149	144.77727
29.337	136.20332
27.38119746	120.0353
25.5651	104.84716
23.749	90.88387
22.91080025	84.51465
22.49170025	80.59513
22.07260051	78.3904
21.23439924	71.0413
19.83740051	60.99753
18.16099924	48.01412
16.62430025	36.25556
15.08759949	26.45676
14.38910025	21.80233
13.27149949	13.47335
11.8745	4.65443
10.33780025	-5.14437
8.5217	-15.92305
6.2865	-26.70173
5.308599746	-32.09107
3.7719	-39.1952
1.9558	-47.03424
1.2573	-50.21885
0.1397	-55.36322
-0.9779	-60.26262
-2.6543	-67.36675
-3.632200254	-72.02118
-4.6101	-76.18567
-5.4483	-80.35016
-6.7056	-86.47441
-7.962899746	-93.57854
-9.080499746	-99.21285
-10.47749975	-106.56195
-11.31569975	-112.44123
-12.573	-119.05542
-13.13180051	-122.97494
-13.83029975	-127.3844
-14.8082	-134.24356
-16.20520025	-143.30745
-17.0434	-147.47194
-17.74189949	-152.61631
-18.71979975	-158.98553
-19.83740051	-166.08966
-20.81529924	-171.96894
-21.65350051	-178.09319
-22.07260051	-180.54289
-22.77109975	-185.19732
-23.749	-192.05648
-25.00629975	-200.8754
-25.8445	-205.52983
-26.6827	-210.6742
-27.2415	-213.85881
-27.94	-219.24815
-28.4988	-221.94282
-29.4767	-229.53689
-30.8737	-238.11084
-31.9913	-245.21497
-33.10889746	-251.33922
-33.9471	-256.48359
-34.3662	-257.70844
-35.3441	-263.58772
-36.1823	-268.97706
-36.74109746	-271.9167
-37.4396	-276.8161
-38.4175	-282.20544
-39.5351	-287.59478
-40.3733	-292.24921
-40.9321	-294.94388
-41.63059746	-298.37346
-42.04969746	-299.59831
-42.3291	-300.82316
-42.46879746	-301.55807
-42.8879	-303.02789
-43.0276	-304.25274
-43.5864	-307.19238
-44.1452	-310.62196
-44.4246	-310.62196
-44.5643	-311.35687
-44.704	-311.1119
-45.26279746	-302.78292
-45.26279746	-302.78292
-45.26279746	-303.02789
-45.26279746	-302.78292
-44.9834	-299.84328
-44.5643	-292.98412
-43.5864	-282.69538
-42.3291	-267.99718
-41.0718	-254.7688
-40.0939	-241.78539
-38.6969	-229.04695
-37.4396	-214.10378
-36.1823	-202.59019
-35.3441	-194.01624
-34.2265	-183.97247
-33.3883	-175.15355
-32.131	-163.39499
-30.5943	-149.67667
-29.337	-137.91811
-27.80029746	-124.19979
-26.6827	-115.1359
-25.8445	-106.80692
-24.30780051	-94.06848
-23.19019975	-85.49453
-22.352	-78.3904
-21.37409949	-69.81645
-20.39619924	-62.22238
-19.13889949	-51.93364
-17.18310051	-37.23544
-15.6464	-25.96682
-14.38910025	-17.63784
-13.83029975	-13.96329
-12.2936	-2.4497
-10.7569	7.3491
-8.801100254	18.12778
-6.845299746	28.41652
-5.4483	35.52065
-4.190999746	40.17508
-2.6543	48.01412
-0.8382	56.83304
0.4191	61.48747
1.5367	67.12178
2.794	73.00106
4.0513	78.14543
5.7277	86.22944
7.264400254	94.06848
8.242299746	97.988
8.801100254	101.66255
9.499600254	103.62231
9.918700254	106.80692
10.33780025	109.74656
11.176	113.66608
11.8745	117.5856
12.71270051	123.46488
13.4112	127.13943
13.97000025	130.07907
14.38910025	133.01871
15.2273	137.42817
15.6464	140.61278
16.62430025	146.982
17.32279949	150.65655
18.02130025	156.29086
19.13889949	162.41511
20.25650025	170.25415
21.5138	177.84822
22.91080025	186.91211
24.02839949	193.28133
24.58719975	196.95588
25.5651	202.59019
26.543	208.71444
27.6606	215.81857
28.63849746	221.94282
29.8958	228.80198
31.2928	237.13096
32.4104	244.23509
33.3883	249.8694
34.7853	257.70844
35.9029	264.07766
36.8808	269.71197
38.4175	277.79598
39.3954	283.43029
40.6527	289.30957
42.04969746	297.39358
43.4467	303.51783
44.4246	308.17226
45.68189746	314.78645
46.6598	317.48112
47.0789	318.95094
47.7774	322.38052
48.895	326.78998
49.5935	327.27992
50.4317	330.46453
51.1302	331.68938
51.9684	334.13908
52.66689746	335.6089
53.36540254	336.83375
54.34329746	338.30357
54.62270254	335.85387
54.9021	337.32369
55.46090254	339.28345
55.7403	338.0586
55.88	338.54854
56.01969746	338.30357
56.2991	338.54854
56.43879746	337.32369
56.43879746	336.83375
56.5785	324.58525
56.5785	324.34028
56.5785	324.58525
56.5785	324.58525
56.7182	327.03495
56.9976	330.7095
57.4167	334.62902
57.8358	337.56866
58.53430254	341.73315
59.51219746	344.42782
60.35039746	345.65267
60.9092	346.63255
61.60769746	348.59231
62.30620254	348.83728
62.86499746	348.59231
63.56350254	351.04201
64.54139746	352.02189
65.659	353.73668
66.4972	353.49171
67.05599746	353.00177
67.7545	351.77692
68.31330254	351.77692
69.0118	352.26686
69.57060254	352.02189
70.2691	353.24674
70.96759746	353.73668
71.9455	353.98165
72.50430254	353.98165
73.2028	353.24674
73.6219	352.7568
73.90129746	352.51183
74.32039746	353.24674
74.73949746	353.49171
75.2983	353.49171
75.438	352.02189
75.71739746	351.77692
75.99680254	352.7568
76.2762	352.51183
76.41590254	350.3071
76.41590254	349.32722
76.55559746	348.34734
76.41590254	334.13908
76.41590254	333.89411
76.41590254	334.13908
76.41590254	334.13908
76.55559746	335.85387
76.83500254	339.03848
77.1144	342.46806
77.67320254	347.12249
77.9526	348.83728
78.51140254	351.04201
78.93050254	351.53195
79.2099	352.02189
79.76870254	353.98165
80.0481	353.98165
80.60690254	354.71656
81.16569746	356.18638
81.44510254	355.94141
81.7245	356.18638
82.2833	356.92129
82.84209746	358.39111
83.4009	358.63608
83.9597	359.61596
84.3788	359.12602
84.65819746	358.14614
84.93759746	359.37099
85.35670254	359.61596
85.49639746	358.88105
85.91549746	360.59584
86.19490254	359.61596
86.4743	360.59584
87.17279746	362.80057
87.7316	362.31063
88.1507	362.06566
88.43009746	362.80057
89.408	364.02542
89.54770254	363.04554
89.96680254	363.29051
90.6653	365.25027
90.94469746	363.04554
91.0844	362.5556
91.2241	362.31063
91.36379746	362.5556
91.5035	362.5556
91.6432	362.31063
91.78289746	361.57572
91.78289746	361.33075
92.0623	361.33075
92.0623	361.08578
92.0623	345.4077
92.0623	345.4077
92.0623	345.4077
91.5035	339.03848
90.6653	328.74974
88.9889	309.88705
87.45220254	292.00424
85.6361	277.06107
83.9597	261.87293
82.7024	252.56407
81.02600254	238.60078
79.07019746	220.96294
77.5335	210.18426
77.1144	206.26474
75.2983	192.05648
74.32039746	183.97247
72.7837	172.45888
71.24700254	160.45535
69.85	150.16661
68.73240254	142.32757
67.89420254	135.46841
67.05599746	131.30392
66.21779746	124.19979
64.96049746	114.64596
63.8429	107.29686
62.44589746	98.96788
61.04890254	88.67914
59.6519	81.33004
58.8137	76.18567
58.25489746	73.491
57.8358	70.06142
56.85789746	64.67208
55.46090254	56.09813
54.62270254	51.93364
53.36540254	44.33957
51.26990254	33.31592
50.0126	26.45676
49.0347	22.0473
48.6156	20.08754
47.0789	12.00353
45.68189746	5.38934
44.0055	-2.4497
42.46879746	-9.30886
40.9321	-15.67808
38.9763	-23.51712
38.1381	-26.45676
36.1823	-34.78574
34.3662	-40.17508
33.2486	-44.58454
31.5722	-49.48394
30.1752	-53.64843
29.337	-56.3431
27.5209	-61.2425
25.7048	-66.87681
23.32990025	-73.00106
21.23439924	-78.14543
20.25650025	-78.88034
18.85950025	-83.77974
16.90369975	-88.67914
14.94790051	-93.57854
13.4112	-96.27321
12.43329975	-97.49806
11.73480025	-99.45782
10.47749975	-101.90752
9.6393	-103.37734
8.9408	-105.82704
7.124699746	-110.2365
5.7277	-112.44123
4.3307	-116.36075
1.816100076	-121.99506
0	-125.91458
-1.9558	-130.81398
-3.7719	-133.99859
-4.4704	-134.48853
-5.4483	-137.67314
-6.565900254	-140.61278
-8.242299746	-145.51218
-9.080499746	-146.49206
-11.31569975	-154.3311
-12.85239949	-158.49559
-14.52880076	-164.1299
-16.34489924	-170.25415
-17.60220051	-175.15355
-18.85950025	-178.09319
-20.25650025	-185.19732
-22.07260051	-193.03636
-24.02839949	-202.10025
-26.543	-212.87893
-28.63849746	-222.18779
-30.1752	-229.04695
-31.85159746	-237.86587
-33.8074	-246.92976
-35.9029	-256.97353
-38.6969	-268.97706
-40.0939	-273.63149
-40.9321	-277.06107
-42.6085	-283.92023
-44.84369746	-291.5143
-46.3804	-296.65867
-47.498	-299.59831
-48.895	-303.7628
-49.73319746	-304.98765
-50.292	-305.96753
-50.7111	-306.94741
-51.40959746	-308.41723
-51.9684	-310.13202
-52.3875	-311.35687
-52.94630254	-312.33675
-53.2257	-312.58172
-53.50509746	-313.31663
-54.0639	-315.27639
-54.76239746	-317.48112
-55.18149746	-318.21603
-55.46090254	-305.23262
-55.46090254	-305.23262
-55.3212	-305.23262
-55.3212	-305.23262
-55.7403	-310.62196
-56.1594	-313.80657
-56.43879746	-316.0113
-56.85789746	-319.44088
-57.69609746	-322.13555
-57.9755	-322.87046
-58.3946	-324.09531
-59.09309746	-327.03495
-59.6519	-328.2598
-60.4901	-330.46453
-61.04890254	-330.95447
-61.88710254	-333.89411
-62.86499746	-334.62902
-63.28409746	-334.87399
-63.8429	-335.85387
-64.262	-336.34381
-64.8208	-337.56866
-65.2399	-337.32369
-65.79869746	-339.03848
-66.63689746	-340.99824
-67.19569746	-341.48818
-67.61479746	-340.75327
-67.89420254	-340.01836
-68.31330254	-341.48818
-68.73240254	-342.46806
-69.4309	-343.20297
-69.85	-343.20297
-70.2691	-343.44794
-70.54849746	-342.958
-71.1073	-343.93788
-71.5264	-344.91776
-72.7837	-347.36746
-73.2028	-346.38758
-73.6219	-346.63255
-74.041	-346.87752
-74.1807	-345.89764
-74.5998	-346.38758
-74.73949746	-345.89764
-74.8792	-346.14261
-75.15859746	-346.14261
-75.2983	-345.65267
-75.438	-345.16273
-75.57769746	-345.16273
-75.71739746	-330.7095
-75.71739746	-330.7095
-75.71739746	-330.46453
-75.71739746	-330.46453
-75.71739746	-330.7095
-76.13649746	-334.87399
-76.97469746	-342.46806
-78.23199746	-348.59231
-78.93050254	-349.57219
-79.76870254	-351.53195
-81.3054	-352.7568
-81.8642	-351.28698
-82.00389746	-350.06213
-82.42299746	-351.04201
-82.9818	-352.26686
-83.68029746	-352.51183
-83.9597	-352.26686
-84.23909746	-351.77692
-84.65819746	-352.02189
-84.93759746	-351.77692
-85.49639746	-353.00177
-85.91549746	-352.51183
-86.75369746	-354.96153
-87.45220254	-354.96153
-87.87130254	-354.22662
-88.29040254	-354.47159
-88.70950254	-355.94141
-89.54770254	-356.43135
-89.8271	-355.45147
-89.96680254	-353.98165
-89.96680254	-353.00177
-90.10649746	-352.51183
-90.2462	-352.7568
-90.38590254	-353.24674
-90.6653	-353.49171
-90.6653	-353.00177
-91.0844	-336.58878
-91.0844	-336.58878
-90.94469746	-336.58878
-91.0844	-336.58878
-90.94469746	-336.09884
-90.6653	-332.17932
-90.38590254	-328.74974
-89.8271	-322.13555
-88.5698	-309.64208
-87.87130254	-303.7628
-87.03310254	-294.69891
-85.77580254	-282.45041
-84.7979	-271.9167
-83.68029746	-262.85281
-82.5627	-252.07413
-81.7245	-245.45994
-81.16569746	-241.78539
-80.0481	-232.23156
-79.2099	-224.63749
-78.09230254	-215.5736
