"""Matamoros et. al 1999 Specimen c10-10 South"""	
12.5222	71.17154592
13.081	73.84047889
13.9192	75.61976754
14.4526	77.39905619
15.3162	79.623167
15.875	81.40245565
16.4338	82.29209997
17.0434	84.51621078
17.5768	84.96103294
18.1102	86.74032159
18.9484	86.74032159
18.3896	79.623167
17.78	75.17494538
17.1958	71.17154592
16.6624	67.16814646
16.0782	63.164747
15.2146	57.82688106
14.6812	53.37865944
14.0716	50.26490431
13.4874	46.26150485
12.6492	41.76880101
12.065	38.47711701
11.5062	35.27439745
10.922	31.76030237
10.0838	27.62345626
9.5758	24.9990055
9.017	21.75180372
8.4074	18.90494189
7.62	15.34636459
7.0358	12.8998427
6.5024	10.18642751
5.9182	7.473012322
5.0546	3.838815258
4.4958	1.494602464
3.9116	-1.232157389
3.7338	-1.828219086
3.7338	-1.276639605
3.7084	0.233531635
2.47396	-7.250601241
2.01422	-9.341265402
1.55194	-11.96571616
1.19888	-13.70052259
-0.112522	-17.70392205
-0.65786	-21.1290527
-1.12522	-23.35316351
-1.65608	-26.15554313
-2.5654	-30.33687145
-3.0988	-33.00580442
-3.6068	-35.76370182
-4.1402	-38.74401031
-5.1562	-43.3701608
-5.6642	-45.81668269
-6.1976	-48.48561566
-6.7564	-51.59937079
-7.493	-55.15794809
-8.1026	-57.82688106
-8.9154	-60.94063619
-9.525	-63.60956917
-10.2108	-66.27850214
-10.7696	-68.05779079
-11.3284	-70.2819016
-11.8618	-72.50601241
-12.8524	-75.17494538
-13.3858	-76.50941186
-13.97	-78.73352267
-14.5542	-80.06798916
-15.1384	-81.84727781
-15.748	-82.73692213
-16.256	-84.51621078
-16.8656	-85.85067727
-17.4752	-86.74032159
-18.0594	-87.62996591
-19.0754	-88.51961024
-18.5928	-82.29209997
-18.034	-78.28870051
-17.3228	-72.95083457
-16.4846	-68.05779079
-16.4846	-68.05779079
-15.9512	-64.49921349
-15.24	-60.05099187
-14.7066	-56.93723674
-14.1224	-52.93383728
-13.6144	-49.82008214
-12.6746	-44.4822162
-12.1666	-41.23501442
-11.5824	-37.80988377
-11.0236	-34.6071642
-10.1092	-29.98101372
-9.5504	-26.86725858
-9.017	-23.97591453
-8.509	-21.21801713
-7.62	-17.21461767
-7.2136	-14.90154243
-6.4008	-11.74330508
-5.6388	-8.985407672
-5.08	-5.73820589
-4.572	-3.861056366
-4.0132	-1.232157389
-4.0132	-1.405638032
-3.3528	1.512395351
-2.4892	4.359257188
-1.94818	6.761296862
-1.47066	8.940925456
-0.89408	10.76469632
0.037592	13.96741589
0.57912	17.17013545
1.14046	19.92803286
1.97866	23.44212794
2.6162	26.20002534
3.0734	28.5575828
3.7846	31.71582015
4.3434	34.42923534
5.1816	37.67643712
5.6642	40.21192344
6.2992	43.01430307
6.9088	45.81668269
7.5946	48.93043782
8.1788	51.59937079
8.7122	54.26830376
9.3218	56.93723674
10.1092	60.05099187
10.7442	62.27510268
11.4554	64.94403565
12.065	67.16814646
12.6746	69.39225727
13.2588	71.61636808
14.1224	73.84047889
14.6558	75.61976754
15.1892	77.39905619
15.7988	78.73352267
16.383	80.51281132
16.9418	81.84727781
17.7292	83.18174429
18.3642	84.07138862
19.05	84.96103294
19.6596	85.85067727
20.2438	86.29549943
20.8788	86.74032159
21.59	86.74032159
22.2504	86.74032159
22.8346	86.74032159
23.495	86.29549943
24.13	85.85067727
24.7396	85.85067727
25.3238	85.85067727
24.8666	78.73352267
24.0792	71.61636808
23.495	68.05779079
22.7584	63.60956917
22.1488	59.16134755
21.5646	55.60277025
20.9804	52.48901512
20.3708	48.93043782
20.3962	48.93043782
19.7866	45.81668269
18.9738	41.81328323
18.3896	38.52159923
17.7038	34.91853972
17.145	31.89374902
16.5862	29.22481604
16.0274	26.46691864
15.1384	22.90834134
14.5796	20.19492615
13.8938	17.61495762
13.3096	15.6577401
12.8016	13.47811151
12.0142	10.00849865
11.3284	8.229209997
10.7442	6.360956917
10.1092	4.28363742
9.525	2.539934545
8.9662	0.827369221
8.2042	-0.805128113
7.7216	-2.290834134
7.7216	-1.73035821
7.112	-5.204419295
6.5532	-6.894743511
5.969	-7.873352267
5.4102	-9.118854321
4.8514	-10.58676746
3.7846	-12.3660561
3.4036	-13.96741589
2.39014	-15.61325789
1.92278	-17.79288648
1.4605	-19.03838853
0.84074	-21.48491042
0.0124968	-23.35316351
-0.50292	-26.02209648
-1.08712	-28.37965394
-1.59512	-30.60376475
-2.53238	-34.16234204
-3.1242	-36.56438172
-3.8354	-39.09986804
-4.3942	-41.94672988
-5.0292	-44.4822162
-5.588	-47.59597133
-6.4262	-50.70972647
-6.9342	-53.37865944
-7.6454	-56.04759241
-8.1788	-57.82688106
-8.763	-60.49581403
-9.271	-62.71992484
-10.1854	-65.38885781
-10.7696	-67.61296862
-11.4808	-69.83707943
-11.9888	-71.61636808
-12.573	-73.39565673
-13.1572	-75.61976754
-13.7668	-77.39905619
-14.605	-78.73352267
-15.2654	-80.06798916
-15.875	-81.40245565
-16.5608	-82.73692213
-17.1704	-83.62656646
-17.7546	-84.96103294
-18.3642	-85.85067727
-19.2024	-86.29549943
-19.812	-87.18514375
-20.3962	-87.62996591
-20.9804	-88.07478808
-21.6662	-87.18514375
-22.225	-87.62996591
-22.86	-87.18514375
-23.4442	-87.18514375
-24.0538	-87.18514375
-24.638	-86.74032159
-25.4	-85.85067727
-24.892	-80.06798916
-24.1046	-74.28530105
-23.495	-70.2819016
-22.9616	-66.7233243
-22.3012	-62.71992484
-21.5138	-58.71652538
-20.9804	-55.60277025
-20.447	-52.48901512
-19.8628	-48.93043782
-19.0246	-44.92703836
-18.4404	-41.59087215
-17.7038	-38.03229485
-17.1704	-35.49680853
-16.6116	-32.51650004
-16.0528	-29.9365315
-15.1638	-25.93313204
-14.5542	-23.26419907
-13.9446	-20.41733724
-13.2842	-17.39254653
-12.6746	-15.25740016
-12.2428	-12.98880713
-11.7602	-11.07607183
-11.5062	-9.474712051
-9.9568	-6.360956917
-9.4234	-4.234706982
-8.9154	-2.36200568
-8.3312	-1.023090973
-7.62	0.978608756
-7.0612	2.419832561
-6.477	4.17243188
-5.9436	5.649241457
-5.0546	7.206119024
-4.445	8.629549943
-3.7592	9.964016429
-3.2004	11.2540007
-2.6416	13.03328935
-2.0701	15.12395351
-1.28778	17.17013545
-0.66548	19.12735297
0.0249936	20.46181945
0.58166	22.5080014
1.2446	24.42073669
1.7907	27.13415188
2.46888	29.22481604
3.0988	31.71582015
3.8862	33.31717993
4.4704	35.27439745
5.0038	37.94333042
5.6388	39.98951236
6.3754	42.79189198
6.985	44.92703836
7.5692	47.15114917
8.2296	49.37525998
8.8138	52.04419295
9.4742	54.26830376
10.1854	56.49241457
10.7696	58.27170322
11.43	60.49581403
12.065	61.83028052
12.5476	64.05439133
13.1572	65.38885781
13.9192	67.16814646
14.5288	68.94743511
15.2654	70.2819016
15.7988	71.61636808
16.7894	72.95083457
17.2974	74.28530105
18.0086	75.17494538
18.5674	76.0645897
19.177	76.95423403
19.7866	78.28870051
20.3708	78.73352267
20.9804	79.623167
21.6154	80.51281132
22.2504	80.95763348
22.86	81.40245565
23.495	81.40245565
24.1046	82.29209997
24.6634	82.29209997
25.3746	82.73692213
24.7904	76.0645897
24.2062	72.06119024
23.4696	67.61296862
22.8854	63.60956917
22.3012	60.05099187
21.5646	56.04759241
20.9804	52.48901512
20.3962	48.93043782
19.812	45.81668269
19.0246	41.36846107
18.4658	38.34367036
17.9324	35.36336188
17.3228	32.51650004
16.4338	28.51310058
15.9258	25.88864983
15.2654	23.13075242
14.6812	20.5952661
13.9446	17.61495762
13.3858	15.56877567
12.6746	12.72191383
12.065	10.36435637
11.3284	7.784387835
10.7188	6.005099187
10.2108	4.190224766
9.4996	2.152939264
8.8646	0.241983256
8.2296	-1.70366888
7.4676	-3.198271345
7.4676	-2.749000961
6.9088	-5.471312593
6.2992	-7.873352267
5.7404	-8.407138862
5.1816	-9.786087564
4.6736	-11.12055405
3.81	-12.6329494
3.429	-14.14534475
2.49428	-16.01359783
1.93294	-17.61495762
1.34366	-19.4832107
0.74422	-21.21801713
-0.050038	-23.04178799
-0.61214	-25.62175653
-1.38176	-27.93483177
-1.92024	-30.42583588
-2.5654	-32.51650004
-3.1242	-35.1409508
-3.9116	-36.87575723
-4.445	-38.96642139
-4.9784	-41.90224766
-5.5372	-44.4822162
-6.4008	-46.70632701
-6.9342	-48.93043782
-7.62	-51.59937079
-8.1788	-53.37865944
-8.763	-56.04759241
-9.525	-58.27170322
-10.0584	-60.05099187
-10.7696	-62.27510268
-11.4554	-64.05439133
-12.0904	-65.83367998
-12.7508	-67.16814646
-13.3604	-68.94743511
-13.9446	-70.2819016
-14.5288	-71.61636808
-15.2146	-72.95083457
-15.9766	-74.28530105
-16.51	-75.61976754
-17.145	-76.0645897
-17.7292	-77.39905619
-18.3642	-78.28870051
-19.0754	-78.73352267
-19.6342	-79.623167
-20.193	-80.06798916
-20.7772	-80.95763348
-21.5646	-81.40245565
-22.1488	-82.29209997
-22.86	-82.29209997
-23.495	-83.18174429
-24.0284	-83.18174429
-24.6126	-84.51621078
-25.4	-83.18174429
-24.9428	-77.84387835
-24.2824	-73.39565673
-23.7998	-69.83707943
-22.8092	-65.38885781
-22.2758	-61.38545836
-21.5646	-56.93723674
-21.0058	-53.8234816
-20.447	-50.26490431
-19.7612	-46.70632701
-19.0246	-43.32567858
-18.4658	-39.90054793
-17.7546	-36.56438172
-17.1958	-33.58407323
-16.4846	-30.11446037
-15.9258	-27.40104518
-15.1892	-24.19832561
-14.605	-21.52939264
-13.8938	-18.6825308
-13.4874	-16.72531329
-12.7	-13.87845145
-12.2682	-11.69882286
-11.4046	-9.207818753
-10.795	-7.02819016
-10.16	-4.626150485
-9.652	-2.935826269
-8.9408	-0.649440357
-8.382	1.334466486
-7.8232	2.646691864
-7.8232	2.108457048
-6.9596	6.227510268
-6.35	7.784387835
-5.8166	8.89644324
-5.08	10.67573189
-4.318	12.72191383
-3.7846	14.18982697
-3.0734	16.41393778
-2.5654	17.5704754
-1.97866	19.2163174
-1.29032	21.30698156
-0.7112	22.86385913
0.0083312	24.82107664
0.54864	26.9117408
1.17094	28.60206502
1.7526	30.87065804
2.5654	32.82787556
3.175	35.49680853
3.7846	37.09816831
4.3688	39.14435026
5.08	41.14604999
5.6642	43.41464301
6.2738	45.37186052
6.8834	47.59597133
7.6962	49.82008214
8.3312	52.04419295
8.8392	53.8234816
10.1346	57.3820589
10.7696	59.16134755
11.5062	61.38545836
12.0904	62.71992484
12.6492	64.05439133
13.3858	65.38885781
13.97	67.16814646
14.5542	68.05779079
15.2146	69.39225727
15.8242	70.72672376
16.51	71.61636808
17.1196	72.50601241
17.8308	73.39565673
18.4912	74.73012322
19.0246	75.17494538
19.6596	76.0645897
20.3454	76.50941186
21.0566	77.39905619
21.4884	78.28870051
22.1742	78.73352267
22.8092	79.17834484
23.4188	79.623167
24.0538	79.623167
24.765	80.06798916
25.3746	80.51281132
25.908	80.51281132
26.67	80.95763348
27.178	80.95763348
27.94	81.40245565
28.448	80.51281132
29.21	80.95763348
29.718	80.51281132
30.226	80.51281132
30.988	81.40245565
31.75	80.06798916
31.242	73.39565673
30.48	68.50261295
29.718	64.94403565
29.21	60.94063619
28.448	56.49241457
27.94	53.37865944
27.432	49.82008214
26.67	46.70632701
25.908	42.34706982
25.3746	39.23331469
24.7904	36.34197064
24.003	32.9613222
23.4188	30.15894258
22.8346	27.53449183
22.2504	24.9990055
21.5392	21.9742148
20.9042	19.43872848
20.3454	17.48151097
19.7358	15.34636459
18.9738	12.72191383
18.3642	10.7202141
17.5514	8.318174429
17.018	6.939225727
16.4592	4.759597133
15.9004	3.006997815
15.1892	1.294432491
14.605	-0.207287127
14.0208	-1.59246334
13.3096	-3.607507734
12.6746	-4.80407935
12.1412	-6.3164747
11.4808	-7.695423403
10.9728	-8.762996591
10.1346	-9.697123132
9.5758	-10.89814297
8.8392	-12.14364502
8.2804	-13.38914708
7.8232	-14.18982697
7.366	-15.12395351
6.3246	-16.45841999
5.7658	-18.01529756
5.0546	-18.6825308
4.4704	-20.28389059
3.8608	-21.48491042
3.0988	-23.13075242
2.5908	-24.82107664
2.02438	-26.15554313
1.27	-27.71242069
0.68326	-29.53619156
-0.050038	-30.78169361
-0.58674	-32.82787556
-1.15824	-34.8740575
-1.84404	-36.92023945
-2.54	-38.4326348
-3.1496	-40.34537009
-3.8354	-42.39155204
-4.3942	-44.2153229
-5.08	-46.26150485
-5.6642	-48.0407935
-6.3754	-50.26490431
-6.9596	-52.04419295
-7.747	-53.8234816
-8.3312	-56.04759241
-8.8646	-57.3820589
-9.4488	-59.16134755
-10.1346	-60.49581403
-10.6934	-62.27510268
-11.4554	-64.05439133
-12.0904	-65.38885781
-12.7254	-66.7233243
-13.335	-67.61296862
-13.9192	-68.94743511
-14.605	-70.2819016
-15.2654	-70.72672376
-15.8242	-72.06119024
-16.51	-72.95083457
-17.0434	-73.84047889
-17.8054	-74.28530105
-18.3896	-75.17494538
-18.9992	-76.50941186
-19.6088	-76.0645897
-20.2692	-76.95423403
-20.9042	-77.39905619
-21.5646	-78.28870051
-22.225	-78.73352267
-22.8092	-79.17834484
-23.4696	-79.623167
-24.0538	-79.623167
-24.6634	-80.06798916
-25.2222	-80.06798916
-25.908	-80.95763348
-26.67	-80.51281132
-27.178	-80.95763348
-27.94	-80.95763348
-28.448	-80.51281132
-29.21	-81.40245565
-29.718	-81.40245565
-30.226	-81.40245565
-30.988	-80.06798916
-31.75	-80.51281132
-30.734	-72.95083457
-30.48	-69.83707943
-29.972	-66.7233243
-29.21	-61.83028052
-28.448	-58.71652538
-28.194	-55.60277025
-27.178	-51.59937079
-26.67	-48.0407935
-26.162	-45.37186052
-25.4	-42.12465874
-24.9682	-39.05538582
-24.0792	-35.22991523
-23.5458	-32.20512453
-22.8346	-29.09136939
-22.2758	-26.68932972
-21.5646	-23.8869501
-20.8788	-20.99560605
-20.3454	-19.03838853
-19.6342	-16.68083108
-19.1008	-14.50120248
-18.542	-12.49950275
-17.6784	-10.31987416
-17.1196	-8.318174429
-16.4846	-6.716814646
-15.875	-5.026490431
-15.1892	-2.922481604
-14.6304	-1.23660561
-14.0716	0.453718605
-13.2588	1.89494241
-12.7	3.149340907
-12.7	2.571072096
-12.319	4.101260334
-6.2992	15.07947129
-5.0546	20.46181945
-4.4196	21.44042821
-3.81	22.95282356
-3.2258	23.75350345
-2.5019	25.13245215
-1.8288	26.46691864
-1.17348	28.06827842
-0.62992	29.40274491
0.020828	30.78169361
0.67818	33.05028664
1.64846	35.89714847
2.8956	38.29918815
2.8956	38.12125928
4.4196	41.4574255
5.1562	44.43773398
5.9182	46.70632701
6.7818	48.93043782
7.7216	51.15454863
9.3726	55.15794809
10.16	57.3820589
10.9728	58.71652538
11.7348	60.49581403
13.1318	62.27510268
13.8938	64.05439133
14.6558	65.38885781
15.4686	66.27850214
16.3576	68.05779079
17.0942	68.94743511
17.8816	69.83707943
18.5928	70.72672376
19.5834	71.61636808
20.3962	72.50601241
21.1074	72.95083457
21.9964	73.39565673
22.7838	73.84047889
23.5712	74.73012322
24.6634	75.61976754
25.4	75.61976754
26.162	76.50941186
27.178	76.95423403
27.94	77.39905619
28.702	77.39905619
29.718	77.84387835
30.226	77.84387835
30.988	77.84387835
32.004	78.28870051
31.242	70.2819016
30.226	65.83367998
29.464	60.49581403
28.702	56.04759241
27.686	49.37525998
26.924	44.92703836
25.908	40.56778117
25.4	37.05368609
25.4	37.14265053
23.8252	29.18033383
22.8854	25.04348772
21.9202	20.55078388
21.1582	17.5704754
20.193	15.16843572
19.4564	11.92123394
18.6944	9.83056978
17.3482	5.916134755
16.5608	3.247201783
15.7988	1.387845145
15.0622	-0.573820589
13.4874	-4.715114917
12.7762	-5.73820589
12.0142	-7.339565673
11.303	-8.762996591
10.0076	-11.03158962
9.2964	-11.96571616
8.6614	-14.36775583
8.0772	-14.81257799
6.7564	-16.72531329
6.096	-18.01529756
5.0546	-19.03838853
3.4036	-22.28559032
2.47396	-23.57557459
0.9779	-27.40104518
-0.020828	-27.04518745
-1.54432	-33.36166215
-2.7686	-35.4078441
-4.2418	-39.05538582
-5.1308	-41.85776544
-5.1308	-41.81328323
-6.6294	-47.59597133
-7.5946	-48.93043782
-9.3218	-53.8234816
-10.287	-56.49241457
-11.8364	-61.83028052
-12.8778	-61.38545836
-14.3764	-66.27850214
-15.1892	-65.83367998
-16.8656	-69.39225727
-17.8562	-69.39225727
-19.8374	-72.06119024
-21.2598	-72.95083457
-22.1234	-73.84047889
-22.9108	-75.61976754
-23.749	-74.73012322
-24.4856	-75.61976754
-25.273	-76.0645897
-26.162	-76.50941186
-26.924	-76.95423403
-27.686	-76.95423403
-28.448	-76.95423403
-29.21	-77.39905619
-30.48	-77.39905619
-30.988	-77.39905619
-31.75	-77.39905619
-31.242	-71.17154592
-30.734	-68.05779079
-29.718	-62.71992484
-29.21	-58.71652538
-28.448	-54.26830376
-27.94	-51.15454863
-26.924	-46.26150485
-25.654	-39.58917242
-24.7904	-35.71921961
-24.0538	-31.09306912
-22.8092	-27.71242069
-22.0726	-24.28729005
-20.2692	-18.01529756
-19.431	-14.32327362
-18.4658	-11.20951848
-17.7038	-8.273692213
-17.2212	-6.049581403
-17.018	-5.248901512
-16.764	-3.287235777
-16.5354	-1.392293367
-14.5288	0.014723614
-13.6906	3.411785983
-12.7	4.221362317
-11.9634	6.360956917
-11.303	8.229209997
-10.0584	9.474712051
-9.271	11.47641178
-8.5344	12.45502054
-7.62	15.07947129
-6.8326	16.41393778
-6.0198	17.8373687
-5.0546	19.92803286
-4.1402	21.66283929
-3.4544	23.57557459
-2.7178	25.17693437
-1.9685	26.6448475
-1.22936	28.5575828
0.92964	33.31717993
1.71196	35.80818404
2.6924	37.58747269
3.4798	39.45572577
4.2418	41.32397885
5.1308	44.03739404
5.8674	45.81668269
6.7564	47.59597133
7.7216	49.82008214
8.5598	52.04419295
9.3472	54.71312593
10.1854	56.04759241
10.9982	57.3820589
12.1412	58.71652538
12.7762	60.49581403
13.6398	61.38545836
14.4272	63.60956917
15.2146	64.05439133
16.0528	65.83367998
16.8402	65.38885781
17.8054	67.16814646
18.6436	68.05779079
19.3802	68.50261295
20.3962	69.39225727
21.2852	70.72672376
22.1234	70.72672376
22.098	69.83707943
22.8854	72.06119024
23.749	72.06119024
24.5872	72.50601241
25.4	72.95083457
26.162	73.39565673
26.924	73.39565673
27.94	73.84047889
28.702	74.28530105
29.464	75.61976754
30.734	74.73012322
31.496	75.17494538
32.258	75.17494538
33.274	75.61976754
33.782	75.17494538
34.798	75.61976754
35.56	75.17494538
36.576	75.17494538
37.338	75.17494538
38.1	74.73012322
37.084	66.27850214
36.322	61.38545836
35.56	56.93723674
34.798	52.04419295
34.036	48.48561566
32.766	42.08017653
32.004	37.40954382
32.004	37.67643712
31.242	33.7620021
30.48	29.98101372
29.464	25.75520318
28.956	23.21971686
28.194	19.88355064
27.178	16.68083108
26.416	14.05638032
25.2476	10.18642751
24.2062	7.161636808
23.622	5.337865944
18.6182	-5.916134755
17.8308	-7.9623167
16.9418	-9.608158699
16.002	-12.18812724
15.3162	-13.12225378
14.1986	-13.92293367
13.462	-15.12395351
12.7762	-16.32497335
12.1158	-17.5704754
11.6078	-18.46011972
10.9728	-17.8373687
10.1346	-20.41733724
9.2202	-21.21801713
8.6106	-23.35316351
7.8486	-23.48661015
6.985	-24.95452329
6.223	-26.20002534
5.08	-27.80138513
4.1402	-29.04688718
3.4544	-31.04858691
2.6416	-32.24960675
1.56972	-33.80648431
0.87122	-35.98611291
-0.037592	-36.5198995
-0.79502	-38.52159923
-1.58242	-40.0784768
-2.6162	-41.85776544
-3.4036	-44.12635847
-4.1402	-46.26150485
-5.1562	-48.0407935
-5.9182	-49.37525998
-6.6548	-52.04419295
-7.7216	-53.37865944
-8.4582	-54.71312593
-9.1948	-56.93723674
-10.1854	-57.82688106
-10.9474	-60.05099187
-11.684	-60.94063619
-12.7762	-62.71992484
-13.5128	-64.05439133
-14.3256	-64.49921349
-15.1638	-65.38885781
