Saatcioglu and Grira1999 Column BG-6	
-61.50792	-184.6421277
-62.00751	-185.4852888
-62.50711	-186.052766
-63.0067	-185.51769
-63.50629	-186.4297264
-64.00589	-188.2720973
-64.50549	-188.8740426
-65.00508	-188.7524012
-65.50468	-188.458541
-66.00427	-188.681459
-66.50387	-189.8002432
-67.00346	-190.4021277
-67.50306	-190.7629179
-68.00266	-188.8496049
-68.50225	-190.2440122
-69.00184	-191.0181763
-69.50143	-191.2410942
-70.00103	-189.9479635
-70.50063	-191.2389666
-71.00022	-192.116535
-71.51704	-188.8303343
-72.01664	-191.8441337
-72.51624	-193.2040122
-73.01583	-193.5646809
-73.53265	-193.5516717
-74.01502	-189.7380547
-74.51462	-192.407234
-75.01421	-193.5604255
-75.51381	-193.7832827
-76.0134	-186.0469909
-76.53023	-187.0331915
-77.01259	-189.111307
-77.51218	-190.2300304
-78.01178	-191.3142249
-78.51138	-190.8134954
-79.01097	-192.0700304
-79.51057	-191.8105167
-80.01016	-192.7224316
-80.50976	-192.2906383
-81.00935	-192.9269301
-81.52618	-190.6742857
-82.00854	-191.7531915
-82.50814	-191.3213374
-83.00774	-191.5786626
-82.49091	-135.2575076
-81.99132	-127.6613374
-81.49172	-126.5770821
-80.99213	-124.2180547
-80.49253	-120.3429787
-79.99294	-117.9839514
-79.47611	-114.6203647
-78.99374	-112.6111854
-78.49415	-110.2865653
-77.99455	-109.0300304
-77.49496	-104.5692401
-76.99536	-103.1404255
-76.49577	-98.98966565
-75.99618	-96.73398176
-75.49658	-94.82279635
-74.99699	-92.46370821
-74.49739	-90.17349544
-73.9978	-87.71106383
-73.4982	-86.21337386
-72.9986	-83.44079027
-72.48178	-81.73100304
-71.99941	-80.06632219
-71.49982	-77.08699088
-70.98299	-75.30832827
-70.4834	-73.0181155
-69.9838	-69.90097264
-69.48421	-68.81671733
-68.98461	-67.04328267
-68.48502	-64.47744681
-67.98543	-63.3931307
-67.48583	-62.34328267
-66.98624	-59.50178723
-66.48664	-58.48638906
-65.98705	-57.60882675
-65.48745	-55.21520973
-64.98785	-54.16535562
-64.48826	-53.59786018
-63.98866	-50.89415805
-63.48907	-50.22328875
-62.98947	-47.96748936
-62.48988	-46.50415805
-61.99028	-45.1786383
-61.49069	-43.19847416
-60.99109	-42.97551368
-60.4915	-40.06505167
-59.9919	-39.77317933
-59.49231	-37.72409119
-58.99271	-36.63974468
-58.49312	-36.7268693
-57.99352	-33.81638906
-57.49393	-33.11103951
-56.95988	-32.11942249
-56.49474	-31.1835076
-55.99514	-30.06468693
-55.49554	-29.87616413
-54.99595	-27.55140426
-54.47913	-27.49537994
-53.99676	-25.55493009
-53.49717	-25.98658359
-52.99757	-23.24835866
-52.49797	-22.06061398
-51.99838	-20.42494225
-51.49878	-19.71956839
-50.99919	-18.84190881
-50.4996	-17.06841945
-49.98277	-15.63415805
-49.48318	-14.85986018
-48.98358	-13.362
-48.48399	-12.24314894
-47.98439	-10.43518541
-47.48479	-9.833148936
-46.9852	-9.127756839
-46.48561	-9.69718541
-45.96878	-5.885514894
-45.48642	-4.806415805
-44.98682	-4.721195745
-44.48722	-2.327483891
-43.98763	-1.174154407
-43.48803	0.358182918
-42.98844	1.201415198
-42.47162	1.291964134
-41.98925	3.921547112
-41.47243	4.701201216
-40.99006	5.43576231
-40.49046	7.691671733
-39.99087	9.120656535
-39.49127	9.998364742
-38.99168	8.808759878
-38.47486	12.68938602
-37.99249	13.80296049
-37.49289	15.05968389
-36.9933	15.69621277
-36.4937	17.15966565
-35.99411	17.83065046
-35.49451	18.32935562
-34.99492	20.65419453
-34.49532	22.2554772
-33.99573	23.47775684
-33.49613	25.28577508
-32.99654	25.3021155
-32.49694	27.24795745
-31.99734	28.57359878
-31.49775	30.41607295
-30.98093	31.12685714
-30.49856	32.96400608
-29.99897	34.32412158
-29.49937	35.82205471
-28.99977	36.76869909
-28.48295	37.92739818
-27.98336	39.45978723
-27.48376	39.71733739
-26.96694	42.21978723
-26.48457	43.26448632
-25.96775	43.83746505
-25.48538	46.22591489
-24.98579	46.9313921
-24.48619	47.53349544
-23.9866	48.82471733
-23.46977	50.46579939
-22.98741	51.26932523
-22.48781	52.07816413
-21.98822	53.61057143
-21.48862	54.17821884
-20.98903	55.40052888
-20.48943	56.72620669
-19.98984	57.36277204
-19.49024	56.51778116
-18.99065	58.77375076
-18.47382	59.72574468
-17.99146	61.04607903
-17.49186	62.33732523
-16.99227	63.45629179
-16.49267	65.29878419
-15.99307	65.79756839
-15.49348	66.50303951
-14.99388	67.13963526
-14.49429	69.39556231
-13.97747	70.24425532
-13.4951	70.9099696
-12.9955	71.99446809
-12.49591	72.4587234
-11.99631	73.88778116
-11.49672	74.59331307
-10.99712	75.36772036
-10.49753	76.21100304
-9.997932	77.3299696
-9.498337	78.20778116
-8.998742	79.56790274
-8.499146	79.48091185
-7.999552	81.15118541
-7.499957	82.02893617
-6.983134	82.60194529
-6.483539	82.5150152
-5.983944	85.1499696
-5.484349	86.13112462
-4.984754	86.94
-4.485158	87.78328267
-3.985563	89.59136778
-3.485968	90.50358663
-2.986373	89.34851064
-2.486778	92.3624924
-1.987183	93.17136778
-1.487588	94.04917933
-0.970765	91.96911854
-0.4883973	95.21896657
0.01119782	95.92449848
0.510793	97.66364742
1.010388	98.78261398
1.509983	99.38474164
5.506744	96.536231
6.00634	95.34832827
6.505935	96.46893617
7.00553	97.003769
7.505125	99.19246201
8.004721	100.1063222
8.504315	99.09069909
9.003911	101.1759878
9.503506	101.7797568
10.0031	102.3490578
10.5027	103.6419453
11.00229	103.7977508
11.50189	103.6779331
12.00148	105.591003
12.50108	105.5745289
13.00067	107.3497872
13.50027	107.643465
14.01709	107.4256535
14.51668	107.4781155
15.01628	109.0121581
15.51587	109.5125228
16.01547	110.7020061
16.51506	110.5821884
17.01466	112.1851672
17.51426	113.1334347
18.01385	112.4623708
18.51344	114.5476596
19.01304	114.7035258
19.51264	116.3409119
20.01223	116.5311854
20.51183	116.9282067
21.01142	118.0487538
21.51101	118.5835866
22.01061	119.6007903
22.51021	120.0666869
23.0098	119.9468693
23.5094	121.205228
24.00899	122.050152
24.50859	123.446383
25.00818	123.5332523
25.50778	125.4807903
26.00737	125.9122188
26.50697	125.2410942
27.00656	126.3271733
27.50616	127.6544681
28.02298	128.6770213
28.50535	128.4485106
29.00494	130.5337386
29.50454	130.7929483
30.00413	130.9142857
30.52096	131.971307
31.00332	131.6393313
31.50292	133.2767173
32.00251	133.3291793
32.50211	134.5874772
33.01893	134.6453495
33.5013	136.173921
34.00089	136.0196353
34.50049	138.2082675
35.00008	137.1236474
35.51691	139.2832219
36.0165	139.4390274
36.5161	140.6628571
37.01569	141.8178723
37.51529	141.1467477
38.01488	142.8530091
38.5317	142.8074164
39.01407	143.8192097
39.51367	144.6296049
40.01326	144.8542857
40.51286	145.4579939
41.04691	146.3824924
41.51205	147.2166565
42.01164	147.9236474
42.51124	148.9407903
43.01083	147.4082675
43.51043	149.9413982
44.01003	149.5114286
44.50962	151.2520973
45.00922	152.1658967
45.50881	152.8384802
46.0084	152.9597568
46.508	154.0457751
47.0076	153.8569605
47.50719	155.046383
48.00679	155.0987234
48.52361	156.4657751
49.00598	156.8228571
49.50557	158.1156231
50.00517	157.9957447
50.50476	159.2195745
51.00436	158.8928875
51.50395	160.323465
52.00355	160.3413374
52.50314	161.2895441
53.00274	161.8242553
53.50233	162.8758055
54.00193	163.9962918
54.50152	163.8418845
55.00112	164.8244985
55.50071	164.6012158
56.00031	166.2040122
56.51713	166.1583587
57.01673	168.1401216
57.51632	168.192462
58.01591	168.4170821
58.51551	166.6432827
59.01511	169.2452888
59.5147	168.0227356
60.0143	169.66
60.51389	169.9879635
61.01349	170.6604863
61.51308	171.8497872
62.01268	172.0743465
62.51227	169.4046809
63.01187	171.5931915
63.51146	172.4035258
64.01106	174.3508207
64.51065	174.368693
65.01025	175.3167781
65.50984	175.0589666
66.00944	176.627234
66.50903	176.3350152
67.00863	177.3175684
67.50822	177.7832827
68.00782	177.6288146
68.52464	179.4781155
69.00701	178.5258359
69.50661	178.6469909
70.0062	180.2497264
70.5058	180.267538
71.02261	180.9108815
71.50498	180.6476596
72.00458	181.0099696
72.50417	181.0277204
73.00377	181.2178116
73.50336	180.2019453
74.00296	181.7012766
74.50256	182.3736778
75.00215	182.7360486
75.50175	184.5798784
76.00134	183.9429787
76.50094	185.6145897
77.00053	185.3911246
77.50013	182.170152
78.01695	183.6748328
78.51655	184.3471733
79.01614	186.1565957
79.51573	185.6230395
80.01533	187.1567781
80.51492	184.762614
81.01452	186.9165957
81.53134	185.3891793
82.01371	184.0233435
82.51331	186.2462006
83.0129	186.6429179
82.47885	154.2610942
81.99648	148.5981155
81.49689	143.8255927
80.99729	142.1540426
80.4977	138.2083891
79.9981	135.9166565
79.4985	132.0399392
78.99891	128.1632219
78.48209	126.4862614
77.99973	121.6846809
77.4829	119.0774468
76.98331	116.8545289
76.48371	112.9089362
75.98412	112.3743465
75.48452	108.0151976
74.98492	105.7923404
74.48533	103.224924
73.98573	99.10699088
73.48614	98.02109422
72.98654	95.45361702
72.48695	90.43987842
71.98735	89.42285714
71.48775	85.30492401
70.98816	83.70218845
70.47134	80.8537386
69.98898	76.32765957
69.48938	75.89641337
68.98978	72.29525836
68.49019	69.76224924
67.97337	67.67179331
67.491	64.86844985
66.9914	62.67993921
66.49181	60.31920365
65.99221	59.19882067
65.49261	55.87330699
64.99302	54.75291185
64.49342	52.35767173
63.99383	50.16917933
63.49424	48.39413982
62.99464	46.4123465
62.49504	44.1893921
61.99545	42.96560486
61.49585	41.08719149
60.99626	39.07093617
60.49667	38.88081459
59.97984	36.30790881
59.49747	33.78020061
58.99788	33.2455076
58.49828	32.8831003
57.99869	29.90207903
57.49909	28.23037082
56.9995	26.73093009
56.4999	24.54238298
55.98308	22.38291793
55.48349	21.67593313
54.98389	19.07392097
54.48429	18.64257143
53.9847	16.62629179
53.4851	14.47218237
52.98551	13.11054103
52.48592	11.3009848
51.98632	9.973787234
51.48672	7.957483283
50.98713	6.768115502
50.48753	4.510633435
49.98794	3.803613982
49.48834	2.993241337
48.97152	-0.199909787
48.47193	-0.562376474
47.98956	-2.090942857
47.47274	-3.699168997
46.97314	-5.853305167
46.49077	-6.244863222
45.99118	-6.814072948
45.49158	-9.588407295
44.99199	-11.5013617
44.49239	-12.00167173
43.9928	-13.05325228
43.4932	-15.27631611
42.99361	-15.5009848
42.49401	-17.68959271
41.99442	-18.53446809
41.49482	-19.48269301
40.99523	-21.53348328
40.49563	-22.1027234
39.99604	-24.60143465
39.49644	-25.30848632
38.99685	-25.53317325
38.49725	-27.99744073
37.99765	-28.1187538
37.49806	-29.58382979
36.98124	-30.19289362
36.49887	-31.85932523
35.99928	-33.3588693
35.49968	-33.65246809
34.98286	-35.74311854
34.48326	-36.48463222
33.98367	-37.70854711
33.48407	-39.79381763
32.98448	-40.0185228
32.48488	-41.2079696
31.98529	-41.63939818
31.48569	-44.1726079
30.9861	-44.46622492
30.4865	-46.20695441
29.98691	-47.08631611
29.48731	-47.00093009
28.98771	-48.94840122
28.48812	-50.03448632
27.98853	-50.87941033
27.48893	-51.99995745
26.98933	-52.63813982
26.48974	-51.72583587
25.99014	-54.39687538
25.49055	-55.41406687
24.99095	-56.77581763
24.49136	-57.34508815
23.99176	-58.77574468
23.49217	-59.62066869
22.99257	-60.53448024
22.49298	-61.24158055
21.99338	-63.01683891
21.49379	-63.31045593
20.99419	-63.25951368
20.4946	-64.96583587
19.995	-64.43258359
19.49541	-67.03471125
18.99581	-67.53507599
18.49622	-68.79349544
17.97939	-69.91945289
17.49703	-69.93203647
16.98021	-71.60930091
16.49784	-72.20765957
15.99824	-73.22486322
15.49865	-73.65635258
14.99905	-75.0525228
14.49946	-75.24285714
13.99986	-76.32893617
13.48304	-77.97173252
12.98344	-76.78382979
12.48385	-79.00699088
11.98425	-79.16279635
11.48466	-81.48930091
10.98506	-81.78297872
10.48547	-82.69683891
9.985873	-83.50729483
9.486279	-84.00772036
8.986683	-84.47361702
8.487088	-85.76650456
7.987493	-86.43914894
7.487897	-87.31860182
6.988302	-88.40468085
6.488707	-88.31933131
5.989112	-89.88784195
5.489517	-89.94030395
4.989922	-91.12984802
4.490326	-91.32012158
3.990731	-92.47519757
3.491136	-93.5612766
2.991541	-93.71714286
2.491946	-94.04528875
1.992351	-94.89021277
1.492756	-96.49319149
0.9931607	-95.68425532
0.4935656	-97.39057751
-0.006029591	-98.51118541
-0.5056247	-99.08048632
-1.00522	-95.6874772
-1.504815	-99.56443769
-2.00441	-101.3741641
-2.504005	-102.0812766
-3.003601	-103.8220061
-3.503196	-104.3224316
-4.002791	-105.305228
-4.519613	-106.01769
-5.001981	-106.3404255
-5.501576	-108.3223708
-6.001172	-108.995076
-6.500767	-109.2198176
-7.000362	-110.1681459
-7.517184	-111.3629787
-8.016779	-110.3473556
-8.516374	-112.5360486
-9.015969	-111.7616413
-9.515564	-114.1914894
-10.01516	-114.5885106
-10.51475	-115.6401824
-11.01435	-116.2784195
-11.51394	-116.1586018
-12.01354	-118.1405471
-12.51313	-119.2266869
-13.01273	-119.6581155
-13.51233	-119.1937994
-14.01192	-121.2102128
-14.51152	-122.0896049
-15.01111	-122.9001216
-15.51071	-123.5038298
-16.0103	-124.0731307
-16.5099	-124.6768997
-17.00949	-126.0386626
-17.50909	-126.4356231
-18.02591	-126.6657751
-18.50828	-128.5734347
-19.00787	-129.004924
-19.50747	-129.5397568
-20.00706	-128.2139818
-20.50666	-131.3329483
-21.00625	-132.1778723
-21.50585	-132.9194529
-22.00544	-130.9390274
-22.50504	-133.4722796
-23.00463	-134.3172036
-23.52146	-133.7548328
-24.02105	-135.2888754
-24.50342	-135.9561094
-25.00302	-134.561459
-25.50261	-137.5081459
-26.0022	-136.9403647
-26.5018	-138.0265046
-27.0014	-138.4579331
-27.50099	-139.9230395
-28.00059	-141.2158663
-28.50018	-141.1304559
-29.017	-142.428693
-29.5166	-142.2055319
-30.01619	-143.1537386
-30.51579	-145.170152
-31.01538	-145.5671125
-31.51498	-145.4472948
-32.01458	-147.0846809
-32.51417	-147.9295441
-33.01376	-148.2576292
-33.51336	-148.9991489
-34.01295	-149.7062614
-34.51255	-149.0006079
-35.01215	-150.5690578
-35.51174	-151.172766
-36.01133	-152.4311246
-36.51093	-153.5516717
-37.01052	-153.9141641
-37.51012	-154.2766565
-38.00972	-155.1904559
-38.50931	-155.8286322
-39.00891	-156.6045593
-39.5085	-156.3468693
-40.00809	-157.3984802
-40.50769	-157.7265046
-41.00729	-159.0193313
-41.50688	-159.4506991
-42.00648	-160.7435258
-42.50607	-161.3816413
-43.00567	-161.3995745
-43.50526	-163.0368997
-44.00486	-163.2271125
-44.50445	-163.6584802
-45.00405	-163.1251672
-45.50364	-164.5557447
-46.00324	-165.9518541
-46.50283	-167.003465
-47.00243	-167.5726444
-47.50202	-168.2107599
-48.00162	-167.7463222
-48.50121	-168.6255927
-49.00081	-169.4015198
-49.5004	-170.487538
-50.01723	-171.2688146
-50.51682	-171.08
-51.01642	-172.372766
-51.51601	-173.0452888
-52.01561	-173.7522796
-52.5152	-174.4937386
-53.0148	-174.4772036
-53.51439	-175.0808511
-54.01399	-175.3399392
-54.51358	-175.461155
-55.01318	-176.0648024
-55.51277	-176.7372644
-56.01237	-177.651003
-56.51196	-177.8067477
-57.01156	-179.375076
-57.51115	-179.9097264
-58.01075	-178.7217021
-58.51035	-179.7732523
-59.00994	-180.7558663
-59.50953	-180.5669909
-60.00913	-182.5488146
-60.50872	-183.1868085
-61.00832	-183.8248632
-61.50792	-184.5662614
-62.00751	-185.3421277
-62.50711	-185.8767781
-63.0067	-186.4803647
-63.50629	-186.1192097
-64.00589	-187.4807903
-64.52271	-187.676231
-65.00508	-188.5500912
-65.50468	-187.7754407
-66.00427	-189.1370213
-66.50387	-189.4305167
-67.00346	-190.8954407
-67.50306	-190.9821277
-68.00266	-192.2058967
-68.50225	-192.4648632
-69.00184	-193.0339818
-69.50143	-193.8097872
-70.00103	-193.0695441
-70.50063	-193.9487538
-71.00022	-193.4152584
-71.51704	-192.8871125
-72.01664	-194.8344073
-72.51624	-194.7488146
-73.01583	-196.3859574
-73.51543	-195.4734347
-74.01502	-196.2837082
-74.51462	-196.8182979
-75.01421	-196.9738602
-75.51381	-196.474772
-76.0134	-198.2497872
-76.513	-196.3035866
-77.01259	-198.4231003
-77.51218	-197.9584802
-78.01178	-197.1493009
-78.51138	-198.8897872
-79.0282	-199.7742857
-79.51057	-199.4076596
-80.01016	-198.8741033
-80.50976	-199.4431003
-81.00935	-199.8742857
-81.50895	-199.8919757
-82.043	-200.4027964
-82.50814	-200.9266261
-81.97409	-167.0632219
-81.47449	-162.3251672
-80.99213	-157.8680851
-80.49253	-155.3696049
-79.99294	-152.0786018
-79.49334	-149.6145897
-78.99374	-146.0824316
-78.49415	-143.6528267
-77.99455	-140.8787234
-77.49496	-139.103769
-76.99536	-136.9842553
-76.49577	-133.4176292
-75.99618	-129.6442553
-75.49658	-127.3869301
-74.99699	-125.095076
-74.49739	-121.7007295
-73.9978	-119.9601824
-73.4982	-116.2557447
-72.9986	-113.3437082
-72.49901	-111.8443769
-71.99941	-109.1390881
-71.49982	-106.8817021
-70.98299	-103.8954407
-70.4834	-101.5347112
-69.9838	-98.93276596
-69.48421	-95.22826748
-68.98461	-92.86753799
-68.48502	-89.57647416
-67.98543	-88.18048632
-67.48583	-84.57933131
-66.98624	-83.01100304
-66.48664	-82.44194529
-65.98705	-78.42729483
-65.48745	-77.78930091
-64.98785	-74.60158055
-64.48826	-73.13665653
-63.98866	-70.39683891
-63.48907	-68.75963526
-62.98947	-66.70893617
-62.48988	-64.69270517
-61.99028	-63.67568389
-61.49069	-61.21148936
-60.99109	-59.47090578
-60.4915	-57.38574468
-59.9919	-55.47285714
-59.49231	-53.73224316
-58.99271	-52.61181763
-58.49312	-50.80228571
-57.9763	-48.74620061
-57.49393	-48.11350152
-56.99433	-45.68377508
-56.49474	-45.63145289
-55.99514	-42.82269909
-55.49554	-41.63335562
-54.99595	-40.20282067
-54.49636	-38.77226748
-53.99676	-37.20390274
-53.49717	-35.04978723
-52.99757	-33.48141641
-52.49797	-31.63740426
-51.99838	-30.62030395
-51.49878	-29.25865653
-50.99919	-27.62136778
-50.4996	-26.08743465
-49.98277	-23.79012158
-49.48318	-22.56628571
-48.98358	-20.03314894
-48.48399	-19.05049848
-47.98439	-17.65437082
-47.48479	-15.32796353
-46.9852	-14.89658359
-46.48561	-12.05333739
-45.98601	-10.96730091
-45.48642	-9.915720365
-44.98682	-7.864948328
-44.48722	-7.743647416
-43.98763	-5.141575076
-43.48803	-4.916912462
-42.98844	-1.93583769
-42.48885	-0.815334954
-41.97202	0.241627112
-41.48965	1.942505775
-40.99006	3.097468693
-40.49046	3.63223769
-39.99087	6.544419453
-39.49127	6.70018845
-38.99168	9.37118541
-38.49208	10.59506991
-37.99249	10.9920304
-37.49289	12.97392705
-36.9933	13.78435866
-36.4937	14.97379331
-35.99411	16.64559878
-35.49451	17.28375076
-34.99492	17.81854711
-34.49532	19.62818237
-33.99573	20.92099088
-33.49613	22.73062614
-32.99654	23.36879027
-32.49694	24.48933131
-31.99734	26.29896657
-31.49775	25.66229787
-30.99816	27.91986018
-30.49856	28.90257751
-29.99897	30.26431003
-29.49937	31.38486322
-28.98255	32.131769
-28.46572	33.53333131
-27.98336	34.16613982
-27.48376	34.73541033
-26.96694	36.99835258
-26.48457	37.63116717
-25.98498	39.30299696
-25.48538	40.01009726
-24.96856	41.27384802
-24.48619	41.97556231
-23.9866	43.33731307
-23.487	43.94105167
-22.97018	45.23926444
-22.48781	45.52752584
-21.98822	47.16491793
-21.47139	47.60175684
-20.98903	49.13041337
-20.48943	49.6652462
-19.98984	51.54382979
-19.49024	50.52817021
-18.99065	52.9924924
-18.49105	53.52732523
-17.99146	54.09661398
-17.49186	56.0441155
-16.99227	56.19994529
-16.49267	57.83733739
-15.99307	57.33852888
-15.49348	59.63057751
-14.99388	59.78641945
-14.49429	61.3893617
-13.99469	61.78638298
-13.4951	62.97586626
-12.9955	63.82079027
-12.49591	64.25227964
-11.99631	65.23507599
-11.49672	66.59683891
-10.99712	67.44176292
-10.49753	69.49264438
-9.997932	70.19975684
-9.498337	68.94291793
-8.998742	71.06267477
-8.499146	70.18486322
-7.999552	72.02905775
-7.482729	72.67264438
-6.983134	74.68905775
-6.483539	73.98352584
-5.983944	75.96547112
-5.484349	75.74231003
-4.984754	77.55197568
-4.485158	78.32802432
-3.985563	79.31075988
-3.485968	79.12206687
-2.986373	79.82917933
-2.486778	80.60522796
-1.987183	81.24346505
-1.487588	82.36401216
-0.9879924	82.93337386
-0.4883973	83.12364742
0.01119782	80.86765957
0.510793	82.47057751
1.010388	85.93410334
1.509983	87.9849848
2.009578	88.51987842
2.509173	88.29665653
3.008769	90.10638298
3.508364	90.60674772
4.007959	91.89963526
4.507554	91.05629179
5.007149	93.72735562
5.506744	93.81428571
6.00634	94.69367781
6.505935	96.15878419
7.00553	95.48772036
7.505125	97.40079027
8.004721	97.59106383
8.504315	98.36711246
9.003911	100.0044985
9.503506	100.5393921
10.0031	101.3153799
10.5027	102.6771429
11.00229	102.8330091
11.50189	102.7821277
12.00148	104.3850456
12.50108	103.7828571
13.00067	105.3513678
13.50027	104.3357447
14.01709	107.1155623
14.51668	107.6848632
15.01628	108.0474164
15.51587	109.5125228
16.01547	108.7725228
16.51506	110.2376292
17.01466	109.7733131
17.51426	112.0653495
18.01385	112.9792097
18.51344	113.2728267
19.01304	114.1177508
19.51264	114.4458967
20.01223	116.1521581
20.51183	116.7903343
21.01142	116.8772644
21.51101	118.3424316
22.01061	117.9469301
22.51021	119.0674772
23.0098	120.0502736
23.5094	118.6900304
24.00899	120.5686322
24.50859	120.2420669
25.00818	122.5685106
25.50778	122.207538
26.00737	124.1205471
26.50697	122.7258967
27.00656	124.7767173
27.50616	125.001459
28.00575	126.4320973
28.50535	126.8979939
29.00494	127.777386
29.50454	128.1743465
30.00413	128.9158663
30.50373	129.967538
31.00332	131.2603647
31.50292	130.4169605
32.00251	132.3299696
32.50211	131.9689362
33.00171	133.8819453
33.5013	132.2460182
34.00089	135.2271733
34.51772	134.6992097
35.00008	137.0891793
35.51691	137.4226748
36.0165	136.5103343
36.5161	138.7679027
37.01569	137.4420669
37.51529	139.8374468
38.01488	140.4410942
38.51448	141.527234
39.01407	142.4065653
39.51367	142.7001216
40.01326	142.9936778
40.51286	144.941155
41.02968	144.7232827
41.51205	144.9425532
42.02887	145.9306383
42.51124	146.0120973
43.01083	147.4426748
43.51043	146.9782979
44.02725	148.207538
44.50962	148.0477812
45.00922	149.3750152
45.50881	150.2543465
46.0084	150.7890578
46.508	152.4953191
47.0076	150.3080851
47.50719	153.0134954
48.00679	153.4793313
48.50638	154.1174468
49.00598	154.96231
49.50557	153.9810334
50.00517	155.687234
50.50476	156.2908815
51.00436	157.5147112
51.50395	157.8771429
52.00355	158.8597568
52.50314	158.7742857
53.00274	159.2056535
53.50233	159.9815805
54.00193	160.0683891
54.50152	161.1199392
55.00112	161.5857143
55.50071	162.6027964
56.00031	161.7937386
56.51713	163.849848
57.01673	163.5231611
57.51632	163.196535
58.03314	164.7702128
58.51551	164.886079
59.01511	166.5922796
59.5147	166.7823708
60.0143	167.1103343
60.51389	167.5761094
61.01349	166.043465
61.51308	168.611003
62.01268	169.1801216
62.51227	170.3694225
63.01187	170.0082675
63.51146	171.1631611
64.01106	170.8364134
64.51065	171.9568389
65.01025	171.0443769
65.50984	172.3370213
66.00944	173.5951976
66.50903	174.4055319
67.00863	173.5964134
67.50822	174.8201824
68.02505	175.2568389
68.50742	176.1995137
69.00701	175.5282067
69.50661	173.6854711
70.0062	176.5285714
70.5058	176.2362918
71.00539	178.3558663
71.50498	178.4424924
72.00458	178.5292401
72.50417	179.1671733
73.00377	178.7714894
73.52059	178.6223708
74.00296	180.3919757
74.50256	179.6862006
75.00215	178.7047416
75.50175	180.7897872
76.00134	179.4982979
76.50094	181.1354407
77.00053	180.3951976
77.50013	180.7229787
78.01695	182.2965957
78.51655	182.5210942
79.01614	183.7102736
79.51573	182.5220669
80.01533	183.3667477
80.51492	182.0751368
81.01452	182.4374468
81.51411	181.766079
82.01371	180.8534347
82.51331	181.1812766
81.99648	147.5299696
81.49689	146.9610334
80.99729	137.7782371
80.4977	136.6579331
79.9981	132.05769
79.4985	130.6617629
78.99891	126.5094225
78.49931	122.6671125
77.99973	119.3072948
77.4829	118.2160486
76.98331	114.2359271
76.48371	111.3584195
75.98412	108.1018845
75.48452	105.5689362
74.98492	101.7955015
74.48533	100.2272948
73.98573	97.69428571
73.48614	94.43775076
72.98654	91.93920973
72.48695	88.23471125
71.98735	86.35635258
71.48775	82.44516717
70.98816	79.8087538
70.48856	79.20522796
69.98898	74.77720365
69.48938	71.76176292
68.98978	69.95234043
68.49019	67.1781155
67.99059	64.23161094
67.491	62.73221884
66.9914	59.99246809
66.49181	58.2863465
65.99221	55.9944924
65.49261	53.66817021
64.99302	50.99730699
64.49342	49.94581763
63.99383	47.72285714
63.49424	45.22426748
62.99464	43.65593921
62.49504	42.77672948
61.99545	40.76047416
61.49585	39.29551976
60.99626	38.00282675
60.49667	35.84875988
59.99707	32.55766565
59.49747	31.74734347
58.99788	31.28156839
58.49828	29.33421884
57.99869	27.62804255
57.49909	27.02443769
56.9995	23.35432827
56.4999	21.47587234
55.98308	20.17779331
55.48349	19.64308207
54.98389	16.28305167
54.48429	15.67942857
53.96747	13.31322796
53.4851	12.64606079
52.98551	12.31807295
52.48592	9.75049848
51.98632	7.561927052
51.48672	5.614536778
50.98713	5.49327538
50.48753	2.787870517
49.98794	2.046404863
49.48834	0.20237459
48.98875	-1.297102736
48.48915	-2.279753799
47.98956	-4.537257751
47.48996	-4.796356839
46.99037	-5.84793921
46.49077	-8.105440729
45.99118	-9.398206687
45.49158	-10.20860182
44.99199	-12.94848632
44.49239	-15.58500304
43.9928	-15.87857143
43.4932	-17.4469848
42.97638	-17.88375684
42.49401	-18.06860182
41.99442	-20.98077812
41.49482	-21.23990881
40.99523	-23.66970213
40.49563	-24.3078541
39.99604	-24.53252888
39.49644	-26.96232827
38.99685	-27.29038298
38.49725	-29.13446201
37.99765	-29.60032219
37.49806	-31.65114286
36.99847	-31.91027964
36.48164	-33.93201216
35.99928	-34.08242553
35.48245	-35.51841945
34.98286	-36.36331307
34.48326	-37.93175684
33.98367	-38.67328267
33.48407	-40.24173252
32.98448	-40.87990274
32.48488	-41.27688146
31.98529	-43.0865228
31.48569	-45.44744681
30.9861	-45.98224316
30.4865	-46.5515076
29.95245	-47.92398176
29.48731	-48.48251064
28.98771	-48.29375684
28.48812	-49.58657751
27.98853	-51.56850456
27.48893	-51.68986626
26.98933	-53.67179331
26.48974	-53.68978116
25.99014	-55.98179939
25.49055	-56.79226748
24.99095	-57.87837082
24.49136	-57.79299696
23.99176	-59.25810334
23.49217	-60.68877204
22.99257	-61.25805471
22.49298	-61.55167173
21.99338	-63.39580547
21.49379	-65.37775076
20.99419	-65.56802432
20.4946	-65.62048632
19.995	-65.7418845
19.49541	-67.1725228
18.99581	-68.2931307
18.49622	-68.79349544
17.99662	-69.15604863
17.49703	-69.3118541
16.99743	-72.56863222
16.49784	-72.51775076
15.99824	-72.57021277
15.49865	-74.58662614
14.99905	-74.91471125
14.48223	-76.38522796
13.99986	-76.5012766
13.48304	-78.10954407
12.98344	-78.26541033
12.48385	-79.42042553
11.98425	-80.23094225
11.48466	-81.17920973
10.98506	-81.3006079
10.48547	-82.83465046
9.985873	-82.40474164
9.486279	-84.76571429
8.986683	-85.09386018
8.487088	-86.28334347
